INDICATOR_LABEL	INDICATOR_ID	INDICATOR_DESC	MINSET_SERIES	MINSET_SERIES_DESC	REF_AREA	REF_AREA_DESC	ISO3	X	Y	SDG_REGION	TIME_PERIOD	TIME_DETAIL	SEX	SEX_DESC	AGE	AGE_DESC	OBS_VALUE	UNIT_MEASURE	UNIT_MEASURE_DESC	NATURE	NATURE_DESC	REPORTING_TYPE	REPORTING_TYPE_DESC	COMMENT_OBS	SOURCE_DETAIL	SOURCE_YEAR	sort_order	SDG_SeriesID	ILO_SeriesID	UNESCO_SeriesID	TSK_sub_dims	TSK_sub_id	TSK_sub_desc	isLatestValue
V.3	I241a26cf	Proportion of girls and women aged 15-49 years who have undergone female genital mutilation/cutting, by age	S241a26cf	Proportion of girls and women aged 15-49 years who have undergone female genital mutilation/cutting, by age	270	Gambia	GMB	-15.39944785	13.45295927	Sub-Saharan Africa	2013		F	Female	Y15T49	15 to 49 years old	74.9	PT	Percent	C	Country Data	G	Global			2019	8400	SH_STA_FGMS			SEX__AGE	F__Y15T49	Female, 15 to 49 years old	True
V.3	I241a26cf	Proportion of girls and women aged 15-49 years who have undergone female genital mutilation/cutting, by age	S241a26cf	Proportion of girls and women aged 15-49 years who have undergone female genital mutilation/cutting, by age	430	Liberia	LBR	-9.311879038	6.448381009	Sub-Saharan Africa	2013		F	Female	Y15T49	15 to 49 years old	44.4	PT	Percent	C	Country Data	G	Global			2019	8400	SH_STA_FGMS			SEX__AGE	F__Y15T49	Female, 15 to 49 years old	True
V.3	I241a26cf	Proportion of girls and women aged 15-49 years who have undergone female genital mutilation/cutting, by age	S241a26cf	Proportion of girls and women aged 15-49 years who have undergone female genital mutilation/cutting, by age	887	Yemen	YEM	45.22389143	15.22242099	Northern Africa and Western Asia	2013		F	Female	Y15T49	15 to 49 years old	18.5	PT	Percent	C	Country Data	G	Global			2019	8400	SH_STA_FGMS			SEX__AGE	F__Y15T49	Female, 15 to 49 years old	True
V.3	I241a26cf	Proportion of girls and women aged 15-49 years who have undergone female genital mutilation/cutting, by age	S241a26cf	Proportion of girls and women aged 15-49 years who have undergone female genital mutilation/cutting, by age	204	Benin	BEN	2.339933594	9.65401646	Sub-Saharan Africa	2014		F	Female	Y15T49	15 to 49 years old	9.2	PT	Percent	C	Country Data	G	Global			2019	8400	SH_STA_FGMS			SEX__AGE	F__Y15T49	Female, 15 to 49 years old	True
V.3	I241a26cf	Proportion of girls and women aged 15-49 years who have undergone female genital mutilation/cutting, by age	S241a26cf	Proportion of girls and women aged 15-49 years who have undergone female genital mutilation/cutting, by age	404	Kenya	KEN	37.86096816	0.534797278	Sub-Saharan Africa	2014		F	Female	Y15T49	15 to 49 years old	21.0	PT	Percent	C	Country Data	G	Global			2019	8400	SH_STA_FGMS			SEX__AGE	F__Y15T49	Female, 15 to 49 years old	True
V.3	I241a26cf	Proportion of girls and women aged 15-49 years who have undergone female genital mutilation/cutting, by age	S241a26cf	Proportion of girls and women aged 15-49 years who have undergone female genital mutilation/cutting, by age	624	Guinea-Bissau	GNB	-14.40182514	12.11760394	Sub-Saharan Africa	2014		F	Female	Y15T49	15 to 49 years old	44.9	PT	Percent	C	Country Data	G	Global			2019	8400	SH_STA_FGMS			SEX__AGE	F__Y15T49	Female, 15 to 49 years old	True
V.3	I241a26cf	Proportion of girls and women aged 15-49 years who have undergone female genital mutilation/cutting, by age	S241a26cf	Proportion of girls and women aged 15-49 years who have undergone female genital mutilation/cutting, by age	729	Sudan	SDN	29.95650159	16.02643066	Northern Africa and Western Asia	2014		F	Female	Y15T49	15 to 49 years old	86.6	PT	Percent	C	Country Data	G	Global			2019	8400	SH_STA_FGMS			SEX__AGE	F__Y15T49	Female, 15 to 49 years old	True
V.3	I241a26cf	Proportion of girls and women aged 15-49 years who have undergone female genital mutilation/cutting, by age	S241a26cf	Proportion of girls and women aged 15-49 years who have undergone female genital mutilation/cutting, by age	768	Togo	TGO	0.97835765	8.532096072	Sub-Saharan Africa	2014		F	Female	Y15T49	15 to 49 years old	4.7	PT	Percent	C	Country Data	G	Global			2019	8400	SH_STA_FGMS			SEX__AGE	F__Y15T49	Female, 15 to 49 years old	True
V.3	I241a26cf	Proportion of girls and women aged 15-49 years who have undergone female genital mutilation/cutting, by age	S241a26cf	Proportion of girls and women aged 15-49 years who have undergone female genital mutilation/cutting, by age	818	Egypt	EGY	29.77468534	26.57438204	Northern Africa and Western Asia	2015		F	Female	Y15T49	15 to 49 years old	87.2	PT	Percent	C	Country Data	G	Global			2019	8400	SH_STA_FGMS			SEX__AGE	F__Y15T49	Female, 15 to 49 years old	True
V.3	I241a26cf	Proportion of girls and women aged 15-49 years who have undergone female genital mutilation/cutting, by age	S241a26cf	Proportion of girls and women aged 15-49 years who have undergone female genital mutilation/cutting, by age	148	Chad	TCD	18.66618401	15.36279341	Sub-Saharan Africa	2015		F	Female	Y15T49	15 to 49 years old	38.4	PT	Percent	C	Country Data	G	Global			2019	8400	SH_STA_FGMS			SEX__AGE	F__Y15T49	Female, 15 to 49 years old	True
V.3	I241a26cf	Proportion of girls and women aged 15-49 years who have undergone female genital mutilation/cutting, by age	S241a26cf	Proportion of girls and women aged 15-49 years who have undergone female genital mutilation/cutting, by age	466	Mali	MLI	-3.522016039	17.35311254	Sub-Saharan Africa	2015		F	Female	Y15T49	15 to 49 years old	82.7	PT	Percent	C	Country Data	G	Global			2019	8400	SH_STA_FGMS			SEX__AGE	F__Y15T49	Female, 15 to 49 years old	True
V.3	I241a26cf	Proportion of girls and women aged 15-49 years who have undergone female genital mutilation/cutting, by age	S241a26cf	Proportion of girls and women aged 15-49 years who have undergone female genital mutilation/cutting, by age	478	Mauritania	MRT	-10.33187259	20.26089546	Sub-Saharan Africa	2015		F	Female	Y15T49	15 to 49 years old	66.6	PT	Percent	C	Country Data	G	Global			2019	8400	SH_STA_FGMS			SEX__AGE	F__Y15T49	Female, 15 to 49 years old	True
V.3	I241a26cf	Proportion of girls and women aged 15-49 years who have undergone female genital mutilation/cutting, by age	S241a26cf	Proportion of girls and women aged 15-49 years who have undergone female genital mutilation/cutting, by age	231	Ethiopia	ETH	39.63505296	8.631223181	Sub-Saharan Africa	2016		F	Female	Y15T49	15 to 49 years old	65.2	PT	Percent	C	Country Data	G	Global			2019	8400	SH_STA_FGMS			SEX__AGE	F__Y15T49	Female, 15 to 49 years old	True
V.3	I241a26cf	Proportion of girls and women aged 15-49 years who have undergone female genital mutilation/cutting, by age	S241a26cf	Proportion of girls and women aged 15-49 years who have undergone female genital mutilation/cutting, by age	324	Guinea	GIN	-11.28173419	11.00210343	Sub-Saharan Africa	2016		F	Female	Y15T49	15 to 49 years old	96.8	PT	Percent	C	Country Data	G	Global			2019	8400	SH_STA_FGMS			SEX__AGE	F__Y15T49	Female, 15 to 49 years old	True
V.3	I241a26cf	Proportion of girls and women aged 15-49 years who have undergone female genital mutilation/cutting, by age	S241a26cf	Proportion of girls and women aged 15-49 years who have undergone female genital mutilation/cutting, by age	384	Côte d'Ivoire	CIV	-5.552690016	7.62211586	Sub-Saharan Africa	2016		F	Female	Y15T49	15 to 49 years old	36.7	PT	Percent	C	Country Data	G	Global			2019	8400	SH_STA_FGMS			SEX__AGE	F__Y15T49	Female, 15 to 49 years old	True
V.3	I241a26cf	Proportion of girls and women aged 15-49 years who have undergone female genital mutilation/cutting, by age	S241a26cf	Proportion of girls and women aged 15-49 years who have undergone female genital mutilation/cutting, by age	800	Uganda	UGA	32.39100438	1.279557331	Sub-Saharan Africa	2016		F	Female	Y15T49	15 to 49 years old	0.3	PT	Percent	C	Country Data	G	Global			2019	8400	SH_STA_FGMS			SEX__AGE	F__Y15T49	Female, 15 to 49 years old	True
V.3	I241a26cf	Proportion of girls and women aged 15-49 years who have undergone female genital mutilation/cutting, by age	S241a26cf	Proportion of girls and women aged 15-49 years who have undergone female genital mutilation/cutting, by age	834	United Republic of Tanzania	TZA	34.80521182	-6.265332606	Sub-Saharan Africa	2016		F	Female	Y15T49	15 to 49 years old	10.0	PT	Percent	C	Country Data	G	Global			2019	8400	SH_STA_FGMS			SEX__AGE	F__Y15T49	Female, 15 to 49 years old	True
V.3	I241a26cf	Proportion of girls and women aged 15-49 years who have undergone female genital mutilation/cutting, by age	S241a26cf	Proportion of girls and women aged 15-49 years who have undergone female genital mutilation/cutting, by age	566	Nigeria	NGA	8.097363256	9.585789025	Sub-Saharan Africa	2017		F	Female	Y15T49	15 to 49 years old	18.4	PT	Percent	C	Country Data	G	Global			2019	8400	SH_STA_FGMS			SEX__AGE	F__Y15T49	Female, 15 to 49 years old	True
V.3	I241a26cf	Proportion of girls and women aged 15-49 years who have undergone female genital mutilation/cutting, by age	S241a26cf	Proportion of girls and women aged 15-49 years who have undergone female genital mutilation/cutting, by age	686	Senegal	SEN	-14.46636926	14.35920905	Sub-Saharan Africa	2017		F	Female	Y15T49	15 to 49 years old	24.0	PT	Percent	C	Country Data	G	Global			2019	8400	SH_STA_FGMS			SEX__AGE	F__Y15T49	Female, 15 to 49 years old	True
V.3	I241a26cf	Proportion of girls and women aged 15-49 years who have undergone female genital mutilation/cutting, by age	S241a26cf	Proportion of girls and women aged 15-49 years who have undergone female genital mutilation/cutting, by age	694	Sierra Leone	SLE	-11.78306584	8.568604164	Sub-Saharan Africa	2017		F	Female	Y15T49	15 to 49 years old	86.1	PT	Percent	C	Country Data	G	Global			2019	8400	SH_STA_FGMS			SEX__AGE	F__Y15T49	Female, 15 to 49 years old	True
V.3	I241a26cf	Proportion of girls and women aged 15-49 years who have undergone female genital mutilation/cutting, by age	S241a26cf	Proportion of girls and women aged 15-49 years who have undergone female genital mutilation/cutting, by age	368	Iraq	IRQ	43.76606267	33.05013795	Northern Africa and Western Asia	2018		F	Female	Y15T49	15 to 49 years old	7.4	PT	Percent	C	Country Data	G	Global			2019	8400	SH_STA_FGMS			SEX__AGE	F__Y15T49	Female, 15 to 49 years old	True
