INDICATOR_LABEL	INDICATOR_ID	INDICATOR_DESC	MINSET_SERIES	MINSET_SERIES_DESC	REF_AREA	REF_AREA_DESC	ISO3	X	Y	SDG_REGION	TIME_PERIOD	SEX	SEX_DESC	OCCUPATION	OCCUPATION_DESC	OBS_VALUE	UNIT_MEASURE	UNIT_MEASURE_DESC	NATURE	NATURE_DESC	REPORTING_TYPE	REPORTING_TYPE_DESC	COMMENT_OBS	SOURCE_DETAIL	SOURCE_YEAR	sort_order	SDG_SeriesID	ILO_SeriesID	UNESCO_SeriesID	TSK_sub_dims	TSK_sub_id	TSK_sub_desc	isLatestValue
I.13	I5bf21940	Gender gap in wages, by occupation, age and persons with disabilities	Sd1cf0c58	Gender gap in wages, by occupation	400	Jordan	JOR	37.13024774	30.65365973	Northern Africa and Western Asia	2017	_T	Both sexes or no breakdown by sex	ISCO08_6	Skilled Agricultural, Forestry and Fishery Workers	0.9333333333333332	RO	Ratio	C	Country Data	G	Global	Calculated by UNSD as the ratio of women's wage and men's wage.		2021	2200				SEX__OCCUPATION	_T__ISCO08_6	Both sexes or no breakdown by sex, skilled agricultural, forestry and fishery workers	False
I.13	I5bf21940	Gender gap in wages, by occupation, age and persons with disabilities	Sd1cf0c58	Gender gap in wages, by occupation	768	Togo	TGO	0.97835765	8.532096072	Sub-Saharan Africa	2011	_T	Both sexes or no breakdown by sex	ISCO08_X	Not elsewhere classified	2.7510729613733904	RO	Ratio	C	Country Data	G	Global	Calculated by UNSD as the ratio of women's wage and men's wage.		2021	2200				SEX__OCCUPATION	_T__ISCO08_X	Both sexes or no breakdown by sex, not elsewhere classified	True
I.13	I5bf21940	Gender gap in wages, by occupation, age and persons with disabilities	Sd1cf0c58	Gender gap in wages, by occupation	270	Gambia	GMB	-15.39944785	13.45295927	Sub-Saharan Africa	2012	_T	Both sexes or no breakdown by sex	ISCO08_X	Not elsewhere classified	2.5476190476190474	RO	Ratio	C	Country Data	G	Global	Calculated by UNSD as the ratio of women's wage and men's wage.		2021	2200				SEX__OCCUPATION	_T__ISCO08_X	Both sexes or no breakdown by sex, not elsewhere classified	True
I.13	I5bf21940	Gender gap in wages, by occupation, age and persons with disabilities	Sd1cf0c58	Gender gap in wages, by occupation	84	Belize	BLZ	-88.70199554	17.19965901	Latin America and the Caribbean	2017	_T	Both sexes or no breakdown by sex	ISCO08_9	Elementary Occupations	2.5	RO	Ratio	C	Country Data	G	Global	Calculated by UNSD as the ratio of women's wage and men's wage.		2021	2200				SEX__OCCUPATION	_T__ISCO08_9	Both sexes or no breakdown by sex, elementary occupations	False
I.13	I5bf21940	Gender gap in wages, by occupation, age and persons with disabilities	Sd1cf0c58	Gender gap in wages, by occupation	84	Belize	BLZ	-88.70199554	17.19965901	Latin America and the Caribbean	2018	_T	Both sexes or no breakdown by sex	ISCO08_9	Elementary Occupations	0.859375	RO	Ratio	C	Country Data	G	Global	Calculated by UNSD as the ratio of women's wage and men's wage.		2021	2200				SEX__OCCUPATION	_T__ISCO08_9	Both sexes or no breakdown by sex, elementary occupations	False
I.13	I5bf21940	Gender gap in wages, by occupation, age and persons with disabilities	Sd1cf0c58	Gender gap in wages, by occupation	84	Belize	BLZ	-88.70199554	17.19965901	Latin America and the Caribbean	2019	_T	Both sexes or no breakdown by sex	ISCO08_9	Elementary Occupations	0.6481481481481481	RO	Ratio	C	Country Data	G	Global	Calculated by UNSD as the ratio of women's wage and men's wage.		2021	2200				SEX__OCCUPATION	_T__ISCO08_9	Both sexes or no breakdown by sex, elementary occupations	True
I.13	I5bf21940	Gender gap in wages, by occupation, age and persons with disabilities	Sd1cf0c58	Gender gap in wages, by occupation	768	Togo	TGO	0.97835765	8.532096072	Sub-Saharan Africa	2011	_T	Both sexes or no breakdown by sex	ISCO08_2	Professionals	2.4767189108797623	RO	Ratio	C	Country Data	G	Global	Calculated by UNSD as the ratio of women's wage and men's wage.		2021	2200				SEX__OCCUPATION	_T__ISCO08_2	Both sexes or no breakdown by sex, professionals	False
I.13	I5bf21940	Gender gap in wages, by occupation, age and persons with disabilities	Sd1cf0c58	Gender gap in wages, by occupation	768	Togo	TGO	0.97835765	8.532096072	Sub-Saharan Africa	2017	_T	Both sexes or no breakdown by sex	ISCO08_2	Professionals	0.7820373144491353	RO	Ratio	C	Country Data	G	Global	Calculated by UNSD as the ratio of women's wage and men's wage.		2021	2200				SEX__OCCUPATION	_T__ISCO08_2	Both sexes or no breakdown by sex, professionals	True
I.13	I5bf21940	Gender gap in wages, by occupation, age and persons with disabilities	Sd1cf0c58	Gender gap in wages, by occupation	768	Togo	TGO	0.97835765	8.532096072	Sub-Saharan Africa	2015	_T	Both sexes or no breakdown by sex	ISCO08_2	Professionals	0.7258820208862546	RO	Ratio	C	Country Data	G	Global	Calculated by UNSD as the ratio of women's wage and men's wage.		2021	2200				SEX__OCCUPATION	_T__ISCO08_2	Both sexes or no breakdown by sex, professionals	False
I.13	I5bf21940	Gender gap in wages, by occupation, age and persons with disabilities	Sd1cf0c58	Gender gap in wages, by occupation	894	Zambia	ZMB	27.850329	-14.59701056	Sub-Saharan Africa	2017	_T	Both sexes or no breakdown by sex	ISCO08_5	Services And Sales Workers	2.3867924528301887	RO	Ratio	C	Country Data	G	Global	Calculated by UNSD as the ratio of women's wage and men's wage.		2021	2200				SEX__OCCUPATION	_T__ISCO08_5	Both sexes or no breakdown by sex, services and sales workers	False
I.13	I5bf21940	Gender gap in wages, by occupation, age and persons with disabilities	Sd1cf0c58	Gender gap in wages, by occupation	894	Zambia	ZMB	27.850329	-14.59701056	Sub-Saharan Africa	2018	_T	Both sexes or no breakdown by sex	ISCO08_5	Services And Sales Workers	0.6632653061224489	RO	Ratio	C	Country Data	G	Global	Calculated by UNSD as the ratio of women's wage and men's wage.		2021	2200				SEX__OCCUPATION	_T__ISCO08_5	Both sexes or no breakdown by sex, services and sales workers	True
I.13	I5bf21940	Gender gap in wages, by occupation, age and persons with disabilities	Sd1cf0c58	Gender gap in wages, by occupation	800	Uganda	UGA	32.39100438	1.279557331	Sub-Saharan Africa	2017	_T	Both sexes or no breakdown by sex	ISCO08_6	Skilled Agricultural, Forestry and Fishery Workers	2.173143438453713	RO	Ratio	C	Country Data	G	Global	Calculated by UNSD as the ratio of women's wage and men's wage.		2021	2200				SEX__OCCUPATION	_T__ISCO08_6	Both sexes or no breakdown by sex, skilled agricultural, forestry and fishery workers	True
I.13	I5bf21940	Gender gap in wages, by occupation, age and persons with disabilities	Sd1cf0c58	Gender gap in wages, by occupation	800	Uganda	UGA	32.39100438	1.279557331	Sub-Saharan Africa	2012	_T	Both sexes or no breakdown by sex	ISCO08_6	Skilled Agricultural, Forestry and Fishery Workers	0.8133792707436117	RO	Ratio	C	Country Data	G	Global	Calculated by UNSD as the ratio of women's wage and men's wage.		2021	2200				SEX__OCCUPATION	_T__ISCO08_6	Both sexes or no breakdown by sex, skilled agricultural, forestry and fishery workers	False
I.13	I5bf21940	Gender gap in wages, by occupation, age and persons with disabilities	Sd1cf0c58	Gender gap in wages, by occupation	418	Lao People's Democratic Republic	LAO	101.9901968	20.27482773	Eastern and South-Eastern Asia	2017	_T	Both sexes or no breakdown by sex	ISCO08_5	Services And Sales Workers	2.0884332680861264	RO	Ratio	C	Country Data	G	Global	Calculated by UNSD as the ratio of women's wage and men's wage.		2021	2200				SEX__OCCUPATION	_T__ISCO08_5	Both sexes or no breakdown by sex, services and sales workers	True
I.13	I5bf21940	Gender gap in wages, by occupation, age and persons with disabilities	Sd1cf0c58	Gender gap in wages, by occupation	50	Bangladesh	BGD	89.17660788	22.86961622	Central and Southern Asia	2017	_T	Both sexes or no breakdown by sex	ISCO08_6	Skilled Agricultural, Forestry and Fishery Workers	2.0152284263959395	RO	Ratio	C	Country Data	G	Global	Calculated by UNSD as the ratio of women's wage and men's wage.		2021	2200				SEX__OCCUPATION	_T__ISCO08_6	Both sexes or no breakdown by sex, skilled agricultural, forestry and fishery workers	True
I.13	I5bf21940	Gender gap in wages, by occupation, age and persons with disabilities	Sd1cf0c58	Gender gap in wages, by occupation	626	Timor-Leste	TLS	125.9451052	-8.797497247	Eastern and South-Eastern Asia	2010	_T	Both sexes or no breakdown by sex	ISCO08_7	Craft and Related Trades Workers	1.9	RO	Ratio	C	Country Data	G	Global	Calculated by UNSD as the ratio of women's wage and men's wage.		2021	2200				SEX__OCCUPATION	_T__ISCO08_7	Both sexes or no breakdown by sex, craft and related trades workers	False
I.13	I5bf21940	Gender gap in wages, by occupation, age and persons with disabilities	Sd1cf0c58	Gender gap in wages, by occupation	626	Timor-Leste	TLS	125.9451052	-8.797497247	Eastern and South-Eastern Asia	2013	_T	Both sexes or no breakdown by sex	ISCO08_7	Craft and Related Trades Workers	0.5652173913043479	RO	Ratio	C	Country Data	G	Global	Calculated by UNSD as the ratio of women's wage and men's wage.		2021	2200				SEX__OCCUPATION	_T__ISCO08_7	Both sexes or no breakdown by sex, craft and related trades workers	True
I.13	I5bf21940	Gender gap in wages, by occupation, age and persons with disabilities	Sd1cf0c58	Gender gap in wages, by occupation	148	Chad	TCD	18.66618401	15.36279341	Sub-Saharan Africa	2018	_T	Both sexes or no breakdown by sex	ISCO08_X	Not elsewhere classified	1.8088651050080773	RO	Ratio	C	Country Data	G	Global	Calculated by UNSD as the ratio of women's wage and men's wage.		2021	2200				SEX__OCCUPATION	_T__ISCO08_X	Both sexes or no breakdown by sex, not elsewhere classified	True
I.13	I5bf21940	Gender gap in wages, by occupation, age and persons with disabilities	Sd1cf0c58	Gender gap in wages, by occupation	776	Tonga	TON	-175.1959991	-21.19511329	Oceania, exc. Australia and New Zealand	2018	_T	Both sexes or no breakdown by sex	ISCO08_7	Craft and Related Trades Workers	1.8085106382978724	RO	Ratio	C	Country Data	G	Global	Calculated by UNSD as the ratio of women's wage and men's wage.		2021	2200				SEX__OCCUPATION	_T__ISCO08_7	Both sexes or no breakdown by sex, craft and related trades workers	True
I.13	I5bf21940	Gender gap in wages, by occupation, age and persons with disabilities	Sd1cf0c58	Gender gap in wages, by occupation	600	Paraguay	PRY	-60.54854225	-21.70216237	Latin America and the Caribbean	2011	_T	Both sexes or no breakdown by sex	ISCO08_8	Plant and Machine Operators and Assemblers	1.7936092719376198	RO	Ratio	C	Country Data	G	Global	Calculated by UNSD as the ratio of women's wage and men's wage.		2021	2200				SEX__OCCUPATION	_T__ISCO08_8	Both sexes or no breakdown by sex, plant and machine operators and assemblers	False
I.13	I5bf21940	Gender gap in wages, by occupation, age and persons with disabilities	Sd1cf0c58	Gender gap in wages, by occupation	600	Paraguay	PRY	-60.54854225	-21.70216237	Latin America and the Caribbean	2002	_T	Both sexes or no breakdown by sex	ISCO08_8	Plant and Machine Operators and Assemblers	1.1709985575483766	RO	Ratio	C	Country Data	G	Global	Calculated by UNSD as the ratio of women's wage and men's wage.		2021	2200				SEX__OCCUPATION	_T__ISCO08_8	Both sexes or no breakdown by sex, plant and machine operators and assemblers	False
I.13	I5bf21940	Gender gap in wages, by occupation, age and persons with disabilities	Sd1cf0c58	Gender gap in wages, by occupation	600	Paraguay	PRY	-60.54854225	-21.70216237	Latin America and the Caribbean	2015	_T	Both sexes or no breakdown by sex	ISCO08_8	Plant and Machine Operators and Assemblers	1.1598500847734912	RO	Ratio	C	Country Data	G	Global	Calculated by UNSD as the ratio of women's wage and men's wage.		2021	2200				SEX__OCCUPATION	_T__ISCO08_8	Both sexes or no breakdown by sex, plant and machine operators and assemblers	False
I.13	I5bf21940	Gender gap in wages, by occupation, age and persons with disabilities	Sd1cf0c58	Gender gap in wages, by occupation	600	Paraguay	PRY	-60.54854225	-21.70216237	Latin America and the Caribbean	2007	_T	Both sexes or no breakdown by sex	ISCO08_8	Plant and Machine Operators and Assemblers	1.1091163849724144	RO	Ratio	C	Country Data	G	Global	Calculated by UNSD as the ratio of women's wage and men's wage.		2021	2200				SEX__OCCUPATION	_T__ISCO08_8	Both sexes or no breakdown by sex, plant and machine operators and assemblers	False
I.13	I5bf21940	Gender gap in wages, by occupation, age and persons with disabilities	Sd1cf0c58	Gender gap in wages, by occupation	600	Paraguay	PRY	-60.54854225	-21.70216237	Latin America and the Caribbean	2019	_T	Both sexes or no breakdown by sex	ISCO08_8	Plant and Machine Operators and Assemblers	1.0178809270111882	RO	Ratio	C	Country Data	G	Global	Calculated by UNSD as the ratio of women's wage and men's wage.		2021	2200				SEX__OCCUPATION	_T__ISCO08_8	Both sexes or no breakdown by sex, plant and machine operators and assemblers	True
I.13	I5bf21940	Gender gap in wages, by occupation, age and persons with disabilities	Sd1cf0c58	Gender gap in wages, by occupation	600	Paraguay	PRY	-60.54854225	-21.70216237	Latin America and the Caribbean	2018	_T	Both sexes or no breakdown by sex	ISCO08_8	Plant and Machine Operators and Assemblers	0.9660624692360168	RO	Ratio	C	Country Data	G	Global	Calculated by UNSD as the ratio of women's wage and men's wage.		2021	2200				SEX__OCCUPATION	_T__ISCO08_8	Both sexes or no breakdown by sex, plant and machine operators and assemblers	False
I.13	I5bf21940	Gender gap in wages, by occupation, age and persons with disabilities	Sd1cf0c58	Gender gap in wages, by occupation	600	Paraguay	PRY	-60.54854225	-21.70216237	Latin America and the Caribbean	2017	_T	Both sexes or no breakdown by sex	ISCO08_8	Plant and Machine Operators and Assemblers	0.940130671579435	RO	Ratio	C	Country Data	G	Global	Calculated by UNSD as the ratio of women's wage and men's wage.		2021	2200				SEX__OCCUPATION	_T__ISCO08_8	Both sexes or no breakdown by sex, plant and machine operators and assemblers	False
I.13	I5bf21940	Gender gap in wages, by occupation, age and persons with disabilities	Sd1cf0c58	Gender gap in wages, by occupation	600	Paraguay	PRY	-60.54854225	-21.70216237	Latin America and the Caribbean	2010	_T	Both sexes or no breakdown by sex	ISCO08_8	Plant and Machine Operators and Assemblers	0.9060867846757572	RO	Ratio	C	Country Data	G	Global	Calculated by UNSD as the ratio of women's wage and men's wage.		2021	2200				SEX__OCCUPATION	_T__ISCO08_8	Both sexes or no breakdown by sex, plant and machine operators and assemblers	False
I.13	I5bf21940	Gender gap in wages, by occupation, age and persons with disabilities	Sd1cf0c58	Gender gap in wages, by occupation	600	Paraguay	PRY	-60.54854225	-21.70216237	Latin America and the Caribbean	2008	_T	Both sexes or no breakdown by sex	ISCO08_8	Plant and Machine Operators and Assemblers	0.8640219519132633	RO	Ratio	C	Country Data	G	Global	Calculated by UNSD as the ratio of women's wage and men's wage.		2021	2200				SEX__OCCUPATION	_T__ISCO08_8	Both sexes or no breakdown by sex, plant and machine operators and assemblers	False
I.13	I5bf21940	Gender gap in wages, by occupation, age and persons with disabilities	Sd1cf0c58	Gender gap in wages, by occupation	600	Paraguay	PRY	-60.54854225	-21.70216237	Latin America and the Caribbean	2005	_T	Both sexes or no breakdown by sex	ISCO08_8	Plant and Machine Operators and Assemblers	0.8271738439030595	RO	Ratio	C	Country Data	G	Global	Calculated by UNSD as the ratio of women's wage and men's wage.		2021	2200				SEX__OCCUPATION	_T__ISCO08_8	Both sexes or no breakdown by sex, plant and machine operators and assemblers	False
I.13	I5bf21940	Gender gap in wages, by occupation, age and persons with disabilities	Sd1cf0c58	Gender gap in wages, by occupation	600	Paraguay	PRY	-60.54854225	-21.70216237	Latin America and the Caribbean	2013	_T	Both sexes or no breakdown by sex	ISCO08_8	Plant and Machine Operators and Assemblers	0.8079440357774498	RO	Ratio	C	Country Data	G	Global	Calculated by UNSD as the ratio of women's wage and men's wage.		2021	2200				SEX__OCCUPATION	_T__ISCO08_8	Both sexes or no breakdown by sex, plant and machine operators and assemblers	False
I.13	I5bf21940	Gender gap in wages, by occupation, age and persons with disabilities	Sd1cf0c58	Gender gap in wages, by occupation	600	Paraguay	PRY	-60.54854225	-21.70216237	Latin America and the Caribbean	2014	_T	Both sexes or no breakdown by sex	ISCO08_8	Plant and Machine Operators and Assemblers	0.7542169670911195	RO	Ratio	C	Country Data	G	Global	Calculated by UNSD as the ratio of women's wage and men's wage.		2021	2200				SEX__OCCUPATION	_T__ISCO08_8	Both sexes or no breakdown by sex, plant and machine operators and assemblers	False
I.13	I5bf21940	Gender gap in wages, by occupation, age and persons with disabilities	Sd1cf0c58	Gender gap in wages, by occupation	600	Paraguay	PRY	-60.54854225	-21.70216237	Latin America and the Caribbean	2016	_T	Both sexes or no breakdown by sex	ISCO08_8	Plant and Machine Operators and Assemblers	0.7333725544941467	RO	Ratio	C	Country Data	G	Global	Calculated by UNSD as the ratio of women's wage and men's wage.		2021	2200				SEX__OCCUPATION	_T__ISCO08_8	Both sexes or no breakdown by sex, plant and machine operators and assemblers	False
I.13	I5bf21940	Gender gap in wages, by occupation, age and persons with disabilities	Sd1cf0c58	Gender gap in wages, by occupation	600	Paraguay	PRY	-60.54854225	-21.70216237	Latin America and the Caribbean	2012	_T	Both sexes or no breakdown by sex	ISCO08_8	Plant and Machine Operators and Assemblers	0.7072962434403479	RO	Ratio	C	Country Data	G	Global	Calculated by UNSD as the ratio of women's wage and men's wage.		2021	2200				SEX__OCCUPATION	_T__ISCO08_8	Both sexes or no breakdown by sex, plant and machine operators and assemblers	False
I.13	I5bf21940	Gender gap in wages, by occupation, age and persons with disabilities	Sd1cf0c58	Gender gap in wages, by occupation	600	Paraguay	PRY	-60.54854225	-21.70216237	Latin America and the Caribbean	2004	_T	Both sexes or no breakdown by sex	ISCO08_8	Plant and Machine Operators and Assemblers	0.694645751883284	RO	Ratio	C	Country Data	G	Global	Calculated by UNSD as the ratio of women's wage and men's wage.		2021	2200				SEX__OCCUPATION	_T__ISCO08_8	Both sexes or no breakdown by sex, plant and machine operators and assemblers	False
I.13	I5bf21940	Gender gap in wages, by occupation, age and persons with disabilities	Sd1cf0c58	Gender gap in wages, by occupation	600	Paraguay	PRY	-60.54854225	-21.70216237	Latin America and the Caribbean	2003	_T	Both sexes or no breakdown by sex	ISCO08_8	Plant and Machine Operators and Assemblers	0.692439292189056	RO	Ratio	C	Country Data	G	Global	Calculated by UNSD as the ratio of women's wage and men's wage.		2021	2200				SEX__OCCUPATION	_T__ISCO08_8	Both sexes or no breakdown by sex, plant and machine operators and assemblers	False
I.13	I5bf21940	Gender gap in wages, by occupation, age and persons with disabilities	Sd1cf0c58	Gender gap in wages, by occupation	496	Mongolia	MNG	103.0728057	46.83892054	Eastern and South-Eastern Asia	2019	_T	Both sexes or no breakdown by sex	ISCO08_6	Skilled Agricultural, Forestry and Fishery Workers	1.736322869955157	RO	Ratio	C	Country Data	G	Global	Calculated by UNSD as the ratio of women's wage and men's wage.		2021	2200				SEX__OCCUPATION	_T__ISCO08_6	Both sexes or no breakdown by sex, skilled agricultural, forestry and fishery workers	True
I.13	I5bf21940	Gender gap in wages, by occupation, age and persons with disabilities	Sd1cf0c58	Gender gap in wages, by occupation	132	Cabo Verde	CPV	-23.63544151	15.07791834	Sub-Saharan Africa	2015	_T	Both sexes or no breakdown by sex	ISCO08_9	Elementary Occupations	1.7296767874632712	RO	Ratio	C	Country Data	G	Global	Calculated by UNSD as the ratio of women's wage and men's wage.		2021	2200				SEX__OCCUPATION	_T__ISCO08_9	Both sexes or no breakdown by sex, elementary occupations	True
I.13	I5bf21940	Gender gap in wages, by occupation, age and persons with disabilities	Sd1cf0c58	Gender gap in wages, by occupation	400	Jordan	JOR	37.13024774	30.65365973	Northern Africa and Western Asia	2017	_T	Both sexes or no breakdown by sex	ISCO08_8	Plant and Machine Operators and Assemblers	1.6842105263157896	RO	Ratio	C	Country Data	G	Global	Calculated by UNSD as the ratio of women's wage and men's wage.		2021	2200				SEX__OCCUPATION	_T__ISCO08_8	Both sexes or no breakdown by sex, plant and machine operators and assemblers	True
I.13	I5bf21940	Gender gap in wages, by occupation, age and persons with disabilities	Sd1cf0c58	Gender gap in wages, by occupation	462	Maldives	MDV	73.09672546	-0.614385021	Central and Southern Asia	2016	_T	Both sexes or no breakdown by sex	ISCO08_7	Craft and Related Trades Workers	1.676923076923077	RO	Ratio	C	Country Data	G	Global	Calculated by UNSD as the ratio of women's wage and men's wage.		2021	2200				SEX__OCCUPATION	_T__ISCO08_7	Both sexes or no breakdown by sex, craft and related trades workers	True
I.13	I5bf21940	Gender gap in wages, by occupation, age and persons with disabilities	Sd1cf0c58	Gender gap in wages, by occupation	462	Maldives	MDV	73.09672546	-0.614385021	Central and Southern Asia	2016	_T	Both sexes or no breakdown by sex	ISCO08_8	Plant and Machine Operators and Assemblers	1.6567164179104477	RO	Ratio	C	Country Data	G	Global	Calculated by UNSD as the ratio of women's wage and men's wage.		2021	2200				SEX__OCCUPATION	_T__ISCO08_8	Both sexes or no breakdown by sex, plant and machine operators and assemblers	True
I.13	I5bf21940	Gender gap in wages, by occupation, age and persons with disabilities	Sd1cf0c58	Gender gap in wages, by occupation	454	Malawi	MWI	33.4884625	-13.40819859	Sub-Saharan Africa	2013	_T	Both sexes or no breakdown by sex	ISCO08_1	Managers	1.6398488120950323	RO	Ratio	C	Country Data	G	Global	Calculated by UNSD as the ratio of women's wage and men's wage.		2021	2200				SEX__OCCUPATION	_T__ISCO08_1	Both sexes or no breakdown by sex, managers	True
I.13	I5bf21940	Gender gap in wages, by occupation, age and persons with disabilities	Sd1cf0c58	Gender gap in wages, by occupation	214	Dominican Republic	DOM	-70.49847576	18.89832088	Latin America and the Caribbean	2017	_T	Both sexes or no breakdown by sex	ISCO08_2	Professionals	1.5986486486486486	RO	Ratio	C	Country Data	G	Global	Calculated by UNSD as the ratio of women's wage and men's wage.		2021	2200				SEX__OCCUPATION	_T__ISCO08_2	Both sexes or no breakdown by sex, professionals	False
I.13	I5bf21940	Gender gap in wages, by occupation, age and persons with disabilities	Sd1cf0c58	Gender gap in wages, by occupation	214	Dominican Republic	DOM	-70.49847576	18.89832088	Latin America and the Caribbean	2018	_T	Both sexes or no breakdown by sex	ISCO08_2	Professionals	1.573634859349145	RO	Ratio	C	Country Data	G	Global	Calculated by UNSD as the ratio of women's wage and men's wage.		2021	2200				SEX__OCCUPATION	_T__ISCO08_2	Both sexes or no breakdown by sex, professionals	False
