INDICATOR_ID	INDICATOR_DESC	MINSET_SERIES	MINSET_SERIES_DESC	REF_AREA	REF_AREA_DESC	ISO3	X	Y	SDG_REGION	TIME_PERIOD	SEX	SEX_DESC	OBS_VALUE	UNIT_MEASURE	UNIT_MEASURE_DESC	NATURE	NATURE_DESC	REPORTING_TYPE	REPORTING_TYPE_DESC	COMMENT_OBS	SOURCE_YEAR
8	Percentage distribution of employed population by sector, each sex (Sectors here refer to Agriculture; Industry; Services)	6	Percentage distribution of employed population in agricultural sector, by sex	36	Australia	AUS	133.0	-27.0	Australia and New Zealand	2007	F	Female	2.29	PT	Percent	C	Country Data	G	Global	Repository: ILO-STATISTICS - Micro data processing	2017
8	Percentage distribution of employed population by sector, each sex (Sectors here refer to Agriculture; Industry; Services)	6	Percentage distribution of employed population in agricultural sector, by sex	36	Australia	AUS	133.0	-27.0	Australia and New Zealand	2008	F	Female	2.23	PT	Percent	C	Country Data	G	Global	Repository: ILO-STATISTICS - Micro data processing	2017
8	Percentage distribution of employed population by sector, each sex (Sectors here refer to Agriculture; Industry; Services)	6	Percentage distribution of employed population in agricultural sector, by sex	36	Australia	AUS	133.0	-27.0	Australia and New Zealand	2011	F	Female	1.9	PT	Percent	C	Country Data	G	Global	Repository: ILO-STATISTICS - Micro data processing	2017
8	Percentage distribution of employed population by sector, each sex (Sectors here refer to Agriculture; Industry; Services)	6	Percentage distribution of employed population in agricultural sector, by sex	36	Australia	AUS	133.0	-27.0	Australia and New Zealand	2012	F	Female	1.92	PT	Percent	C	Country Data	G	Global	Repository: ILO-STATISTICS - Micro data processing	2017
8	Percentage distribution of employed population by sector, each sex (Sectors here refer to Agriculture; Industry; Services)	6	Percentage distribution of employed population in agricultural sector, by sex	36	Australia	AUS	133.0	-27.0	Australia and New Zealand	2013	F	Female	1.67	PT	Percent	C	Country Data	G	Global	Repository: ILO-STATISTICS - Micro data processing	2017
8	Percentage distribution of employed population by sector, each sex (Sectors here refer to Agriculture; Industry; Services)	6	Percentage distribution of employed population in agricultural sector, by sex	36	Australia	AUS	133.0	-27.0	Australia and New Zealand	2005	F	Female	2.46	PT	Percent	C	Country Data	G	Global	Repository: ILO-STATISTICS - Micro data processing; Break in series: Methodology revised:	2017
8	Percentage distribution of employed population by sector, each sex (Sectors here refer to Agriculture; Industry; Services)	6	Percentage distribution of employed population in agricultural sector, by sex	36	Australia	AUS	133.0	-27.0	Australia and New Zealand	2006	F	Female	2.37	PT	Percent	C	Country Data	G	Global	Repository: ILO-STATISTICS - Micro data processing; Break in series: Methodology revised:	2017
8	Percentage distribution of employed population by sector, each sex (Sectors here refer to Agriculture; Industry; Services)	6	Percentage distribution of employed population in agricultural sector, by sex	36	Australia	AUS	133.0	-27.0	Australia and New Zealand	2009	F	Female	2.22	PT	Percent	C	Country Data	G	Global	Repository: ILO-STATISTICS - Micro data processing; Break in series: Methodology revised:	2017
8	Percentage distribution of employed population by sector, each sex (Sectors here refer to Agriculture; Industry; Services)	6	Percentage distribution of employed population in agricultural sector, by sex	36	Australia	AUS	133.0	-27.0	Australia and New Zealand	2010	F	Female	2.29	PT	Percent	C	Country Data	G	Global	Repository: ILO-STATISTICS - Micro data processing; Break in series: Methodology revised:	2017
8	Percentage distribution of employed population by sector, each sex (Sectors here refer to Agriculture; Industry; Services)	6	Percentage distribution of employed population in agricultural sector, by sex	36	Australia	AUS	133.0	-27.0	Australia and New Zealand	2014	F	Female	1.83	PT	Percent	C	Country Data	G	Global	Repository: ILO-STATISTICS - Micro data processing; Break in series: Methodology revised: Data reference period: Second quarter	2017
8	Percentage distribution of employed population by sector, each sex (Sectors here refer to Agriculture; Industry; Services)	6	Percentage distribution of employed population in agricultural sector, by sex	36	Australia	AUS	133.0	-27.0	Australia and New Zealand	1990	F	Female	3.95	PT	Percent	C	Country Data	G	Global	Repository: ILO-STATISTICS - Micro data processing; Remarks: These results will be revised once the updated weights issued from the latest Census will be released:	2017
8	Percentage distribution of employed population by sector, each sex (Sectors here refer to Agriculture; Industry; Services)	6	Percentage distribution of employed population in agricultural sector, by sex	36	Australia	AUS	133.0	-27.0	Australia and New Zealand	1991	F	Female	3.92	PT	Percent	C	Country Data	G	Global	Repository: ILO-STATISTICS - Micro data processing; Remarks: These results will be revised once the updated weights issued from the latest Census will be released:	2017
8	Percentage distribution of employed population by sector, each sex (Sectors here refer to Agriculture; Industry; Services)	6	Percentage distribution of employed population in agricultural sector, by sex	36	Australia	AUS	133.0	-27.0	Australia and New Zealand	1992	F	Female	3.76	PT	Percent	C	Country Data	G	Global	Repository: ILO-STATISTICS - Micro data processing; Remarks: These results will be revised once the updated weights issued from the latest Census will be released:	2017
8	Percentage distribution of employed population by sector, each sex (Sectors here refer to Agriculture; Industry; Services)	6	Percentage distribution of employed population in agricultural sector, by sex	36	Australia	AUS	133.0	-27.0	Australia and New Zealand	1993	F	Female	3.75	PT	Percent	C	Country Data	G	Global	Repository: ILO-STATISTICS - Micro data processing; Remarks: These results will be revised once the updated weights issued from the latest Census will be released:	2017
8	Percentage distribution of employed population by sector, each sex (Sectors here refer to Agriculture; Industry; Services)	6	Percentage distribution of employed population in agricultural sector, by sex	36	Australia	AUS	133.0	-27.0	Australia and New Zealand	1994	F	Female	3.63	PT	Percent	C	Country Data	G	Global	Repository: ILO-STATISTICS - Micro data processing; Remarks: These results will be revised once the updated weights issued from the latest Census will be released:	2017
8	Percentage distribution of employed population by sector, each sex (Sectors here refer to Agriculture; Industry; Services)	6	Percentage distribution of employed population in agricultural sector, by sex	36	Australia	AUS	133.0	-27.0	Australia and New Zealand	1995	F	Female	3.6	PT	Percent	C	Country Data	G	Global	Repository: ILO-STATISTICS - Micro data processing; Remarks: These results will be revised once the updated weights issued from the latest Census will be released:	2017
8	Percentage distribution of employed population by sector, each sex (Sectors here refer to Agriculture; Industry; Services)	6	Percentage distribution of employed population in agricultural sector, by sex	36	Australia	AUS	133.0	-27.0	Australia and New Zealand	1996	F	Female	3.51	PT	Percent	C	Country Data	G	Global	Repository: ILO-STATISTICS - Micro data processing; Remarks: These results will be revised once the updated weights issued from the latest Census will be released:	2017
8	Percentage distribution of employed population by sector, each sex (Sectors here refer to Agriculture; Industry; Services)	6	Percentage distribution of employed population in agricultural sector, by sex	36	Australia	AUS	133.0	-27.0	Australia and New Zealand	1997	F	Female	3.59	PT	Percent	C	Country Data	G	Global	Repository: ILO-STATISTICS - Micro data processing; Remarks: These results will be revised once the updated weights issued from the latest Census will be released:	2017
8	Percentage distribution of employed population by sector, each sex (Sectors here refer to Agriculture; Industry; Services)	6	Percentage distribution of employed population in agricultural sector, by sex	36	Australia	AUS	133.0	-27.0	Australia and New Zealand	1998	F	Female	3.47	PT	Percent	C	Country Data	G	Global	Repository: ILO-STATISTICS - Micro data processing; Remarks: These results will be revised once the updated weights issued from the latest Census will be released:	2017
8	Percentage distribution of employed population by sector, each sex (Sectors here refer to Agriculture; Industry; Services)	6	Percentage distribution of employed population in agricultural sector, by sex	36	Australia	AUS	133.0	-27.0	Australia and New Zealand	1999	F	Female	3.49	PT	Percent	C	Country Data	G	Global	Repository: ILO-STATISTICS - Micro data processing; Remarks: These results will be revised once the updated weights issued from the latest Census will be released:	2017
8	Percentage distribution of employed population by sector, each sex (Sectors here refer to Agriculture; Industry; Services)	6	Percentage distribution of employed population in agricultural sector, by sex	36	Australia	AUS	133.0	-27.0	Australia and New Zealand	2000	F	Female	3.44	PT	Percent	C	Country Data	G	Global	Repository: ILO-STATISTICS - Micro data processing; Remarks: These results will be revised once the updated weights issued from the latest Census will be released:	2017
8	Percentage distribution of employed population by sector, each sex (Sectors here refer to Agriculture; Industry; Services)	6	Percentage distribution of employed population in agricultural sector, by sex	36	Australia	AUS	133.0	-27.0	Australia and New Zealand	2015	F	Female	1.86	PT	Percent	C	Country Data	G	Global	Repository: ILO-STATISTICS - Micro data processingData reference period: Second quarter	2017
8	Percentage distribution of employed population by sector, each sex (Sectors here refer to Agriculture; Industry; Services)	6	Percentage distribution of employed population in agricultural sector, by sex	36	Australia	AUS	133.0	-27.0	Australia and New Zealand	2016	F	Female	1.69	PT	Percent	C	Country Data	G	Global	Repository: ILO-STATISTICS - Micro data processingData reference period: Second quarter	2017
8	Percentage distribution of employed population by sector, each sex (Sectors here refer to Agriculture; Industry; Services)	6	Percentage distribution of employed population in agricultural sector, by sex	36	Australia	AUS	133.0	-27.0	Australia and New Zealand	2017	F	Female	1.66	PT	Percent	C	Country Data	G	Global	Repository: ILO-STATISTICS - Micro data processingData reference period: Second quarter	2017
8	Percentage distribution of employed population by sector, each sex (Sectors here refer to Agriculture; Industry; Services)	6	Percentage distribution of employed population in agricultural sector, by sex	36	Australia	AUS	133.0	-27.0	Australia and New Zealand	1990	_T	Both sexes or no breakdown by sex	5.56	PT	Percent	C	Country Data	G	Global	Unemployment definition: Two criteria (not in employment and seeking); Repository: Eurostat special tabulation: Data reference period: Annual or annual average	2017
8	Percentage distribution of employed population by sector, each sex (Sectors here refer to Agriculture; Industry; Services)	6	Percentage distribution of employed population in agricultural sector, by sex	36	Australia	AUS	133.0	-27.0	Australia and New Zealand	1991	_T	Both sexes or no breakdown by sex	5.46	PT	Percent	C	Country Data	G	Global	Unemployment definition: Two criteria (not in employment and seeking); Repository: Eurostat special tabulation: Data reference period: Annual or annual average	2017
8	Percentage distribution of employed population by sector, each sex (Sectors here refer to Agriculture; Industry; Services)	6	Percentage distribution of employed population in agricultural sector, by sex	36	Australia	AUS	133.0	-27.0	Australia and New Zealand	1992	_T	Both sexes or no breakdown by sex	5.28	PT	Percent	C	Country Data	G	Global	Unemployment definition: Two criteria (not in employment and seeking); Repository: Eurostat special tabulation: Data reference period: Annual or annual average	2017
8	Percentage distribution of employed population by sector, each sex (Sectors here refer to Agriculture; Industry; Services)	6	Percentage distribution of employed population in agricultural sector, by sex	36	Australia	AUS	133.0	-27.0	Australia and New Zealand	1993	_T	Both sexes or no breakdown by sex	5.31	PT	Percent	C	Country Data	G	Global	Unemployment definition: Two criteria (not in employment and seeking); Repository: Eurostat special tabulation: Data reference period: Annual or annual average	2017
8	Percentage distribution of employed population by sector, each sex (Sectors here refer to Agriculture; Industry; Services)	6	Percentage distribution of employed population in agricultural sector, by sex	36	Australia	AUS	133.0	-27.0	Australia and New Zealand	1994	_T	Both sexes or no breakdown by sex	5.08	PT	Percent	C	Country Data	G	Global	Unemployment definition: Two criteria (not in employment and seeking); Repository: Eurostat special tabulation: Data reference period: Annual or annual average	2017
8	Percentage distribution of employed population by sector, each sex (Sectors here refer to Agriculture; Industry; Services)	6	Percentage distribution of employed population in agricultural sector, by sex	36	Australia	AUS	133.0	-27.0	Australia and New Zealand	1995	_T	Both sexes or no breakdown by sex	4.94	PT	Percent	C	Country Data	G	Global	Unemployment definition: Two criteria (not in employment and seeking); Repository: Eurostat special tabulation: Data reference period: Annual or annual average	2017
8	Percentage distribution of employed population by sector, each sex (Sectors here refer to Agriculture; Industry; Services)	6	Percentage distribution of employed population in agricultural sector, by sex	36	Australia	AUS	133.0	-27.0	Australia and New Zealand	1996	_T	Both sexes or no breakdown by sex	5.0	PT	Percent	C	Country Data	G	Global	Unemployment definition: Two criteria (not in employment and seeking); Repository: Eurostat special tabulation: Data reference period: Annual or annual average	2017
8	Percentage distribution of employed population by sector, each sex (Sectors here refer to Agriculture; Industry; Services)	6	Percentage distribution of employed population in agricultural sector, by sex	36	Australia	AUS	133.0	-27.0	Australia and New Zealand	1999	_T	Both sexes or no breakdown by sex	4.92	PT	Percent	C	Country Data	G	Global	Unemployment definition: Two criteria (not in employment and seeking); Repository: Eurostat special tabulation: Data reference period: Annual or annual average	2017
8	Percentage distribution of employed population by sector, each sex (Sectors here refer to Agriculture; Industry; Services)	6	Percentage distribution of employed population in agricultural sector, by sex	36	Australia	AUS	133.0	-27.0	Australia and New Zealand	2000	_T	Both sexes or no breakdown by sex	4.86	PT	Percent	C	Country Data	G	Global	Unemployment definition: Two criteria (not in employment and seeking); Repository: Eurostat special tabulation: Data reference period: Annual or annual average	2017
8	Percentage distribution of employed population by sector, each sex (Sectors here refer to Agriculture; Industry; Services)	6	Percentage distribution of employed population in agricultural sector, by sex	36	Australia	AUS	133.0	-27.0	Australia and New Zealand	2002	_T	Both sexes or no breakdown by sex	4.38	PT	Percent	C	Country Data	G	Global	Unemployment definition: Two criteria (not in employment and seeking); Repository: Eurostat special tabulation: Data reference period: Annual or annual average	2017
8	Percentage distribution of employed population by sector, each sex (Sectors here refer to Agriculture; Industry; Services)	6	Percentage distribution of employed population in agricultural sector, by sex	36	Australia	AUS	133.0	-27.0	Australia and New Zealand	2003	_T	Both sexes or no breakdown by sex	3.91	PT	Percent	C	Country Data	G	Global	Unemployment definition: Two criteria (not in employment and seeking); Repository: Eurostat special tabulation: Data reference period: Annual or annual average	2017
8	Percentage distribution of employed population by sector, each sex (Sectors here refer to Agriculture; Industry; Services)	6	Percentage distribution of employed population in agricultural sector, by sex	36	Australia	AUS	133.0	-27.0	Australia and New Zealand	2004	_T	Both sexes or no breakdown by sex	3.74	PT	Percent	C	Country Data	G	Global	Unemployment definition: Two criteria (not in employment and seeking); Repository: Eurostat special tabulation: Data reference period: Annual or annual average	2017
8	Percentage distribution of employed population by sector, each sex (Sectors here refer to Agriculture; Industry; Services)	6	Percentage distribution of employed population in agricultural sector, by sex	36	Australia	AUS	133.0	-27.0	Australia and New Zealand	2005	_T	Both sexes or no breakdown by sex	3.58	PT	Percent	C	Country Data	G	Global	Unemployment definition: Two criteria (not in employment and seeking); Repository: Eurostat special tabulation: Data reference period: Annual or annual average	2017
8	Percentage distribution of employed population by sector, each sex (Sectors here refer to Agriculture; Industry; Services)	6	Percentage distribution of employed population in agricultural sector, by sex	36	Australia	AUS	133.0	-27.0	Australia and New Zealand	2006	_T	Both sexes or no breakdown by sex	3.43	PT	Percent	C	Country Data	G	Global	Unemployment definition: Two criteria (not in employment and seeking); Repository: Eurostat special tabulation: Data reference period: Annual or annual average	2017
8	Percentage distribution of employed population by sector, each sex (Sectors here refer to Agriculture; Industry; Services)	6	Percentage distribution of employed population in agricultural sector, by sex	36	Australia	AUS	133.0	-27.0	Australia and New Zealand	2007	_T	Both sexes or no breakdown by sex	3.35	PT	Percent	C	Country Data	G	Global	Unemployment definition: Two criteria (not in employment and seeking); Repository: Eurostat special tabulation: Data reference period: Annual or annual average	2017
8	Percentage distribution of employed population by sector, each sex (Sectors here refer to Agriculture; Industry; Services)	6	Percentage distribution of employed population in agricultural sector, by sex	36	Australia	AUS	133.0	-27.0	Australia and New Zealand	2008	_T	Both sexes or no breakdown by sex	3.31	PT	Percent	C	Country Data	G	Global	Unemployment definition: Two criteria (not in employment and seeking); Repository: Eurostat special tabulation: Data reference period: Annual or annual average	2017
8	Percentage distribution of employed population by sector, each sex (Sectors here refer to Agriculture; Industry; Services)	6	Percentage distribution of employed population in agricultural sector, by sex	36	Australia	AUS	133.0	-27.0	Australia and New Zealand	2009	_T	Both sexes or no breakdown by sex	3.23	PT	Percent	C	Country Data	G	Global	Unemployment definition: Two criteria (not in employment and seeking); Repository: Eurostat special tabulation: Data reference period: Annual or annual average	2017
8	Percentage distribution of employed population by sector, each sex (Sectors here refer to Agriculture; Industry; Services)	6	Percentage distribution of employed population in agricultural sector, by sex	36	Australia	AUS	133.0	-27.0	Australia and New Zealand	2011	_T	Both sexes or no breakdown by sex	2.82	PT	Percent	C	Country Data	G	Global	Unemployment definition: Two criteria (not in employment and seeking); Repository: Eurostat special tabulation: Data reference period: Annual or annual average	2017
8	Percentage distribution of employed population by sector, each sex (Sectors here refer to Agriculture; Industry; Services)	6	Percentage distribution of employed population in agricultural sector, by sex	36	Australia	AUS	133.0	-27.0	Australia and New Zealand	2012	_T	Both sexes or no breakdown by sex	2.8	PT	Percent	C	Country Data	G	Global	Unemployment definition: Two criteria (not in employment and seeking); Repository: Eurostat special tabulation: Data reference period: Annual or annual average	2017
8	Percentage distribution of employed population by sector, each sex (Sectors here refer to Agriculture; Industry; Services)	6	Percentage distribution of employed population in agricultural sector, by sex	36	Australia	AUS	133.0	-27.0	Australia and New Zealand	2013	_T	Both sexes or no breakdown by sex	2.62	PT	Percent	C	Country Data	G	Global	Unemployment definition: Two criteria (not in employment and seeking); Repository: Eurostat special tabulation: Data reference period: Annual or annual average	2017
8	Percentage distribution of employed population by sector, each sex (Sectors here refer to Agriculture; Industry; Services)	6	Percentage distribution of employed population in agricultural sector, by sex	36	Australia	AUS	133.0	-27.0	Australia and New Zealand	2014	_T	Both sexes or no breakdown by sex	2.8	PT	Percent	C	Country Data	G	Global	Unemployment definition: Two criteria (not in employment and seeking); Repository: Eurostat special tabulation: Data reference period: Annual or annual average	2017
8	Percentage distribution of employed population by sector, each sex (Sectors here refer to Agriculture; Industry; Services)	6	Percentage distribution of employed population in agricultural sector, by sex	36	Australia	AUS	133.0	-27.0	Australia and New Zealand	2015	_T	Both sexes or no breakdown by sex	2.64	PT	Percent	C	Country Data	G	Global	Unemployment definition: Two criteria (not in employment and seeking); Repository: Eurostat special tabulation: Data reference period: Annual or annual average	2017
8	Percentage distribution of employed population by sector, each sex (Sectors here refer to Agriculture; Industry; Services)	6	Percentage distribution of employed population in agricultural sector, by sex	36	Australia	AUS	133.0	-27.0	Australia and New Zealand	2016	_T	Both sexes or no breakdown by sex	2.63	PT	Percent	C	Country Data	G	Global	Unemployment definition: Two criteria (not in employment and seeking); Repository: Eurostat special tabulation: Data reference period: Annual or annual average	2017
8	Percentage distribution of employed population by sector, each sex (Sectors here refer to Agriculture; Industry; Services)	6	Percentage distribution of employed population in agricultural sector, by sex	36	Australia	AUS	133.0	-27.0	Australia and New Zealand	2017	_T	Both sexes or no breakdown by sex	2.59	PT	Percent	C	Country Data	G	Global	Unemployment definition: Two criteria (not in employment and seeking); Repository: Eurostat special tabulation: Data reference period: Annual or annual average	2017
8	Percentage distribution of employed population by sector, each sex (Sectors here refer to Agriculture; Industry; Services)	6	Percentage distribution of employed population in agricultural sector, by sex	36	Australia	AUS	133.0	-27.0	Australia and New Zealand	1997	_T	Both sexes or no breakdown by sex	5.09	PT	Percent	C	Country Data	G	Global	Unemployment definition: Two criteria (not in employment and seeking); Repository: Eurostat special tabulation; Break in series: Methodology revised; Data reference period: Annual or annual average	2017
8	Percentage distribution of employed population by sector, each sex (Sectors here refer to Agriculture; Industry; Services)	6	Percentage distribution of employed population in agricultural sector, by sex	36	Australia	AUS	133.0	-27.0	Australia and New Zealand	1998	_T	Both sexes or no breakdown by sex	4.88	PT	Percent	C	Country Data	G	Global	Unemployment definition: Two criteria (not in employment and seeking); Repository: Eurostat special tabulation; Break in series: Methodology revised; Data reference period: Annual or annual average	2017
8	Percentage distribution of employed population by sector, each sex (Sectors here refer to Agriculture; Industry; Services)	6	Percentage distribution of employed population in agricultural sector, by sex	36	Australia	AUS	133.0	-27.0	Australia and New Zealand	2001	_T	Both sexes or no breakdown by sex	4.75	PT	Percent	C	Country Data	G	Global	Unemployment definition: Two criteria (not in employment and seeking); Repository: Eurostat special tabulation; Break in series: Methodology revised; Data reference period: Annual or annual average	2017
8	Percentage distribution of employed population by sector, each sex (Sectors here refer to Agriculture; Industry; Services)	6	Percentage distribution of employed population in agricultural sector, by sex	36	Australia	AUS	133.0	-27.0	Australia and New Zealand	2010	_T	Both sexes or no breakdown by sex	3.23	PT	Percent	C	Country Data	G	Global	Unemployment definition: Two criteria (not in employment and seeking); Repository: Eurostat special tabulation; Break in series: Methodology revised; Data reference period: Annual or annual average	2017
8	Percentage distribution of employed population by sector, each sex (Sectors here refer to Agriculture; Industry; Services)	6	Percentage distribution of employed population in agricultural sector, by sex	554	New Zealand	NZL	174.0	-41.0	Australia and New Zealand	1996	F	Female	6.42	PT	Percent	C	Country Data	G	Global	Repository: Eurostat special tabulation; Break in series: Methodology revised: Data reference period: Annual or annual average	2017
