INDICATOR_ID	INDICATOR_NUM	INDICATOR_DESC	MINSET_SERIES	MINSET_SERIES_DESC	REF_AREA	REF_AREA_DESC	ISO3	X	Y	SDG_REGION	TIME_PERIOD	SEX	SEX_DESC	OBS_VALUE_MODIFIER	OBS_VALUE	UNIT_MEASURE	UNIT_MEASURE_DESC	NATURE	NATURE_DESC	REPORTING_TYPE	REPORTING_TYPE_DESC	LOWER_BOUND_MODIFIER	LOWER_BOUND	UPPER_BOUND_MODIFIER	UPPER_BOUND	SOURCE_YEAR
40.0	40.0	Access to anti-retroviral drug, by sex	34.0	Access to anti-retroviral drug, by sex	44.0	Bahamas	BHS	-78.05111663	24.69546597	Latin America and the Caribbean	2018.0	F	Female		58.0	PT	Percent	E	Estimated	G	Global		51.0		64.0	2019.0
40.0	40.0	Access to anti-retroviral drug, by sex	34.0	Access to anti-retroviral drug, by sex	44.0	Bahamas	BHS	-78.05111663	24.69546597	Latin America and the Caribbean	2018.0	M	Male		49.0	PT	Percent	E	Estimated	G	Global		42.0		55.0	2019.0
40.0	40.0	Access to anti-retroviral drug, by sex	34.0	Access to anti-retroviral drug, by sex	48.0	Bahrain	BHR	50.5490754	26.04407747	Northern Africa and Western Asia	2018.0	F	Female		65.0	PT	Percent	E	Estimated	G	Global		57.0		74.0	2019.0
40.0	40.0	Access to anti-retroviral drug, by sex	34.0	Access to anti-retroviral drug, by sex	48.0	Bahrain	BHR	50.5490754	26.04407747	Northern Africa and Western Asia	2018.0	M	Male		65.0	PT	Percent	E	Estimated	G	Global		57.0		75.0	2019.0
40.0	40.0	Access to anti-retroviral drug, by sex	34.0	Access to anti-retroviral drug, by sex	50.0	Bangladesh	BGD	89.17660788	22.86961622	Central and Southern Asia	2018.0	F	Female		21.0	PT	Percent	E	Estimated	G	Global		18.0		23.0	2019.0
40.0	40.0	Access to anti-retroviral drug, by sex	34.0	Access to anti-retroviral drug, by sex	50.0	Bangladesh	BGD	89.17660788	22.86961622	Central and Southern Asia	2018.0	M	Male		22.0	PT	Percent	E	Estimated	G	Global		20.0		26.0	2019.0
40.0	40.0	Access to anti-retroviral drug, by sex	34.0	Access to anti-retroviral drug, by sex	51.0	Armenia	ARM	44.93839317	40.29499741	Northern Africa and Western Asia	2018.0	F	Female		56.0	PT	Percent	E	Estimated	G	Global		47.0		69.0	2019.0
40.0	40.0	Access to anti-retroviral drug, by sex	34.0	Access to anti-retroviral drug, by sex	51.0	Armenia	ARM	44.93839317	40.29499741	Northern Africa and Western Asia	2018.0	M	Male		51.0	PT	Percent	E	Estimated	G	Global		42.0		62.0	2019.0
40.0	40.0	Access to anti-retroviral drug, by sex	34.0	Access to anti-retroviral drug, by sex	52.0	Barbados	BRB	-59.5346489	13.13648273	Latin America and the Caribbean	2018.0	F	Female		62.0	PT	Percent	E	Estimated	G	Global		56.0		69.0	2019.0
40.0	40.0	Access to anti-retroviral drug, by sex	34.0	Access to anti-retroviral drug, by sex	52.0	Barbados	BRB	-59.5346489	13.13648273	Latin America and the Caribbean	2018.0	M	Male		44.0	PT	Percent	E	Estimated	G	Global		38.0		51.0	2019.0
40.0	40.0	Access to anti-retroviral drug, by sex	34.0	Access to anti-retroviral drug, by sex	64.0	Bhutan	BTN	90.45098484	27.39598568	Central and Southern Asia	2018.0	F	Female		57.0	PT	Percent	E	Estimated	G	Global		32.0	>	95.0	2019.0
40.0	40.0	Access to anti-retroviral drug, by sex	34.0	Access to anti-retroviral drug, by sex	64.0	Bhutan	BTN	90.45098484	27.39598568	Central and Southern Asia	2018.0	M	Male		26.0	PT	Percent	E	Estimated	G	Global		13.0		57.0	2019.0
40.0	40.0	Access to anti-retroviral drug, by sex	34.0	Access to anti-retroviral drug, by sex	68.0	Bolivia (Plurinational State of)	BOL	-64.66224284	-16.71273412	Latin America and the Caribbean	2018.0	F	Female		44.0	PT	Percent	E	Estimated	G	Global		41.0		49.0	2019.0
40.0	40.0	Access to anti-retroviral drug, by sex	34.0	Access to anti-retroviral drug, by sex	68.0	Bolivia (Plurinational State of)	BOL	-64.66224284	-16.71273412	Latin America and the Caribbean	2018.0	M	Male		44.0	PT	Percent	E	Estimated	G	Global		39.0		49.0	2019.0
40.0	40.0	Access to anti-retroviral drug, by sex	34.0	Access to anti-retroviral drug, by sex	70.0	Bosnia and Herzegovina	BIH	17.78584332	44.16845548	Europe and Northern America	2018.0	F	Female		85.0	PT	Percent	E	Estimated	G	Global		75.0	>	95.0	2019.0
40.0	40.0	Access to anti-retroviral drug, by sex	34.0	Access to anti-retroviral drug, by sex	70.0	Bosnia and Herzegovina	BIH	17.78584332	44.16845548	Europe and Northern America	2018.0	M	Male		64.0	PT	Percent	E	Estimated	G	Global		52.0		75.0	2019.0
40.0	40.0	Access to anti-retroviral drug, by sex	34.0	Access to anti-retroviral drug, by sex	72.0	Botswana	BWA	23.81380223	-22.18810073	Sub-Saharan Africa	2018.0	F	Female	>	95.0	PT	Percent	E	Estimated	G	Global		86.0	>	95.0	2019.0
40.0	40.0	Access to anti-retroviral drug, by sex	34.0	Access to anti-retroviral drug, by sex	72.0	Botswana	BWA	23.81380223	-22.18810073	Sub-Saharan Africa	2018.0	M	Male		71.0	PT	Percent	E	Estimated	G	Global		64.0		78.0	2019.0
40.0	40.0	Access to anti-retroviral drug, by sex	34.0	Access to anti-retroviral drug, by sex	84.0	Belize	BLZ	-88.70199554	17.19965901	Latin America and the Caribbean	2018.0	F	Female		29.0	PT	Percent	E	Estimated	G	Global		26.0		32.0	2019.0
40.0	40.0	Access to anti-retroviral drug, by sex	34.0	Access to anti-retroviral drug, by sex	84.0	Belize	BLZ	-88.70199554	17.19965901	Latin America and the Caribbean	2018.0	M	Male		27.0	PT	Percent	E	Estimated	G	Global		24.0		30.0	2019.0
40.0	40.0	Access to anti-retroviral drug, by sex	34.0	Access to anti-retroviral drug, by sex	100.0	Bulgaria	BGR	25.23763153	42.75731323	Europe and Northern America	2018.0	F	Female		34.0	PT	Percent	E	Estimated	G	Global		29.0		40.0	2019.0
40.0	40.0	Access to anti-retroviral drug, by sex	34.0	Access to anti-retroviral drug, by sex	100.0	Bulgaria	BGR	25.23763153	42.75731323	Europe and Northern America	2018.0	M	Male		43.0	PT	Percent	E	Estimated	G	Global		37.0		50.0	2019.0
40.0	40.0	Access to anti-retroviral drug, by sex	34.0	Access to anti-retroviral drug, by sex	104.0	Myanmar	MMR	96.51752295	21.19332882	Eastern and South-Eastern Asia	2018.0	F	Female		81.0	PT	Percent	E	Estimated	G	Global		73.0		91.0	2019.0
40.0	40.0	Access to anti-retroviral drug, by sex	34.0	Access to anti-retroviral drug, by sex	104.0	Myanmar	MMR	96.51752295	21.19332882	Eastern and South-Eastern Asia	2018.0	M	Male		63.0	PT	Percent	E	Estimated	G	Global		56.0		72.0	2019.0
40.0	40.0	Access to anti-retroviral drug, by sex	34.0	Access to anti-retroviral drug, by sex	108.0	Burundi	BDI	29.89080992	-3.366387428	Sub-Saharan Africa	2018.0	F	Female		93.0	PT	Percent	E	Estimated	G	Global		81.0	>	95.0	2019.0
40.0	40.0	Access to anti-retroviral drug, by sex	34.0	Access to anti-retroviral drug, by sex	108.0	Burundi	BDI	29.89080992	-3.366387428	Sub-Saharan Africa	2018.0	M	Male		78.0	PT	Percent	E	Estimated	G	Global		67.0		92.0	2019.0
40.0	40.0	Access to anti-retroviral drug, by sex	34.0	Access to anti-retroviral drug, by sex	112.0	Belarus	BLR	28.04940161	53.54193075	Europe and Northern America	2018.0	F	Female		61.0	PT	Percent	E	Estimated	G	Global		49.0		78.0	2019.0
40.0	40.0	Access to anti-retroviral drug, by sex	34.0	Access to anti-retroviral drug, by sex	112.0	Belarus	BLR	28.04940161	53.54193075	Europe and Northern America	2018.0	M	Male		57.0	PT	Percent	E	Estimated	G	Global		46.0		73.0	2019.0
40.0	40.0	Access to anti-retroviral drug, by sex	34.0	Access to anti-retroviral drug, by sex	116.0	Cambodia	KHM	104.922836	12.71163737	Eastern and South-Eastern Asia	2018.0	F	Female		82.0	PT	Percent	E	Estimated	G	Global		72.0		93.0	2019.0
40.0	40.0	Access to anti-retroviral drug, by sex	34.0	Access to anti-retroviral drug, by sex	116.0	Cambodia	KHM	104.922836	12.71163737	Eastern and South-Eastern Asia	2018.0	M	Male		80.0	PT	Percent	E	Estimated	G	Global		68.0		92.0	2019.0
40.0	40.0	Access to anti-retroviral drug, by sex	34.0	Access to anti-retroviral drug, by sex	120.0	Cameroon	CMR	12.7419827	5.692387031	Sub-Saharan Africa	2018.0	F	Female		59.0	PT	Percent	E	Estimated	G	Global		52.0		64.0	2019.0
40.0	40.0	Access to anti-retroviral drug, by sex	34.0	Access to anti-retroviral drug, by sex	120.0	Cameroon	CMR	12.7419827	5.692387031	Sub-Saharan Africa	2018.0	M	Male		47.0	PT	Percent	E	Estimated	G	Global		41.0		52.0	2019.0
40.0	40.0	Access to anti-retroviral drug, by sex	34.0	Access to anti-retroviral drug, by sex	132.0	Cabo Verde	CPV	-23.63544151	15.07791834	Sub-Saharan Africa	2018.0	F	Female		94.0	PT	Percent	E	Estimated	G	Global		79.0	>	95.0	2019.0
40.0	40.0	Access to anti-retroviral drug, by sex	34.0	Access to anti-retroviral drug, by sex	132.0	Cabo Verde	CPV	-23.63544151	15.07791834	Sub-Saharan Africa	2018.0	M	Male		81.0	PT	Percent	E	Estimated	G	Global		68.0	>	95.0	2019.0
40.0	40.0	Access to anti-retroviral drug, by sex	34.0	Access to anti-retroviral drug, by sex	140.0	Central African Republic	CAF	20.93559492	7.003720791	Sub-Saharan Africa	2018.0	F	Female		44.0	PT	Percent	E	Estimated	G	Global		36.0		54.0	2019.0
40.0	40.0	Access to anti-retroviral drug, by sex	34.0	Access to anti-retroviral drug, by sex	140.0	Central African Republic	CAF	20.93559492	7.003720791	Sub-Saharan Africa	2018.0	M	Male		28.0	PT	Percent	E	Estimated	G	Global		23.0		36.0	2019.0
40.0	40.0	Access to anti-retroviral drug, by sex	34.0	Access to anti-retroviral drug, by sex	144.0	Sri Lanka	LKA	80.70489654	7.614693343	Central and Southern Asia	2018.0	F	Female		45.0	PT	Percent	E	Estimated	G	Global		40.0		53.0	2019.0
40.0	40.0	Access to anti-retroviral drug, by sex	34.0	Access to anti-retroviral drug, by sex	144.0	Sri Lanka	LKA	80.70489654	7.614693343	Central and Southern Asia	2018.0	M	Male		44.0	PT	Percent	E	Estimated	G	Global		39.0		52.0	2019.0
40.0	40.0	Access to anti-retroviral drug, by sex	34.0	Access to anti-retroviral drug, by sex	148.0	Chad	TCD	18.66618401	15.36279341	Sub-Saharan Africa	2018.0	F	Female		67.0	PT	Percent	E	Estimated	G	Global		53.0		82.0	2019.0
40.0	40.0	Access to anti-retroviral drug, by sex	34.0	Access to anti-retroviral drug, by sex	148.0	Chad	TCD	18.66618401	15.36279341	Sub-Saharan Africa	2018.0	M	Male		42.0	PT	Percent	E	Estimated	G	Global		33.0		53.0	2019.0
40.0	40.0	Access to anti-retroviral drug, by sex	34.0	Access to anti-retroviral drug, by sex	152.0	Chile	CHL	-71.23029019	-35.2652885	Latin America and the Caribbean	2018.0	F	Female		53.0	PT	Percent	E	Estimated	G	Global		48.0		57.0	2019.0
40.0	40.0	Access to anti-retroviral drug, by sex	34.0	Access to anti-retroviral drug, by sex	152.0	Chile	CHL	-71.23029019	-35.2652885	Latin America and the Caribbean	2018.0	M	Male		65.0	PT	Percent	E	Estimated	G	Global		56.0		73.0	2019.0
40.0	40.0	Access to anti-retroviral drug, by sex	34.0	Access to anti-retroviral drug, by sex	170.0	Colombia	COL	-73.07446751	3.888209046	Latin America and the Caribbean	2018.0	F	Female		77.0	PT	Percent	E	Estimated	G	Global		64.0		90.0	2019.0
40.0	40.0	Access to anti-retroviral drug, by sex	34.0	Access to anti-retroviral drug, by sex	170.0	Colombia	COL	-73.07446751	3.888209046	Latin America and the Caribbean	2018.0	M	Male		73.0	PT	Percent	E	Estimated	G	Global		59.0		88.0	2019.0
40.0	40.0	Access to anti-retroviral drug, by sex	34.0	Access to anti-retroviral drug, by sex	174.0	Comoros	COM	43.34234565	-11.66121732	Sub-Saharan Africa	2018.0	F	Female		63.0	PT	Percent	E	Estimated	G	Global		33.0	>	95.0	2019.0
40.0	40.0	Access to anti-retroviral drug, by sex	34.0	Access to anti-retroviral drug, by sex	174.0	Comoros	COM	43.34234565	-11.66121732	Sub-Saharan Africa	2018.0	M	Male	>	95.0	PT	Percent	E	Estimated	G	Global		50.0	>	95.0	2019.0
40.0	40.0	Access to anti-retroviral drug, by sex	34.0	Access to anti-retroviral drug, by sex	178.0	Congo	COG	15.22052612	-0.840544119	Sub-Saharan Africa	2018.0	F	Female		36.0	PT	Percent	E	Estimated	G	Global		27.0		47.0	2019.0
40.0	40.0	Access to anti-retroviral drug, by sex	34.0	Access to anti-retroviral drug, by sex	178.0	Congo	COG	15.22052612	-0.840544119	Sub-Saharan Africa	2018.0	M	Male		36.0	PT	Percent	E	Estimated	G	Global		28.0		48.0	2019.0
40.0	40.0	Access to anti-retroviral drug, by sex	34.0	Access to anti-retroviral drug, by sex	180.0	Democratic Republic of the Congo	COD	23.65496507	-2.877154732	Sub-Saharan Africa	2018.0	F	Female		58.0	PT	Percent	E	Estimated	G	Global		47.0		69.0	2019.0
40.0	40.0	Access to anti-retroviral drug, by sex	34.0	Access to anti-retroviral drug, by sex	180.0	Democratic Republic of the Congo	COD	23.65496507	-2.877154732	Sub-Saharan Africa	2018.0	M	Male		73.0	PT	Percent	E	Estimated	G	Global		60.0		85.0	2019.0
40.0	40.0	Access to anti-retroviral drug, by sex	34.0	Access to anti-retroviral drug, by sex	188.0	Costa Rica	CRI	-84.19712782	9.970998683	Latin America and the Caribbean	2018.0	F	Female		60.0	PT	Percent	E	Estimated	G	Global		54.0		66.0	2019.0
40.0	40.0	Access to anti-retroviral drug, by sex	34.0	Access to anti-retroviral drug, by sex	188.0	Costa Rica	CRI	-84.19712782	9.970998683	Latin America and the Caribbean	2018.0	M	Male		46.0	PT	Percent	E	Estimated	G	Global		40.0		52.0	2019.0
40.0	40.0	Access to anti-retroviral drug, by sex	34.0	Access to anti-retroviral drug, by sex	191.0	Croatia	HRV	17.95874553	45.45172212	Europe and Northern America	2018.0	F	Female		65.0	PT	Percent	E	Estimated	G	Global		59.0		71.0	2019.0
40.0	40.0	Access to anti-retroviral drug, by sex	34.0	Access to anti-retroviral drug, by sex	191.0	Croatia	HRV	17.95874553	45.45172212	Europe and Northern America	2018.0	M	Male		76.0	PT	Percent	E	Estimated	G	Global		68.0		84.0	2019.0
40.0	40.0	Access to anti-retroviral drug, by sex	34.0	Access to anti-retroviral drug, by sex	192.0	Cuba	CUB	-79.54460144	22.10030366	Latin America and the Caribbean	2018.0	F	Female		80.0	PT	Percent	E	Estimated	G	Global		61.0	>	95.0	2019.0
40.0	40.0	Access to anti-retroviral drug, by sex	34.0	Access to anti-retroviral drug, by sex	192.0	Cuba	CUB	-79.54460144	22.10030366	Latin America and the Caribbean	2018.0	M	Male		70.0	PT	Percent	E	Estimated	G	Global		54.0		83.0	2019.0
40.0	40.0	Access to anti-retroviral drug, by sex	34.0	Access to anti-retroviral drug, by sex	203.0	Czechia	CZE	15.33151382	49.73913871	Europe and Northern America	2018.0	F	Female		60.0	PT	Percent	E	Estimated	G	Global		54.0		67.0	2019.0
40.0	40.0	Access to anti-retroviral drug, by sex	34.0	Access to anti-retroviral drug, by sex	203.0	Czechia	CZE	15.33151382	49.73913871	Europe and Northern America	2018.0	M	Male		60.0	PT	Percent	E	Estimated	G	Global		50.0		69.0	2019.0
40.0	40.0	Access to anti-retroviral drug, by sex	34.0	Access to anti-retroviral drug, by sex	204.0	Benin	BEN	2.339933594	9.65401646	Sub-Saharan Africa	2018.0	F	Female		77.0	PT	Percent	E	Estimated	G	Global		51.0	>	95.0	2019.0
40.0	40.0	Access to anti-retroviral drug, by sex	34.0	Access to anti-retroviral drug, by sex	204.0	Benin	BEN	2.339933594	9.65401646	Sub-Saharan Africa	2018.0	M	Male		38.0	PT	Percent	E	Estimated	G	Global		25.0		61.0	2019.0
40.0	40.0	Access to anti-retroviral drug, by sex	34.0	Access to anti-retroviral drug, by sex	208.0	Denmark	DNK	9.326571283	56.03829721	Europe and Northern America	2018.0	F	Female		90.0	PT	Percent	E	Estimated	G	Global		80.0	>	95.0	2019.0
40.0	40.0	Access to anti-retroviral drug, by sex	34.0	Access to anti-retroviral drug, by sex	208.0	Denmark	DNK	9.326571283	56.03829721	Europe and Northern America	2018.0	M	Male		88.0	PT	Percent	E	Estimated	G	Global		78.0	>	95.0	2019.0
40.0	40.0	Access to anti-retroviral drug, by sex	34.0	Access to anti-retroviral drug, by sex	214.0	Dominican Republic	DOM	-70.49847576	18.89832088	Latin America and the Caribbean	2018.0	F	Female		60.0	PT	Percent	E	Estimated	G	Global		47.0		78.0	2019.0
40.0	40.0	Access to anti-retroviral drug, by sex	34.0	Access to anti-retroviral drug, by sex	214.0	Dominican Republic	DOM	-70.49847576	18.89832088	Latin America and the Caribbean	2018.0	M	Male		51.0	PT	Percent	E	Estimated	G	Global		38.0		72.0	2019.0
40.0	40.0	Access to anti-retroviral drug, by sex	34.0	Access to anti-retroviral drug, by sex	218.0	Ecuador	ECU	-78.37005241	-1.447785891	Latin America and the Caribbean	2018.0	F	Female		62.0	PT	Percent	E	Estimated	G	Global		42.0	>	95.0	2019.0
40.0	40.0	Access to anti-retroviral drug, by sex	34.0	Access to anti-retroviral drug, by sex	218.0	Ecuador	ECU	-78.37005241	-1.447785891	Latin America and the Caribbean	2018.0	M	Male		55.0	PT	Percent	E	Estimated	G	Global		36.0		90.0	2019.0
40.0	40.0	Access to anti-retroviral drug, by sex	34.0	Access to anti-retroviral drug, by sex	222.0	El Salvador	SLV	-88.86862995	13.73603564	Latin America and the Caribbean	2018.0	F	Female		52.0	PT	Percent	E	Estimated	G	Global		43.0		62.0	2019.0
40.0	40.0	Access to anti-retroviral drug, by sex	34.0	Access to anti-retroviral drug, by sex	222.0	El Salvador	SLV	-88.86862995	13.73603564	Latin America and the Caribbean	2018.0	M	Male		44.0	PT	Percent	E	Estimated	G	Global		36.0		52.0	2019.0
40.0	40.0	Access to anti-retroviral drug, by sex	34.0	Access to anti-retroviral drug, by sex	226.0	Equatorial Guinea	GNQ	10.46535826	1.565792376	Sub-Saharan Africa	2018.0	F	Female		53.0	PT	Percent	E	Estimated	G	Global		43.0		68.0	2019.0
40.0	40.0	Access to anti-retroviral drug, by sex	34.0	Access to anti-retroviral drug, by sex	226.0	Equatorial Guinea	GNQ	10.46535826	1.565792376	Sub-Saharan Africa	2018.0	M	Male		18.0	PT	Percent	E	Estimated	G	Global		14.0		23.0	2019.0
40.0	40.0	Access to anti-retroviral drug, by sex	34.0	Access to anti-retroviral drug, by sex	231.0	Ethiopia	ETH	39.63505296	8.631223181	Sub-Saharan Africa	2018.0	F	Female		65.0	PT	Percent	E	Estimated	G	Global		50.0		85.0	2019.0
40.0	40.0	Access to anti-retroviral drug, by sex	34.0	Access to anti-retroviral drug, by sex	231.0	Ethiopia	ETH	39.63505296	8.631223181	Sub-Saharan Africa	2018.0	M	Male		66.0	PT	Percent	E	Estimated	G	Global		51.0		86.0	2019.0
40.0	40.0	Access to anti-retroviral drug, by sex	34.0	Access to anti-retroviral drug, by sex	232.0	Eritrea	ERI	38.11074289	16.12894644	Sub-Saharan Africa	2018.0	F	Female		53.0	PT	Percent	E	Estimated	G	Global		40.0		72.0	2019.0
40.0	40.0	Access to anti-retroviral drug, by sex	34.0	Access to anti-retroviral drug, by sex	232.0	Eritrea	ERI	38.11074289	16.12894644	Sub-Saharan Africa	2018.0	M	Male		50.0	PT	Percent	E	Estimated	G	Global		37.0		67.0	2019.0
40.0	40.0	Access to anti-retroviral drug, by sex	34.0	Access to anti-retroviral drug, by sex	233.0	Estonia	EST	25.84093481	58.68487172	Europe and Northern America	2018.0	F	Female		67.0	PT	Percent	E	Estimated	G	Global		59.0		74.0	2019.0
40.0	40.0	Access to anti-retroviral drug, by sex	34.0	Access to anti-retroviral drug, by sex	233.0	Estonia	EST	25.84093481	58.68487172	Europe and Northern America	2018.0	M	Male		55.0	PT	Percent	E	Estimated	G	Global		47.0		61.0	2019.0
40.0	40.0	Access to anti-retroviral drug, by sex	34.0	Access to anti-retroviral drug, by sex	246.0	Finland	FIN	23.308447	61.91586738	Europe and Northern America	2018.0	F	Female		76.0	PT	Percent	E	Estimated	G	Global		58.0		94.0	2019.0
40.0	40.0	Access to anti-retroviral drug, by sex	34.0	Access to anti-retroviral drug, by sex	246.0	Finland	FIN	23.308447	61.91586738	Europe and Northern America	2018.0	M	Male		76.0	PT	Percent	E	Estimated	G	Global		59.0	>	95.0	2019.0
40.0	40.0	Access to anti-retroviral drug, by sex	34.0	Access to anti-retroviral drug, by sex	250.0	France	FRA	2.457288129	46.62660861	Europe and Northern America	2018.0	F	Female		75.0	PT	Percent	E	Estimated	G	Global		65.0		84.0	2019.0
40.0	40.0	Access to anti-retroviral drug, by sex	34.0	Access to anti-retroviral drug, by sex	250.0	France	FRA	2.457288129	46.62660861	Europe and Northern America	2018.0	M	Male		85.0	PT	Percent	E	Estimated	G	Global		69.0	>	95.0	2019.0
40.0	40.0	Access to anti-retroviral drug, by sex	34.0	Access to anti-retroviral drug, by sex	262.0	Djibouti	DJI	42.18274707	11.56004161	Sub-Saharan Africa	2018.0	F	Female		34.0	PT	Percent	E	Estimated	G	Global		28.0		43.0	2019.0
40.0	40.0	Access to anti-retroviral drug, by sex	34.0	Access to anti-retroviral drug, by sex	262.0	Djibouti	DJI	42.18274707	11.56004161	Sub-Saharan Africa	2018.0	M	Male		30.0	PT	Percent	E	Estimated	G	Global		24.0		38.0	2019.0
40.0	40.0	Access to anti-retroviral drug, by sex	34.0	Access to anti-retroviral drug, by sex	266.0	Gabon	GAB	11.78727747	-0.60687619	Sub-Saharan Africa	2018.0	F	Female		65.0	PT	Percent	E	Estimated	G	Global		52.0		82.0	2019.0
40.0	40.0	Access to anti-retroviral drug, by sex	34.0	Access to anti-retroviral drug, by sex	266.0	Gabon	GAB	11.78727747	-0.60687619	Sub-Saharan Africa	2018.0	M	Male		74.0	PT	Percent	E	Estimated	G	Global		59.0		92.0	2019.0
40.0	40.0	Access to anti-retroviral drug, by sex	34.0	Access to anti-retroviral drug, by sex	268.0	Georgia	GEO	43.3713615	42.04813028	Northern Africa and Western Asia	2018.0	F	Female		48.0	PT	Percent	E	Estimated	G	Global		41.0		56.0	2019.0
40.0	40.0	Access to anti-retroviral drug, by sex	34.0	Access to anti-retroviral drug, by sex	268.0	Georgia	GEO	43.3713615	42.04813028	Northern Africa and Western Asia	2018.0	M	Male		50.0	PT	Percent	E	Estimated	G	Global		43.0		58.0	2019.0
40.0	40.0	Access to anti-retroviral drug, by sex	34.0	Access to anti-retroviral drug, by sex	270.0	Gambia	GMB	-15.39944785	13.45295927	Sub-Saharan Africa	2018.0	F	Female		37.0	PT	Percent	E	Estimated	G	Global		30.0		48.0	2019.0
40.0	40.0	Access to anti-retroviral drug, by sex	34.0	Access to anti-retroviral drug, by sex	270.0	Gambia	GMB	-15.39944785	13.45295927	Sub-Saharan Africa	2018.0	M	Male		17.0	PT	Percent	E	Estimated	G	Global		14.0		22.0	2019.0
40.0	40.0	Access to anti-retroviral drug, by sex	34.0	Access to anti-retroviral drug, by sex	276.0	Germany	DEU	10.3806066	51.08862743	Europe and Northern America	2018.0	F	Female		74.0	PT	Percent	E	Estimated	G	Global		66.0		84.0	2019.0
40.0	40.0	Access to anti-retroviral drug, by sex	34.0	Access to anti-retroviral drug, by sex	276.0	Germany	DEU	10.3806066	51.08862743	Europe and Northern America	2018.0	M	Male		81.0	PT	Percent	E	Estimated	G	Global		64.0	>	95.0	2019.0
40.0	40.0	Access to anti-retroviral drug, by sex	34.0	Access to anti-retroviral drug, by sex	288.0	Ghana	GHA	-1.205623522	7.964825185	Sub-Saharan Africa	2018.0	F	Female		40.0	PT	Percent	E	Estimated	G	Global		34.0		47.0	2019.0
40.0	40.0	Access to anti-retroviral drug, by sex	34.0	Access to anti-retroviral drug, by sex	288.0	Ghana	GHA	-1.205623522	7.964825185	Sub-Saharan Africa	2018.0	M	Male		25.0	PT	Percent	E	Estimated	G	Global		21.0		30.0	2019.0
40.0	40.0	Access to anti-retroviral drug, by sex	34.0	Access to anti-retroviral drug, by sex	320.0	Guatemala	GTM	-91.2312746	15.00273719	Latin America and the Caribbean	2018.0	F	Female		38.0	PT	Percent	E	Estimated	G	Global		35.0		42.0	2019.0
