INDICATOR_LABEL	INDICATOR_ID	INDICATOR_DESC	MINSET_SERIES	MINSET_SERIES_DESC	REF_AREA	REF_AREA_DESC	ISO3	X	Y	SDG_REGION	TIME_PERIOD	VALUE_CATEGORY	VALUE_CATEGORY_DESC	NATURE	NATURE_DESC	REPORTING_TYPE	REPORTING_TYPE_DESC	SOURCE_YEAR	TSK_sub_dims	TSK_sub_id	TSK_sub_desc	isLatestValue
IV.2q	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	266	Gabon	GAB	11.78727747	-0.60687619	Sub-Saharan Africa	2019	9	No	C	Country Data	G	Global	2019				True
IV.2q	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	270	Gambia	GMB	-15.39944785	13.45295927	Sub-Saharan Africa	2019	9	No	C	Country Data	G	Global	2019				True
IV.2q	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	268	Georgia	GEO	43.3713615	42.04813028	Northern Africa and Western Asia	2019	9	No	C	Country Data	G	Global	2019				True
IV.2q	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	276	Germany	DEU	10.3806066	51.08862743	Europe and Northern America	2019	8	Yes	C	Country Data	G	Global	2019				True
IV.2q	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	288	Ghana	GHA	-1.205623522	7.964825185	Sub-Saharan Africa	2019	9	No	C	Country Data	G	Global	2019				True
IV.2q	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	300	Greece	GRC	22.58307827	39.47301873	Europe and Northern America	2019	8	Yes	C	Country Data	G	Global	2019				True
IV.2q	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	308	Grenada	GRD	-61.68248568	12.11238395	Latin America and the Caribbean	2019	9	No	C	Country Data	G	Global	2019				True
IV.2q	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	320	Guatemala	GTM	-91.2312746	15.00273719	Latin America and the Caribbean	2019	8	Yes	C	Country Data	G	Global	2019				True
IV.2q	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	324	Guinea	GIN	-11.28173419	11.00210343	Sub-Saharan Africa	2019	9	No	C	Country Data	G	Global	2019				True
IV.2q	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	624	Guinea-Bissau	GNB	-14.40182514	12.11760394	Sub-Saharan Africa	2019	9	No	C	Country Data	G	Global	2019				True
IV.2q	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	328	Guyana	GUY	-58.97322037	4.788012784	Latin America and the Caribbean	2019	9	No	C	Country Data	G	Global	2019				True
IV.2q	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	332	Haiti	HTI	-72.33640958	18.40426539	Latin America and the Caribbean	2019	9	No	C	Country Data	G	Global	2019				True
IV.2q	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	340	Honduras	HND	-86.59974381	14.82243161	Latin America and the Caribbean	2019	9	No	C	Country Data	G	Global	2019				True
IV.2q	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	348	Hungary	HUN	19.41221519	47.1651448	Europe and Northern America	2019	8	Yes	C	Country Data	G	Global	2019				True
IV.2q	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	352	Iceland	ISL	-19.02116966	64.79134763	Europe and Northern America	2019	8	Yes	C	Country Data	G	Global	2019				True
IV.2q	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	356	India	IND	79.3608464	22.34642074	Central and Southern Asia	2019	9	No	C	Country Data	G	Global	2019				True
IV.2q	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	360	Indonesia	IDN	113.9174	-0.994582204	Eastern and South-Eastern Asia	2019	9	No	C	Country Data	G	Global	2019				True
IV.2q	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	364	Iran (Islamic Republic of)	IRN	54.19766348	32.74370885	Central and Southern Asia	2019	9	No	C	Country Data	G	Global	2019				True
IV.2q	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	368	Iraq	IRQ	43.76606267	33.05013795	Northern Africa and Western Asia	2019	9	No	C	Country Data	G	Global	2019				True
IV.2q	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	372	Ireland	IRL	-7.121425272	53.25274054	Europe and Northern America	2019	9	No	C	Country Data	G	Global	2019				True
IV.2q	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	376	Israel	ISR	34.62277992	31.06164552	Northern Africa and Western Asia	2019	8	Yes	C	Country Data	G	Global	2019				True
IV.2q	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	380	Italy	ITA	12.57022427	42.79917282	Europe and Northern America	2019	8	Yes	C	Country Data	G	Global	2019				True
IV.2q	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	388	Jamaica	JAM	-77.31068409	18.15616857	Latin America and the Caribbean	2019	9	No	C	Country Data	G	Global	2019				True
IV.2q	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	392	Japan	JPN	139.2716103	36.6554539	Eastern and South-Eastern Asia	2019	9	No	C	Country Data	G	Global	2019				True
IV.2q	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	400	Jordan	JOR	37.13024774	30.65365973	Northern Africa and Western Asia	2019	9	No	C	Country Data	G	Global	2019				True
IV.2q	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	398	Kazakhstan	KAZ	66.65359159	48.01963494	Central and Southern Asia	2019	9	No	C	Country Data	G	Global	2019				True
IV.2q	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	404	Kenya	KEN	37.86096816	0.534797278	Sub-Saharan Africa	2019	8	Yes	C	Country Data	G	Global	2019				True
IV.2q	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	296	Kiribati	KIR	-157.5643005	1.768837732	Oceania, exc. Australia and New Zealand	2019	9	No	C	Country Data	G	Global	2019				True
IV.2q	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	414	Kuwait	KWT	47.49305029	29.53949468	Northern Africa and Western Asia	2019	9	No	C	Country Data	G	Global	2019				True
IV.2q	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	417	Kyrgyzstan	KGZ	74.52324839	41.46204516	Central and Southern Asia	2019	9	No	C	Country Data	G	Global	2019				True
IV.2q	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	418	Lao People's Democratic Republic	LAO	101.9901968	20.27482773	Eastern and South-Eastern Asia	2019	9	No	C	Country Data	G	Global	2019				True
IV.2q	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	428	Latvia	LVA	26.42461876	56.64196636	Europe and Northern America	2019	9	No	C	Country Data	G	Global	2019				True
IV.2q	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	422	Lebanon	LBN	35.89391711	33.92152458	Northern Africa and Western Asia	2019	9	No	C	Country Data	G	Global	2019				True
IV.2q	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	426	Lesotho	LSO	28.25362195	-29.58041814	Sub-Saharan Africa	2019	9	No	C	Country Data	G	Global	2019				True
IV.2q	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	430	Liberia	LBR	-9.311879038	6.448381009	Sub-Saharan Africa	2019	9	No	C	Country Data	G	Global	2019				True
IV.2q	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	434	Libya	LBY	18.0295985	27.04042819	Northern Africa and Western Asia	2019	9	No	C	Country Data	G	Global	2019				True
IV.2q	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	438	Liechtenstein	LIE	9.552985019	47.14167005	Europe and Northern America	2019	9	No	C	Country Data	G	Global	2019				True
IV.2q	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	440	Lithuania	LTU	23.90517807	55.33680309	Europe and Northern America	2019	8	Yes	C	Country Data	G	Global	2019				True
IV.2q	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	442	Luxembourg	LUX	6.092656563	49.77679538	Europe and Northern America	2019	8	Yes	C	Country Data	G	Global	2019				True
IV.2q	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	450	Madagascar	MDG	46.6982339	-19.38514785	Sub-Saharan Africa	2019	9	No	C	Country Data	G	Global	2019				True
IV.2q	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	454	Malawi	MWI	33.4884625	-13.40819859	Sub-Saharan Africa	2019	8	Yes	C	Country Data	G	Global	2019				True
IV.2q	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	458	Malaysia	MYS	116.8346314	5.452415309	Eastern and South-Eastern Asia	2019	9	No	C	Country Data	G	Global	2019				True
IV.2q	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	462	Maldives	MDV	73.09672546	-0.614385021	Central and Southern Asia	2019	9	No	C	Country Data	G	Global	2019				True
IV.2q	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	466	Mali	MLI	-3.522016039	17.35311254	Sub-Saharan Africa	2019	8	Yes	C	Country Data	G	Global	2019				True
IV.2q	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	470	Malta	MLT	14.44617519	35.89194275	Europe and Northern America	2019	8	Yes	C	Country Data	G	Global	2019				True
IV.2q	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	584	Marshall Islands	MHL	171.0839119	7.110213497	Oceania, exc. Australia and New Zealand	2019	9	No	C	Country Data	G	Global	2019				True
IV.2q	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	478	Mauritania	MRT	-10.33187259	20.26089546	Sub-Saharan Africa	2019	9	No	C	Country Data	G	Global	2019				True
