INDICATOR_ID	INDICATOR_NUM	INDICATOR_DESC	MINSET_SERIES	MINSET_SERIES_DESC	REF_AREA	REF_AREA_DESC	ISO3	X	Y	SDG_REGION	TIME_PERIOD	SEX	SEX_DESC	AGE	AGE_DESC	OBS_VALUE_MODIFIER	OBS_VALUE	UNIT_MEASURE	UNIT_MEASURE_DESC	NATURE	NATURE_DESC	REPORTING_TYPE	REPORTING_TYPE_DESC	SOURCE_YEAR
37	37	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	31	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	364	Iran (Islamic Republic of)	IRN	54.19766348	32.74370885	Central and Southern Asia	2015	_T	Both sexes or no breakdown by sex	Y_GE15	15 years old and over		11.3	PT	Percent	E	Estimated	G	Global	2019
37	37	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	31	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	364	Iran (Islamic Republic of)	IRN	54.19766348	32.74370885	Central and Southern Asia	2016	_T	Both sexes or no breakdown by sex	Y_GE15	15 years old and over		11.0	PT	Percent	E	Estimated	G	Global	2019
37	37	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	31	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	462	Maldives	MDV	73.09672546	-0.614385021	Central and Southern Asia	2000	_T	Both sexes or no breakdown by sex	Y_GE15	15 years old and over		37.0	PT	Percent	E	Estimated	G	Global	2019
37	37	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	31	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	462	Maldives	MDV	73.09672546	-0.614385021	Central and Southern Asia	2015	_T	Both sexes or no breakdown by sex	Y_GE15	15 years old and over		28.6	PT	Percent	E	Estimated	G	Global	2019
37	37	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	31	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	462	Maldives	MDV	73.09672546	-0.614385021	Central and Southern Asia	2016	_T	Both sexes or no breakdown by sex	Y_GE15	15 years old and over		28.5	PT	Percent	E	Estimated	G	Global	2019
37	37	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	31	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	524	Nepal	NPL	83.94678863	28.25866332	Central and Southern Asia	2000	_T	Both sexes or no breakdown by sex	Y_GE15	15 years old and over		39.0	PT	Percent	E	Estimated	G	Global	2019
37	37	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	31	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	524	Nepal	NPL	83.94678863	28.25866332	Central and Southern Asia	2015	_T	Both sexes or no breakdown by sex	Y_GE15	15 years old and over		23.4	PT	Percent	E	Estimated	G	Global	2019
37	37	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	31	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	524	Nepal	NPL	83.94678863	28.25866332	Central and Southern Asia	2016	_T	Both sexes or no breakdown by sex	Y_GE15	15 years old and over		23.6	PT	Percent	E	Estimated	G	Global	2019
37	37	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	31	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	586	Pakistan	PAK	68.80479684	29.36491634	Central and Southern Asia	2000	_T	Both sexes or no breakdown by sex	Y_GE15	15 years old and over		24.0	PT	Percent	E	Estimated	G	Global	2019
37	37	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	31	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	586	Pakistan	PAK	68.80479684	29.36491634	Central and Southern Asia	2015	_T	Both sexes or no breakdown by sex	Y_GE15	15 years old and over		20.3	PT	Percent	E	Estimated	G	Global	2019
37	37	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	31	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	586	Pakistan	PAK	68.80479684	29.36491634	Central and Southern Asia	2016	_T	Both sexes or no breakdown by sex	Y_GE15	15 years old and over		19.8	PT	Percent	E	Estimated	G	Global	2019
37	37	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	31	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	8	Albania	ALB	20.06660928	41.13897007	Europe and Northern America	2000	_T	Both sexes or no breakdown by sex	Y_GE15	15 years old and over		34.7	PT	Percent	E	Estimated	G	Global	2019
37	37	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	31	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	8	Albania	ALB	20.06660928	41.13897007	Europe and Northern America	2015	_T	Both sexes or no breakdown by sex	Y_GE15	15 years old and over		29.1	PT	Percent	E	Estimated	G	Global	2019
37	37	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	31	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	8	Albania	ALB	20.06660928	41.13897007	Europe and Northern America	2016	_T	Both sexes or no breakdown by sex	Y_GE15	15 years old and over		29.1	PT	Percent	E	Estimated	G	Global	2019
37	37	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	31	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	20	Andorra	AND	1.576257417	42.54548611	Europe and Northern America	2000	_T	Both sexes or no breakdown by sex	Y_GE15	15 years old and over		37.3	PT	Percent	E	Estimated	G	Global	2019
37	37	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	31	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	20	Andorra	AND	1.576257417	42.54548611	Europe and Northern America	2015	_T	Both sexes or no breakdown by sex	Y_GE15	15 years old and over		33.7	PT	Percent	E	Estimated	G	Global	2019
37	37	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	31	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	20	Andorra	AND	1.576257417	42.54548611	Europe and Northern America	2016	_T	Both sexes or no breakdown by sex	Y_GE15	15 years old and over		33.4	PT	Percent	E	Estimated	G	Global	2019
37	37	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	31	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	36	Australia	AUS	134.3499412	-25.57717202	Australia and New Zealand	2000	_T	Both sexes or no breakdown by sex	Y_GE15	15 years old and over		24.5	PT	Percent	E	Estimated	G	Global	2019
37	37	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	31	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	36	Australia	AUS	134.3499412	-25.57717202	Australia and New Zealand	2015	_T	Both sexes or no breakdown by sex	Y_GE15	15 years old and over		15.2	PT	Percent	E	Estimated	G	Global	2019
37	37	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	31	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	36	Australia	AUS	134.3499412	-25.57717202	Australia and New Zealand	2016	_T	Both sexes or no breakdown by sex	Y_GE15	15 years old and over		14.8	PT	Percent	E	Estimated	G	Global	2019
37	37	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	31	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	40	Austria	AUT	14.14172472	47.58704857	Europe and Northern America	2000	_T	Both sexes or no breakdown by sex	Y_GE15	15 years old and over		49.4	PT	Percent	E	Estimated	G	Global	2019
37	37	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	31	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	40	Austria	AUT	14.14172472	47.58704857	Europe and Northern America	2015	_T	Both sexes or no breakdown by sex	Y_GE15	15 years old and over		30.5	PT	Percent	E	Estimated	G	Global	2019
37	37	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	31	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	40	Austria	AUT	14.14172472	47.58704857	Europe and Northern America	2016	_T	Both sexes or no breakdown by sex	Y_GE15	15 years old and over		29.7	PT	Percent	E	Estimated	G	Global	2019
37	37	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	31	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	56	Belgium	BEL	4.660976456	50.64104975	Europe and Northern America	2000	_T	Both sexes or no breakdown by sex	Y_GE15	15 years old and over		37.6	PT	Percent	E	Estimated	G	Global	2019
37	37	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	31	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	56	Belgium	BEL	4.660976456	50.64104975	Europe and Northern America	2015	_T	Both sexes or no breakdown by sex	Y_GE15	15 years old and over		28.6	PT	Percent	E	Estimated	G	Global	2019
37	37	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	31	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	56	Belgium	BEL	4.660976456	50.64104975	Europe and Northern America	2016	_T	Both sexes or no breakdown by sex	Y_GE15	15 years old and over		28.2	PT	Percent	E	Estimated	G	Global	2019
37	37	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	31	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	70	Bosnia and Herzegovina	BIH	17.78584332	44.16845548	Europe and Northern America	2000	_T	Both sexes or no breakdown by sex	Y_GE15	15 years old and over		47.8	PT	Percent	E	Estimated	G	Global	2019
37	37	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	31	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	70	Bosnia and Herzegovina	BIH	17.78584332	44.16845548	Europe and Northern America	2015	_T	Both sexes or no breakdown by sex	Y_GE15	15 years old and over		39.3	PT	Percent	E	Estimated	G	Global	2019
37	37	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	31	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	70	Bosnia and Herzegovina	BIH	17.78584332	44.16845548	Europe and Northern America	2016	_T	Both sexes or no breakdown by sex	Y_GE15	15 years old and over		39.0	PT	Percent	E	Estimated	G	Global	2019
37	37	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	31	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	100	Bulgaria	BGR	25.23763153	42.75731323	Europe and Northern America	2000	_T	Both sexes or no breakdown by sex	Y_GE15	15 years old and over		52.3	PT	Percent	E	Estimated	G	Global	2019
37	37	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	31	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	100	Bulgaria	BGR	25.23763153	42.75731323	Europe and Northern America	2015	_T	Both sexes or no breakdown by sex	Y_GE15	15 years old and over		37.7	PT	Percent	E	Estimated	G	Global	2019
37	37	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	31	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	100	Bulgaria	BGR	25.23763153	42.75731323	Europe and Northern America	2016	_T	Both sexes or no breakdown by sex	Y_GE15	15 years old and over		37.2	PT	Percent	E	Estimated	G	Global	2019
37	37	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	31	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	112	Belarus	BLR	28.04940161	53.54193075	Europe and Northern America	2000	_T	Both sexes or no breakdown by sex	Y_GE15	15 years old and over		38.8	PT	Percent	E	Estimated	G	Global	2019
37	37	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	31	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	112	Belarus	BLR	28.04940161	53.54193075	Europe and Northern America	2015	_T	Both sexes or no breakdown by sex	Y_GE15	15 years old and over		27.2	PT	Percent	E	Estimated	G	Global	2019
37	37	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	31	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	112	Belarus	BLR	28.04940161	53.54193075	Europe and Northern America	2016	_T	Both sexes or no breakdown by sex	Y_GE15	15 years old and over		28.3	PT	Percent	E	Estimated	G	Global	2019
37	37	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	31	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	124	Canada	CAN	-101.6575058	57.72360191	Europe and Northern America	2000	_T	Both sexes or no breakdown by sex	Y_GE15	15 years old and over		28.2	PT	Percent	E	Estimated	G	Global	2019
37	37	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	31	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	124	Canada	CAN	-101.6575058	57.72360191	Europe and Northern America	2015	_T	Both sexes or no breakdown by sex	Y_GE15	15 years old and over		15.0	PT	Percent	E	Estimated	G	Global	2019
37	37	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	31	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	124	Canada	CAN	-101.6575058	57.72360191	Europe and Northern America	2016	_T	Both sexes or no breakdown by sex	Y_GE15	15 years old and over		14.3	PT	Percent	E	Estimated	G	Global	2019
37	37	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	31	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	191	Croatia	HRV	17.95874553	45.45172212	Europe and Northern America	2000	_T	Both sexes or no breakdown by sex	Y_GE15	15 years old and over		33.5	PT	Percent	E	Estimated	G	Global	2019
37	37	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	31	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	191	Croatia	HRV	17.95874553	45.45172212	Europe and Northern America	2015	_T	Both sexes or no breakdown by sex	Y_GE15	15 years old and over		36.7	PT	Percent	E	Estimated	G	Global	2019
37	37	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	31	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	191	Croatia	HRV	17.95874553	45.45172212	Europe and Northern America	2016	_T	Both sexes or no breakdown by sex	Y_GE15	15 years old and over		37.1	PT	Percent	E	Estimated	G	Global	2019
37	37	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	31	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	196	Cyprus	CYP	33.22285964	35.05659437	Northern Africa and Western Asia	2000	_T	Both sexes or no breakdown by sex	Y_GE15	15 years old and over		42.4	PT	Percent	E	Estimated	G	Global	2019
37	37	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	31	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	196	Cyprus	CYP	33.22285964	35.05659437	Northern Africa and Western Asia	2015	_T	Both sexes or no breakdown by sex	Y_GE15	15 years old and over		36.7	PT	Percent	E	Estimated	G	Global	2019
37	37	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	31	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	196	Cyprus	CYP	33.22285964	35.05659437	Northern Africa and Western Asia	2016	_T	Both sexes or no breakdown by sex	Y_GE15	15 years old and over		36.2	PT	Percent	E	Estimated	G	Global	2019
37	37	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	31	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	203	Czechia	CZE	15.33151382	49.73913871	Europe and Northern America	2000	_T	Both sexes or no breakdown by sex	Y_GE15	15 years old and over		34.4	PT	Percent	E	Estimated	G	Global	2019
37	37	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	31	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	203	Czechia	CZE	15.33151382	49.73913871	Europe and Northern America	2015	_T	Both sexes or no breakdown by sex	Y_GE15	15 years old and over		34.4	PT	Percent	E	Estimated	G	Global	2019
37	37	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	31	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	203	Czechia	CZE	15.33151382	49.73913871	Europe and Northern America	2016	_T	Both sexes or no breakdown by sex	Y_GE15	15 years old and over		34.4	PT	Percent	E	Estimated	G	Global	2019
37	37	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	31	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	208	Denmark	DNK	9.326571283	56.03829721	Europe and Northern America	2000	_T	Both sexes or no breakdown by sex	Y_GE15	15 years old and over		38.4	PT	Percent	E	Estimated	G	Global	2019
37	37	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	31	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	208	Denmark	DNK	9.326571283	56.03829721	Europe and Northern America	2015	_T	Both sexes or no breakdown by sex	Y_GE15	15 years old and over		19.9	PT	Percent	E	Estimated	G	Global	2019
37	37	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	31	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	208	Denmark	DNK	9.326571283	56.03829721	Europe and Northern America	2016	_T	Both sexes or no breakdown by sex	Y_GE15	15 years old and over		19.0	PT	Percent	E	Estimated	G	Global	2019
37	37	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	31	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	233	Estonia	EST	25.84093481	58.68487172	Europe and Northern America	2000	_T	Both sexes or no breakdown by sex	Y_GE15	15 years old and over		40.8	PT	Percent	E	Estimated	G	Global	2019
37	37	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	31	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	233	Estonia	EST	25.84093481	58.68487172	Europe and Northern America	2015	_T	Both sexes or no breakdown by sex	Y_GE15	15 years old and over		31.8	PT	Percent	E	Estimated	G	Global	2019
37	37	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	31	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	233	Estonia	EST	25.84093481	58.68487172	Europe and Northern America	2016	_T	Both sexes or no breakdown by sex	Y_GE15	15 years old and over		31.9	PT	Percent	E	Estimated	G	Global	2019
37	37	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	31	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	246	Finland	FIN	23.308447	61.91586738	Europe and Northern America	2000	_T	Both sexes or no breakdown by sex	Y_GE15	15 years old and over		29.8	PT	Percent	E	Estimated	G	Global	2019
37	37	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	31	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	246	Finland	FIN	23.308447	61.91586738	Europe and Northern America	2015	_T	Both sexes or no breakdown by sex	Y_GE15	15 years old and over		20.9	PT	Percent	E	Estimated	G	Global	2019
37	37	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	31	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	246	Finland	FIN	23.308447	61.91586738	Europe and Northern America	2016	_T	Both sexes or no breakdown by sex	Y_GE15	15 years old and over		20.4	PT	Percent	E	Estimated	G	Global	2019
37	37	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	31	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	250	France	FRA	2.457288129	46.62660861	Europe and Northern America	2000	_T	Both sexes or no breakdown by sex	Y_GE15	15 years old and over		35.1	PT	Percent	E	Estimated	G	Global	2019
37	37	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	31	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	250	France	FRA	2.457288129	46.62660861	Europe and Northern America	2015	_T	Both sexes or no breakdown by sex	Y_GE15	15 years old and over		32.8	PT	Percent	E	Estimated	G	Global	2019
37	37	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	31	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	250	France	FRA	2.457288129	46.62660861	Europe and Northern America	2016	_T	Both sexes or no breakdown by sex	Y_GE15	15 years old and over		32.9	PT	Percent	E	Estimated	G	Global	2019
37	37	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	31	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	276	Germany	DEU	10.3806066	51.08862743	Europe and Northern America	2000	_T	Both sexes or no breakdown by sex	Y_GE15	15 years old and over		35.5	PT	Percent	E	Estimated	G	Global	2019
37	37	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	31	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	276	Germany	DEU	10.3806066	51.08862743	Europe and Northern America	2015	_T	Both sexes or no breakdown by sex	Y_GE15	15 years old and over		30.9	PT	Percent	E	Estimated	G	Global	2019
37	37	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	31	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	276	Germany	DEU	10.3806066	51.08862743	Europe and Northern America	2016	_T	Both sexes or no breakdown by sex	Y_GE15	15 years old and over		30.7	PT	Percent	E	Estimated	G	Global	2019
37	37	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	31	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	300	Greece	GRC	22.58307827	39.47301873	Europe and Northern America	2000	_T	Both sexes or no breakdown by sex	Y_GE15	15 years old and over		53.6	PT	Percent	E	Estimated	G	Global	2019
37	37	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	31	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	300	Greece	GRC	22.58307827	39.47301873	Europe and Northern America	2015	_T	Both sexes or no breakdown by sex	Y_GE15	15 years old and over		43.8	PT	Percent	E	Estimated	G	Global	2019
37	37	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	31	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	300	Greece	GRC	22.58307827	39.47301873	Europe and Northern America	2016	_T	Both sexes or no breakdown by sex	Y_GE15	15 years old and over		43.7	PT	Percent	E	Estimated	G	Global	2019
37	37	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	31	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	348	Hungary	HUN	19.41221519	47.1651448	Europe and Northern America	2000	_T	Both sexes or no breakdown by sex	Y_GE15	15 years old and over		41.5	PT	Percent	E	Estimated	G	Global	2019
37	37	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	31	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	348	Hungary	HUN	19.41221519	47.1651448	Europe and Northern America	2015	_T	Both sexes or no breakdown by sex	Y_GE15	15 years old and over		31.1	PT	Percent	E	Estimated	G	Global	2019
37	37	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	31	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	348	Hungary	HUN	19.41221519	47.1651448	Europe and Northern America	2016	_T	Both sexes or no breakdown by sex	Y_GE15	15 years old and over		30.8	PT	Percent	E	Estimated	G	Global	2019
37	37	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	31	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	352	Iceland	ISL	-19.02116966	64.79134763	Europe and Northern America	2000	_T	Both sexes or no breakdown by sex	Y_GE15	15 years old and over		30.2	PT	Percent	E	Estimated	G	Global	2019
37	37	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	31	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	352	Iceland	ISL	-19.02116966	64.79134763	Europe and Northern America	2015	_T	Both sexes or no breakdown by sex	Y_GE15	15 years old and over		15.4	PT	Percent	E	Estimated	G	Global	2019
37	37	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	31	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	352	Iceland	ISL	-19.02116966	64.79134763	Europe and Northern America	2016	_T	Both sexes or no breakdown by sex	Y_GE15	15 years old and over		14.8	PT	Percent	E	Estimated	G	Global	2019
