INDICATOR_LABEL	INDICATOR_ID	INDICATOR_DESC	MINSET_SERIES	MINSET_SERIES_DESC	REF_AREA	REF_AREA_DESC	ISO3	X	Y	SDG_REGION	TIME_PERIOD	SEX	SEX_DESC	AGE	AGE_DESC	URBANIZATION	URBANIZATION_DESC	OBS_VALUE	UNIT_MEASURE	UNIT_MEASURE_DESC	NATURE	NATURE_DESC	REPORTING_TYPE	REPORTING_TYPE_DESC	COMMENT_OBS	SOURCE_DETAIL	SOURCE_YEAR	sort_order	SDG_SeriesID	ILO_SeriesID	UNESCO_SeriesID	TSK_sub_dims	TSK_sub_id	TSK_sub_desc	isLatestValue
I.1	I98ba1fd8	Average number of hours spent on unpaid domestic and care work, by sex, age and location	S0db81b0d	Average number of hours spent on unpaid care work, by sex, age and location	32	Argentina	ARG	-65.14563274	-35.19446255	Latin America and the Caribbean	2005	F	Female	Y_GE15	15 years old and over	_T	All areas	0.9666672	HR_PER_DAY	Hours per day	CA	Country Adjusted	G	Global		Calculated by UNSD based on available country data from the Time use survey in Annual Household Survey 2005 to apply ICATUS.	2021	300	SL_DOM_TSPDCW			SEX__AGE__URBANIZATION	F__Y_GE15___T	Female, 15 years old and over, all areas	False
I.1	I98ba1fd8	Average number of hours spent on unpaid domestic and care work, by sex, age and location	S0db81b0d	Average number of hours spent on unpaid care work, by sex, age and location	32	Argentina	ARG	-65.14563274	-35.19446255	Latin America and the Caribbean	2010	F	Female	Y_GE15	15 years old and over	_T	All areas	1.1166672	HR_PER_DAY	Hours per day	CA	Country Adjusted	G	Global		Calculated by UNSD based on available country data from the Time-use and Volunteer Activities Survey to apply ICATUS.	2021	300	SL_DOM_TSPDCW			SEX__AGE__URBANIZATION	F__Y_GE15___T	Female, 15 years old and over, all areas	False
I.1	I98ba1fd8	Average number of hours spent on unpaid domestic and care work, by sex, age and location	S0db81b0d	Average number of hours spent on unpaid care work, by sex, age and location	32	Argentina	ARG	-65.14563274	-35.19446255	Latin America and the Caribbean	2013	F	Female	Y_GE15	15 years old and over	_T	All areas	2.3263176	HR_PER_DAY	Hours per day	CA	Country Adjusted	G	Global	"Work for other households has been included under ""unpaid care work"" as it might include other family members."	Data provided by the Economic Commission for Latin America and the Caribbean (ECLAC), on the basis of special tabulations from time-use survey.	2021	300	SL_DOM_TSPDCW			SEX__AGE__URBANIZATION	F__Y_GE15___T	Female, 15 years old and over, all areas	True
I.1	I98ba1fd8	Average number of hours spent on unpaid domestic and care work, by sex, age and location	S0db81b0d	Average number of hours spent on unpaid care work, by sex, age and location	32	Argentina	ARG	-65.14563274	-35.19446255	Latin America and the Caribbean	2005	M	Male	Y_GE15	15 years old and over	_T	All areas	0.3666671999999999	HR_PER_DAY	Hours per day	CA	Country Adjusted	G	Global		Calculated by UNSD based on available country data from the Time use survey in Annual Household Survey 2005 to apply ICATUS.	2021	300	SL_DOM_TSPDCW			SEX__AGE__URBANIZATION	M__Y_GE15___T	Male, 15 years old and over, all areas	False
I.1	I98ba1fd8	Average number of hours spent on unpaid domestic and care work, by sex, age and location	S0db81b0d	Average number of hours spent on unpaid care work, by sex, age and location	32	Argentina	ARG	-65.14563274	-35.19446255	Latin America and the Caribbean	2010	M	Male	Y_GE15	15 years old and over	_T	All areas	0.4000008	HR_PER_DAY	Hours per day	CA	Country Adjusted	G	Global		Calculated by UNSD based on available country data from the Time-use and Volunteer Activities Survey to apply ICATUS.	2021	300	SL_DOM_TSPDCW			SEX__AGE__URBANIZATION	M__Y_GE15___T	Male, 15 years old and over, all areas	False
I.1	I98ba1fd8	Average number of hours spent on unpaid domestic and care work, by sex, age and location	S0db81b0d	Average number of hours spent on unpaid care work, by sex, age and location	32	Argentina	ARG	-65.14563274	-35.19446255	Latin America and the Caribbean	2013	M	Male	Y_GE15	15 years old and over	_T	All areas	0.93462	HR_PER_DAY	Hours per day	CA	Country Adjusted	G	Global	"Work for other households has been included under ""unpaid care work"" as it might include other family members."	Data provided by the Economic Commission for Latin America and the Caribbean (ECLAC), on the basis of special tabulations from time-use survey.	2021	300	SL_DOM_TSPDCW			SEX__AGE__URBANIZATION	M__Y_GE15___T	Male, 15 years old and over, all areas	True
I.1	I98ba1fd8	Average number of hours spent on unpaid domestic and care work, by sex, age and location	S0db81b0d	Average number of hours spent on unpaid care work, by sex, age and location	51	Armenia	ARM	44.93839317	40.29499741	Northern Africa and Western Asia	2004	F	Female	Y_GE15	15 years old and over	_T	All areas	0.9	HR_PER_DAY	Hours per day	C	Country Data	G	Global	"""Help to others"" has been included under unpaid care work as it might include both household and family members and non-household and -family members."	National Statistical Service Republic of Armenia based on Armenian Time Use Pilot Survey	2021	300	SL_DOM_TSPDCW			SEX__AGE__URBANIZATION	F__Y_GE15___T	Female, 15 years old and over, all areas	False
I.1	I98ba1fd8	Average number of hours spent on unpaid domestic and care work, by sex, age and location	S0db81b0d	Average number of hours spent on unpaid care work, by sex, age and location	51	Armenia	ARM	44.93839317	40.29499741	Northern Africa and Western Asia	2008	F	Female	Y_GE15	15 years old and over	_T	All areas	0.7819991999999999	HR_PER_DAY	Hours per day	C	Country Data	G	Global	"""Help to others"" has been included under unpaid care work as it might include both household and family members and non-household and -family members."	National Statistical Service Republic of Armenia based on Time Use Sample Survey in the Republic of Armenia	2021	300	SL_DOM_TSPDCW			SEX__AGE__URBANIZATION	F__Y_GE15___T	Female, 15 years old and over, all areas	True
I.1	I98ba1fd8	Average number of hours spent on unpaid domestic and care work, by sex, age and location	S0db81b0d	Average number of hours spent on unpaid care work, by sex, age and location	51	Armenia	ARM	44.93839317	40.29499741	Northern Africa and Western Asia	2004	M	Male	Y_GE15	15 years old and over	_T	All areas	0.2666664	HR_PER_DAY	Hours per day	C	Country Data	G	Global	"""Help to others"" has been included under unpaid care work as it might include both household and family members and non-household and -family members."	National Statistical Service Republic of Armenia based on Armenian Time Use Pilot Survey	2021	300	SL_DOM_TSPDCW			SEX__AGE__URBANIZATION	M__Y_GE15___T	Male, 15 years old and over, all areas	False
I.1	I98ba1fd8	Average number of hours spent on unpaid domestic and care work, by sex, age and location	S0db81b0d	Average number of hours spent on unpaid care work, by sex, age and location	51	Armenia	ARM	44.93839317	40.29499741	Northern Africa and Western Asia	2008	M	Male	Y_GE15	15 years old and over	_T	All areas	0.153	HR_PER_DAY	Hours per day	C	Country Data	G	Global	"""Help to others"" has been included under unpaid care work as it might include both household and family members and non-household and -family members."	National Statistical Service Republic of Armenia based on Time Use Sample Survey in the Republic of Armenia	2021	300	SL_DOM_TSPDCW			SEX__AGE__URBANIZATION	M__Y_GE15___T	Male, 15 years old and over, all areas	True
I.1	I98ba1fd8	Average number of hours spent on unpaid domestic and care work, by sex, age and location	S0db81b0d	Average number of hours spent on unpaid care work, by sex, age and location	51	Armenia	ARM	44.93839317	40.29499741	Northern Africa and Western Asia	2008	F	Female	Y15T24	15 to 24 years old	_T	All areas	0.8689992000000001	HR_PER_DAY	Hours per day	C	Country Data	G	Global	"""Help to others"" has been included under unpaid care work as it might include both household and family members and non-household and -family members"	National Statistical Service Republic of Armenia based on Time Use Sample Survey in the Republic of Armenia	2021	300	SL_DOM_TSPDCW			SEX__AGE__URBANIZATION	F__Y15T24___T	Female, 15 to 24 years old, all areas	True
I.1	I98ba1fd8	Average number of hours spent on unpaid domestic and care work, by sex, age and location	S0db81b0d	Average number of hours spent on unpaid care work, by sex, age and location	51	Armenia	ARM	44.93839317	40.29499741	Northern Africa and Western Asia	2008	M	Male	Y15T24	15 to 24 years old	_T	All areas	0.1519992	HR_PER_DAY	Hours per day	C	Country Data	G	Global	"""Help to others"" has been included under unpaid care work as it might include both household and family members and non-household and -family members"	National Statistical Service Republic of Armenia based on Time Use Sample Survey in the Republic of Armenia	2021	300	SL_DOM_TSPDCW			SEX__AGE__URBANIZATION	M__Y15T24___T	Male, 15 to 24 years old, all areas	True
I.1	I98ba1fd8	Average number of hours spent on unpaid domestic and care work, by sex, age and location	S0db81b0d	Average number of hours spent on unpaid care work, by sex, age and location	51	Armenia	ARM	44.93839317	40.29499741	Northern Africa and Western Asia	2008	F	Female	Y25T44	25 to 44 years old	_T	All areas	1.2610008	HR_PER_DAY	Hours per day	C	Country Data	G	Global	"""Help to others"" has been included under unpaid care work as it might include both household and family members and non-household and -family members"	National Statistical Service Republic of Armenia based on Time Use Sample Survey in the Republic of Armenia	2021	300	SL_DOM_TSPDCW			SEX__AGE__URBANIZATION	F__Y25T44___T	Female, 25 to 44 years old, all areas	True
I.1	I98ba1fd8	Average number of hours spent on unpaid domestic and care work, by sex, age and location	S0db81b0d	Average number of hours spent on unpaid care work, by sex, age and location	51	Armenia	ARM	44.93839317	40.29499741	Northern Africa and Western Asia	2008	M	Male	Y25T44	25 to 44 years old	_T	All areas	0.2320008	HR_PER_DAY	Hours per day	C	Country Data	G	Global	"""Help to others"" has been included under unpaid care work as it might include both household and family members and non-household and -family members"	National Statistical Service Republic of Armenia based on Time Use Sample Survey in the Republic of Armenia	2021	300	SL_DOM_TSPDCW			SEX__AGE__URBANIZATION	M__Y25T44___T	Male, 25 to 44 years old, all areas	True
I.1	I98ba1fd8	Average number of hours spent on unpaid domestic and care work, by sex, age and location	S0db81b0d	Average number of hours spent on unpaid care work, by sex, age and location	51	Armenia	ARM	44.93839317	40.29499741	Northern Africa and Western Asia	2008	F	Female	Y45T54	45 to 54 years old	_T	All areas	0.429	HR_PER_DAY	Hours per day	C	Country Data	G	Global	"""Help to others"" has been included under unpaid care work as it might include both household and family members and non-household and -family members"	National Statistical Service Republic of Armenia based on Time Use Sample Survey in the Republic of Armenia	2021	300	SL_DOM_TSPDCW			SEX__AGE__URBANIZATION	F__Y45T54___T	Female, 45 to 54 years old, all areas	True
I.1	I98ba1fd8	Average number of hours spent on unpaid domestic and care work, by sex, age and location	S0db81b0d	Average number of hours spent on unpaid care work, by sex, age and location	51	Armenia	ARM	44.93839317	40.29499741	Northern Africa and Western Asia	2008	M	Male	Y45T54	45 to 54 years old	_T	All areas	0.0689999999999999	HR_PER_DAY	Hours per day	C	Country Data	G	Global	"""Help to others"" has been included under unpaid care work as it might include both household and family members and non-household and -family members"	National Statistical Service Republic of Armenia based on Time Use Sample Survey in the Republic of Armenia	2021	300	SL_DOM_TSPDCW			SEX__AGE__URBANIZATION	M__Y45T54___T	Male, 45 to 54 years old, all areas	True
I.1	I98ba1fd8	Average number of hours spent on unpaid domestic and care work, by sex, age and location	S0db81b0d	Average number of hours spent on unpaid care work, by sex, age and location	51	Armenia	ARM	44.93839317	40.29499741	Northern Africa and Western Asia	2008	F	Female	Y55T64	55 to 64 years old	_T	All areas	0.327	HR_PER_DAY	Hours per day	C	Country Data	G	Global	"""Help to others"" has been included under unpaid care work as it might include both household and family members and non-household and -family members"	National Statistical Service Republic of Armenia based on Time Use Sample Survey in the Republic of Armenia	2021	300	SL_DOM_TSPDCW			SEX__AGE__URBANIZATION	F__Y55T64___T	Female, 55 to 64 years old, all areas	True
I.1	I98ba1fd8	Average number of hours spent on unpaid domestic and care work, by sex, age and location	S0db81b0d	Average number of hours spent on unpaid care work, by sex, age and location	51	Armenia	ARM	44.93839317	40.29499741	Northern Africa and Western Asia	2008	M	Male	Y55T64	55 to 64 years old	_T	All areas	0.1489992	HR_PER_DAY	Hours per day	C	Country Data	G	Global	"""Help to others"" has been included under unpaid care work as it might include both household and family members and non-household and -family members"	National Statistical Service Republic of Armenia based on Time Use Sample Survey in the Republic of Armenia	2021	300	SL_DOM_TSPDCW			SEX__AGE__URBANIZATION	M__Y55T64___T	Male, 55 to 64 years old, all areas	True
I.1	I98ba1fd8	Average number of hours spent on unpaid domestic and care work, by sex, age and location	S0db81b0d	Average number of hours spent on unpaid care work, by sex, age and location	51	Armenia	ARM	44.93839317	40.29499741	Northern Africa and Western Asia	2008	F	Female	Y_GE65	65 years old and over	_T	All areas	0.3349991999999999	HR_PER_DAY	Hours per day	C	Country Data	G	Global	"""Help to others"" has been included under unpaid care work as it might include both household and family members and non-household and -family members"	National Statistical Service Republic of Armenia based on Time Use Sample Survey in the Republic of Armenia	2021	300	SL_DOM_TSPDCW			SEX__AGE__URBANIZATION	F__Y_GE65___T	Female, 65 years old and over, all areas	True
I.1	I98ba1fd8	Average number of hours spent on unpaid domestic and care work, by sex, age and location	S0db81b0d	Average number of hours spent on unpaid care work, by sex, age and location	51	Armenia	ARM	44.93839317	40.29499741	Northern Africa and Western Asia	2008	M	Male	Y_GE65	65 years old and over	_T	All areas	0.0839999999999999	HR_PER_DAY	Hours per day	C	Country Data	G	Global	"""Help to others"" has been included under unpaid care work as it might include both household and family members and non-household and -family members"	National Statistical Service Republic of Armenia based on Time Use Sample Survey in the Republic of Armenia	2021	300	SL_DOM_TSPDCW			SEX__AGE__URBANIZATION	M__Y_GE65___T	Male, 65 years old and over, all areas	True
I.1	I98ba1fd8	Average number of hours spent on unpaid domestic and care work, by sex, age and location	S0db81b0d	Average number of hours spent on unpaid care work, by sex, age and location	51	Armenia	ARM	44.93839317	40.29499741	Northern Africa and Western Asia	2008	F	Female	Y_GE15	15 years old and over	R	Rural	0.6160007999999999	HR_PER_DAY	Hours per day	C	Country Data	G	Global	"""Help to others"" has been included under unpaid care work as it might include both household and family members and non-household and -family members"	National Statistical Service Republic of Armenia based on Time Use Sample Survey in the Republic of Armenia	2021	300	SL_DOM_TSPDCW			SEX__AGE__URBANIZATION	F__Y_GE15__R	Female, 15 years old and over, rural	True
I.1	I98ba1fd8	Average number of hours spent on unpaid domestic and care work, by sex, age and location	S0db81b0d	Average number of hours spent on unpaid care work, by sex, age and location	51	Armenia	ARM	44.93839317	40.29499741	Northern Africa and Western Asia	2008	M	Male	Y_GE15	15 years old and over	R	Rural	0.1139999999999999	HR_PER_DAY	Hours per day	C	Country Data	G	Global	"""Help to others"" has been included under unpaid care work as it might include both household and family members and non-household and -family members"	National Statistical Service Republic of Armenia based on Time Use Sample Survey in the Republic of Armenia	2021	300	SL_DOM_TSPDCW			SEX__AGE__URBANIZATION	M__Y_GE15__R	Male, 15 years old and over, rural	True
I.1	I98ba1fd8	Average number of hours spent on unpaid domestic and care work, by sex, age and location	S0db81b0d	Average number of hours spent on unpaid care work, by sex, age and location	51	Armenia	ARM	44.93839317	40.29499741	Northern Africa and Western Asia	2008	F	Female	Y15T24	15 to 24 years old	R	Rural	1.0619999999999998	HR_PER_DAY	Hours per day	C	Country Data	G	Global	"""Help to others"" has been included under unpaid care work as it might include both household and family members and non-household and -family members"	National Statistical Service Republic of Armenia based on Time Use Sample Survey in the Republic of Armenia	2021	300	SL_DOM_TSPDCW			SEX__AGE__URBANIZATION	F__Y15T24__R	Female, 15 to 24 years old, rural	True
I.1	I98ba1fd8	Average number of hours spent on unpaid domestic and care work, by sex, age and location	S0db81b0d	Average number of hours spent on unpaid care work, by sex, age and location	51	Armenia	ARM	44.93839317	40.29499741	Northern Africa and Western Asia	2008	M	Male	Y15T24	15 to 24 years old	R	Rural	0.1900008	HR_PER_DAY	Hours per day	C	Country Data	G	Global	"""Help to others"" has been included under unpaid care work as it might include both household and family members and non-household and -family members"	National Statistical Service Republic of Armenia based on Time Use Sample Survey in the Republic of Armenia	2021	300	SL_DOM_TSPDCW			SEX__AGE__URBANIZATION	M__Y15T24__R	Male, 15 to 24 years old, rural	True
