INDICATOR_ID	INDICATOR_NUM	INDICATOR_DESC	MINSET_SERIES	MINSET_SERIES_DESC	REF_AREA	REF_AREA_DESC	ISO3	X	Y	SDG_REGION	TIME_PERIOD	TIME_DETAIL	SEX	SEX_DESC	AGE	AGE_DESC	VIOLENCE_TYPE	VIOLENCE_TYPE_DESC	OBS_VALUE	UNIT_MEASURE	UNIT_MEASURE_DESC	NATURE	NATURE_DESC	REPORTING_TYPE	REPORTING_TYPE_DESC	COMMENT_OBS	SOURCE_DETAIL	SOURCE_DETAIL_URL	SOURCE_YEAR
48	48	Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age	77	Proportion of ever-partnered women and girls aged 15 years and older subjected to physical sexual or psychological violence by a current or former intimate partner in the previous 12 months by form of violence and by age	50	Bangladesh	BGD	89.17660788	22.86961622	Central and Southern Asia	2015		F	Female	Y40T44	40 to 44 years old	PHY+SEX	Physical and sexual	21.6	PT	Percent	C	Country Data	G	Global				2019
48	48	Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age	77	Proportion of ever-partnered women and girls aged 15 years and older subjected to physical sexual or psychological violence by a current or former intimate partner in the previous 12 months by form of violence and by age	50	Bangladesh	BGD	89.17660788	22.86961622	Central and Southern Asia	2015		F	Female	Y20T24	20 to 24 years old	PHY+SEX	Physical and sexual	35.4	PT	Percent	C	Country Data	G	Global				2019
48	48	Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age	77	Proportion of ever-partnered women and girls aged 15 years and older subjected to physical sexual or psychological violence by a current or former intimate partner in the previous 12 months by form of violence and by age	50	Bangladesh	BGD	89.17660788	22.86961622	Central and Southern Asia	2015		F	Female	Y45T49	45 to 49 years old	PHY+SEX	Physical and sexual	19.7	PT	Percent	C	Country Data	G	Global				2019
48	48	Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age	77	Proportion of ever-partnered women and girls aged 15 years and older subjected to physical sexual or psychological violence by a current or former intimate partner in the previous 12 months by form of violence and by age	50	Bangladesh	BGD	89.17660788	22.86961622	Central and Southern Asia	2015		F	Female	Y15T19	15 to 19 years old	PHY+SEX	Physical and sexual	28.4	PT	Percent	C	Country Data	G	Global				2019
48	48	Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age	77	Proportion of ever-partnered women and girls aged 15 years and older subjected to physical sexual or psychological violence by a current or former intimate partner in the previous 12 months by form of violence and by age	50	Bangladesh	BGD	89.17660788	22.86961622	Central and Southern Asia	2015		F	Female	Y25T29	25 to 29 years old	PHY+SEX	Physical and sexual	32.2	PT	Percent	C	Country Data	G	Global				2019
48	48	Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age	77	Proportion of ever-partnered women and girls aged 15 years and older subjected to physical sexual or psychological violence by a current or former intimate partner in the previous 12 months by form of violence and by age	356	India	IND	79.3608464	22.34642074	Central and Southern Asia	2016		F	Female	Y15T49	15 to 49 years old	PHY+SEX	Physical and sexual	22.0	PT	Percent	C	Country Data	G	Global				2019
48	48	Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age	77	Proportion of ever-partnered women and girls aged 15 years and older subjected to physical sexual or psychological violence by a current or former intimate partner in the previous 12 months by form of violence and by age	356	India	IND	79.3608464	22.34642074	Central and Southern Asia	2016		F	Female	Y30T34	30 to 34 years old	PHY+SEX	Physical and sexual	23.0	PT	Percent	C	Country Data	G	Global				2019
48	48	Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age	77	Proportion of ever-partnered women and girls aged 15 years and older subjected to physical sexual or psychological violence by a current or former intimate partner in the previous 12 months by form of violence and by age	356	India	IND	79.3608464	22.34642074	Central and Southern Asia	2016		F	Female	Y35T39	35 to 39 years old	PHY+SEX	Physical and sexual	22.3	PT	Percent	C	Country Data	G	Global				2019
48	48	Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age	77	Proportion of ever-partnered women and girls aged 15 years and older subjected to physical sexual or psychological violence by a current or former intimate partner in the previous 12 months by form of violence and by age	356	India	IND	79.3608464	22.34642074	Central and Southern Asia	2016		F	Female	Y40T44	40 to 44 years old	PHY+SEX	Physical and sexual	21.6	PT	Percent	C	Country Data	G	Global				2019
48	48	Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age	77	Proportion of ever-partnered women and girls aged 15 years and older subjected to physical sexual or psychological violence by a current or former intimate partner in the previous 12 months by form of violence and by age	356	India	IND	79.3608464	22.34642074	Central and Southern Asia	2016		F	Female	Y20T24	20 to 24 years old	PHY+SEX	Physical and sexual	23.2	PT	Percent	C	Country Data	G	Global				2019
48	48	Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age	77	Proportion of ever-partnered women and girls aged 15 years and older subjected to physical sexual or psychological violence by a current or former intimate partner in the previous 12 months by form of violence and by age	356	India	IND	79.3608464	22.34642074	Central and Southern Asia	2016		F	Female	Y45T49	45 to 49 years old	PHY+SEX	Physical and sexual	20.0	PT	Percent	C	Country Data	G	Global				2019
48	48	Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age	77	Proportion of ever-partnered women and girls aged 15 years and older subjected to physical sexual or psychological violence by a current or former intimate partner in the previous 12 months by form of violence and by age	356	India	IND	79.3608464	22.34642074	Central and Southern Asia	2016		F	Female	Y15T19	15 to 19 years old	PHY+SEX	Physical and sexual	17.6	PT	Percent	C	Country Data	G	Global				2019
48	48	Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age	77	Proportion of ever-partnered women and girls aged 15 years and older subjected to physical sexual or psychological violence by a current or former intimate partner in the previous 12 months by form of violence and by age	356	India	IND	79.3608464	22.34642074	Central and Southern Asia	2016		F	Female	Y25T29	25 to 29 years old	PHY+SEX	Physical and sexual	22.5	PT	Percent	C	Country Data	G	Global				2019
48	48	Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age	77	Proportion of ever-partnered women and girls aged 15 years and older subjected to physical sexual or psychological violence by a current or former intimate partner in the previous 12 months by form of violence and by age	462	Maldives	MDV	73.09672546	-0.614385021	Central and Southern Asia	2006		F	Female	Y30T34	30 to 34 years old	PHY+SEX	Physical and sexual	4.2	PT	Percent	C	Country Data	G	Global				2019
48	48	Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age	77	Proportion of ever-partnered women and girls aged 15 years and older subjected to physical sexual or psychological violence by a current or former intimate partner in the previous 12 months by form of violence and by age	462	Maldives	MDV	73.09672546	-0.614385021	Central and Southern Asia	2006		F	Female	Y35T39	35 to 39 years old	PHY+SEX	Physical and sexual	5.6	PT	Percent	C	Country Data	G	Global				2019
48	48	Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age	77	Proportion of ever-partnered women and girls aged 15 years and older subjected to physical sexual or psychological violence by a current or former intimate partner in the previous 12 months by form of violence and by age	462	Maldives	MDV	73.09672546	-0.614385021	Central and Southern Asia	2006		F	Female	Y40T44	40 to 44 years old	PHY+SEX	Physical and sexual	5.9	PT	Percent	C	Country Data	G	Global				2019
48	48	Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age	77	Proportion of ever-partnered women and girls aged 15 years and older subjected to physical sexual or psychological violence by a current or former intimate partner in the previous 12 months by form of violence and by age	462	Maldives	MDV	73.09672546	-0.614385021	Central and Southern Asia	2006		F	Female	Y20T24	20 to 24 years old	PHY+SEX	Physical and sexual	6.6	PT	Percent	C	Country Data	G	Global				2019
48	48	Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age	77	Proportion of ever-partnered women and girls aged 15 years and older subjected to physical sexual or psychological violence by a current or former intimate partner in the previous 12 months by form of violence and by age	462	Maldives	MDV	73.09672546	-0.614385021	Central and Southern Asia	2006		F	Female	Y45T49	45 to 49 years old	PHY+SEX	Physical and sexual	4.9	PT	Percent	C	Country Data	G	Global				2019
48	48	Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age	77	Proportion of ever-partnered women and girls aged 15 years and older subjected to physical sexual or psychological violence by a current or former intimate partner in the previous 12 months by form of violence and by age	462	Maldives	MDV	73.09672546	-0.614385021	Central and Southern Asia	2006		F	Female	Y15T19	15 to 19 years old	PHY+SEX	Physical and sexual	6.6	PT	Percent	C	Country Data	G	Global				2019
48	48	Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age	77	Proportion of ever-partnered women and girls aged 15 years and older subjected to physical sexual or psychological violence by a current or former intimate partner in the previous 12 months by form of violence and by age	462	Maldives	MDV	73.09672546	-0.614385021	Central and Southern Asia	2006		F	Female	Y25T29	25 to 29 years old	PHY+SEX	Physical and sexual	9.7	PT	Percent	C	Country Data	G	Global				2019
48	48	Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age	77	Proportion of ever-partnered women and girls aged 15 years and older subjected to physical sexual or psychological violence by a current or former intimate partner in the previous 12 months by form of violence and by age	524	Nepal	NPL	83.94678863	28.25866332	Central and Southern Asia	2016		F	Female	Y15T49	15 to 49 years old	PHY+SEX	Physical and sexual	11.2	PT	Percent	C	Country Data	G	Global				2019
48	48	Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age	77	Proportion of ever-partnered women and girls aged 15 years and older subjected to physical sexual or psychological violence by a current or former intimate partner in the previous 12 months by form of violence and by age	524	Nepal	NPL	83.94678863	28.25866332	Central and Southern Asia	2016		F	Female	Y30T34	30 to 34 years old	PHY+SEX	Physical and sexual	11.4	PT	Percent	C	Country Data	G	Global				2019
48	48	Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age	77	Proportion of ever-partnered women and girls aged 15 years and older subjected to physical sexual or psychological violence by a current or former intimate partner in the previous 12 months by form of violence and by age	524	Nepal	NPL	83.94678863	28.25866332	Central and Southern Asia	2016		F	Female	Y35T39	35 to 39 years old	PHY+SEX	Physical and sexual	11.0	PT	Percent	C	Country Data	G	Global				2019
48	48	Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age	77	Proportion of ever-partnered women and girls aged 15 years and older subjected to physical sexual or psychological violence by a current or former intimate partner in the previous 12 months by form of violence and by age	524	Nepal	NPL	83.94678863	28.25866332	Central and Southern Asia	2016		F	Female	Y40T44	40 to 44 years old	PHY+SEX	Physical and sexual	7.0	PT	Percent	C	Country Data	G	Global				2019
48	48	Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age	77	Proportion of ever-partnered women and girls aged 15 years and older subjected to physical sexual or psychological violence by a current or former intimate partner in the previous 12 months by form of violence and by age	524	Nepal	NPL	83.94678863	28.25866332	Central and Southern Asia	2016		F	Female	Y20T24	20 to 24 years old	PHY+SEX	Physical and sexual	12.4	PT	Percent	C	Country Data	G	Global				2019
48	48	Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age	77	Proportion of ever-partnered women and girls aged 15 years and older subjected to physical sexual or psychological violence by a current or former intimate partner in the previous 12 months by form of violence and by age	524	Nepal	NPL	83.94678863	28.25866332	Central and Southern Asia	2016		F	Female	Y45T49	45 to 49 years old	PHY+SEX	Physical and sexual	9.8	PT	Percent	C	Country Data	G	Global				2019
48	48	Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age	77	Proportion of ever-partnered women and girls aged 15 years and older subjected to physical sexual or psychological violence by a current or former intimate partner in the previous 12 months by form of violence and by age	524	Nepal	NPL	83.94678863	28.25866332	Central and Southern Asia	2016		F	Female	Y15T19	15 to 19 years old	PHY+SEX	Physical and sexual	17.0	PT	Percent	C	Country Data	G	Global				2019
48	48	Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age	77	Proportion of ever-partnered women and girls aged 15 years and older subjected to physical sexual or psychological violence by a current or former intimate partner in the previous 12 months by form of violence and by age	524	Nepal	NPL	83.94678863	28.25866332	Central and Southern Asia	2016		F	Female	Y25T29	25 to 29 years old	PHY+SEX	Physical and sexual	12.0	PT	Percent	C	Country Data	G	Global				2019
48	48	Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age	77	Proportion of ever-partnered women and girls aged 15 years and older subjected to physical sexual or psychological violence by a current or former intimate partner in the previous 12 months by form of violence and by age	498	Republic of Moldova	MDA	28.4650624	47.20236795	Europe and Northern America	2005		F	Female	Y15T49	15 to 49 years old	PHY+SEX	Physical and sexual	14.6	PT	Percent	C	Country Data	G	Global				2019
48	48	Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age	77	Proportion of ever-partnered women and girls aged 15 years and older subjected to physical sexual or psychological violence by a current or former intimate partner in the previous 12 months by form of violence and by age	498	Republic of Moldova	MDA	28.4650624	47.20236795	Europe and Northern America	2005		F	Female	Y30T34	30 to 34 years old	PHY+SEX	Physical and sexual	15.9	PT	Percent	C	Country Data	G	Global				2019
48	48	Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age	77	Proportion of ever-partnered women and girls aged 15 years and older subjected to physical sexual or psychological violence by a current or former intimate partner in the previous 12 months by form of violence and by age	498	Republic of Moldova	MDA	28.4650624	47.20236795	Europe and Northern America	2005		F	Female	Y35T39	35 to 39 years old	PHY+SEX	Physical and sexual	15.2	PT	Percent	C	Country Data	G	Global				2019
48	48	Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age	77	Proportion of ever-partnered women and girls aged 15 years and older subjected to physical sexual or psychological violence by a current or former intimate partner in the previous 12 months by form of violence and by age	498	Republic of Moldova	MDA	28.4650624	47.20236795	Europe and Northern America	2005		F	Female	Y40T44	40 to 44 years old	PHY+SEX	Physical and sexual	12.5	PT	Percent	C	Country Data	G	Global				2019
48	48	Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age	77	Proportion of ever-partnered women and girls aged 15 years and older subjected to physical sexual or psychological violence by a current or former intimate partner in the previous 12 months by form of violence and by age	498	Republic of Moldova	MDA	28.4650624	47.20236795	Europe and Northern America	2005		F	Female	Y20T24	20 to 24 years old	PHY+SEX	Physical and sexual	14.6	PT	Percent	C	Country Data	G	Global				2019
48	48	Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age	77	Proportion of ever-partnered women and girls aged 15 years and older subjected to physical sexual or psychological violence by a current or former intimate partner in the previous 12 months by form of violence and by age	498	Republic of Moldova	MDA	28.4650624	47.20236795	Europe and Northern America	2005		F	Female	Y45T49	45 to 49 years old	PHY+SEX	Physical and sexual	15.0	PT	Percent	C	Country Data	G	Global				2019
48	48	Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age	77	Proportion of ever-partnered women and girls aged 15 years and older subjected to physical sexual or psychological violence by a current or former intimate partner in the previous 12 months by form of violence and by age	498	Republic of Moldova	MDA	28.4650624	47.20236795	Europe and Northern America	2005		F	Female	Y15T19	15 to 19 years old	PHY+SEX	Physical and sexual	15.1	PT	Percent	C	Country Data	G	Global				2019
48	48	Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age	77	Proportion of ever-partnered women and girls aged 15 years and older subjected to physical sexual or psychological violence by a current or former intimate partner in the previous 12 months by form of violence and by age	498	Republic of Moldova	MDA	28.4650624	47.20236795	Europe and Northern America	2005		F	Female	Y25T29	25 to 29 years old	PHY+SEX	Physical and sexual	14.5	PT	Percent	C	Country Data	G	Global				2019
48	48	Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age	77	Proportion of ever-partnered women and girls aged 15 years and older subjected to physical sexual or psychological violence by a current or former intimate partner in the previous 12 months by form of violence and by age	804	Ukraine	UKR	31.40270802	49.00735945	Europe and Northern America	2007		F	Female	Y15T49	15 to 49 years old	PHY+SEX	Physical and sexual	10.2	PT	Percent	C	Country Data	G	Global				2019
48	48	Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age	77	Proportion of ever-partnered women and girls aged 15 years and older subjected to physical sexual or psychological violence by a current or former intimate partner in the previous 12 months by form of violence and by age	804	Ukraine	UKR	31.40270802	49.00735945	Europe and Northern America	2007		F	Female	Y30T34	30 to 34 years old	PHY+SEX	Physical and sexual	11.8	PT	Percent	C	Country Data	G	Global				2019
48	48	Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age	77	Proportion of ever-partnered women and girls aged 15 years and older subjected to physical sexual or psychological violence by a current or former intimate partner in the previous 12 months by form of violence and by age	804	Ukraine	UKR	31.40270802	49.00735945	Europe and Northern America	2007		F	Female	Y35T39	35 to 39 years old	PHY+SEX	Physical and sexual	10.3	PT	Percent	C	Country Data	G	Global				2019
48	48	Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age	77	Proportion of ever-partnered women and girls aged 15 years and older subjected to physical sexual or psychological violence by a current or former intimate partner in the previous 12 months by form of violence and by age	804	Ukraine	UKR	31.40270802	49.00735945	Europe and Northern America	2007		F	Female	Y40T44	40 to 44 years old	PHY+SEX	Physical and sexual	10.5	PT	Percent	C	Country Data	G	Global				2019
48	48	Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age	77	Proportion of ever-partnered women and girls aged 15 years and older subjected to physical sexual or psychological violence by a current or former intimate partner in the previous 12 months by form of violence and by age	804	Ukraine	UKR	31.40270802	49.00735945	Europe and Northern America	2007		F	Female	Y20T24	20 to 24 years old	PHY+SEX	Physical and sexual	7.0	PT	Percent	C	Country Data	G	Global				2019
48	48	Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age	77	Proportion of ever-partnered women and girls aged 15 years and older subjected to physical sexual or psychological violence by a current or former intimate partner in the previous 12 months by form of violence and by age	804	Ukraine	UKR	31.40270802	49.00735945	Europe and Northern America	2007		F	Female	Y45T49	45 to 49 years old	PHY+SEX	Physical and sexual	11.9	PT	Percent	C	Country Data	G	Global				2019
48	48	Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age	77	Proportion of ever-partnered women and girls aged 15 years and older subjected to physical sexual or psychological violence by a current or former intimate partner in the previous 12 months by form of violence and by age	804	Ukraine	UKR	31.40270802	49.00735945	Europe and Northern America	2007		F	Female	Y15T19	15 to 19 years old	PHY+SEX	Physical and sexual	2.4	PT	Percent	C	Country Data	G	Global				2019
48	48	Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age	77	Proportion of ever-partnered women and girls aged 15 years and older subjected to physical sexual or psychological violence by a current or former intimate partner in the previous 12 months by form of violence and by age	804	Ukraine	UKR	31.40270802	49.00735945	Europe and Northern America	2007		F	Female	Y25T29	25 to 29 years old	PHY+SEX	Physical and sexual	7.6	PT	Percent	C	Country Data	G	Global				2019
48	48	Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age	77	Proportion of ever-partnered women and girls aged 15 years and older subjected to physical sexual or psychological violence by a current or former intimate partner in the previous 12 months by form of violence and by age	818	Egypt	EGY	29.77468534	26.57438204	Northern Africa and Western Asia	2014		F	Female	Y15T49	15 to 49 years old	PHY+SEX	Physical and sexual	14.0	PT	Percent	C	Country Data	G	Global				2019
48	48	Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age	77	Proportion of ever-partnered women and girls aged 15 years and older subjected to physical sexual or psychological violence by a current or former intimate partner in the previous 12 months by form of violence and by age	818	Egypt	EGY	29.77468534	26.57438204	Northern Africa and Western Asia	2014		F	Female	Y30T34	30 to 34 years old	PHY+SEX	Physical and sexual	13.2	PT	Percent	C	Country Data	G	Global				2019
