INDICATOR_ID	INDICATOR_NUM	INDICATOR_DESC	MINSET_SERIES	MINSET_SERIES_DESC	REF_AREA	REF_AREA_DESC	ISO3	X	Y	SDG_REGION	TIME_PERIOD	SEX	SEX_DESC	AGE	AGE_DESC	URBANIZATION	URBANIZATION_DESC	OBS_VALUE	UNIT_MEASURE	UNIT_MEASURE_DESC	NATURE	NATURE_DESC	REPORTING_TYPE	REPORTING_TYPE_DESC	COMMENT_OBS	SOURCE_DETAIL	SOURCE_YEAR	isLatestValue
2	2	Average number of hours spent on total work (total work burden), by sex	73	Average number of hours spent on total work combined (total work burden), by sex	120	Cameroon	CMR	12.0	6.0	Sub-Saharan Africa	2014	M	Male	Y45T54	45 to 54 years old	R	Rural	7.96	HR	Hours	CA	Country Adjusted	G	Global	Time on unpaid domestic work includes time spent on community or volunteer work;	Calculated by UNSD based on available country data from the Fourth Cameroon Household Survey ECAM 4 to apply ICATUS.	2017	True
2	2	Average number of hours spent on total work (total work burden), by sex	73	Average number of hours spent on total work combined (total work burden), by sex	120	Cameroon	CMR	12.0	6.0	Sub-Saharan Africa	2014	F	Female	Y55T64	55 to 64 years old	R	Rural	8.69	HR	Hours	CA	Country Adjusted	G	Global	Time on unpaid domestic work includes time spent on community or volunteer work;	Calculated by UNSD based on available country data from the Fourth Cameroon Household Survey ECAM 4 to apply ICATUS.	2017	True
2	2	Average number of hours spent on total work (total work burden), by sex	73	Average number of hours spent on total work combined (total work burden), by sex	120	Cameroon	CMR	12.0	6.0	Sub-Saharan Africa	2014	M	Male	Y55T64	55 to 64 years old	R	Rural	7.96	HR	Hours	CA	Country Adjusted	G	Global	Time on unpaid domestic work includes time spent on community or volunteer work;	Calculated by UNSD based on available country data from the Fourth Cameroon Household Survey ECAM 4 to apply ICATUS.	2017	True
2	2	Average number of hours spent on total work (total work burden), by sex	73	Average number of hours spent on total work combined (total work burden), by sex	120	Cameroon	CMR	12.0	6.0	Sub-Saharan Africa	2014	F	Female	Y_GE65	65 years old and over	R	Rural	6.69	HR	Hours	CA	Country Adjusted	G	Global	Time on unpaid domestic work includes time spent on community or volunteer work;	Calculated by UNSD based on available country data from the Fourth Cameroon Household Survey ECAM 4 to apply ICATUS.	2017	True
2	2	Average number of hours spent on total work (total work burden), by sex	73	Average number of hours spent on total work combined (total work burden), by sex	120	Cameroon	CMR	12.0	6.0	Sub-Saharan Africa	2014	M	Male	Y_GE65	65 years old and over	R	Rural	6.1	HR	Hours	CA	Country Adjusted	G	Global	Time on unpaid domestic work includes time spent on community or volunteer work;	Calculated by UNSD based on available country data from the Fourth Cameroon Household Survey ECAM 4 to apply ICATUS.	2017	True
2	2	Average number of hours spent on total work (total work burden), by sex	73	Average number of hours spent on total work combined (total work burden), by sex	466	Mali	MLI	-4.0	17.0	Sub-Saharan Africa	2008	F	Female	Y15T49	15 to 49 years old	R	Rural	10.1	HR	Hours	CA	Country Adjusted	G	Global	Time on unpaid work does not include time spent on community or volunteer work;	Calculated by UNSD based on available country data from the Malian Survey on Time Use to apply ICATUS.	2017	True
2	2	Average number of hours spent on total work (total work burden), by sex	73	Average number of hours spent on total work combined (total work burden), by sex	466	Mali	MLI	-4.0	17.0	Sub-Saharan Africa	2008	M	Male	Y15T49	15 to 49 years old	R	Rural	6.3	HR	Hours	CA	Country Adjusted	G	Global	Time on unpaid work does not include time spent on community or volunteer work;	Calculated by UNSD based on available country data from the Malian Survey on Time Use to apply ICATUS.	2017	True
2	2	Average number of hours spent on total work (total work burden), by sex	73	Average number of hours spent on total work combined (total work burden), by sex	450	Madagascar	MDG	47.0	-20.0	Sub-Saharan Africa	2001	F	Female	_T	All age ranges or no breakdown by age	R	Rural	7.5	HR	Hours	CA	Country Adjusted	G	Global	Time on unpaid work does not include time spent on community or volunteer work;	Calculated by UNSD based on available country data from the Module on the use of time to apply ICATUS.	2017	True
2	2	Average number of hours spent on total work (total work burden), by sex	73	Average number of hours spent on total work combined (total work burden), by sex	450	Madagascar	MDG	47.0	-20.0	Sub-Saharan Africa	2001	M	Male	_T	All age ranges or no breakdown by age	R	Rural	6.67	HR	Hours	CA	Country Adjusted	G	Global	Time on unpaid work does not include time spent on community or volunteer work;	Calculated by UNSD based on available country data from the Module on the use of time to apply ICATUS.	2017	True
2	2	Average number of hours spent on total work (total work burden), by sex	73	Average number of hours spent on total work combined (total work burden), by sex	188	Costa Rica	CRI	-84.0	10.0	Latin America and the Caribbean	2017	F	Female	Y_GE12	12 years old and over	R	Rural	7.89	HR	Hours	CA	Country Adjusted	G	Global	Time on unpaid work includes time spent on community or volunteer work;	Calculated by UNSD based on available country data from the National time use survey 2017 to apply ICATUS.	2017	True
2	2	Average number of hours spent on total work (total work burden), by sex	73	Average number of hours spent on total work combined (total work burden), by sex	188	Costa Rica	CRI	-84.0	10.0	Latin America and the Caribbean	2017	M	Male	Y_GE12	12 years old and over	R	Rural	7.83	HR	Hours	CA	Country Adjusted	G	Global	Time on unpaid work includes time spent on community or volunteer work;	Calculated by UNSD based on available country data from the National time use survey 2017 to apply ICATUS.	2017	True
2	2	Average number of hours spent on total work (total work burden), by sex	73	Average number of hours spent on total work combined (total work burden), by sex	512	Oman	OMN	57.0	21.0	Northern Africa and Western Asia	2008	F	Female	Y_GE15	15 years old and over	R	Rural	6.03	HR	Hours	CA	Country Adjusted	G	Global	Time on unpaid work does not include time spent on community or volunteer work;	Calculated by UNSD based on available country data from the Time Use Survey to apply ICATUS.	2017	True
2	2	Average number of hours spent on total work (total work burden), by sex	73	Average number of hours spent on total work combined (total work burden), by sex	512	Oman	OMN	57.0	21.0	Northern Africa and Western Asia	2008	M	Male	Y_GE15	15 years old and over	R	Rural	5.7	HR	Hours	CA	Country Adjusted	G	Global	Time on unpaid work does not include time spent on community or volunteer work;	Calculated by UNSD based on available country data from the Time Use Survey to apply ICATUS.	2017	True
2	2	Average number of hours spent on total work (total work burden), by sex	73	Average number of hours spent on total work combined (total work burden), by sex	643	Russian Federation	RUS	100.0	60.0	Europe and Northern America	2014	F	Female	Y_GE15	15 years old and over	U	Urban	8.43	HR	Hours	CA	Country Adjusted	G	Global	Time on unpaid work includes time spent on community or volunteer work;	Calculated by UNSD based on available country data from the 2014 Time-use survey to apply ICATUS.	2017	True
2	2	Average number of hours spent on total work (total work burden), by sex	73	Average number of hours spent on total work combined (total work burden), by sex	643	Russian Federation	RUS	100.0	60.0	Europe and Northern America	2014	M	Male	Y_GE15	15 years old and over	U	Urban	7.83	HR	Hours	CA	Country Adjusted	G	Global	Time on unpaid work includes time spent on community or volunteer work;	Calculated by UNSD based on available country data from the 2014 Time-use survey to apply ICATUS.	2017	True
2	2	Average number of hours spent on total work (total work burden), by sex	73	Average number of hours spent on total work combined (total work burden), by sex	8	Albania	ALB	20.0	41.0	Europe and Northern America	2011	F	Female	Y_GE10	10 years old and over	U	Urban	6.4	HR	Hours	CA	Country Adjusted	G	Global	Time on unpaid domestic work includes time spent on community or volunteer work;	Calculated by UNSD based on available country data from the Albanian time use survey (ATUS) 2010-2011 to apply ICATUS.	2017	True
2	2	Average number of hours spent on total work (total work burden), by sex	73	Average number of hours spent on total work combined (total work burden), by sex	8	Albania	ALB	20.0	41.0	Europe and Northern America	2011	M	Male	Y_GE10	10 years old and over	U	Urban	4.85	HR	Hours	CA	Country Adjusted	G	Global	Time on unpaid domestic work includes time spent on community or volunteer work;	Calculated by UNSD based on available country data from the Albanian time use survey (ATUS) 2010-2011 to apply ICATUS.	2017	True
2	2	Average number of hours spent on total work (total work burden), by sex	73	Average number of hours spent on total work combined (total work burden), by sex	8	Albania	ALB	20.0	41.0	Europe and Northern America	2011	F	Female	Y_GE65	65 years old and over	U	Urban	4.53	HR	Hours	CA	Country Adjusted	G	Global	Time on unpaid domestic work includes time spent on community or volunteer work;	Calculated by UNSD based on available country data from the Albanian time use survey (ATUS) 2010-2011 to apply ICATUS.	2017	True
2	2	Average number of hours spent on total work (total work burden), by sex	73	Average number of hours spent on total work combined (total work burden), by sex	8	Albania	ALB	20.0	41.0	Europe and Northern America	2011	M	Male	Y_GE65	65 years old and over	U	Urban	2.32	HR	Hours	CA	Country Adjusted	G	Global	Time on unpaid domestic work includes time spent on community or volunteer work;	Calculated by UNSD based on available country data from the Albanian time use survey (ATUS) 2010-2011 to apply ICATUS.	2017	True
2	2	Average number of hours spent on total work (total work burden), by sex	73	Average number of hours spent on total work combined (total work burden), by sex	120	Cameroon	CMR	12.0	6.0	Sub-Saharan Africa	2014	F	Female	Y_GE10	10 years old and over	U	Urban	6.31	HR	Hours	CA	Country Adjusted	G	Global	Time on unpaid domestic work includes time spent on community or volunteer work;	Calculated by UNSD based on available country data from the Fourth Cameroon Household Survey ECAM 4 to apply ICATUS.	2017	True
2	2	Average number of hours spent on total work (total work burden), by sex	73	Average number of hours spent on total work combined (total work burden), by sex	120	Cameroon	CMR	12.0	6.0	Sub-Saharan Africa	2014	M	Male	Y_GE10	10 years old and over	U	Urban	5.85	HR	Hours	CA	Country Adjusted	G	Global	Time on unpaid domestic work includes time spent on community or volunteer work;	Calculated by UNSD based on available country data from the Fourth Cameroon Household Survey ECAM 4 to apply ICATUS.	2017	True
2	2	Average number of hours spent on total work (total work burden), by sex	73	Average number of hours spent on total work combined (total work burden), by sex	120	Cameroon	CMR	12.0	6.0	Sub-Saharan Africa	2014	F	Female	Y_GE15	15 years old and over	U	Urban	7.05	HR	Hours	CA	Country Adjusted	G	Global	Time on unpaid domestic work includes time spent on community or volunteer work;	Calculated by UNSD based on available country data from the Fourth Cameroon Household Survey ECAM 4 to apply ICATUS.	2017	True
2	2	Average number of hours spent on total work (total work burden), by sex	73	Average number of hours spent on total work combined (total work burden), by sex	120	Cameroon	CMR	12.0	6.0	Sub-Saharan Africa	2014	M	Male	Y_GE15	15 years old and over	U	Urban	6.57	HR	Hours	CA	Country Adjusted	G	Global	Time on unpaid domestic work includes time spent on community or volunteer work;	Calculated by UNSD based on available country data from the Fourth Cameroon Household Survey ECAM 4 to apply ICATUS.	2017	True
2	2	Average number of hours spent on total work (total work burden), by sex	73	Average number of hours spent on total work combined (total work burden), by sex	120	Cameroon	CMR	12.0	6.0	Sub-Saharan Africa	2014	F	Female	Y15T24	15 to 24 years old	U	Urban	4.88	HR	Hours	CA	Country Adjusted	G	Global	Time on unpaid domestic work includes time spent on community or volunteer work;	Calculated by UNSD based on available country data from the Fourth Cameroon Household Survey ECAM 4 to apply ICATUS.	2017	True
2	2	Average number of hours spent on total work (total work burden), by sex	73	Average number of hours spent on total work combined (total work burden), by sex	120	Cameroon	CMR	12.0	6.0	Sub-Saharan Africa	2014	M	Male	Y15T24	15 to 24 years old	U	Urban	4.16	HR	Hours	CA	Country Adjusted	G	Global	Time on unpaid domestic work includes time spent on community or volunteer work;	Calculated by UNSD based on available country data from the Fourth Cameroon Household Survey ECAM 4 to apply ICATUS.	2017	True
2	2	Average number of hours spent on total work (total work burden), by sex	73	Average number of hours spent on total work combined (total work burden), by sex	120	Cameroon	CMR	12.0	6.0	Sub-Saharan Africa	2014	F	Female	Y25T44	25 to 44 years old	U	Urban	8.62	HR	Hours	CA	Country Adjusted	G	Global	Time on unpaid domestic work includes time spent on community or volunteer work;	Calculated by UNSD based on available country data from the Fourth Cameroon Household Survey ECAM 4 to apply ICATUS.	2017	True
2	2	Average number of hours spent on total work (total work burden), by sex	73	Average number of hours spent on total work combined (total work burden), by sex	120	Cameroon	CMR	12.0	6.0	Sub-Saharan Africa	2014	M	Male	Y25T44	25 to 44 years old	U	Urban	8.2	HR	Hours	CA	Country Adjusted	G	Global	Time on unpaid domestic work includes time spent on community or volunteer work;	Calculated by UNSD based on available country data from the Fourth Cameroon Household Survey ECAM 4 to apply ICATUS.	2017	True
2	2	Average number of hours spent on total work (total work burden), by sex	73	Average number of hours spent on total work combined (total work burden), by sex	120	Cameroon	CMR	12.0	6.0	Sub-Saharan Africa	2014	F	Female	Y45T54	45 to 54 years old	U	Urban	8.08	HR	Hours	CA	Country Adjusted	G	Global	Time on unpaid domestic work includes time spent on community or volunteer work;	Calculated by UNSD based on available country data from the Fourth Cameroon Household Survey ECAM 4 to apply ICATUS.	2017	True
2	2	Average number of hours spent on total work (total work burden), by sex	73	Average number of hours spent on total work combined (total work burden), by sex	120	Cameroon	CMR	12.0	6.0	Sub-Saharan Africa	2014	M	Male	Y45T54	45 to 54 years old	U	Urban	8.45	HR	Hours	CA	Country Adjusted	G	Global	Time on unpaid domestic work includes time spent on community or volunteer work;	Calculated by UNSD based on available country data from the Fourth Cameroon Household Survey ECAM 4 to apply ICATUS.	2017	True
2	2	Average number of hours spent on total work (total work burden), by sex	73	Average number of hours spent on total work combined (total work burden), by sex	120	Cameroon	CMR	12.0	6.0	Sub-Saharan Africa	2014	F	Female	Y55T64	55 to 64 years old	U	Urban	6.83	HR	Hours	CA	Country Adjusted	G	Global	Time on unpaid domestic work includes time spent on community or volunteer work;	Calculated by UNSD based on available country data from the Fourth Cameroon Household Survey ECAM 4 to apply ICATUS.	2017	True
2	2	Average number of hours spent on total work (total work burden), by sex	73	Average number of hours spent on total work combined (total work burden), by sex	120	Cameroon	CMR	12.0	6.0	Sub-Saharan Africa	2014	M	Male	Y55T64	55 to 64 years old	U	Urban	5.67	HR	Hours	CA	Country Adjusted	G	Global	Time on unpaid domestic work includes time spent on community or volunteer work;	Calculated by UNSD based on available country data from the Fourth Cameroon Household Survey ECAM 4 to apply ICATUS.	2017	True
2	2	Average number of hours spent on total work (total work burden), by sex	73	Average number of hours spent on total work combined (total work burden), by sex	120	Cameroon	CMR	12.0	6.0	Sub-Saharan Africa	2014	F	Female	Y_GE65	65 years old and over	U	Urban	5.06	HR	Hours	CA	Country Adjusted	G	Global	Time on unpaid domestic work includes time spent on community or volunteer work;	Calculated by UNSD based on available country data from the Fourth Cameroon Household Survey ECAM 4 to apply ICATUS.	2017	True
2	2	Average number of hours spent on total work (total work burden), by sex	73	Average number of hours spent on total work combined (total work burden), by sex	120	Cameroon	CMR	12.0	6.0	Sub-Saharan Africa	2014	M	Male	Y_GE65	65 years old and over	U	Urban	4.46	HR	Hours	CA	Country Adjusted	G	Global	Time on unpaid domestic work includes time spent on community or volunteer work;	Calculated by UNSD based on available country data from the Fourth Cameroon Household Survey ECAM 4 to apply ICATUS.	2017	True
2	2	Average number of hours spent on total work (total work burden), by sex	73	Average number of hours spent on total work combined (total work burden), by sex	466	Mali	MLI	-4.0	17.0	Sub-Saharan Africa	2008	F	Female	Y15T49	15 to 49 years old	U	Urban	8.7	HR	Hours	CA	Country Adjusted	G	Global	Time on unpaid work does not include time spent on community or volunteer work;	Calculated by UNSD based on available country data from the Malian Survey on Time Use to apply ICATUS.	2017	True
2	2	Average number of hours spent on total work (total work burden), by sex	73	Average number of hours spent on total work combined (total work burden), by sex	466	Mali	MLI	-4.0	17.0	Sub-Saharan Africa	2008	M	Male	Y15T49	15 to 49 years old	U	Urban	6.8	HR	Hours	CA	Country Adjusted	G	Global	Time on unpaid work does not include time spent on community or volunteer work;	Calculated by UNSD based on available country data from the Malian Survey on Time Use to apply ICATUS.	2017	True
2	2	Average number of hours spent on total work (total work burden), by sex	73	Average number of hours spent on total work combined (total work burden), by sex	450	Madagascar	MDG	47.0	-20.0	Sub-Saharan Africa	2001	F	Female	_T	All age ranges or no breakdown by age	U	Urban	6.67	HR	Hours	CA	Country Adjusted	G	Global	Time on unpaid work does not include time spent on community or volunteer work;	Calculated by UNSD based on available country data from the Module on the use of time to apply ICATUS.	2017	True
2	2	Average number of hours spent on total work (total work burden), by sex	73	Average number of hours spent on total work combined (total work burden), by sex	450	Madagascar	MDG	47.0	-20.0	Sub-Saharan Africa	2001	M	Male	_T	All age ranges or no breakdown by age	U	Urban	5.75	HR	Hours	CA	Country Adjusted	G	Global	Time on unpaid work does not include time spent on community or volunteer work;	Calculated by UNSD based on available country data from the Module on the use of time to apply ICATUS.	2017	True
2	2	Average number of hours spent on total work (total work burden), by sex	73	Average number of hours spent on total work combined (total work burden), by sex	188	Costa Rica	CRI	-84.0	10.0	Latin America and the Caribbean	2017	F	Female	Y_GE12	12 years old and over	U	Urban	7.6	HR	Hours	CA	Country Adjusted	G	Global	Time on unpaid work includes time spent on community or volunteer work;	Calculated by UNSD based on available country data from the National time use survey 2017 to apply ICATUS.	2017	True
2	2	Average number of hours spent on total work (total work burden), by sex	73	Average number of hours spent on total work combined (total work burden), by sex	188	Costa Rica	CRI	-84.0	10.0	Latin America and the Caribbean	2017	M	Male	Y_GE12	12 years old and over	U	Urban	7.34	HR	Hours	CA	Country Adjusted	G	Global	Time on unpaid work includes time spent on community or volunteer work;	Calculated by UNSD based on available country data from the National time use survey 2017 to apply ICATUS.	2017	True
2	2	Average number of hours spent on total work (total work burden), by sex	73	Average number of hours spent on total work combined (total work burden), by sex	512	Oman	OMN	57.0	21.0	Northern Africa and Western Asia	2008	F	Female	Y_GE15	15 years old and over	U	Urban	6.1	HR	Hours	CA	Country Adjusted	G	Global	Time on unpaid work does not include time spent on community or volunteer work;	Calculated by UNSD based on available country data from the Time Use Survey to apply ICATUS.	2017	True
2	2	Average number of hours spent on total work (total work burden), by sex	73	Average number of hours spent on total work combined (total work burden), by sex	512	Oman	OMN	57.0	21.0	Northern Africa and Western Asia	2008	M	Male	Y_GE15	15 years old and over	U	Urban	6.52	HR	Hours	CA	Country Adjusted	G	Global	Time on unpaid work does not include time spent on community or volunteer work;	Calculated by UNSD based on available country data from the Time Use Survey to apply ICATUS.	2017	True
2	2	Average number of hours spent on total work (total work burden), by sex	73	Average number of hours spent on total work combined (total work burden), by sex	36	Australia	AUS	133.0	-27.0	Australia and New Zealand	2006	F	Female	Y_GE15	15 years old and over	_T	All areas	7.57	HR	Hours	CA	Country Adjusted	G	Global	Time on unpaid work includes time spent on community or volunteer work;	Calculated by UNSD based on available country data from the 2006 Time Use Survey to apply ICATUS.	2017	True
2	2	Average number of hours spent on total work (total work burden), by sex	73	Average number of hours spent on total work combined (total work burden), by sex	36	Australia	AUS	133.0	-27.0	Australia and New Zealand	2006	M	Male	Y_GE15	15 years old and over	_T	All areas	7.42	HR	Hours	CA	Country Adjusted	G	Global	Time on unpaid work includes time spent on community or volunteer work;	Calculated by UNSD based on available country data from the 2006 Time Use Survey to apply ICATUS.	2017	True
2	2	Average number of hours spent on total work (total work burden), by sex	73	Average number of hours spent on total work combined (total work burden), by sex	100	Bulgaria	BGR	25.0	43.0	Europe and Northern America	2010	F	Female	Y20T74	20 to 74 years old	_T	All areas	6.72	HR	Hours	CA	Country Adjusted	G	Global	Time on unpaid work does not include time spent on community or volunteer work;	Calculated by UNSD based on available country data from the 2009-2010 Time Use Survey to apply ICATUS.	2017	True
2	2	Average number of hours spent on total work (total work burden), by sex	73	Average number of hours spent on total work combined (total work burden), by sex	100	Bulgaria	BGR	25.0	43.0	Europe and Northern America	2002	F	Female	Y20T74	20 to 74 years old	_T	All areas	7.87	HR	Hours	CA	Country Adjusted	G	Global	Time on unpaid work does not include time spent on community or volunteer work;	Calculated by UNSD based on available country data from the Time Use Survey to apply ICATUS.	2017	False
2	2	Average number of hours spent on total work (total work burden), by sex	73	Average number of hours spent on total work combined (total work burden), by sex	100	Bulgaria	BGR	25.0	43.0	Europe and Northern America	2010	M	Male	Y20T74	20 to 74 years old	_T	All areas	5.38	HR	Hours	CA	Country Adjusted	G	Global	Time on unpaid work does not include time spent on community or volunteer work;	Calculated by UNSD based on available country data from the 2009-2010 Time Use Survey to apply ICATUS.	2017	True
2	2	Average number of hours spent on total work (total work burden), by sex	73	Average number of hours spent on total work combined (total work burden), by sex	100	Bulgaria	BGR	25.0	43.0	Europe and Northern America	2002	M	Male	Y20T74	20 to 74 years old	_T	All areas	6.53	HR	Hours	CA	Country Adjusted	G	Global	Time on unpaid work does not include time spent on community or volunteer work;	Calculated by UNSD based on available country data from the Time Use Survey to apply ICATUS.	2017	False
2	2	Average number of hours spent on total work (total work burden), by sex	73	Average number of hours spent on total work combined (total work burden), by sex	638	Réunion	REU	55.5	-21.15	Sub-Saharan Africa	2010	F	Female	Y_GE15	15 years old and over	_T	All areas	6.08	HR	Hours	CA	Country Adjusted	G	Global	Time on unpaid work does not include time spent on community or volunteer work; Paid work does not include commuting to/from work;	Calculated by UNSD based on available country data from the 2009-2010 Time Use Survey to apply ICATUS.	2017	True
2	2	Average number of hours spent on total work (total work burden), by sex	73	Average number of hours spent on total work combined (total work burden), by sex	638	Réunion	REU	55.5	-21.15	Sub-Saharan Africa	2010	M	Male	Y_GE15	15 years old and over	_T	All areas	5.92	HR	Hours	CA	Country Adjusted	G	Global	Time on unpaid work does not include time spent on community or volunteer work; Paid work does not include commuting to/from work;	Calculated by UNSD based on available country data from the 2009-2010 Time Use Survey to apply ICATUS.	2017	True
