INDICATOR_LABEL	INDICATOR_ID	INDICATOR_DESC	MINSET_SERIES	MINSET_SERIES_DESC	REF_AREA	REF_AREA_DESC	ISO3	X	Y	SDG_REGION	SEX	SEX_DESC	TIME_PERIOD	OBS_VALUE	UNIT_MEASURE	UNIT_MEASURE_DESC	NATURE	NATURE_DESC	REPORTING_TYPE	REPORTING_TYPE_DESC	COMMENT_OBS	SOURCE_DETAIL	SOURCE_YEAR	sort_order	SDG_SeriesID	ILO_SeriesID	UNESCO_SeriesID	TSK_sub_dims	TSK_sub_id	TSK_sub_desc	isLatestValue
I.5	I51881915	Proportion of employed who are contributing family workers, by sex	S51881915	Proportion of employed who are contributing family workers, by sex	8	Albania	ALB	20.06660928	41.13897007	Europe and Northern America	F	Female	2016	31.0	PT	Percent	C	Country Data	G	Global	Repository: ILO-STATISTICS - Micro data processing	LFS - Labour Force Survey	2021	800		EMP_2EMP_SEX_STE_NB_A		SEX	F	Female	False
I.5	I51881915	Proportion of employed who are contributing family workers, by sex	S51881915	Proportion of employed who are contributing family workers, by sex	8	Albania	ALB	20.06660928	41.13897007	Europe and Northern America	F	Female	2017	26.6	PT	Percent	C	Country Data	G	Global	Repository: ILO-STATISTICS - Micro data processing	LFS - Labour Force Survey	2021	800		EMP_2EMP_SEX_STE_NB_A		SEX	F	Female	False
I.5	I51881915	Proportion of employed who are contributing family workers, by sex	S51881915	Proportion of employed who are contributing family workers, by sex	8	Albania	ALB	20.06660928	41.13897007	Europe and Northern America	F	Female	2018	28.7	PT	Percent	C	Country Data	G	Global	Repository: ILO-STATISTICS - Micro data processing	LFS - Labour Force Survey	2021	800		EMP_2EMP_SEX_STE_NB_A		SEX	F	Female	False
I.5	I51881915	Proportion of employed who are contributing family workers, by sex	S51881915	Proportion of employed who are contributing family workers, by sex	8	Albania	ALB	20.06660928	41.13897007	Europe and Northern America	F	Female	2019	29.0	PT	Percent	C	Country Data	G	Global	Repository: ILO-STATISTICS - Micro data processing	LFS - Labour Force Survey	2021	800		EMP_2EMP_SEX_STE_NB_A		SEX	F	Female	True
I.5	I51881915	Proportion of employed who are contributing family workers, by sex	S51881915	Proportion of employed who are contributing family workers, by sex	12	Algeria	DZA	2.678164227	28.15940032	Northern Africa and Western Asia	F	Female	2001	6.1	PT	Percent	C	Country Data	G	Global	Data reference period: September	LFS - Enquête Emploi auprès des Ménages	2021	800		EMP_2EMP_SEX_STE_NB_A		SEX	F	Female	False
I.5	I51881915	Proportion of employed who are contributing family workers, by sex	S51881915	Proportion of employed who are contributing family workers, by sex	12	Algeria	DZA	2.678164227	28.15940032	Northern Africa and Western Asia	F	Female	2003	7.2	PT	Percent	C	Country Data	G	Global	Data reference period: September	LFS - Enquête Emploi auprès des Ménages	2021	800		EMP_2EMP_SEX_STE_NB_A		SEX	F	Female	False
I.5	I51881915	Proportion of employed who are contributing family workers, by sex	S51881915	Proportion of employed who are contributing family workers, by sex	12	Algeria	DZA	2.678164227	28.15940032	Northern Africa and Western Asia	F	Female	2011	2.2	PT	Percent	C	Country Data	G	Global	Data reference period: Fourth quarter	LFS - Enquête Emploi auprès des Ménages	2021	800		EMP_2EMP_SEX_STE_NB_A		SEX	F	Female	False
I.5	I51881915	Proportion of employed who are contributing family workers, by sex	S51881915	Proportion of employed who are contributing family workers, by sex	12	Algeria	DZA	2.678164227	28.15940032	Northern Africa and Western Asia	F	Female	2013	2.9	PT	Percent	C	Country Data	G	Global	Break in series: Methodology revised, Data reference period: September	LFS - Enquête Emploi auprès des Ménages	2021	800		EMP_2EMP_SEX_STE_NB_A		SEX	F	Female	False
I.5	I51881915	Proportion of employed who are contributing family workers, by sex	S51881915	Proportion of employed who are contributing family workers, by sex	12	Algeria	DZA	2.678164227	28.15940032	Northern Africa and Western Asia	F	Female	2017	2.4	PT	Percent	C	Country Data	G	Global	Data reference period: September	LFS - Enquête Emploi auprès des Ménages	2021	800		EMP_2EMP_SEX_STE_NB_A		SEX	F	Female	True
I.5	I51881915	Proportion of employed who are contributing family workers, by sex	S51881915	Proportion of employed who are contributing family workers, by sex	24	Angola	AGO	17.57817062	-12.33724746	Sub-Saharan Africa	F	Female	2004	7.4	PT	Percent	C	Country Data	G	Global	Break in series: Methodology revised, Repository: ILO-STATISTICS - Micro data processing	HIES - Questionnaire sur les Indicateurs de Base du Bien-être	2021	800		EMP_2EMP_SEX_STE_NB_A		SEX	F	Female	False
I.5	I51881915	Proportion of employed who are contributing family workers, by sex	S51881915	Proportion of employed who are contributing family workers, by sex	24	Angola	AGO	17.57817062	-12.33724746	Sub-Saharan Africa	F	Female	2009	13.0	PT	Percent	C	Country Data	G	Global	Repository: ILO-STATISTICS - Micro data processing	HIES - Questionnaire sur les Indicateurs de Base du Bien-être	2021	800		EMP_2EMP_SEX_STE_NB_A		SEX	F	Female	False
I.5	I51881915	Proportion of employed who are contributing family workers, by sex	S51881915	Proportion of employed who are contributing family workers, by sex	24	Angola	AGO	17.57817062	-12.33724746	Sub-Saharan Africa	F	Female	2011	12.1	PT	Percent	C	Country Data	G	Global	Repository: ILO-STATISTICS - Micro data processing	HIES - Questionnaire sur les Indicateurs de Base du Bien-être	2021	800		EMP_2EMP_SEX_STE_NB_A		SEX	F	Female	False
I.5	I51881915	Proportion of employed who are contributing family workers, by sex	S51881915	Proportion of employed who are contributing family workers, by sex	24	Angola	AGO	17.57817062	-12.33724746	Sub-Saharan Africa	F	Female	2014	6.9	PT	Percent	C	Country Data	G	Global	Repository: ILO-STATISTICS - Micro data processing	PC - Recensements de Population	2021	800		EMP_2EMP_SEX_STE_NB_A		SEX	F	Female	True
I.5	I51881915	Proportion of employed who are contributing family workers, by sex	S51881915	Proportion of employed who are contributing family workers, by sex	28	Antigua and Barbuda	ATG	-61.7999755	17.07761471	Latin America and the Caribbean	F	Female	1991	0.8	PT	Percent	C	Country Data	G	Global		PC - Population Census	2021	800		EMP_2EMP_SEX_STE_NB_A		SEX	F	Female	True
I.5	I51881915	Proportion of employed who are contributing family workers, by sex	S51881915	Proportion of employed who are contributing family workers, by sex	31	Azerbaijan	AZE	50.01064725	40.39229544	Northern Africa and Western Asia	F	Female	2000	32.5	PT	Percent	C	Country Data	G	Global	Data reference period: End of the year Population coverage: Excluding armed forces and/or conscripts	LFS - Labour Force Survey	2021	800		EMP_2EMP_SEX_STE_NB_A		SEX	F	Female	False
I.5	I51881915	Proportion of employed who are contributing family workers, by sex	S51881915	Proportion of employed who are contributing family workers, by sex	31	Azerbaijan	AZE	50.01064725	40.39229544	Northern Africa and Western Asia	F	Female	2001	32.6	PT	Percent	C	Country Data	G	Global	Data reference period: End of the year Population coverage: Excluding armed forces and/or conscripts	LFS - Labour Force Survey	2021	800		EMP_2EMP_SEX_STE_NB_A		SEX	F	Female	False
I.5	I51881915	Proportion of employed who are contributing family workers, by sex	S51881915	Proportion of employed who are contributing family workers, by sex	31	Azerbaijan	AZE	50.01064725	40.39229544	Northern Africa and Western Asia	F	Female	2002	33.3	PT	Percent	C	Country Data	G	Global	Data reference period: End of the year Population coverage: Excluding armed forces and/or conscripts	LFS - Labour Force Survey	2021	800		EMP_2EMP_SEX_STE_NB_A		SEX	F	Female	False
I.5	I51881915	Proportion of employed who are contributing family workers, by sex	S51881915	Proportion of employed who are contributing family workers, by sex	31	Azerbaijan	AZE	50.01064725	40.39229544	Northern Africa and Western Asia	F	Female	2004	32.2	PT	Percent	C	Country Data	G	Global	Data reference period: End of the year Population coverage: Excluding armed forces and/or conscripts	LFS - Labour Force Survey	2021	800		EMP_2EMP_SEX_STE_NB_A		SEX	F	Female	False
I.5	I51881915	Proportion of employed who are contributing family workers, by sex	S51881915	Proportion of employed who are contributing family workers, by sex	31	Azerbaijan	AZE	50.01064725	40.39229544	Northern Africa and Western Asia	F	Female	2005	29.8	PT	Percent	C	Country Data	G	Global	Data reference period: End of the year Population coverage: Excluding armed forces and/or conscripts	LFS - Labour Force Survey	2021	800		EMP_2EMP_SEX_STE_NB_A		SEX	F	Female	False
I.5	I51881915	Proportion of employed who are contributing family workers, by sex	S51881915	Proportion of employed who are contributing family workers, by sex	31	Azerbaijan	AZE	50.01064725	40.39229544	Northern Africa and Western Asia	F	Female	2009	30.2	PT	Percent	C	Country Data	G	Global	Data reference period: End of the year Population coverage: Excluding armed forces and/or conscripts	LFS - Labour Force Survey	2021	800		EMP_2EMP_SEX_STE_NB_A		SEX	F	Female	False
I.5	I51881915	Proportion of employed who are contributing family workers, by sex	S51881915	Proportion of employed who are contributing family workers, by sex	31	Azerbaijan	AZE	50.01064725	40.39229544	Northern Africa and Western Asia	F	Female	2010	31.0	PT	Percent	C	Country Data	G	Global	Data reference period: End of the year Population coverage: Excluding armed forces and/or conscripts	LFS - Labour Force Survey	2021	800		EMP_2EMP_SEX_STE_NB_A		SEX	F	Female	False
I.5	I51881915	Proportion of employed who are contributing family workers, by sex	S51881915	Proportion of employed who are contributing family workers, by sex	31	Azerbaijan	AZE	50.01064725	40.39229544	Northern Africa and Western Asia	F	Female	2011	32.1	PT	Percent	C	Country Data	G	Global	Data reference period: End of the year Population coverage: Excluding armed forces and/or conscripts	LFS - Labour Force Survey	2021	800		EMP_2EMP_SEX_STE_NB_A		SEX	F	Female	False
I.5	I51881915	Proportion of employed who are contributing family workers, by sex	S51881915	Proportion of employed who are contributing family workers, by sex	31	Azerbaijan	AZE	50.01064725	40.39229544	Northern Africa and Western Asia	F	Female	2012	32.9	PT	Percent	C	Country Data	G	Global	Data reference period: End of the year Population coverage: Excluding armed forces and/or conscripts	LFS - Labour Force Survey	2021	800		EMP_2EMP_SEX_STE_NB_A		SEX	F	Female	False
I.5	I51881915	Proportion of employed who are contributing family workers, by sex	S51881915	Proportion of employed who are contributing family workers, by sex	31	Azerbaijan	AZE	50.01064725	40.39229544	Northern Africa and Western Asia	F	Female	2013	33.7	PT	Percent	C	Country Data	G	Global	Data reference period: End of the year Population coverage: Excluding armed forces and/or conscripts	LFS - Labour Force Survey	2021	800		EMP_2EMP_SEX_STE_NB_A		SEX	F	Female	False
I.5	I51881915	Proportion of employed who are contributing family workers, by sex	S51881915	Proportion of employed who are contributing family workers, by sex	31	Azerbaijan	AZE	50.01064725	40.39229544	Northern Africa and Western Asia	F	Female	2014	33.7	PT	Percent	C	Country Data	G	Global	Data reference period: End of the year Population coverage: Excluding armed forces and/or conscripts	LFS - Labour Force Survey	2021	800		EMP_2EMP_SEX_STE_NB_A		SEX	F	Female	False
I.5	I51881915	Proportion of employed who are contributing family workers, by sex	S51881915	Proportion of employed who are contributing family workers, by sex	31	Azerbaijan	AZE	50.01064725	40.39229544	Northern Africa and Western Asia	F	Female	2015	33.2	PT	Percent	C	Country Data	G	Global	Data reference period: End of the year Population coverage: Excluding armed forces and/or conscripts	LFS - Labour Force Survey	2021	800		EMP_2EMP_SEX_STE_NB_A		SEX	F	Female	False
I.5	I51881915	Proportion of employed who are contributing family workers, by sex	S51881915	Proportion of employed who are contributing family workers, by sex	31	Azerbaijan	AZE	50.01064725	40.39229544	Northern Africa and Western Asia	F	Female	2016	41.3	PT	Percent	C	Country Data	G	Global	Data reference period: End of the year Population coverage: Excluding both institutional population and armed forces and/or conscripts	LFS - Labour Force Survey	2021	800		EMP_2EMP_SEX_STE_NB_A		SEX	F	Female	False
I.5	I51881915	Proportion of employed who are contributing family workers, by sex	S51881915	Proportion of employed who are contributing family workers, by sex	31	Azerbaijan	AZE	50.01064725	40.39229544	Northern Africa and Western Asia	F	Female	2017	41.4	PT	Percent	C	Country Data	G	Global	Employment definition: Excluding own-use production workers Data reference period: End of the year Population coverage: Excluding both institutional population and armed forces and/or conscripts	LFS - Labour Force Survey	2021	800		EMP_2EMP_SEX_STE_NB_A		SEX	F	Female	False
I.5	I51881915	Proportion of employed who are contributing family workers, by sex	S51881915	Proportion of employed who are contributing family workers, by sex	31	Azerbaijan	AZE	50.01064725	40.39229544	Northern Africa and Western Asia	F	Female	2018	43.3	PT	Percent	C	Country Data	G	Global	Employment definition: Excluding own-use production workers Data reference period: End of the year Population coverage: Excluding both institutional population and armed forces and/or conscripts	LFS - Labour Force Survey	2021	800		EMP_2EMP_SEX_STE_NB_A		SEX	F	Female	False
I.5	I51881915	Proportion of employed who are contributing family workers, by sex	S51881915	Proportion of employed who are contributing family workers, by sex	31	Azerbaijan	AZE	50.01064725	40.39229544	Northern Africa and Western Asia	F	Female	2019	44.3	PT	Percent	C	Country Data	G	Global	Employment definition: Excluding own-use production workers Data reference period: End of the year Population coverage: Excluding both institutional population and armed forces and/or conscripts	LFS - Labour Force Survey	2021	800		EMP_2EMP_SEX_STE_NB_A		SEX	F	Female	True
I.5	I51881915	Proportion of employed who are contributing family workers, by sex	S51881915	Proportion of employed who are contributing family workers, by sex	32	Argentina	ARG	-65.14563274	-35.19446255	Latin America and the Caribbean	F	Female	1990	2.5	PT	Percent	C	Country Data	G	Global	Data reference period: October Geographical coverage: Main city or metropolitan area	LFS - Encuesta Permanente de Hogares (Urbano)	2021	800		EMP_2EMP_SEX_STE_NB_A		SEX	F	Female	False
I.5	I51881915	Proportion of employed who are contributing family workers, by sex	S51881915	Proportion of employed who are contributing family workers, by sex	32	Argentina	ARG	-65.14563274	-35.19446255	Latin America and the Caribbean	F	Female	1991	1.9	PT	Percent	C	Country Data	G	Global	Data reference period: October Geographical coverage: Main city or metropolitan area	LFS - Encuesta Permanente de Hogares (Urbano)	2021	800		EMP_2EMP_SEX_STE_NB_A		SEX	F	Female	False
I.5	I51881915	Proportion of employed who are contributing family workers, by sex	S51881915	Proportion of employed who are contributing family workers, by sex	32	Argentina	ARG	-65.14563274	-35.19446255	Latin America and the Caribbean	F	Female	1992	2.1	PT	Percent	C	Country Data	G	Global	Data reference period: October Geographical coverage: Main city or metropolitan area	LFS - Encuesta Permanente de Hogares (Urbano)	2021	800		EMP_2EMP_SEX_STE_NB_A		SEX	F	Female	False
I.5	I51881915	Proportion of employed who are contributing family workers, by sex	S51881915	Proportion of employed who are contributing family workers, by sex	32	Argentina	ARG	-65.14563274	-35.19446255	Latin America and the Caribbean	F	Female	1993	2.2	PT	Percent	C	Country Data	G	Global	Data reference period: October Geographical coverage: Main city or metropolitan area	LFS - Encuesta Permanente de Hogares (Urbano)	2021	800		EMP_2EMP_SEX_STE_NB_A		SEX	F	Female	False
I.5	I51881915	Proportion of employed who are contributing family workers, by sex	S51881915	Proportion of employed who are contributing family workers, by sex	32	Argentina	ARG	-65.14563274	-35.19446255	Latin America and the Caribbean	F	Female	1994	2.6	PT	Percent	C	Country Data	G	Global	Data reference period: October Geographical coverage: Main city or metropolitan area	LFS - Encuesta Permanente de Hogares (Urbano)	2021	800		EMP_2EMP_SEX_STE_NB_A		SEX	F	Female	False
I.5	I51881915	Proportion of employed who are contributing family workers, by sex	S51881915	Proportion of employed who are contributing family workers, by sex	32	Argentina	ARG	-65.14563274	-35.19446255	Latin America and the Caribbean	F	Female	1995	2.1	PT	Percent	C	Country Data	G	Global	Data reference period: October Geographical coverage: Main city or metropolitan area	LFS - Encuesta Permanente de Hogares (Urbano)	2021	800		EMP_2EMP_SEX_STE_NB_A		SEX	F	Female	False
I.5	I51881915	Proportion of employed who are contributing family workers, by sex	S51881915	Proportion of employed who are contributing family workers, by sex	32	Argentina	ARG	-65.14563274	-35.19446255	Latin America and the Caribbean	F	Female	1996	2.8	PT	Percent	C	Country Data	G	Global	Break in series: Methodology revised, Data reference period: Incomplete year Geographical coverage: Main cities or metropolitan areas Age coverage - minimum age: 10 years old	LFS - Encuesta Permanente de Hogares (Urbano)	2021	800		EMP_2EMP_SEX_STE_NB_A		SEX	F	Female	False
I.5	I51881915	Proportion of employed who are contributing family workers, by sex	S51881915	Proportion of employed who are contributing family workers, by sex	32	Argentina	ARG	-65.14563274	-35.19446255	Latin America and the Caribbean	F	Female	1997	2.4	PT	Percent	C	Country Data	G	Global	Break in series: Methodology revised, Data reference period: Incomplete year Geographical coverage: Main cities or metropolitan areas Age coverage - minimum age: 10 years old	LFS - Encuesta Permanente de Hogares (Urbano)	2021	800		EMP_2EMP_SEX_STE_NB_A		SEX	F	Female	False
I.5	I51881915	Proportion of employed who are contributing family workers, by sex	S51881915	Proportion of employed who are contributing family workers, by sex	32	Argentina	ARG	-65.14563274	-35.19446255	Latin America and the Caribbean	F	Female	1998	2.2	PT	Percent	C	Country Data	G	Global	Break in series: Methodology revised, Data reference period: Incomplete year Geographical coverage: Main cities or metropolitan areas Age coverage - minimum age: 10 years old	LFS - Encuesta Permanente de Hogares (Urbano)	2021	800		EMP_2EMP_SEX_STE_NB_A		SEX	F	Female	False
I.5	I51881915	Proportion of employed who are contributing family workers, by sex	S51881915	Proportion of employed who are contributing family workers, by sex	32	Argentina	ARG	-65.14563274	-35.19446255	Latin America and the Caribbean	F	Female	1999	2.0	PT	Percent	C	Country Data	G	Global	Break in series: Methodology revised, Data reference period: Incomplete year Geographical coverage: Main cities or metropolitan areas Age coverage - minimum age: 10 years old	LFS - Encuesta Permanente de Hogares (Urbano)	2021	800		EMP_2EMP_SEX_STE_NB_A		SEX	F	Female	False
I.5	I51881915	Proportion of employed who are contributing family workers, by sex	S51881915	Proportion of employed who are contributing family workers, by sex	32	Argentina	ARG	-65.14563274	-35.19446255	Latin America and the Caribbean	F	Female	2000	1.8	PT	Percent	C	Country Data	G	Global	Break in series: Methodology revised, Data reference period: Incomplete year Geographical coverage: Main cities or metropolitan areas Age coverage - minimum age: 10 years old	LFS - Encuesta Permanente de Hogares (Urbano)	2021	800		EMP_2EMP_SEX_STE_NB_A		SEX	F	Female	False
I.5	I51881915	Proportion of employed who are contributing family workers, by sex	S51881915	Proportion of employed who are contributing family workers, by sex	32	Argentina	ARG	-65.14563274	-35.19446255	Latin America and the Caribbean	F	Female	2001	1.8	PT	Percent	C	Country Data	G	Global	Break in series: Methodology revised, Data reference period: Incomplete year Geographical coverage: Main cities or metropolitan areas Age coverage - minimum age: 10 years old	LFS - Encuesta Permanente de Hogares (Urbano)	2021	800		EMP_2EMP_SEX_STE_NB_A		SEX	F	Female	False
I.5	I51881915	Proportion of employed who are contributing family workers, by sex	S51881915	Proportion of employed who are contributing family workers, by sex	32	Argentina	ARG	-65.14563274	-35.19446255	Latin America and the Caribbean	F	Female	2002	1.6	PT	Percent	C	Country Data	G	Global	Break in series: Methodology revised, Data reference period: Incomplete year Geographical coverage: Main cities or metropolitan areas Age coverage - minimum age: 10 years old	LFS - Encuesta Permanente de Hogares (Urbano)	2021	800		EMP_2EMP_SEX_STE_NB_A		SEX	F	Female	False
I.5	I51881915	Proportion of employed who are contributing family workers, by sex	S51881915	Proportion of employed who are contributing family workers, by sex	32	Argentina	ARG	-65.14563274	-35.19446255	Latin America and the Caribbean	F	Female	2003	2.4	PT	Percent	C	Country Data	G	Global	Break in series: Other or unspecified type of break, Data reference period: Second semester Geographical coverage: Main cities or metropolitan areas Age coverage - minimum age: 10 years old	LFS - Encuesta Permanente de Hogares (Urbano)	2021	800		EMP_2EMP_SEX_STE_NB_A		SEX	F	Female	False
I.5	I51881915	Proportion of employed who are contributing family workers, by sex	S51881915	Proportion of employed who are contributing family workers, by sex	32	Argentina	ARG	-65.14563274	-35.19446255	Latin America and the Caribbean	F	Female	2004	2.0	PT	Percent	C	Country Data	G	Global	Break in series: Methodology revised, Repository: ILO-STATISTICS - Micro data processing Geographical coverage: Main cities or metropolitan areas	LFS - Encuesta Permanente de Hogares (Urbano)	2021	800		EMP_2EMP_SEX_STE_NB_A		SEX	F	Female	False
I.5	I51881915	Proportion of employed who are contributing family workers, by sex	S51881915	Proportion of employed who are contributing family workers, by sex	32	Argentina	ARG	-65.14563274	-35.19446255	Latin America and the Caribbean	F	Female	2005	1.7	PT	Percent	C	Country Data	G	Global	Repository: ILO-STATISTICS - Micro data processing Geographical coverage: Main cities or metropolitan areas	LFS - Encuesta Permanente de Hogares (Urbano)	2021	800		EMP_2EMP_SEX_STE_NB_A		SEX	F	Female	False
I.5	I51881915	Proportion of employed who are contributing family workers, by sex	S51881915	Proportion of employed who are contributing family workers, by sex	32	Argentina	ARG	-65.14563274	-35.19446255	Latin America and the Caribbean	F	Female	2006	1.6	PT	Percent	C	Country Data	G	Global	Repository: ILO-STATISTICS - Micro data processing Geographical coverage: Main cities or metropolitan areas	LFS - Encuesta Permanente de Hogares (Urbano)	2021	800		EMP_2EMP_SEX_STE_NB_A		SEX	F	Female	False
I.5	I51881915	Proportion of employed who are contributing family workers, by sex	S51881915	Proportion of employed who are contributing family workers, by sex	32	Argentina	ARG	-65.14563274	-35.19446255	Latin America and the Caribbean	F	Female	2007	1.4	PT	Percent	C	Country Data	G	Global	Geographical coverage: Main cities or metropolitan areas	LFS - Encuesta Permanente de Hogares (Urbano)	2021	800		EMP_2EMP_SEX_STE_NB_A		SEX	F	Female	False
I.5	I51881915	Proportion of employed who are contributing family workers, by sex	S51881915	Proportion of employed who are contributing family workers, by sex	32	Argentina	ARG	-65.14563274	-35.19446255	Latin America and the Caribbean	F	Female	2008	1.2	PT	Percent	C	Country Data	G	Global	Remarks: Warning on the use of statistical series: Statistical series published after January 2007 and before December 2015 should be used with caution. The INDEC, based on what is stated in decrees 181/15 and 55/16, is undertaking the investigations required to ensure the regularity of data collection, processing and dissemination procedures., Repository: ILO-STATISTICS - Micro data processing Geographical coverage: Main cities or metropolitan areas	LFS - Encuesta Permanente de Hogares (Urbano)	2021	800		EMP_2EMP_SEX_STE_NB_A		SEX	F	Female	False
I.5	I51881915	Proportion of employed who are contributing family workers, by sex	S51881915	Proportion of employed who are contributing family workers, by sex	32	Argentina	ARG	-65.14563274	-35.19446255	Latin America and the Caribbean	F	Female	2010	1.2	PT	Percent	C	Country Data	G	Global	Remarks: Warning on the use of statistical series: Statistical series published after January 2007 and before December 2015 should be used with caution. The INDEC, based on what is stated in decrees 181/15 and 55/16, is undertaking the investigations required to ensure the regularity of data collection, processing and dissemination procedures., Repository: ILO-STATISTICS - Micro data processing Geographical coverage: Main cities or metropolitan areas	LFS - Encuesta Permanente de Hogares (Urbano)	2021	800		EMP_2EMP_SEX_STE_NB_A		SEX	F	Female	False
