INDICATOR_LABEL	INDICATOR_ID	INDICATOR_DESC	MINSET_SERIES	MINSET_SERIES_DESC	REF_AREA	REF_AREA_DESC	ISO3	X	Y	SDG_REGION	TIME_PERIOD	SEX	SEX_DESC	EDUCATION_LEV	EDUCATION_LEV_DESC	OBS_VALUE	UNIT_MEASURE	UNIT_MEASURE_DESC	NATURE	NATURE_DESC	REPORTING_TYPE	REPORTING_TYPE_DESC	SOURCE_YEAR	sort_order	SDG_SeriesID	ILO_SeriesID	UNESCO_SeriesID	TSK_sub_dims	TSK_sub_id	TSK_sub_desc	isLatestValue
II.11	I229b17ac	Educational attainment of the population aged 25 and older by sex	S339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	584	Marshall Islands	MHL	171.0839119	7.110213497	Oceania, exc. Australia and New Zealand	2011	_T	Both sexes or no breakdown by sex	AGG_1T8	Primary (ISCED 1) or higher	96.43	PT	Percent	C	Country Data	G	Global	2021	5600			EA_1t8_AG25t99, EA_1t8_AG25t99_F, EA_1t8_AG25t99_M	SEX__EDUCATION_LEV	_T__AGG_1T8	Both sexes or no breakdown by sex, primary (isced 1) or higher	True
II.11	I229b17ac	Educational attainment of the population aged 25 and older by sex	S339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	710	South Africa	ZAF	24.67184355	-29.99957544	Sub-Saharan Africa	2001	_T	Both sexes or no breakdown by sex	AGG_1T8	Primary (ISCED 1) or higher	62.25691	PT	Percent	C	Country Data	G	Global	2021	5600			EA_1t8_AG25t99, EA_1t8_AG25t99_F, EA_1t8_AG25t99_M	SEX__EDUCATION_LEV	_T__AGG_1T8	Both sexes or no breakdown by sex, primary (isced 1) or higher	False
II.11	I229b17ac	Educational attainment of the population aged 25 and older by sex	S339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	710	South Africa	ZAF	24.67184355	-29.99957544	Sub-Saharan Africa	2002	_T	Both sexes or no breakdown by sex	AGG_1T8	Primary (ISCED 1) or higher	68.68414	PT	Percent	C	Country Data	G	Global	2021	5600			EA_1t8_AG25t99, EA_1t8_AG25t99_F, EA_1t8_AG25t99_M	SEX__EDUCATION_LEV	_T__AGG_1T8	Both sexes or no breakdown by sex, primary (isced 1) or higher	False
II.11	I229b17ac	Educational attainment of the population aged 25 and older by sex	S339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	710	South Africa	ZAF	24.67184355	-29.99957544	Sub-Saharan Africa	2003	_T	Both sexes or no breakdown by sex	AGG_1T8	Primary (ISCED 1) or higher	70.8406	PT	Percent	C	Country Data	G	Global	2021	5600			EA_1t8_AG25t99, EA_1t8_AG25t99_F, EA_1t8_AG25t99_M	SEX__EDUCATION_LEV	_T__AGG_1T8	Both sexes or no breakdown by sex, primary (isced 1) or higher	False
II.11	I229b17ac	Educational attainment of the population aged 25 and older by sex	S339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	710	South Africa	ZAF	24.67184355	-29.99957544	Sub-Saharan Africa	2004	_T	Both sexes or no breakdown by sex	AGG_1T8	Primary (ISCED 1) or higher	71.47269	PT	Percent	C	Country Data	G	Global	2021	5600			EA_1t8_AG25t99, EA_1t8_AG25t99_F, EA_1t8_AG25t99_M	SEX__EDUCATION_LEV	_T__AGG_1T8	Both sexes or no breakdown by sex, primary (isced 1) or higher	False
II.11	I229b17ac	Educational attainment of the population aged 25 and older by sex	S339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	710	South Africa	ZAF	24.67184355	-29.99957544	Sub-Saharan Africa	2005	_T	Both sexes or no breakdown by sex	AGG_1T8	Primary (ISCED 1) or higher	72.21898	PT	Percent	C	Country Data	G	Global	2021	5600			EA_1t8_AG25t99, EA_1t8_AG25t99_F, EA_1t8_AG25t99_M	SEX__EDUCATION_LEV	_T__AGG_1T8	Both sexes or no breakdown by sex, primary (isced 1) or higher	False
II.11	I229b17ac	Educational attainment of the population aged 25 and older by sex	S339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	710	South Africa	ZAF	24.67184355	-29.99957544	Sub-Saharan Africa	2006	_T	Both sexes or no breakdown by sex	AGG_1T8	Primary (ISCED 1) or higher	72.98714	PT	Percent	C	Country Data	G	Global	2021	5600			EA_1t8_AG25t99, EA_1t8_AG25t99_F, EA_1t8_AG25t99_M	SEX__EDUCATION_LEV	_T__AGG_1T8	Both sexes or no breakdown by sex, primary (isced 1) or higher	False
II.11	I229b17ac	Educational attainment of the population aged 25 and older by sex	S339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	710	South Africa	ZAF	24.67184355	-29.99957544	Sub-Saharan Africa	2007	_T	Both sexes or no breakdown by sex	AGG_1T8	Primary (ISCED 1) or higher	74.1135	PT	Percent	C	Country Data	G	Global	2021	5600			EA_1t8_AG25t99, EA_1t8_AG25t99_F, EA_1t8_AG25t99_M	SEX__EDUCATION_LEV	_T__AGG_1T8	Both sexes or no breakdown by sex, primary (isced 1) or higher	False
II.11	I229b17ac	Educational attainment of the population aged 25 and older by sex	S339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	710	South Africa	ZAF	24.67184355	-29.99957544	Sub-Saharan Africa	2008	_T	Both sexes or no breakdown by sex	AGG_1T8	Primary (ISCED 1) or higher	74.36147	PT	Percent	C	Country Data	G	Global	2021	5600			EA_1t8_AG25t99, EA_1t8_AG25t99_F, EA_1t8_AG25t99_M	SEX__EDUCATION_LEV	_T__AGG_1T8	Both sexes or no breakdown by sex, primary (isced 1) or higher	False
II.11	I229b17ac	Educational attainment of the population aged 25 and older by sex	S339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	710	South Africa	ZAF	24.67184355	-29.99957544	Sub-Saharan Africa	2009	_T	Both sexes or no breakdown by sex	AGG_1T8	Primary (ISCED 1) or higher	77.97071	PT	Percent	C	Country Data	G	Global	2021	5600			EA_1t8_AG25t99, EA_1t8_AG25t99_F, EA_1t8_AG25t99_M	SEX__EDUCATION_LEV	_T__AGG_1T8	Both sexes or no breakdown by sex, primary (isced 1) or higher	False
II.11	I229b17ac	Educational attainment of the population aged 25 and older by sex	S339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	710	South Africa	ZAF	24.67184355	-29.99957544	Sub-Saharan Africa	2010	_T	Both sexes or no breakdown by sex	AGG_1T8	Primary (ISCED 1) or higher	78.46267	PT	Percent	C	Country Data	G	Global	2021	5600			EA_1t8_AG25t99, EA_1t8_AG25t99_F, EA_1t8_AG25t99_M	SEX__EDUCATION_LEV	_T__AGG_1T8	Both sexes or no breakdown by sex, primary (isced 1) or higher	False
II.11	I229b17ac	Educational attainment of the population aged 25 and older by sex	S339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	710	South Africa	ZAF	24.67184355	-29.99957544	Sub-Saharan Africa	2011	_T	Both sexes or no breakdown by sex	AGG_1T8	Primary (ISCED 1) or higher	79.08847	PT	Percent	C	Country Data	G	Global	2021	5600			EA_1t8_AG25t99, EA_1t8_AG25t99_F, EA_1t8_AG25t99_M	SEX__EDUCATION_LEV	_T__AGG_1T8	Both sexes or no breakdown by sex, primary (isced 1) or higher	False
II.11	I229b17ac	Educational attainment of the population aged 25 and older by sex	S339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	710	South Africa	ZAF	24.67184355	-29.99957544	Sub-Saharan Africa	2012	_T	Both sexes or no breakdown by sex	AGG_1T8	Primary (ISCED 1) or higher	81.09812	PT	Percent	C	Country Data	G	Global	2021	5600			EA_1t8_AG25t99, EA_1t8_AG25t99_F, EA_1t8_AG25t99_M	SEX__EDUCATION_LEV	_T__AGG_1T8	Both sexes or no breakdown by sex, primary (isced 1) or higher	False
II.11	I229b17ac	Educational attainment of the population aged 25 and older by sex	S339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	710	South Africa	ZAF	24.67184355	-29.99957544	Sub-Saharan Africa	2014	_T	Both sexes or no breakdown by sex	AGG_1T8	Primary (ISCED 1) or higher	81.78265	PT	Percent	C	Country Data	G	Global	2021	5600			EA_1t8_AG25t99, EA_1t8_AG25t99_F, EA_1t8_AG25t99_M	SEX__EDUCATION_LEV	_T__AGG_1T8	Both sexes or no breakdown by sex, primary (isced 1) or higher	False
II.11	I229b17ac	Educational attainment of the population aged 25 and older by sex	S339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	710	South Africa	ZAF	24.67184355	-29.99957544	Sub-Saharan Africa	2015	_T	Both sexes or no breakdown by sex	AGG_1T8	Primary (ISCED 1) or higher	82.38449	PT	Percent	C	Country Data	G	Global	2021	5600			EA_1t8_AG25t99, EA_1t8_AG25t99_F, EA_1t8_AG25t99_M	SEX__EDUCATION_LEV	_T__AGG_1T8	Both sexes or no breakdown by sex, primary (isced 1) or higher	False
II.11	I229b17ac	Educational attainment of the population aged 25 and older by sex	S339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	710	South Africa	ZAF	24.67184355	-29.99957544	Sub-Saharan Africa	2017	_T	Both sexes or no breakdown by sex	AGG_1T8	Primary (ISCED 1) or higher	85.85367	PT	Percent	C	Country Data	G	Global	2021	5600			EA_1t8_AG25t99, EA_1t8_AG25t99_F, EA_1t8_AG25t99_M	SEX__EDUCATION_LEV	_T__AGG_1T8	Both sexes or no breakdown by sex, primary (isced 1) or higher	True
II.11	I229b17ac	Educational attainment of the population aged 25 and older by sex	S339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	630	Puerto Rico	PRI	-66.47591017	18.22753799	Latin America and the Caribbean	2000	_T	Both sexes or no breakdown by sex	AGG_1T8	Primary (ISCED 1) or higher	89.03479	PT	Percent	C	Country Data	G	Global	2021	5600			EA_1t8_AG25t99, EA_1t8_AG25t99_F, EA_1t8_AG25t99_M	SEX__EDUCATION_LEV	_T__AGG_1T8	Both sexes or no breakdown by sex, primary (isced 1) or higher	False
II.11	I229b17ac	Educational attainment of the population aged 25 and older by sex	S339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	630	Puerto Rico	PRI	-66.47591017	18.22753799	Latin America and the Caribbean	2012	_T	Both sexes or no breakdown by sex	AGG_1T8	Primary (ISCED 1) or higher	88.83968	PT	Percent	C	Country Data	G	Global	2021	5600			EA_1t8_AG25t99, EA_1t8_AG25t99_F, EA_1t8_AG25t99_M	SEX__EDUCATION_LEV	_T__AGG_1T8	Both sexes or no breakdown by sex, primary (isced 1) or higher	False
II.11	I229b17ac	Educational attainment of the population aged 25 and older by sex	S339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	630	Puerto Rico	PRI	-66.47591017	18.22753799	Latin America and the Caribbean	2017	_T	Both sexes or no breakdown by sex	AGG_1T8	Primary (ISCED 1) or higher	91.38792	PT	Percent	C	Country Data	G	Global	2021	5600			EA_1t8_AG25t99, EA_1t8_AG25t99_F, EA_1t8_AG25t99_M	SEX__EDUCATION_LEV	_T__AGG_1T8	Both sexes or no breakdown by sex, primary (isced 1) or higher	True
II.11	I229b17ac	Educational attainment of the population aged 25 and older by sex	S339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	70	Bosnia and Herzegovina	BIH	17.78584332	44.16845548	Europe and Northern America	2010	_T	Both sexes or no breakdown by sex	AGG_1T8	Primary (ISCED 1) or higher	73.09963	PT	Percent	C	Country Data	G	Global	2021	5600			EA_1t8_AG25t99, EA_1t8_AG25t99_F, EA_1t8_AG25t99_M	SEX__EDUCATION_LEV	_T__AGG_1T8	Both sexes or no breakdown by sex, primary (isced 1) or higher	False
II.11	I229b17ac	Educational attainment of the population aged 25 and older by sex	S339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	70	Bosnia and Herzegovina	BIH	17.78584332	44.16845548	Europe and Northern America	2011	_T	Both sexes or no breakdown by sex	AGG_1T8	Primary (ISCED 1) or higher	74.34972	PT	Percent	C	Country Data	G	Global	2021	5600			EA_1t8_AG25t99, EA_1t8_AG25t99_F, EA_1t8_AG25t99_M	SEX__EDUCATION_LEV	_T__AGG_1T8	Both sexes or no breakdown by sex, primary (isced 1) or higher	False
II.11	I229b17ac	Educational attainment of the population aged 25 and older by sex	S339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	70	Bosnia and Herzegovina	BIH	17.78584332	44.16845548	Europe and Northern America	2014	_T	Both sexes or no breakdown by sex	AGG_1T8	Primary (ISCED 1) or higher	78.04538	PT	Percent	C	Country Data	G	Global	2021	5600			EA_1t8_AG25t99, EA_1t8_AG25t99_F, EA_1t8_AG25t99_M	SEX__EDUCATION_LEV	_T__AGG_1T8	Both sexes or no breakdown by sex, primary (isced 1) or higher	False
II.11	I229b17ac	Educational attainment of the population aged 25 and older by sex	S339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	70	Bosnia and Herzegovina	BIH	17.78584332	44.16845548	Europe and Northern America	2015	_T	Both sexes or no breakdown by sex	AGG_1T8	Primary (ISCED 1) or higher	79.87345	PT	Percent	C	Country Data	G	Global	2021	5600			EA_1t8_AG25t99, EA_1t8_AG25t99_F, EA_1t8_AG25t99_M	SEX__EDUCATION_LEV	_T__AGG_1T8	Both sexes or no breakdown by sex, primary (isced 1) or higher	False
II.11	I229b17ac	Educational attainment of the population aged 25 and older by sex	S339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	70	Bosnia and Herzegovina	BIH	17.78584332	44.16845548	Europe and Northern America	2016	_T	Both sexes or no breakdown by sex	AGG_1T8	Primary (ISCED 1) or higher	83.74911	PT	Percent	C	Country Data	G	Global	2021	5600			EA_1t8_AG25t99, EA_1t8_AG25t99_F, EA_1t8_AG25t99_M	SEX__EDUCATION_LEV	_T__AGG_1T8	Both sexes or no breakdown by sex, primary (isced 1) or higher	False
II.11	I229b17ac	Educational attainment of the population aged 25 and older by sex	S339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	70	Bosnia and Herzegovina	BIH	17.78584332	44.16845548	Europe and Northern America	2018	_T	Both sexes or no breakdown by sex	AGG_1T8	Primary (ISCED 1) or higher	87.60678	PT	Percent	C	Country Data	G	Global	2021	5600			EA_1t8_AG25t99, EA_1t8_AG25t99_F, EA_1t8_AG25t99_M	SEX__EDUCATION_LEV	_T__AGG_1T8	Both sexes or no breakdown by sex, primary (isced 1) or higher	True
II.11	I229b17ac	Educational attainment of the population aged 25 and older by sex	S339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	524	Nepal	NPL	83.94678863	28.25866332	Central and Southern Asia	2001	_T	Both sexes or no breakdown by sex	AGG_1T8	Primary (ISCED 1) or higher	30.93104	PT	Percent	C	Country Data	G	Global	2021	5600			EA_1t8_AG25t99, EA_1t8_AG25t99_F, EA_1t8_AG25t99_M	SEX__EDUCATION_LEV	_T__AGG_1T8	Both sexes or no breakdown by sex, primary (isced 1) or higher	False
II.11	I229b17ac	Educational attainment of the population aged 25 and older by sex	S339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	524	Nepal	NPL	83.94678863	28.25866332	Central and Southern Asia	2011	_T	Both sexes or no breakdown by sex	AGG_1T8	Primary (ISCED 1) or higher	40.46943	PT	Percent	C	Country Data	G	Global	2021	5600			EA_1t8_AG25t99, EA_1t8_AG25t99_F, EA_1t8_AG25t99_M	SEX__EDUCATION_LEV	_T__AGG_1T8	Both sexes or no breakdown by sex, primary (isced 1) or higher	True
II.11	I229b17ac	Educational attainment of the population aged 25 and older by sex	S339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	191	Croatia	HRV	17.95874553	45.45172212	Europe and Northern America	2001	_T	Both sexes or no breakdown by sex	AGG_1T8	Primary (ISCED 1) or higher	91.51034	PT	Percent	C	Country Data	G	Global	2021	5600			EA_1t8_AG25t99, EA_1t8_AG25t99_F, EA_1t8_AG25t99_M	SEX__EDUCATION_LEV	_T__AGG_1T8	Both sexes or no breakdown by sex, primary (isced 1) or higher	False
II.11	I229b17ac	Educational attainment of the population aged 25 and older by sex	S339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	191	Croatia	HRV	17.95874553	45.45172212	Europe and Northern America	2011	_T	Both sexes or no breakdown by sex	AGG_1T8	Primary (ISCED 1) or higher	96.97402	PT	Percent	C	Country Data	G	Global	2021	5600			EA_1t8_AG25t99, EA_1t8_AG25t99_F, EA_1t8_AG25t99_M	SEX__EDUCATION_LEV	_T__AGG_1T8	Both sexes or no breakdown by sex, primary (isced 1) or higher	True
II.11	I229b17ac	Educational attainment of the population aged 25 and older by sex	S339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	642	Romania	ROU	24.98481009	45.83893563	Europe and Northern America	2002	_T	Both sexes or no breakdown by sex	AGG_1T8	Primary (ISCED 1) or higher	95.34629	PT	Percent	C	Country Data	G	Global	2021	5600			EA_1t8_AG25t99, EA_1t8_AG25t99_F, EA_1t8_AG25t99_M	SEX__EDUCATION_LEV	_T__AGG_1T8	Both sexes or no breakdown by sex, primary (isced 1) or higher	False
II.11	I229b17ac	Educational attainment of the population aged 25 and older by sex	S339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	642	Romania	ROU	24.98481009	45.83893563	Europe and Northern America	2007	_T	Both sexes or no breakdown by sex	AGG_1T8	Primary (ISCED 1) or higher	97.71719	PT	Percent	C	Country Data	G	Global	2021	5600			EA_1t8_AG25t99, EA_1t8_AG25t99_F, EA_1t8_AG25t99_M	SEX__EDUCATION_LEV	_T__AGG_1T8	Both sexes or no breakdown by sex, primary (isced 1) or higher	False
II.11	I229b17ac	Educational attainment of the population aged 25 and older by sex	S339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	642	Romania	ROU	24.98481009	45.83893563	Europe and Northern America	2008	_T	Both sexes or no breakdown by sex	AGG_1T8	Primary (ISCED 1) or higher	97.82862	PT	Percent	C	Country Data	G	Global	2021	5600			EA_1t8_AG25t99, EA_1t8_AG25t99_F, EA_1t8_AG25t99_M	SEX__EDUCATION_LEV	_T__AGG_1T8	Both sexes or no breakdown by sex, primary (isced 1) or higher	False
II.11	I229b17ac	Educational attainment of the population aged 25 and older by sex	S339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	642	Romania	ROU	24.98481009	45.83893563	Europe and Northern America	2009	_T	Both sexes or no breakdown by sex	AGG_1T8	Primary (ISCED 1) or higher	98.02963	PT	Percent	C	Country Data	G	Global	2021	5600			EA_1t8_AG25t99, EA_1t8_AG25t99_F, EA_1t8_AG25t99_M	SEX__EDUCATION_LEV	_T__AGG_1T8	Both sexes or no breakdown by sex, primary (isced 1) or higher	False
II.11	I229b17ac	Educational attainment of the population aged 25 and older by sex	S339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	642	Romania	ROU	24.98481009	45.83893563	Europe and Northern America	2010	_T	Both sexes or no breakdown by sex	AGG_1T8	Primary (ISCED 1) or higher	98.16192	PT	Percent	C	Country Data	G	Global	2021	5600			EA_1t8_AG25t99, EA_1t8_AG25t99_F, EA_1t8_AG25t99_M	SEX__EDUCATION_LEV	_T__AGG_1T8	Both sexes or no breakdown by sex, primary (isced 1) or higher	False
II.11	I229b17ac	Educational attainment of the population aged 25 and older by sex	S339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	642	Romania	ROU	24.98481009	45.83893563	Europe and Northern America	2011	_T	Both sexes or no breakdown by sex	AGG_1T8	Primary (ISCED 1) or higher	98.40665	PT	Percent	C	Country Data	G	Global	2021	5600			EA_1t8_AG25t99, EA_1t8_AG25t99_F, EA_1t8_AG25t99_M	SEX__EDUCATION_LEV	_T__AGG_1T8	Both sexes or no breakdown by sex, primary (isced 1) or higher	False
II.11	I229b17ac	Educational attainment of the population aged 25 and older by sex	S339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	642	Romania	ROU	24.98481009	45.83893563	Europe and Northern America	2012	_T	Both sexes or no breakdown by sex	AGG_1T8	Primary (ISCED 1) or higher	98.53948	PT	Percent	C	Country Data	G	Global	2021	5600			EA_1t8_AG25t99, EA_1t8_AG25t99_F, EA_1t8_AG25t99_M	SEX__EDUCATION_LEV	_T__AGG_1T8	Both sexes or no breakdown by sex, primary (isced 1) or higher	False
II.11	I229b17ac	Educational attainment of the population aged 25 and older by sex	S339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	642	Romania	ROU	24.98481009	45.83893563	Europe and Northern America	2013	_T	Both sexes or no breakdown by sex	AGG_1T8	Primary (ISCED 1) or higher	98.64797	PT	Percent	C	Country Data	G	Global	2021	5600			EA_1t8_AG25t99, EA_1t8_AG25t99_F, EA_1t8_AG25t99_M	SEX__EDUCATION_LEV	_T__AGG_1T8	Both sexes or no breakdown by sex, primary (isced 1) or higher	False
II.11	I229b17ac	Educational attainment of the population aged 25 and older by sex	S339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	642	Romania	ROU	24.98481009	45.83893563	Europe and Northern America	2014	_T	Both sexes or no breakdown by sex	AGG_1T8	Primary (ISCED 1) or higher	98.58204	PT	Percent	C	Country Data	G	Global	2021	5600			EA_1t8_AG25t99, EA_1t8_AG25t99_F, EA_1t8_AG25t99_M	SEX__EDUCATION_LEV	_T__AGG_1T8	Both sexes or no breakdown by sex, primary (isced 1) or higher	False
