INDICATOR_LABEL	INDICATOR_ID	INDICATOR_DESC	MINSET_SERIES	MINSET_SERIES_DESC	REF_AREA	REF_AREA_DESC	ISO3	X	Y	SDG_REGION	TIME_PERIOD	SEX	SEX_DESC	AGE	AGE_DESC	OBS_VALUE	UNIT_MEASURE	UNIT_MEASURE_DESC	NATURE	NATURE_DESC	REPORTING_TYPE	REPORTING_TYPE_DESC	COMMENT_OBS	SOURCE_YEAR	TSK_sub_dims	TSK_sub_id	TSK_sub_desc	isLatestValue
I.17	13151395	Proportion of individuals using the Internet, by sex	13151395	Proportion of individuals using the Internet, by sex	364	Iran (Islamic Republic of)	IRN	53.0	32.0	Central and Southern Asia	2013	F	Female	_T	All age ranges or no breakdown by age	25.83	PT	Percent	C	Country data	G	Global		2015	SEX__AGE	F___T	Female, all age ranges or no breakdown by age	True
I.17	13151395	Proportion of individuals using the Internet, by sex	13151395	Proportion of individuals using the Internet, by sex	360	Indonesia	IDN	120.0	-5.0	Eastern and South-Eastern Asia	2010	F	Female	_T	All age ranges or no breakdown by age	8.69	PT	Percent	C	Country data	G	Global		2015	SEX__AGE	F___T	Female, all age ranges or no breakdown by age	False
I.17	13151395	Proportion of individuals using the Internet, by sex	13151395	Proportion of individuals using the Internet, by sex	360	Indonesia	IDN	120.0	-5.0	Eastern and South-Eastern Asia	2013	F	Female	_T	All age ranges or no breakdown by age	13.29	PT	Percent	C	Country data	G	Global		2015	SEX__AGE	F___T	Female, all age ranges or no breakdown by age	False
I.17	13151395	Proportion of individuals using the Internet, by sex	13151395	Proportion of individuals using the Internet, by sex	360	Indonesia	IDN	120.0	-5.0	Eastern and South-Eastern Asia	2014	F	Female	_T	All age ranges or no breakdown by age	15.45	PT	Percent	C	Country data	G	Global		2015	SEX__AGE	F___T	Female, all age ranges or no breakdown by age	True
I.17	13151395	Proportion of individuals using the Internet, by sex	13151395	Proportion of individuals using the Internet, by sex	804	Ukraine	UKR	32.0	49.0	Europe and Northern America	2012	F	Female	_T	All age ranges or no breakdown by age	33.36	PT	Percent	C	Country data	G	Global		2015	SEX__AGE	F___T	Female, all age ranges or no breakdown by age	False
I.17	13151395	Proportion of individuals using the Internet, by sex	13151395	Proportion of individuals using the Internet, by sex	804	Ukraine	UKR	32.0	49.0	Europe and Northern America	2013	F	Female	_T	All age ranges or no breakdown by age	38.75	PT	Percent	C	Country data	G	Global		2015	SEX__AGE	F___T	Female, all age ranges or no breakdown by age	True
I.17	13151395	Proportion of individuals using the Internet, by sex	13151395	Proportion of individuals using the Internet, by sex	804	Ukraine	UKR	32.0	49.0	Europe and Northern America	2010	F	Female	_T	All age ranges or no breakdown by age	20.14	PT	Percent	C	Country data	G	Global		2015	SEX__AGE	F___T	Female, all age ranges or no breakdown by age	False
I.17	13151395	Proportion of individuals using the Internet, by sex	13151395	Proportion of individuals using the Internet, by sex	364	Iran (Islamic Republic of)	IRN	53.0	32.0	Central and Southern Asia	2010	M	Male	_T	All age ranges or no breakdown by age	16.57	PT	Percent	C	Country data	G	Global		2015	SEX__AGE	M___T	Male, all age ranges or no breakdown by age	False
I.17	13151395	Proportion of individuals using the Internet, by sex	13151395	Proportion of individuals using the Internet, by sex	364	Iran (Islamic Republic of)	IRN	53.0	32.0	Central and Southern Asia	2013	M	Male	_T	All age ranges or no breakdown by age	33.83	PT	Percent	C	Country data	G	Global		2015	SEX__AGE	M___T	Male, all age ranges or no breakdown by age	True
I.17	13151395	Proportion of individuals using the Internet, by sex	13151395	Proportion of individuals using the Internet, by sex	360	Indonesia	IDN	120.0	-5.0	Eastern and South-Eastern Asia	2010	M	Male	_T	All age ranges or no breakdown by age	11.11	PT	Percent	C	Country data	G	Global		2015	SEX__AGE	M___T	Male, all age ranges or no breakdown by age	False
I.17	13151395	Proportion of individuals using the Internet, by sex	13151395	Proportion of individuals using the Internet, by sex	360	Indonesia	IDN	120.0	-5.0	Eastern and South-Eastern Asia	2013	M	Male	_T	All age ranges or no breakdown by age	16.59	PT	Percent	C	Country data	G	Global		2015	SEX__AGE	M___T	Male, all age ranges or no breakdown by age	False
I.17	13151395	Proportion of individuals using the Internet, by sex	13151395	Proportion of individuals using the Internet, by sex	360	Indonesia	IDN	120.0	-5.0	Eastern and South-Eastern Asia	2014	M	Male	_T	All age ranges or no breakdown by age	18.83	PT	Percent	C	Country data	G	Global		2015	SEX__AGE	M___T	Male, all age ranges or no breakdown by age	True
I.17	13151395	Proportion of individuals using the Internet, by sex	13151395	Proportion of individuals using the Internet, by sex	804	Ukraine	UKR	32.0	49.0	Europe and Northern America	2012	M	Male	_T	All age ranges or no breakdown by age	37.49	PT	Percent	C	Country data	G	Global		2015	SEX__AGE	M___T	Male, all age ranges or no breakdown by age	False
I.17	13151395	Proportion of individuals using the Internet, by sex	13151395	Proportion of individuals using the Internet, by sex	804	Ukraine	UKR	32.0	49.0	Europe and Northern America	2013	M	Male	_T	All age ranges or no breakdown by age	43.53	PT	Percent	C	Country data	G	Global		2015	SEX__AGE	M___T	Male, all age ranges or no breakdown by age	True
I.17	13151395	Proportion of individuals using the Internet, by sex	13151395	Proportion of individuals using the Internet, by sex	804	Ukraine	UKR	32.0	49.0	Europe and Northern America	2010	M	Male	_T	All age ranges or no breakdown by age	24.18	PT	Percent	C	Country data	G	Global		2015	SEX__AGE	M___T	Male, all age ranges or no breakdown by age	False
I.17	13151395	Proportion of individuals using the Internet, by sex	13151395	Proportion of individuals using the Internet, by sex	50	Bangladesh	BGD	90.0	24.0	Central and Southern Asia	2013	_T	Both sexes or no breakdown by sex	_X	Not Available or not specified	6.63	PT	Percent	C	Country data	G	Global		2015	SEX__AGE	_T___X	Both sexes or no breakdown by sex, not available or not specified	True
I.17	13151395	Proportion of individuals using the Internet, by sex	13151395	Proportion of individuals using the Internet, by sex	116	Cambodia	KHM	105.0	13.0	Eastern and South-Eastern Asia	2013	_T	Both sexes or no breakdown by sex	_X	Not Available or not specified	5.99	PT	Percent	C	Country data	G	Global		2015	SEX__AGE	_T___X	Both sexes or no breakdown by sex, not available or not specified	True
I.17	13151395	Proportion of individuals using the Internet, by sex	13151395	Proportion of individuals using the Internet, by sex	48	Bahrain	BHR	50.55	26.0	Northern Africa and Western Asia	2011	_T	Both sexes or no breakdown by sex	_X	Not Available or not specified	77.0	PT	Percent	C	Country data	G	Global		2015	SEX__AGE	_T___X	Both sexes or no breakdown by sex, not available or not specified	False
I.17	13151395	Proportion of individuals using the Internet, by sex	13151395	Proportion of individuals using the Internet, by sex	48	Bahrain	BHR	50.55	26.0	Northern Africa and Western Asia	2012	_T	Both sexes or no breakdown by sex	_X	Not Available or not specified	88.0	PT	Percent	C	Country data	G	Global		2015	SEX__AGE	_T___X	Both sexes or no breakdown by sex, not available or not specified	False
I.17	13151395	Proportion of individuals using the Internet, by sex	13151395	Proportion of individuals using the Internet, by sex	48	Bahrain	BHR	50.55	26.0	Northern Africa and Western Asia	2013	_T	Both sexes or no breakdown by sex	_X	Not Available or not specified	90.0	PT	Percent	C	Country data	G	Global		2015	SEX__AGE	_T___X	Both sexes or no breakdown by sex, not available or not specified	False
I.17	13151395	Proportion of individuals using the Internet, by sex	13151395	Proportion of individuals using the Internet, by sex	48	Bahrain	BHR	50.55	26.0	Northern Africa and Western Asia	2014	_T	Both sexes or no breakdown by sex	_X	Not Available or not specified	90.5	PT	Percent	C	Country data	G	Global		2015	SEX__AGE	_T___X	Both sexes or no breakdown by sex, not available or not specified	True
I.17	13151395	Proportion of individuals using the Internet, by sex	13151395	Proportion of individuals using the Internet, by sex	729	Sudan	SDN	30.0	15.0	Northern Africa and Western Asia	2011	_T	Both sexes or no breakdown by sex	_X	Not Available or not specified	17.46	PT	Percent	C	Country data	G	Global		2015	SEX__AGE	_T___X	Both sexes or no breakdown by sex, not available or not specified	True
I.17	13151395	Proportion of individuals using the Internet, by sex	13151395	Proportion of individuals using the Internet, by sex	50	Bangladesh	BGD	90.0	24.0	Central and Southern Asia	2013	F	Female	_X	Not Available or not specified	5.1	PT	Percent	C	Country data	G	Global		2015	SEX__AGE	F___X	Female, not available or not specified	True
I.17	13151395	Proportion of individuals using the Internet, by sex	13151395	Proportion of individuals using the Internet, by sex	116	Cambodia	KHM	105.0	13.0	Eastern and South-Eastern Asia	2013	F	Female	_X	Not Available or not specified	5.82	PT	Percent	C	Country data	G	Global		2015	SEX__AGE	F___X	Female, not available or not specified	True
I.17	13151395	Proportion of individuals using the Internet, by sex	13151395	Proportion of individuals using the Internet, by sex	48	Bahrain	BHR	50.55	26.0	Northern Africa and Western Asia	2011	F	Female	_X	Not Available or not specified	90.01	PT	Percent	C	Country data	G	Global		2015	SEX__AGE	F___X	Female, not available or not specified	False
I.17	13151395	Proportion of individuals using the Internet, by sex	13151395	Proportion of individuals using the Internet, by sex	48	Bahrain	BHR	50.55	26.0	Northern Africa and Western Asia	2012	F	Female	_X	Not Available or not specified	90.0	PT	Percent	C	Country data	G	Global		2015	SEX__AGE	F___X	Female, not available or not specified	False
I.17	13151395	Proportion of individuals using the Internet, by sex	13151395	Proportion of individuals using the Internet, by sex	48	Bahrain	BHR	50.55	26.0	Northern Africa and Western Asia	2014	F	Female	_X	Not Available or not specified	95.0	PT	Percent	C	Country data	G	Global		2015	SEX__AGE	F___X	Female, not available or not specified	True
I.17	13151395	Proportion of individuals using the Internet, by sex	13151395	Proportion of individuals using the Internet, by sex	729	Sudan	SDN	30.0	15.0	Northern Africa and Western Asia	2011	F	Female	_X	Not Available or not specified	12.3	PT	Percent	C	Country data	G	Global		2015	SEX__AGE	F___X	Female, not available or not specified	True
I.17	13151395	Proportion of individuals using the Internet, by sex	13151395	Proportion of individuals using the Internet, by sex	50	Bangladesh	BGD	90.0	24.0	Central and Southern Asia	2013	M	Male	_X	Not Available or not specified	8.18	PT	Percent	C	Country data	G	Global		2015	SEX__AGE	M___X	Male, not available or not specified	True
I.17	13151395	Proportion of individuals using the Internet, by sex	13151395	Proportion of individuals using the Internet, by sex	116	Cambodia	KHM	105.0	13.0	Eastern and South-Eastern Asia	2013	M	Male	_X	Not Available or not specified	6.17	PT	Percent	C	Country data	G	Global		2015	SEX__AGE	M___X	Male, not available or not specified	True
I.17	13151395	Proportion of individuals using the Internet, by sex	13151395	Proportion of individuals using the Internet, by sex	48	Bahrain	BHR	50.55	26.0	Northern Africa and Western Asia	2011	M	Male	_X	Not Available or not specified	70.0	PT	Percent	C	Country data	G	Global		2015	SEX__AGE	M___X	Male, not available or not specified	False
I.17	13151395	Proportion of individuals using the Internet, by sex	13151395	Proportion of individuals using the Internet, by sex	48	Bahrain	BHR	50.55	26.0	Northern Africa and Western Asia	2012	M	Male	_X	Not Available or not specified	86.92	PT	Percent	C	Country data	G	Global		2015	SEX__AGE	M___X	Male, not available or not specified	False
I.17	13151395	Proportion of individuals using the Internet, by sex	13151395	Proportion of individuals using the Internet, by sex	48	Bahrain	BHR	50.55	26.0	Northern Africa and Western Asia	2013	M	Male	_X	Not Available or not specified	82.16	PT	Percent	C	Country data	G	Global		2015	SEX__AGE	M___X	Male, not available or not specified	False
I.17	13151395	Proportion of individuals using the Internet, by sex	13151395	Proportion of individuals using the Internet, by sex	48	Bahrain	BHR	50.55	26.0	Northern Africa and Western Asia	2014	M	Male	_X	Not Available or not specified	88.0	PT	Percent	C	Country data	G	Global		2015	SEX__AGE	M___X	Male, not available or not specified	True
I.17	13151395	Proportion of individuals using the Internet, by sex	13151395	Proportion of individuals using the Internet, by sex	729	Sudan	SDN	30.0	15.0	Northern Africa and Western Asia	2011	M	Male	_X	Not Available or not specified	22.5	PT	Percent	C	Country data	G	Global		2015	SEX__AGE	M___X	Male, not available or not specified	True
I.17	13151395	Proportion of individuals using the Internet, by sex	13151395	Proportion of individuals using the Internet, by sex	288	Ghana	GHA	-2.0	8.0	Sub-Saharan Africa	2010	_T	Both sexes or no breakdown by sex	Y_GE12	12 years old and over	7.78	PT	Percent	C	Country data	G	Global	Population 12 years and older who use internet facility at home, internet cafe, on phone or other mobile device.	2015	SEX__AGE	_T__Y_GE12	Both sexes or no breakdown by sex, 12 years old and over	True
I.17	13151395	Proportion of individuals using the Internet, by sex	13151395	Proportion of individuals using the Internet, by sex	288	Ghana	GHA	-2.0	8.0	Sub-Saharan Africa	2010	F	Female	Y_GE12	12 years old and over	5.45	PT	Percent	C	Country data	G	Global	Population 12 years and older who use internet facility at home, internet cafe, on phone or other mobile device.	2015	SEX__AGE	F__Y_GE12	Female, 12 years old and over	True
I.17	13151395	Proportion of individuals using the Internet, by sex	13151395	Proportion of individuals using the Internet, by sex	288	Ghana	GHA	-2.0	8.0	Sub-Saharan Africa	2010	M	Male	Y_GE12	12 years old and over	10.32	PT	Percent	C	Country data	G	Global	Population 12 years and older who use internet facility at home, internet cafe, on phone or other mobile device.	2015	SEX__AGE	M__Y_GE12	Male, 12 years old and over	True
I.17	13151395	Proportion of individuals using the Internet, by sex	13151395	Proportion of individuals using the Internet, by sex	344	China, Hong Kong Special Administrative Region	HKG	114.188	22.267	Eastern and South-Eastern Asia	2012	_T	Both sexes or no breakdown by sex	Y_GE10	10 years old and over	72.87	PT	Percent	C	Country data	G	Global		2015	SEX__AGE	_T__Y_GE10	Both sexes or no breakdown by sex, 10 years old and over	False
I.17	13151395	Proportion of individuals using the Internet, by sex	13151395	Proportion of individuals using the Internet, by sex	344	China, Hong Kong Special Administrative Region	HKG	114.188	22.267	Eastern and South-Eastern Asia	2013	_T	Both sexes or no breakdown by sex	Y_GE10	10 years old and over	74.18	PT	Percent	C	Country data	G	Global		2015	SEX__AGE	_T__Y_GE10	Both sexes or no breakdown by sex, 10 years old and over	False
I.17	13151395	Proportion of individuals using the Internet, by sex	13151395	Proportion of individuals using the Internet, by sex	344	China, Hong Kong Special Administrative Region	HKG	114.188	22.267	Eastern and South-Eastern Asia	2014	_T	Both sexes or no breakdown by sex	Y_GE10	10 years old and over	79.87	PT	Percent	C	Country data	G	Global		2015	SEX__AGE	_T__Y_GE10	Both sexes or no breakdown by sex, 10 years old and over	True
I.17	13151395	Proportion of individuals using the Internet, by sex	13151395	Proportion of individuals using the Internet, by sex	222	El Salvador	SLV	-88.91666666	13.83333333	Latin America and the Caribbean	2012	_T	Both sexes or no breakdown by sex	Y_GE10	10 years old and over	20.32	PT	Percent	C	Country data	G	Global		2015	SEX__AGE	_T__Y_GE10	Both sexes or no breakdown by sex, 10 years old and over	False
I.17	13151395	Proportion of individuals using the Internet, by sex	13151395	Proportion of individuals using the Internet, by sex	222	El Salvador	SLV	-88.91666666	13.83333333	Latin America and the Caribbean	2013	_T	Both sexes or no breakdown by sex	Y_GE10	10 years old and over	23.11	PT	Percent	C	Country data	G	Global		2015	SEX__AGE	_T__Y_GE10	Both sexes or no breakdown by sex, 10 years old and over	False
I.17	13151395	Proportion of individuals using the Internet, by sex	13151395	Proportion of individuals using the Internet, by sex	222	El Salvador	SLV	-88.91666666	13.83333333	Latin America and the Caribbean	2014	_T	Both sexes or no breakdown by sex	Y_GE10	10 years old and over	24.76	PT	Percent	C	Country data	G	Global		2015	SEX__AGE	_T__Y_GE10	Both sexes or no breakdown by sex, 10 years old and over	True
I.17	13151395	Proportion of individuals using the Internet, by sex	13151395	Proportion of individuals using the Internet, by sex	222	El Salvador	SLV	-88.91666666	13.83333333	Latin America and the Caribbean	2010	_T	Both sexes or no breakdown by sex	Y_GE10	10 years old and over	12.93	PT	Percent	C	Country data	G	Global		2015	SEX__AGE	_T__Y_GE10	Both sexes or no breakdown by sex, 10 years old and over	False
I.17	13151395	Proportion of individuals using the Internet, by sex	13151395	Proportion of individuals using the Internet, by sex	222	El Salvador	SLV	-88.91666666	13.83333333	Latin America and the Caribbean	2011	_T	Both sexes or no breakdown by sex	Y_GE10	10 years old and over	16.95	PT	Percent	C	Country data	G	Global		2015	SEX__AGE	_T__Y_GE10	Both sexes or no breakdown by sex, 10 years old and over	False
I.17	13151395	Proportion of individuals using the Internet, by sex	13151395	Proportion of individuals using the Internet, by sex	76	Brazil	BRA	-55.0	-10.0	Latin America and the Caribbean	2010	_T	Both sexes or no breakdown by sex	Y_GE10	10 years old and over	40.65	PT	Percent	C	Country data	G	Global		2015	SEX__AGE	_T__Y_GE10	Both sexes or no breakdown by sex, 10 years old and over	False
I.17	13151395	Proportion of individuals using the Internet, by sex	13151395	Proportion of individuals using the Internet, by sex	76	Brazil	BRA	-55.0	-10.0	Latin America and the Caribbean	2011	_T	Both sexes or no breakdown by sex	Y_GE10	10 years old and over	45.69	PT	Percent	C	Country data	G	Global		2015	SEX__AGE	_T__Y_GE10	Both sexes or no breakdown by sex, 10 years old and over	False
I.17	13151395	Proportion of individuals using the Internet, by sex	13151395	Proportion of individuals using the Internet, by sex	76	Brazil	BRA	-55.0	-10.0	Latin America and the Caribbean	2012	_T	Both sexes or no breakdown by sex	Y_GE10	10 years old and over	48.56	PT	Percent	C	Country data	G	Global		2015	SEX__AGE	_T__Y_GE10	Both sexes or no breakdown by sex, 10 years old and over	False
I.17	13151395	Proportion of individuals using the Internet, by sex	13151395	Proportion of individuals using the Internet, by sex	76	Brazil	BRA	-55.0	-10.0	Latin America and the Caribbean	2013	_T	Both sexes or no breakdown by sex	Y_GE10	10 years old and over	51.04	PT	Percent	C	Country data	G	Global		2015	SEX__AGE	_T__Y_GE10	Both sexes or no breakdown by sex, 10 years old and over	False
I.17	13151395	Proportion of individuals using the Internet, by sex	13151395	Proportion of individuals using the Internet, by sex	76	Brazil	BRA	-55.0	-10.0	Latin America and the Caribbean	2014	_T	Both sexes or no breakdown by sex	Y_GE10	10 years old and over	54.55	PT	Percent	C	Country data	G	Global		2015	SEX__AGE	_T__Y_GE10	Both sexes or no breakdown by sex, 10 years old and over	True
I.17	13151395	Proportion of individuals using the Internet, by sex	13151395	Proportion of individuals using the Internet, by sex	32	Argentina	ARG	-64.0	-34.0	Latin America and the Caribbean	2011	_T	Both sexes or no breakdown by sex	Y_GE10	10 years old and over	54.14	PT	Percent	C	Country data	G	Global		2015	SEX__AGE	_T__Y_GE10	Both sexes or no breakdown by sex, 10 years old and over	True
I.17	13151395	Proportion of individuals using the Internet, by sex	13151395	Proportion of individuals using the Internet, by sex	591	Panama	PAN	-80.0	9.0	Latin America and the Caribbean	2012	_T	Both sexes or no breakdown by sex	Y_GE10	10 years old and over	40.3	PT	Percent	C	Country data	G	Global		2015	SEX__AGE	_T__Y_GE10	Both sexes or no breakdown by sex, 10 years old and over	False
I.17	13151395	Proportion of individuals using the Internet, by sex	13151395	Proportion of individuals using the Internet, by sex	591	Panama	PAN	-80.0	9.0	Latin America and the Caribbean	2013	_T	Both sexes or no breakdown by sex	Y_GE10	10 years old and over	44.03	PT	Percent	C	Country data	G	Global		2015	SEX__AGE	_T__Y_GE10	Both sexes or no breakdown by sex, 10 years old and over	False
I.17	13151395	Proportion of individuals using the Internet, by sex	13151395	Proportion of individuals using the Internet, by sex	591	Panama	PAN	-80.0	9.0	Latin America and the Caribbean	2014	_T	Both sexes or no breakdown by sex	Y_GE10	10 years old and over	44.92	PT	Percent	C	Country data	G	Global		2015	SEX__AGE	_T__Y_GE10	Both sexes or no breakdown by sex, 10 years old and over	True
I.17	13151395	Proportion of individuals using the Internet, by sex	13151395	Proportion of individuals using the Internet, by sex	600	Paraguay	PRY	-58.0	-23.0	Latin America and the Caribbean	2010	_T	Both sexes or no breakdown by sex	Y_GE10	10 years old and over	19.77	PT	Percent	C	Country data	G	Global		2015	SEX__AGE	_T__Y_GE10	Both sexes or no breakdown by sex, 10 years old and over	False
I.17	13151395	Proportion of individuals using the Internet, by sex	13151395	Proportion of individuals using the Internet, by sex	600	Paraguay	PRY	-58.0	-23.0	Latin America and the Caribbean	2011	_T	Both sexes or no breakdown by sex	Y_GE10	10 years old and over	24.76	PT	Percent	C	Country data	G	Global		2015	SEX__AGE	_T__Y_GE10	Both sexes or no breakdown by sex, 10 years old and over	False
I.17	13151395	Proportion of individuals using the Internet, by sex	13151395	Proportion of individuals using the Internet, by sex	600	Paraguay	PRY	-58.0	-23.0	Latin America and the Caribbean	2012	_T	Both sexes or no breakdown by sex	Y_GE10	10 years old and over	29.34	PT	Percent	C	Country data	G	Global		2015	SEX__AGE	_T__Y_GE10	Both sexes or no breakdown by sex, 10 years old and over	False
I.17	13151395	Proportion of individuals using the Internet, by sex	13151395	Proportion of individuals using the Internet, by sex	600	Paraguay	PRY	-58.0	-23.0	Latin America and the Caribbean	2013	_T	Both sexes or no breakdown by sex	Y_GE10	10 years old and over	36.91	PT	Percent	C	Country data	G	Global		2015	SEX__AGE	_T__Y_GE10	Both sexes or no breakdown by sex, 10 years old and over	False
I.17	13151395	Proportion of individuals using the Internet, by sex	13151395	Proportion of individuals using the Internet, by sex	600	Paraguay	PRY	-58.0	-23.0	Latin America and the Caribbean	2014	_T	Both sexes or no breakdown by sex	Y_GE10	10 years old and over	43.01	PT	Percent	C	Country data	G	Global		2015	SEX__AGE	_T__Y_GE10	Both sexes or no breakdown by sex, 10 years old and over	True
I.17	13151395	Proportion of individuals using the Internet, by sex	13151395	Proportion of individuals using the Internet, by sex	275	State of Palestine	PSE	35.2	31.9	Northern Africa and Western Asia	2011	_T	Both sexes or no breakdown by sex	Y_GE10	10 years old and over	39.57	PT	Percent	C	Country data	G	Global		2015	SEX__AGE	_T__Y_GE10	Both sexes or no breakdown by sex, 10 years old and over	False
I.17	13151395	Proportion of individuals using the Internet, by sex	13151395	Proportion of individuals using the Internet, by sex	275	State of Palestine	PSE	35.2	31.9	Northern Africa and Western Asia	2014	_T	Both sexes or no breakdown by sex	Y_GE10	10 years old and over	53.67	PT	Percent	C	Country data	G	Global		2015	SEX__AGE	_T__Y_GE10	Both sexes or no breakdown by sex, 10 years old and over	True
