INDICATOR_LABEL	INDICATOR_ID	INDICATOR_DESC	MINSET_SERIES	MINSET_SERIES_DESC	REF_AREA	REF_AREA_DESC	ISO3	X	Y	SDG_REGION	TIME_PERIOD	SEX	SEX_DESC	OBS_VALUE	UNIT_MEASURE	UNIT_MEASURE_DESC	NATURE	NATURE_DESC	REPORTING_TYPE	REPORTING_TYPE_DESC	SOURCE_DETAIL	SOURCE_YEAR	sort_order	SDG_SeriesID	ILO_SeriesID	UNESCO_SeriesID	TSK_sub_dims	TSK_sub_id	TSK_sub_desc	isLatestValue
II.11	I18f221cb	Effective transition rate from primary to secondary education (general programmes), by sex	S18f221cb	Effective transition rate from primary to secondary education (general programmes), by sex (retired)	364	Iran (Islamic Republic of)	IRN	53.0	32.0	Central and Southern Asia	1989	_T	Both sexes or no breakdown by sex	86.34	PT	Percent	C	Country data	G	Global	Data extracted via UNESCO API on: 2018-08-06T18:46:33	2017	5100				SEX	_T	Both sexes or no breakdown by sex	False
II.11	I18f221cb	Effective transition rate from primary to secondary education (general programmes), by sex	S18f221cb	Effective transition rate from primary to secondary education (general programmes), by sex (retired)	364	Iran (Islamic Republic of)	IRN	53.0	32.0	Central and Southern Asia	1988	_T	Both sexes or no breakdown by sex	86.44	PT	Percent	C	Country data	G	Global	Data extracted via UNESCO API on: 2018-08-06T18:46:33	2017	5100				SEX	_T	Both sexes or no breakdown by sex	False
II.11	I18f221cb	Effective transition rate from primary to secondary education (general programmes), by sex	S18f221cb	Effective transition rate from primary to secondary education (general programmes), by sex (retired)	364	Iran (Islamic Republic of)	IRN	53.0	32.0	Central and Southern Asia	1987	_T	Both sexes or no breakdown by sex	84.79	PT	Percent	C	Country data	G	Global	Data extracted via UNESCO API on: 2018-08-06T18:46:32	2017	5100				SEX	_T	Both sexes or no breakdown by sex	False
II.11	I18f221cb	Effective transition rate from primary to secondary education (general programmes), by sex	S18f221cb	Effective transition rate from primary to secondary education (general programmes), by sex (retired)	364	Iran (Islamic Republic of)	IRN	53.0	32.0	Central and Southern Asia	1986	_T	Both sexes or no breakdown by sex	83.11	PT	Percent	C	Country data	G	Global	Data extracted via UNESCO API on: 2018-08-06T18:46:32	2017	5100				SEX	_T	Both sexes or no breakdown by sex	False
II.11	I18f221cb	Effective transition rate from primary to secondary education (general programmes), by sex	S18f221cb	Effective transition rate from primary to secondary education (general programmes), by sex (retired)	364	Iran (Islamic Republic of)	IRN	53.0	32.0	Central and Southern Asia	1985	_T	Both sexes or no breakdown by sex	86.76	PT	Percent	C	Country data	G	Global	Data extracted via UNESCO API on: 2018-08-06T18:46:32	2017	5100				SEX	_T	Both sexes or no breakdown by sex	False
II.11	I18f221cb	Effective transition rate from primary to secondary education (general programmes), by sex	S18f221cb	Effective transition rate from primary to secondary education (general programmes), by sex (retired)	364	Iran (Islamic Republic of)	IRN	53.0	32.0	Central and Southern Asia	1984	_T	Both sexes or no breakdown by sex	86.53	PT	Percent	C	Country data	G	Global	Data extracted via UNESCO API on: 2018-08-06T18:46:32	2017	5100				SEX	_T	Both sexes or no breakdown by sex	False
II.11	I18f221cb	Effective transition rate from primary to secondary education (general programmes), by sex	S18f221cb	Effective transition rate from primary to secondary education (general programmes), by sex (retired)	364	Iran (Islamic Republic of)	IRN	53.0	32.0	Central and Southern Asia	1983	_T	Both sexes or no breakdown by sex	86.01	PT	Percent	C	Country data	G	Global	Data extracted via UNESCO API on: 2018-08-06T18:46:32	2017	5100				SEX	_T	Both sexes or no breakdown by sex	False
II.11	I18f221cb	Effective transition rate from primary to secondary education (general programmes), by sex	S18f221cb	Effective transition rate from primary to secondary education (general programmes), by sex (retired)	364	Iran (Islamic Republic of)	IRN	53.0	32.0	Central and Southern Asia	2011	_T	Both sexes or no breakdown by sex	97.02	PT	Percent	E	Estimated	G	Global	Data extracted via UNESCO API on: 2018-08-06T18:46:35	2017	5100				SEX	_T	Both sexes or no breakdown by sex	True
II.11	I18f221cb	Effective transition rate from primary to secondary education (general programmes), by sex	S18f221cb	Effective transition rate from primary to secondary education (general programmes), by sex (retired)	356	India	IND	77.0	20.0	Central and Southern Asia	2015	_T	Both sexes or no breakdown by sex	90.84	PT	Percent	C	Country data	G	Global	Data extracted via UNESCO API on: 2018-08-06T18:46:36	2017	5100				SEX	_T	Both sexes or no breakdown by sex	True
II.11	I18f221cb	Effective transition rate from primary to secondary education (general programmes), by sex	S18f221cb	Effective transition rate from primary to secondary education (general programmes), by sex (retired)	356	India	IND	77.0	20.0	Central and Southern Asia	2014	_T	Both sexes or no breakdown by sex	90.32	PT	Percent	C	Country data	G	Global	Data extracted via UNESCO API on: 2018-08-06T18:46:36	2017	5100				SEX	_T	Both sexes or no breakdown by sex	False
II.11	I18f221cb	Effective transition rate from primary to secondary education (general programmes), by sex	S18f221cb	Effective transition rate from primary to secondary education (general programmes), by sex (retired)	356	India	IND	77.0	20.0	Central and Southern Asia	2013	_T	Both sexes or no breakdown by sex	91.17	PT	Percent	C	Country data	G	Global	Data extracted via UNESCO API on: 2018-08-06T18:46:36	2017	5100				SEX	_T	Both sexes or no breakdown by sex	False
II.11	I18f221cb	Effective transition rate from primary to secondary education (general programmes), by sex	S18f221cb	Effective transition rate from primary to secondary education (general programmes), by sex (retired)	356	India	IND	77.0	20.0	Central and Southern Asia	2010	_T	Both sexes or no breakdown by sex	91.99	PT	Percent	C	Country data	G	Global	Data extracted via UNESCO API on: 2018-08-06T18:46:35	2017	5100				SEX	_T	Both sexes or no breakdown by sex	False
II.11	I18f221cb	Effective transition rate from primary to secondary education (general programmes), by sex	S18f221cb	Effective transition rate from primary to secondary education (general programmes), by sex (retired)	356	India	IND	77.0	20.0	Central and Southern Asia	2002	_T	Both sexes or no breakdown by sex	90.66	PT	Percent	C	Country data	G	Global	Data extracted via UNESCO API on: 2018-08-06T18:46:34	2017	5100				SEX	_T	Both sexes or no breakdown by sex	False
II.11	I18f221cb	Effective transition rate from primary to secondary education (general programmes), by sex	S18f221cb	Effective transition rate from primary to secondary education (general programmes), by sex (retired)	356	India	IND	77.0	20.0	Central and Southern Asia	2001	_T	Both sexes or no breakdown by sex	93.11	PT	Percent	C	Country data	G	Global	Data extracted via UNESCO API on: 2018-08-06T18:46:34	2017	5100				SEX	_T	Both sexes or no breakdown by sex	False
II.11	I18f221cb	Effective transition rate from primary to secondary education (general programmes), by sex	S18f221cb	Effective transition rate from primary to secondary education (general programmes), by sex (retired)	356	India	IND	77.0	20.0	Central and Southern Asia	2000	_T	Both sexes or no breakdown by sex	90.55	PT	Percent	C	Country data	G	Global	Data extracted via UNESCO API on: 2018-08-06T18:46:34	2017	5100				SEX	_T	Both sexes or no breakdown by sex	False
II.11	I18f221cb	Effective transition rate from primary to secondary education (general programmes), by sex	S18f221cb	Effective transition rate from primary to secondary education (general programmes), by sex (retired)	356	India	IND	77.0	20.0	Central and Southern Asia	1999	_T	Both sexes or no breakdown by sex	92.59	PT	Percent	C	Country data	G	Global	Data extracted via UNESCO API on: 2018-08-06T18:46:34	2017	5100				SEX	_T	Both sexes or no breakdown by sex	False
II.11	I18f221cb	Effective transition rate from primary to secondary education (general programmes), by sex	S18f221cb	Effective transition rate from primary to secondary education (general programmes), by sex (retired)	356	India	IND	77.0	20.0	Central and Southern Asia	1987	_T	Both sexes or no breakdown by sex	89.83	PT	Percent	C	Country data	G	Global	Data extracted via UNESCO API on: 2018-08-06T18:46:32	2017	5100				SEX	_T	Both sexes or no breakdown by sex	False
II.11	I18f221cb	Effective transition rate from primary to secondary education (general programmes), by sex	S18f221cb	Effective transition rate from primary to secondary education (general programmes), by sex (retired)	356	India	IND	77.0	20.0	Central and Southern Asia	1986	_T	Both sexes or no breakdown by sex	86.84	PT	Percent	C	Country data	G	Global	Data extracted via UNESCO API on: 2018-08-06T18:46:32	2017	5100				SEX	_T	Both sexes or no breakdown by sex	False
II.11	I18f221cb	Effective transition rate from primary to secondary education (general programmes), by sex	S18f221cb	Effective transition rate from primary to secondary education (general programmes), by sex (retired)	4	Afghanistan	AFG	65.0	33.0	Central and Southern Asia	1984	_T	Both sexes or no breakdown by sex	89.53	PT	Percent	C	Country data	G	Global	Data extracted via UNESCO API on: 2018-08-06T18:46:32	2017	5100				SEX	_T	Both sexes or no breakdown by sex	True
II.11	I18f221cb	Effective transition rate from primary to secondary education (general programmes), by sex	S18f221cb	Effective transition rate from primary to secondary education (general programmes), by sex (retired)	4	Afghanistan	AFG	65.0	33.0	Central and Southern Asia	1980	_T	Both sexes or no breakdown by sex	80.82	PT	Percent	C	Country data	G	Global	Data extracted via UNESCO API on: 2018-08-06T18:46:32	2017	5100				SEX	_T	Both sexes or no breakdown by sex	False
II.11	I18f221cb	Effective transition rate from primary to secondary education (general programmes), by sex	S18f221cb	Effective transition rate from primary to secondary education (general programmes), by sex (retired)	4	Afghanistan	AFG	65.0	33.0	Central and Southern Asia	1977	_T	Both sexes or no breakdown by sex	92.01	PT	Percent	C	Country data	G	Global	Data extracted via UNESCO API on: 2018-08-06T18:46:31	2017	5100				SEX	_T	Both sexes or no breakdown by sex	False
II.11	I18f221cb	Effective transition rate from primary to secondary education (general programmes), by sex	S18f221cb	Effective transition rate from primary to secondary education (general programmes), by sex (retired)	4	Afghanistan	AFG	65.0	33.0	Central and Southern Asia	1976	_T	Both sexes or no breakdown by sex	90.53	PT	Percent	C	Country data	G	Global	Data extracted via UNESCO API on: 2018-08-06T18:46:31	2017	5100				SEX	_T	Both sexes or no breakdown by sex	False
II.11	I18f221cb	Effective transition rate from primary to secondary education (general programmes), by sex	S18f221cb	Effective transition rate from primary to secondary education (general programmes), by sex (retired)	4	Afghanistan	AFG	65.0	33.0	Central and Southern Asia	1973	_T	Both sexes or no breakdown by sex	67.02	PT	Percent	C	Country data	G	Global	Data extracted via UNESCO API on: 2018-08-06T18:46:31	2017	5100				SEX	_T	Both sexes or no breakdown by sex	False
II.11	I18f221cb	Effective transition rate from primary to secondary education (general programmes), by sex	S18f221cb	Effective transition rate from primary to secondary education (general programmes), by sex (retired)	64	Bhutan	BTN	90.5	27.5	Central and Southern Asia	1998	_T	Both sexes or no breakdown by sex	93.53	PT	Percent	C	Country data	G	Global	Data extracted via UNESCO API on: 2018-08-06T18:46:34	2017	5100				SEX	_T	Both sexes or no breakdown by sex	False
II.11	I18f221cb	Effective transition rate from primary to secondary education (general programmes), by sex	S18f221cb	Effective transition rate from primary to secondary education (general programmes), by sex (retired)	64	Bhutan	BTN	90.5	27.5	Central and Southern Asia	1997	_T	Both sexes or no breakdown by sex	94.94	PT	Percent	C	Country data	G	Global	Data extracted via UNESCO API on: 2018-08-06T18:46:34	2017	5100				SEX	_T	Both sexes or no breakdown by sex	False
II.11	I18f221cb	Effective transition rate from primary to secondary education (general programmes), by sex	S18f221cb	Effective transition rate from primary to secondary education (general programmes), by sex (retired)	64	Bhutan	BTN	90.5	27.5	Central and Southern Asia	1993	_T	Both sexes or no breakdown by sex	89.52	PT	Percent	C	Country data	G	Global	Data extracted via UNESCO API on: 2018-08-06T18:46:33	2017	5100				SEX	_T	Both sexes or no breakdown by sex	False
II.11	I18f221cb	Effective transition rate from primary to secondary education (general programmes), by sex	S18f221cb	Effective transition rate from primary to secondary education (general programmes), by sex (retired)	64	Bhutan	BTN	90.5	27.5	Central and Southern Asia	1978	_T	Both sexes or no breakdown by sex	62.01	PT	Percent	C	Country data	G	Global	Data extracted via UNESCO API on: 2018-08-06T18:46:31	2017	5100				SEX	_T	Both sexes or no breakdown by sex	False
II.11	I18f221cb	Effective transition rate from primary to secondary education (general programmes), by sex	S18f221cb	Effective transition rate from primary to secondary education (general programmes), by sex (retired)	64	Bhutan	BTN	90.5	27.5	Central and Southern Asia	1977	_T	Both sexes or no breakdown by sex	86.52	PT	Percent	C	Country data	G	Global	Data extracted via UNESCO API on: 2018-08-06T18:46:31	2017	5100				SEX	_T	Both sexes or no breakdown by sex	False
II.11	I18f221cb	Effective transition rate from primary to secondary education (general programmes), by sex	S18f221cb	Effective transition rate from primary to secondary education (general programmes), by sex (retired)	64	Bhutan	BTN	90.5	27.5	Central and Southern Asia	1976	_T	Both sexes or no breakdown by sex	84.29	PT	Percent	C	Country data	G	Global	Data extracted via UNESCO API on: 2018-08-06T18:46:31	2017	5100				SEX	_T	Both sexes or no breakdown by sex	False
II.11	I18f221cb	Effective transition rate from primary to secondary education (general programmes), by sex	S18f221cb	Effective transition rate from primary to secondary education (general programmes), by sex (retired)	64	Bhutan	BTN	90.5	27.5	Central and Southern Asia	2013	_T	Both sexes or no breakdown by sex	99.01	PT	Percent	C	Country data	G	Global	Data extracted via UNESCO API on: 2018-08-06T18:46:36	2017	5100				SEX	_T	Both sexes or no breakdown by sex	True
II.11	I18f221cb	Effective transition rate from primary to secondary education (general programmes), by sex	S18f221cb	Effective transition rate from primary to secondary education (general programmes), by sex (retired)	64	Bhutan	BTN	90.5	27.5	Central and Southern Asia	2012	_T	Both sexes or no breakdown by sex	96.29	PT	Percent	C	Country data	G	Global	Data extracted via UNESCO API on: 2018-08-06T18:46:36	2017	5100				SEX	_T	Both sexes or no breakdown by sex	False
II.11	I18f221cb	Effective transition rate from primary to secondary education (general programmes), by sex	S18f221cb	Effective transition rate from primary to secondary education (general programmes), by sex (retired)	64	Bhutan	BTN	90.5	27.5	Central and Southern Asia	2011	_T	Both sexes or no breakdown by sex	98.88	PT	Percent	C	Country data	G	Global	Data extracted via UNESCO API on: 2018-08-06T18:46:35	2017	5100				SEX	_T	Both sexes or no breakdown by sex	False
II.11	I18f221cb	Effective transition rate from primary to secondary education (general programmes), by sex	S18f221cb	Effective transition rate from primary to secondary education (general programmes), by sex (retired)	64	Bhutan	BTN	90.5	27.5	Central and Southern Asia	2010	_T	Both sexes or no breakdown by sex	99.6	PT	Percent	C	Country data	G	Global	Data extracted via UNESCO API on: 2018-08-06T18:46:35	2017	5100				SEX	_T	Both sexes or no breakdown by sex	False
