INDICATOR_LABEL	INDICATOR_ID	INDICATOR_DESC	MINSET_SERIES	MINSET_SERIES_DESC	REF_AREA	REF_AREA_DESC	ISO3	X	Y	SDG_REGION	TIME_PERIOD	TIME_DETAIL	SEX	SEX_DESC	AGE	AGE_DESC	OBS_VALUE	UNIT_MEASURE	UNIT_MEASURE_DESC	NATURE	NATURE_DESC	REPORTING_TYPE	REPORTING_TYPE_DESC	COMMENT_OBS	SOURCE_DETAIL	SOURCE_YEAR	sort_order	SDG_SeriesID	ILO_SeriesID	UNESCO_SeriesID	TSK_sub_dims	TSK_sub_id	TSK_sub_desc	isLatestValue
V.4	Ic36721ab	Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18	S93ff1bef	Proportion of women aged 20-24 years who were married or in a union before age 15	222	El Salvador	SLV	-88.86862995	13.73603564	Latin America and the Caribbean	2014	2014	F	Female	Y20T24	20 to 24 years old	5.8	PT	Percent	C	Country Data	G	Global		ENS/MICS	2021	8600	SP_DYN_MRBF15			SEX__AGE	F__Y20T24	Female, 20 to 24 years old	True
V.4	Ic36721ab	Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18	S93ff1bef	Proportion of women aged 20-24 years who were married or in a union before age 15	328	Guyana	GUY	-58.97322037	4.788012784	Latin America and the Caribbean	2014	2014	F	Female	Y20T24	20 to 24 years old	3.6	PT	Percent	C	Country Data	G	Global		MICS	2021	8600	SP_DYN_MRBF15			SEX__AGE	F__Y20T24	Female, 20 to 24 years old	True
V.4	Ic36721ab	Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18	S93ff1bef	Proportion of women aged 20-24 years who were married or in a union before age 15	404	Kenya	KEN	37.86096816	0.534797278	Sub-Saharan Africa	2014	2014	F	Female	Y20T24	20 to 24 years old	4.4	PT	Percent	C	Country Data	G	Global		DHS	2021	8600	SP_DYN_MRBF15			SEX__AGE	F__Y20T24	Female, 20 to 24 years old	True
V.4	Ic36721ab	Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18	S93ff1bef	Proportion of women aged 20-24 years who were married or in a union before age 15	512	Oman	OMN	57.87743482	21.98805614	Northern Africa and Western Asia	2014	2014	F	Female	Y20T24	20 to 24 years old	1.2	PT	Percent	C	Country Data	G	Global		MICS	2021	8600	SP_DYN_MRBF15			SEX__AGE	F__Y20T24	Female, 20 to 24 years old	True
V.4	Ic36721ab	Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18	S93ff1bef	Proportion of women aged 20-24 years who were married or in a union before age 15	704	Viet Nam	VNM	105.802499	10.09643079	Eastern and South-Eastern Asia	2014	2014	F	Female	Y20T24	20 to 24 years old	0.9	PT	Percent	C	Country Data	G	Global		MICS	2021	8600	SP_DYN_MRBF15			SEX__AGE	F__Y20T24	Female, 20 to 24 years old	True
V.4	Ic36721ab	Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18	S93ff1bef	Proportion of women aged 20-24 years who were married or in a union before age 15	729	Sudan	SDN	29.95650159	16.02643066	Northern Africa and Western Asia	2014	2014	F	Female	Y20T24	20 to 24 years old	11.9	PT	Percent	C	Country Data	G	Global		MICS	2021	8600	SP_DYN_MRBF15			SEX__AGE	F__Y20T24	Female, 20 to 24 years old	True
V.4	Ic36721ab	Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18	S93ff1bef	Proportion of women aged 20-24 years who were married or in a union before age 15	748	Eswatini	SWZ	31.50149288	-26.56471011	Sub-Saharan Africa	2014	2014	F	Female	Y20T24	20 to 24 years old	0.8	PT	Percent	C	Country Data	G	Global		MICS	2021	8600	SP_DYN_MRBF15			SEX__AGE	F__Y20T24	Female, 20 to 24 years old	True
V.4	Ic36721ab	Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18	S93ff1bef	Proportion of women aged 20-24 years who were married or in a union before age 15	818	Egypt	EGY	29.77468534	26.57438204	Northern Africa and Western Asia	2014	2014	F	Female	Y20T24	20 to 24 years old	2.0	PT	Percent	C	Country Data	G	Global		DHS	2021	8600	SP_DYN_MRBF15			SEX__AGE	F__Y20T24	Female, 20 to 24 years old	True
V.4	Ic36721ab	Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18	S93ff1bef	Proportion of women aged 20-24 years who were married or in a union before age 15	90	Solomon Islands	SLB	160.1584117	-9.622391719	Oceania, exc. Australia and New Zealand	2015	2015	F	Female	Y20T24	20 to 24 years old	5.6	PT	Percent	C	Country Data	G	Global		DHS	2021	8600	SP_DYN_MRBF15			SEX__AGE	F__Y20T24	Female, 20 to 24 years old	True
V.4	Ic36721ab	Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18	S93ff1bef	Proportion of women aged 20-24 years who were married or in a union before age 15	104	Myanmar	MMR	96.51752295	21.19332882	Eastern and South-Eastern Asia	2015	2015	F	Female	Y20T24	20 to 24 years old	1.9	PT	Percent	C	Country Data	G	Global		DHS	2021	8600	SP_DYN_MRBF15			SEX__AGE	F__Y20T24	Female, 20 to 24 years old	True
V.4	Ic36721ab	Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18	S93ff1bef	Proportion of women aged 20-24 years who were married or in a union before age 15	170	Colombia	COL	-73.07446751	3.888209046	Latin America and the Caribbean	2015	2015	F	Female	Y20T24	20 to 24 years old	4.9	PT	Percent	C	Country Data	G	Global		DHS	2021	8600	SP_DYN_MRBF15			SEX__AGE	F__Y20T24	Female, 20 to 24 years old	True
V.4	Ic36721ab	Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18	S93ff1bef	Proportion of women aged 20-24 years who were married or in a union before age 15	320	Guatemala	GTM	-91.2312746	15.00273719	Latin America and the Caribbean	2015	2015	F	Female	Y20T24	20 to 24 years old	6.2	PT	Percent	C	Country Data	G	Global		DHS	2021	8600	SP_DYN_MRBF15			SEX__AGE	F__Y20T24	Female, 20 to 24 years old	True
V.4	Ic36721ab	Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18	S93ff1bef	Proportion of women aged 20-24 years who were married or in a union before age 15	398	Kazakhstan	KAZ	66.65359159	48.01963494	Central and Southern Asia	2015	2015	F	Female	Y20T24	20 to 24 years old	0.2	PT	Percent	C	Country Data	G	Global		MICS	2021	8600	SP_DYN_MRBF15			SEX__AGE	F__Y20T24	Female, 20 to 24 years old	True
V.4	Ic36721ab	Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18	S93ff1bef	Proportion of women aged 20-24 years who were married or in a union before age 15	454	Malawi	MWI	33.4884625	-13.40819859	Sub-Saharan Africa	2015	2015	F	Female	Y20T24	20 to 24 years old	9.0	PT	Percent	C	Country Data	G	Global		DHS	2021	8600	SP_DYN_MRBF15			SEX__AGE	F__Y20T24	Female, 20 to 24 years old	True
V.4	Ic36721ab	Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18	S93ff1bef	Proportion of women aged 20-24 years who were married or in a union before age 15	478	Mauritania	MRT	-10.33187259	20.26089546	Sub-Saharan Africa	2015	2015	F	Female	Y20T24	20 to 24 years old	17.8	PT	Percent	C	Country Data	G	Global		MICS	2021	8600	SP_DYN_MRBF15			SEX__AGE	F__Y20T24	Female, 20 to 24 years old	True
V.4	Ic36721ab	Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18	S93ff1bef	Proportion of women aged 20-24 years who were married or in a union before age 15	508	Mozambique	MOZ	38.18479941	-14.27963886	Sub-Saharan Africa	2015	2015	F	Female	Y20T24	20 to 24 years old	16.8	PT	Percent	C	Country Data	G	Global		AIS	2021	8600	SP_DYN_MRBF15			SEX__AGE	F__Y20T24	Female, 20 to 24 years old	True
V.4	Ic36721ab	Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18	S93ff1bef	Proportion of women aged 20-24 years who were married or in a union before age 15	68	Bolivia (Plurinational State of)	BOL	-64.66224284	-16.71273412	Latin America and the Caribbean	2016	2016	F	Female	Y20T24	20 to 24 years old	3.4	PT	Percent	C	Country Data	G	Global		DHS	2021	8600	SP_DYN_MRBF15			SEX__AGE	F__Y20T24	Female, 20 to 24 years old	True
V.4	Ic36721ab	Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18	S93ff1bef	Proportion of women aged 20-24 years who were married or in a union before age 15	144	Sri Lanka	LKA	80.70489654	7.614693343	Central and Southern Asia	2016	2016	F	Female	Y20T24	20 to 24 years old	0.9	PT	Percent	C	Country Data	G	Global		DHS	2021	8600	SP_DYN_MRBF15			SEX__AGE	F__Y20T24	Female, 20 to 24 years old	True
V.4	Ic36721ab	Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18	S93ff1bef	Proportion of women aged 20-24 years who were married or in a union before age 15	231	Ethiopia	ETH	39.63505296	8.631223181	Sub-Saharan Africa	2016	2016	F	Female	Y20T24	20 to 24 years old	14.1	PT	Percent	C	Country Data	G	Global		DHS	2021	8600	SP_DYN_MRBF15			SEX__AGE	F__Y20T24	Female, 20 to 24 years old	True
V.4	Ic36721ab	Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18	S93ff1bef	Proportion of women aged 20-24 years who were married or in a union before age 15	384	Côte d'Ivoire	CIV	-5.552690016	7.62211586	Sub-Saharan Africa	2016	2016	F	Female	Y20T24	20 to 24 years old	7.0	PT	Percent	C	Country Data	G	Global		MICS	2021	8600	SP_DYN_MRBF15			SEX__AGE	F__Y20T24	Female, 20 to 24 years old	True
V.4	Ic36721ab	Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18	S93ff1bef	Proportion of women aged 20-24 years who were married or in a union before age 15	422	Lebanon	LBN	35.89391711	33.92152458	Northern Africa and Western Asia	2015	2016	F	Female	Y20T24	20 to 24 years old	1.4	PT	Percent	C	Country Data	G	Global		Baseline Survey	2021	8600	SP_DYN_MRBF15			SEX__AGE	F__Y20T24	Female, 20 to 24 years old	True
V.4	Ic36721ab	Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18	S93ff1bef	Proportion of women aged 20-24 years who were married or in a union before age 15	600	Paraguay	PRY	-60.54854225	-21.70216237	Latin America and the Caribbean	2016	2016	F	Female	Y20T24	20 to 24 years old	3.6	PT	Percent	C	Country Data	G	Global		MICS	2021	8600	SP_DYN_MRBF15			SEX__AGE	F__Y20T24	Female, 20 to 24 years old	True
V.4	Ic36721ab	Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18	S93ff1bef	Proportion of women aged 20-24 years who were married or in a union before age 15	626	Timor-Leste	TLS	125.9451052	-8.797497247	Eastern and South-Eastern Asia	2016	2016	F	Female	Y20T24	20 to 24 years old	2.6	PT	Percent	C	Country Data	G	Global		DHS	2021	8600	SP_DYN_MRBF15			SEX__AGE	F__Y20T24	Female, 20 to 24 years old	True
V.4	Ic36721ab	Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18	S93ff1bef	Proportion of women aged 20-24 years who were married or in a union before age 15	710	South Africa	ZAF	24.67184355	-29.99957544	Sub-Saharan Africa	2016	2016	F	Female	Y20T24	20 to 24 years old	0.9	PT	Percent	C	Country Data	G	Global		DHS	2021	8600	SP_DYN_MRBF15			SEX__AGE	F__Y20T24	Female, 20 to 24 years old	True
V.4	Ic36721ab	Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18	S93ff1bef	Proportion of women aged 20-24 years who were married or in a union before age 15	800	Uganda	UGA	32.39100438	1.279557331	Sub-Saharan Africa	2016	2016	F	Female	Y20T24	20 to 24 years old	7.3	PT	Percent	C	Country Data	G	Global		DHS	2021	8600	SP_DYN_MRBF15			SEX__AGE	F__Y20T24	Female, 20 to 24 years old	True
V.4	Ic36721ab	Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18	S93ff1bef	Proportion of women aged 20-24 years who were married or in a union before age 15	360	Indonesia	IDN	113.9174	-0.994582204	Eastern and South-Eastern Asia	2017	2017	F	Female	Y20T24	20 to 24 years old	2.0	PT	Percent	C	Country Data	G	Global		DHS	2021	8600	SP_DYN_MRBF15			SEX__AGE	F__Y20T24	Female, 20 to 24 years old	True
V.4	Ic36721ab	Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18	S93ff1bef	Proportion of women aged 20-24 years who were married or in a union before age 15	418	Lao People's Democratic Republic	LAO	101.9901968	20.27482773	Eastern and South-Eastern Asia	2017	2017	F	Female	Y20T24	20 to 24 years old	7.1	PT	Percent	C	Country Data	G	Global		MICS	2021	8600	SP_DYN_MRBF15			SEX__AGE	F__Y20T24	Female, 20 to 24 years old	True
