INDICATOR_LABEL	INDICATOR_ID	INDICATOR_DESC	MINSET_SERIES	MINSET_SERIES_DESC	REF_AREA	REF_AREA_DESC	ISO3	X	Y	SDG_REGION	SEX	SEX_DESC	TIME_PERIOD	OBS_VALUE	UNIT_MEASURE	UNIT_MEASURE_DESC	NATURE	NATURE_DESC	REPORTING_TYPE	REPORTING_TYPE_DESC	COMMENT_OBS	SOURCE_DETAIL	SOURCE_YEAR	sort_order	SDG_SeriesID	ILO_SeriesID	UNESCO_SeriesID	TSK_sub_dims	TSK_sub_id	TSK_sub_desc	isLatestValue
I.14	Ic6bf121c	Proportion of employed working part-time, by sex	Sc6bf121c	Proportion of employed working part-time, by sex	458	Malaysia	MYS	116.8346314	5.452415309	Eastern and South-Eastern Asia	M	Male	2009	10.16	PT	Percent	C	Country Data	G	Global	Age coverage - maximum age: 64 years old	MYS - LFS - Labour Force Survey	2021	2300		EMP_PTER_SEX_RT_A		SEX	M	Male	False
I.14	Ic6bf121c	Proportion of employed working part-time, by sex	Sc6bf121c	Proportion of employed working part-time, by sex	458	Malaysia	MYS	116.8346314	5.452415309	Eastern and South-Eastern Asia	M	Male	2010	10.98	PT	Percent	C	Country Data	G	Global	Age coverage - maximum age: 64 years old	MYS - LFS - Labour Force Survey	2021	2300		EMP_PTER_SEX_RT_A		SEX	M	Male	False
I.14	Ic6bf121c	Proportion of employed working part-time, by sex	Sc6bf121c	Proportion of employed working part-time, by sex	458	Malaysia	MYS	116.8346314	5.452415309	Eastern and South-Eastern Asia	M	Male	2015	10.32	PT	Percent	C	Country Data	G	Global	Age coverage - maximum age: 64 years old	MYS - LFS - Labour Force Survey	2021	2300		EMP_PTER_SEX_RT_A		SEX	M	Male	False
I.14	Ic6bf121c	Proportion of employed working part-time, by sex	Sc6bf121c	Proportion of employed working part-time, by sex	458	Malaysia	MYS	116.8346314	5.452415309	Eastern and South-Eastern Asia	M	Male	2011	9.96	PT	Percent	C	Country Data	G	Global	Population coverage: Excluding institutional population | Age coverage - maximum age: 64 years old	MYS - LFS - Labour Force Survey	2021	2300		EMP_PTER_SEX_RT_A		SEX	M	Male	False
I.14	Ic6bf121c	Proportion of employed working part-time, by sex	Sc6bf121c	Proportion of employed working part-time, by sex	458	Malaysia	MYS	116.8346314	5.452415309	Eastern and South-Eastern Asia	M	Male	2012	10.31	PT	Percent	C	Country Data	G	Global	Population coverage: Excluding institutional population | Age coverage - maximum age: 64 years old	MYS - LFS - Labour Force Survey	2021	2300		EMP_PTER_SEX_RT_A		SEX	M	Male	False
I.14	Ic6bf121c	Proportion of employed working part-time, by sex	Sc6bf121c	Proportion of employed working part-time, by sex	458	Malaysia	MYS	116.8346314	5.452415309	Eastern and South-Eastern Asia	M	Male	2013	10.86	PT	Percent	C	Country Data	G	Global	Population coverage: Excluding institutional population | Age coverage - maximum age: 64 years old	MYS - LFS - Labour Force Survey	2021	2300		EMP_PTER_SEX_RT_A		SEX	M	Male	False
I.14	Ic6bf121c	Proportion of employed working part-time, by sex	Sc6bf121c	Proportion of employed working part-time, by sex	458	Malaysia	MYS	116.8346314	5.452415309	Eastern and South-Eastern Asia	M	Male	2014	8.83	PT	Percent	C	Country Data	G	Global	Population coverage: Excluding institutional population | Age coverage - maximum age: 64 years old	MYS - LFS - Labour Force Survey	2021	2300		EMP_PTER_SEX_RT_A		SEX	M	Male	False
I.14	Ic6bf121c	Proportion of employed working part-time, by sex	Sc6bf121c	Proportion of employed working part-time, by sex	458	Malaysia	MYS	116.8346314	5.452415309	Eastern and South-Eastern Asia	M	Male	2016	9.36	PT	Percent	C	Country Data	G	Global	Population coverage: Excluding institutional population | Age coverage - maximum age: 64 years old	MYS - LFS - Labour Force Survey	2021	2300		EMP_PTER_SEX_RT_A		SEX	M	Male	False
I.14	Ic6bf121c	Proportion of employed working part-time, by sex	Sc6bf121c	Proportion of employed working part-time, by sex	458	Malaysia	MYS	116.8346314	5.452415309	Eastern and South-Eastern Asia	M	Male	2019	9.06	PT	Percent	C	Country Data	G	Global	Population coverage: Excluding institutional population | Age coverage - maximum age: 64 years old	MYS - LFS - Labour Force Survey	2021	2300		EMP_PTER_SEX_RT_A		SEX	M	Male	True
I.14	Ic6bf121c	Proportion of employed working part-time, by sex	Sc6bf121c	Proportion of employed working part-time, by sex	204	Benin	BEN	2.339933594	9.65401646	Sub-Saharan Africa	_T	Both sexes or no breakdown by sex	2010	25.31	PT	Percent	C	Country Data	G	Global	Age coverage - maximum age: 64 years old	BEN - HIES - Enquête de Suivi de l'Enquête Modulaire et Intégrée sur les Conditions de Vie des Ménages	2021	2300		EMP_PTER_SEX_RT_A		SEX	_T	Both sexes or no breakdown by sex	False
I.14	Ic6bf121c	Proportion of employed working part-time, by sex	Sc6bf121c	Proportion of employed working part-time, by sex	204	Benin	BEN	2.339933594	9.65401646	Sub-Saharan Africa	_T	Both sexes or no breakdown by sex	2011	26.13	PT	Percent	C	Country Data	G	Global	Repository: ILO-STATISTICS - Micro data processing	BEN - HIES - Enquête de Suivi de l'Enquête Modulaire et Intégrée sur les Conditions de Vie des Ménages	2021	2300		EMP_PTER_SEX_RT_A		SEX	_T	Both sexes or no breakdown by sex	True
I.14	Ic6bf121c	Proportion of employed working part-time, by sex	Sc6bf121c	Proportion of employed working part-time, by sex	458	Malaysia	MYS	116.8346314	5.452415309	Eastern and South-Eastern Asia	_T	Both sexes or no breakdown by sex	2009	11.74	PT	Percent	C	Country Data	G	Global	Age coverage - maximum age: 64 years old	MYS - LFS - Labour Force Survey	2021	2300		EMP_PTER_SEX_RT_A		SEX	_T	Both sexes or no breakdown by sex	False
I.14	Ic6bf121c	Proportion of employed working part-time, by sex	Sc6bf121c	Proportion of employed working part-time, by sex	458	Malaysia	MYS	116.8346314	5.452415309	Eastern and South-Eastern Asia	_T	Both sexes or no breakdown by sex	2010	12.54	PT	Percent	C	Country Data	G	Global	Age coverage - maximum age: 64 years old	MYS - LFS - Labour Force Survey	2021	2300		EMP_PTER_SEX_RT_A		SEX	_T	Both sexes or no breakdown by sex	False
I.14	Ic6bf121c	Proportion of employed working part-time, by sex	Sc6bf121c	Proportion of employed working part-time, by sex	458	Malaysia	MYS	116.8346314	5.452415309	Eastern and South-Eastern Asia	_T	Both sexes or no breakdown by sex	2015	13.08	PT	Percent	C	Country Data	G	Global	Age coverage - maximum age: 64 years old	MYS - LFS - Labour Force Survey	2021	2300		EMP_PTER_SEX_RT_A		SEX	_T	Both sexes or no breakdown by sex	False
I.14	Ic6bf121c	Proportion of employed working part-time, by sex	Sc6bf121c	Proportion of employed working part-time, by sex	458	Malaysia	MYS	116.8346314	5.452415309	Eastern and South-Eastern Asia	_T	Both sexes or no breakdown by sex	2011	11.36	PT	Percent	C	Country Data	G	Global	Population coverage: Excluding institutional population | Age coverage - maximum age: 64 years old	MYS - LFS - Labour Force Survey	2021	2300		EMP_PTER_SEX_RT_A		SEX	_T	Both sexes or no breakdown by sex	False
I.14	Ic6bf121c	Proportion of employed working part-time, by sex	Sc6bf121c	Proportion of employed working part-time, by sex	458	Malaysia	MYS	116.8346314	5.452415309	Eastern and South-Eastern Asia	_T	Both sexes or no breakdown by sex	2012	12.09	PT	Percent	C	Country Data	G	Global	Population coverage: Excluding institutional population | Age coverage - maximum age: 64 years old	MYS - LFS - Labour Force Survey	2021	2300		EMP_PTER_SEX_RT_A		SEX	_T	Both sexes or no breakdown by sex	False
I.14	Ic6bf121c	Proportion of employed working part-time, by sex	Sc6bf121c	Proportion of employed working part-time, by sex	458	Malaysia	MYS	116.8346314	5.452415309	Eastern and South-Eastern Asia	_T	Both sexes or no breakdown by sex	2013	12.92	PT	Percent	C	Country Data	G	Global	Population coverage: Excluding institutional population | Age coverage - maximum age: 64 years old	MYS - LFS - Labour Force Survey	2021	2300		EMP_PTER_SEX_RT_A		SEX	_T	Both sexes or no breakdown by sex	False
I.14	Ic6bf121c	Proportion of employed working part-time, by sex	Sc6bf121c	Proportion of employed working part-time, by sex	458	Malaysia	MYS	116.8346314	5.452415309	Eastern and South-Eastern Asia	_T	Both sexes or no breakdown by sex	2014	11.22	PT	Percent	C	Country Data	G	Global	Population coverage: Excluding institutional population | Age coverage - maximum age: 64 years old	MYS - LFS - Labour Force Survey	2021	2300		EMP_PTER_SEX_RT_A		SEX	_T	Both sexes or no breakdown by sex	False
I.14	Ic6bf121c	Proportion of employed working part-time, by sex	Sc6bf121c	Proportion of employed working part-time, by sex	458	Malaysia	MYS	116.8346314	5.452415309	Eastern and South-Eastern Asia	_T	Both sexes or no breakdown by sex	2016	11.61	PT	Percent	C	Country Data	G	Global	Population coverage: Excluding institutional population | Age coverage - maximum age: 64 years old	MYS - LFS - Labour Force Survey	2021	2300		EMP_PTER_SEX_RT_A		SEX	_T	Both sexes or no breakdown by sex	False
I.14	Ic6bf121c	Proportion of employed working part-time, by sex	Sc6bf121c	Proportion of employed working part-time, by sex	458	Malaysia	MYS	116.8346314	5.452415309	Eastern and South-Eastern Asia	_T	Both sexes or no breakdown by sex	2019	10.98	PT	Percent	C	Country Data	G	Global	Population coverage: Excluding institutional population | Age coverage - maximum age: 64 years old	MYS - LFS - Labour Force Survey	2021	2300		EMP_PTER_SEX_RT_A		SEX	_T	Both sexes or no breakdown by sex	True
I.14	Ic6bf121c	Proportion of employed working part-time, by sex	Sc6bf121c	Proportion of employed working part-time, by sex	643	Russian Federation	RUS	99.01404926	61.61899849	Europe and Northern America	F	Female	2015	11.91	PT	Percent	C	Country Data	G	Global	Age coverage - maximum age: 72 years old	RUS - LFS - Labour Force Survey	2021	2300		EMP_PTER_SEX_RT_A		SEX	F	Female	False
I.14	Ic6bf121c	Proportion of employed working part-time, by sex	Sc6bf121c	Proportion of employed working part-time, by sex	643	Russian Federation	RUS	99.01404926	61.61899849	Europe and Northern America	F	Female	2016	11.74	PT	Percent	C	Country Data	G	Global	Age coverage - maximum age: 72 years old	RUS - LFS - Labour Force Survey	2021	2300		EMP_PTER_SEX_RT_A		SEX	F	Female	True
I.14	Ic6bf121c	Proportion of employed working part-time, by sex	Sc6bf121c	Proportion of employed working part-time, by sex	643	Russian Federation	RUS	99.01404926	61.61899849	Europe and Northern America	F	Female	2009	13.39	PT	Percent	C	Country Data	G	Global	Geographical coverage: Total national, excluding some areas | Population coverage: Excluding institutional population | Age coverage - maximum age: 72 years old	RUS - LFS - Labour Force Survey	2021	2300		EMP_PTER_SEX_RT_A		SEX	F	Female	False
I.14	Ic6bf121c	Proportion of employed working part-time, by sex	Sc6bf121c	Proportion of employed working part-time, by sex	643	Russian Federation	RUS	99.01404926	61.61899849	Europe and Northern America	F	Female	2010	12.21	PT	Percent	C	Country Data	G	Global	Geographical coverage: Total national, excluding some areas | Population coverage: Excluding institutional population | Age coverage - maximum age: 72 years old	RUS - LFS - Labour Force Survey	2021	2300		EMP_PTER_SEX_RT_A		SEX	F	Female	False
I.14	Ic6bf121c	Proportion of employed working part-time, by sex	Sc6bf121c	Proportion of employed working part-time, by sex	643	Russian Federation	RUS	99.01404926	61.61899849	Europe and Northern America	F	Female	2011	11.47	PT	Percent	C	Country Data	G	Global	Geographical coverage: Total national, excluding some areas | Population coverage: Excluding institutional population | Age coverage - maximum age: 72 years old	RUS - LFS - Labour Force Survey	2021	2300		EMP_PTER_SEX_RT_A		SEX	F	Female	False
I.14	Ic6bf121c	Proportion of employed working part-time, by sex	Sc6bf121c	Proportion of employed working part-time, by sex	643	Russian Federation	RUS	99.01404926	61.61899849	Europe and Northern America	F	Female	2012	10.97	PT	Percent	C	Country Data	G	Global	Geographical coverage: Total national, excluding some areas | Population coverage: Excluding institutional population | Age coverage - maximum age: 72 years old	RUS - LFS - Labour Force Survey	2021	2300		EMP_PTER_SEX_RT_A		SEX	F	Female	False
I.14	Ic6bf121c	Proportion of employed working part-time, by sex	Sc6bf121c	Proportion of employed working part-time, by sex	643	Russian Federation	RUS	99.01404926	61.61899849	Europe and Northern America	F	Female	2014	11.35	PT	Percent	C	Country Data	G	Global	Population coverage: Excluding institutional population | Age coverage - maximum age: 72 years old	RUS - LFS - Labour Force Survey	2021	2300		EMP_PTER_SEX_RT_A		SEX	F	Female	False
I.14	Ic6bf121c	Proportion of employed working part-time, by sex	Sc6bf121c	Proportion of employed working part-time, by sex	643	Russian Federation	RUS	99.01404926	61.61899849	Europe and Northern America	M	Male	2015	6.09	PT	Percent	C	Country Data	G	Global	Age coverage - maximum age: 72 years old	RUS - LFS - Labour Force Survey	2021	2300		EMP_PTER_SEX_RT_A		SEX	M	Male	False
I.14	Ic6bf121c	Proportion of employed working part-time, by sex	Sc6bf121c	Proportion of employed working part-time, by sex	643	Russian Federation	RUS	99.01404926	61.61899849	Europe and Northern America	M	Male	2016	6.29	PT	Percent	C	Country Data	G	Global	Age coverage - maximum age: 72 years old	RUS - LFS - Labour Force Survey	2021	2300		EMP_PTER_SEX_RT_A		SEX	M	Male	True
I.14	Ic6bf121c	Proportion of employed working part-time, by sex	Sc6bf121c	Proportion of employed working part-time, by sex	643	Russian Federation	RUS	99.01404926	61.61899849	Europe and Northern America	M	Male	2009	8.41	PT	Percent	C	Country Data	G	Global	Geographical coverage: Total national, excluding some areas | Population coverage: Excluding institutional population | Age coverage - maximum age: 72 years old	RUS - LFS - Labour Force Survey	2021	2300		EMP_PTER_SEX_RT_A		SEX	M	Male	False
I.14	Ic6bf121c	Proportion of employed working part-time, by sex	Sc6bf121c	Proportion of employed working part-time, by sex	643	Russian Federation	RUS	99.01404926	61.61899849	Europe and Northern America	M	Male	2010	7.04	PT	Percent	C	Country Data	G	Global	Geographical coverage: Total national, excluding some areas | Population coverage: Excluding institutional population | Age coverage - maximum age: 72 years old	RUS - LFS - Labour Force Survey	2021	2300		EMP_PTER_SEX_RT_A		SEX	M	Male	False
I.14	Ic6bf121c	Proportion of employed working part-time, by sex	Sc6bf121c	Proportion of employed working part-time, by sex	643	Russian Federation	RUS	99.01404926	61.61899849	Europe and Northern America	M	Male	2011	6.27	PT	Percent	C	Country Data	G	Global	Geographical coverage: Total national, excluding some areas | Population coverage: Excluding institutional population | Age coverage - maximum age: 72 years old	RUS - LFS - Labour Force Survey	2021	2300		EMP_PTER_SEX_RT_A		SEX	M	Male	False
I.14	Ic6bf121c	Proportion of employed working part-time, by sex	Sc6bf121c	Proportion of employed working part-time, by sex	643	Russian Federation	RUS	99.01404926	61.61899849	Europe and Northern America	M	Male	2012	5.85	PT	Percent	C	Country Data	G	Global	Geographical coverage: Total national, excluding some areas | Population coverage: Excluding institutional population | Age coverage - maximum age: 72 years old	RUS - LFS - Labour Force Survey	2021	2300		EMP_PTER_SEX_RT_A		SEX	M	Male	False
I.14	Ic6bf121c	Proportion of employed working part-time, by sex	Sc6bf121c	Proportion of employed working part-time, by sex	643	Russian Federation	RUS	99.01404926	61.61899849	Europe and Northern America	M	Male	2014	5.61	PT	Percent	C	Country Data	G	Global	Population coverage: Excluding institutional population | Age coverage - maximum age: 72 years old	RUS - LFS - Labour Force Survey	2021	2300		EMP_PTER_SEX_RT_A		SEX	M	Male	False
I.14	Ic6bf121c	Proportion of employed working part-time, by sex	Sc6bf121c	Proportion of employed working part-time, by sex	643	Russian Federation	RUS	99.01404926	61.61899849	Europe and Northern America	_T	Both sexes or no breakdown by sex	2015	8.92	PT	Percent	C	Country Data	G	Global	Age coverage - maximum age: 72 years old	RUS - LFS - Labour Force Survey	2021	2300		EMP_PTER_SEX_RT_A		SEX	_T	Both sexes or no breakdown by sex	False
I.14	Ic6bf121c	Proportion of employed working part-time, by sex	Sc6bf121c	Proportion of employed working part-time, by sex	643	Russian Federation	RUS	99.01404926	61.61899849	Europe and Northern America	_T	Both sexes or no breakdown by sex	2016	8.94	PT	Percent	C	Country Data	G	Global	Age coverage - maximum age: 72 years old	RUS - LFS - Labour Force Survey	2021	2300		EMP_PTER_SEX_RT_A		SEX	_T	Both sexes or no breakdown by sex	True
I.14	Ic6bf121c	Proportion of employed working part-time, by sex	Sc6bf121c	Proportion of employed working part-time, by sex	643	Russian Federation	RUS	99.01404926	61.61899849	Europe and Northern America	_T	Both sexes or no breakdown by sex	2009	10.87	PT	Percent	C	Country Data	G	Global	Geographical coverage: Total national, excluding some areas | Population coverage: Excluding institutional population | Age coverage - maximum age: 72 years old	RUS - LFS - Labour Force Survey	2021	2300		EMP_PTER_SEX_RT_A		SEX	_T	Both sexes or no breakdown by sex	False
I.14	Ic6bf121c	Proportion of employed working part-time, by sex	Sc6bf121c	Proportion of employed working part-time, by sex	643	Russian Federation	RUS	99.01404926	61.61899849	Europe and Northern America	_T	Both sexes or no breakdown by sex	2010	9.58	PT	Percent	C	Country Data	G	Global	Geographical coverage: Total national, excluding some areas | Population coverage: Excluding institutional population | Age coverage - maximum age: 72 years old	RUS - LFS - Labour Force Survey	2021	2300		EMP_PTER_SEX_RT_A		SEX	_T	Both sexes or no breakdown by sex	False
I.14	Ic6bf121c	Proportion of employed working part-time, by sex	Sc6bf121c	Proportion of employed working part-time, by sex	643	Russian Federation	RUS	99.01404926	61.61899849	Europe and Northern America	_T	Both sexes or no breakdown by sex	2011	8.82	PT	Percent	C	Country Data	G	Global	Geographical coverage: Total national, excluding some areas | Population coverage: Excluding institutional population | Age coverage - maximum age: 72 years old	RUS - LFS - Labour Force Survey	2021	2300		EMP_PTER_SEX_RT_A		SEX	_T	Both sexes or no breakdown by sex	False
I.14	Ic6bf121c	Proportion of employed working part-time, by sex	Sc6bf121c	Proportion of employed working part-time, by sex	643	Russian Federation	RUS	99.01404926	61.61899849	Europe and Northern America	_T	Both sexes or no breakdown by sex	2012	8.36	PT	Percent	C	Country Data	G	Global	Geographical coverage: Total national, excluding some areas | Population coverage: Excluding institutional population | Age coverage - maximum age: 72 years old	RUS - LFS - Labour Force Survey	2021	2300		EMP_PTER_SEX_RT_A		SEX	_T	Both sexes or no breakdown by sex	False
I.14	Ic6bf121c	Proportion of employed working part-time, by sex	Sc6bf121c	Proportion of employed working part-time, by sex	643	Russian Federation	RUS	99.01404926	61.61899849	Europe and Northern America	_T	Both sexes or no breakdown by sex	2014	8.41	PT	Percent	C	Country Data	G	Global	Population coverage: Excluding institutional population | Age coverage - maximum age: 72 years old	RUS - LFS - Labour Force Survey	2021	2300		EMP_PTER_SEX_RT_A		SEX	_T	Both sexes or no breakdown by sex	False
I.14	Ic6bf121c	Proportion of employed working part-time, by sex	Sc6bf121c	Proportion of employed working part-time, by sex	68	Bolivia (Plurinational State of)	BOL	-64.66224284	-16.71273412	Latin America and the Caribbean	F	Female	2009	40.6	PT	Percent	C	Country Data	G	Global	Age coverage - minimum age: 10 years old	BOL - HIES - Encuesta de Hogares	2021	2300		EMP_PTER_SEX_RT_A		SEX	F	Female	True
I.14	Ic6bf121c	Proportion of employed working part-time, by sex	Sc6bf121c	Proportion of employed working part-time, by sex	68	Bolivia (Plurinational State of)	BOL	-64.66224284	-16.71273412	Latin America and the Caribbean	F	Female	1999	33.61	PT	Percent	C	Country Data	G	Global	Break in series: Methodology revised; Repository: ILO-STATISTICS - Micro data processing	BOL - HS - Encuesta de Mejoramiento de Condiciones de Vida	2021	2300		EMP_PTER_SEX_RT_A		SEX	F	Female	False
I.14	Ic6bf121c	Proportion of employed working part-time, by sex	Sc6bf121c	Proportion of employed working part-time, by sex	68	Bolivia (Plurinational State of)	BOL	-64.66224284	-16.71273412	Latin America and the Caribbean	F	Female	2004	36.88	PT	Percent	C	Country Data	G	Global	Repository: ILO-STATISTICS - Micro data processing	BOL - HIES - Encuesta Continua de los Hogares	2021	2300		EMP_PTER_SEX_RT_A		SEX	F	Female	False
I.14	Ic6bf121c	Proportion of employed working part-time, by sex	Sc6bf121c	Proportion of employed working part-time, by sex	68	Bolivia (Plurinational State of)	BOL	-64.66224284	-16.71273412	Latin America and the Caribbean	F	Female	2000	31.49	PT	Percent	C	Country Data	G	Global	Repository: ILO-STATISTICS - Micro data processing	BOL - HS - Encuesta de Mejoramiento de Condiciones de Vida	2021	2300		EMP_PTER_SEX_RT_A		SEX	F	Female	False
I.14	Ic6bf121c	Proportion of employed working part-time, by sex	Sc6bf121c	Proportion of employed working part-time, by sex	68	Bolivia (Plurinational State of)	BOL	-64.66224284	-16.71273412	Latin America and the Caribbean	F	Female	2001	43.67	PT	Percent	C	Country Data	G	Global	Repository: ILO-STATISTICS - Micro data processing	BOL - HS - Encuesta de Mejoramiento de Condiciones de Vida	2021	2300		EMP_PTER_SEX_RT_A		SEX	F	Female	False
I.14	Ic6bf121c	Proportion of employed working part-time, by sex	Sc6bf121c	Proportion of employed working part-time, by sex	68	Bolivia (Plurinational State of)	BOL	-64.66224284	-16.71273412	Latin America and the Caribbean	F	Female	2002	38.06	PT	Percent	C	Country Data	G	Global	Repository: ILO-STATISTICS - Micro data processing	BOL - HS - Encuesta de Mejoramiento de Condiciones de Vida	2021	2300		EMP_PTER_SEX_RT_A		SEX	F	Female	False
I.14	Ic6bf121c	Proportion of employed working part-time, by sex	Sc6bf121c	Proportion of employed working part-time, by sex	214	Dominican Republic	DOM	-70.49847576	18.89832088	Latin America and the Caribbean	F	Female	2007	28.37	PT	Percent	C	Country Data	G	Global	Age coverage - minimum age: 10 years old	DOM - LFS - Encuesta Nacional de Fuerza de Trabajo	2021	2300		EMP_PTER_SEX_RT_A		SEX	F	Female	False
I.14	Ic6bf121c	Proportion of employed working part-time, by sex	Sc6bf121c	Proportion of employed working part-time, by sex	214	Dominican Republic	DOM	-70.49847576	18.89832088	Latin America and the Caribbean	F	Female	2008	30.73	PT	Percent	C	Country Data	G	Global	Age coverage - minimum age: 10 years old	DOM - LFS - Encuesta Nacional de Fuerza de Trabajo	2021	2300		EMP_PTER_SEX_RT_A		SEX	F	Female	False
