INDICATOR_ID	INDICATOR_NUM	INDICATOR_DESC	MINSET_SERIES	MINSET_SERIES_DESC	REF_AREA	REF_AREA_DESC	ISO3	X	Y	SDG_REGION	TIME_PERIOD	SEX	SEX_DESC	OBS_VALUE	UNIT_MEASURE	UNIT_MEASURE_DESC	NATURE	NATURE_DESC	REPORTING_TYPE	REPORTING_TYPE_DESC	SOURCE_YEAR
46	46	Share of female police officers	75	Share of female police officers	320	Guatemala	GTM	-90.25	15.5	Latin America and the Caribbean	2004	F	Female	10.0	PT	Percent	C	Country Data	G	Global	2017
46	46	Share of female police officers	75	Share of female police officers	308	Grenada	GRD	-61.66666666	12.11666666	Latin America and the Caribbean	2014	F	Female	15.0	PT	Percent	C	Country Data	G	Global	2017
46	46	Share of female police officers	75	Share of female police officers	308	Grenada	GRD	-61.66666666	12.11666666	Latin America and the Caribbean	2013	F	Female	15.0	PT	Percent	C	Country Data	G	Global	2017
46	46	Share of female police officers	75	Share of female police officers	308	Grenada	GRD	-61.66666666	12.11666666	Latin America and the Caribbean	2012	F	Female	14.0	PT	Percent	C	Country Data	G	Global	2017
46	46	Share of female police officers	75	Share of female police officers	308	Grenada	GRD	-61.66666666	12.11666666	Latin America and the Caribbean	2011	F	Female	14.0	PT	Percent	C	Country Data	G	Global	2017
46	46	Share of female police officers	75	Share of female police officers	308	Grenada	GRD	-61.66666666	12.11666666	Latin America and the Caribbean	2010	F	Female	14.0	PT	Percent	C	Country Data	G	Global	2017
46	46	Share of female police officers	75	Share of female police officers	308	Grenada	GRD	-61.66666666	12.11666666	Latin America and the Caribbean	2009	F	Female	14.0	PT	Percent	C	Country Data	G	Global	2017
46	46	Share of female police officers	75	Share of female police officers	308	Grenada	GRD	-61.66666666	12.11666666	Latin America and the Caribbean	2008	F	Female	14.0	PT	Percent	C	Country Data	G	Global	2017
46	46	Share of female police officers	75	Share of female police officers	308	Grenada	GRD	-61.66666666	12.11666666	Latin America and the Caribbean	2007	F	Female	11.0	PT	Percent	C	Country Data	G	Global	2017
46	46	Share of female police officers	75	Share of female police officers	308	Grenada	GRD	-61.66666666	12.11666666	Latin America and the Caribbean	2006	F	Female	12.0	PT	Percent	C	Country Data	G	Global	2017
46	46	Share of female police officers	75	Share of female police officers	276	Germany	DEU	9.0	51.0	Europe and Northern America	2013	F	Female	19.0	PT	Percent	C	Country Data	G	Global	2017
46	46	Share of female police officers	75	Share of female police officers	276	Germany	DEU	9.0	51.0	Europe and Northern America	2012	F	Female	19.0	PT	Percent	C	Country Data	G	Global	2017
46	46	Share of female police officers	75	Share of female police officers	276	Germany	DEU	9.0	51.0	Europe and Northern America	2011	F	Female	18.0	PT	Percent	C	Country Data	G	Global	2017
46	46	Share of female police officers	75	Share of female police officers	276	Germany	DEU	9.0	51.0	Europe and Northern America	2010	F	Female	17.0	PT	Percent	C	Country Data	G	Global	2017
46	46	Share of female police officers	75	Share of female police officers	276	Germany	DEU	9.0	51.0	Europe and Northern America	2009	F	Female	17.0	PT	Percent	C	Country Data	G	Global	2017
46	46	Share of female police officers	75	Share of female police officers	276	Germany	DEU	9.0	51.0	Europe and Northern America	2008	F	Female	16.0	PT	Percent	C	Country Data	G	Global	2017
46	46	Share of female police officers	75	Share of female police officers	276	Germany	DEU	9.0	51.0	Europe and Northern America	2007	F	Female	16.0	PT	Percent	C	Country Data	G	Global	2017
46	46	Share of female police officers	75	Share of female police officers	276	Germany	DEU	9.0	51.0	Europe and Northern America	2006	F	Female	15.0	PT	Percent	C	Country Data	G	Global	2017
46	46	Share of female police officers	75	Share of female police officers	276	Germany	DEU	9.0	51.0	Europe and Northern America	2005	F	Female	15.0	PT	Percent	C	Country Data	G	Global	2017
46	46	Share of female police officers	75	Share of female police officers	276	Germany	DEU	9.0	51.0	Europe and Northern America	2004	F	Female	14.0	PT	Percent	C	Country Data	G	Global	2017
46	46	Share of female police officers	75	Share of female police officers	275	State of Palestine	PSE	35.2	31.9	Northern Africa and Western Asia	2012	F	Female	8.0	PT	Percent	C	Country Data	G	Global	2017
46	46	Share of female police officers	75	Share of female police officers	268	Georgia	GEO	43.5	42.0	Northern Africa and Western Asia	2014	F	Female	9.0	PT	Percent	C	Country Data	G	Global	2017
46	46	Share of female police officers	75	Share of female police officers	268	Georgia	GEO	43.5	42.0	Northern Africa and Western Asia	2009	F	Female	8.0	PT	Percent	C	Country Data	G	Global	2017
46	46	Share of female police officers	75	Share of female police officers	268	Georgia	GEO	43.5	42.0	Northern Africa and Western Asia	2008	F	Female	8.0	PT	Percent	C	Country Data	G	Global	2017
46	46	Share of female police officers	75	Share of female police officers	268	Georgia	GEO	43.5	42.0	Northern Africa and Western Asia	2007	F	Female	6.0	PT	Percent	C	Country Data	G	Global	2017
46	46	Share of female police officers	75	Share of female police officers	268	Georgia	GEO	43.5	42.0	Northern Africa and Western Asia	2006	F	Female	6.0	PT	Percent	C	Country Data	G	Global	2017
46	46	Share of female police officers	75	Share of female police officers	268	Georgia	GEO	43.5	42.0	Northern Africa and Western Asia	2005	F	Female	6.0	PT	Percent	C	Country Data	G	Global	2017
46	46	Share of female police officers	75	Share of female police officers	250	France	FRA	2.0	46.0	Europe and Northern America	2015	F	Female	19.0	PT	Percent	C	Country Data	G	Global	2017
46	46	Share of female police officers	75	Share of female police officers	250	France	FRA	2.0	46.0	Europe and Northern America	2014	F	Female	19.0	PT	Percent	C	Country Data	G	Global	2017
46	46	Share of female police officers	75	Share of female police officers	250	France	FRA	2.0	46.0	Europe and Northern America	2013	F	Female	11.0	PT	Percent	C	Country Data	G	Global	2017
46	46	Share of female police officers	75	Share of female police officers	246	Finland	FIN	26.0	64.0	Europe and Northern America	2015	F	Female	16.0	PT	Percent	C	Country Data	G	Global	2017
46	46	Share of female police officers	75	Share of female police officers	246	Finland	FIN	26.0	64.0	Europe and Northern America	2014	F	Female	16.0	PT	Percent	C	Country Data	G	Global	2017
46	46	Share of female police officers	75	Share of female police officers	246	Finland	FIN	26.0	64.0	Europe and Northern America	2013	F	Female	15.0	PT	Percent	C	Country Data	G	Global	2017
46	46	Share of female police officers	75	Share of female police officers	246	Finland	FIN	26.0	64.0	Europe and Northern America	2012	F	Female	15.0	PT	Percent	C	Country Data	G	Global	2017
46	46	Share of female police officers	75	Share of female police officers	246	Finland	FIN	26.0	64.0	Europe and Northern America	2011	F	Female	15.0	PT	Percent	C	Country Data	G	Global	2017
46	46	Share of female police officers	75	Share of female police officers	246	Finland	FIN	26.0	64.0	Europe and Northern America	2010	F	Female	14.0	PT	Percent	C	Country Data	G	Global	2017
46	46	Share of female police officers	75	Share of female police officers	246	Finland	FIN	26.0	64.0	Europe and Northern America	2009	F	Female	14.0	PT	Percent	C	Country Data	G	Global	2017
46	46	Share of female police officers	75	Share of female police officers	246	Finland	FIN	26.0	64.0	Europe and Northern America	2008	F	Female	13.0	PT	Percent	C	Country Data	G	Global	2017
46	46	Share of female police officers	75	Share of female police officers	246	Finland	FIN	26.0	64.0	Europe and Northern America	2007	F	Female	12.0	PT	Percent	C	Country Data	G	Global	2017
46	46	Share of female police officers	75	Share of female police officers	246	Finland	FIN	26.0	64.0	Europe and Northern America	2006	F	Female	12.0	PT	Percent	C	Country Data	G	Global	2017
46	46	Share of female police officers	75	Share of female police officers	246	Finland	FIN	26.0	64.0	Europe and Northern America	2005	F	Female	11.0	PT	Percent	C	Country Data	G	Global	2017
46	46	Share of female police officers	75	Share of female police officers	246	Finland	FIN	26.0	64.0	Europe and Northern America	2004	F	Female	11.0	PT	Percent	C	Country Data	G	Global	2017
46	46	Share of female police officers	75	Share of female police officers	233	Estonia	EST	26.0	59.0	Europe and Northern America	2015	F	Female	35.0	PT	Percent	C	Country Data	G	Global	2017
46	46	Share of female police officers	75	Share of female police officers	233	Estonia	EST	26.0	59.0	Europe and Northern America	2014	F	Female	35.0	PT	Percent	C	Country Data	G	Global	2017
46	46	Share of female police officers	75	Share of female police officers	233	Estonia	EST	26.0	59.0	Europe and Northern America	2013	F	Female	34.0	PT	Percent	C	Country Data	G	Global	2017
46	46	Share of female police officers	75	Share of female police officers	222	El Salvador	SLV	-88.91666666	13.83333333	Latin America and the Caribbean	2015	F	Female	12.0	PT	Percent	C	Country Data	G	Global	2017
46	46	Share of female police officers	75	Share of female police officers	222	El Salvador	SLV	-88.91666666	13.83333333	Latin America and the Caribbean	2014	F	Female	11.0	PT	Percent	C	Country Data	G	Global	2017
46	46	Share of female police officers	75	Share of female police officers	222	El Salvador	SLV	-88.91666666	13.83333333	Latin America and the Caribbean	2013	F	Female	11.0	PT	Percent	C	Country Data	G	Global	2017
46	46	Share of female police officers	75	Share of female police officers	222	El Salvador	SLV	-88.91666666	13.83333333	Latin America and the Caribbean	2012	F	Female	10.0	PT	Percent	C	Country Data	G	Global	2017
46	46	Share of female police officers	75	Share of female police officers	222	El Salvador	SLV	-88.91666666	13.83333333	Latin America and the Caribbean	2011	F	Female	9.0	PT	Percent	C	Country Data	G	Global	2017
46	46	Share of female police officers	75	Share of female police officers	222	El Salvador	SLV	-88.91666666	13.83333333	Latin America and the Caribbean	2010	F	Female	9.0	PT	Percent	C	Country Data	G	Global	2017
46	46	Share of female police officers	75	Share of female police officers	222	El Salvador	SLV	-88.91666666	13.83333333	Latin America and the Caribbean	2009	F	Female	8.0	PT	Percent	C	Country Data	G	Global	2017
46	46	Share of female police officers	75	Share of female police officers	222	El Salvador	SLV	-88.91666666	13.83333333	Latin America and the Caribbean	2008	F	Female	8.0	PT	Percent	C	Country Data	G	Global	2017
46	46	Share of female police officers	75	Share of female police officers	222	El Salvador	SLV	-88.91666666	13.83333333	Latin America and the Caribbean	2007	F	Female	7.0	PT	Percent	C	Country Data	G	Global	2017
46	46	Share of female police officers	75	Share of female police officers	218	Ecuador	ECU	-77.5	-2.0	Latin America and the Caribbean	2014	F	Female	10.0	PT	Percent	C	Country Data	G	Global	2017
46	46	Share of female police officers	75	Share of female police officers	218	Ecuador	ECU	-77.5	-2.0	Latin America and the Caribbean	2013	F	Female	9.0	PT	Percent	C	Country Data	G	Global	2017
46	46	Share of female police officers	75	Share of female police officers	422	Lebanon	LBN	35.83333333	33.83333333	Northern Africa and Western Asia	2012	F	Female	2.0	PT	Percent	C	Country Data	G	Global	2017
46	46	Share of female police officers	75	Share of female police officers	422	Lebanon	LBN	35.83333333	33.83333333	Northern Africa and Western Asia	2011	F	Female	0.0	PT	Percent	C	Country Data	G	Global	2017
46	46	Share of female police officers	75	Share of female police officers	422	Lebanon	LBN	35.83333333	33.83333333	Northern Africa and Western Asia	2010	F	Female	0.0	PT	Percent	C	Country Data	G	Global	2017
46	46	Share of female police officers	75	Share of female police officers	422	Lebanon	LBN	35.83333333	33.83333333	Northern Africa and Western Asia	2009	F	Female	0.0	PT	Percent	C	Country Data	G	Global	2017
46	46	Share of female police officers	75	Share of female police officers	422	Lebanon	LBN	35.83333333	33.83333333	Northern Africa and Western Asia	2008	F	Female	0.0	PT	Percent	C	Country Data	G	Global	2017
46	46	Share of female police officers	75	Share of female police officers	414	Kuwait	KWT	45.75	29.5	Northern Africa and Western Asia	2009	F	Female	0.0	PT	Percent	C	Country Data	G	Global	2017
46	46	Share of female police officers	75	Share of female police officers	410	Republic of Korea	KOR	127.5	37.0	Eastern and South-Eastern Asia	2013	F	Female	8.0	PT	Percent	C	Country Data	G	Global	2017
46	46	Share of female police officers	75	Share of female police officers	410	Republic of Korea	KOR	127.5	37.0	Eastern and South-Eastern Asia	2012	F	Female	7.0	PT	Percent	C	Country Data	G	Global	2017
46	46	Share of female police officers	75	Share of female police officers	410	Republic of Korea	KOR	127.5	37.0	Eastern and South-Eastern Asia	2011	F	Female	7.0	PT	Percent	C	Country Data	G	Global	2017
46	46	Share of female police officers	75	Share of female police officers	410	Republic of Korea	KOR	127.5	37.0	Eastern and South-Eastern Asia	2010	F	Female	7.0	PT	Percent	C	Country Data	G	Global	2017
46	46	Share of female police officers	75	Share of female police officers	410	Republic of Korea	KOR	127.5	37.0	Eastern and South-Eastern Asia	2009	F	Female	7.0	PT	Percent	C	Country Data	G	Global	2017
46	46	Share of female police officers	75	Share of female police officers	410	Republic of Korea	KOR	127.5	37.0	Eastern and South-Eastern Asia	2008	F	Female	6.0	PT	Percent	C	Country Data	G	Global	2017
46	46	Share of female police officers	75	Share of female police officers	410	Republic of Korea	KOR	127.5	37.0	Eastern and South-Eastern Asia	2007	F	Female	5.0	PT	Percent	C	Country Data	G	Global	2017
46	46	Share of female police officers	75	Share of female police officers	404	Kenya	KEN	38.0	1.0	Sub-Saharan Africa	2015	F	Female	13.0	PT	Percent	C	Country Data	G	Global	2017
46	46	Share of female police officers	75	Share of female police officers	404	Kenya	KEN	38.0	1.0	Sub-Saharan Africa	2014	F	Female	13.0	PT	Percent	C	Country Data	G	Global	2017
46	46	Share of female police officers	75	Share of female police officers	404	Kenya	KEN	38.0	1.0	Sub-Saharan Africa	2013	F	Female	12.0	PT	Percent	C	Country Data	G	Global	2017
46	46	Share of female police officers	75	Share of female police officers	404	Kenya	KEN	38.0	1.0	Sub-Saharan Africa	2012	F	Female	11.0	PT	Percent	C	Country Data	G	Global	2017
46	46	Share of female police officers	75	Share of female police officers	404	Kenya	KEN	38.0	1.0	Sub-Saharan Africa	2011	F	Female	9.0	PT	Percent	C	Country Data	G	Global	2017
46	46	Share of female police officers	75	Share of female police officers	404	Kenya	KEN	38.0	1.0	Sub-Saharan Africa	2010	F	Female	10.0	PT	Percent	C	Country Data	G	Global	2017
46	46	Share of female police officers	75	Share of female police officers	404	Kenya	KEN	38.0	1.0	Sub-Saharan Africa	2009	F	Female	9.0	PT	Percent	C	Country Data	G	Global	2017
46	46	Share of female police officers	75	Share of female police officers	398	Kazakhstan	KAZ	68.0	48.0	Central and Southern Asia	2013	F	Female	9.0	PT	Percent	C	Country Data	G	Global	2017
46	46	Share of female police officers	75	Share of female police officers	398	Kazakhstan	KAZ	68.0	48.0	Central and Southern Asia	2012	F	Female	9.0	PT	Percent	C	Country Data	G	Global	2017
46	46	Share of female police officers	75	Share of female police officers	398	Kazakhstan	KAZ	68.0	48.0	Central and Southern Asia	2011	F	Female	9.0	PT	Percent	C	Country Data	G	Global	2017
46	46	Share of female police officers	75	Share of female police officers	398	Kazakhstan	KAZ	68.0	48.0	Central and Southern Asia	2010	F	Female	9.0	PT	Percent	C	Country Data	G	Global	2017
46	46	Share of female police officers	75	Share of female police officers	398	Kazakhstan	KAZ	68.0	48.0	Central and Southern Asia	2009	F	Female	9.0	PT	Percent	C	Country Data	G	Global	2017
46	46	Share of female police officers	75	Share of female police officers	398	Kazakhstan	KAZ	68.0	48.0	Central and Southern Asia	2008	F	Female	9.0	PT	Percent	C	Country Data	G	Global	2017
46	46	Share of female police officers	75	Share of female police officers	392	Japan	JPN	138.0	36.0	Eastern and South-Eastern Asia	2014	F	Female	8.0	PT	Percent	C	Country Data	G	Global	2017
46	46	Share of female police officers	75	Share of female police officers	392	Japan	JPN	138.0	36.0	Eastern and South-Eastern Asia	2013	F	Female	7.0	PT	Percent	C	Country Data	G	Global	2017
46	46	Share of female police officers	75	Share of female police officers	392	Japan	JPN	138.0	36.0	Eastern and South-Eastern Asia	2012	F	Female	7.0	PT	Percent	C	Country Data	G	Global	2017
46	46	Share of female police officers	75	Share of female police officers	392	Japan	JPN	138.0	36.0	Eastern and South-Eastern Asia	2011	F	Female	7.0	PT	Percent	C	Country Data	G	Global	2017
46	46	Share of female police officers	75	Share of female police officers	392	Japan	JPN	138.0	36.0	Eastern and South-Eastern Asia	2010	F	Female	6.0	PT	Percent	C	Country Data	G	Global	2017
46	46	Share of female police officers	75	Share of female police officers	392	Japan	JPN	138.0	36.0	Eastern and South-Eastern Asia	2009	F	Female	6.0	PT	Percent	C	Country Data	G	Global	2017
46	46	Share of female police officers	75	Share of female police officers	392	Japan	JPN	138.0	36.0	Eastern and South-Eastern Asia	2008	F	Female	5.0	PT	Percent	C	Country Data	G	Global	2017
46	46	Share of female police officers	75	Share of female police officers	388	Jamaica	JAM	-77.5	18.25	Latin America and the Caribbean	2010	F	Female	25.0	PT	Percent	C	Country Data	G	Global	2017
46	46	Share of female police officers	75	Share of female police officers	380	Italy	ITA	12.83333333	42.83333333	Europe and Northern America	2013	F	Female	7.0	PT	Percent	C	Country Data	G	Global	2017
46	46	Share of female police officers	75	Share of female police officers	380	Italy	ITA	12.83333333	42.83333333	Europe and Northern America	2012	F	Female	6.0	PT	Percent	C	Country Data	G	Global	2017
46	46	Share of female police officers	75	Share of female police officers	380	Italy	ITA	12.83333333	42.83333333	Europe and Northern America	2011	F	Female	6.0	PT	Percent	C	Country Data	G	Global	2017
46	46	Share of female police officers	75	Share of female police officers	372	Ireland	IRL	-8.0	53.0	Europe and Northern America	2012	F	Female	25.0	PT	Percent	C	Country Data	G	Global	2017
46	46	Share of female police officers	75	Share of female police officers	368	Iraq	IRQ	44.0	33.0	Northern Africa and Western Asia	2013	F	Female	1.0	PT	Percent	C	Country Data	G	Global	2017
46	46	Share of female police officers	75	Share of female police officers	368	Iraq	IRQ	44.0	33.0	Northern Africa and Western Asia	2012	F	Female	1.0	PT	Percent	C	Country Data	G	Global	2017
46	46	Share of female police officers	75	Share of female police officers	368	Iraq	IRQ	44.0	33.0	Northern Africa and Western Asia	2011	F	Female	1.0	PT	Percent	C	Country Data	G	Global	2017
46	46	Share of female police officers	75	Share of female police officers	360	Indonesia	IDN	120.0	-5.0	Eastern and South-Eastern Asia	2010	F	Female	3.0	PT	Percent	C	Country Data	G	Global	2017
46	46	Share of female police officers	75	Share of female police officers	356	India	IND	77.0	20.0	Central and Southern Asia	2013	F	Female	7.0	PT	Percent	C	Country Data	G	Global	2017
46	46	Share of female police officers	75	Share of female police officers	356	India	IND	77.0	20.0	Central and Southern Asia	2012	F	Female	6.0	PT	Percent	C	Country Data	G	Global	2017
46	46	Share of female police officers	75	Share of female police officers	356	India	IND	77.0	20.0	Central and Southern Asia	2011	F	Female	6.0	PT	Percent	C	Country Data	G	Global	2017
46	46	Share of female police officers	75	Share of female police officers	356	India	IND	77.0	20.0	Central and Southern Asia	2010	F	Female	5.0	PT	Percent	C	Country Data	G	Global	2017
46	46	Share of female police officers	75	Share of female police officers	356	India	IND	77.0	20.0	Central and Southern Asia	2009	F	Female	4.0	PT	Percent	C	Country Data	G	Global	2017
46	46	Share of female police officers	75	Share of female police officers	356	India	IND	77.0	20.0	Central and Southern Asia	2008	F	Female	4.0	PT	Percent	C	Country Data	G	Global	2017
46	46	Share of female police officers	75	Share of female police officers	356	India	IND	77.0	20.0	Central and Southern Asia	2007	F	Female	4.0	PT	Percent	C	Country Data	G	Global	2017
46	46	Share of female police officers	75	Share of female police officers	356	India	IND	77.0	20.0	Central and Southern Asia	2006	F	Female	4.0	PT	Percent	C	Country Data	G	Global	2017
46	46	Share of female police officers	75	Share of female police officers	356	India	IND	77.0	20.0	Central and Southern Asia	2005	F	Female	3.0	PT	Percent	C	Country Data	G	Global	2017
46	46	Share of female police officers	75	Share of female police officers	356	India	IND	77.0	20.0	Central and Southern Asia	2004	F	Female	3.0	PT	Percent	C	Country Data	G	Global	2017
46	46	Share of female police officers	75	Share of female police officers	352	Iceland	ISL	-18.0	65.0	Europe and Northern America	2015	F	Female	16.0	PT	Percent	C	Country Data	G	Global	2017
46	46	Share of female police officers	75	Share of female police officers	352	Iceland	ISL	-18.0	65.0	Europe and Northern America	2014	F	Female	15.0	PT	Percent	C	Country Data	G	Global	2017
46	46	Share of female police officers	75	Share of female police officers	352	Iceland	ISL	-18.0	65.0	Europe and Northern America	2013	F	Female	13.0	PT	Percent	C	Country Data	G	Global	2017
46	46	Share of female police officers	75	Share of female police officers	352	Iceland	ISL	-18.0	65.0	Europe and Northern America	2012	F	Female	12.0	PT	Percent	C	Country Data	G	Global	2017
46	46	Share of female police officers	75	Share of female police officers	352	Iceland	ISL	-18.0	65.0	Europe and Northern America	2011	F	Female	11.0	PT	Percent	C	Country Data	G	Global	2017
46	46	Share of female police officers	75	Share of female police officers	352	Iceland	ISL	-18.0	65.0	Europe and Northern America	2010	F	Female	12.0	PT	Percent	C	Country Data	G	Global	2017
46	46	Share of female police officers	75	Share of female police officers	344	China, Hong Kong Special Administrative Region	HKG	114.188	22.267	Eastern and South-Eastern Asia	2013	F	Female	16.0	PT	Percent	C	Country Data	G	Global	2017
46	46	Share of female police officers	75	Share of female police officers	344	China, Hong Kong Special Administrative Region	HKG	114.188	22.267	Eastern and South-Eastern Asia	2012	F	Female	16.0	PT	Percent	C	Country Data	G	Global	2017
46	46	Share of female police officers	75	Share of female police officers	344	China, Hong Kong Special Administrative Region	HKG	114.188	22.267	Eastern and South-Eastern Asia	2011	F	Female	16.0	PT	Percent	C	Country Data	G	Global	2017
46	46	Share of female police officers	75	Share of female police officers	344	China, Hong Kong Special Administrative Region	HKG	114.188	22.267	Eastern and South-Eastern Asia	2010	F	Female	16.0	PT	Percent	C	Country Data	G	Global	2017
46	46	Share of female police officers	75	Share of female police officers	344	China, Hong Kong Special Administrative Region	HKG	114.188	22.267	Eastern and South-Eastern Asia	2009	F	Female	15.0	PT	Percent	C	Country Data	G	Global	2017
46	46	Share of female police officers	75	Share of female police officers	344	China, Hong Kong Special Administrative Region	HKG	114.188	22.267	Eastern and South-Eastern Asia	2008	F	Female	15.0	PT	Percent	C	Country Data	G	Global	2017
46	46	Share of female police officers	75	Share of female police officers	344	China, Hong Kong Special Administrative Region	HKG	114.188	22.267	Eastern and South-Eastern Asia	2007	F	Female	14.0	PT	Percent	C	Country Data	G	Global	2017
46	46	Share of female police officers	75	Share of female police officers	344	China, Hong Kong Special Administrative Region	HKG	114.188	22.267	Eastern and South-Eastern Asia	2006	F	Female	14.0	PT	Percent	C	Country Data	G	Global	2017
46	46	Share of female police officers	75	Share of female police officers	344	China, Hong Kong Special Administrative Region	HKG	114.188	22.267	Eastern and South-Eastern Asia	2005	F	Female	13.0	PT	Percent	C	Country Data	G	Global	2017
46	46	Share of female police officers	75	Share of female police officers	344	China, Hong Kong Special Administrative Region	HKG	114.188	22.267	Eastern and South-Eastern Asia	2004	F	Female	13.0	PT	Percent	C	Country Data	G	Global	2017
46	46	Share of female police officers	75	Share of female police officers	340	Honduras	HND	-86.5	15.0	Latin America and the Caribbean	2015	F	Female	10.0	PT	Percent	C	Country Data	G	Global	2017
46	46	Share of female police officers	75	Share of female police officers	340	Honduras	HND	-86.5	15.0	Latin America and the Caribbean	2013	F	Female	9.0	PT	Percent	C	Country Data	G	Global	2017
46	46	Share of female police officers	75	Share of female police officers	340	Honduras	HND	-86.5	15.0	Latin America and the Caribbean	2012	F	Female	12.0	PT	Percent	C	Country Data	G	Global	2017
46	46	Share of female police officers	75	Share of female police officers	340	Honduras	HND	-86.5	15.0	Latin America and the Caribbean	2011	F	Female	11.0	PT	Percent	C	Country Data	G	Global	2017
46	46	Share of female police officers	75	Share of female police officers	336	Holy See	VAT	12.45	41.9	Europe and Northern America	2015	F	Female	0.0	PT	Percent	C	Country Data	G	Global	2017
46	46	Share of female police officers	75	Share of female police officers	336	Holy See	VAT	12.45	41.9	Europe and Northern America	2014	F	Female	0.0	PT	Percent	C	Country Data	G	Global	2017
46	46	Share of female police officers	75	Share of female police officers	336	Holy See	VAT	12.45	41.9	Europe and Northern America	2013	F	Female	0.0	PT	Percent	C	Country Data	G	Global	2017
46	46	Share of female police officers	75	Share of female police officers	124	Canada	CAN	-95.0	60.0	Europe and Northern America	2013	F	Female	20.0	PT	Percent	C	Country Data	G	Global	2017
46	46	Share of female police officers	75	Share of female police officers	124	Canada	CAN	-95.0	60.0	Europe and Northern America	2012	F	Female	20.0	PT	Percent	C	Country Data	G	Global	2017
46	46	Share of female police officers	75	Share of female police officers	124	Canada	CAN	-95.0	60.0	Europe and Northern America	2011	F	Female	20.0	PT	Percent	C	Country Data	G	Global	2017
46	46	Share of female police officers	75	Share of female police officers	124	Canada	CAN	-95.0	60.0	Europe and Northern America	2010	F	Female	19.0	PT	Percent	C	Country Data	G	Global	2017
