INDICATOR_LABEL	INDICATOR_ID	INDICATOR_DESC	MINSET_SERIES	MINSET_SERIES_DESC	REF_AREA	REF_AREA_DESC	ISO3	X	Y	SDG_REGION	TIME_PERIOD	SEX	SEX_DESC	AGE	AGE_DESC	DISABILITY_STATUS	DISABILITY_STATUS_DESC	OBS_VALUE	UNIT_MEASURE	UNIT_MEASURE_DESC	NATURE	NATURE_DESC	REPORTING_TYPE	REPORTING_TYPE_DESC	COMMENT_OBS	SOURCE_DETAIL	SOURCE_YEAR	sort_order	SDG_SeriesID	ILO_SeriesID	UNESCO_SeriesID	TSK_sub_dims	TSK_sub_id	TSK_sub_desc	isLatestValue
I.10	Ia3981659	Unemployment rate, by sex, age and persons with disabilities	S36180f12	Unemployment rate, by sex and disability	51	Armenia	ARM	44.93839317	40.29499741	Northern Africa and Western Asia	2017	M	Male	_X	Not Available or not specified	PWD	Persons without disability	17.9	PT	Percent	C	Country Data	G	Global	Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old	LFS - EU Labour Force Survey	2021	1800	SL_TLF_UEMDIS			SEX__AGE__DISABILITY_STATUS	M___X__PWD	Male, not available or not specified, persons without disability	False
I.10	Ia3981659	Unemployment rate, by sex, age and persons with disabilities	S36180f12	Unemployment rate, by sex and disability	51	Armenia	ARM	44.93839317	40.29499741	Northern Africa and Western Asia	2018	M	Male	_X	Not Available or not specified	PWD	Persons without disability	17.7	PT	Percent	C	Country Data	G	Global	Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old	LFS - EU Labour Force Survey	2021	1800	SL_TLF_UEMDIS			SEX__AGE__DISABILITY_STATUS	M___X__PWD	Male, not available or not specified, persons without disability	True
I.10	Ia3981659	Unemployment rate, by sex, age and persons with disabilities	S36180f12	Unemployment rate, by sex and disability	51	Armenia	ARM	44.93839317	40.29499741	Northern Africa and Western Asia	2008	_T	Both sexes or no breakdown by sex	_X	Not Available or not specified	PWD	Persons without disability	22.9	PT	Percent	C	Country Data	G	Global	Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old | Break in series: Methodology revised	LFS - Labour force survey	2021	1800	SL_TLF_UEMDIS			SEX__AGE__DISABILITY_STATUS	_T___X__PWD	Both sexes or no breakdown by sex, not available or not specified, persons without disability	False
I.10	Ia3981659	Unemployment rate, by sex, age and persons with disabilities	S36180f12	Unemployment rate, by sex and disability	51	Armenia	ARM	44.93839317	40.29499741	Northern Africa and Western Asia	2014	_T	Both sexes or no breakdown by sex	_X	Not Available or not specified	PWD	Persons without disability	17.5	PT	Percent	C	Country Data	G	Global	Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old | Break in series: Methodology revised	PC - Population census	2021	1800	SL_TLF_UEMDIS			SEX__AGE__DISABILITY_STATUS	_T___X__PWD	Both sexes or no breakdown by sex, not available or not specified, persons without disability	False
I.10	Ia3981659	Unemployment rate, by sex, age and persons with disabilities	S36180f12	Unemployment rate, by sex and disability	51	Armenia	ARM	44.93839317	40.29499741	Northern Africa and Western Asia	2015	_T	Both sexes or no breakdown by sex	_X	Not Available or not specified	PWD	Persons without disability	18.4	PT	Percent	C	Country Data	G	Global	Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old	LFS - Labour force survey	2021	1800	SL_TLF_UEMDIS			SEX__AGE__DISABILITY_STATUS	_T___X__PWD	Both sexes or no breakdown by sex, not available or not specified, persons without disability	False
I.10	Ia3981659	Unemployment rate, by sex, age and persons with disabilities	S36180f12	Unemployment rate, by sex and disability	51	Armenia	ARM	44.93839317	40.29499741	Northern Africa and Western Asia	2016	_T	Both sexes or no breakdown by sex	_X	Not Available or not specified	PWD	Persons without disability	17.6	PT	Percent	C	Country Data	G	Global	Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old	LFS - Labour force survey	2021	1800	SL_TLF_UEMDIS			SEX__AGE__DISABILITY_STATUS	_T___X__PWD	Both sexes or no breakdown by sex, not available or not specified, persons without disability	False
I.10	Ia3981659	Unemployment rate, by sex, age and persons with disabilities	S36180f12	Unemployment rate, by sex and disability	51	Armenia	ARM	44.93839317	40.29499741	Northern Africa and Western Asia	2017	_T	Both sexes or no breakdown by sex	_X	Not Available or not specified	PWD	Persons without disability	17.9	PT	Percent	C	Country Data	G	Global	Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old	LFS - Labour force survey	2021	1800	SL_TLF_UEMDIS			SEX__AGE__DISABILITY_STATUS	_T___X__PWD	Both sexes or no breakdown by sex, not available or not specified, persons without disability	False
I.10	Ia3981659	Unemployment rate, by sex, age and persons with disabilities	S36180f12	Unemployment rate, by sex and disability	51	Armenia	ARM	44.93839317	40.29499741	Northern Africa and Western Asia	2018	_T	Both sexes or no breakdown by sex	_X	Not Available or not specified	PWD	Persons without disability	19.0	PT	Percent	C	Country Data	G	Global	Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old	LFS - EU Labour Force Survey	2021	1800	SL_TLF_UEMDIS			SEX__AGE__DISABILITY_STATUS	_T___X__PWD	Both sexes or no breakdown by sex, not available or not specified, persons without disability	True
I.10	Ia3981659	Unemployment rate, by sex, age and persons with disabilities	S36180f12	Unemployment rate, by sex and disability	40	Austria	AUT	14.14172472	47.58704857	Europe and Northern America	2012	F	Female	_X	Not Available or not specified	PWD	Persons without disability	3.0	PT	Percent	C	Country Data	G	Global	Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population | Unemployment definition: Self-declared labour status	LFS - EU Labour Force Survey	2021	1800	SL_TLF_UEMDIS			SEX__AGE__DISABILITY_STATUS	F___X__PWD	Female, not available or not specified, persons without disability	True
I.10	Ia3981659	Unemployment rate, by sex, age and persons with disabilities	S36180f12	Unemployment rate, by sex and disability	40	Austria	AUT	14.14172472	47.58704857	Europe and Northern America	2012	_T	Both sexes or no breakdown by sex	_X	Not Available or not specified	PWD	Persons without disability	3.0	PT	Percent	C	Country Data	G	Global	Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population | Unemployment definition: Self-declared labour status	LFS - EU Labour Force Survey	2021	1800	SL_TLF_UEMDIS			SEX__AGE__DISABILITY_STATUS	_T___X__PWD	Both sexes or no breakdown by sex, not available or not specified, persons without disability	True
I.10	Ia3981659	Unemployment rate, by sex, age and persons with disabilities	S36180f12	Unemployment rate, by sex and disability	40	Austria	AUT	14.14172472	47.58704857	Europe and Northern America	2012	M	Male	_X	Not Available or not specified	PWD	Persons without disability	4.0	PT	Percent	C	Country Data	G	Global	Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population | Unemployment definition: Self-declared labour status	LFS - EU Labour Force Survey	2021	1800	SL_TLF_UEMDIS			SEX__AGE__DISABILITY_STATUS	M___X__PWD	Male, not available or not specified, persons without disability	True
I.10	Ia3981659	Unemployment rate, by sex, age and persons with disabilities	S36180f12	Unemployment rate, by sex and disability	56	Belgium	BEL	4.660976456	50.64104975	Europe and Northern America	2012	_T	Both sexes or no breakdown by sex	_X	Not Available or not specified	PWD	Persons without disability	6.0	PT	Percent	C	Country Data	G	Global	Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population | Unemployment definition: Self-declared labour status	LFS - EU Labour Force Survey	2021	1800	SL_TLF_UEMDIS			SEX__AGE__DISABILITY_STATUS	_T___X__PWD	Both sexes or no breakdown by sex, not available or not specified, persons without disability	False
I.10	Ia3981659	Unemployment rate, by sex, age and persons with disabilities	S36180f12	Unemployment rate, by sex and disability	56	Belgium	BEL	4.660976456	50.64104975	Europe and Northern America	2015	_T	Both sexes or no breakdown by sex	_X	Not Available or not specified	PWD	Persons without disability	8.1	PT	Percent	C	Country Data	G	Global	Age coverage - maximum age: 64 years old	LFS - EU Labour Force Survey	2021	1800	SL_TLF_UEMDIS			SEX__AGE__DISABILITY_STATUS	_T___X__PWD	Both sexes or no breakdown by sex, not available or not specified, persons without disability	False
I.10	Ia3981659	Unemployment rate, by sex, age and persons with disabilities	S36180f12	Unemployment rate, by sex and disability	56	Belgium	BEL	4.660976456	50.64104975	Europe and Northern America	2016	_T	Both sexes or no breakdown by sex	_X	Not Available or not specified	PWD	Persons without disability	7.5	PT	Percent	C	Country Data	G	Global	Age coverage - maximum age: 64 years old | Type of difficulties: Activity limitations | Level of difficulties: Level of difficulties not used as a criteria | Minimum duration of disability: At least 6 months	LFS - EU Labour Force Survey	2021	1800	SL_TLF_UEMDIS			SEX__AGE__DISABILITY_STATUS	_T___X__PWD	Both sexes or no breakdown by sex, not available or not specified, persons without disability	True
I.10	Ia3981659	Unemployment rate, by sex, age and persons with disabilities	S36180f12	Unemployment rate, by sex and disability	56	Belgium	BEL	4.660976456	50.64104975	Europe and Northern America	2012	M	Male	_X	Not Available or not specified	PWD	Persons without disability	6.0	PT	Percent	C	Country Data	G	Global	Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population | Unemployment definition: Self-declared labour status	LFS - EU Labour Force Survey	2021	1800	SL_TLF_UEMDIS			SEX__AGE__DISABILITY_STATUS	M___X__PWD	Male, not available or not specified, persons without disability	False
I.10	Ia3981659	Unemployment rate, by sex, age and persons with disabilities	S36180f12	Unemployment rate, by sex and disability	56	Belgium	BEL	4.660976456	50.64104975	Europe and Northern America	2015	M	Male	_X	Not Available or not specified	PWD	Persons without disability	8.7	PT	Percent	C	Country Data	G	Global	Age coverage - maximum age: 64 years old	LFS - EU Labour Force Survey	2021	1800	SL_TLF_UEMDIS			SEX__AGE__DISABILITY_STATUS	M___X__PWD	Male, not available or not specified, persons without disability	False
I.10	Ia3981659	Unemployment rate, by sex, age and persons with disabilities	S36180f12	Unemployment rate, by sex and disability	56	Belgium	BEL	4.660976456	50.64104975	Europe and Northern America	2016	M	Male	_X	Not Available or not specified	PWD	Persons without disability	7.7	PT	Percent	C	Country Data	G	Global	Age coverage - maximum age: 64 years old | Type of difficulties: Activity limitations | Level of difficulties: Level of difficulties not used as a criteria | Minimum duration of disability: At least 6 months	LFS - EU Labour Force Survey	2021	1800	SL_TLF_UEMDIS			SEX__AGE__DISABILITY_STATUS	M___X__PWD	Male, not available or not specified, persons without disability	True
I.10	Ia3981659	Unemployment rate, by sex, age and persons with disabilities	S36180f12	Unemployment rate, by sex and disability	56	Belgium	BEL	4.660976456	50.64104975	Europe and Northern America	2012	F	Female	_X	Not Available or not specified	PWD	Persons without disability	6.0	PT	Percent	C	Country Data	G	Global	Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population | Unemployment definition: Self-declared labour status	LFS - EU Labour Force Survey	2021	1800	SL_TLF_UEMDIS			SEX__AGE__DISABILITY_STATUS	F___X__PWD	Female, not available or not specified, persons without disability	False
I.10	Ia3981659	Unemployment rate, by sex, age and persons with disabilities	S36180f12	Unemployment rate, by sex and disability	56	Belgium	BEL	4.660976456	50.64104975	Europe and Northern America	2015	F	Female	_X	Not Available or not specified	PWD	Persons without disability	7.3	PT	Percent	C	Country Data	G	Global	Age coverage - maximum age: 64 years old	LFS - EU Labour Force Survey	2021	1800	SL_TLF_UEMDIS			SEX__AGE__DISABILITY_STATUS	F___X__PWD	Female, not available or not specified, persons without disability	False
I.10	Ia3981659	Unemployment rate, by sex, age and persons with disabilities	S36180f12	Unemployment rate, by sex and disability	56	Belgium	BEL	4.660976456	50.64104975	Europe and Northern America	2016	F	Female	_X	Not Available or not specified	PWD	Persons without disability	7.1	PT	Percent	C	Country Data	G	Global	Age coverage - maximum age: 64 years old | Type of difficulties: Activity limitations | Level of difficulties: Level of difficulties not used as a criteria | Minimum duration of disability: At least 6 months	LFS - EU Labour Force Survey	2021	1800	SL_TLF_UEMDIS			SEX__AGE__DISABILITY_STATUS	F___X__PWD	Female, not available or not specified, persons without disability	True
I.10	Ia3981659	Unemployment rate, by sex, age and persons with disabilities	S36180f12	Unemployment rate, by sex and disability	72	Botswana	BWA	23.81380223	-22.18810073	Sub-Saharan Africa	2009	M	Male	_X	Not Available or not specified	PWD	Persons without disability	13.1	PT	Percent	C	Country Data	G	Global	Repository: ILO-STATISTICS - Micro data processing	LFS - EU Labour Force Survey	2021	1800	SL_TLF_UEMDIS			SEX__AGE__DISABILITY_STATUS	M___X__PWD	Male, not available or not specified, persons without disability	False
I.10	Ia3981659	Unemployment rate, by sex, age and persons with disabilities	S36180f12	Unemployment rate, by sex and disability	72	Botswana	BWA	23.81380223	-22.18810073	Sub-Saharan Africa	2019	M	Male	_X	Not Available or not specified	PWD	Persons without disability	22.2	PT	Percent	C	Country Data	G	Global	Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers | Unemployment definition: Two criteria (not in employment and seeking) | Break in series: Methodology revised	LFS - EU Labour Force Survey	2021	1800	SL_TLF_UEMDIS			SEX__AGE__DISABILITY_STATUS	M___X__PWD	Male, not available or not specified, persons without disability	True
I.10	Ia3981659	Unemployment rate, by sex, age and persons with disabilities	S36180f12	Unemployment rate, by sex and disability	72	Botswana	BWA	23.81380223	-22.18810073	Sub-Saharan Africa	2009	_T	Both sexes or no breakdown by sex	_X	Not Available or not specified	PWD	Persons without disability	16.4	PT	Percent	C	Country Data	G	Global	Repository: ILO-STATISTICS - Micro data processing	LFS - EU Labour Force Survey	2021	1800	SL_TLF_UEMDIS			SEX__AGE__DISABILITY_STATUS	_T___X__PWD	Both sexes or no breakdown by sex, not available or not specified, persons without disability	False
I.10	Ia3981659	Unemployment rate, by sex, age and persons with disabilities	S36180f12	Unemployment rate, by sex and disability	72	Botswana	BWA	23.81380223	-22.18810073	Sub-Saharan Africa	2019	_T	Both sexes or no breakdown by sex	_X	Not Available or not specified	PWD	Persons without disability	22.9	PT	Percent	C	Country Data	G	Global	Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers | Unemployment definition: Two criteria (not in employment and seeking) | Break in series: Methodology revised	LFS - EU Labour Force Survey	2021	1800	SL_TLF_UEMDIS			SEX__AGE__DISABILITY_STATUS	_T___X__PWD	Both sexes or no breakdown by sex, not available or not specified, persons without disability	True
I.10	Ia3981659	Unemployment rate, by sex, age and persons with disabilities	S36180f12	Unemployment rate, by sex and disability	72	Botswana	BWA	23.81380223	-22.18810073	Sub-Saharan Africa	2009	F	Female	_X	Not Available or not specified	PWD	Persons without disability	20.0	PT	Percent	C	Country Data	G	Global	Repository: ILO-STATISTICS - Micro data processing	LFS - EU Labour Force Survey	2021	1800	SL_TLF_UEMDIS			SEX__AGE__DISABILITY_STATUS	F___X__PWD	Female, not available or not specified, persons without disability	False
I.10	Ia3981659	Unemployment rate, by sex, age and persons with disabilities	S36180f12	Unemployment rate, by sex and disability	72	Botswana	BWA	23.81380223	-22.18810073	Sub-Saharan Africa	2019	F	Female	_X	Not Available or not specified	PWD	Persons without disability	23.6	PT	Percent	C	Country Data	G	Global	Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers | Unemployment definition: Two criteria (not in employment and seeking) | Break in series: Methodology revised	LFS - EU Labour Force Survey	2021	1800	SL_TLF_UEMDIS			SEX__AGE__DISABILITY_STATUS	F___X__PWD	Female, not available or not specified, persons without disability	True
I.10	Ia3981659	Unemployment rate, by sex, age and persons with disabilities	S36180f12	Unemployment rate, by sex and disability	100	Bulgaria	BGR	25.23763153	42.75731323	Europe and Northern America	2010	_T	Both sexes or no breakdown by sex	_X	Not Available or not specified	PWD	Persons without disability	10.2	PT	Percent	C	Country Data	G	Global	Population coverage: Excluding institutional population | Age coverage - maximum age: 74 years old | Type of difficulties: Nonstandard type of difficulties | Level of difficulties: Nonstandard level of difficulties | Minimum duration of disability: Nonstandard minimum duration of disability	LFS - EU Labour Force Survey	2021	1800	SL_TLF_UEMDIS			SEX__AGE__DISABILITY_STATUS	_T___X__PWD	Both sexes or no breakdown by sex, not available or not specified, persons without disability	False
I.10	Ia3981659	Unemployment rate, by sex, age and persons with disabilities	S36180f12	Unemployment rate, by sex and disability	100	Bulgaria	BGR	25.23763153	42.75731323	Europe and Northern America	2012	_T	Both sexes or no breakdown by sex	_X	Not Available or not specified	PWD	Persons without disability	24.0	PT	Percent	C	Country Data	G	Global	Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population | Unemployment definition: Self-declared labour status	LFS - EU Labour Force Survey	2021	1800	SL_TLF_UEMDIS			SEX__AGE__DISABILITY_STATUS	_T___X__PWD	Both sexes or no breakdown by sex, not available or not specified, persons without disability	False
I.10	Ia3981659	Unemployment rate, by sex, age and persons with disabilities	S36180f12	Unemployment rate, by sex and disability	100	Bulgaria	BGR	25.23763153	42.75731323	Europe and Northern America	2015	_T	Both sexes or no breakdown by sex	_X	Not Available or not specified	PWD	Persons without disability	9.0	PT	Percent	C	Country Data	G	Global	Population coverage: Excluding institutional population | Age coverage - maximum age: 74 years old | Type of difficulties: Nonstandard type of difficulties | Level of difficulties: Nonstandard level of difficulties | Minimum duration of disability: Nonstandard minimum duration of disability	LFS - EU Labour Force Survey	2021	1800	SL_TLF_UEMDIS			SEX__AGE__DISABILITY_STATUS	_T___X__PWD	Both sexes or no breakdown by sex, not available or not specified, persons without disability	False
I.10	Ia3981659	Unemployment rate, by sex, age and persons with disabilities	S36180f12	Unemployment rate, by sex and disability	100	Bulgaria	BGR	25.23763153	42.75731323	Europe and Northern America	2016	_T	Both sexes or no breakdown by sex	_X	Not Available or not specified	PWD	Persons without disability	7.5	PT	Percent	C	Country Data	G	Global	Population coverage: Excluding institutional population | Age coverage - maximum age: 74 years old | Type of difficulties: Nonstandard type of difficulties | Level of difficulties: Nonstandard level of difficulties | Minimum duration of disability: Nonstandard minimum duration of disability	LFS - EU Labour Force Survey	2021	1800	SL_TLF_UEMDIS			SEX__AGE__DISABILITY_STATUS	_T___X__PWD	Both sexes or no breakdown by sex, not available or not specified, persons without disability	True
I.10	Ia3981659	Unemployment rate, by sex, age and persons with disabilities	S36180f12	Unemployment rate, by sex and disability	100	Bulgaria	BGR	25.23763153	42.75731323	Europe and Northern America	2010	M	Male	_X	Not Available or not specified	PWD	Persons without disability	10.8	PT	Percent	C	Country Data	G	Global	Population coverage: Excluding institutional population | Age coverage - maximum age: 74 years old | Type of difficulties: Nonstandard type of difficulties | Level of difficulties: Nonstandard level of difficulties | Minimum duration of disability: Nonstandard minimum duration of disability	LFS - EU Labour Force Survey	2021	1800	SL_TLF_UEMDIS			SEX__AGE__DISABILITY_STATUS	M___X__PWD	Male, not available or not specified, persons without disability	False
I.10	Ia3981659	Unemployment rate, by sex, age and persons with disabilities	S36180f12	Unemployment rate, by sex and disability	100	Bulgaria	BGR	25.23763153	42.75731323	Europe and Northern America	2012	M	Male	_X	Not Available or not specified	PWD	Persons without disability	23.0	PT	Percent	C	Country Data	G	Global	Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population | Unemployment definition: Self-declared labour status	LFS - EU Labour Force Survey	2021	1800	SL_TLF_UEMDIS			SEX__AGE__DISABILITY_STATUS	M___X__PWD	Male, not available or not specified, persons without disability	False
I.10	Ia3981659	Unemployment rate, by sex, age and persons with disabilities	S36180f12	Unemployment rate, by sex and disability	100	Bulgaria	BGR	25.23763153	42.75731323	Europe and Northern America	2015	M	Male	_X	Not Available or not specified	PWD	Persons without disability	9.7	PT	Percent	C	Country Data	G	Global	Population coverage: Excluding institutional population | Age coverage - maximum age: 74 years old | Type of difficulties: Nonstandard type of difficulties | Level of difficulties: Nonstandard level of difficulties | Minimum duration of disability: Nonstandard minimum duration of disability	LFS - EU Labour Force Survey	2021	1800	SL_TLF_UEMDIS			SEX__AGE__DISABILITY_STATUS	M___X__PWD	Male, not available or not specified, persons without disability	False
I.10	Ia3981659	Unemployment rate, by sex, age and persons with disabilities	S36180f12	Unemployment rate, by sex and disability	100	Bulgaria	BGR	25.23763153	42.75731323	Europe and Northern America	2016	M	Male	_X	Not Available or not specified	PWD	Persons without disability	8.0	PT	Percent	C	Country Data	G	Global	Population coverage: Excluding institutional population | Age coverage - maximum age: 74 years old | Type of difficulties: Nonstandard type of difficulties | Level of difficulties: Nonstandard level of difficulties | Minimum duration of disability: Nonstandard minimum duration of disability	LFS - EU Labour Force Survey	2021	1800	SL_TLF_UEMDIS			SEX__AGE__DISABILITY_STATUS	M___X__PWD	Male, not available or not specified, persons without disability	True
I.10	Ia3981659	Unemployment rate, by sex, age and persons with disabilities	S36180f12	Unemployment rate, by sex and disability	100	Bulgaria	BGR	25.23763153	42.75731323	Europe and Northern America	2010	F	Female	_X	Not Available or not specified	PWD	Persons without disability	9.5	PT	Percent	C	Country Data	G	Global	Population coverage: Excluding institutional population | Age coverage - maximum age: 74 years old | Type of difficulties: Nonstandard type of difficulties | Level of difficulties: Nonstandard level of difficulties | Minimum duration of disability: Nonstandard minimum duration of disability	LFS - EU Labour Force Survey	2021	1800	SL_TLF_UEMDIS			SEX__AGE__DISABILITY_STATUS	F___X__PWD	Female, not available or not specified, persons without disability	False
I.10	Ia3981659	Unemployment rate, by sex, age and persons with disabilities	S36180f12	Unemployment rate, by sex and disability	100	Bulgaria	BGR	25.23763153	42.75731323	Europe and Northern America	2012	F	Female	_X	Not Available or not specified	PWD	Persons without disability	25.0	PT	Percent	C	Country Data	G	Global	Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population | Unemployment definition: Self-declared labour status	LFS - EU Labour Force Survey	2021	1800	SL_TLF_UEMDIS			SEX__AGE__DISABILITY_STATUS	F___X__PWD	Female, not available or not specified, persons without disability	False
