INDICATOR_LABEL	INDICATOR_ID	INDICATOR_DESC	MINSET_SERIES	MINSET_SERIES_DESC	REF_AREA	REF_AREA_DESC	ISO3	X	Y	SDG_REGION	TIME_PERIOD	SEX	SEX_DESC	OBS_VALUE	UNIT_MEASURE	UNIT_MEASURE_DESC	NATURE	NATURE_DESC	REPORTING_TYPE	REPORTING_TYPE_DESC	SOURCE_YEAR	sort_order	SDG_SeriesID	ILO_SeriesID	UNESCO_SeriesID	TSK_sub_dims	TSK_sub_id	TSK_sub_desc	isLatestValue
II.1	If1e8239d	Participation rate in organized learning (one year before the official primary entry age), by sex	Sf1e8239d	Participation rate in organized learning (one year before the official primary entry age), by sex	8	Albania	ALB	20.06660928	41.13897007	Europe and Northern America	2014	_T	Both sexes or no breakdown by sex	90.76092	PT	Percent	C	Country Data	G	Global	2021	3200	SE_PRE_PARTN			SEX	_T	Both sexes or no breakdown by sex	False
II.1	If1e8239d	Participation rate in organized learning (one year before the official primary entry age), by sex	Sf1e8239d	Participation rate in organized learning (one year before the official primary entry age), by sex	8	Albania	ALB	20.06660928	41.13897007	Europe and Northern America	2015	_T	Both sexes or no breakdown by sex	88.12827	PT	Percent	C	Country Data	G	Global	2021	3200	SE_PRE_PARTN			SEX	_T	Both sexes or no breakdown by sex	False
II.1	If1e8239d	Participation rate in organized learning (one year before the official primary entry age), by sex	Sf1e8239d	Participation rate in organized learning (one year before the official primary entry age), by sex	8	Albania	ALB	20.06660928	41.13897007	Europe and Northern America	2016	_T	Both sexes or no breakdown by sex	95.70909	PT	Percent	C	Country Data	G	Global	2021	3200	SE_PRE_PARTN			SEX	_T	Both sexes or no breakdown by sex	False
II.1	If1e8239d	Participation rate in organized learning (one year before the official primary entry age), by sex	Sf1e8239d	Participation rate in organized learning (one year before the official primary entry age), by sex	8	Albania	ALB	20.06660928	41.13897007	Europe and Northern America	2017	_T	Both sexes or no breakdown by sex	97.24487	PT	Percent	C	Country Data	G	Global	2021	3200	SE_PRE_PARTN			SEX	_T	Both sexes or no breakdown by sex	False
II.1	If1e8239d	Participation rate in organized learning (one year before the official primary entry age), by sex	Sf1e8239d	Participation rate in organized learning (one year before the official primary entry age), by sex	8	Albania	ALB	20.06660928	41.13897007	Europe and Northern America	2018	_T	Both sexes or no breakdown by sex	97.0732	PT	Percent	C	Country Data	G	Global	2021	3200	SE_PRE_PARTN			SEX	_T	Both sexes or no breakdown by sex	True
II.1	If1e8239d	Participation rate in organized learning (one year before the official primary entry age), by sex	Sf1e8239d	Participation rate in organized learning (one year before the official primary entry age), by sex	12	Algeria	DZA	2.678164227	28.15940032	Northern Africa and Western Asia	2003	_T	Both sexes or no breakdown by sex	8.63119	PT	Percent	C	Country Data	G	Global	2021	3200	SE_PRE_PARTN			SEX	_T	Both sexes or no breakdown by sex	False
II.1	If1e8239d	Participation rate in organized learning (one year before the official primary entry age), by sex	Sf1e8239d	Participation rate in organized learning (one year before the official primary entry age), by sex	12	Algeria	DZA	2.678164227	28.15940032	Northern Africa and Western Asia	2004	_T	Both sexes or no breakdown by sex	11.26857	PT	Percent	C	Country Data	G	Global	2021	3200	SE_PRE_PARTN			SEX	_T	Both sexes or no breakdown by sex	False
II.1	If1e8239d	Participation rate in organized learning (one year before the official primary entry age), by sex	Sf1e8239d	Participation rate in organized learning (one year before the official primary entry age), by sex	12	Algeria	DZA	2.678164227	28.15940032	Northern Africa and Western Asia	2005	_T	Both sexes or no breakdown by sex	13.30605	PT	Percent	C	Country Data	G	Global	2021	3200	SE_PRE_PARTN			SEX	_T	Both sexes or no breakdown by sex	False
II.1	If1e8239d	Participation rate in organized learning (one year before the official primary entry age), by sex	Sf1e8239d	Participation rate in organized learning (one year before the official primary entry age), by sex	12	Algeria	DZA	2.678164227	28.15940032	Northern Africa and Western Asia	2006	_T	Both sexes or no breakdown by sex	33.98955	PT	Percent	C	Country Data	G	Global	2021	3200	SE_PRE_PARTN			SEX	_T	Both sexes or no breakdown by sex	False
II.1	If1e8239d	Participation rate in organized learning (one year before the official primary entry age), by sex	Sf1e8239d	Participation rate in organized learning (one year before the official primary entry age), by sex	12	Algeria	DZA	2.678164227	28.15940032	Northern Africa and Western Asia	2008	_T	Both sexes or no breakdown by sex	43.37556	PT	Percent	C	Country Data	G	Global	2021	3200	SE_PRE_PARTN			SEX	_T	Both sexes or no breakdown by sex	False
II.1	If1e8239d	Participation rate in organized learning (one year before the official primary entry age), by sex	Sf1e8239d	Participation rate in organized learning (one year before the official primary entry age), by sex	12	Algeria	DZA	2.678164227	28.15940032	Northern Africa and Western Asia	2009	_T	Both sexes or no breakdown by sex	84.43027	PT	Percent	C	Country Data	G	Global	2021	3200	SE_PRE_PARTN			SEX	_T	Both sexes or no breakdown by sex	False
II.1	If1e8239d	Participation rate in organized learning (one year before the official primary entry age), by sex	Sf1e8239d	Participation rate in organized learning (one year before the official primary entry age), by sex	12	Algeria	DZA	2.678164227	28.15940032	Northern Africa and Western Asia	2010	_T	Both sexes or no breakdown by sex	88.85497	PT	Percent	C	Country Data	G	Global	2021	3200	SE_PRE_PARTN			SEX	_T	Both sexes or no breakdown by sex	False
II.1	If1e8239d	Participation rate in organized learning (one year before the official primary entry age), by sex	Sf1e8239d	Participation rate in organized learning (one year before the official primary entry age), by sex	12	Algeria	DZA	2.678164227	28.15940032	Northern Africa and Western Asia	2011	_T	Both sexes or no breakdown by sex	84.72997	PT	Percent	C	Country Data	G	Global	2021	3200	SE_PRE_PARTN			SEX	_T	Both sexes or no breakdown by sex	True
II.1	If1e8239d	Participation rate in organized learning (one year before the official primary entry age), by sex	Sf1e8239d	Participation rate in organized learning (one year before the official primary entry age), by sex	24	Angola	AGO	17.57817062	-12.33724746	Sub-Saharan Africa	2009	_T	Both sexes or no breakdown by sex	59.60203	PT	Percent	C	Country Data	G	Global	2021	3200	SE_PRE_PARTN			SEX	_T	Both sexes or no breakdown by sex	False
II.1	If1e8239d	Participation rate in organized learning (one year before the official primary entry age), by sex	Sf1e8239d	Participation rate in organized learning (one year before the official primary entry age), by sex	24	Angola	AGO	17.57817062	-12.33724746	Sub-Saharan Africa	2011	_T	Both sexes or no breakdown by sex	55.6802	PT	Percent	C	Country Data	G	Global	2021	3200	SE_PRE_PARTN			SEX	_T	Both sexes or no breakdown by sex	False
II.1	If1e8239d	Participation rate in organized learning (one year before the official primary entry age), by sex	Sf1e8239d	Participation rate in organized learning (one year before the official primary entry age), by sex	24	Angola	AGO	17.57817062	-12.33724746	Sub-Saharan Africa	2008	_T	Both sexes or no breakdown by sex	63.83331	PT	Percent	E	Estimated	G	Global	2021	3200	SE_PRE_PARTN			SEX	_T	Both sexes or no breakdown by sex	False
II.1	If1e8239d	Participation rate in organized learning (one year before the official primary entry age), by sex	Sf1e8239d	Participation rate in organized learning (one year before the official primary entry age), by sex	24	Angola	AGO	17.57817062	-12.33724746	Sub-Saharan Africa	2010	_T	Both sexes or no breakdown by sex	55.26911	PT	Percent	E	Estimated	G	Global	2021	3200	SE_PRE_PARTN			SEX	_T	Both sexes or no breakdown by sex	False
II.1	If1e8239d	Participation rate in organized learning (one year before the official primary entry age), by sex	Sf1e8239d	Participation rate in organized learning (one year before the official primary entry age), by sex	24	Angola	AGO	17.57817062	-12.33724746	Sub-Saharan Africa	2016	_T	Both sexes or no breakdown by sex	65.15899	PT	Percent	E	Estimated	G	Global	2021	3200	SE_PRE_PARTN			SEX	_T	Both sexes or no breakdown by sex	True
II.1	If1e8239d	Participation rate in organized learning (one year before the official primary entry age), by sex	Sf1e8239d	Participation rate in organized learning (one year before the official primary entry age), by sex	28	Antigua and Barbuda	ATG	-61.7999755	17.07761471	Latin America and the Caribbean	2008	_T	Both sexes or no breakdown by sex	97.18981	PT	Percent	C	Country Data	G	Global	2021	3200	SE_PRE_PARTN			SEX	_T	Both sexes or no breakdown by sex	False
II.1	If1e8239d	Participation rate in organized learning (one year before the official primary entry age), by sex	Sf1e8239d	Participation rate in organized learning (one year before the official primary entry age), by sex	28	Antigua and Barbuda	ATG	-61.7999755	17.07761471	Latin America and the Caribbean	2014	_T	Both sexes or no breakdown by sex	94.01867	PT	Percent	C	Country Data	G	Global	2021	3200	SE_PRE_PARTN			SEX	_T	Both sexes or no breakdown by sex	False
II.1	If1e8239d	Participation rate in organized learning (one year before the official primary entry age), by sex	Sf1e8239d	Participation rate in organized learning (one year before the official primary entry age), by sex	28	Antigua and Barbuda	ATG	-61.7999755	17.07761471	Latin America and the Caribbean	2015	_T	Both sexes or no breakdown by sex	98.02547	PT	Percent	C	Country Data	G	Global	2021	3200	SE_PRE_PARTN			SEX	_T	Both sexes or no breakdown by sex	False
II.1	If1e8239d	Participation rate in organized learning (one year before the official primary entry age), by sex	Sf1e8239d	Participation rate in organized learning (one year before the official primary entry age), by sex	28	Antigua and Barbuda	ATG	-61.7999755	17.07761471	Latin America and the Caribbean	2017	_T	Both sexes or no breakdown by sex	97.95271	PT	Percent	C	Country Data	G	Global	2021	3200	SE_PRE_PARTN			SEX	_T	Both sexes or no breakdown by sex	False
II.1	If1e8239d	Participation rate in organized learning (one year before the official primary entry age), by sex	Sf1e8239d	Participation rate in organized learning (one year before the official primary entry age), by sex	28	Antigua and Barbuda	ATG	-61.7999755	17.07761471	Latin America and the Caribbean	2018	_T	Both sexes or no breakdown by sex	91.06648	PT	Percent	C	Country Data	G	Global	2021	3200	SE_PRE_PARTN			SEX	_T	Both sexes or no breakdown by sex	True
II.1	If1e8239d	Participation rate in organized learning (one year before the official primary entry age), by sex	Sf1e8239d	Participation rate in organized learning (one year before the official primary entry age), by sex	28	Antigua and Barbuda	ATG	-61.7999755	17.07761471	Latin America and the Caribbean	2007	_T	Both sexes or no breakdown by sex	96.5	PT	Percent	E	Estimated	G	Global	2021	3200	SE_PRE_PARTN			SEX	_T	Both sexes or no breakdown by sex	False
II.1	If1e8239d	Participation rate in organized learning (one year before the official primary entry age), by sex	Sf1e8239d	Participation rate in organized learning (one year before the official primary entry age), by sex	32	Argentina	ARG	-65.14563274	-35.19446255	Latin America and the Caribbean	2000	_T	Both sexes or no breakdown by sex	99.19166	PT	Percent	C	Country Data	G	Global	2021	3200	SE_PRE_PARTN			SEX	_T	Both sexes or no breakdown by sex	False
II.1	If1e8239d	Participation rate in organized learning (one year before the official primary entry age), by sex	Sf1e8239d	Participation rate in organized learning (one year before the official primary entry age), by sex	32	Argentina	ARG	-65.14563274	-35.19446255	Latin America and the Caribbean	2001	_T	Both sexes or no breakdown by sex	99.24705	PT	Percent	C	Country Data	G	Global	2021	3200	SE_PRE_PARTN			SEX	_T	Both sexes or no breakdown by sex	False
II.1	If1e8239d	Participation rate in organized learning (one year before the official primary entry age), by sex	Sf1e8239d	Participation rate in organized learning (one year before the official primary entry age), by sex	32	Argentina	ARG	-65.14563274	-35.19446255	Latin America and the Caribbean	2002	_T	Both sexes or no breakdown by sex	99.25613	PT	Percent	C	Country Data	G	Global	2021	3200	SE_PRE_PARTN			SEX	_T	Both sexes or no breakdown by sex	False
II.1	If1e8239d	Participation rate in organized learning (one year before the official primary entry age), by sex	Sf1e8239d	Participation rate in organized learning (one year before the official primary entry age), by sex	32	Argentina	ARG	-65.14563274	-35.19446255	Latin America and the Caribbean	2003	_T	Both sexes or no breakdown by sex	98.09208	PT	Percent	C	Country Data	G	Global	2021	3200	SE_PRE_PARTN			SEX	_T	Both sexes or no breakdown by sex	False
II.1	If1e8239d	Participation rate in organized learning (one year before the official primary entry age), by sex	Sf1e8239d	Participation rate in organized learning (one year before the official primary entry age), by sex	32	Argentina	ARG	-65.14563274	-35.19446255	Latin America and the Caribbean	2004	_T	Both sexes or no breakdown by sex	99.05828	PT	Percent	C	Country Data	G	Global	2021	3200	SE_PRE_PARTN			SEX	_T	Both sexes or no breakdown by sex	False
II.1	If1e8239d	Participation rate in organized learning (one year before the official primary entry age), by sex	Sf1e8239d	Participation rate in organized learning (one year before the official primary entry age), by sex	32	Argentina	ARG	-65.14563274	-35.19446255	Latin America and the Caribbean	2005	_T	Both sexes or no breakdown by sex	99.1162	PT	Percent	C	Country Data	G	Global	2021	3200	SE_PRE_PARTN			SEX	_T	Both sexes or no breakdown by sex	False
II.1	If1e8239d	Participation rate in organized learning (one year before the official primary entry age), by sex	Sf1e8239d	Participation rate in organized learning (one year before the official primary entry age), by sex	32	Argentina	ARG	-65.14563274	-35.19446255	Latin America and the Caribbean	2006	_T	Both sexes or no breakdown by sex	99.26442	PT	Percent	C	Country Data	G	Global	2021	3200	SE_PRE_PARTN			SEX	_T	Both sexes or no breakdown by sex	False
II.1	If1e8239d	Participation rate in organized learning (one year before the official primary entry age), by sex	Sf1e8239d	Participation rate in organized learning (one year before the official primary entry age), by sex	32	Argentina	ARG	-65.14563274	-35.19446255	Latin America and the Caribbean	2007	_T	Both sexes or no breakdown by sex	96.91319	PT	Percent	C	Country Data	G	Global	2021	3200	SE_PRE_PARTN			SEX	_T	Both sexes or no breakdown by sex	False
II.1	If1e8239d	Participation rate in organized learning (one year before the official primary entry age), by sex	Sf1e8239d	Participation rate in organized learning (one year before the official primary entry age), by sex	32	Argentina	ARG	-65.14563274	-35.19446255	Latin America and the Caribbean	2008	_T	Both sexes or no breakdown by sex	98.35552	PT	Percent	C	Country Data	G	Global	2021	3200	SE_PRE_PARTN			SEX	_T	Both sexes or no breakdown by sex	False
II.1	If1e8239d	Participation rate in organized learning (one year before the official primary entry age), by sex	Sf1e8239d	Participation rate in organized learning (one year before the official primary entry age), by sex	32	Argentina	ARG	-65.14563274	-35.19446255	Latin America and the Caribbean	2009	_T	Both sexes or no breakdown by sex	98.05086	PT	Percent	C	Country Data	G	Global	2021	3200	SE_PRE_PARTN			SEX	_T	Both sexes or no breakdown by sex	False
II.1	If1e8239d	Participation rate in organized learning (one year before the official primary entry age), by sex	Sf1e8239d	Participation rate in organized learning (one year before the official primary entry age), by sex	32	Argentina	ARG	-65.14563274	-35.19446255	Latin America and the Caribbean	2010	_T	Both sexes or no breakdown by sex	99.23803	PT	Percent	C	Country Data	G	Global	2021	3200	SE_PRE_PARTN			SEX	_T	Both sexes or no breakdown by sex	False
II.1	If1e8239d	Participation rate in organized learning (one year before the official primary entry age), by sex	Sf1e8239d	Participation rate in organized learning (one year before the official primary entry age), by sex	32	Argentina	ARG	-65.14563274	-35.19446255	Latin America and the Caribbean	2011	_T	Both sexes or no breakdown by sex	97.08818	PT	Percent	C	Country Data	G	Global	2021	3200	SE_PRE_PARTN			SEX	_T	Both sexes or no breakdown by sex	False
II.1	If1e8239d	Participation rate in organized learning (one year before the official primary entry age), by sex	Sf1e8239d	Participation rate in organized learning (one year before the official primary entry age), by sex	32	Argentina	ARG	-65.14563274	-35.19446255	Latin America and the Caribbean	2012	_T	Both sexes or no breakdown by sex	96.60038	PT	Percent	C	Country Data	G	Global	2021	3200	SE_PRE_PARTN			SEX	_T	Both sexes or no breakdown by sex	False
II.1	If1e8239d	Participation rate in organized learning (one year before the official primary entry age), by sex	Sf1e8239d	Participation rate in organized learning (one year before the official primary entry age), by sex	32	Argentina	ARG	-65.14563274	-35.19446255	Latin America and the Caribbean	2013	_T	Both sexes or no breakdown by sex	97.49906	PT	Percent	C	Country Data	G	Global	2021	3200	SE_PRE_PARTN			SEX	_T	Both sexes or no breakdown by sex	False
II.1	If1e8239d	Participation rate in organized learning (one year before the official primary entry age), by sex	Sf1e8239d	Participation rate in organized learning (one year before the official primary entry age), by sex	32	Argentina	ARG	-65.14563274	-35.19446255	Latin America and the Caribbean	2014	_T	Both sexes or no breakdown by sex	99.18871	PT	Percent	C	Country Data	G	Global	2021	3200	SE_PRE_PARTN			SEX	_T	Both sexes or no breakdown by sex	False
II.1	If1e8239d	Participation rate in organized learning (one year before the official primary entry age), by sex	Sf1e8239d	Participation rate in organized learning (one year before the official primary entry age), by sex	32	Argentina	ARG	-65.14563274	-35.19446255	Latin America and the Caribbean	2015	_T	Both sexes or no breakdown by sex	99.26518	PT	Percent	C	Country Data	G	Global	2021	3200	SE_PRE_PARTN			SEX	_T	Both sexes or no breakdown by sex	False
II.1	If1e8239d	Participation rate in organized learning (one year before the official primary entry age), by sex	Sf1e8239d	Participation rate in organized learning (one year before the official primary entry age), by sex	32	Argentina	ARG	-65.14563274	-35.19446255	Latin America and the Caribbean	2016	_T	Both sexes or no breakdown by sex	99.31045	PT	Percent	C	Country Data	G	Global	2021	3200	SE_PRE_PARTN			SEX	_T	Both sexes or no breakdown by sex	False
II.1	If1e8239d	Participation rate in organized learning (one year before the official primary entry age), by sex	Sf1e8239d	Participation rate in organized learning (one year before the official primary entry age), by sex	32	Argentina	ARG	-65.14563274	-35.19446255	Latin America and the Caribbean	2017	_T	Both sexes or no breakdown by sex	97.81543	PT	Percent	C	Country Data	G	Global	2021	3200	SE_PRE_PARTN			SEX	_T	Both sexes or no breakdown by sex	False
II.1	If1e8239d	Participation rate in organized learning (one year before the official primary entry age), by sex	Sf1e8239d	Participation rate in organized learning (one year before the official primary entry age), by sex	32	Argentina	ARG	-65.14563274	-35.19446255	Latin America and the Caribbean	2018	_T	Both sexes or no breakdown by sex	97.91551	PT	Percent	C	Country Data	G	Global	2021	3200	SE_PRE_PARTN			SEX	_T	Both sexes or no breakdown by sex	True
II.1	If1e8239d	Participation rate in organized learning (one year before the official primary entry age), by sex	Sf1e8239d	Participation rate in organized learning (one year before the official primary entry age), by sex	36	Australia	AUS	134.3499412	-25.57717202	Australia and New Zealand	2001	_T	Both sexes or no breakdown by sex	52.77135	PT	Percent	C	Country Data	G	Global	2021	3200	SE_PRE_PARTN			SEX	_T	Both sexes or no breakdown by sex	False
II.1	If1e8239d	Participation rate in organized learning (one year before the official primary entry age), by sex	Sf1e8239d	Participation rate in organized learning (one year before the official primary entry age), by sex	36	Australia	AUS	134.3499412	-25.57717202	Australia and New Zealand	2002	_T	Both sexes or no breakdown by sex	51.49512	PT	Percent	C	Country Data	G	Global	2021	3200	SE_PRE_PARTN			SEX	_T	Both sexes or no breakdown by sex	False
II.1	If1e8239d	Participation rate in organized learning (one year before the official primary entry age), by sex	Sf1e8239d	Participation rate in organized learning (one year before the official primary entry age), by sex	36	Australia	AUS	134.3499412	-25.57717202	Australia and New Zealand	2003	_T	Both sexes or no breakdown by sex	64.52273	PT	Percent	C	Country Data	G	Global	2021	3200	SE_PRE_PARTN			SEX	_T	Both sexes or no breakdown by sex	False
II.1	If1e8239d	Participation rate in organized learning (one year before the official primary entry age), by sex	Sf1e8239d	Participation rate in organized learning (one year before the official primary entry age), by sex	36	Australia	AUS	134.3499412	-25.57717202	Australia and New Zealand	2004	_T	Both sexes or no breakdown by sex	65.75983	PT	Percent	C	Country Data	G	Global	2021	3200	SE_PRE_PARTN			SEX	_T	Both sexes or no breakdown by sex	False
II.1	If1e8239d	Participation rate in organized learning (one year before the official primary entry age), by sex	Sf1e8239d	Participation rate in organized learning (one year before the official primary entry age), by sex	36	Australia	AUS	134.3499412	-25.57717202	Australia and New Zealand	2005	_T	Both sexes or no breakdown by sex	62.80391	PT	Percent	C	Country Data	G	Global	2021	3200	SE_PRE_PARTN			SEX	_T	Both sexes or no breakdown by sex	False
II.1	If1e8239d	Participation rate in organized learning (one year before the official primary entry age), by sex	Sf1e8239d	Participation rate in organized learning (one year before the official primary entry age), by sex	36	Australia	AUS	134.3499412	-25.57717202	Australia and New Zealand	2006	_T	Both sexes or no breakdown by sex	62.96296	PT	Percent	C	Country Data	G	Global	2021	3200	SE_PRE_PARTN			SEX	_T	Both sexes or no breakdown by sex	False
II.1	If1e8239d	Participation rate in organized learning (one year before the official primary entry age), by sex	Sf1e8239d	Participation rate in organized learning (one year before the official primary entry age), by sex	36	Australia	AUS	134.3499412	-25.57717202	Australia and New Zealand	2007	_T	Both sexes or no breakdown by sex	51.89909	PT	Percent	C	Country Data	G	Global	2021	3200	SE_PRE_PARTN			SEX	_T	Both sexes or no breakdown by sex	False
II.1	If1e8239d	Participation rate in organized learning (one year before the official primary entry age), by sex	Sf1e8239d	Participation rate in organized learning (one year before the official primary entry age), by sex	36	Australia	AUS	134.3499412	-25.57717202	Australia and New Zealand	2008	_T	Both sexes or no breakdown by sex	52.85639	PT	Percent	C	Country Data	G	Global	2021	3200	SE_PRE_PARTN			SEX	_T	Both sexes or no breakdown by sex	False
II.1	If1e8239d	Participation rate in organized learning (one year before the official primary entry age), by sex	Sf1e8239d	Participation rate in organized learning (one year before the official primary entry age), by sex	36	Australia	AUS	134.3499412	-25.57717202	Australia and New Zealand	2009	_T	Both sexes or no breakdown by sex	52.22294	PT	Percent	C	Country Data	G	Global	2021	3200	SE_PRE_PARTN			SEX	_T	Both sexes or no breakdown by sex	False
II.1	If1e8239d	Participation rate in organized learning (one year before the official primary entry age), by sex	Sf1e8239d	Participation rate in organized learning (one year before the official primary entry age), by sex	36	Australia	AUS	134.3499412	-25.57717202	Australia and New Zealand	2010	_T	Both sexes or no breakdown by sex	52.57204	PT	Percent	C	Country Data	G	Global	2021	3200	SE_PRE_PARTN			SEX	_T	Both sexes or no breakdown by sex	False
II.1	If1e8239d	Participation rate in organized learning (one year before the official primary entry age), by sex	Sf1e8239d	Participation rate in organized learning (one year before the official primary entry age), by sex	36	Australia	AUS	134.3499412	-25.57717202	Australia and New Zealand	2013	_T	Both sexes or no breakdown by sex	80.06622	PT	Percent	C	Country Data	G	Global	2021	3200	SE_PRE_PARTN			SEX	_T	Both sexes or no breakdown by sex	False
II.1	If1e8239d	Participation rate in organized learning (one year before the official primary entry age), by sex	Sf1e8239d	Participation rate in organized learning (one year before the official primary entry age), by sex	36	Australia	AUS	134.3499412	-25.57717202	Australia and New Zealand	2014	_T	Both sexes or no breakdown by sex	82.66048	PT	Percent	C	Country Data	G	Global	2021	3200	SE_PRE_PARTN			SEX	_T	Both sexes or no breakdown by sex	False
II.1	If1e8239d	Participation rate in organized learning (one year before the official primary entry age), by sex	Sf1e8239d	Participation rate in organized learning (one year before the official primary entry age), by sex	36	Australia	AUS	134.3499412	-25.57717202	Australia and New Zealand	2015	_T	Both sexes or no breakdown by sex	86.31254	PT	Percent	C	Country Data	G	Global	2021	3200	SE_PRE_PARTN			SEX	_T	Both sexes or no breakdown by sex	False
II.1	If1e8239d	Participation rate in organized learning (one year before the official primary entry age), by sex	Sf1e8239d	Participation rate in organized learning (one year before the official primary entry age), by sex	36	Australia	AUS	134.3499412	-25.57717202	Australia and New Zealand	2016	_T	Both sexes or no breakdown by sex	89.76035	PT	Percent	C	Country Data	G	Global	2021	3200	SE_PRE_PARTN			SEX	_T	Both sexes or no breakdown by sex	False
II.1	If1e8239d	Participation rate in organized learning (one year before the official primary entry age), by sex	Sf1e8239d	Participation rate in organized learning (one year before the official primary entry age), by sex	36	Australia	AUS	134.3499412	-25.57717202	Australia and New Zealand	2017	_T	Both sexes or no breakdown by sex	86.44291	PT	Percent	C	Country Data	G	Global	2021	3200	SE_PRE_PARTN			SEX	_T	Both sexes or no breakdown by sex	False
II.1	If1e8239d	Participation rate in organized learning (one year before the official primary entry age), by sex	Sf1e8239d	Participation rate in organized learning (one year before the official primary entry age), by sex	36	Australia	AUS	134.3499412	-25.57717202	Australia and New Zealand	2018	_T	Both sexes or no breakdown by sex	86.19135	PT	Percent	C	Country Data	G	Global	2021	3200	SE_PRE_PARTN			SEX	_T	Both sexes or no breakdown by sex	True
