INDICATOR_ID	INDICATOR_NUM	INDICATOR_DESC	MINSET_SERIES	MINSET_SERIES_DESC	REF_AREA	REF_AREA_DESC	ISO3	X	Y	SDG_REGION	TIME_PERIOD	SEX	SEX_DESC	OBS_VALUE_MODIFIER	OBS_VALUE	UNIT_MEASURE	UNIT_MEASURE_DESC	NATURE	NATURE_DESC	REPORTING_TYPE	REPORTING_TYPE_DESC	LOWER_BOUND_MODIFIER	LOWER_BOUND	UPPER_BOUND_MODIFIER	UPPER_BOUND	SOURCE_YEAR	isLatestValue
40	40	Access to anti-retroviral drug, by sex	34	Access to anti-retroviral drug, by sex	24	Angola	AGO	17.57817062	-12.33724746	Sub-Saharan Africa	2010	M	Male		13	PT	Percent	E	Estimated	G	Global		11.0		16.0	2019	False
40	40	Access to anti-retroviral drug, by sex	34	Access to anti-retroviral drug, by sex	32	Argentina	ARG	-65.14563274	-35.19446255	Latin America and the Caribbean	2018	F	Female		69	PT	Percent	E	Estimated	G	Global		63.0		75.0	2019	True
40	40	Access to anti-retroviral drug, by sex	34	Access to anti-retroviral drug, by sex	32	Argentina	ARG	-65.14563274	-35.19446255	Latin America and the Caribbean	2000	F	Female		18	PT	Percent	E	Estimated	G	Global		17.0		20.0	2019	False
40	40	Access to anti-retroviral drug, by sex	34	Access to anti-retroviral drug, by sex	32	Argentina	ARG	-65.14563274	-35.19446255	Latin America and the Caribbean	2010	F	Female		52	PT	Percent	E	Estimated	G	Global		47.0		57.0	2019	False
40	40	Access to anti-retroviral drug, by sex	34	Access to anti-retroviral drug, by sex	32	Argentina	ARG	-65.14563274	-35.19446255	Latin America and the Caribbean	2018	M	Male		57	PT	Percent	E	Estimated	G	Global		50.0		63.0	2019	True
40	40	Access to anti-retroviral drug, by sex	34	Access to anti-retroviral drug, by sex	32	Argentina	ARG	-65.14563274	-35.19446255	Latin America and the Caribbean	2000	M	Male		18	PT	Percent	E	Estimated	G	Global		15.0		21.0	2019	False
40	40	Access to anti-retroviral drug, by sex	34	Access to anti-retroviral drug, by sex	32	Argentina	ARG	-65.14563274	-35.19446255	Latin America and the Caribbean	2010	M	Male		42	PT	Percent	E	Estimated	G	Global		37.0		47.0	2019	False
40	40	Access to anti-retroviral drug, by sex	34	Access to anti-retroviral drug, by sex	36	Australia	AUS	134.3499412	-25.57717202	Australia and New Zealand	2018	F	Female		83	PT	Percent	E	Estimated	G	Global		72.0		91.0	2019	True
40	40	Access to anti-retroviral drug, by sex	34	Access to anti-retroviral drug, by sex	36	Australia	AUS	134.3499412	-25.57717202	Australia and New Zealand	2000	F	Female		54	PT	Percent	E	Estimated	G	Global		47.0		62.0	2019	False
40	40	Access to anti-retroviral drug, by sex	34	Access to anti-retroviral drug, by sex	36	Australia	AUS	134.3499412	-25.57717202	Australia and New Zealand	2010	F	Female		63	PT	Percent	E	Estimated	G	Global		55.0		71.0	2019	False
40	40	Access to anti-retroviral drug, by sex	34	Access to anti-retroviral drug, by sex	36	Australia	AUS	134.3499412	-25.57717202	Australia and New Zealand	2018	M	Male		82	PT	Percent	E	Estimated	G	Global		69.0		94.0	2019	True
40	40	Access to anti-retroviral drug, by sex	34	Access to anti-retroviral drug, by sex	36	Australia	AUS	134.3499412	-25.57717202	Australia and New Zealand	2000	M	Male		49	PT	Percent	E	Estimated	G	Global		41.0		58.0	2019	False
40	40	Access to anti-retroviral drug, by sex	34	Access to anti-retroviral drug, by sex	36	Australia	AUS	134.3499412	-25.57717202	Australia and New Zealand	2010	M	Male		62	PT	Percent	E	Estimated	G	Global		51.0		71.0	2019	False
40	40	Access to anti-retroviral drug, by sex	34	Access to anti-retroviral drug, by sex	44	Bahamas	BHS	-78.05111663	24.69546597	Latin America and the Caribbean	2018	F	Female		58	PT	Percent	E	Estimated	G	Global		51.0		64.0	2019	True
40	40	Access to anti-retroviral drug, by sex	34	Access to anti-retroviral drug, by sex	44	Bahamas	BHS	-78.05111663	24.69546597	Latin America and the Caribbean	2000	F	Female	<	1	PT	Percent	E	Estimated	G	Global	<	1.0	<	1.0	2019	False
40	40	Access to anti-retroviral drug, by sex	34	Access to anti-retroviral drug, by sex	44	Bahamas	BHS	-78.05111663	24.69546597	Latin America and the Caribbean	2010	F	Female		27	PT	Percent	E	Estimated	G	Global		24.0		30.0	2019	False
40	40	Access to anti-retroviral drug, by sex	34	Access to anti-retroviral drug, by sex	44	Bahamas	BHS	-78.05111663	24.69546597	Latin America and the Caribbean	2018	M	Male		49	PT	Percent	E	Estimated	G	Global		42.0		55.0	2019	True
40	40	Access to anti-retroviral drug, by sex	34	Access to anti-retroviral drug, by sex	44	Bahamas	BHS	-78.05111663	24.69546597	Latin America and the Caribbean	2000	M	Male	<	1	PT	Percent	E	Estimated	G	Global	<	1.0	<	1.0	2019	False
40	40	Access to anti-retroviral drug, by sex	34	Access to anti-retroviral drug, by sex	44	Bahamas	BHS	-78.05111663	24.69546597	Latin America and the Caribbean	2010	M	Male		21	PT	Percent	E	Estimated	G	Global		18.0		24.0	2019	False
40	40	Access to anti-retroviral drug, by sex	34	Access to anti-retroviral drug, by sex	48	Bahrain	BHR	50.5490754	26.04407747	Northern Africa and Western Asia	2018	F	Female		65	PT	Percent	E	Estimated	G	Global		57.0		74.0	2019	True
40	40	Access to anti-retroviral drug, by sex	34	Access to anti-retroviral drug, by sex	48	Bahrain	BHR	50.5490754	26.04407747	Northern Africa and Western Asia	2018	M	Male		65	PT	Percent	E	Estimated	G	Global		57.0		75.0	2019	True
40	40	Access to anti-retroviral drug, by sex	34	Access to anti-retroviral drug, by sex	50	Bangladesh	BGD	89.17660788	22.86961622	Central and Southern Asia	2018	F	Female		21	PT	Percent	E	Estimated	G	Global		18.0		23.0	2019	True
40	40	Access to anti-retroviral drug, by sex	34	Access to anti-retroviral drug, by sex	50	Bangladesh	BGD	89.17660788	22.86961622	Central and Southern Asia	2000	F	Female	<	1	PT	Percent	E	Estimated	G	Global	<	1.0	<	1.0	2019	False
40	40	Access to anti-retroviral drug, by sex	34	Access to anti-retroviral drug, by sex	50	Bangladesh	BGD	89.17660788	22.86961622	Central and Southern Asia	2010	F	Female		7	PT	Percent	E	Estimated	G	Global		6.0		8.0	2019	False
40	40	Access to anti-retroviral drug, by sex	34	Access to anti-retroviral drug, by sex	50	Bangladesh	BGD	89.17660788	22.86961622	Central and Southern Asia	2018	M	Male		22	PT	Percent	E	Estimated	G	Global		20.0		26.0	2019	True
40	40	Access to anti-retroviral drug, by sex	34	Access to anti-retroviral drug, by sex	50	Bangladesh	BGD	89.17660788	22.86961622	Central and Southern Asia	2000	M	Male	<	1	PT	Percent	E	Estimated	G	Global	<	1.0	<	1.0	2019	False
40	40	Access to anti-retroviral drug, by sex	34	Access to anti-retroviral drug, by sex	50	Bangladesh	BGD	89.17660788	22.86961622	Central and Southern Asia	2010	M	Male		5	PT	Percent	E	Estimated	G	Global		5.0		6.0	2019	False
40	40	Access to anti-retroviral drug, by sex	34	Access to anti-retroviral drug, by sex	51	Armenia	ARM	44.93839317	40.29499741	Northern Africa and Western Asia	2018	F	Female		56	PT	Percent	E	Estimated	G	Global		47.0		69.0	2019	True
40	40	Access to anti-retroviral drug, by sex	34	Access to anti-retroviral drug, by sex	51	Armenia	ARM	44.93839317	40.29499741	Northern Africa and Western Asia	2000	F	Female	<	1	PT	Percent	E	Estimated	G	Global	<	1.0	<	1.0	2019	False
40	40	Access to anti-retroviral drug, by sex	34	Access to anti-retroviral drug, by sex	51	Armenia	ARM	44.93839317	40.29499741	Northern Africa and Western Asia	2010	F	Female		5	PT	Percent	E	Estimated	G	Global		4.0		6.0	2019	False
40	40	Access to anti-retroviral drug, by sex	34	Access to anti-retroviral drug, by sex	51	Armenia	ARM	44.93839317	40.29499741	Northern Africa and Western Asia	2018	M	Male		51	PT	Percent	E	Estimated	G	Global		42.0		62.0	2019	True
40	40	Access to anti-retroviral drug, by sex	34	Access to anti-retroviral drug, by sex	51	Armenia	ARM	44.93839317	40.29499741	Northern Africa and Western Asia	2000	M	Male	<	1	PT	Percent	E	Estimated	G	Global	<	1.0	<	1.0	2019	False
40	40	Access to anti-retroviral drug, by sex	34	Access to anti-retroviral drug, by sex	51	Armenia	ARM	44.93839317	40.29499741	Northern Africa and Western Asia	2010	M	Male		9	PT	Percent	E	Estimated	G	Global		7.0		10.0	2019	False
40	40	Access to anti-retroviral drug, by sex	34	Access to anti-retroviral drug, by sex	52	Barbados	BRB	-59.5346489	13.13648273	Latin America and the Caribbean	2018	F	Female		62	PT	Percent	E	Estimated	G	Global		56.0		69.0	2019	True
40	40	Access to anti-retroviral drug, by sex	34	Access to anti-retroviral drug, by sex	52	Barbados	BRB	-59.5346489	13.13648273	Latin America and the Caribbean	2000	F	Female	<	1	PT	Percent	E	Estimated	G	Global	<	1.0	<	1.0	2019	False
40	40	Access to anti-retroviral drug, by sex	34	Access to anti-retroviral drug, by sex	52	Barbados	BRB	-59.5346489	13.13648273	Latin America and the Caribbean	2010	F	Female		52	PT	Percent	E	Estimated	G	Global		46.0		58.0	2019	False
40	40	Access to anti-retroviral drug, by sex	34	Access to anti-retroviral drug, by sex	52	Barbados	BRB	-59.5346489	13.13648273	Latin America and the Caribbean	2018	M	Male		44	PT	Percent	E	Estimated	G	Global		38.0		51.0	2019	True
40	40	Access to anti-retroviral drug, by sex	34	Access to anti-retroviral drug, by sex	52	Barbados	BRB	-59.5346489	13.13648273	Latin America and the Caribbean	2000	M	Male	<	1	PT	Percent	E	Estimated	G	Global	<	1.0	<	1.0	2019	False
40	40	Access to anti-retroviral drug, by sex	34	Access to anti-retroviral drug, by sex	52	Barbados	BRB	-59.5346489	13.13648273	Latin America and the Caribbean	2010	M	Male		31	PT	Percent	E	Estimated	G	Global		27.0		35.0	2019	False
40	40	Access to anti-retroviral drug, by sex	34	Access to anti-retroviral drug, by sex	64	Bhutan	BTN	90.45098484	27.39598568	Central and Southern Asia	2018	F	Female		57	PT	Percent	E	Estimated	G	Global		32.0	>	95.0	2019	True
40	40	Access to anti-retroviral drug, by sex	34	Access to anti-retroviral drug, by sex	64	Bhutan	BTN	90.45098484	27.39598568	Central and Southern Asia	2010	F	Female		9	PT	Percent	E	Estimated	G	Global		4.0		18.0	2019	False
40	40	Access to anti-retroviral drug, by sex	34	Access to anti-retroviral drug, by sex	64	Bhutan	BTN	90.45098484	27.39598568	Central and Southern Asia	2018	M	Male		26	PT	Percent	E	Estimated	G	Global		13.0		57.0	2019	True
40	40	Access to anti-retroviral drug, by sex	34	Access to anti-retroviral drug, by sex	64	Bhutan	BTN	90.45098484	27.39598568	Central and Southern Asia	2010	M	Male		3	PT	Percent	E	Estimated	G	Global	<	1.0		7.0	2019	False
40	40	Access to anti-retroviral drug, by sex	34	Access to anti-retroviral drug, by sex	68	Bolivia (Plurinational State of)	BOL	-64.66224284	-16.71273412	Latin America and the Caribbean	2018	F	Female		44	PT	Percent	E	Estimated	G	Global		41.0		49.0	2019	True
40	40	Access to anti-retroviral drug, by sex	34	Access to anti-retroviral drug, by sex	68	Bolivia (Plurinational State of)	BOL	-64.66224284	-16.71273412	Latin America and the Caribbean	2000	F	Female	<	1	PT	Percent	E	Estimated	G	Global	<	1.0	<	1.0	2019	False
40	40	Access to anti-retroviral drug, by sex	34	Access to anti-retroviral drug, by sex	68	Bolivia (Plurinational State of)	BOL	-64.66224284	-16.71273412	Latin America and the Caribbean	2010	F	Female		6	PT	Percent	E	Estimated	G	Global		5.0		6.0	2019	False
40	40	Access to anti-retroviral drug, by sex	34	Access to anti-retroviral drug, by sex	68	Bolivia (Plurinational State of)	BOL	-64.66224284	-16.71273412	Latin America and the Caribbean	2018	M	Male		44	PT	Percent	E	Estimated	G	Global		39.0		49.0	2019	True
40	40	Access to anti-retroviral drug, by sex	34	Access to anti-retroviral drug, by sex	68	Bolivia (Plurinational State of)	BOL	-64.66224284	-16.71273412	Latin America and the Caribbean	2000	M	Male	<	1	PT	Percent	E	Estimated	G	Global	<	1.0	<	1.0	2019	False
40	40	Access to anti-retroviral drug, by sex	34	Access to anti-retroviral drug, by sex	68	Bolivia (Plurinational State of)	BOL	-64.66224284	-16.71273412	Latin America and the Caribbean	2010	M	Male		5	PT	Percent	E	Estimated	G	Global		5.0		6.0	2019	False
40	40	Access to anti-retroviral drug, by sex	34	Access to anti-retroviral drug, by sex	70	Bosnia and Herzegovina	BIH	17.78584332	44.16845548	Europe and Northern America	2018	F	Female		85	PT	Percent	E	Estimated	G	Global		75.0	>	95.0	2019	True
40	40	Access to anti-retroviral drug, by sex	34	Access to anti-retroviral drug, by sex	70	Bosnia and Herzegovina	BIH	17.78584332	44.16845548	Europe and Northern America	2000	F	Female	<	1	PT	Percent	E	Estimated	G	Global	<	1.0	<	1.0	2019	False
40	40	Access to anti-retroviral drug, by sex	34	Access to anti-retroviral drug, by sex	70	Bosnia and Herzegovina	BIH	17.78584332	44.16845548	Europe and Northern America	2010	F	Female		34	PT	Percent	E	Estimated	G	Global		30.0		39.0	2019	False
40	40	Access to anti-retroviral drug, by sex	34	Access to anti-retroviral drug, by sex	70	Bosnia and Herzegovina	BIH	17.78584332	44.16845548	Europe and Northern America	2018	M	Male		64	PT	Percent	E	Estimated	G	Global		52.0		75.0	2019	True
40	40	Access to anti-retroviral drug, by sex	34	Access to anti-retroviral drug, by sex	70	Bosnia and Herzegovina	BIH	17.78584332	44.16845548	Europe and Northern America	2000	M	Male	<	1	PT	Percent	E	Estimated	G	Global	<	1.0	<	1.0	2019	False
40	40	Access to anti-retroviral drug, by sex	34	Access to anti-retroviral drug, by sex	70	Bosnia and Herzegovina	BIH	17.78584332	44.16845548	Europe and Northern America	2010	M	Male		26	PT	Percent	E	Estimated	G	Global		22.0		31.0	2019	False
40	40	Access to anti-retroviral drug, by sex	34	Access to anti-retroviral drug, by sex	72	Botswana	BWA	23.81380223	-22.18810073	Sub-Saharan Africa	2018	F	Female	>	95	PT	Percent	E	Estimated	G	Global		86.0	>	95.0	2019	True
40	40	Access to anti-retroviral drug, by sex	34	Access to anti-retroviral drug, by sex	72	Botswana	BWA	23.81380223	-22.18810073	Sub-Saharan Africa	2000	F	Female	<	1	PT	Percent	E	Estimated	G	Global	<	1.0	<	1.0	2019	False
40	40	Access to anti-retroviral drug, by sex	34	Access to anti-retroviral drug, by sex	72	Botswana	BWA	23.81380223	-22.18810073	Sub-Saharan Africa	2010	F	Female		52	PT	Percent	E	Estimated	G	Global		47.0		56.0	2019	False
40	40	Access to anti-retroviral drug, by sex	34	Access to anti-retroviral drug, by sex	72	Botswana	BWA	23.81380223	-22.18810073	Sub-Saharan Africa	2018	M	Male		71	PT	Percent	E	Estimated	G	Global		64.0		78.0	2019	True
40	40	Access to anti-retroviral drug, by sex	34	Access to anti-retroviral drug, by sex	72	Botswana	BWA	23.81380223	-22.18810073	Sub-Saharan Africa	2000	M	Male	<	1	PT	Percent	E	Estimated	G	Global	<	1.0	<	1.0	2019	False
40	40	Access to anti-retroviral drug, by sex	34	Access to anti-retroviral drug, by sex	72	Botswana	BWA	23.81380223	-22.18810073	Sub-Saharan Africa	2010	M	Male		44	PT	Percent	E	Estimated	G	Global		39.0		48.0	2019	False
40	40	Access to anti-retroviral drug, by sex	34	Access to anti-retroviral drug, by sex	84	Belize	BLZ	-88.70199554	17.19965901	Latin America and the Caribbean	2018	F	Female		29	PT	Percent	E	Estimated	G	Global		26.0		32.0	2019	True
40	40	Access to anti-retroviral drug, by sex	34	Access to anti-retroviral drug, by sex	84	Belize	BLZ	-88.70199554	17.19965901	Latin America and the Caribbean	2000	F	Female	<	1	PT	Percent	E	Estimated	G	Global	<	1.0	<	1.0	2019	False
40	40	Access to anti-retroviral drug, by sex	34	Access to anti-retroviral drug, by sex	84	Belize	BLZ	-88.70199554	17.19965901	Latin America and the Caribbean	2010	F	Female		21	PT	Percent	E	Estimated	G	Global		19.0		23.0	2019	False
40	40	Access to anti-retroviral drug, by sex	34	Access to anti-retroviral drug, by sex	84	Belize	BLZ	-88.70199554	17.19965901	Latin America and the Caribbean	2018	M	Male		27	PT	Percent	E	Estimated	G	Global		24.0		30.0	2019	True
40	40	Access to anti-retroviral drug, by sex	34	Access to anti-retroviral drug, by sex	84	Belize	BLZ	-88.70199554	17.19965901	Latin America and the Caribbean	2000	M	Male	<	1	PT	Percent	E	Estimated	G	Global	<	1.0	<	1.0	2019	False
40	40	Access to anti-retroviral drug, by sex	34	Access to anti-retroviral drug, by sex	84	Belize	BLZ	-88.70199554	17.19965901	Latin America and the Caribbean	2010	M	Male		19	PT	Percent	E	Estimated	G	Global		17.0		21.0	2019	False
40	40	Access to anti-retroviral drug, by sex	34	Access to anti-retroviral drug, by sex	100	Bulgaria	BGR	25.23763153	42.75731323	Europe and Northern America	2018	F	Female		34	PT	Percent	E	Estimated	G	Global		29.0		40.0	2019	True
40	40	Access to anti-retroviral drug, by sex	34	Access to anti-retroviral drug, by sex	100	Bulgaria	BGR	25.23763153	42.75731323	Europe and Northern America	2000	F	Female		33	PT	Percent	E	Estimated	G	Global		29.0		37.0	2019	False
40	40	Access to anti-retroviral drug, by sex	34	Access to anti-retroviral drug, by sex	100	Bulgaria	BGR	25.23763153	42.75731323	Europe and Northern America	2010	F	Female		35	PT	Percent	E	Estimated	G	Global		32.0		38.0	2019	False
40	40	Access to anti-retroviral drug, by sex	34	Access to anti-retroviral drug, by sex	100	Bulgaria	BGR	25.23763153	42.75731323	Europe and Northern America	2018	M	Male		43	PT	Percent	E	Estimated	G	Global		37.0		50.0	2019	True
40	40	Access to anti-retroviral drug, by sex	34	Access to anti-retroviral drug, by sex	100	Bulgaria	BGR	25.23763153	42.75731323	Europe and Northern America	2000	M	Male		13	PT	Percent	E	Estimated	G	Global		11.0		14.0	2019	False
40	40	Access to anti-retroviral drug, by sex	34	Access to anti-retroviral drug, by sex	100	Bulgaria	BGR	25.23763153	42.75731323	Europe and Northern America	2010	M	Male		19	PT	Percent	E	Estimated	G	Global		17.0		21.0	2019	False
40	40	Access to anti-retroviral drug, by sex	34	Access to anti-retroviral drug, by sex	104	Myanmar	MMR	96.51752295	21.19332882	Eastern and South-Eastern Asia	2018	F	Female		81	PT	Percent	E	Estimated	G	Global		73.0		91.0	2019	True
40	40	Access to anti-retroviral drug, by sex	34	Access to anti-retroviral drug, by sex	104	Myanmar	MMR	96.51752295	21.19332882	Eastern and South-Eastern Asia	2000	F	Female	<	1	PT	Percent	E	Estimated	G	Global	<	1.0	<	1.0	2019	False
40	40	Access to anti-retroviral drug, by sex	34	Access to anti-retroviral drug, by sex	104	Myanmar	MMR	96.51752295	21.19332882	Eastern and South-Eastern Asia	2010	F	Female		16	PT	Percent	E	Estimated	G	Global		14.0		18.0	2019	False
40	40	Access to anti-retroviral drug, by sex	34	Access to anti-retroviral drug, by sex	104	Myanmar	MMR	96.51752295	21.19332882	Eastern and South-Eastern Asia	2018	M	Male		63	PT	Percent	E	Estimated	G	Global		56.0		72.0	2019	True
40	40	Access to anti-retroviral drug, by sex	34	Access to anti-retroviral drug, by sex	104	Myanmar	MMR	96.51752295	21.19332882	Eastern and South-Eastern Asia	2000	M	Male	<	1	PT	Percent	E	Estimated	G	Global	<	1.0	<	1.0	2019	False
40	40	Access to anti-retroviral drug, by sex	34	Access to anti-retroviral drug, by sex	104	Myanmar	MMR	96.51752295	21.19332882	Eastern and South-Eastern Asia	2010	M	Male		11	PT	Percent	E	Estimated	G	Global		10.0		13.0	2019	False
40	40	Access to anti-retroviral drug, by sex	34	Access to anti-retroviral drug, by sex	108	Burundi	BDI	29.89080992	-3.366387428	Sub-Saharan Africa	2018	F	Female		93	PT	Percent	E	Estimated	G	Global		81.0	>	95.0	2019	True
40	40	Access to anti-retroviral drug, by sex	34	Access to anti-retroviral drug, by sex	108	Burundi	BDI	29.89080992	-3.366387428	Sub-Saharan Africa	2000	F	Female	<	1	PT	Percent	E	Estimated	G	Global	<	1.0	<	1.0	2019	False
40	40	Access to anti-retroviral drug, by sex	34	Access to anti-retroviral drug, by sex	108	Burundi	BDI	29.89080992	-3.366387428	Sub-Saharan Africa	2010	F	Female		29	PT	Percent	E	Estimated	G	Global		24.0		33.0	2019	False
40	40	Access to anti-retroviral drug, by sex	34	Access to anti-retroviral drug, by sex	108	Burundi	BDI	29.89080992	-3.366387428	Sub-Saharan Africa	2018	M	Male		78	PT	Percent	E	Estimated	G	Global		67.0		92.0	2019	True
40	40	Access to anti-retroviral drug, by sex	34	Access to anti-retroviral drug, by sex	108	Burundi	BDI	29.89080992	-3.366387428	Sub-Saharan Africa	2000	M	Male	<	1	PT	Percent	E	Estimated	G	Global	<	1.0	<	1.0	2019	False
40	40	Access to anti-retroviral drug, by sex	34	Access to anti-retroviral drug, by sex	108	Burundi	BDI	29.89080992	-3.366387428	Sub-Saharan Africa	2010	M	Male		28	PT	Percent	E	Estimated	G	Global		23.0		32.0	2019	False
40	40	Access to anti-retroviral drug, by sex	34	Access to anti-retroviral drug, by sex	112	Belarus	BLR	28.04940161	53.54193075	Europe and Northern America	2018	F	Female		61	PT	Percent	E	Estimated	G	Global		49.0		78.0	2019	True
40	40	Access to anti-retroviral drug, by sex	34	Access to anti-retroviral drug, by sex	112	Belarus	BLR	28.04940161	53.54193075	Europe and Northern America	2000	F	Female	<	1	PT	Percent	E	Estimated	G	Global	<	1.0	<	1.0	2019	False
40	40	Access to anti-retroviral drug, by sex	34	Access to anti-retroviral drug, by sex	112	Belarus	BLR	28.04940161	53.54193075	Europe and Northern America	2010	F	Female		21	PT	Percent	E	Estimated	G	Global		18.0		26.0	2019	False
40	40	Access to anti-retroviral drug, by sex	34	Access to anti-retroviral drug, by sex	112	Belarus	BLR	28.04940161	53.54193075	Europe and Northern America	2018	M	Male		57	PT	Percent	E	Estimated	G	Global		46.0		73.0	2019	True
40	40	Access to anti-retroviral drug, by sex	34	Access to anti-retroviral drug, by sex	112	Belarus	BLR	28.04940161	53.54193075	Europe and Northern America	2000	M	Male	<	1	PT	Percent	E	Estimated	G	Global	<	1.0	<	1.0	2019	False
40	40	Access to anti-retroviral drug, by sex	34	Access to anti-retroviral drug, by sex	112	Belarus	BLR	28.04940161	53.54193075	Europe and Northern America	2010	M	Male		19	PT	Percent	E	Estimated	G	Global		16.0		24.0	2019	False
40	40	Access to anti-retroviral drug, by sex	34	Access to anti-retroviral drug, by sex	116	Cambodia	KHM	104.922836	12.71163737	Eastern and South-Eastern Asia	2018	F	Female		82	PT	Percent	E	Estimated	G	Global		72.0		93.0	2019	True
40	40	Access to anti-retroviral drug, by sex	34	Access to anti-retroviral drug, by sex	116	Cambodia	KHM	104.922836	12.71163737	Eastern and South-Eastern Asia	2000	F	Female	<	1	PT	Percent	E	Estimated	G	Global	<	1.0	<	1.0	2019	False
40	40	Access to anti-retroviral drug, by sex	34	Access to anti-retroviral drug, by sex	116	Cambodia	KHM	104.922836	12.71163737	Eastern and South-Eastern Asia	2010	F	Female		53	PT	Percent	E	Estimated	G	Global		46.0		62.0	2019	False
