INDICATOR_ID	INDICATOR_NUM	INDICATOR_DESC	MINSET_SERIES	MINSET_SERIES_DESC	REF_AREA	REF_AREA_DESC	ISO3	X	Y	SDG_REGION	TIME_PERIOD	SEX	SEX_DESC	OBS_VALUE	UNIT_MEASURE	UNIT_MEASURE_DESC	NATURE	NATURE_DESC	REPORTING_TYPE	REPORTING_TYPE_DESC	SOURCE_YEAR	isLatestValue
47	47	Share of female judges	76	Share of female judges	112	Belarus	BLR	28.04940161	53.54193075	Europe and Northern America	2016	F	Female	58	PT	Percent	C	Country Data	G	Global	2019	False
47	47	Share of female judges	76	Share of female judges	112	Belarus	BLR	28.04940161	53.54193075	Europe and Northern America	2017	F	Female	58	PT	Percent	C	Country Data	G	Global	2019	True
47	47	Share of female judges	76	Share of female judges	56	Belgium	BEL	4.660976456	50.64104975	Europe and Northern America	2010	F	Female	46	PT	Percent	C	Country Data	G	Global	2019	False
47	47	Share of female judges	76	Share of female judges	56	Belgium	BEL	4.660976456	50.64104975	Europe and Northern America	2011	F	Female	47	PT	Percent	C	Country Data	G	Global	2019	False
47	47	Share of female judges	76	Share of female judges	56	Belgium	BEL	4.660976456	50.64104975	Europe and Northern America	2012	F	Female	48	PT	Percent	C	Country Data	G	Global	2019	False
47	47	Share of female judges	76	Share of female judges	56	Belgium	BEL	4.660976456	50.64104975	Europe and Northern America	2013	F	Female	49	PT	Percent	C	Country Data	G	Global	2019	False
47	47	Share of female judges	76	Share of female judges	56	Belgium	BEL	4.660976456	50.64104975	Europe and Northern America	2014	F	Female	51	PT	Percent	C	Country Data	G	Global	2019	False
47	47	Share of female judges	76	Share of female judges	56	Belgium	BEL	4.660976456	50.64104975	Europe and Northern America	2015	F	Female	52	PT	Percent	C	Country Data	G	Global	2019	True
47	47	Share of female judges	76	Share of female judges	84	Belize	BLZ	-88.70199554	17.19965901	Latin America and the Caribbean	2014	F	Female	40	PT	Percent	C	Country Data	G	Global	2019	True
47	47	Share of female judges	76	Share of female judges	60	Bermuda	BMU	-64.78155012	32.27881922	Europe and Northern America	2013	F	Female	25	PT	Percent	C	Country Data	G	Global	2019	True
47	47	Share of female judges	76	Share of female judges	70	Bosnia and Herzegovina	BIH	17.78584332	44.16845548	Europe and Northern America	2007	F	Female	62	PT	Percent	C	Country Data	G	Global	2019	False
47	47	Share of female judges	76	Share of female judges	70	Bosnia and Herzegovina	BIH	17.78584332	44.16845548	Europe and Northern America	2008	F	Female	63	PT	Percent	C	Country Data	G	Global	2019	False
47	47	Share of female judges	76	Share of female judges	70	Bosnia and Herzegovina	BIH	17.78584332	44.16845548	Europe and Northern America	2009	F	Female	64	PT	Percent	C	Country Data	G	Global	2019	False
47	47	Share of female judges	76	Share of female judges	70	Bosnia and Herzegovina	BIH	17.78584332	44.16845548	Europe and Northern America	2010	F	Female	63	PT	Percent	C	Country Data	G	Global	2019	False
47	47	Share of female judges	76	Share of female judges	70	Bosnia and Herzegovina	BIH	17.78584332	44.16845548	Europe and Northern America	2011	F	Female	64	PT	Percent	C	Country Data	G	Global	2019	False
47	47	Share of female judges	76	Share of female judges	70	Bosnia and Herzegovina	BIH	17.78584332	44.16845548	Europe and Northern America	2012	F	Female	64	PT	Percent	C	Country Data	G	Global	2019	False
47	47	Share of female judges	76	Share of female judges	70	Bosnia and Herzegovina	BIH	17.78584332	44.16845548	Europe and Northern America	2013	F	Female	65	PT	Percent	C	Country Data	G	Global	2019	False
47	47	Share of female judges	76	Share of female judges	70	Bosnia and Herzegovina	BIH	17.78584332	44.16845548	Europe and Northern America	2014	F	Female	62	PT	Percent	C	Country Data	G	Global	2019	False
47	47	Share of female judges	76	Share of female judges	70	Bosnia and Herzegovina	BIH	17.78584332	44.16845548	Europe and Northern America	2015	F	Female	64	PT	Percent	C	Country Data	G	Global	2019	False
47	47	Share of female judges	76	Share of female judges	70	Bosnia and Herzegovina	BIH	17.78584332	44.16845548	Europe and Northern America	2016	F	Female	64	PT	Percent	C	Country Data	G	Global	2019	False
47	47	Share of female judges	76	Share of female judges	70	Bosnia and Herzegovina	BIH	17.78584332	44.16845548	Europe and Northern America	2017	F	Female	63	PT	Percent	C	Country Data	G	Global	2019	True
47	47	Share of female judges	76	Share of female judges	100	Bulgaria	BGR	25.23763153	42.75731323	Europe and Northern America	2015	F	Female	67	PT	Percent	C	Country Data	G	Global	2019	False
47	47	Share of female judges	76	Share of female judges	100	Bulgaria	BGR	25.23763153	42.75731323	Europe and Northern America	2016	F	Female	67	PT	Percent	C	Country Data	G	Global	2019	False
47	47	Share of female judges	76	Share of female judges	100	Bulgaria	BGR	25.23763153	42.75731323	Europe and Northern America	2017	F	Female	67	PT	Percent	C	Country Data	G	Global	2019	True
47	47	Share of female judges	76	Share of female judges	132	Cabo Verde	CPV	-23.63544151	15.07791834	Sub-Saharan Africa	2010	F	Female	36	PT	Percent	C	Country Data	G	Global	2019	False
47	47	Share of female judges	76	Share of female judges	132	Cabo Verde	CPV	-23.63544151	15.07791834	Sub-Saharan Africa	2011	F	Female	35	PT	Percent	C	Country Data	G	Global	2019	False
47	47	Share of female judges	76	Share of female judges	132	Cabo Verde	CPV	-23.63544151	15.07791834	Sub-Saharan Africa	2012	F	Female	36	PT	Percent	C	Country Data	G	Global	2019	False
47	47	Share of female judges	76	Share of female judges	132	Cabo Verde	CPV	-23.63544151	15.07791834	Sub-Saharan Africa	2013	F	Female	35	PT	Percent	C	Country Data	G	Global	2019	False
47	47	Share of female judges	76	Share of female judges	132	Cabo Verde	CPV	-23.63544151	15.07791834	Sub-Saharan Africa	2014	F	Female	35	PT	Percent	C	Country Data	G	Global	2019	False
47	47	Share of female judges	76	Share of female judges	132	Cabo Verde	CPV	-23.63544151	15.07791834	Sub-Saharan Africa	2015	F	Female	36	PT	Percent	C	Country Data	G	Global	2019	True
47	47	Share of female judges	76	Share of female judges	120	Cameroon	CMR	12.7419827	5.692387031	Sub-Saharan Africa	2010	F	Female	23	PT	Percent	C	Country Data	G	Global	2019	False
47	47	Share of female judges	76	Share of female judges	120	Cameroon	CMR	12.7419827	5.692387031	Sub-Saharan Africa	2011	F	Female	23	PT	Percent	C	Country Data	G	Global	2019	False
47	47	Share of female judges	76	Share of female judges	120	Cameroon	CMR	12.7419827	5.692387031	Sub-Saharan Africa	2013	F	Female	23	PT	Percent	C	Country Data	G	Global	2019	True
47	47	Share of female judges	76	Share of female judges	152	Chile	CHL	-71.23029019	-35.2652885	Latin America and the Caribbean	2011	F	Female	59	PT	Percent	C	Country Data	G	Global	2019	False
47	47	Share of female judges	76	Share of female judges	152	Chile	CHL	-71.23029019	-35.2652885	Latin America and the Caribbean	2012	F	Female	59	PT	Percent	C	Country Data	G	Global	2019	False
47	47	Share of female judges	76	Share of female judges	152	Chile	CHL	-71.23029019	-35.2652885	Latin America and the Caribbean	2013	F	Female	59	PT	Percent	C	Country Data	G	Global	2019	False
47	47	Share of female judges	76	Share of female judges	152	Chile	CHL	-71.23029019	-35.2652885	Latin America and the Caribbean	2014	F	Female	50	PT	Percent	C	Country Data	G	Global	2019	False
47	47	Share of female judges	76	Share of female judges	152	Chile	CHL	-71.23029019	-35.2652885	Latin America and the Caribbean	2015	F	Female	51	PT	Percent	C	Country Data	G	Global	2019	False
47	47	Share of female judges	76	Share of female judges	152	Chile	CHL	-71.23029019	-35.2652885	Latin America and the Caribbean	2016	F	Female	51	PT	Percent	C	Country Data	G	Global	2019	False
47	47	Share of female judges	76	Share of female judges	152	Chile	CHL	-71.23029019	-35.2652885	Latin America and the Caribbean	2017	F	Female	51	PT	Percent	C	Country Data	G	Global	2019	True
47	47	Share of female judges	76	Share of female judges	156	China	CHN	104.1403375	32.30955217	Eastern and South-Eastern Asia	2010	F	Female	26	PT	Percent	C	Country Data	G	Global	2019	False
47	47	Share of female judges	76	Share of female judges	156	China	CHN	104.1403375	32.30955217	Eastern and South-Eastern Asia	2012	F	Female	28	PT	Percent	C	Country Data	G	Global	2019	False
47	47	Share of female judges	76	Share of female judges	156	China	CHN	104.1403375	32.30955217	Eastern and South-Eastern Asia	2013	F	Female	29	PT	Percent	C	Country Data	G	Global	2019	False
47	47	Share of female judges	76	Share of female judges	156	China	CHN	104.1403375	32.30955217	Eastern and South-Eastern Asia	2014	F	Female	31	PT	Percent	C	Country Data	G	Global	2019	False
47	47	Share of female judges	76	Share of female judges	156	China	CHN	104.1403375	32.30955217	Eastern and South-Eastern Asia	2015	F	Female	31	PT	Percent	C	Country Data	G	Global	2019	False
47	47	Share of female judges	76	Share of female judges	156	China	CHN	104.1403375	32.30955217	Eastern and South-Eastern Asia	2016	F	Female	34	PT	Percent	C	Country Data	G	Global	2019	False
47	47	Share of female judges	76	Share of female judges	156	China	CHN	104.1403375	32.30955217	Eastern and South-Eastern Asia	2017	F	Female	33	PT	Percent	C	Country Data	G	Global	2019	True
47	47	Share of female judges	76	Share of female judges	170	Colombia	COL	-73.07446751	3.888209046	Latin America and the Caribbean	2017	F	Female	44	PT	Percent	C	Country Data	G	Global	2019	True
47	47	Share of female judges	76	Share of female judges	188	Costa Rica	CRI	-84.19712782	9.970998683	Latin America and the Caribbean	2006	F	Female	49	PT	Percent	C	Country Data	G	Global	2019	False
47	47	Share of female judges	76	Share of female judges	188	Costa Rica	CRI	-84.19712782	9.970998683	Latin America and the Caribbean	2007	F	Female	49	PT	Percent	C	Country Data	G	Global	2019	False
47	47	Share of female judges	76	Share of female judges	188	Costa Rica	CRI	-84.19712782	9.970998683	Latin America and the Caribbean	2008	F	Female	51	PT	Percent	C	Country Data	G	Global	2019	False
47	47	Share of female judges	76	Share of female judges	188	Costa Rica	CRI	-84.19712782	9.970998683	Latin America and the Caribbean	2009	F	Female	50	PT	Percent	C	Country Data	G	Global	2019	False
47	47	Share of female judges	76	Share of female judges	188	Costa Rica	CRI	-84.19712782	9.970998683	Latin America and the Caribbean	2010	F	Female	51	PT	Percent	C	Country Data	G	Global	2019	False
47	47	Share of female judges	76	Share of female judges	188	Costa Rica	CRI	-84.19712782	9.970998683	Latin America and the Caribbean	2011	F	Female	50	PT	Percent	C	Country Data	G	Global	2019	False
47	47	Share of female judges	76	Share of female judges	188	Costa Rica	CRI	-84.19712782	9.970998683	Latin America and the Caribbean	2012	F	Female	52	PT	Percent	C	Country Data	G	Global	2019	False
47	47	Share of female judges	76	Share of female judges	188	Costa Rica	CRI	-84.19712782	9.970998683	Latin America and the Caribbean	2013	F	Female	53	PT	Percent	C	Country Data	G	Global	2019	False
47	47	Share of female judges	76	Share of female judges	188	Costa Rica	CRI	-84.19712782	9.970998683	Latin America and the Caribbean	2014	F	Female	52	PT	Percent	C	Country Data	G	Global	2019	True
47	47	Share of female judges	76	Share of female judges	191	Croatia	HRV	17.95874553	45.45172212	Europe and Northern America	2004	F	Female	63	PT	Percent	C	Country Data	G	Global	2019	False
47	47	Share of female judges	76	Share of female judges	191	Croatia	HRV	17.95874553	45.45172212	Europe and Northern America	2005	F	Female	63	PT	Percent	C	Country Data	G	Global	2019	False
47	47	Share of female judges	76	Share of female judges	191	Croatia	HRV	17.95874553	45.45172212	Europe and Northern America	2006	F	Female	65	PT	Percent	C	Country Data	G	Global	2019	False
47	47	Share of female judges	76	Share of female judges	191	Croatia	HRV	17.95874553	45.45172212	Europe and Northern America	2007	F	Female	66	PT	Percent	C	Country Data	G	Global	2019	False
47	47	Share of female judges	76	Share of female judges	191	Croatia	HRV	17.95874553	45.45172212	Europe and Northern America	2008	F	Female	66	PT	Percent	C	Country Data	G	Global	2019	False
47	47	Share of female judges	76	Share of female judges	191	Croatia	HRV	17.95874553	45.45172212	Europe and Northern America	2009	F	Female	66	PT	Percent	C	Country Data	G	Global	2019	False
47	47	Share of female judges	76	Share of female judges	191	Croatia	HRV	17.95874553	45.45172212	Europe and Northern America	2010	F	Female	67	PT	Percent	C	Country Data	G	Global	2019	False
47	47	Share of female judges	76	Share of female judges	191	Croatia	HRV	17.95874553	45.45172212	Europe and Northern America	2011	F	Female	68	PT	Percent	C	Country Data	G	Global	2019	False
47	47	Share of female judges	76	Share of female judges	191	Croatia	HRV	17.95874553	45.45172212	Europe and Northern America	2012	F	Female	69	PT	Percent	C	Country Data	G	Global	2019	False
47	47	Share of female judges	76	Share of female judges	191	Croatia	HRV	17.95874553	45.45172212	Europe and Northern America	2013	F	Female	69	PT	Percent	C	Country Data	G	Global	2019	False
47	47	Share of female judges	76	Share of female judges	191	Croatia	HRV	17.95874553	45.45172212	Europe and Northern America	2014	F	Female	69	PT	Percent	C	Country Data	G	Global	2019	False
47	47	Share of female judges	76	Share of female judges	191	Croatia	HRV	17.95874553	45.45172212	Europe and Northern America	2015	F	Female	70	PT	Percent	C	Country Data	G	Global	2019	False
47	47	Share of female judges	76	Share of female judges	191	Croatia	HRV	17.95874553	45.45172212	Europe and Northern America	2017	F	Female	71	PT	Percent	C	Country Data	G	Global	2019	True
47	47	Share of female judges	76	Share of female judges	196	Cyprus	CYP	33.22285964	35.05659437	Northern Africa and Western Asia	2008	F	Female	35	PT	Percent	C	Country Data	G	Global	2019	False
47	47	Share of female judges	76	Share of female judges	196	Cyprus	CYP	33.22285964	35.05659437	Northern Africa and Western Asia	2009	F	Female	40	PT	Percent	C	Country Data	G	Global	2019	False
47	47	Share of female judges	76	Share of female judges	196	Cyprus	CYP	33.22285964	35.05659437	Northern Africa and Western Asia	2010	F	Female	42	PT	Percent	C	Country Data	G	Global	2019	False
47	47	Share of female judges	76	Share of female judges	196	Cyprus	CYP	33.22285964	35.05659437	Northern Africa and Western Asia	2011	F	Female	41	PT	Percent	C	Country Data	G	Global	2019	False
47	47	Share of female judges	76	Share of female judges	196	Cyprus	CYP	33.22285964	35.05659437	Northern Africa and Western Asia	2012	F	Female	45	PT	Percent	C	Country Data	G	Global	2019	False
