INDICATOR_LABEL	INDICATOR_ID	INDICATOR_DESC	MINSET_SERIES	MINSET_SERIES_DESC	REF_AREA	REF_AREA_DESC	ISO3	X	Y	SDG_REGION	TIME_PERIOD	SEX	SEX_DESC	AGE	AGE_DESC	OBS_VALUE	UNIT_MEASURE	UNIT_MEASURE_DESC	NATURE	NATURE_DESC	REPORTING_TYPE	REPORTING_TYPE_DESC	SOURCE_DETAIL	SOURCE_YEAR	sort_order	SDG_SeriesID	ILO_SeriesID	UNESCO_SeriesID	TSK_sub_dims	TSK_sub_id	TSK_sub_desc	isLatestValue
II.1	I2e391327	Youth literacy rate of persons aged 15-24 years, by sex	Sed7f11c7	Youth literacy rate of persons (15-24 years), by sex	300	Greece	GRC	22.0	39.0	Europe and Northern America	1981	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	98.97	PT	Percent	C	Country Data	G	Global	Data extracted via UNESCO API on: 2018-07-31T16:22:28	2017	3200			LR_Ag15t24, LR_Ag15t24_F, LR_Ag15t24_M, LR_Ag15t24_gpia	SEX__AGE	_T__Y15T24	Both sexes or no breakdown by sex, 15 to 24 years old	False
II.1	I2e391327	Youth literacy rate of persons aged 15-24 years, by sex	Sed7f11c7	Youth literacy rate of persons (15-24 years), by sex	288	Ghana	GHA	-2.0	8.0	Sub-Saharan Africa	2010	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	85.72	PT	Percent	C	Country Data	G	Global	Data extracted via UNESCO API on: 2018-07-31T16:22:28	2017	3200			LR_Ag15t24, LR_Ag15t24_F, LR_Ag15t24_M, LR_Ag15t24_gpia	SEX__AGE	_T__Y15T24	Both sexes or no breakdown by sex, 15 to 24 years old	True
II.1	I2e391327	Youth literacy rate of persons aged 15-24 years, by sex	Sed7f11c7	Youth literacy rate of persons (15-24 years), by sex	288	Ghana	GHA	-2.0	8.0	Sub-Saharan Africa	2000	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	70.66	PT	Percent	C	Country Data	G	Global	Data extracted via UNESCO API on: 2018-07-31T16:22:28	2017	3200			LR_Ag15t24, LR_Ag15t24_F, LR_Ag15t24_M, LR_Ag15t24_gpia	SEX__AGE	_T__Y15T24	Both sexes or no breakdown by sex, 15 to 24 years old	False
II.1	I2e391327	Youth literacy rate of persons aged 15-24 years, by sex	Sed7f11c7	Youth literacy rate of persons (15-24 years), by sex	360	Indonesia	IDN	120.0	-5.0	Eastern and South-Eastern Asia	2006	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	96.65	PT	Percent	C	Country Data	G	Global	Data extracted via UNESCO API on: 2018-07-31T16:22:28	2017	3200			LR_Ag15t24, LR_Ag15t24_F, LR_Ag15t24_M, LR_Ag15t24_gpia	SEX__AGE	_T__Y15T24	Both sexes or no breakdown by sex, 15 to 24 years old	False
II.1	I2e391327	Youth literacy rate of persons aged 15-24 years, by sex	Sed7f11c7	Youth literacy rate of persons (15-24 years), by sex	360	Indonesia	IDN	120.0	-5.0	Eastern and South-Eastern Asia	2004	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	98.71	PT	Percent	C	Country Data	G	Global	Data extracted via UNESCO API on: 2018-07-31T16:22:28	2017	3200			LR_Ag15t24, LR_Ag15t24_F, LR_Ag15t24_M, LR_Ag15t24_gpia	SEX__AGE	_T__Y15T24	Both sexes or no breakdown by sex, 15 to 24 years old	False
II.1	I2e391327	Youth literacy rate of persons aged 15-24 years, by sex	Sed7f11c7	Youth literacy rate of persons (15-24 years), by sex	360	Indonesia	IDN	120.0	-5.0	Eastern and South-Eastern Asia	1990	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	96.21	PT	Percent	C	Country Data	G	Global	Data extracted via UNESCO API on: 2018-07-31T16:22:28	2017	3200			LR_Ag15t24, LR_Ag15t24_F, LR_Ag15t24_M, LR_Ag15t24_gpia	SEX__AGE	_T__Y15T24	Both sexes or no breakdown by sex, 15 to 24 years old	False
II.1	I2e391327	Youth literacy rate of persons aged 15-24 years, by sex	Sed7f11c7	Youth literacy rate of persons (15-24 years), by sex	360	Indonesia	IDN	120.0	-5.0	Eastern and South-Eastern Asia	1980	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	85.44	PT	Percent	C	Country Data	G	Global	Data extracted via UNESCO API on: 2018-07-31T16:22:28	2017	3200			LR_Ag15t24, LR_Ag15t24_F, LR_Ag15t24_M, LR_Ag15t24_gpia	SEX__AGE	_T__Y15T24	Both sexes or no breakdown by sex, 15 to 24 years old	False
II.1	I2e391327	Youth literacy rate of persons aged 15-24 years, by sex	Sed7f11c7	Youth literacy rate of persons (15-24 years), by sex	360	Indonesia	IDN	120.0	-5.0	Eastern and South-Eastern Asia	2016	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	99.67	PT	Percent	C	Country Data	G	Global	Data extracted via UNESCO API on: 2018-07-31T16:22:28	2017	3200			LR_Ag15t24, LR_Ag15t24_F, LR_Ag15t24_M, LR_Ag15t24_gpia	SEX__AGE	_T__Y15T24	Both sexes or no breakdown by sex, 15 to 24 years old	True
II.1	I2e391327	Youth literacy rate of persons aged 15-24 years, by sex	Sed7f11c7	Youth literacy rate of persons (15-24 years), by sex	360	Indonesia	IDN	120.0	-5.0	Eastern and South-Eastern Asia	2015	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	99.67	PT	Percent	C	Country Data	G	Global	Data extracted via UNESCO API on: 2018-07-31T16:22:28	2017	3200			LR_Ag15t24, LR_Ag15t24_F, LR_Ag15t24_M, LR_Ag15t24_gpia	SEX__AGE	_T__Y15T24	Both sexes or no breakdown by sex, 15 to 24 years old	False
II.1	I2e391327	Youth literacy rate of persons aged 15-24 years, by sex	Sed7f11c7	Youth literacy rate of persons (15-24 years), by sex	360	Indonesia	IDN	120.0	-5.0	Eastern and South-Eastern Asia	2014	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	99.68	PT	Percent	C	Country Data	G	Global	Data extracted via UNESCO API on: 2018-07-31T16:22:28	2017	3200			LR_Ag15t24, LR_Ag15t24_F, LR_Ag15t24_M, LR_Ag15t24_gpia	SEX__AGE	_T__Y15T24	Both sexes or no breakdown by sex, 15 to 24 years old	False
II.1	I2e391327	Youth literacy rate of persons aged 15-24 years, by sex	Sed7f11c7	Youth literacy rate of persons (15-24 years), by sex	360	Indonesia	IDN	120.0	-5.0	Eastern and South-Eastern Asia	2011	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	98.78	PT	Percent	C	Country Data	G	Global	Data extracted via UNESCO API on: 2018-07-31T16:22:28	2017	3200			LR_Ag15t24, LR_Ag15t24_F, LR_Ag15t24_M, LR_Ag15t24_gpia	SEX__AGE	_T__Y15T24	Both sexes or no breakdown by sex, 15 to 24 years old	False
II.1	I2e391327	Youth literacy rate of persons aged 15-24 years, by sex	Sed7f11c7	Youth literacy rate of persons (15-24 years), by sex	360	Indonesia	IDN	120.0	-5.0	Eastern and South-Eastern Asia	2009	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	99.47	PT	Percent	C	Country Data	G	Global	Data extracted via UNESCO API on: 2018-07-31T16:22:28	2017	3200			LR_Ag15t24, LR_Ag15t24_F, LR_Ag15t24_M, LR_Ag15t24_gpia	SEX__AGE	_T__Y15T24	Both sexes or no breakdown by sex, 15 to 24 years old	False
II.1	I2e391327	Youth literacy rate of persons aged 15-24 years, by sex	Sed7f11c7	Youth literacy rate of persons (15-24 years), by sex	360	Indonesia	IDN	120.0	-5.0	Eastern and South-Eastern Asia	2008	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	99.46	PT	Percent	C	Country Data	G	Global	Data extracted via UNESCO API on: 2018-07-31T16:22:28	2017	3200			LR_Ag15t24, LR_Ag15t24_F, LR_Ag15t24_M, LR_Ag15t24_gpia	SEX__AGE	_T__Y15T24	Both sexes or no breakdown by sex, 15 to 24 years old	False
II.1	I2e391327	Youth literacy rate of persons aged 15-24 years, by sex	Sed7f11c7	Youth literacy rate of persons (15-24 years), by sex	356	India	IND	77.0	20.0	Central and Southern Asia	2011	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	86.14	PT	Percent	C	Country Data	G	Global	Data extracted via UNESCO API on: 2018-07-31T16:22:28	2017	3200			LR_Ag15t24, LR_Ag15t24_F, LR_Ag15t24_M, LR_Ag15t24_gpia	SEX__AGE	_T__Y15T24	Both sexes or no breakdown by sex, 15 to 24 years old	True
II.1	I2e391327	Youth literacy rate of persons aged 15-24 years, by sex	Sed7f11c7	Youth literacy rate of persons (15-24 years), by sex	356	India	IND	77.0	20.0	Central and Southern Asia	2006	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	81.13	PT	Percent	C	Country Data	G	Global	Data extracted via UNESCO API on: 2018-07-31T16:22:28	2017	3200			LR_Ag15t24, LR_Ag15t24_F, LR_Ag15t24_M, LR_Ag15t24_gpia	SEX__AGE	_T__Y15T24	Both sexes or no breakdown by sex, 15 to 24 years old	False
II.1	I2e391327	Youth literacy rate of persons aged 15-24 years, by sex	Sed7f11c7	Youth literacy rate of persons (15-24 years), by sex	356	India	IND	77.0	20.0	Central and Southern Asia	2001	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	76.43	PT	Percent	C	Country Data	G	Global	Data extracted via UNESCO API on: 2018-07-31T16:22:28	2017	3200			LR_Ag15t24, LR_Ag15t24_F, LR_Ag15t24_M, LR_Ag15t24_gpia	SEX__AGE	_T__Y15T24	Both sexes or no breakdown by sex, 15 to 24 years old	False
II.1	I2e391327	Youth literacy rate of persons aged 15-24 years, by sex	Sed7f11c7	Youth literacy rate of persons (15-24 years), by sex	356	India	IND	77.0	20.0	Central and Southern Asia	1991	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	61.9	PT	Percent	C	Country Data	G	Global	Data extracted via UNESCO API on: 2018-07-31T16:22:28	2017	3200			LR_Ag15t24, LR_Ag15t24_F, LR_Ag15t24_M, LR_Ag15t24_gpia	SEX__AGE	_T__Y15T24	Both sexes or no breakdown by sex, 15 to 24 years old	False
II.1	I2e391327	Youth literacy rate of persons aged 15-24 years, by sex	Sed7f11c7	Youth literacy rate of persons (15-24 years), by sex	356	India	IND	77.0	20.0	Central and Southern Asia	1981	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	53.78	PT	Percent	C	Country Data	G	Global	Data extracted via UNESCO API on: 2018-07-31T16:22:28	2017	3200			LR_Ag15t24, LR_Ag15t24_F, LR_Ag15t24_M, LR_Ag15t24_gpia	SEX__AGE	_T__Y15T24	Both sexes or no breakdown by sex, 15 to 24 years old	False
II.1	I2e391327	Youth literacy rate of persons aged 15-24 years, by sex	Sed7f11c7	Youth literacy rate of persons (15-24 years), by sex	348	Hungary	HUN	20.0	47.0	Europe and Northern America	1980	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	99.37	PT	Percent	C	Country Data	G	Global	Data extracted via UNESCO API on: 2018-07-31T16:22:28	2017	3200			LR_Ag15t24, LR_Ag15t24_F, LR_Ag15t24_M, LR_Ag15t24_gpia	SEX__AGE	_T__Y15T24	Both sexes or no breakdown by sex, 15 to 24 years old	True
II.1	I2e391327	Youth literacy rate of persons aged 15-24 years, by sex	Sed7f11c7	Youth literacy rate of persons (15-24 years), by sex	340	Honduras	HND	-86.5	15.0	Latin America and the Caribbean	2016	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	96.13	PT	Percent	C	Country Data	G	Global	Data extracted via UNESCO API on: 2018-07-31T16:22:28	2017	3200			LR_Ag15t24, LR_Ag15t24_F, LR_Ag15t24_M, LR_Ag15t24_gpia	SEX__AGE	_T__Y15T24	Both sexes or no breakdown by sex, 15 to 24 years old	True
II.1	I2e391327	Youth literacy rate of persons aged 15-24 years, by sex	Sed7f11c7	Youth literacy rate of persons (15-24 years), by sex	340	Honduras	HND	-86.5	15.0	Latin America and the Caribbean	2015	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	96.01	PT	Percent	C	Country Data	G	Global	Data extracted via UNESCO API on: 2018-07-31T16:22:28	2017	3200			LR_Ag15t24, LR_Ag15t24_F, LR_Ag15t24_M, LR_Ag15t24_gpia	SEX__AGE	_T__Y15T24	Both sexes or no breakdown by sex, 15 to 24 years old	False
II.1	I2e391327	Youth literacy rate of persons aged 15-24 years, by sex	Sed7f11c7	Youth literacy rate of persons (15-24 years), by sex	340	Honduras	HND	-86.5	15.0	Latin America and the Caribbean	2014	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	95.68	PT	Percent	C	Country Data	G	Global	Data extracted via UNESCO API on: 2018-07-31T16:22:28	2017	3200			LR_Ag15t24, LR_Ag15t24_F, LR_Ag15t24_M, LR_Ag15t24_gpia	SEX__AGE	_T__Y15T24	Both sexes or no breakdown by sex, 15 to 24 years old	False
II.1	I2e391327	Youth literacy rate of persons aged 15-24 years, by sex	Sed7f11c7	Youth literacy rate of persons (15-24 years), by sex	340	Honduras	HND	-86.5	15.0	Latin America and the Caribbean	2013	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	95.07	PT	Percent	C	Country Data	G	Global	Data extracted via UNESCO API on: 2018-07-31T16:22:28	2017	3200			LR_Ag15t24, LR_Ag15t24_F, LR_Ag15t24_M, LR_Ag15t24_gpia	SEX__AGE	_T__Y15T24	Both sexes or no breakdown by sex, 15 to 24 years old	False
II.1	I2e391327	Youth literacy rate of persons aged 15-24 years, by sex	Sed7f11c7	Youth literacy rate of persons (15-24 years), by sex	340	Honduras	HND	-86.5	15.0	Latin America and the Caribbean	2012	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	94.98	PT	Percent	C	Country Data	G	Global	Data extracted via UNESCO API on: 2018-07-31T16:22:28	2017	3200			LR_Ag15t24, LR_Ag15t24_F, LR_Ag15t24_M, LR_Ag15t24_gpia	SEX__AGE	_T__Y15T24	Both sexes or no breakdown by sex, 15 to 24 years old	False
II.1	I2e391327	Youth literacy rate of persons aged 15-24 years, by sex	Sed7f11c7	Youth literacy rate of persons (15-24 years), by sex	340	Honduras	HND	-86.5	15.0	Latin America and the Caribbean	2011	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	95.92	PT	Percent	C	Country Data	G	Global	Data extracted via UNESCO API on: 2018-07-31T16:22:28	2017	3200			LR_Ag15t24, LR_Ag15t24_F, LR_Ag15t24_M, LR_Ag15t24_gpia	SEX__AGE	_T__Y15T24	Both sexes or no breakdown by sex, 15 to 24 years old	False
II.1	I2e391327	Youth literacy rate of persons aged 15-24 years, by sex	Sed7f11c7	Youth literacy rate of persons (15-24 years), by sex	340	Honduras	HND	-86.5	15.0	Latin America and the Caribbean	2010	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	95.15	PT	Percent	C	Country Data	G	Global	Data extracted via UNESCO API on: 2018-07-31T16:22:28	2017	3200			LR_Ag15t24, LR_Ag15t24_F, LR_Ag15t24_M, LR_Ag15t24_gpia	SEX__AGE	_T__Y15T24	Both sexes or no breakdown by sex, 15 to 24 years old	False
II.1	I2e391327	Youth literacy rate of persons aged 15-24 years, by sex	Sed7f11c7	Youth literacy rate of persons (15-24 years), by sex	340	Honduras	HND	-86.5	15.0	Latin America and the Caribbean	2007	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	93.92	PT	Percent	C	Country Data	G	Global	Data extracted via UNESCO API on: 2018-07-31T16:22:28	2017	3200			LR_Ag15t24, LR_Ag15t24_F, LR_Ag15t24_M, LR_Ag15t24_gpia	SEX__AGE	_T__Y15T24	Both sexes or no breakdown by sex, 15 to 24 years old	False
II.1	I2e391327	Youth literacy rate of persons aged 15-24 years, by sex	Sed7f11c7	Youth literacy rate of persons (15-24 years), by sex	340	Honduras	HND	-86.5	15.0	Latin America and the Caribbean	2001	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	88.94	PT	Percent	C	Country Data	G	Global	Data extracted via UNESCO API on: 2018-07-31T16:22:28	2017	3200			LR_Ag15t24, LR_Ag15t24_F, LR_Ag15t24_M, LR_Ag15t24_gpia	SEX__AGE	_T__Y15T24	Both sexes or no breakdown by sex, 15 to 24 years old	False
II.1	I2e391327	Youth literacy rate of persons aged 15-24 years, by sex	Sed7f11c7	Youth literacy rate of persons (15-24 years), by sex	332	Haiti	HTI	-72.41666666	19.0	Latin America and the Caribbean	2003	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	81.62	PT	Percent	C	Country Data	G	Global	Data extracted via UNESCO API on: 2018-07-31T16:22:28	2017	3200			LR_Ag15t24, LR_Ag15t24_F, LR_Ag15t24_M, LR_Ag15t24_gpia	SEX__AGE	_T__Y15T24	Both sexes or no breakdown by sex, 15 to 24 years old	False
II.1	I2e391327	Youth literacy rate of persons aged 15-24 years, by sex	Sed7f11c7	Youth literacy rate of persons (15-24 years), by sex	332	Haiti	HTI	-72.41666666	19.0	Latin America and the Caribbean	1982	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	51.15	PT	Percent	C	Country Data	G	Global	Data extracted via UNESCO API on: 2018-07-31T16:22:28	2017	3200			LR_Ag15t24, LR_Ag15t24_F, LR_Ag15t24_M, LR_Ag15t24_gpia	SEX__AGE	_T__Y15T24	Both sexes or no breakdown by sex, 15 to 24 years old	False
