INDICATOR_LABEL	INDICATOR_ID	INDICATOR_DESC	MINSET_SERIES	MINSET_SERIES_DESC	REF_AREA	REF_AREA_DESC	ISO3	X	Y	SDG_REGION	TIME_PERIOD	VALUE_CATEGORY	VALUE_CATEGORY_DESC	NATURE	NATURE_DESC	REPORTING_TYPE	REPORTING_TYPE_DESC	COMMENT_OBS	SOURCE_YEAR	sort_order	SDG_SeriesID	ILO_SeriesID	UNESCO_SeriesID	TSK_sub_dims	TSK_sub_id	TSK_sub_desc	isLatestValue
QI.4	Ia4f411bc	Percentage of wages paid during maternity leave	Sa4f411bc	Percentage of wages paid during maternity leave	56	Belgium	BEL	4.660976456	50.64104975	Europe and Northern America	2017	15	At least 66.6%	C	Country Data	G	Global	Belgium: 82%, 75%.; 82% for the first 30 days and 75% for the remaining period (up to a ceiling). ; Up to a ceiling.	2021	9500							True
QI.4	Ia4f411bc	Percentage of wages paid during maternity leave	Sa4f411bc	Percentage of wages paid during maternity leave	84	Belize	BLZ	-88.70199554	17.19965901	Latin America and the Caribbean	2017	15	At least 66.6%	C	Country Data	G	Global	100 Percent.; A birth grant of BZD 300 is paid for each child to insured women or the spouses of insured men who are ineligible for the maternity benefit. ; Up to a ceiling.	2021	9500							True
QI.4	Ia4f411bc	Percentage of wages paid during maternity leave	Sa4f411bc	Percentage of wages paid during maternity leave	204	Benin	BEN	2.339933594	9.65401646	Sub-Saharan Africa	2017	15	At least 66.6%	C	Country Data	G	Global	100 Percent.	2021	9500							True
QI.4	Ia4f411bc	Percentage of wages paid during maternity leave	Sa4f411bc	Percentage of wages paid during maternity leave	60	Bermuda	BMU	-64.78155012	32.27881922	Europe and Northern America	2017	15	At least 66.6%	C	Country Data	G	Global	100 Percent.	2021	9500							True
QI.4	Ia4f411bc	Percentage of wages paid during maternity leave	Sa4f411bc	Percentage of wages paid during maternity leave	68	Bolivia (Plurinational State of)	BOL	-64.66224284	-16.71273412	Latin America and the Caribbean	2017	15	At least 66.6%	C	Country Data	G	Global	95 Percent.; Additional employment-related and non-contributory grants and transfers are paid.	2021	9500							True
QI.4	Ia4f411bc	Percentage of wages paid during maternity leave	Sa4f411bc	Percentage of wages paid during maternity leave	70	Bosnia and Herzegovina	BIH	17.78584332	44.16845548	Europe and Northern America	2017	35	Other	C	Country Data	G	Global	Bosnia and Herzegovina: 50-100%.; The replacement rate varies depending on the various cantonal regulations: 50–80% (Federation of Bosnia and Herzegovina); 100% (Republic of Srpska). The employer is reimbursed for initial payment.	2021	9500							True
QI.4	Ia4f411bc	Percentage of wages paid during maternity leave	Sa4f411bc	Percentage of wages paid during maternity leave	72	Botswana	BWA	23.81380223	-22.18810073	Sub-Saharan Africa	2017	14	Less than 66.6%	C	Country Data	G	Global	50 Percent.	2021	9500							True
QI.4	Ia4f411bc	Percentage of wages paid during maternity leave	Sa4f411bc	Percentage of wages paid during maternity leave	76	Brazil	BRA	-53.08432878	-10.77668561	Latin America and the Caribbean	2017	15	At least 66.6%	C	Country Data	G	Global	100 Percent.; Duration: Optional leave paid by the employer can be provided for 60 additional days.; Up to a ceiling.	2021	9500							True
QI.4	Ia4f411bc	Percentage of wages paid during maternity leave	Sa4f411bc	Percentage of wages paid during maternity leave	92	British Virgin Islands	VGB	-64.63294223	18.42256578	Latin America and the Caribbean	2017	15	At least 66.6%	C	Country Data	G	Global	67 Percent.; In addition, a maternity grant is paid as a lump sum.; Up to a ceiling.	2021	9500							True
QI.4	Ia4f411bc	Percentage of wages paid during maternity leave	Sa4f411bc	Percentage of wages paid during maternity leave	96	Brunei Darussalam	BRN	114.6288563	4.49736984	Eastern and South-Eastern Asia	2017	15	At least 66.6%	C	Country Data	G	Global	100 Percent.; Cash maternity benefits are an employer liability. There is an employment-related programme that offers cash benefits for people registered with the Employees' Trust Fund. Under this programme, 100% of the gross monthly wage is paid for 13 weeks (the employer pays the first eight weeks; the Government pays the next five weeks, and the employee is entitled to two additional weeks of unpaid leave).	2021	9500							True
QI.4	Ia4f411bc	Percentage of wages paid during maternity leave	Sa4f411bc	Percentage of wages paid during maternity leave	100	Bulgaria	BGR	25.23763153	42.75731323	Europe and Northern America	2017	15	At least 66.6%	C	Country Data	G	Global	90 Percent.; Students receive a lump sum benefit paid during pregnancy and a lump sum paid after giving birth. All residents of Bulgaria receive a non-contributory birth grant for each live birth. A non-contributory means-tested pregnancy grant is paid for uninsured women.	2021	9500							True
QI.4	Ia4f411bc	Percentage of wages paid during maternity leave	Sa4f411bc	Percentage of wages paid during maternity leave	854	Burkina Faso	BFA	-1.742843829	12.27491081	Sub-Saharan Africa	2017	15	At least 66.6%	C	Country Data	G	Global	100 Percent.; The benefit provided by the Social Security Fund is equivalent to the percentage of the woman’s previous earnings on which social security contributions have been paid. The employer is mandated to cover the difference between this amount and the woman’s earnings gained just before maternity leave.; Up to a ceiling.	2021	9500							True
QI.4	Ia4f411bc	Percentage of wages paid during maternity leave	Sa4f411bc	Percentage of wages paid during maternity leave	108	Burundi	BDI	29.89080992	-3.366387428	Sub-Saharan Africa	2017	15	At least 66.6%	C	Country Data	G	Global	100 Percent.	2021	9500							True
QI.4	Ia4f411bc	Percentage of wages paid during maternity leave	Sa4f411bc	Percentage of wages paid during maternity leave	132	Cabo Verde	CPV	-23.63544151	15.07791834	Sub-Saharan Africa	2017	15	At least 66.6%	C	Country Data	G	Global	90 Percent.; The employer pays the difference between 90% of the worker’s “normal” salary and cash benefits paid by social security. If none is paid, then the employer must pay the full amount of the benefits during the maternity leave period.	2021	9500							True
QI.4	Ia4f411bc	Percentage of wages paid during maternity leave	Sa4f411bc	Percentage of wages paid during maternity leave	116	Cambodia	KHM	104.922836	12.71163737	Eastern and South-Eastern Asia	2017	14	Less than 66.6%	C	Country Data	G	Global	50 Percent.	2021	9500							True
QI.4	Ia4f411bc	Percentage of wages paid during maternity leave	Sa4f411bc	Percentage of wages paid during maternity leave	120	Cameroon	CMR	12.7419827	5.692387031	Sub-Saharan Africa	2017	15	At least 66.6%	C	Country Data	G	Global	100 Percent.	2021	9500							True
QI.4	Ia4f411bc	Percentage of wages paid during maternity leave	Sa4f411bc	Percentage of wages paid during maternity leave	124	Canada	CAN	-101.6575058	57.72360191	Europe and Northern America	2017	14	Less than 66.6%	C	Country Data	G	Global	55 Percent.; Duration of maternity leave depends on the province. In Quebec there is a choice of benefits: maternity benefits are 70% of covered earnings paid for 18 weeks or 75% of covered earnings for 15 weeks. ; Up to a ceiling.	2021	9500							True
QI.4	Ia4f411bc	Percentage of wages paid during maternity leave	Sa4f411bc	Percentage of wages paid during maternity leave	140	Central African Republic	CAF	20.93559492	7.003720791	Sub-Saharan Africa	2017	14	Less than 66.6%	C	Country Data	G	Global	50 Percent.	2021	9500							True
QI.4	Ia4f411bc	Percentage of wages paid during maternity leave	Sa4f411bc	Percentage of wages paid during maternity leave	148	Chad	TCD	18.66618401	15.36279341	Sub-Saharan Africa	2017	14	Less than 66.6%	C	Country Data	G	Global	50 Percent.	2021	9500							True
QI.4	Ia4f411bc	Percentage of wages paid during maternity leave	Sa4f411bc	Percentage of wages paid during maternity leave	152	Chile	CHL	-71.23029019	-35.2652885	Latin America and the Caribbean	2017	15	At least 66.6%	C	Country Data	G	Global	100 Percent.; Postnatal parental leave may be extended: 100% of the maternity benefit is paid for 12 weeks after the benefit ends.; Up to a ceiling.	2021	9500							True
QI.4	Ia4f411bc	Percentage of wages paid during maternity leave	Sa4f411bc	Percentage of wages paid during maternity leave	156	China	CHN	104.1403375	32.30955217	Eastern and South-Eastern Asia	2017	15	At least 66.6%	C	Country Data	G	Global	100 Percent.; The benefit is based on the enterprise's average monthly wage for the previous year. The social insurance programme covers employees in urban areas working in government organizations, enterprises, social groups and non-profit organizations.	2021	9500							True
QI.4	Ia4f411bc	Percentage of wages paid during maternity leave	Sa4f411bc	Percentage of wages paid during maternity leave	344	China, Hong Kong Special Administrative Region	HKG	114.0266445	22.41749934	Eastern and South-Eastern Asia	2017	15	At least 66.6%	C	Country Data	G	Global	80 Percent.	2021	9500							True
QI.4	Ia4f411bc	Percentage of wages paid during maternity leave	Sa4f411bc	Percentage of wages paid during maternity leave	174	Comoros	COM	43.34234565	-11.66121732	Sub-Saharan Africa	2017	15	At least 66.6%	C	Country Data	G	Global	100 Percent.	2021	9500							True
QI.4	Ia4f411bc	Percentage of wages paid during maternity leave	Sa4f411bc	Percentage of wages paid during maternity leave	178	Congo	COG	15.22052612	-0.840544119	Sub-Saharan Africa	2017	15	At least 66.6%	C	Country Data	G	Global	100 Percent.	2021	9500							True
QI.4	Ia4f411bc	Percentage of wages paid during maternity leave	Sa4f411bc	Percentage of wages paid during maternity leave	188	Costa Rica	CRI	-84.19712782	9.970998683	Latin America and the Caribbean	2017	15	At least 66.6%	C	Country Data	G	Global	100 Percent.	2021	9500							True
QI.4	Ia4f411bc	Percentage of wages paid during maternity leave	Sa4f411bc	Percentage of wages paid during maternity leave	384	Côte d'Ivoire	CIV	-5.552690016	7.62211586	Sub-Saharan Africa	2017	15	At least 66.6%	C	Country Data	G	Global	100 Percent.	2021	9500							True
QI.4	Ia4f411bc	Percentage of wages paid during maternity leave	Sa4f411bc	Percentage of wages paid during maternity leave	191	Croatia	HRV	17.95874553	45.45172212	Europe and Northern America	2017	15	At least 66.6%	C	Country Data	G	Global	100 Percent.; 28 days before and six months after delivery. Following the maternity benefit, a parental leave benefit is paid: 1,663 kunas to 2,666.80 kunas a month is paid for six months for the first and second child; HRK 1,663 per month is paid for 30 months for the third and subsequent children (November 2016). In addition, a lump sum for newborn child assistance equivalent to HRK 2,328.2 is paid at the birth of each child, and assistance is provided to unemployed parents for 12 months.	2021	9500							True
QI.4	Ia4f411bc	Percentage of wages paid during maternity leave	Sa4f411bc	Percentage of wages paid during maternity leave	192	Cuba	CUB	-79.54460144	22.10030366	Latin America and the Caribbean	2017	15	At least 66.6%	C	Country Data	G	Global	100 Percent.; Beginning 12 weeks after the birth, 60% of the insured's earnings is paid if the mother chooses not to return to work in order to care for the child.	2021	9500							True
QI.4	Ia4f411bc	Percentage of wages paid during maternity leave	Sa4f411bc	Percentage of wages paid during maternity leave	196	Cyprus	CYP	33.22285964	35.05659437	Northern Africa and Western Asia	2017	15	At least 66.6%	C	Country Data	G	Global	72 Percent.; The benefit consists of a basic benefit (72% of the employee's average basic covered earnings in the last year) and a supplementary benefit (72% of average covered earnings exceeding basic covered earnings in the last year, up to the maximum covered earnings). Weekly basic covered earnings are €174.38 (November 2016). In addition to the maternity benefit, a maternity grant in the form of a lump sum of €544.08 is paid (it can also be paid to the non-working wife of an insured man).; Up to a ceiling.	2021	9500							True
QI.4	Ia4f411bc	Percentage of wages paid during maternity leave	Sa4f411bc	Percentage of wages paid during maternity leave	203	Czechia	CZE	15.33151382	49.73913871	Europe and Northern America	2017	15	At least 66.6%	C	Country Data	G	Global	70 Percent.; The benefit is based on a daily assessment calculated as a percentage of the insured's gross earnings: the higher the earnings, the lower the percentage used to calculate the assessment base. ; Up to a ceiling.	2021	9500							True
QI.4	Ia4f411bc	Percentage of wages paid during maternity leave	Sa4f411bc	Percentage of wages paid during maternity leave	410	Republic of Korea	KOR	127.8610254	36.45201023	Eastern and South-Eastern Asia	2017	15	At least 66.6%	C	Country Data	G	Global	100 Percent.; For employees of enterprises meeting the criteria of the Employment Insurance Act, the Employment Insurance Fund pays the whole maternity leave period. If the enterprise does not meet these criteria, then the employer pays the first 60 days of maternity leave. In addition, a child-care benefit is paid for up to 12 months. ; Up to a ceiling.	2021	9500							True
QI.4	Ia4f411bc	Percentage of wages paid during maternity leave	Sa4f411bc	Percentage of wages paid during maternity leave	180	Democratic Republic of the Congo	COD	23.65496507	-2.877154732	Sub-Saharan Africa	2017	15	At least 66.6%	C	Country Data	G	Global	67 Percent.	2021	9500							True
QI.4	Ia4f411bc	Percentage of wages paid during maternity leave	Sa4f411bc	Percentage of wages paid during maternity leave	208	Denmark	DNK	9.326571283	56.03829721	Europe and Northern America	2017	35	Other	C	Country Data	G	Global	Up to DKK 4,180 per week is paid for up to 52 weeks, including four weeks before the expected date of birth and 14 weeks after the birth for the mother and, concurrently, two weeks for the father. After the 14th week, both parents may share a 32-week leave period that must be taken before the child's ninth birthday.	2021	9500							True
QI.4	Ia4f411bc	Percentage of wages paid during maternity leave	Sa4f411bc	Percentage of wages paid during maternity leave	262	Djibouti	DJI	42.18274707	11.56004161	Sub-Saharan Africa	2017	15	At least 66.6%	C	Country Data	G	Global	100 Percent.	2021	9500							True
QI.4	Ia4f411bc	Percentage of wages paid during maternity leave	Sa4f411bc	Percentage of wages paid during maternity leave	212	Dominica	DMA	-61.3493756	15.43391378	Latin America and the Caribbean	2017	14	Less than 66.6%	C	Country Data	G	Global	60 Percent.; In addition, a maternity grant is paid as a lump sum.	2021	9500							True
QI.4	Ia4f411bc	Percentage of wages paid during maternity leave	Sa4f411bc	Percentage of wages paid during maternity leave	214	Dominican Republic	DOM	-70.49847576	18.89832088	Latin America and the Caribbean	2017	15	At least 66.6%	C	Country Data	G	Global	100 Percent.; If the worker is not entitled to social security benefits, the employer shall cover the full cost of benefit.	2021	9500							True
QI.4	Ia4f411bc	Percentage of wages paid during maternity leave	Sa4f411bc	Percentage of wages paid during maternity leave	218	Ecuador	ECU	-78.37005241	-1.447785891	Latin America and the Caribbean	2017	15	At least 66.6%	C	Country Data	G	Global	100 Percent.	2021	9500							True
QI.4	Ia4f411bc	Percentage of wages paid during maternity leave	Sa4f411bc	Percentage of wages paid during maternity leave	818	Egypt	EGY	29.77468534	26.57438204	Northern Africa and Western Asia	2017	15	At least 66.6%	C	Country Data	G	Global	100 Percent.; Benefit paid only for up to three pregnancies.	2021	9500							True
QI.4	Ia4f411bc	Percentage of wages paid during maternity leave	Sa4f411bc	Percentage of wages paid during maternity leave	222	El Salvador	SLV	-88.86862995	13.73603564	Latin America and the Caribbean	2017	15	At least 66.6%	C	Country Data	G	Global	100%, 75%.; Social insurance pays 100% for persons covered by the Instituto Salvadoreño de Seguro Social (ISSS). Employers pay 75% for persons not covered by ISSS.	2021	9500							True
QI.4	Ia4f411bc	Percentage of wages paid during maternity leave	Sa4f411bc	Percentage of wages paid during maternity leave	226	Equatorial Guinea	GNQ	10.46535826	1.565792376	Sub-Saharan Africa	2017	15	At least 66.6%	C	Country Data	G	Global	75 Percent.; A lump sum is paid to insured women ineligible for the maternity benefit.	2021	9500							True
QI.4	Ia4f411bc	Percentage of wages paid during maternity leave	Sa4f411bc	Percentage of wages paid during maternity leave	232	Eritrea	ERI	38.11074289	16.12894644	Sub-Saharan Africa	2017	15	At least 66.6%	C	Country Data	G	Global	100 Percent.	2021	9500							True
QI.4	Ia4f411bc	Percentage of wages paid during maternity leave	Sa4f411bc	Percentage of wages paid during maternity leave	233	Estonia	EST	25.84093481	58.68487172	Europe and Northern America	2017	15	At least 66.6%	C	Country Data	G	Global	100 Percent.	2021	9500							True
QI.4	Ia4f411bc	Percentage of wages paid during maternity leave	Sa4f411bc	Percentage of wages paid during maternity leave	748	Eswatini	SWZ	31.50149288	-26.56471011	Sub-Saharan Africa	2017	15	At least 66.6%	C	Country Data	G	Global	100 Percent.	2021	9500							True
QI.4	Ia4f411bc	Percentage of wages paid during maternity leave	Sa4f411bc	Percentage of wages paid during maternity leave	231	Ethiopia	ETH	39.63505296	8.631223181	Sub-Saharan Africa	2017	15	At least 66.6%	C	Country Data	G	Global	100 Percent.	2021	9500							True
QI.4	Ia4f411bc	Percentage of wages paid during maternity leave	Sa4f411bc	Percentage of wages paid during maternity leave	242	Fiji	FJI	177.9660884	-17.83301566	Oceania, exc. Australia and New Zealand	2017	15	At least 66.6%	C	Country Data	G	Global	100 Percent.; From the fourth birth, the woman will be entitled to only half the normal remuneration.	2021	9500							True
QI.4	Ia4f411bc	Percentage of wages paid during maternity leave	Sa4f411bc	Percentage of wages paid during maternity leave	246	Finland	FIN	23.308447	61.91586738	Europe and Northern America	2017	15	At least 66.6%	C	Country Data	G	Global	70 Percent.; 70% up to a ceiling, plus 40% of the additional amount up to a ceiling, plus 25% of additional amount. A parental allowance is paid for up to 156 days after maternity leave.	2021	9500							True
QI.4	Ia4f411bc	Percentage of wages paid during maternity leave	Sa4f411bc	Percentage of wages paid during maternity leave	250	France	FRA	2.457288129	46.62660861	Europe and Northern America	2017	15	At least 66.6%	C	Country Data	G	Global	100 Percent.; Up to a ceiling.	2021	9500							True
QI.4	Ia4f411bc	Percentage of wages paid during maternity leave	Sa4f411bc	Percentage of wages paid during maternity leave	266	Gabon	GAB	11.78727747	-0.60687619	Sub-Saharan Africa	2017	15	At least 66.6%	C	Country Data	G	Global	100 Percent.	2021	9500							True
QI.4	Ia4f411bc	Percentage of wages paid during maternity leave	Sa4f411bc	Percentage of wages paid during maternity leave	270	Gambia	GMB	-15.39944785	13.45295927	Sub-Saharan Africa	2017	15	At least 66.6%	C	Country Data	G	Global	100 Percent.	2021	9500							True
QI.4	Ia4f411bc	Percentage of wages paid during maternity leave	Sa4f411bc	Percentage of wages paid during maternity leave	268	Georgia	GEO	43.3713615	42.04813028	Northern Africa and Western Asia	2017	15	At least 66.6%	C	Country Data	G	Global	100 Percent.; Up to a ceiling.	2021	9500							True
QI.4	Ia4f411bc	Percentage of wages paid during maternity leave	Sa4f411bc	Percentage of wages paid during maternity leave	276	Germany	DEU	10.3806066	51.08862743	Europe and Northern America	2017	15	At least 66.6%	C	Country Data	G	Global	100 Percent.; For women who are not sickness fund members, federal states pay, under certain conditions, maternity benefits equivalent to the sickness benefit, up to €210.; Up to a ceiling.	2021	9500							True
QI.4	Ia4f411bc	Percentage of wages paid during maternity leave	Sa4f411bc	Percentage of wages paid during maternity leave	288	Ghana	GHA	-1.205623522	7.964825185	Sub-Saharan Africa	2017	15	At least 66.6%	C	Country Data	G	Global	100 Percent.	2021	9500							True
QI.4	Ia4f411bc	Percentage of wages paid during maternity leave	Sa4f411bc	Percentage of wages paid during maternity leave	300	Greece	GRC	22.58307827	39.47301873	Europe and Northern America	2017	15	At least 66.6%	C	Country Data	G	Global	100 Percent.	2021	9500							True
QI.4	Ia4f411bc	Percentage of wages paid during maternity leave	Sa4f411bc	Percentage of wages paid during maternity leave	308	Grenada	GRD	-61.68248568	12.11238395	Latin America and the Caribbean	2017	35	Other	C	Country Data	G	Global	100%, 65%.; In addition, a maternity grant is paid as a lump sum.; Social insurance pays 65% for three months; the employer pays up to 40% for two months. The beneficiary thus receives 100% for two months and 65% for the last month. The employer only pays the benefit every two years up to three times.	2021	9500							True
QI.4	Ia4f411bc	Percentage of wages paid during maternity leave	Sa4f411bc	Percentage of wages paid during maternity leave	320	Guatemala	GTM	-91.2312746	15.00273719	Latin America and the Caribbean	2017	15	At least 66.6%	C	Country Data	G	Global	100 Percent.; If the worker is not entitled to social security benefits, the employer shall cover the full cost of benefit.	2021	9500							True
QI.4	Ia4f411bc	Percentage of wages paid during maternity leave	Sa4f411bc	Percentage of wages paid during maternity leave	831	Guernsey	GGY	-2.200712402	49.71561166	Europe and Northern America	2017	35	Other	C	Country Data	G	Global	Flat rate.; The insured must choose between a flat-rate benefit of between £80.74 and £150.43 per week, depending on length of contributions, paid for the normal duration of maternity leave, or a lump sum of £376 (November 2016).	2021	9500							True
QI.4	Ia4f411bc	Percentage of wages paid during maternity leave	Sa4f411bc	Percentage of wages paid during maternity leave	324	Guinea	GIN	-11.28173419	11.00210343	Sub-Saharan Africa	2017	15	At least 66.6%	C	Country Data	G	Global	100 Percent.; Up to a ceiling.	2021	9500							True
QI.4	Ia4f411bc	Percentage of wages paid during maternity leave	Sa4f411bc	Percentage of wages paid during maternity leave	624	Guinea-Bissau	GNB	-14.40182514	12.11760394	Sub-Saharan Africa	2017	15	At least 66.6%	C	Country Data	G	Global	100 Percent.; The employer is mandated to pay the difference between social security benefits and previous earnings.	2021	9500							True
QI.4	Ia4f411bc	Percentage of wages paid during maternity leave	Sa4f411bc	Percentage of wages paid during maternity leave	328	Guyana	GUY	-58.97322037	4.788012784	Latin America and the Caribbean	2017	15	At least 66.6%	C	Country Data	G	Global	70 Percent.; In addition, a maternity grant is paid as a lump sum.	2021	9500							True
QI.4	Ia4f411bc	Percentage of wages paid during maternity leave	Sa4f411bc	Percentage of wages paid during maternity leave	332	Haiti	HTI	-72.33640958	18.40426539	Latin America and the Caribbean	2017	15	At least 66.6%	C	Country Data	G	Global	100 Percent.	2021	9500							True
QI.4	Ia4f411bc	Percentage of wages paid during maternity leave	Sa4f411bc	Percentage of wages paid during maternity leave	340	Honduras	HND	-86.59974381	14.82243161	Latin America and the Caribbean	2017	14	Less than 66.6%	C	Country Data	G	Global	66 Percent.; If the worker is not entitled to social security benefits, the employer shall cover the full cost of benefit.	2021	9500							True
QI.4	Ia4f411bc	Percentage of wages paid during maternity leave	Sa4f411bc	Percentage of wages paid during maternity leave	348	Hungary	HUN	19.41221519	47.1651448	Europe and Northern America	2017	15	At least 66.6%	C	Country Data	G	Global	70 Percent.; A child-care fee of 70% of the insured's daily average gross earnings in the last 180 days may be paid after the maternity benefit until the child reaches age 2 if a parent stays home to care for the child.	2021	9500							True
QI.4	Ia4f411bc	Percentage of wages paid during maternity leave	Sa4f411bc	Percentage of wages paid during maternity leave	352	Iceland	ISL	-19.02116966	64.79134763	Europe and Northern America	2017	15	At least 66.6%	C	Country Data	G	Global	80 Percent.; The benefit is paid for each qualifying parent. The benefit may be paid up to one month before the expected date of birth or adoption; it must be paid to the mother for the two weeks immediately after the birth, and may be paid to both parents at the same time. If both parents qualify, the benefit may be shared between them for an additional three months.; Up to a ceiling.	2021	9500							True
