INDICATOR_LABEL	INDICATOR_ID	INDICATOR_DESC	MINSET_SERIES	MINSET_SERIES_DESC	REF_AREA	REF_AREA_DESC	ISO3	X	Y	SDG_REGION	TIME_PERIOD	TIME_DETAIL	AGE	AGE_DESC	SEX	SEX_DESC	OBS_VALUE	UNIT_MEASURE	UNIT_MEASURE_DESC	NATURE	NATURE_DESC	REPORTING_TYPE	REPORTING_TYPE_DESC	COMMENT_OBS	SOURCE_DETAIL	SOURCE_YEAR	sort_order	SDG_SeriesID	ILO_SeriesID	UNESCO_SeriesID	TSK_sub_dims	TSK_sub_id	TSK_sub_desc	isLatestValue
III.1	I97572e77	Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	S97572e77	Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	268	Georgia	GEO	43.3713615	42.04813028	Northern Africa and Western Asia	2010	2010	Y15T49	15 to 49 years old	F	Female	52.8	PT	Percent	CA	Country Adjusted	G	Global	The global indicator represents all women of reproductive age. This survey estimate represents women who are married or in a union.	Georgia 2010 Reproductive Health Survey	2021	5700	SH_FPL_MTMM			AGE__SEX	Y15T49__F	15 to 49 years old, female	False
III.1	I97572e77	Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	S97572e77	Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	268	Georgia	GEO	43.3713615	42.04813028	Northern Africa and Western Asia	2018	2018	Y15T49	15 to 49 years old	F	Female	50.5	PT	Percent	CA	Country Adjusted	G	Global	The global indicator represents all women of reproductive age. This survey estimate represents women who are married or in a union.	Georgia 2018 Multiple Indicator Cluster Survey	2021	5700	SH_FPL_MTMM			AGE__SEX	Y15T49__F	15 to 49 years old, female	True
III.1	I97572e77	Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	S97572e77	Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	478	Mauritania	MRT	-10.33187259	20.26089546	Sub-Saharan Africa	2001	2000-2001	Y15T49	15 to 49 years old	F	Female	13.6	PT	Percent	CA	Country Adjusted	G	Global	The global indicator represents all women of reproductive age. This survey estimate represents women who are married or in a union.	Mauritania 2000-2001 Demographic and Health Survey	2021	5700	SH_FPL_MTMM			AGE__SEX	Y15T49__F	15 to 49 years old, female	False
III.1	I97572e77	Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	S97572e77	Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	478	Mauritania	MRT	-10.33187259	20.26089546	Sub-Saharan Africa	2007	2007	Y15T49	15 to 49 years old	F	Female	23.6	PT	Percent	CA	Country Adjusted	G	Global	The global indicator represents all women of reproductive age. This survey estimate represents women who are married or in a union.	Mauritania 2007 Multiple Indicator Cluster Survey	2021	5700	SH_FPL_MTMM			AGE__SEX	Y15T49__F	15 to 49 years old, female	False
III.1	I97572e77	Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	S97572e77	Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	478	Mauritania	MRT	-10.33187259	20.26089546	Sub-Saharan Africa	2011	2011	Y15T49	15 to 49 years old	F	Female	23.5	PT	Percent	CA	Country Adjusted	G	Global	The global indicator represents all women of reproductive age. This survey estimate represents women who are married or in a union.	Mauritania 2011 Multiple Indicator Cluster Survey	2021	5700	SH_FPL_MTMM			AGE__SEX	Y15T49__F	15 to 49 years old, female	False
III.1	I97572e77	Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	S97572e77	Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	478	Mauritania	MRT	-10.33187259	20.26089546	Sub-Saharan Africa	2015	2015	Y15T49	15 to 49 years old	F	Female	30.4	PT	Percent	CA	Country Adjusted	G	Global	The global indicator represents all women of reproductive age. This survey estimate represents women who are married or in a union.	Mauritania 2015 Multiple Indicator Cluster Survey	2021	5700	SH_FPL_MTMM			AGE__SEX	Y15T49__F	15 to 49 years old, female	True
III.1	I97572e77	Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	S97572e77	Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	586	Pakistan	PAK	68.80479684	29.36491634	Central and Southern Asia	2001	2000-2001	Y15T49	15 to 49 years old	F	Female	33.3	PT	Percent	CA	Country Adjusted	G	Global	The global indicator represents all women of reproductive age. This survey estimate represents women who are married or in a union.	Pakistan 2000-2001 Reproductive Health and Family Planning Survey	2021	5700	SH_FPL_MTMM			AGE__SEX	Y15T49__F	15 to 49 years old, female	False
III.1	I97572e77	Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	S97572e77	Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	586	Pakistan	PAK	68.80479684	29.36491634	Central and Southern Asia	2007	2006-2007	Y15T49	15 to 49 years old	F	Female	39.7	PT	Percent	CA	Country Adjusted	G	Global	The global indicator represents all women of reproductive age. This survey estimate represents women who are married or in a union.	Pakistan 2006-2007 Demographic and Health Survey	2021	5700	SH_FPL_MTMM			AGE__SEX	Y15T49__F	15 to 49 years old, female	False
III.1	I97572e77	Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	S97572e77	Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	586	Pakistan	PAK	68.80479684	29.36491634	Central and Southern Asia	2013	2012-2013	Y15T49	15 to 49 years old	F	Female	47.0	PT	Percent	CA	Country Adjusted	G	Global	The global indicator represents all women of reproductive age. This survey estimate represents women who are married or in a union.	Pakistan 2012-2013 Demographic and Health Survey	2021	5700	SH_FPL_MTMM			AGE__SEX	Y15T49__F	15 to 49 years old, female	False
III.1	I97572e77	Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	S97572e77	Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	586	Pakistan	PAK	68.80479684	29.36491634	Central and Southern Asia	2018	2017-2018	Y15T49	15 to 49 years old	F	Female	48.6	PT	Percent	CA	Country Adjusted	G	Global	The global indicator represents all women of reproductive age. This survey estimate represents women who are married or in a union.	Pakistan 2017-2018 Demographic and Health Survey	2021	5700	SH_FPL_MTMM			AGE__SEX	Y15T49__F	15 to 49 years old, female	True
III.1	I97572e77	Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	S97572e77	Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	800	Uganda	UGA	32.39100438	1.279557331	Sub-Saharan Africa	2001	2000-2001	Y15T49	15 to 49 years old	F	Female	35.4	PT	Percent	CA	Country Adjusted	G	Global		Uganda 2000-2001 Demographic and Health Survey	2021	5700	SH_FPL_MTMM			AGE__SEX	Y15T49__F	15 to 49 years old, female	False
III.1	I97572e77	Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	S97572e77	Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	800	Uganda	UGA	32.39100438	1.279557331	Sub-Saharan Africa	2006	2006	Y15T49	15 to 49 years old	F	Female	33.2	PT	Percent	CA	Country Adjusted	G	Global		Uganda 2006 Demographic and Health Survey	2021	5700	SH_FPL_MTMM			AGE__SEX	Y15T49__F	15 to 49 years old, female	False
III.1	I97572e77	Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	S97572e77	Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	800	Uganda	UGA	32.39100438	1.279557331	Sub-Saharan Africa	2011	2011	Y15T49	15 to 49 years old	F	Female	43.0	PT	Percent	CA	Country Adjusted	G	Global		Uganda 2011 Demographic and Health Survey	2021	5700	SH_FPL_MTMM			AGE__SEX	Y15T49__F	15 to 49 years old, female	False
III.1	I97572e77	Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	S97572e77	Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	800	Uganda	UGA	32.39100438	1.279557331	Sub-Saharan Africa	2014	2014	Y15T49	15 to 49 years old	F	Female	41.4	PT	Percent	CA	Country Adjusted	G	Global		Uganda 2014 PMA2020 Round 1	2021	5700	SH_FPL_MTMM			AGE__SEX	Y15T49__F	15 to 49 years old, female	False
III.1	I97572e77	Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	S97572e77	Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	800	Uganda	UGA	32.39100438	1.279557331	Sub-Saharan Africa	2015	2015	Y15T49	15 to 49 years old	F	Female	48.6	PT	Percent	CA	Country Adjusted	G	Global		Uganda 2015 PMA2020 Round 3	2021	5700	SH_FPL_MTMM			AGE__SEX	Y15T49__F	15 to 49 years old, female	False
III.1	I97572e77	Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	S97572e77	Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	800	Uganda	UGA	32.39100438	1.279557331	Sub-Saharan Africa	2016	2016	Y15T49	15 to 49 years old	F	Female	53.3	PT	Percent	CA	Country Adjusted	G	Global		Uganda 2016 Demographic and Health Survey	2021	5700	SH_FPL_MTMM			AGE__SEX	Y15T49__F	15 to 49 years old, female	False
III.1	I97572e77	Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	S97572e77	Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	800	Uganda	UGA	32.39100438	1.279557331	Sub-Saharan Africa	2017	2017	Y15T49	15 to 49 years old	F	Female	53.3	PT	Percent	CA	Country Adjusted	G	Global		Uganda 2017 PMA2020 Round 5	2021	5700	SH_FPL_MTMM			AGE__SEX	Y15T49__F	15 to 49 years old, female	False
III.1	I97572e77	Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	S97572e77	Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	800	Uganda	UGA	32.39100438	1.279557331	Sub-Saharan Africa	2018	2018	Y15T49	15 to 49 years old	F	Female	55.1	PT	Percent	CA	Country Adjusted	G	Global		Uganda 2018 PMA2020 Round 6	2021	5700	SH_FPL_MTMM			AGE__SEX	Y15T49__F	15 to 49 years old, female	True
III.1	I97572e77	Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	S97572e77	Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	894	Zambia	ZMB	27.850329	-14.59701056	Sub-Saharan Africa	2002	2001-2002	Y15T49	15 to 49 years old	F	Female	41.5	PT	Percent	CA	Country Adjusted	G	Global		Zambia 2001-2002 Demographic and Health Survey	2021	5700	SH_FPL_MTMM			AGE__SEX	Y15T49__F	15 to 49 years old, female	False
III.1	I97572e77	Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	S97572e77	Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	894	Zambia	ZMB	27.850329	-14.59701056	Sub-Saharan Africa	2014	2013-2014	Y15T49	15 to 49 years old	F	Female	62.4	PT	Percent	CA	Country Adjusted	G	Global		Zambia 2013-2014 Demographic and Health Survey	2021	5700	SH_FPL_MTMM			AGE__SEX	Y15T49__F	15 to 49 years old, female	False
III.1	I97572e77	Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	S97572e77	Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	894	Zambia	ZMB	27.850329	-14.59701056	Sub-Saharan Africa	2007	2007	Y15T49	15 to 49 years old	F	Female	48.9	PT	Percent	CA	Country Adjusted	G	Global		Zambia 2007 Demographic and Health Survey	2021	5700	SH_FPL_MTMM			AGE__SEX	Y15T49__F	15 to 49 years old, female	False
III.1	I97572e77	Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	S97572e77	Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	894	Zambia	ZMB	27.850329	-14.59701056	Sub-Saharan Africa	2018	2018	Y15T49	15 to 49 years old	F	Female	65.9	PT	Percent	CA	Country Adjusted	G	Global		Zambia 2018 Demographic and Health Survey	2021	5700	SH_FPL_MTMM			AGE__SEX	Y15T49__F	15 to 49 years old, female	True
III.1	I97572e77	Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	S97572e77	Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	222	El Salvador	SLV	-88.86862995	13.73603564	Latin America and the Caribbean	2003	2002-2003	Y15T49	15 to 49 years old	F	Female	81.2	PT	Percent	CA	Country Adjusted	G	Global	The global indicator represents all women of reproductive age. This survey estimate represents women who are married or in a union.	El Salvador 2002-2003 Encuesta Nacional de Salud Familiar	2021	5700	SH_FPL_MTMM			AGE__SEX	Y15T49__F	15 to 49 years old, female	False
III.1	I97572e77	Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	S97572e77	Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	222	El Salvador	SLV	-88.86862995	13.73603564	Latin America and the Caribbean	2008	2008	Y15T49	15 to 49 years old	F	Female	72.8	PT	Percent	CA	Country Adjusted	G	Global	The global indicator represents all women of reproductive age. This survey estimate represents women who are married or in a union.	El Salvador 2008 Encuesta Nacional de Salud Familiar	2021	5700	SH_FPL_MTMM			AGE__SEX	Y15T49__F	15 to 49 years old, female	False
III.1	I97572e77	Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	S97572e77	Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	222	El Salvador	SLV	-88.86862995	13.73603564	Latin America and the Caribbean	2014	2014	Y15T49	15 to 49 years old	F	Female	80.0	PT	Percent	CA	Country Adjusted	G	Global		El Salvador 2014 MICS	2021	5700	SH_FPL_MTMM			AGE__SEX	Y15T49__F	15 to 49 years old, female	True
III.1	I97572e77	Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	S97572e77	Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	360	Indonesia	IDN	113.9174	-0.994582204	Eastern and South-Eastern Asia	2003	2002-2003	Y15T49	15 to 49 years old	F	Female	77.1	PT	Percent	CA	Country Adjusted	G	Global	The global indicator represents all women of reproductive age. This survey estimate represents women who are married or in a union.	Indonesia 2002-2003 Demographic and Health Survey	2021	5700	SH_FPL_MTMM			AGE__SEX	Y15T49__F	15 to 49 years old, female	False
III.1	I97572e77	Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	S97572e77	Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	360	Indonesia	IDN	113.9174	-0.994582204	Eastern and South-Eastern Asia	2008	2007-2008	Y15T49	15 to 49 years old	F	Female	77.0	PT	Percent	CA	Country Adjusted	G	Global	The global indicator represents all women of reproductive age. This survey estimate represents women who are married or in a union.	Indonesia 2007 Demographic and Health Survey	2021	5700	SH_FPL_MTMM			AGE__SEX	Y15T49__F	15 to 49 years old, female	False
III.1	I97572e77	Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	S97572e77	Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	360	Indonesia	IDN	113.9174	-0.994582204	Eastern and South-Eastern Asia	2012	2012	Y15T49	15 to 49 years old	F	Female	79.0	PT	Percent	CA	Country Adjusted	G	Global		Indonesia 2012 Demographic and Health Survey (Special)	2021	5700	SH_FPL_MTMM			AGE__SEX	Y15T49__F	15 to 49 years old, female	False
III.1	I97572e77	Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	S97572e77	Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	360	Indonesia	IDN	113.9174	-0.994582204	Eastern and South-Eastern Asia	2015	2015	Y15T49	15 to 49 years old	F	Female	78.2	PT	Percent	CA	Country Adjusted	G	Global		Indonesia 2015 PMA2020 Round 1	2021	5700	SH_FPL_MTMM			AGE__SEX	Y15T49__F	15 to 49 years old, female	False
III.1	I97572e77	Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	S97572e77	Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	360	Indonesia	IDN	113.9174	-0.994582204	Eastern and South-Eastern Asia	2016	2016	Y15T49	15 to 49 years old	F	Female	77.0	PT	Percent	CA	Country Adjusted	G	Global	The global indicator represents all women of reproductive age. This survey estimate represents women who are married or in a union.	Indonesia 2016 National Socio-economic Survey	2021	5700	SH_FPL_MTMM			AGE__SEX	Y15T49__F	15 to 49 years old, female	False
III.1	I97572e77	Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	S97572e77	Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	360	Indonesia	IDN	113.9174	-0.994582204	Eastern and South-Eastern Asia	2017	2017	Y15T49	15 to 49 years old	F	Female	77.0	PT	Percent	CA	Country Adjusted	G	Global		Indonesia 2017 Demographic and Health Survey	2021	5700	SH_FPL_MTMM			AGE__SEX	Y15T49__F	15 to 49 years old, female	True
III.1	I97572e77	Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	S97572e77	Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	388	Jamaica	JAM	-77.31068409	18.15616857	Latin America and the Caribbean	2003	2002-2003	Y15T49	15 to 49 years old	F	Female	81.8	PT	Percent	CA	Country Adjusted	G	Global	The global indicator represents all women of reproductive age. This survey estimate represents women who are married or in a union.	Jamaica 2002-2003 Reproductive and Health Survey	2021	5700	SH_FPL_MTMM			AGE__SEX	Y15T49__F	15 to 49 years old, female	False
III.1	I97572e77	Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	S97572e77	Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	388	Jamaica	JAM	-77.31068409	18.15616857	Latin America and the Caribbean	2009	2008-2009	Y15T49	15 to 49 years old	F	Female	82.9	PT	Percent	CA	Country Adjusted	G	Global	The global indicator represents all women of reproductive age. This survey estimate represents women who are married or in a union.	Jamaica 2008 Reproductive and Health Survey	2021	5700	SH_FPL_MTMM			AGE__SEX	Y15T49__F	15 to 49 years old, female	True
III.1	I97572e77	Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	S97572e77	Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	356	India	IND	79.3608464	22.34642074	Central and Southern Asia	2003	2002-2004	Y15T49	15 to 49 years old	F	Female	61.7	PT	Percent	CA	Country Adjusted	G	Global	The global indicator represents all women of reproductive age. This survey estimate represents women who are married or in a union.	India 2002-2004 District Level Household Survey	2021	5700	SH_FPL_MTMM			AGE__SEX	Y15T49__F	15 to 49 years old, female	False
III.1	I97572e77	Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	S97572e77	Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	356	India	IND	79.3608464	22.34642074	Central and Southern Asia	2006	2005-2006	Y15T49	15 to 49 years old	F	Female	69.1	PT	Percent	CA	Country Adjusted	G	Global	The global indicator represents all women of reproductive age. This survey estimate represents women who are married or in a union.	India 2005-2006 Demographic and Health Survey	2021	5700	SH_FPL_MTMM			AGE__SEX	Y15T49__F	15 to 49 years old, female	False
III.1	I97572e77	Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	S97572e77	Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	356	India	IND	79.3608464	22.34642074	Central and Southern Asia	2008	2007-2008	Y15T49	15 to 49 years old	F	Female	64.0	PT	Percent	CA	Country Adjusted	G	Global	The global indicator represents all women of reproductive age. This survey estimate represents women who are married or in a union.	India 2007-2008 District Level Household Survey	2021	5700	SH_FPL_MTMM			AGE__SEX	Y15T49__F	15 to 49 years old, female	False
III.1	I97572e77	Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	S97572e77	Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	356	India	IND	79.3608464	22.34642074	Central and Southern Asia	2016	2015-2016	Y15T49	15 to 49 years old	F	Female	72.8	PT	Percent	CA	Country Adjusted	G	Global		India 2015-2016 Demographic and Health Survey	2021	5700	SH_FPL_MTMM			AGE__SEX	Y15T49__F	15 to 49 years old, female	True
III.1	I97572e77	Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	S97572e77	Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	68	Bolivia (Plurinational State of)	BOL	-64.66224284	-16.71273412	Latin America and the Caribbean	2004	2003-2004	Y15T49	15 to 49 years old	F	Female	43.1	PT	Percent	CA	Country Adjusted	G	Global		Bolivia 2003 Demographic and Health Survey	2021	5700	SH_FPL_MTMM			AGE__SEX	Y15T49__F	15 to 49 years old, female	False
