INDICATOR_LABEL	INDICATOR_ID	INDICATOR_DESC	MINSET_SERIES	MINSET_SERIES_DESC	REF_AREA	REF_AREA_DESC	ISO3	X	Y	SDG_REGION	TIME_PERIOD	SEX	SEX_DESC	OBS_VALUE	UNIT_MEASURE	UNIT_MEASURE_DESC	NATURE	NATURE_DESC	REPORTING_TYPE	REPORTING_TYPE_DESC	COMMENT_OBS	SOURCE_YEAR	TSK_sub_dims	TSK_sub_id	TSK_sub_desc	isLatestValue
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	ab331582	Labour force participation rate for persons aged 15+, by sex	566	Nigeria	NGA	8.0	10.0	Sub-Saharan Africa	2013	_T	Both sexes or no breakdown by sex	55.27	PT	Percent	C	Country Data	G	Global	Repository: ILO-STATISTICS - Micro data processing;	2017	SEX	_T	Both sexes or no breakdown by sex	False
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	ab331582	Labour force participation rate for persons aged 15+, by sex	566	Nigeria	NGA	8.0	10.0	Sub-Saharan Africa	1991	_T	Both sexes or no breakdown by sex	55.4	PT	Percent	C	Country Data	G	Global		2017	SEX	_T	Both sexes or no breakdown by sex	False
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	ab331582	Labour force participation rate for persons aged 15+, by sex	566	Nigeria	NGA	8.0	10.0	Sub-Saharan Africa	2004	_T	Both sexes or no breakdown by sex	55.9	PT	Percent	C	Country Data	G	Global		2017	SEX	_T	Both sexes or no breakdown by sex	False
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	ab331582	Labour force participation rate for persons aged 15+, by sex	646	Rwanda	RWA	30.0	-2.0	Sub-Saharan Africa	2001	_T	Both sexes or no breakdown by sex	86.4	PT	Percent	C	Country Data	G	Global	Age coverage - maximum age: 64 years old;	2017	SEX	_T	Both sexes or no breakdown by sex	False
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	ab331582	Labour force participation rate for persons aged 15+, by sex	646	Rwanda	RWA	30.0	-2.0	Sub-Saharan Africa	2012	_T	Both sexes or no breakdown by sex	73.56	PT	Percent	C	Country Data	G	Global	Age coverage - minimum age: 16 years old; Data reference period: August | Population coverage: Excluding institutional population	2017	SEX	_T	Both sexes or no breakdown by sex	False
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	ab331582	Labour force participation rate for persons aged 15+, by sex	646	Rwanda	RWA	30.0	-2.0	Sub-Saharan Africa	2002	_T	Both sexes or no breakdown by sex	77.47	PT	Percent	C	Country Data	G	Global	Age coverage - minimum age: Less than or equal to 9 years old; Data reference period: August | Population coverage: Excluding institutional population	2017	SEX	_T	Both sexes or no breakdown by sex	False
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	ab331582	Labour force participation rate for persons aged 15+, by sex	646	Rwanda	RWA	30.0	-2.0	Sub-Saharan Africa	1996	_T	Both sexes or no breakdown by sex	85.98	PT	Percent	C	Country Data	G	Global	Data reference period: Annual or annual average	2017	SEX	_T	Both sexes or no breakdown by sex	False
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	ab331582	Labour force participation rate for persons aged 15+, by sex	646	Rwanda	RWA	30.0	-2.0	Sub-Saharan Africa	2014	_T	Both sexes or no breakdown by sex	83.59	PT	Percent	C	Country Data	G	Global	Repository: ILO-STATISTICS - Micro data processing;	2017	SEX	_T	Both sexes or no breakdown by sex	True
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	ab331582	Labour force participation rate for persons aged 15+, by sex	646	Rwanda	RWA	30.0	-2.0	Sub-Saharan Africa	2000	_T	Both sexes or no breakdown by sex	85.8	PT	Percent	C	Country Data	G	Global		2017	SEX	_T	Both sexes or no breakdown by sex	False
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	ab331582	Labour force participation rate for persons aged 15+, by sex	646	Rwanda	RWA	30.0	-2.0	Sub-Saharan Africa	2005	_T	Both sexes or no breakdown by sex	83.1	PT	Percent	C	Country Data	G	Global		2017	SEX	_T	Both sexes or no breakdown by sex	False
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	ab331582	Labour force participation rate for persons aged 15+, by sex	626	Timor-Leste	TLS	125.9166667	-8.83333333	Eastern and South-Eastern Asia	2004	F	Female	54.8	PT	Percent	C	Country Data	G	Global	Age coverage - maximum age: 64 years old;	2017	SEX	F	Female	False
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	ab331582	Labour force participation rate for persons aged 15+, by sex	626	Timor-Leste	TLS	125.9166667	-8.83333333	Eastern and South-Eastern Asia	2010	F	Female	26.8	PT	Percent	C	Country Data	G	Global	Repository: ILO-STATISTICS - Micro data processing;	2017	SEX	F	Female	False
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	ab331582	Labour force participation rate for persons aged 15+, by sex	626	Timor-Leste	TLS	125.9166667	-8.83333333	Eastern and South-Eastern Asia	2013	F	Female	21.31	PT	Percent	C	Country Data	G	Global	Repository: ILO-STATISTICS - Micro data processing;	2017	SEX	F	Female	True
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	ab331582	Labour force participation rate for persons aged 15+, by sex	626	Timor-Leste	TLS	125.9166667	-8.83333333	Eastern and South-Eastern Asia	2001	F	Female	39.16	PT	Percent	C	Country Data	G	Global		2017	SEX	F	Female	False
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	ab331582	Labour force participation rate for persons aged 15+, by sex	540	New Caledonia	NCL	165.5	-21.5	Oceania, exc. Australia and New Zealand	2009	F	Female	61.26	PT	Percent	C	Country Data	G	Global	Age coverage - maximum age: 64 years old;	2017	SEX	F	Female	False
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	ab331582	Labour force participation rate for persons aged 15+, by sex	540	New Caledonia	NCL	165.5	-21.5	Oceania, exc. Australia and New Zealand	1996	F	Female	42.08	PT	Percent	C	Country Data	G	Global	Age coverage - minimum age: 14 years old; Data reference period: Annual or annual average	2017	SEX	F	Female	False
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	ab331582	Labour force participation rate for persons aged 15+, by sex	540	New Caledonia	NCL	165.5	-21.5	Oceania, exc. Australia and New Zealand	2014	F	Female	58.91	PT	Percent	C	Country Data	G	Global	Data reference period: August	2017	SEX	F	Female	True
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	ab331582	Labour force participation rate for persons aged 15+, by sex	646	Rwanda	RWA	30.0	-2.0	Sub-Saharan Africa	2001	F	Female	87.9	PT	Percent	C	Country Data	G	Global	Age coverage - maximum age: 64 years old;	2017	SEX	F	Female	False
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	ab331582	Labour force participation rate for persons aged 15+, by sex	646	Rwanda	RWA	30.0	-2.0	Sub-Saharan Africa	2012	F	Female	71.75	PT	Percent	C	Country Data	G	Global	Age coverage - minimum age: 16 years old; Data reference period: August | Population coverage: Excluding institutional population	2017	SEX	F	Female	False
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	ab331582	Labour force participation rate for persons aged 15+, by sex	646	Rwanda	RWA	30.0	-2.0	Sub-Saharan Africa	2002	F	Female	77.36	PT	Percent	C	Country Data	G	Global	Age coverage - minimum age: Less than or equal to 9 years old; Data reference period: August | Population coverage: Excluding institutional population	2017	SEX	F	Female	False
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	ab331582	Labour force participation rate for persons aged 15+, by sex	646	Rwanda	RWA	30.0	-2.0	Sub-Saharan Africa	1996	F	Female	85.09	PT	Percent	C	Country Data	G	Global	Data reference period: Annual or annual average	2017	SEX	F	Female	False
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	ab331582	Labour force participation rate for persons aged 15+, by sex	646	Rwanda	RWA	30.0	-2.0	Sub-Saharan Africa	2014	F	Female	83.72	PT	Percent	C	Country Data	G	Global	Repository: ILO-STATISTICS - Micro data processing;	2017	SEX	F	Female	True
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	ab331582	Labour force participation rate for persons aged 15+, by sex	646	Rwanda	RWA	30.0	-2.0	Sub-Saharan Africa	2000	F	Female	87.2	PT	Percent	C	Country Data	G	Global		2017	SEX	F	Female	False
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	ab331582	Labour force participation rate for persons aged 15+, by sex	646	Rwanda	RWA	30.0	-2.0	Sub-Saharan Africa	2005	F	Female	84.6	PT	Percent	C	Country Data	G	Global		2017	SEX	F	Female	False
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	ab331582	Labour force participation rate for persons aged 15+, by sex	626	Timor-Leste	TLS	125.9166667	-8.83333333	Eastern and South-Eastern Asia	2004	M	Male	75.0	PT	Percent	C	Country Data	G	Global	Age coverage - maximum age: 64 years old;	2017	SEX	M	Male	False
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	ab331582	Labour force participation rate for persons aged 15+, by sex	626	Timor-Leste	TLS	125.9166667	-8.83333333	Eastern and South-Eastern Asia	2010	M	Male	55.95	PT	Percent	C	Country Data	G	Global	Repository: ILO-STATISTICS - Micro data processing;	2017	SEX	M	Male	False
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	ab331582	Labour force participation rate for persons aged 15+, by sex	626	Timor-Leste	TLS	125.9166667	-8.83333333	Eastern and South-Eastern Asia	2013	M	Male	39.64	PT	Percent	C	Country Data	G	Global	Repository: ILO-STATISTICS - Micro data processing;	2017	SEX	M	Male	True
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	ab331582	Labour force participation rate for persons aged 15+, by sex	626	Timor-Leste	TLS	125.9166667	-8.83333333	Eastern and South-Eastern Asia	2001	M	Male	78.21	PT	Percent	C	Country Data	G	Global		2017	SEX	M	Male	False
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	ab331582	Labour force participation rate for persons aged 15+, by sex	540	New Caledonia	NCL	165.5	-21.5	Oceania, exc. Australia and New Zealand	2009	M	Male	73.21	PT	Percent	C	Country Data	G	Global	Age coverage - maximum age: 64 years old;	2017	SEX	M	Male	False
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	ab331582	Labour force participation rate for persons aged 15+, by sex	540	New Caledonia	NCL	165.5	-21.5	Oceania, exc. Australia and New Zealand	1996	M	Male	61.31	PT	Percent	C	Country Data	G	Global	Age coverage - minimum age: 14 years old; Data reference period: Annual or annual average	2017	SEX	M	Male	False
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	ab331582	Labour force participation rate for persons aged 15+, by sex	540	New Caledonia	NCL	165.5	-21.5	Oceania, exc. Australia and New Zealand	2014	M	Male	69.06	PT	Percent	C	Country Data	G	Global	Data reference period: August	2017	SEX	M	Male	True
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	ab331582	Labour force participation rate for persons aged 15+, by sex	646	Rwanda	RWA	30.0	-2.0	Sub-Saharan Africa	2001	M	Male	84.6	PT	Percent	C	Country Data	G	Global	Age coverage - maximum age: 64 years old;	2017	SEX	M	Male	False
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	ab331582	Labour force participation rate for persons aged 15+, by sex	646	Rwanda	RWA	30.0	-2.0	Sub-Saharan Africa	2012	M	Male	75.65	PT	Percent	C	Country Data	G	Global	Age coverage - minimum age: 16 years old; Data reference period: August | Population coverage: Excluding institutional population	2017	SEX	M	Male	False
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	ab331582	Labour force participation rate for persons aged 15+, by sex	646	Rwanda	RWA	30.0	-2.0	Sub-Saharan Africa	2002	M	Male	77.61	PT	Percent	C	Country Data	G	Global	Age coverage - minimum age: Less than or equal to 9 years old; Data reference period: August | Population coverage: Excluding institutional population	2017	SEX	M	Male	False
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	ab331582	Labour force participation rate for persons aged 15+, by sex	646	Rwanda	RWA	30.0	-2.0	Sub-Saharan Africa	1996	M	Male	87.11	PT	Percent	C	Country Data	G	Global	Data reference period: Annual or annual average	2017	SEX	M	Male	False
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	ab331582	Labour force participation rate for persons aged 15+, by sex	646	Rwanda	RWA	30.0	-2.0	Sub-Saharan Africa	2014	M	Male	83.44	PT	Percent	C	Country Data	G	Global	Repository: ILO-STATISTICS - Micro data processing;	2017	SEX	M	Male	True
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	ab331582	Labour force participation rate for persons aged 15+, by sex	646	Rwanda	RWA	30.0	-2.0	Sub-Saharan Africa	2000	M	Male	84.1	PT	Percent	C	Country Data	G	Global		2017	SEX	M	Male	False
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	ab331582	Labour force participation rate for persons aged 15+, by sex	646	Rwanda	RWA	30.0	-2.0	Sub-Saharan Africa	2005	M	Male	81.3	PT	Percent	C	Country Data	G	Global		2017	SEX	M	Male	False
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	ab331582	Labour force participation rate for persons aged 15+, by sex	116	Cambodia	KHM	105.0	13.0	Eastern and South-Eastern Asia	1993	_T	Both sexes or no breakdown by sex	86.16	PT	Percent	C	Country Data	G	Global	Age coverage - maximum age: 64 years old; Data reference period: Annual or annual average	2017	SEX	_T	Both sexes or no breakdown by sex	False
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	ab331582	Labour force participation rate for persons aged 15+, by sex	116	Cambodia	KHM	105.0	13.0	Eastern and South-Eastern Asia	2008	_T	Both sexes or no breakdown by sex	81.8	PT	Percent	C	Country Data	G	Global	Age coverage - maximum age: 64 years old; Data reference period: Annual or annual average	2017	SEX	_T	Both sexes or no breakdown by sex	False
