INDICATOR_ID	INDICATOR_NUM	INDICATOR_DESC	MINSET_SERIES	MINSET_SERIES_DESC	REF_AREA	REF_AREA_DESC	ISO3	x	y	SDG_REGION	TIME_PERIOD	TIME_DETAIL	VALUE_CATEGORY	VALUE_CATEGORY_DESC	COMMENT_OBS	SOURCE_YEAR
55	2	Extent of country commitment to support reconciliation of work and family life	62	Whether or not ratified ILO convention 183 on maternity protection	250	France	FRA	2.457288129	46.62660861	Europe and Northern America		NaT	36	Not ratified		2019
55	2	Extent of country commitment to support reconciliation of work and family life	62	Whether or not ratified ILO convention 183 on maternity protection	276	Germany	DEU	10.3806066	51.08862743	Europe and Northern America		NaT	36	Not ratified		2019
55	2	Extent of country commitment to support reconciliation of work and family life	62	Whether or not ratified ILO convention 183 on maternity protection	300	Greece	GRC	22.58307827	39.47301873	Europe and Northern America		NaT	36	Not ratified		2019
55	2	Extent of country commitment to support reconciliation of work and family life	62	Whether or not ratified ILO convention 183 on maternity protection	352	Iceland	ISL	-19.02116966	64.79134763	Europe and Northern America		NaT	36	Not ratified		2019
55	2	Extent of country commitment to support reconciliation of work and family life	62	Whether or not ratified ILO convention 183 on maternity protection	372	Ireland	IRL	-7.121425272	53.25274054	Europe and Northern America		NaT	36	Not ratified		2019
55	2	Extent of country commitment to support reconciliation of work and family life	62	Whether or not ratified ILO convention 183 on maternity protection	376	Israel	ISR	34.62277992	31.06164552	Northern Africa and Western Asia		NaT	36	Not ratified		2019
55	2	Extent of country commitment to support reconciliation of work and family life	62	Whether or not ratified ILO convention 183 on maternity protection	392	Japan	JPN	139.2716103	36.6554539	Eastern and South-Eastern Asia		NaT	36	Not ratified		2019
55	2	Extent of country commitment to support reconciliation of work and family life	62	Whether or not ratified ILO convention 183 on maternity protection	470	Malta	MLT	14.44617519	35.89194275	Europe and Northern America		NaT	36	Not ratified		2019
55	2	Extent of country commitment to support reconciliation of work and family life	62	Whether or not ratified ILO convention 183 on maternity protection	554	New Zealand	NZL	170.4755673	-43.98721568	Australia and New Zealand		NaT	36	Not ratified		2019
55	2	Extent of country commitment to support reconciliation of work and family life	62	Whether or not ratified ILO convention 183 on maternity protection	616	Poland	POL	19.40660158	52.1226733	Europe and Northern America		NaT	36	Not ratified		2019
55	2	Extent of country commitment to support reconciliation of work and family life	62	Whether or not ratified ILO convention 183 on maternity protection	643	Russian Federation	RUS	99.01404926	61.61899849	Europe and Northern America		NaT	36	Not ratified		2019
55	2	Extent of country commitment to support reconciliation of work and family life	62	Whether or not ratified ILO convention 183 on maternity protection	674	San Marino	SMR	12.46329038	43.93841766	Europe and Northern America		NaT	36	Not ratified		2019
55	2	Extent of country commitment to support reconciliation of work and family life	62	Whether or not ratified ILO convention 183 on maternity protection	724	Spain	ESP	-3.554078296	40.39211472	Europe and Northern America		NaT	36	Not ratified		2019
55	2	Extent of country commitment to support reconciliation of work and family life	62	Whether or not ratified ILO convention 183 on maternity protection	752	Sweden	SWE	14.3775338	60.60103109	Europe and Northern America		NaT	36	Not ratified		2019
55	2	Extent of country commitment to support reconciliation of work and family life	62	Whether or not ratified ILO convention 183 on maternity protection	804	Ukraine	UKR	31.40270802	49.00735945	Europe and Northern America		NaT	36	Not ratified		2019
55	2	Extent of country commitment to support reconciliation of work and family life	62	Whether or not ratified ILO convention 183 on maternity protection	826	United Kingdom of Great Britain and Northern Ireland	GBR	-2.23830539	53.27691757	Europe and Northern America		NaT	36	Not ratified		2019
55	2	Extent of country commitment to support reconciliation of work and family life	62	Whether or not ratified ILO convention 183 on maternity protection	840	United States of America	USA	-99.13830311	39.5277871	Europe and Northern America		NaT	36	Not ratified		2019
55	2	Extent of country commitment to support reconciliation of work and family life	62	Whether or not ratified ILO convention 183 on maternity protection	12	Algeria	DZA	2.678164227	28.15940032	Northern Africa and Western Asia		NaT	36	Not ratified		2019
55	2	Extent of country commitment to support reconciliation of work and family life	62	Whether or not ratified ILO convention 183 on maternity protection	434	Libya	LBY	18.0295985	27.04042819	Northern Africa and Western Asia		NaT	36	Not ratified		2019
55	2	Extent of country commitment to support reconciliation of work and family life	62	Whether or not ratified ILO convention 183 on maternity protection	788	Tunisia	TUN	9.572737411	34.11439971	Northern Africa and Western Asia		NaT	36	Not ratified		2019
55	2	Extent of country commitment to support reconciliation of work and family life	62	Whether or not ratified ILO convention 183 on maternity protection	818	Egypt	EGY	29.77468534	26.57438204	Northern Africa and Western Asia		NaT	36	Not ratified		2019
55	2	Extent of country commitment to support reconciliation of work and family life	62	Whether or not ratified ILO convention 183 on maternity protection	90	Solomon Islands	SLB	160.1584117	-9.622391719	Oceania, exc. Australia and New Zealand		NaT	36	Not ratified		2019
55	2	Extent of country commitment to support reconciliation of work and family life	62	Whether or not ratified ILO convention 183 on maternity protection	184	Cook Islands	COK	-159.7711391	-21.22696458	Oceania, exc. Australia and New Zealand		NaT	36	Not ratified		2019
55	2	Extent of country commitment to support reconciliation of work and family life	62	Whether or not ratified ILO convention 183 on maternity protection	242	Fiji	FJI	177.9660884	-17.83301566	Oceania, exc. Australia and New Zealand		NaT	36	Not ratified		2019
55	2	Extent of country commitment to support reconciliation of work and family life	62	Whether or not ratified ILO convention 183 on maternity protection	296	Kiribati	KIR	-157.5643005	1.768837732	Oceania, exc. Australia and New Zealand		NaT	36	Not ratified		2019
55	2	Extent of country commitment to support reconciliation of work and family life	62	Whether or not ratified ILO convention 183 on maternity protection	548	Vanuatu	VUT	167.0679779	-15.34445547	Oceania, exc. Australia and New Zealand		NaT	36	Not ratified		2019
55	2	Extent of country commitment to support reconciliation of work and family life	62	Whether or not ratified ILO convention 183 on maternity protection	584	Marshall Islands	MHL	171.0839119	7.110213497	Oceania, exc. Australia and New Zealand		NaT	36	Not ratified		2019
55	2	Extent of country commitment to support reconciliation of work and family life	62	Whether or not ratified ILO convention 183 on maternity protection	585	Palau	PLW	134.5733878	7.502307591	Oceania, exc. Australia and New Zealand		NaT	36	Not ratified		2019
55	2	Extent of country commitment to support reconciliation of work and family life	62	Whether or not ratified ILO convention 183 on maternity protection	598	Papua New Guinea	PNG	145.8587761	-6.756057077	Oceania, exc. Australia and New Zealand		NaT	36	Not ratified		2019
55	2	Extent of country commitment to support reconciliation of work and family life	62	Whether or not ratified ILO convention 183 on maternity protection	776	Tonga	TON	-175.1959991	-21.19511329	Oceania, exc. Australia and New Zealand		NaT	36	Not ratified		2019
55	2	Extent of country commitment to support reconciliation of work and family life	62	Whether or not ratified ILO convention 183 on maternity protection	798	Tuvalu	TUV	178.6679611	-7.460048071	Oceania, exc. Australia and New Zealand		NaT	36	Not ratified		2019
55	2	Extent of country commitment to support reconciliation of work and family life	62	Whether or not ratified ILO convention 183 on maternity protection	882	Samoa	WSM	-172.4430749	-13.61541469	Oceania, exc. Australia and New Zealand		NaT	36	Not ratified		2019
55	2	Extent of country commitment to support reconciliation of work and family life	62	Whether or not ratified ILO convention 183 on maternity protection	24	Angola	AGO	17.57817062	-12.33724746	Sub-Saharan Africa		NaT	36	Not ratified		2019
55	2	Extent of country commitment to support reconciliation of work and family life	62	Whether or not ratified ILO convention 183 on maternity protection	72	Botswana	BWA	23.81380223	-22.18810073	Sub-Saharan Africa		NaT	36	Not ratified		2019
55	2	Extent of country commitment to support reconciliation of work and family life	62	Whether or not ratified ILO convention 183 on maternity protection	108	Burundi	BDI	29.89080992	-3.366387428	Sub-Saharan Africa		NaT	36	Not ratified		2019
55	2	Extent of country commitment to support reconciliation of work and family life	62	Whether or not ratified ILO convention 183 on maternity protection	120	Cameroon	CMR	12.7419827	5.692387031	Sub-Saharan Africa		NaT	36	Not ratified		2019
55	2	Extent of country commitment to support reconciliation of work and family life	62	Whether or not ratified ILO convention 183 on maternity protection	132	Cabo Verde	CPV	-23.63544151	15.07791834	Sub-Saharan Africa		NaT	36	Not ratified		2019
55	2	Extent of country commitment to support reconciliation of work and family life	62	Whether or not ratified ILO convention 183 on maternity protection	140	Central African Republic	CAF	20.93559492	7.003720791	Sub-Saharan Africa		NaT	36	Not ratified		2019
55	2	Extent of country commitment to support reconciliation of work and family life	62	Whether or not ratified ILO convention 183 on maternity protection	148	Chad	TCD	18.66618401	15.36279341	Sub-Saharan Africa		NaT	36	Not ratified		2019
55	2	Extent of country commitment to support reconciliation of work and family life	62	Whether or not ratified ILO convention 183 on maternity protection	174	Comoros	COM	43.34234565	-11.66121732	Sub-Saharan Africa		NaT	36	Not ratified		2019
55	2	Extent of country commitment to support reconciliation of work and family life	62	Whether or not ratified ILO convention 183 on maternity protection	178	Congo	COG	15.22052612	-0.840544119	Sub-Saharan Africa		NaT	36	Not ratified		2019
55	2	Extent of country commitment to support reconciliation of work and family life	62	Whether or not ratified ILO convention 183 on maternity protection	180	Democratic Republic of the Congo	COD	23.65496507	-2.877154732	Sub-Saharan Africa		NaT	36	Not ratified		2019
55	2	Extent of country commitment to support reconciliation of work and family life	62	Whether or not ratified ILO convention 183 on maternity protection	226	Equatorial Guinea	GNQ	10.46535826	1.565792376	Sub-Saharan Africa		NaT	36	Not ratified		2019
55	2	Extent of country commitment to support reconciliation of work and family life	62	Whether or not ratified ILO convention 183 on maternity protection	231	Ethiopia	ETH	39.63505296	8.631223181	Sub-Saharan Africa		NaT	36	Not ratified		2019
55	2	Extent of country commitment to support reconciliation of work and family life	62	Whether or not ratified ILO convention 183 on maternity protection	232	Eritrea	ERI	38.11074289	16.12894644	Sub-Saharan Africa		NaT	36	Not ratified		2019
55	2	Extent of country commitment to support reconciliation of work and family life	62	Whether or not ratified ILO convention 183 on maternity protection	262	Djibouti	DJI	42.18274707	11.56004161	Sub-Saharan Africa		NaT	36	Not ratified		2019
55	2	Extent of country commitment to support reconciliation of work and family life	62	Whether or not ratified ILO convention 183 on maternity protection	266	Gabon	GAB	11.78727747	-0.60687619	Sub-Saharan Africa		NaT	36	Not ratified		2019
55	2	Extent of country commitment to support reconciliation of work and family life	62	Whether or not ratified ILO convention 183 on maternity protection	270	Gambia	GMB	-15.39944785	13.45295927	Sub-Saharan Africa		NaT	36	Not ratified		2019
55	2	Extent of country commitment to support reconciliation of work and family life	62	Whether or not ratified ILO convention 183 on maternity protection	288	Ghana	GHA	-1.205623522	7.964825185	Sub-Saharan Africa		NaT	36	Not ratified		2019
55	2	Extent of country commitment to support reconciliation of work and family life	62	Whether or not ratified ILO convention 183 on maternity protection	324	Guinea	GIN	-11.28173419	11.00210343	Sub-Saharan Africa		NaT	36	Not ratified		2019
55	2	Extent of country commitment to support reconciliation of work and family life	62	Whether or not ratified ILO convention 183 on maternity protection	384	Côte d'Ivoire	CIV	-5.552690016	7.62211586	Sub-Saharan Africa		NaT	36	Not ratified		2019
55	2	Extent of country commitment to support reconciliation of work and family life	62	Whether or not ratified ILO convention 183 on maternity protection	404	Kenya	KEN	37.86096816	0.534797278	Sub-Saharan Africa		NaT	36	Not ratified		2019
55	2	Extent of country commitment to support reconciliation of work and family life	62	Whether or not ratified ILO convention 183 on maternity protection	426	Lesotho	LSO	28.25362195	-29.58041814	Sub-Saharan Africa		NaT	36	Not ratified		2019
55	2	Extent of country commitment to support reconciliation of work and family life	62	Whether or not ratified ILO convention 183 on maternity protection	430	Liberia	LBR	-9.311879038	6.448381009	Sub-Saharan Africa		NaT	36	Not ratified		2019
55	2	Extent of country commitment to support reconciliation of work and family life	62	Whether or not ratified ILO convention 183 on maternity protection	450	Madagascar	MDG	46.6982339	-19.38514785	Sub-Saharan Africa		NaT	36	Not ratified		2019
55	2	Extent of country commitment to support reconciliation of work and family life	62	Whether or not ratified ILO convention 183 on maternity protection	454	Malawi	MWI	33.4884625	-13.40819859	Sub-Saharan Africa		NaT	36	Not ratified		2019
55	2	Extent of country commitment to support reconciliation of work and family life	62	Whether or not ratified ILO convention 183 on maternity protection	478	Mauritania	MRT	-10.33187259	20.26089546	Sub-Saharan Africa		NaT	36	Not ratified		2019
55	2	Extent of country commitment to support reconciliation of work and family life	62	Whether or not ratified ILO convention 183 on maternity protection	480	Mauritius	MUS	57.568022	-20.28581998	Sub-Saharan Africa		NaT	36	Not ratified		2019
55	2	Extent of country commitment to support reconciliation of work and family life	62	Whether or not ratified ILO convention 183 on maternity protection	508	Mozambique	MOZ	38.18479941	-14.27963886	Sub-Saharan Africa		NaT	36	Not ratified		2019
55	2	Extent of country commitment to support reconciliation of work and family life	62	Whether or not ratified ILO convention 183 on maternity protection	516	Namibia	NAM	17.21907885	-22.13817068	Sub-Saharan Africa		NaT	36	Not ratified		2019
55	2	Extent of country commitment to support reconciliation of work and family life	62	Whether or not ratified ILO convention 183 on maternity protection	562	Niger	NER	9.400167877	17.42143036	Sub-Saharan Africa		NaT	36	Not ratified		2019
55	2	Extent of country commitment to support reconciliation of work and family life	62	Whether or not ratified ILO convention 183 on maternity protection	566	Nigeria	NGA	8.097363256	9.585789025	Sub-Saharan Africa		NaT	36	Not ratified		2019
55	2	Extent of country commitment to support reconciliation of work and family life	62	Whether or not ratified ILO convention 183 on maternity protection	624	Guinea-Bissau	GNB	-14.40182514	12.11760394	Sub-Saharan Africa		NaT	36	Not ratified		2019
55	2	Extent of country commitment to support reconciliation of work and family life	62	Whether or not ratified ILO convention 183 on maternity protection	646	Rwanda	RWA	29.92310194	-1.999842114	Sub-Saharan Africa		NaT	36	Not ratified		2019
55	2	Extent of country commitment to support reconciliation of work and family life	62	Whether or not ratified ILO convention 183 on maternity protection	690	Seychelles	SYC	55.46561591	-4.678053059	Sub-Saharan Africa		NaT	36	Not ratified		2019
55	2	Extent of country commitment to support reconciliation of work and family life	62	Whether or not ratified ILO convention 183 on maternity protection	694	Sierra Leone	SLE	-11.78306584	8.568604164	Sub-Saharan Africa		NaT	36	Not ratified		2019
55	2	Extent of country commitment to support reconciliation of work and family life	62	Whether or not ratified ILO convention 183 on maternity protection	706	Somalia	SOM	46.20367477	4.406485729	Sub-Saharan Africa		NaT	36	Not ratified		2019
55	2	Extent of country commitment to support reconciliation of work and family life	62	Whether or not ratified ILO convention 183 on maternity protection	710	South Africa	ZAF	24.67184355	-29.99957544	Sub-Saharan Africa		NaT	36	Not ratified		2019
55	2	Extent of country commitment to support reconciliation of work and family life	62	Whether or not ratified ILO convention 183 on maternity protection	716	Zimbabwe	ZWE	29.86909584	-19.00075492	Sub-Saharan Africa		NaT	36	Not ratified		2019
55	2	Extent of country commitment to support reconciliation of work and family life	62	Whether or not ratified ILO convention 183 on maternity protection	728	South Sudan	SSD	30.32618773	7.290839152	Sub-Saharan Africa		NaT	36	Not ratified		2019
