INDICATOR_LABEL	INDICATOR_ID	INDICATOR_DESC	MINSET_SERIES	MINSET_SERIES_DESC	REF_AREA	REF_AREA_DESC	ISO3	X	Y	SDG_REGION	TIME_PERIOD	SEX	SEX_DESC	OBS_VALUE	UNIT_MEASURE	UNIT_MEASURE_DESC	NATURE	NATURE_DESC	REPORTING_TYPE	REPORTING_TYPE_DESC	COMMENT_OBS	SOURCE_DETAIL	SOURCE_YEAR	TSK_sub_dims	TSK_sub_id	TSK_sub_desc	isLatestValue
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	143	Central Asia				Central and Southern Asia	2003	F	Female	97.7	PT	Percent	E	Estimated	G	Global			2019	SEX	F	Female	False
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	143	Central Asia				Central and Southern Asia	2009	F	Female	97.7	PT	Percent	E	Estimated	G	Global			2019	SEX	F	Female	False
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	143	Central Asia				Central and Southern Asia	2018	F	Female	98.9	PT	Percent	E	Estimated	G	Global			2019	SEX	F	Female	True
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	145	Western Asia				Northern Africa and Western Asia	2003	F	Female	72.8	PT	Percent	E	Estimated	G	Global			2019	SEX	F	Female	False
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	145	Western Asia				Northern Africa and Western Asia	2009	F	Female	80.3	PT	Percent	E	Estimated	G	Global			2019	SEX	F	Female	False
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	145	Western Asia				Northern Africa and Western Asia	2018	F	Female	88.0	PT	Percent	E	Estimated	G	Global			2019	SEX	F	Female	True
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	150	Europe				Europe and Northern America	2003	F	Female	99.2	PT	Percent	E	Estimated	G	Global			2019	SEX	F	Female	False
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	150	Europe				Europe and Northern America	2009	F	Female	99.3	PT	Percent	E	Estimated	G	Global			2019	SEX	F	Female	False
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	150	Europe				Europe and Northern America	2018	F	Female	99.2	PT	Percent	E	Estimated	G	Global			2019	SEX	F	Female	True
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	199	Least Developed Countries (LDCs)				LDCs) and Least America	2003	F	Female	32.6	PT	Percent	E	Estimated	G	Global			2019	SEX	F	Female	False
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	199	Least Developed Countries (LDCs)				LDCs) and Least America	2009	F	Female	44.1	PT	Percent	E	Estimated	G	Global			2019	SEX	F	Female	False
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	199	Least Developed Countries (LDCs)				LDCs) and Least America	2018	F	Female	60.9	PT	Percent	E	Estimated	G	Global			2019	SEX	F	Female	True
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	202	Sub-Saharan Africa				Africa and Sub America	2003	F	Female	42.2	PT	Percent	E	Estimated	G	Global			2019	SEX	F	Female	False
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	202	Sub-Saharan Africa				Africa and Sub America	2009	F	Female	47.2	PT	Percent	E	Estimated	G	Global			2019	SEX	F	Female	False
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	202	Sub-Saharan Africa				Africa and Sub America	2018	F	Female	59.3	PT	Percent	E	Estimated	G	Global			2019	SEX	F	Female	True
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	419	Latin America and the Caribbean				Caribbean and Latin America	2003	F	Female	87.6	PT	Percent	E	Estimated	G	Global			2019	SEX	F	Female	False
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	419	Latin America and the Caribbean				Caribbean and Latin America	2009	F	Female	91.4	PT	Percent	E	Estimated	G	Global			2019	SEX	F	Female	False
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	419	Latin America and the Caribbean				Caribbean and Latin America	2018	F	Female	93.9	PT	Percent	E	Estimated	G	Global			2019	SEX	F	Female	True
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	432	Landlocked developing countries (LLDCs)				LLDCs) and Landlocked America	2003	F	Female	34.1	PT	Percent	E	Estimated	G	Global			2019	SEX	F	Female	False
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	432	Landlocked developing countries (LLDCs)				LLDCs) and Landlocked America	2009	F	Female	45.6	PT	Percent	E	Estimated	G	Global			2019	SEX	F	Female	False
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	432	Landlocked developing countries (LLDCs)				LLDCs) and Landlocked America	2018	F	Female	60.3	PT	Percent	E	Estimated	G	Global			2019	SEX	F	Female	True
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	513	Europe and Northern America				America and Europe America	2003	F	Female	99.2	PT	Percent	E	Estimated	G	Global			2019	SEX	F	Female	False
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	513	Europe and Northern America				America and Europe America	2009	F	Female	99.3	PT	Percent	E	Estimated	G	Global			2019	SEX	F	Female	False
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	513	Europe and Northern America				America and Europe America	2018	F	Female	99.1	PT	Percent	E	Estimated	G	Global			2019	SEX	F	Female	True
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	722	Small island developing States (SIDS)				SIDS) and Small America	2003	F	Female	69.6	PT	Percent	E	Estimated	G	Global			2019	SEX	F	Female	False
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	722	Small island developing States (SIDS)				SIDS) and Small America	2009	F	Female	70.5	PT	Percent	E	Estimated	G	Global			2019	SEX	F	Female	False
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	722	Small island developing States (SIDS)				SIDS) and Small America	2018	F	Female	76.5	PT	Percent	E	Estimated	G	Global			2019	SEX	F	Female	True
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	747	Northern Africa and Western Asia				Asia and Northern America	2003	F	Female	70.8	PT	Percent	E	Estimated	G	Global			2019	SEX	F	Female	False
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	747	Northern Africa and Western Asia				Asia and Northern America	2009	F	Female	79.3	PT	Percent	E	Estimated	G	Global			2019	SEX	F	Female	False
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	747	Northern Africa and Western Asia				Asia and Northern America	2018	F	Female	89.0	PT	Percent	E	Estimated	G	Global			2019	SEX	F	Female	True
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	753	Eastern and South-Eastern Asia				Asia and Eastern America	2003	F	Female	85.2	PT	Percent	E	Estimated	G	Global			2019	SEX	F	Female	False
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	753	Eastern and South-Eastern Asia				Asia and Eastern America	2009	F	Female	90.1	PT	Percent	E	Estimated	G	Global			2019	SEX	F	Female	False
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	753	Eastern and South-Eastern Asia				Asia and Eastern America	2018	F	Female	95.6	PT	Percent	E	Estimated	G	Global			2019	SEX	F	Female	True
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	1	World					2003	F	Female	62.2	PT	Percent	E	Estimated	G	Global			2019	SEX	F	Female	False
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	1	World					2009	F	Female	68.6	PT	Percent	E	Estimated	G	Global			2019	SEX	F	Female	True
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	4	Afghanistan	AFG	66.02688198	33.83160199	Central and Southern Asia	2003	F	Female	14.3	PT	Percent	C	Country Data	G	Global	Cadres included align with the standard definition of: Doctor nurse and/or midwife		2019	SEX	F	Female	False
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	4	Afghanistan	AFG	66.02688198	33.83160199	Central and Southern Asia	2010	F	Female	34.3	PT	Percent	C	Country Data	G	Global	Cadres included align with the standard definition of: Doctor nurse and/or midwife		2019	SEX	F	Female	False
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	4	Afghanistan	AFG	66.02688198	33.83160199	Central and Southern Asia	2011	F	Female	38.6	PT	Percent	C	Country Data	G	Global	Cadres included align with the standard definition of: Doctor nurse and/or midwife		2019	SEX	F	Female	False
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	4	Afghanistan	AFG	66.02688198	33.83160199	Central and Southern Asia	2012	F	Female	39.9	PT	Percent	C	Country Data	G	Global	Cadres included align with the standard definition of: Doctor nurse and/or midwife		2019	SEX	F	Female	False
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	4	Afghanistan	AFG	66.02688198	33.83160199	Central and Southern Asia	2014	F	Female	45.2	PT	Percent	C	Country Data	G	Global	Cadres included align with the standard definition of: Doctor nurse and/or midwife		2019	SEX	F	Female	False
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	4	Afghanistan	AFG	66.02688198	33.83160199	Central and Southern Asia	2015	F	Female	50.5	PT	Percent	C	Country Data	G	Global	Definition includes other cadres that is not in alignment with the standard definition		2019	SEX	F	Female	False
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	4	Afghanistan	AFG	66.02688198	33.83160199	Central and Southern Asia	2017	F	Female	53.4	PT	Percent	C	Country Data	G	Global	Cadres included align with the standard definition of: Doctor nurse and/or midwife		2019	SEX	F	Female	False
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	4	Afghanistan	AFG	66.02688198	33.83160199	Central and Southern Asia	2018	F	Female	58.8	PT	Percent	C	Country Data	G	Global	Cadres included align with the standard definition of: Doctor nurse and/or midwife		2019	SEX	F	Female	True
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	50	Bangladesh	BGD	89.17660788	22.86961622	Central and Southern Asia	2003	F	Female	13.9	PT	Percent	C	Country Data	G	Global	Definition includes other cadres that is not in alignment with the standard definition		2019	SEX	F	Female	False
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	50	Bangladesh	BGD	89.17660788	22.86961622	Central and Southern Asia	2000	F	Female	12.1	PT	Percent	C	Country Data	G	Global	Definition includes other cadres that is not in alignment with the standard definition		2019	SEX	F	Female	False
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	50	Bangladesh	BGD	89.17660788	22.86961622	Central and Southern Asia	2007	F	Female	18.0	PT	Percent	C	Country Data	G	Global	Definition includes other cadres that is not in alignment with the standard definition		2019	SEX	F	Female	False
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	50	Bangladesh	BGD	89.17660788	22.86961622	Central and Southern Asia	2010	F	Female	26.5	PT	Percent	C	Country Data	G	Global	Definition includes other cadres that is not in alignment with the standard definition		2019	SEX	F	Female	False
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	50	Bangladesh	BGD	89.17660788	22.86961622	Central and Southern Asia	2001	F	Female	12.0	PT	Percent	C	Country Data	G	Global	Definition includes other cadres that is not in alignment with the standard definition		2019	SEX	F	Female	False
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	50	Bangladesh	BGD	89.17660788	22.86961622	Central and Southern Asia	2004	F	Female	13.2	PT	Percent	C	Country Data	G	Global	Definition includes other cadres that is not in alignment with the standard definition		2019	SEX	F	Female	False
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	50	Bangladesh	BGD	89.17660788	22.86961622	Central and Southern Asia	2006	F	Female	20.1	PT	Percent	C	Country Data	G	Global	Cadres included align with the standard definition of: Doctor nurse and/or midwife		2019	SEX	F	Female	False
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	50	Bangladesh	BGD	89.17660788	22.86961622	Central and Southern Asia	2011	F	Female	31.7	PT	Percent	C	Country Data	G	Global	Definition includes other cadres that is not in alignment with the standard definition		2019	SEX	F	Female	False
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	50	Bangladesh	BGD	89.17660788	22.86961622	Central and Southern Asia	2013	F	Female	36.5	PT	Percent	C	Country Data	G	Global	Cadres included align with the standard definition of: Doctor nurse and/or midwife		2019	SEX	F	Female	False
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	50	Bangladesh	BGD	89.17660788	22.86961622	Central and Southern Asia	2014	F	Female	42.1	PT	Percent	C	Country Data	G	Global	Definition includes other cadres that is not in alignment with the standard definition		2019	SEX	F	Female	False
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	50	Bangladesh	BGD	89.17660788	22.86961622	Central and Southern Asia	2016	F	Female	49.8	PT	Percent	C	Country Data	G	Global	Definition includes other cadres that is not in alignment with the standard definition		2019	SEX	F	Female	False
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	50	Bangladesh	BGD	89.17660788	22.86961622	Central and Southern Asia	2017	F	Female	67.8	PT	Percent	C	Country Data	G	Global	Cadres included align with the standard definition of: Doctor nurse and/or midwife		2019	SEX	F	Female	True
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	64	Bhutan	BTN	90.45098484	27.39598568	Central and Southern Asia	2003	F	Female	56.1	PT	Percent	C	Country Data	G	Global	Institutional Birth (IB) and delivery with a skilled personnel at home		2019	SEX	F	Female	False
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	64	Bhutan	BTN	90.45098484	27.39598568	Central and Southern Asia	2008	F	Female	66.3	PT	Percent	C	Country Data	G	Global	No / unclear definition of the cadres included		2019	SEX	F	Female	False
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	64	Bhutan	BTN	90.45098484	27.39598568	Central and Southern Asia	2000	F	Female	27.3	PT	Percent	C	Country Data	G	Global	No / unclear definition of the cadres included		2019	SEX	F	Female	False
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	64	Bhutan	BTN	90.45098484	27.39598568	Central and Southern Asia	2005	F	Female	52.3	PT	Percent	C	Country Data	G	Global	No / unclear definition of the cadres included		2019	SEX	F	Female	False
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	64	Bhutan	BTN	90.45098484	27.39598568	Central and Southern Asia	2007	F	Female	71.4	PT	Percent	C	Country Data	G	Global	Institutional Birth (IB) and delivery with a skilled personnel at home		2019	SEX	F	Female	False
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	64	Bhutan	BTN	90.45098484	27.39598568	Central and Southern Asia	2009	F	Female	66.0	PT	Percent	C	Country Data	G	Global	No / unclear definition of the cadres included		2019	SEX	F	Female	False
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	64	Bhutan	BTN	90.45098484	27.39598568	Central and Southern Asia	2010	F	Female	64.5	PT	Percent	C	Country Data	G	Global	Definition includes other cadres that is not in alignment with the standard definition		2019	SEX	F	Female	False
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	64	Bhutan	BTN	90.45098484	27.39598568	Central and Southern Asia	2006	F	Female	57.1	PT	Percent	C	Country Data	G	Global	No / unclear definition of the cadres included		2019	SEX	F	Female	False
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	64	Bhutan	BTN	90.45098484	27.39598568	Central and Southern Asia	2011	F	Female	70.0	PT	Percent	C	Country Data	G	Global	No / unclear definition of the cadres included		2019	SEX	F	Female	False
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	64	Bhutan	BTN	90.45098484	27.39598568	Central and Southern Asia	2012	F	Female	81.0	PT	Percent	C	Country Data	G	Global	No / unclear definition of the cadres included		2019	SEX	F	Female	False
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	64	Bhutan	BTN	90.45098484	27.39598568	Central and Southern Asia	2013	F	Female	89.0	PT	Percent	C	Country Data	G	Global	No / unclear definition of the cadres included		2019	SEX	F	Female	False
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	64	Bhutan	BTN	90.45098484	27.39598568	Central and Southern Asia	2014	F	Female	89.0	PT	Percent	C	Country Data	G	Global	No / unclear definition of the cadres included		2019	SEX	F	Female	False
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	64	Bhutan	BTN	90.45098484	27.39598568	Central and Southern Asia	2015	F	Female	89.0	PT	Percent	C	Country Data	G	Global	No / unclear definition of the cadres included		2019	SEX	F	Female	False
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	64	Bhutan	BTN	90.45098484	27.39598568	Central and Southern Asia	2016	F	Female	89.0	PT	Percent	C	Country Data	G	Global	No / unclear definition of the cadres included		2019	SEX	F	Female	False
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	64	Bhutan	BTN	90.45098484	27.39598568	Central and Southern Asia	2017	F	Female	97.2	PT	Percent	C	Country Data	G	Global	No / unclear definition of the cadres included		2019	SEX	F	Female	False
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	64	Bhutan	BTN	90.45098484	27.39598568	Central and Southern Asia	2018	F	Female	96.4	PT	Percent	C	Country Data	G	Global	No / unclear definition of the cadres included		2019	SEX	F	Female	True
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	144	Sri Lanka	LKA	80.70489654	7.614693343	Central and Southern Asia	2000	F	Female	96.0	PT	Percent	C	Country Data	G	Global	Definition includes other cadres that is not in alignment with the standard definition		2019	SEX	F	Female	False
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	144	Sri Lanka	LKA	80.70489654	7.614693343	Central and Southern Asia	2007	F	Female	98.6	PT	Percent	C	Country Data	G	Global	Cadres included align with the standard definition of: Doctor nurse and/or midwife		2019	SEX	F	Female	True
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	356	India	IND	79.3608464	22.34642074	Central and Southern Asia	2008	F	Female	52.3	PT	Percent	C	Country Data	G	Global	No / unclear definition of the cadres included		2019	SEX	F	Female	False
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	356	India	IND	79.3608464	22.34642074	Central and Southern Asia	2000	F	Female	42.5	PT	Percent	C	Country Data	G	Global	No / unclear definition of the cadres included		2019	SEX	F	Female	False
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	356	India	IND	79.3608464	22.34642074	Central and Southern Asia	2006	F	Female	46.6	PT	Percent	C	Country Data	G	Global	Definition includes other cadres that is not in alignment with the standard definition		2019	SEX	F	Female	False
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	356	India	IND	79.3608464	22.34642074	Central and Southern Asia	2014	F	Female	81.4	PT	Percent	C	Country Data	G	Global	Definition includes other cadres that is not in alignment with the standard definition		2019	SEX	F	Female	False
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	356	India	IND	79.3608464	22.34642074	Central and Southern Asia	2016	F	Female	81.4	PT	Percent	C	Country Data	G	Global	Definition includes other cadres that is not in alignment with the standard definition		2019	SEX	F	Female	True
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	364	Iran (Islamic Republic of)	IRN	54.19766348	32.74370885	Central and Southern Asia	2000	F	Female	89.6	PT	Percent	C	Country Data	G	Global	Cadres included align with the standard definition of: Doctor nurse and/or midwife		2019	SEX	F	Female	False
III.5	784515d6	Proportion of births attended by skilled health personnel	784515d6	Proportion of births attended by skilled health personnel	364	Iran (Islamic Republic of)	IRN	54.19766348	32.74370885	Central and Southern Asia	2005	F	Female	97.3	PT	Percent	C	Country Data	G	Global	No / unclear definition of the cadres included		2019	SEX	F	Female	False
