INDICATOR_LABEL	INDICATOR_ID	INDICATOR_DESC	MINSET_SERIES	MINSET_SERIES_DESC	REF_AREA	REF_AREA_DESC	ISO3	X	Y	SDG_REGION	SEX	SEX_DESC	TIME_PERIOD	OBS_VALUE	UNIT_MEASURE	UNIT_MEASURE_DESC	NATURE	NATURE_DESC	REPORTING_TYPE	REPORTING_TYPE_DESC	COMMENT_OBS	SOURCE_DETAIL	SOURCE_YEAR	sort_order	SDG_SeriesID	ILO_SeriesID	UNESCO_SeriesID	TSK_sub_dims	TSK_sub_id	TSK_sub_desc	isLatestValue
I.6	Ic273120e	Proportion of employed who are employers, by sex	Sc273120e	Proportion of employed who are employers, by sex	31	Azerbaijan	AZE	50.01064725	40.39229544	Northern Africa and Western Asia	F	Female	2002	10.0	PT	Percent	C	Country Data	G	Global	Data reference period: End of the year Population coverage: Excluding armed forces and/or conscripts	LFS - Labour Force Survey	2021	900		EMP_2EMP_SEX_STE_NB_A		SEX	F	Female	False
I.6	Ic273120e	Proportion of employed who are employers, by sex	Sc273120e	Proportion of employed who are employers, by sex	31	Azerbaijan	AZE	50.01064725	40.39229544	Northern Africa and Western Asia	F	Female	2004	9.6	PT	Percent	C	Country Data	G	Global	Data reference period: End of the year Population coverage: Excluding armed forces and/or conscripts	LFS - Labour Force Survey	2021	900		EMP_2EMP_SEX_STE_NB_A		SEX	F	Female	False
I.6	Ic273120e	Proportion of employed who are employers, by sex	Sc273120e	Proportion of employed who are employers, by sex	31	Azerbaijan	AZE	50.01064725	40.39229544	Northern Africa and Western Asia	F	Female	2005	9.8	PT	Percent	C	Country Data	G	Global	Data reference period: End of the year Population coverage: Excluding armed forces and/or conscripts	LFS - Labour Force Survey	2021	900		EMP_2EMP_SEX_STE_NB_A		SEX	F	Female	False
I.6	Ic273120e	Proportion of employed who are employers, by sex	Sc273120e	Proportion of employed who are employers, by sex	31	Azerbaijan	AZE	50.01064725	40.39229544	Northern Africa and Western Asia	F	Female	2009	9.3	PT	Percent	C	Country Data	G	Global	Data reference period: End of the year Population coverage: Excluding armed forces and/or conscripts	LFS - Labour Force Survey	2021	900		EMP_2EMP_SEX_STE_NB_A		SEX	F	Female	False
I.6	Ic273120e	Proportion of employed who are employers, by sex	Sc273120e	Proportion of employed who are employers, by sex	31	Azerbaijan	AZE	50.01064725	40.39229544	Northern Africa and Western Asia	F	Female	2010	9.4	PT	Percent	C	Country Data	G	Global	Data reference period: End of the year Population coverage: Excluding armed forces and/or conscripts	LFS - Labour Force Survey	2021	900		EMP_2EMP_SEX_STE_NB_A		SEX	F	Female	False
I.6	Ic273120e	Proportion of employed who are employers, by sex	Sc273120e	Proportion of employed who are employers, by sex	31	Azerbaijan	AZE	50.01064725	40.39229544	Northern Africa and Western Asia	F	Female	2011	10.8	PT	Percent	C	Country Data	G	Global	Data reference period: End of the year Population coverage: Excluding armed forces and/or conscripts	LFS - Labour Force Survey	2021	900		EMP_2EMP_SEX_STE_NB_A		SEX	F	Female	False
I.6	Ic273120e	Proportion of employed who are employers, by sex	Sc273120e	Proportion of employed who are employers, by sex	31	Azerbaijan	AZE	50.01064725	40.39229544	Northern Africa and Western Asia	F	Female	2012	8.5	PT	Percent	C	Country Data	G	Global	Data reference period: End of the year Population coverage: Excluding armed forces and/or conscripts	LFS - Labour Force Survey	2021	900		EMP_2EMP_SEX_STE_NB_A		SEX	F	Female	False
I.6	Ic273120e	Proportion of employed who are employers, by sex	Sc273120e	Proportion of employed who are employers, by sex	31	Azerbaijan	AZE	50.01064725	40.39229544	Northern Africa and Western Asia	F	Female	2013	8.7	PT	Percent	C	Country Data	G	Global	Data reference period: End of the year Population coverage: Excluding armed forces and/or conscripts	LFS - Labour Force Survey	2021	900		EMP_2EMP_SEX_STE_NB_A		SEX	F	Female	False
I.6	Ic273120e	Proportion of employed who are employers, by sex	Sc273120e	Proportion of employed who are employers, by sex	31	Azerbaijan	AZE	50.01064725	40.39229544	Northern Africa and Western Asia	F	Female	2014	8.4	PT	Percent	C	Country Data	G	Global	Data reference period: End of the year Population coverage: Excluding armed forces and/or conscripts	LFS - Labour Force Survey	2021	900		EMP_2EMP_SEX_STE_NB_A		SEX	F	Female	False
I.6	Ic273120e	Proportion of employed who are employers, by sex	Sc273120e	Proportion of employed who are employers, by sex	31	Azerbaijan	AZE	50.01064725	40.39229544	Northern Africa and Western Asia	F	Female	2015	8.5	PT	Percent	C	Country Data	G	Global	Data reference period: End of the year Population coverage: Excluding armed forces and/or conscripts	LFS - Labour Force Survey	2021	900		EMP_2EMP_SEX_STE_NB_A		SEX	F	Female	False
I.6	Ic273120e	Proportion of employed who are employers, by sex	Sc273120e	Proportion of employed who are employers, by sex	31	Azerbaijan	AZE	50.01064725	40.39229544	Northern Africa and Western Asia	F	Female	2016	10.7	PT	Percent	C	Country Data	G	Global	Data reference period: End of the year Population coverage: Excluding both institutional population and armed forces and/or conscripts	LFS - Labour Force Survey	2021	900		EMP_2EMP_SEX_STE_NB_A		SEX	F	Female	False
I.6	Ic273120e	Proportion of employed who are employers, by sex	Sc273120e	Proportion of employed who are employers, by sex	31	Azerbaijan	AZE	50.01064725	40.39229544	Northern Africa and Western Asia	F	Female	2017	10.8	PT	Percent	C	Country Data	G	Global	Employment definition: Excluding own-use production workers Data reference period: End of the year Population coverage: Excluding both institutional population and armed forces and/or conscripts	LFS - Labour Force Survey	2021	900		EMP_2EMP_SEX_STE_NB_A		SEX	F	Female	False
I.6	Ic273120e	Proportion of employed who are employers, by sex	Sc273120e	Proportion of employed who are employers, by sex	31	Azerbaijan	AZE	50.01064725	40.39229544	Northern Africa and Western Asia	F	Female	2018	9.8	PT	Percent	C	Country Data	G	Global	Employment definition: Excluding own-use production workers Data reference period: End of the year Population coverage: Excluding both institutional population and armed forces and/or conscripts	LFS - Labour Force Survey	2021	900		EMP_2EMP_SEX_STE_NB_A		SEX	F	Female	False
I.6	Ic273120e	Proportion of employed who are employers, by sex	Sc273120e	Proportion of employed who are employers, by sex	31	Azerbaijan	AZE	50.01064725	40.39229544	Northern Africa and Western Asia	F	Female	2019	9.5	PT	Percent	C	Country Data	G	Global	Employment definition: Excluding own-use production workers Data reference period: End of the year Population coverage: Excluding both institutional population and armed forces and/or conscripts	LFS - Labour Force Survey	2021	900		EMP_2EMP_SEX_STE_NB_A		SEX	F	Female	True
I.6	Ic273120e	Proportion of employed who are employers, by sex	Sc273120e	Proportion of employed who are employers, by sex	32	Argentina	ARG	-65.14563274	-35.19446255	Latin America and the Caribbean	F	Female	1990	2.8	PT	Percent	C	Country Data	G	Global	Data reference period: October Geographical coverage: Main city or metropolitan area	LFS - Encuesta Permanente de Hogares (Urbano)	2021	900		EMP_2EMP_SEX_STE_NB_A		SEX	F	Female	False
I.6	Ic273120e	Proportion of employed who are employers, by sex	Sc273120e	Proportion of employed who are employers, by sex	32	Argentina	ARG	-65.14563274	-35.19446255	Latin America and the Caribbean	F	Female	1991	2.0	PT	Percent	C	Country Data	G	Global	Data reference period: October Geographical coverage: Main city or metropolitan area	LFS - Encuesta Permanente de Hogares (Urbano)	2021	900		EMP_2EMP_SEX_STE_NB_A		SEX	F	Female	False
I.6	Ic273120e	Proportion of employed who are employers, by sex	Sc273120e	Proportion of employed who are employers, by sex	32	Argentina	ARG	-65.14563274	-35.19446255	Latin America and the Caribbean	F	Female	1992	2.4	PT	Percent	C	Country Data	G	Global	Data reference period: October Geographical coverage: Main city or metropolitan area	LFS - Encuesta Permanente de Hogares (Urbano)	2021	900		EMP_2EMP_SEX_STE_NB_A		SEX	F	Female	False
I.6	Ic273120e	Proportion of employed who are employers, by sex	Sc273120e	Proportion of employed who are employers, by sex	32	Argentina	ARG	-65.14563274	-35.19446255	Latin America and the Caribbean	F	Female	1993	3.2	PT	Percent	C	Country Data	G	Global	Data reference period: October Geographical coverage: Main city or metropolitan area	LFS - Encuesta Permanente de Hogares (Urbano)	2021	900		EMP_2EMP_SEX_STE_NB_A		SEX	F	Female	False
I.6	Ic273120e	Proportion of employed who are employers, by sex	Sc273120e	Proportion of employed who are employers, by sex	32	Argentina	ARG	-65.14563274	-35.19446255	Latin America and the Caribbean	F	Female	1994	2.4	PT	Percent	C	Country Data	G	Global	Data reference period: October Geographical coverage: Main city or metropolitan area	LFS - Encuesta Permanente de Hogares (Urbano)	2021	900		EMP_2EMP_SEX_STE_NB_A		SEX	F	Female	False
I.6	Ic273120e	Proportion of employed who are employers, by sex	Sc273120e	Proportion of employed who are employers, by sex	32	Argentina	ARG	-65.14563274	-35.19446255	Latin America and the Caribbean	F	Female	1995	2.3	PT	Percent	C	Country Data	G	Global	Data reference period: October Geographical coverage: Main city or metropolitan area	LFS - Encuesta Permanente de Hogares (Urbano)	2021	900		EMP_2EMP_SEX_STE_NB_A		SEX	F	Female	False
I.6	Ic273120e	Proportion of employed who are employers, by sex	Sc273120e	Proportion of employed who are employers, by sex	32	Argentina	ARG	-65.14563274	-35.19446255	Latin America and the Caribbean	F	Female	1996	2.4	PT	Percent	C	Country Data	G	Global	Break in series: Methodology revised, Data reference period: Incomplete year Geographical coverage: Main cities or metropolitan areas Age coverage - minimum age: 10 years old	LFS - Encuesta Permanente de Hogares (Urbano)	2021	900		EMP_2EMP_SEX_STE_NB_A		SEX	F	Female	False
I.6	Ic273120e	Proportion of employed who are employers, by sex	Sc273120e	Proportion of employed who are employers, by sex	32	Argentina	ARG	-65.14563274	-35.19446255	Latin America and the Caribbean	F	Female	1997	2.4	PT	Percent	C	Country Data	G	Global	Break in series: Methodology revised, Data reference period: Incomplete year Geographical coverage: Main cities or metropolitan areas Age coverage - minimum age: 10 years old	LFS - Encuesta Permanente de Hogares (Urbano)	2021	900		EMP_2EMP_SEX_STE_NB_A		SEX	F	Female	False
I.6	Ic273120e	Proportion of employed who are employers, by sex	Sc273120e	Proportion of employed who are employers, by sex	32	Argentina	ARG	-65.14563274	-35.19446255	Latin America and the Caribbean	F	Female	1998	2.4	PT	Percent	C	Country Data	G	Global	Break in series: Methodology revised, Data reference period: Incomplete year Geographical coverage: Main cities or metropolitan areas Age coverage - minimum age: 10 years old	LFS - Encuesta Permanente de Hogares (Urbano)	2021	900		EMP_2EMP_SEX_STE_NB_A		SEX	F	Female	False
I.6	Ic273120e	Proportion of employed who are employers, by sex	Sc273120e	Proportion of employed who are employers, by sex	32	Argentina	ARG	-65.14563274	-35.19446255	Latin America and the Caribbean	F	Female	1999	2.5	PT	Percent	C	Country Data	G	Global	Break in series: Methodology revised, Data reference period: Incomplete year Geographical coverage: Main cities or metropolitan areas Age coverage - minimum age: 10 years old	LFS - Encuesta Permanente de Hogares (Urbano)	2021	900		EMP_2EMP_SEX_STE_NB_A		SEX	F	Female	False
I.6	Ic273120e	Proportion of employed who are employers, by sex	Sc273120e	Proportion of employed who are employers, by sex	32	Argentina	ARG	-65.14563274	-35.19446255	Latin America and the Caribbean	F	Female	2000	2.9	PT	Percent	C	Country Data	G	Global	Break in series: Methodology revised, Data reference period: Incomplete year Geographical coverage: Main cities or metropolitan areas Age coverage - minimum age: 10 years old	LFS - Encuesta Permanente de Hogares (Urbano)	2021	900		EMP_2EMP_SEX_STE_NB_A		SEX	F	Female	False
I.6	Ic273120e	Proportion of employed who are employers, by sex	Sc273120e	Proportion of employed who are employers, by sex	32	Argentina	ARG	-65.14563274	-35.19446255	Latin America and the Caribbean	F	Female	2001	2.4	PT	Percent	C	Country Data	G	Global	Break in series: Methodology revised, Data reference period: Incomplete year Geographical coverage: Main cities or metropolitan areas Age coverage - minimum age: 10 years old	LFS - Encuesta Permanente de Hogares (Urbano)	2021	900		EMP_2EMP_SEX_STE_NB_A		SEX	F	Female	False
I.6	Ic273120e	Proportion of employed who are employers, by sex	Sc273120e	Proportion of employed who are employers, by sex	32	Argentina	ARG	-65.14563274	-35.19446255	Latin America and the Caribbean	F	Female	2002	1.9	PT	Percent	C	Country Data	G	Global	Break in series: Methodology revised, Data reference period: Incomplete year Geographical coverage: Main cities or metropolitan areas Age coverage - minimum age: 10 years old	LFS - Encuesta Permanente de Hogares (Urbano)	2021	900		EMP_2EMP_SEX_STE_NB_A		SEX	F	Female	False
I.6	Ic273120e	Proportion of employed who are employers, by sex	Sc273120e	Proportion of employed who are employers, by sex	32	Argentina	ARG	-65.14563274	-35.19446255	Latin America and the Caribbean	F	Female	2003	2.2	PT	Percent	C	Country Data	G	Global	Break in series: Other or unspecified type of break, Data reference period: Second semester Geographical coverage: Main cities or metropolitan areas Age coverage - minimum age: 10 years old	LFS - Encuesta Permanente de Hogares (Urbano)	2021	900		EMP_2EMP_SEX_STE_NB_A		SEX	F	Female	False
I.6	Ic273120e	Proportion of employed who are employers, by sex	Sc273120e	Proportion of employed who are employers, by sex	32	Argentina	ARG	-65.14563274	-35.19446255	Latin America and the Caribbean	F	Female	2004	2.4	PT	Percent	C	Country Data	G	Global	Break in series: Methodology revised, Repository: ILO-STATISTICS - Micro data processing Geographical coverage: Main cities or metropolitan areas	LFS - Encuesta Permanente de Hogares (Urbano)	2021	900		EMP_2EMP_SEX_STE_NB_A		SEX	F	Female	False
I.6	Ic273120e	Proportion of employed who are employers, by sex	Sc273120e	Proportion of employed who are employers, by sex	32	Argentina	ARG	-65.14563274	-35.19446255	Latin America and the Caribbean	F	Female	2005	2.3	PT	Percent	C	Country Data	G	Global	Repository: ILO-STATISTICS - Micro data processing Geographical coverage: Main cities or metropolitan areas	LFS - Encuesta Permanente de Hogares (Urbano)	2021	900		EMP_2EMP_SEX_STE_NB_A		SEX	F	Female	False
I.6	Ic273120e	Proportion of employed who are employers, by sex	Sc273120e	Proportion of employed who are employers, by sex	32	Argentina	ARG	-65.14563274	-35.19446255	Latin America and the Caribbean	F	Female	2006	2.4	PT	Percent	C	Country Data	G	Global	Repository: ILO-STATISTICS - Micro data processing Geographical coverage: Main cities or metropolitan areas	LFS - Encuesta Permanente de Hogares (Urbano)	2021	900		EMP_2EMP_SEX_STE_NB_A		SEX	F	Female	False
I.6	Ic273120e	Proportion of employed who are employers, by sex	Sc273120e	Proportion of employed who are employers, by sex	32	Argentina	ARG	-65.14563274	-35.19446255	Latin America and the Caribbean	F	Female	2007	2.6	PT	Percent	C	Country Data	G	Global	Geographical coverage: Main cities or metropolitan areas	LFS - Encuesta Permanente de Hogares (Urbano)	2021	900		EMP_2EMP_SEX_STE_NB_A		SEX	F	Female	False
I.6	Ic273120e	Proportion of employed who are employers, by sex	Sc273120e	Proportion of employed who are employers, by sex	32	Argentina	ARG	-65.14563274	-35.19446255	Latin America and the Caribbean	F	Female	2008	2.9	PT	Percent	C	Country Data	G	Global	Remarks: Warning on the use of statistical series: Statistical series published after January 2007 and before December 2015 should be used with caution. The INDEC, based on what is stated in decrees 181/15 and 55/16, is undertaking the investigations required to ensure the regularity of data collection, processing and dissemination procedures., Repository: ILO-STATISTICS - Micro data processing Geographical coverage: Main cities or metropolitan areas	LFS - Encuesta Permanente de Hogares (Urbano)	2021	900		EMP_2EMP_SEX_STE_NB_A		SEX	F	Female	False
I.6	Ic273120e	Proportion of employed who are employers, by sex	Sc273120e	Proportion of employed who are employers, by sex	32	Argentina	ARG	-65.14563274	-35.19446255	Latin America and the Caribbean	F	Female	2010	2.9	PT	Percent	C	Country Data	G	Global	Remarks: Warning on the use of statistical series: Statistical series published after January 2007 and before December 2015 should be used with caution. The INDEC, based on what is stated in decrees 181/15 and 55/16, is undertaking the investigations required to ensure the regularity of data collection, processing and dissemination procedures., Repository: ILO-STATISTICS - Micro data processing Geographical coverage: Main cities or metropolitan areas	LFS - Encuesta Permanente de Hogares (Urbano)	2021	900		EMP_2EMP_SEX_STE_NB_A		SEX	F	Female	False
I.6	Ic273120e	Proportion of employed who are employers, by sex	Sc273120e	Proportion of employed who are employers, by sex	32	Argentina	ARG	-65.14563274	-35.19446255	Latin America and the Caribbean	F	Female	2012	2.7	PT	Percent	C	Country Data	G	Global	Remarks: Warning on the use of statistical series: Statistical series published after January 2007 and before December 2015 should be used with caution. The INDEC, based on what is stated in decrees 181/15 and 55/16, is undertaking the investigations required to ensure the regularity of data collection, processing and dissemination procedures., Repository: ILO-STATISTICS - Micro data processing Geographical coverage: Main cities or metropolitan areas	LFS - Encuesta Permanente de Hogares (Urbano)	2021	900		EMP_2EMP_SEX_STE_NB_A		SEX	F	Female	False
I.6	Ic273120e	Proportion of employed who are employers, by sex	Sc273120e	Proportion of employed who are employers, by sex	32	Argentina	ARG	-65.14563274	-35.19446255	Latin America and the Caribbean	F	Female	2013	2.5	PT	Percent	C	Country Data	G	Global	Remarks: Warning on the use of statistical series: Statistical series published after January 2007 and before December 2015 should be used with caution. The INDEC, based on what is stated in decrees 181/15 and 55/16, is undertaking the investigations required to ensure the regularity of data collection, processing and dissemination procedures., Repository: ILO-STATISTICS - Micro data processing Geographical coverage: Main cities or metropolitan areas	LFS - Encuesta Permanente de Hogares (Urbano)	2021	900		EMP_2EMP_SEX_STE_NB_A		SEX	F	Female	False
