INDICATOR_ID	INDICATOR_NUM	INDICATOR_DESC	MINSET_SERIES	MINSET_SERIES_DESC	REF_AREA	REF_AREA_DESC	ISO3	X	Y	SDG_REGION	TIME_PERIOD	SEX	SEX_DESC	EDUCATION_LEV	EDUCATION_LEV_DESC	OBS_VALUE	UNIT_MEASURE	UNIT_MEASURE_DESC	NATURE	NATURE_DESC	REPORTING_TYPE	REPORTING_TYPE_DESC	SOURCE_DETAIL	SOURCE_YEAR
24	24	Gender parity index of the gross enrolment ratios in primary, secondary and tertiary education	17	Gender parity index of the gross enrolment ratios in primary education	36	Australia	AUS	133.0	-27.0	Australia and New Zealand	1985	_T	Both sexes or no breakdown by sex	ISCED11_1	Primary education	0.99	RO	Ratio	C	Country data	G	Global	Data extracted via UNESCO API on: 2018-07-31T16:26:14	2017
24	24	Gender parity index of the gross enrolment ratios in primary, secondary and tertiary education	17	Gender parity index of the gross enrolment ratios in primary education	36	Australia	AUS	133.0	-27.0	Australia and New Zealand	1986	_T	Both sexes or no breakdown by sex	ISCED11_1	Primary education	0.99	RO	Ratio	C	Country data	G	Global	Data extracted via UNESCO API on: 2018-07-31T16:26:14	2017
24	24	Gender parity index of the gross enrolment ratios in primary, secondary and tertiary education	17	Gender parity index of the gross enrolment ratios in primary education	36	Australia	AUS	133.0	-27.0	Australia and New Zealand	1987	_T	Both sexes or no breakdown by sex	ISCED11_1	Primary education	1.0	RO	Ratio	C	Country data	G	Global	Data extracted via UNESCO API on: 2018-07-31T16:26:14	2017
24	24	Gender parity index of the gross enrolment ratios in primary, secondary and tertiary education	17	Gender parity index of the gross enrolment ratios in primary education	36	Australia	AUS	133.0	-27.0	Australia and New Zealand	1988	_T	Both sexes or no breakdown by sex	ISCED11_1	Primary education	1.0	RO	Ratio	C	Country data	G	Global	Data extracted via UNESCO API on: 2018-07-31T16:26:15	2017
24	24	Gender parity index of the gross enrolment ratios in primary, secondary and tertiary education	17	Gender parity index of the gross enrolment ratios in primary education	36	Australia	AUS	133.0	-27.0	Australia and New Zealand	1989	_T	Both sexes or no breakdown by sex	ISCED11_1	Primary education	1.0	RO	Ratio	C	Country data	G	Global	Data extracted via UNESCO API on: 2018-07-31T16:26:15	2017
24	24	Gender parity index of the gross enrolment ratios in primary, secondary and tertiary education	17	Gender parity index of the gross enrolment ratios in primary education	36	Australia	AUS	133.0	-27.0	Australia and New Zealand	1990	_T	Both sexes or no breakdown by sex	ISCED11_1	Primary education	1.0	RO	Ratio	C	Country data	G	Global	Data extracted via UNESCO API on: 2018-07-31T16:26:15	2017
24	24	Gender parity index of the gross enrolment ratios in primary, secondary and tertiary education	17	Gender parity index of the gross enrolment ratios in primary education	36	Australia	AUS	133.0	-27.0	Australia and New Zealand	1991	_T	Both sexes or no breakdown by sex	ISCED11_1	Primary education	1.0	RO	Ratio	C	Country data	G	Global	Data extracted via UNESCO API on: 2018-07-31T16:26:15	2017
24	24	Gender parity index of the gross enrolment ratios in primary, secondary and tertiary education	17	Gender parity index of the gross enrolment ratios in primary education	36	Australia	AUS	133.0	-27.0	Australia and New Zealand	1992	_T	Both sexes or no breakdown by sex	ISCED11_1	Primary education	1.0	RO	Ratio	C	Country data	G	Global	Data extracted via UNESCO API on: 2018-07-31T16:26:15	2017
24	24	Gender parity index of the gross enrolment ratios in primary, secondary and tertiary education	17	Gender parity index of the gross enrolment ratios in primary education	36	Australia	AUS	133.0	-27.0	Australia and New Zealand	1993	_T	Both sexes or no breakdown by sex	ISCED11_1	Primary education	1.0	RO	Ratio	C	Country data	G	Global	Data extracted via UNESCO API on: 2018-07-31T16:26:15	2017
24	24	Gender parity index of the gross enrolment ratios in primary, secondary and tertiary education	17	Gender parity index of the gross enrolment ratios in primary education	36	Australia	AUS	133.0	-27.0	Australia and New Zealand	1994	_T	Both sexes or no breakdown by sex	ISCED11_1	Primary education	1.0	RO	Ratio	C	Country data	G	Global	Data extracted via UNESCO API on: 2018-07-31T16:26:15	2017
24	24	Gender parity index of the gross enrolment ratios in primary, secondary and tertiary education	17	Gender parity index of the gross enrolment ratios in primary education	36	Australia	AUS	133.0	-27.0	Australia and New Zealand	1995	_T	Both sexes or no breakdown by sex	ISCED11_1	Primary education	1.0	RO	Ratio	C	Country data	G	Global	Data extracted via UNESCO API on: 2018-07-31T16:26:15	2017
24	24	Gender parity index of the gross enrolment ratios in primary, secondary and tertiary education	17	Gender parity index of the gross enrolment ratios in primary education	36	Australia	AUS	133.0	-27.0	Australia and New Zealand	1996	_T	Both sexes or no breakdown by sex	ISCED11_1	Primary education	1.0	RO	Ratio	C	Country data	G	Global	Data extracted via UNESCO API on: 2018-07-31T16:26:16	2017
24	24	Gender parity index of the gross enrolment ratios in primary, secondary and tertiary education	17	Gender parity index of the gross enrolment ratios in primary education	36	Australia	AUS	133.0	-27.0	Australia and New Zealand	1997	_T	Both sexes or no breakdown by sex	ISCED11_1	Primary education	1.0	RO	Ratio	C	Country data	G	Global	Data extracted via UNESCO API on: 2018-07-31T16:26:16	2017
24	24	Gender parity index of the gross enrolment ratios in primary, secondary and tertiary education	17	Gender parity index of the gross enrolment ratios in primary education	36	Australia	AUS	133.0	-27.0	Australia and New Zealand	1998	_T	Both sexes or no breakdown by sex	ISCED11_1	Primary education	1.01	RO	Ratio	C	Country data	G	Global	Data extracted via UNESCO API on: 2018-07-31T16:26:16	2017
24	24	Gender parity index of the gross enrolment ratios in primary, secondary and tertiary education	17	Gender parity index of the gross enrolment ratios in primary education	36	Australia	AUS	133.0	-27.0	Australia and New Zealand	1999	_T	Both sexes or no breakdown by sex	ISCED11_1	Primary education	1.02	RO	Ratio	C	Country data	G	Global	Data extracted via UNESCO API on: 2018-07-31T16:26:16	2017
24	24	Gender parity index of the gross enrolment ratios in primary, secondary and tertiary education	17	Gender parity index of the gross enrolment ratios in primary education	36	Australia	AUS	133.0	-27.0	Australia and New Zealand	2000	_T	Both sexes or no breakdown by sex	ISCED11_1	Primary education	1.02	RO	Ratio	C	Country data	G	Global	Data extracted via UNESCO API on: 2018-07-31T16:26:16	2017
24	24	Gender parity index of the gross enrolment ratios in primary, secondary and tertiary education	17	Gender parity index of the gross enrolment ratios in primary education	36	Australia	AUS	133.0	-27.0	Australia and New Zealand	2001	_T	Both sexes or no breakdown by sex	ISCED11_1	Primary education	1.02	RO	Ratio	C	Country data	G	Global	Data extracted via UNESCO API on: 2018-07-31T16:26:16	2017
24	24	Gender parity index of the gross enrolment ratios in primary, secondary and tertiary education	17	Gender parity index of the gross enrolment ratios in primary education	36	Australia	AUS	133.0	-27.0	Australia and New Zealand	2002	_T	Both sexes or no breakdown by sex	ISCED11_1	Primary education	1.02	RO	Ratio	C	Country data	G	Global	Data extracted via UNESCO API on: 2018-07-31T16:26:16	2017
24	24	Gender parity index of the gross enrolment ratios in primary, secondary and tertiary education	17	Gender parity index of the gross enrolment ratios in primary education	36	Australia	AUS	133.0	-27.0	Australia and New Zealand	2003	_T	Both sexes or no breakdown by sex	ISCED11_1	Primary education	1.02	RO	Ratio	C	Country data	G	Global	Data extracted via UNESCO API on: 2018-07-31T16:26:16	2017
24	24	Gender parity index of the gross enrolment ratios in primary, secondary and tertiary education	17	Gender parity index of the gross enrolment ratios in primary education	36	Australia	AUS	133.0	-27.0	Australia and New Zealand	2004	_T	Both sexes or no breakdown by sex	ISCED11_1	Primary education	1.02	RO	Ratio	C	Country data	G	Global	Data extracted via UNESCO API on: 2018-07-31T16:26:17	2017
24	24	Gender parity index of the gross enrolment ratios in primary, secondary and tertiary education	17	Gender parity index of the gross enrolment ratios in primary education	36	Australia	AUS	133.0	-27.0	Australia and New Zealand	2005	_T	Both sexes or no breakdown by sex	ISCED11_1	Primary education	1.02	RO	Ratio	C	Country data	G	Global	Data extracted via UNESCO API on: 2018-07-31T16:26:17	2017
24	24	Gender parity index of the gross enrolment ratios in primary, secondary and tertiary education	17	Gender parity index of the gross enrolment ratios in primary education	36	Australia	AUS	133.0	-27.0	Australia and New Zealand	2006	_T	Both sexes or no breakdown by sex	ISCED11_1	Primary education	1.01	RO	Ratio	C	Country data	G	Global	Data extracted via UNESCO API on: 2018-07-31T16:26:17	2017
24	24	Gender parity index of the gross enrolment ratios in primary, secondary and tertiary education	17	Gender parity index of the gross enrolment ratios in primary education	36	Australia	AUS	133.0	-27.0	Australia and New Zealand	2007	_T	Both sexes or no breakdown by sex	ISCED11_1	Primary education	1.01	RO	Ratio	C	Country data	G	Global	Data extracted via UNESCO API on: 2018-07-31T16:26:17	2017
24	24	Gender parity index of the gross enrolment ratios in primary, secondary and tertiary education	17	Gender parity index of the gross enrolment ratios in primary education	36	Australia	AUS	133.0	-27.0	Australia and New Zealand	2008	_T	Both sexes or no breakdown by sex	ISCED11_1	Primary education	1.01	RO	Ratio	C	Country data	G	Global	Data extracted via UNESCO API on: 2018-07-31T16:26:17	2017
24	24	Gender parity index of the gross enrolment ratios in primary, secondary and tertiary education	17	Gender parity index of the gross enrolment ratios in primary education	36	Australia	AUS	133.0	-27.0	Australia and New Zealand	2009	_T	Both sexes or no breakdown by sex	ISCED11_1	Primary education	1.0	RO	Ratio	C	Country data	G	Global	Data extracted via UNESCO API on: 2018-07-31T16:26:17	2017
24	24	Gender parity index of the gross enrolment ratios in primary, secondary and tertiary education	17	Gender parity index of the gross enrolment ratios in primary education	36	Australia	AUS	133.0	-27.0	Australia and New Zealand	2010	_T	Both sexes or no breakdown by sex	ISCED11_1	Primary education	1.0	RO	Ratio	C	Country data	G	Global	Data extracted via UNESCO API on: 2018-07-31T16:26:17	2017
24	24	Gender parity index of the gross enrolment ratios in primary, secondary and tertiary education	17	Gender parity index of the gross enrolment ratios in primary education	36	Australia	AUS	133.0	-27.0	Australia and New Zealand	2011	_T	Both sexes or no breakdown by sex	ISCED11_1	Primary education	1.0	RO	Ratio	C	Country data	G	Global	Data extracted via UNESCO API on: 2018-07-31T16:26:17	2017
24	24	Gender parity index of the gross enrolment ratios in primary, secondary and tertiary education	17	Gender parity index of the gross enrolment ratios in primary education	36	Australia	AUS	133.0	-27.0	Australia and New Zealand	2012	_T	Both sexes or no breakdown by sex	ISCED11_1	Primary education	1.0	RO	Ratio	C	Country data	G	Global	Data extracted via UNESCO API on: 2018-07-31T16:26:17	2017
24	24	Gender parity index of the gross enrolment ratios in primary, secondary and tertiary education	17	Gender parity index of the gross enrolment ratios in primary education	36	Australia	AUS	133.0	-27.0	Australia and New Zealand	2013	_T	Both sexes or no breakdown by sex	ISCED11_1	Primary education	1.0	RO	Ratio	C	Country data	G	Global	Data extracted via UNESCO API on: 2018-07-31T16:26:17	2017
24	24	Gender parity index of the gross enrolment ratios in primary, secondary and tertiary education	17	Gender parity index of the gross enrolment ratios in primary education	36	Australia	AUS	133.0	-27.0	Australia and New Zealand	2014	_T	Both sexes or no breakdown by sex	ISCED11_1	Primary education	1.0	RO	Ratio	C	Country data	G	Global	Data extracted via UNESCO API on: 2018-07-31T16:26:17	2017
24	24	Gender parity index of the gross enrolment ratios in primary, secondary and tertiary education	17	Gender parity index of the gross enrolment ratios in primary education	36	Australia	AUS	133.0	-27.0	Australia and New Zealand	2015	_T	Both sexes or no breakdown by sex	ISCED11_1	Primary education	1.0	RO	Ratio	C	Country data	G	Global	Data extracted via UNESCO API on: 2018-07-31T16:26:17	2017
24	24	Gender parity index of the gross enrolment ratios in primary, secondary and tertiary education	17	Gender parity index of the gross enrolment ratios in primary education	36	Australia	AUS	133.0	-27.0	Australia and New Zealand	2016	_T	Both sexes or no breakdown by sex	ISCED11_1	Primary education	1.0	RO	Ratio	C	Country data	G	Global	Data extracted via UNESCO API on: 2018-07-31T16:26:18	2017
24	24	Gender parity index of the gross enrolment ratios in primary, secondary and tertiary education	17	Gender parity index of the gross enrolment ratios in primary education	554	New Zealand	NZL	174.0	-41.0	Australia and New Zealand	1970	_T	Both sexes or no breakdown by sex	ISCED11_1	Primary education	0.98	RO	Ratio	C	Country data	G	Global	Data extracted via UNESCO API on: 2018-07-31T16:26:12	2017
24	24	Gender parity index of the gross enrolment ratios in primary, secondary and tertiary education	17	Gender parity index of the gross enrolment ratios in primary education	554	New Zealand	NZL	174.0	-41.0	Australia and New Zealand	1971	_T	Both sexes or no breakdown by sex	ISCED11_1	Primary education	0.98	RO	Ratio	C	Country data	G	Global	Data extracted via UNESCO API on: 2018-07-31T16:26:12	2017
24	24	Gender parity index of the gross enrolment ratios in primary, secondary and tertiary education	17	Gender parity index of the gross enrolment ratios in primary education	554	New Zealand	NZL	174.0	-41.0	Australia and New Zealand	1972	_T	Both sexes or no breakdown by sex	ISCED11_1	Primary education	0.99	RO	Ratio	C	Country data	G	Global	Data extracted via UNESCO API on: 2018-07-31T16:26:12	2017
24	24	Gender parity index of the gross enrolment ratios in primary, secondary and tertiary education	17	Gender parity index of the gross enrolment ratios in primary education	554	New Zealand	NZL	174.0	-41.0	Australia and New Zealand	1973	_T	Both sexes or no breakdown by sex	ISCED11_1	Primary education	0.98	RO	Ratio	C	Country data	G	Global	Data extracted via UNESCO API on: 2018-07-31T16:26:12	2017
24	24	Gender parity index of the gross enrolment ratios in primary, secondary and tertiary education	17	Gender parity index of the gross enrolment ratios in primary education	554	New Zealand	NZL	174.0	-41.0	Australia and New Zealand	1974	_T	Both sexes or no breakdown by sex	ISCED11_1	Primary education	0.98	RO	Ratio	C	Country data	G	Global	Data extracted via UNESCO API on: 2018-07-31T16:26:12	2017
24	24	Gender parity index of the gross enrolment ratios in primary, secondary and tertiary education	17	Gender parity index of the gross enrolment ratios in primary education	554	New Zealand	NZL	174.0	-41.0	Australia and New Zealand	1975	_T	Both sexes or no breakdown by sex	ISCED11_1	Primary education	0.98	RO	Ratio	C	Country data	G	Global	Data extracted via UNESCO API on: 2018-07-31T16:26:12	2017
24	24	Gender parity index of the gross enrolment ratios in primary, secondary and tertiary education	17	Gender parity index of the gross enrolment ratios in primary education	554	New Zealand	NZL	174.0	-41.0	Australia and New Zealand	1976	_T	Both sexes or no breakdown by sex	ISCED11_1	Primary education	0.98	RO	Ratio	C	Country data	G	Global	Data extracted via UNESCO API on: 2018-07-31T16:26:13	2017
24	24	Gender parity index of the gross enrolment ratios in primary, secondary and tertiary education	17	Gender parity index of the gross enrolment ratios in primary education	554	New Zealand	NZL	174.0	-41.0	Australia and New Zealand	1977	_T	Both sexes or no breakdown by sex	ISCED11_1	Primary education	0.98	RO	Ratio	C	Country data	G	Global	Data extracted via UNESCO API on: 2018-07-31T16:26:13	2017
24	24	Gender parity index of the gross enrolment ratios in primary, secondary and tertiary education	17	Gender parity index of the gross enrolment ratios in primary education	554	New Zealand	NZL	174.0	-41.0	Australia and New Zealand	1978	_T	Both sexes or no breakdown by sex	ISCED11_1	Primary education	0.98	RO	Ratio	C	Country data	G	Global	Data extracted via UNESCO API on: 2018-07-31T16:26:13	2017
24	24	Gender parity index of the gross enrolment ratios in primary, secondary and tertiary education	17	Gender parity index of the gross enrolment ratios in primary education	554	New Zealand	NZL	174.0	-41.0	Australia and New Zealand	1979	_T	Both sexes or no breakdown by sex	ISCED11_1	Primary education	0.98	RO	Ratio	C	Country data	G	Global	Data extracted via UNESCO API on: 2018-07-31T16:26:13	2017
24	24	Gender parity index of the gross enrolment ratios in primary, secondary and tertiary education	17	Gender parity index of the gross enrolment ratios in primary education	554	New Zealand	NZL	174.0	-41.0	Australia and New Zealand	1980	_T	Both sexes or no breakdown by sex	ISCED11_1	Primary education	0.98	RO	Ratio	C	Country data	G	Global	Data extracted via UNESCO API on: 2018-07-31T16:26:14	2017
24	24	Gender parity index of the gross enrolment ratios in primary, secondary and tertiary education	17	Gender parity index of the gross enrolment ratios in primary education	554	New Zealand	NZL	174.0	-41.0	Australia and New Zealand	1981	_T	Both sexes or no breakdown by sex	ISCED11_1	Primary education	0.98	RO	Ratio	C	Country data	G	Global	Data extracted via UNESCO API on: 2018-07-31T16:26:14	2017
24	24	Gender parity index of the gross enrolment ratios in primary, secondary and tertiary education	17	Gender parity index of the gross enrolment ratios in primary education	554	New Zealand	NZL	174.0	-41.0	Australia and New Zealand	1982	_T	Both sexes or no breakdown by sex	ISCED11_1	Primary education	0.97	RO	Ratio	C	Country data	G	Global	Data extracted via UNESCO API on: 2018-07-31T16:26:14	2017
24	24	Gender parity index of the gross enrolment ratios in primary, secondary and tertiary education	17	Gender parity index of the gross enrolment ratios in primary education	554	New Zealand	NZL	174.0	-41.0	Australia and New Zealand	1983	_T	Both sexes or no breakdown by sex	ISCED11_1	Primary education	0.97	RO	Ratio	C	Country data	G	Global	Data extracted via UNESCO API on: 2018-07-31T16:26:14	2017
24	24	Gender parity index of the gross enrolment ratios in primary, secondary and tertiary education	17	Gender parity index of the gross enrolment ratios in primary education	554	New Zealand	NZL	174.0	-41.0	Australia and New Zealand	1984	_T	Both sexes or no breakdown by sex	ISCED11_1	Primary education	0.98	RO	Ratio	C	Country data	G	Global	Data extracted via UNESCO API on: 2018-07-31T16:26:14	2017
24	24	Gender parity index of the gross enrolment ratios in primary, secondary and tertiary education	17	Gender parity index of the gross enrolment ratios in primary education	554	New Zealand	NZL	174.0	-41.0	Australia and New Zealand	1985	_T	Both sexes or no breakdown by sex	ISCED11_1	Primary education	0.98	RO	Ratio	C	Country data	G	Global	Data extracted via UNESCO API on: 2018-07-31T16:26:14	2017
24	24	Gender parity index of the gross enrolment ratios in primary, secondary and tertiary education	17	Gender parity index of the gross enrolment ratios in primary education	554	New Zealand	NZL	174.0	-41.0	Australia and New Zealand	1986	_T	Both sexes or no breakdown by sex	ISCED11_1	Primary education	0.99	RO	Ratio	C	Country data	G	Global	Data extracted via UNESCO API on: 2018-07-31T16:26:14	2017
24	24	Gender parity index of the gross enrolment ratios in primary, secondary and tertiary education	17	Gender parity index of the gross enrolment ratios in primary education	554	New Zealand	NZL	174.0	-41.0	Australia and New Zealand	1987	_T	Both sexes or no breakdown by sex	ISCED11_1	Primary education	0.99	RO	Ratio	C	Country data	G	Global	Data extracted via UNESCO API on: 2018-07-31T16:26:14	2017
24	24	Gender parity index of the gross enrolment ratios in primary, secondary and tertiary education	17	Gender parity index of the gross enrolment ratios in primary education	554	New Zealand	NZL	174.0	-41.0	Australia and New Zealand	1988	_T	Both sexes or no breakdown by sex	ISCED11_1	Primary education	0.99	RO	Ratio	C	Country data	G	Global	Data extracted via UNESCO API on: 2018-07-31T16:26:15	2017
24	24	Gender parity index of the gross enrolment ratios in primary, secondary and tertiary education	17	Gender parity index of the gross enrolment ratios in primary education	554	New Zealand	NZL	174.0	-41.0	Australia and New Zealand	1989	_T	Both sexes or no breakdown by sex	ISCED11_1	Primary education	0.99	RO	Ratio	C	Country data	G	Global	Data extracted via UNESCO API on: 2018-07-31T16:26:15	2017
24	24	Gender parity index of the gross enrolment ratios in primary, secondary and tertiary education	17	Gender parity index of the gross enrolment ratios in primary education	554	New Zealand	NZL	174.0	-41.0	Australia and New Zealand	1990	_T	Both sexes or no breakdown by sex	ISCED11_1	Primary education	0.98	RO	Ratio	C	Country data	G	Global	Data extracted via UNESCO API on: 2018-07-31T16:26:15	2017
24	24	Gender parity index of the gross enrolment ratios in primary, secondary and tertiary education	17	Gender parity index of the gross enrolment ratios in primary education	554	New Zealand	NZL	174.0	-41.0	Australia and New Zealand	1991	_T	Both sexes or no breakdown by sex	ISCED11_1	Primary education	0.99	RO	Ratio	C	Country data	G	Global	Data extracted via UNESCO API on: 2018-07-31T16:26:15	2017
24	24	Gender parity index of the gross enrolment ratios in primary, secondary and tertiary education	17	Gender parity index of the gross enrolment ratios in primary education	554	New Zealand	NZL	174.0	-41.0	Australia and New Zealand	1992	_T	Both sexes or no breakdown by sex	ISCED11_1	Primary education	0.99	RO	Ratio	C	Country data	G	Global	Data extracted via UNESCO API on: 2018-07-31T16:26:15	2017
24	24	Gender parity index of the gross enrolment ratios in primary, secondary and tertiary education	17	Gender parity index of the gross enrolment ratios in primary education	554	New Zealand	NZL	174.0	-41.0	Australia and New Zealand	1993	_T	Both sexes or no breakdown by sex	ISCED11_1	Primary education	0.99	RO	Ratio	C	Country data	G	Global	Data extracted via UNESCO API on: 2018-07-31T16:26:15	2017
24	24	Gender parity index of the gross enrolment ratios in primary, secondary and tertiary education	17	Gender parity index of the gross enrolment ratios in primary education	554	New Zealand	NZL	174.0	-41.0	Australia and New Zealand	1994	_T	Both sexes or no breakdown by sex	ISCED11_1	Primary education	1.0	RO	Ratio	C	Country data	G	Global	Data extracted via UNESCO API on: 2018-07-31T16:26:15	2017
24	24	Gender parity index of the gross enrolment ratios in primary, secondary and tertiary education	17	Gender parity index of the gross enrolment ratios in primary education	554	New Zealand	NZL	174.0	-41.0	Australia and New Zealand	1995	_T	Both sexes or no breakdown by sex	ISCED11_1	Primary education	1.0	RO	Ratio	C	Country data	G	Global	Data extracted via UNESCO API on: 2018-07-31T16:26:15	2017
24	24	Gender parity index of the gross enrolment ratios in primary, secondary and tertiary education	17	Gender parity index of the gross enrolment ratios in primary education	554	New Zealand	NZL	174.0	-41.0	Australia and New Zealand	1996	_T	Both sexes or no breakdown by sex	ISCED11_1	Primary education	1.0	RO	Ratio	C	Country data	G	Global	Data extracted via UNESCO API on: 2018-07-31T16:26:16	2017
24	24	Gender parity index of the gross enrolment ratios in primary, secondary and tertiary education	17	Gender parity index of the gross enrolment ratios in primary education	554	New Zealand	NZL	174.0	-41.0	Australia and New Zealand	1997	_T	Both sexes or no breakdown by sex	ISCED11_1	Primary education	0.99	RO	Ratio	C	Country data	G	Global	Data extracted via UNESCO API on: 2018-07-31T16:26:16	2017
24	24	Gender parity index of the gross enrolment ratios in primary, secondary and tertiary education	17	Gender parity index of the gross enrolment ratios in primary education	554	New Zealand	NZL	174.0	-41.0	Australia and New Zealand	1998	_T	Both sexes or no breakdown by sex	ISCED11_1	Primary education	1.0	RO	Ratio	C	Country data	G	Global	Data extracted via UNESCO API on: 2018-07-31T16:26:16	2017
24	24	Gender parity index of the gross enrolment ratios in primary, secondary and tertiary education	17	Gender parity index of the gross enrolment ratios in primary education	554	New Zealand	NZL	174.0	-41.0	Australia and New Zealand	1999	_T	Both sexes or no breakdown by sex	ISCED11_1	Primary education	1.0	RO	Ratio	C	Country data	G	Global	Data extracted via UNESCO API on: 2018-07-31T16:26:16	2017
