INDICATOR_LABEL	INDICATOR_ID	INDICATOR_DESC	MINSET_SERIES	MINSET_SERIES_DESC	REF_AREA	REF_AREA_DESC	ISO3	X	Y	SDG_REGION	TIME_PERIOD	SEX	SEX_DESC	OBS_VALUE	UNIT_MEASURE	UNIT_MEASURE_DESC	LOWER_BOUND	UPPER_BOUND	NATURE	NATURE_DESC	REPORTING_TYPE	REPORTING_TYPE_DESC	COMMENT_OBS	SOURCE_YEAR	TSK_sub_dims	TSK_sub_id	TSK_sub_desc	isLatestValue
III.3	75250979	Maternal mortality ratio	75250979	Maternal mortality ratio	434	Libya	LBY	17.0	25.0	Northern Africa and Western Asia	1999	F	Female	18	PER_100000_LIVE_BIRTHS	Per 100,000 live births	12	29	E	Estimated	G	Global	The uncertainty intervals (UI) computed for all the estimates refer to the 80% uncertainty intervals (10th and 90th percentiles of the posterior distributions). This was chosen as opposed to the more standard 95% intervals because of the substantial uncertainty inherent in maternal mortality outcomes. MMR estimates have been rounded according to the following scheme: < 100 rounded to nearest 1; 100–999 rounded to nearest 1; and = 1000 rounded to nearest 10.	2015	SEX	F	Female	False
III.3	75250979	Maternal mortality ratio	75250979	Maternal mortality ratio	434	Libya	LBY	17.0	25.0	Northern Africa and Western Asia	2000	F	Female	17	PER_100000_LIVE_BIRTHS	Per 100,000 live births	11	27	E	Estimated	G	Global	The uncertainty intervals (UI) computed for all the estimates refer to the 80% uncertainty intervals (10th and 90th percentiles of the posterior distributions). This was chosen as opposed to the more standard 95% intervals because of the substantial uncertainty inherent in maternal mortality outcomes. MMR estimates have been rounded according to the following scheme: < 100 rounded to nearest 1; 100–999 rounded to nearest 1; and = 1000 rounded to nearest 10.	2015	SEX	F	Female	False
III.3	75250979	Maternal mortality ratio	75250979	Maternal mortality ratio	434	Libya	LBY	17.0	25.0	Northern Africa and Western Asia	2001	F	Female	16	PER_100000_LIVE_BIRTHS	Per 100,000 live births	10	24	E	Estimated	G	Global	The uncertainty intervals (UI) computed for all the estimates refer to the 80% uncertainty intervals (10th and 90th percentiles of the posterior distributions). This was chosen as opposed to the more standard 95% intervals because of the substantial uncertainty inherent in maternal mortality outcomes. MMR estimates have been rounded according to the following scheme: < 100 rounded to nearest 1; 100–999 rounded to nearest 1; and = 1000 rounded to nearest 10.	2015	SEX	F	Female	False
III.3	75250979	Maternal mortality ratio	75250979	Maternal mortality ratio	434	Libya	LBY	17.0	25.0	Northern Africa and Western Asia	2002	F	Female	14	PER_100000_LIVE_BIRTHS	Per 100,000 live births	9	22	E	Estimated	G	Global	The uncertainty intervals (UI) computed for all the estimates refer to the 80% uncertainty intervals (10th and 90th percentiles of the posterior distributions). This was chosen as opposed to the more standard 95% intervals because of the substantial uncertainty inherent in maternal mortality outcomes. MMR estimates have been rounded according to the following scheme: < 100 rounded to nearest 1; 100–999 rounded to nearest 1; and = 1000 rounded to nearest 10.	2015	SEX	F	Female	False
III.3	75250979	Maternal mortality ratio	75250979	Maternal mortality ratio	434	Libya	LBY	17.0	25.0	Northern Africa and Western Asia	2003	F	Female	13	PER_100000_LIVE_BIRTHS	Per 100,000 live births	9	20	E	Estimated	G	Global	The uncertainty intervals (UI) computed for all the estimates refer to the 80% uncertainty intervals (10th and 90th percentiles of the posterior distributions). This was chosen as opposed to the more standard 95% intervals because of the substantial uncertainty inherent in maternal mortality outcomes. MMR estimates have been rounded according to the following scheme: < 100 rounded to nearest 1; 100–999 rounded to nearest 1; and = 1000 rounded to nearest 10.	2015	SEX	F	Female	False
III.3	75250979	Maternal mortality ratio	75250979	Maternal mortality ratio	434	Libya	LBY	17.0	25.0	Northern Africa and Western Asia	2004	F	Female	12	PER_100000_LIVE_BIRTHS	Per 100,000 live births	8	18	E	Estimated	G	Global	The uncertainty intervals (UI) computed for all the estimates refer to the 80% uncertainty intervals (10th and 90th percentiles of the posterior distributions). This was chosen as opposed to the more standard 95% intervals because of the substantial uncertainty inherent in maternal mortality outcomes. MMR estimates have been rounded according to the following scheme: < 100 rounded to nearest 1; 100–999 rounded to nearest 1; and = 1000 rounded to nearest 10.	2015	SEX	F	Female	False
III.3	75250979	Maternal mortality ratio	75250979	Maternal mortality ratio	434	Libya	LBY	17.0	25.0	Northern Africa and Western Asia	2005	F	Female	11	PER_100000_LIVE_BIRTHS	Per 100,000 live births	7	16	E	Estimated	G	Global	The uncertainty intervals (UI) computed for all the estimates refer to the 80% uncertainty intervals (10th and 90th percentiles of the posterior distributions). This was chosen as opposed to the more standard 95% intervals because of the substantial uncertainty inherent in maternal mortality outcomes. MMR estimates have been rounded according to the following scheme: < 100 rounded to nearest 1; 100–999 rounded to nearest 1; and = 1000 rounded to nearest 10.	2015	SEX	F	Female	False
III.3	75250979	Maternal mortality ratio	75250979	Maternal mortality ratio	434	Libya	LBY	17.0	25.0	Northern Africa and Western Asia	2006	F	Female	10	PER_100000_LIVE_BIRTHS	Per 100,000 live births	7	15	E	Estimated	G	Global	The uncertainty intervals (UI) computed for all the estimates refer to the 80% uncertainty intervals (10th and 90th percentiles of the posterior distributions). This was chosen as opposed to the more standard 95% intervals because of the substantial uncertainty inherent in maternal mortality outcomes. MMR estimates have been rounded according to the following scheme: < 100 rounded to nearest 1; 100–999 rounded to nearest 1; and = 1000 rounded to nearest 10.	2015	SEX	F	Female	False
III.3	75250979	Maternal mortality ratio	75250979	Maternal mortality ratio	434	Libya	LBY	17.0	25.0	Northern Africa and Western Asia	2007	F	Female	9	PER_100000_LIVE_BIRTHS	Per 100,000 live births	7	13	E	Estimated	G	Global	The uncertainty intervals (UI) computed for all the estimates refer to the 80% uncertainty intervals (10th and 90th percentiles of the posterior distributions). This was chosen as opposed to the more standard 95% intervals because of the substantial uncertainty inherent in maternal mortality outcomes. MMR estimates have been rounded according to the following scheme: < 100 rounded to nearest 1; 100–999 rounded to nearest 1; and = 1000 rounded to nearest 10.	2015	SEX	F	Female	False
III.3	75250979	Maternal mortality ratio	75250979	Maternal mortality ratio	434	Libya	LBY	17.0	25.0	Northern Africa and Western Asia	2008	F	Female	9	PER_100000_LIVE_BIRTHS	Per 100,000 live births	6	13	E	Estimated	G	Global	The uncertainty intervals (UI) computed for all the estimates refer to the 80% uncertainty intervals (10th and 90th percentiles of the posterior distributions). This was chosen as opposed to the more standard 95% intervals because of the substantial uncertainty inherent in maternal mortality outcomes. MMR estimates have been rounded according to the following scheme: < 100 rounded to nearest 1; 100–999 rounded to nearest 1; and = 1000 rounded to nearest 10.	2015	SEX	F	Female	False
III.3	75250979	Maternal mortality ratio	75250979	Maternal mortality ratio	434	Libya	LBY	17.0	25.0	Northern Africa and Western Asia	2009	F	Female	9	PER_100000_LIVE_BIRTHS	Per 100,000 live births	6	12	E	Estimated	G	Global	The uncertainty intervals (UI) computed for all the estimates refer to the 80% uncertainty intervals (10th and 90th percentiles of the posterior distributions). This was chosen as opposed to the more standard 95% intervals because of the substantial uncertainty inherent in maternal mortality outcomes. MMR estimates have been rounded according to the following scheme: < 100 rounded to nearest 1; 100–999 rounded to nearest 1; and = 1000 rounded to nearest 10.	2015	SEX	F	Female	False
III.3	75250979	Maternal mortality ratio	75250979	Maternal mortality ratio	434	Libya	LBY	17.0	25.0	Northern Africa and Western Asia	2010	F	Female	9	PER_100000_LIVE_BIRTHS	Per 100,000 live births	6	12	E	Estimated	G	Global	The uncertainty intervals (UI) computed for all the estimates refer to the 80% uncertainty intervals (10th and 90th percentiles of the posterior distributions). This was chosen as opposed to the more standard 95% intervals because of the substantial uncertainty inherent in maternal mortality outcomes. MMR estimates have been rounded according to the following scheme: < 100 rounded to nearest 1; 100–999 rounded to nearest 1; and = 1000 rounded to nearest 10.	2015	SEX	F	Female	False
III.3	75250979	Maternal mortality ratio	75250979	Maternal mortality ratio	434	Libya	LBY	17.0	25.0	Northern Africa and Western Asia	2011	F	Female	9	PER_100000_LIVE_BIRTHS	Per 100,000 live births	6	13	E	Estimated	G	Global	The uncertainty intervals (UI) computed for all the estimates refer to the 80% uncertainty intervals (10th and 90th percentiles of the posterior distributions). This was chosen as opposed to the more standard 95% intervals because of the substantial uncertainty inherent in maternal mortality outcomes. MMR estimates have been rounded according to the following scheme: < 100 rounded to nearest 1; 100–999 rounded to nearest 1; and = 1000 rounded to nearest 10.	2015	SEX	F	Female	False
III.3	75250979	Maternal mortality ratio	75250979	Maternal mortality ratio	434	Libya	LBY	17.0	25.0	Northern Africa and Western Asia	2012	F	Female	9	PER_100000_LIVE_BIRTHS	Per 100,000 live births	6	13	E	Estimated	G	Global	The uncertainty intervals (UI) computed for all the estimates refer to the 80% uncertainty intervals (10th and 90th percentiles of the posterior distributions). This was chosen as opposed to the more standard 95% intervals because of the substantial uncertainty inherent in maternal mortality outcomes. MMR estimates have been rounded according to the following scheme: < 100 rounded to nearest 1; 100–999 rounded to nearest 1; and = 1000 rounded to nearest 10.	2015	SEX	F	Female	False
III.3	75250979	Maternal mortality ratio	75250979	Maternal mortality ratio	434	Libya	LBY	17.0	25.0	Northern Africa and Western Asia	2013	F	Female	9	PER_100000_LIVE_BIRTHS	Per 100,000 live births	6	14	E	Estimated	G	Global	The uncertainty intervals (UI) computed for all the estimates refer to the 80% uncertainty intervals (10th and 90th percentiles of the posterior distributions). This was chosen as opposed to the more standard 95% intervals because of the substantial uncertainty inherent in maternal mortality outcomes. MMR estimates have been rounded according to the following scheme: < 100 rounded to nearest 1; 100–999 rounded to nearest 1; and = 1000 rounded to nearest 10.	2015	SEX	F	Female	False
III.3	75250979	Maternal mortality ratio	75250979	Maternal mortality ratio	434	Libya	LBY	17.0	25.0	Northern Africa and Western Asia	2014	F	Female	9	PER_100000_LIVE_BIRTHS	Per 100,000 live births	6	14	E	Estimated	G	Global	The uncertainty intervals (UI) computed for all the estimates refer to the 80% uncertainty intervals (10th and 90th percentiles of the posterior distributions). This was chosen as opposed to the more standard 95% intervals because of the substantial uncertainty inherent in maternal mortality outcomes. MMR estimates have been rounded according to the following scheme: < 100 rounded to nearest 1; 100–999 rounded to nearest 1; and = 1000 rounded to nearest 10.	2015	SEX	F	Female	False
III.3	75250979	Maternal mortality ratio	75250979	Maternal mortality ratio	440	Lithuania	LTU	24.0	56.0	Europe and Northern America	1990	F	Female	29	PER_100000_LIVE_BIRTHS	Per 100,000 live births	24	34	E	Estimated	G	Global	The uncertainty intervals (UI) computed for all the estimates refer to the 80% uncertainty intervals (10th and 90th percentiles of the posterior distributions). This was chosen as opposed to the more standard 95% intervals because of the substantial uncertainty inherent in maternal mortality outcomes. MMR estimates have been rounded according to the following scheme: < 100 rounded to nearest 1; 100–999 rounded to nearest 1; and = 1000 rounded to nearest 10.	2015	SEX	F	Female	False
III.3	75250979	Maternal mortality ratio	75250979	Maternal mortality ratio	440	Lithuania	LTU	24.0	56.0	Europe and Northern America	1991	F	Female	29	PER_100000_LIVE_BIRTHS	Per 100,000 live births	24	34	E	Estimated	G	Global	The uncertainty intervals (UI) computed for all the estimates refer to the 80% uncertainty intervals (10th and 90th percentiles of the posterior distributions). This was chosen as opposed to the more standard 95% intervals because of the substantial uncertainty inherent in maternal mortality outcomes. MMR estimates have been rounded according to the following scheme: < 100 rounded to nearest 1; 100–999 rounded to nearest 1; and = 1000 rounded to nearest 10.	2015	SEX	F	Female	False
III.3	75250979	Maternal mortality ratio	75250979	Maternal mortality ratio	440	Lithuania	LTU	24.0	56.0	Europe and Northern America	1992	F	Female	28	PER_100000_LIVE_BIRTHS	Per 100,000 live births	24	33	E	Estimated	G	Global	The uncertainty intervals (UI) computed for all the estimates refer to the 80% uncertainty intervals (10th and 90th percentiles of the posterior distributions). This was chosen as opposed to the more standard 95% intervals because of the substantial uncertainty inherent in maternal mortality outcomes. MMR estimates have been rounded according to the following scheme: < 100 rounded to nearest 1; 100–999 rounded to nearest 1; and = 1000 rounded to nearest 10.	2015	SEX	F	Female	False
III.3	75250979	Maternal mortality ratio	75250979	Maternal mortality ratio	440	Lithuania	LTU	24.0	56.0	Europe and Northern America	1993	F	Female	29	PER_100000_LIVE_BIRTHS	Per 100,000 live births	24	34	E	Estimated	G	Global	The uncertainty intervals (UI) computed for all the estimates refer to the 80% uncertainty intervals (10th and 90th percentiles of the posterior distributions). This was chosen as opposed to the more standard 95% intervals because of the substantial uncertainty inherent in maternal mortality outcomes. MMR estimates have been rounded according to the following scheme: < 100 rounded to nearest 1; 100–999 rounded to nearest 1; and = 1000 rounded to nearest 10.	2015	SEX	F	Female	False
III.3	75250979	Maternal mortality ratio	75250979	Maternal mortality ratio	440	Lithuania	LTU	24.0	56.0	Europe and Northern America	1994	F	Female	31	PER_100000_LIVE_BIRTHS	Per 100,000 live births	26	37	E	Estimated	G	Global	The uncertainty intervals (UI) computed for all the estimates refer to the 80% uncertainty intervals (10th and 90th percentiles of the posterior distributions). This was chosen as opposed to the more standard 95% intervals because of the substantial uncertainty inherent in maternal mortality outcomes. MMR estimates have been rounded according to the following scheme: < 100 rounded to nearest 1; 100–999 rounded to nearest 1; and = 1000 rounded to nearest 10.	2015	SEX	F	Female	False
III.3	75250979	Maternal mortality ratio	75250979	Maternal mortality ratio	440	Lithuania	LTU	24.0	56.0	Europe and Northern America	1995	F	Female	28	PER_100000_LIVE_BIRTHS	Per 100,000 live births	24	34	E	Estimated	G	Global	The uncertainty intervals (UI) computed for all the estimates refer to the 80% uncertainty intervals (10th and 90th percentiles of the posterior distributions). This was chosen as opposed to the more standard 95% intervals because of the substantial uncertainty inherent in maternal mortality outcomes. MMR estimates have been rounded according to the following scheme: < 100 rounded to nearest 1; 100–999 rounded to nearest 1; and = 1000 rounded to nearest 10.	2015	SEX	F	Female	False
III.3	75250979	Maternal mortality ratio	75250979	Maternal mortality ratio	440	Lithuania	LTU	24.0	56.0	Europe and Northern America	1996	F	Female	26	PER_100000_LIVE_BIRTHS	Per 100,000 live births	21	30	E	Estimated	G	Global	The uncertainty intervals (UI) computed for all the estimates refer to the 80% uncertainty intervals (10th and 90th percentiles of the posterior distributions). This was chosen as opposed to the more standard 95% intervals because of the substantial uncertainty inherent in maternal mortality outcomes. MMR estimates have been rounded according to the following scheme: < 100 rounded to nearest 1; 100–999 rounded to nearest 1; and = 1000 rounded to nearest 10.	2015	SEX	F	Female	False
III.3	75250979	Maternal mortality ratio	75250979	Maternal mortality ratio	440	Lithuania	LTU	24.0	56.0	Europe and Northern America	1997	F	Female	21	PER_100000_LIVE_BIRTHS	Per 100,000 live births	17	25	E	Estimated	G	Global	The uncertainty intervals (UI) computed for all the estimates refer to the 80% uncertainty intervals (10th and 90th percentiles of the posterior distributions). This was chosen as opposed to the more standard 95% intervals because of the substantial uncertainty inherent in maternal mortality outcomes. MMR estimates have been rounded according to the following scheme: < 100 rounded to nearest 1; 100–999 rounded to nearest 1; and = 1000 rounded to nearest 10.	2015	SEX	F	Female	False
III.3	75250979	Maternal mortality ratio	75250979	Maternal mortality ratio	440	Lithuania	LTU	24.0	56.0	Europe and Northern America	1998	F	Female	20	PER_100000_LIVE_BIRTHS	Per 100,000 live births	16	23	E	Estimated	G	Global	The uncertainty intervals (UI) computed for all the estimates refer to the 80% uncertainty intervals (10th and 90th percentiles of the posterior distributions). This was chosen as opposed to the more standard 95% intervals because of the substantial uncertainty inherent in maternal mortality outcomes. MMR estimates have been rounded according to the following scheme: < 100 rounded to nearest 1; 100–999 rounded to nearest 1; and = 1000 rounded to nearest 10.	2015	SEX	F	Female	False
III.3	75250979	Maternal mortality ratio	75250979	Maternal mortality ratio	440	Lithuania	LTU	24.0	56.0	Europe and Northern America	1999	F	Female	18	PER_100000_LIVE_BIRTHS	Per 100,000 live births	15	22	E	Estimated	G	Global	The uncertainty intervals (UI) computed for all the estimates refer to the 80% uncertainty intervals (10th and 90th percentiles of the posterior distributions). This was chosen as opposed to the more standard 95% intervals because of the substantial uncertainty inherent in maternal mortality outcomes. MMR estimates have been rounded according to the following scheme: < 100 rounded to nearest 1; 100–999 rounded to nearest 1; and = 1000 rounded to nearest 10.	2015	SEX	F	Female	False
III.3	75250979	Maternal mortality ratio	75250979	Maternal mortality ratio	440	Lithuania	LTU	24.0	56.0	Europe and Northern America	2000	F	Female	16	PER_100000_LIVE_BIRTHS	Per 100,000 live births	14	20	E	Estimated	G	Global	The uncertainty intervals (UI) computed for all the estimates refer to the 80% uncertainty intervals (10th and 90th percentiles of the posterior distributions). This was chosen as opposed to the more standard 95% intervals because of the substantial uncertainty inherent in maternal mortality outcomes. MMR estimates have been rounded according to the following scheme: < 100 rounded to nearest 1; 100–999 rounded to nearest 1; and = 1000 rounded to nearest 10.	2015	SEX	F	Female	False
III.3	75250979	Maternal mortality ratio	75250979	Maternal mortality ratio	440	Lithuania	LTU	24.0	56.0	Europe and Northern America	2001	F	Female	16	PER_100000_LIVE_BIRTHS	Per 100,000 live births	14	20	E	Estimated	G	Global	The uncertainty intervals (UI) computed for all the estimates refer to the 80% uncertainty intervals (10th and 90th percentiles of the posterior distributions). This was chosen as opposed to the more standard 95% intervals because of the substantial uncertainty inherent in maternal mortality outcomes. MMR estimates have been rounded according to the following scheme: < 100 rounded to nearest 1; 100–999 rounded to nearest 1; and = 1000 rounded to nearest 10.	2015	SEX	F	Female	False
III.3	75250979	Maternal mortality ratio	75250979	Maternal mortality ratio	440	Lithuania	LTU	24.0	56.0	Europe and Northern America	2002	F	Female	14	PER_100000_LIVE_BIRTHS	Per 100,000 live births	12	17	E	Estimated	G	Global	The uncertainty intervals (UI) computed for all the estimates refer to the 80% uncertainty intervals (10th and 90th percentiles of the posterior distributions). This was chosen as opposed to the more standard 95% intervals because of the substantial uncertainty inherent in maternal mortality outcomes. MMR estimates have been rounded according to the following scheme: < 100 rounded to nearest 1; 100–999 rounded to nearest 1; and = 1000 rounded to nearest 10.	2015	SEX	F	Female	False
III.3	75250979	Maternal mortality ratio	75250979	Maternal mortality ratio	440	Lithuania	LTU	24.0	56.0	Europe and Northern America	2003	F	Female	14	PER_100000_LIVE_BIRTHS	Per 100,000 live births	12	17	E	Estimated	G	Global	The uncertainty intervals (UI) computed for all the estimates refer to the 80% uncertainty intervals (10th and 90th percentiles of the posterior distributions). This was chosen as opposed to the more standard 95% intervals because of the substantial uncertainty inherent in maternal mortality outcomes. MMR estimates have been rounded according to the following scheme: < 100 rounded to nearest 1; 100–999 rounded to nearest 1; and = 1000 rounded to nearest 10.	2015	SEX	F	Female	False
III.3	75250979	Maternal mortality ratio	75250979	Maternal mortality ratio	440	Lithuania	LTU	24.0	56.0	Europe and Northern America	2004	F	Female	12	PER_100000_LIVE_BIRTHS	Per 100,000 live births	10	15	E	Estimated	G	Global	The uncertainty intervals (UI) computed for all the estimates refer to the 80% uncertainty intervals (10th and 90th percentiles of the posterior distributions). This was chosen as opposed to the more standard 95% intervals because of the substantial uncertainty inherent in maternal mortality outcomes. MMR estimates have been rounded according to the following scheme: < 100 rounded to nearest 1; 100–999 rounded to nearest 1; and = 1000 rounded to nearest 10.	2015	SEX	F	Female	False
III.3	75250979	Maternal mortality ratio	75250979	Maternal mortality ratio	440	Lithuania	LTU	24.0	56.0	Europe and Northern America	2005	F	Female	12	PER_100000_LIVE_BIRTHS	Per 100,000 live births	10	15	E	Estimated	G	Global	The uncertainty intervals (UI) computed for all the estimates refer to the 80% uncertainty intervals (10th and 90th percentiles of the posterior distributions). This was chosen as opposed to the more standard 95% intervals because of the substantial uncertainty inherent in maternal mortality outcomes. MMR estimates have been rounded according to the following scheme: < 100 rounded to nearest 1; 100–999 rounded to nearest 1; and = 1000 rounded to nearest 10.	2015	SEX	F	Female	False
III.3	75250979	Maternal mortality ratio	75250979	Maternal mortality ratio	440	Lithuania	LTU	24.0	56.0	Europe and Northern America	2006	F	Female	13	PER_100000_LIVE_BIRTHS	Per 100,000 live births	10	16	E	Estimated	G	Global	The uncertainty intervals (UI) computed for all the estimates refer to the 80% uncertainty intervals (10th and 90th percentiles of the posterior distributions). This was chosen as opposed to the more standard 95% intervals because of the substantial uncertainty inherent in maternal mortality outcomes. MMR estimates have been rounded according to the following scheme: < 100 rounded to nearest 1; 100–999 rounded to nearest 1; and = 1000 rounded to nearest 10.	2015	SEX	F	Female	False
III.3	75250979	Maternal mortality ratio	75250979	Maternal mortality ratio	440	Lithuania	LTU	24.0	56.0	Europe and Northern America	2007	F	Female	12	PER_100000_LIVE_BIRTHS	Per 100,000 live births	10	16	E	Estimated	G	Global	The uncertainty intervals (UI) computed for all the estimates refer to the 80% uncertainty intervals (10th and 90th percentiles of the posterior distributions). This was chosen as opposed to the more standard 95% intervals because of the substantial uncertainty inherent in maternal mortality outcomes. MMR estimates have been rounded according to the following scheme: < 100 rounded to nearest 1; 100–999 rounded to nearest 1; and = 1000 rounded to nearest 10.	2015	SEX	F	Female	False
III.3	75250979	Maternal mortality ratio	75250979	Maternal mortality ratio	440	Lithuania	LTU	24.0	56.0	Europe and Northern America	2008	F	Female	11	PER_100000_LIVE_BIRTHS	Per 100,000 live births	9	14	E	Estimated	G	Global	The uncertainty intervals (UI) computed for all the estimates refer to the 80% uncertainty intervals (10th and 90th percentiles of the posterior distributions). This was chosen as opposed to the more standard 95% intervals because of the substantial uncertainty inherent in maternal mortality outcomes. MMR estimates have been rounded according to the following scheme: < 100 rounded to nearest 1; 100–999 rounded to nearest 1; and = 1000 rounded to nearest 10.	2015	SEX	F	Female	False
