INDICATOR_LABEL	INDICATOR_ID	INDICATOR_DESC	MINSET_SERIES	MINSET_SERIES_DESC	REF_AREA	REF_AREA_DESC	ISO3	X	Y	SDG_REGION	TIME_PERIOD	OBS_VALUE	UNIT_MEASURE	UNIT_MEASURE_DESC	NATURE	NATURE_DESC	REPORTING_TYPE	REPORTING_TYPE_DESC	COMMENT_OBS	SOURCE_YEAR	sort_order	SDG_SeriesID	ILO_SeriesID	UNESCO_SeriesID	TSK_sub_dims	TSK_sub_id	TSK_sub_desc	isLatestValue
QV.1	I71213127	Whether or not legal frameworks are in place to promote, enforce and monitor equality and non-discrimination on the basis of sex	Se2c9383f	Legal frameworks that promote, enforce and monitor gender equality (percentage of achievement, 0 - 100) -- Area 1: overarching legal frameworks and public life	51	Armenia	ARM	44.93839317	40.29499741	Northern Africa and Western Asia	2020	90.0	PT	Percent	G	Global monitoring data	G	Global	Data are derived from an assessment of country's legal frameworks completed by National Statistical Offices and/or National Women’s Machinery, and legal practitioners/researchers on gender equality, using a questionnaire.	2021	10900	SG_LGL_GENEQLFP						True
QV.1	I71213127	Whether or not legal frameworks are in place to promote, enforce and monitor equality and non-discrimination on the basis of sex	Se2c9383f	Legal frameworks that promote, enforce and monitor gender equality (percentage of achievement, 0 - 100) -- Area 1: overarching legal frameworks and public life	52	Barbados	BRB	-59.5346489	13.13648273	Latin America and the Caribbean	2018	40.0	PT	Percent	G	Global monitoring data	G	Global	Data are derived from an assessment of country's legal frameworks completed by National Statistical Offices and/or National Women’s Machinery, and legal practitioners/researchers on gender equality, using a questionnaire.	2021	10900	SG_LGL_GENEQLFP						False
QV.1	I71213127	Whether or not legal frameworks are in place to promote, enforce and monitor equality and non-discrimination on the basis of sex	Se2c9383f	Legal frameworks that promote, enforce and monitor gender equality (percentage of achievement, 0 - 100) -- Area 1: overarching legal frameworks and public life	52	Barbados	BRB	-59.5346489	13.13648273	Latin America and the Caribbean	2020	40.0	PT	Percent	G	Global monitoring data	G	Global	Data are derived from an assessment of country's legal frameworks completed by National Statistical Offices and/or National Women’s Machinery, and legal practitioners/researchers on gender equality, using a questionnaire.	2021	10900	SG_LGL_GENEQLFP						True
QV.1	I71213127	Whether or not legal frameworks are in place to promote, enforce and monitor equality and non-discrimination on the basis of sex	Se2c9383f	Legal frameworks that promote, enforce and monitor gender equality (percentage of achievement, 0 - 100) -- Area 1: overarching legal frameworks and public life	53	Australia and New Zealand				Australia and New Zealand	2020	75.0	PT	Percent	G	Global monitoring data	G	Global	Data are derived from an assessment of country's legal frameworks completed by National Statistical Offices and/or National Women’s Machinery, and legal practitioners/researchers on gender equality, using a questionnaire.	2021	10900	SG_LGL_GENEQLFP						True
QV.1	I71213127	Whether or not legal frameworks are in place to promote, enforce and monitor equality and non-discrimination on the basis of sex	Se2c9383f	Legal frameworks that promote, enforce and monitor gender equality (percentage of achievement, 0 - 100) -- Area 1: overarching legal frameworks and public life	62	Central and Southern Asia				Central and Southern Asia	2020	68.25758	PT	Percent	G	Global monitoring data	G	Global	Data are derived from an assessment of country's legal frameworks completed by National Statistical Offices and/or National Women’s Machinery, and legal practitioners/researchers on gender equality, using a questionnaire.	2021	10900	SG_LGL_GENEQLFP						True
QV.1	I71213127	Whether or not legal frameworks are in place to promote, enforce and monitor equality and non-discrimination on the basis of sex	Se2c9383f	Legal frameworks that promote, enforce and monitor gender equality (percentage of achievement, 0 - 100) -- Area 1: overarching legal frameworks and public life	68	Bolivia (Plurinational State of)	BOL	-64.66224284	-16.71273412	Latin America and the Caribbean	2020	70.0	PT	Percent	G	Global monitoring data	G	Global	Data are derived from an assessment of country's legal frameworks completed by National Statistical Offices and/or National Women’s Machinery, and legal practitioners/researchers on gender equality, using a questionnaire.	2021	10900	SG_LGL_GENEQLFP						True
QV.1	I71213127	Whether or not legal frameworks are in place to promote, enforce and monitor equality and non-discrimination on the basis of sex	Se2c9383f	Legal frameworks that promote, enforce and monitor gender equality (percentage of achievement, 0 - 100) -- Area 1: overarching legal frameworks and public life	76	Brazil	BRA	-53.08432878	-10.77668561	Latin America and the Caribbean	2018	70.0	PT	Percent	G	Global monitoring data	G	Global	Data are derived from an assessment of country's legal frameworks completed by National Statistical Offices and/or National Women’s Machinery, and legal practitioners/researchers on gender equality, using a questionnaire.	2021	10900	SG_LGL_GENEQLFP						False
QV.1	I71213127	Whether or not legal frameworks are in place to promote, enforce and monitor equality and non-discrimination on the basis of sex	Se2c9383f	Legal frameworks that promote, enforce and monitor gender equality (percentage of achievement, 0 - 100) -- Area 1: overarching legal frameworks and public life	76	Brazil	BRA	-53.08432878	-10.77668561	Latin America and the Caribbean	2020	70.0	PT	Percent	G	Global monitoring data	G	Global	Data are derived from an assessment of country's legal frameworks completed by National Statistical Offices and/or National Women’s Machinery, and legal practitioners/researchers on gender equality, using a questionnaire.	2021	10900	SG_LGL_GENEQLFP						True
QV.1	I71213127	Whether or not legal frameworks are in place to promote, enforce and monitor equality and non-discrimination on the basis of sex	Se2c9383f	Legal frameworks that promote, enforce and monitor gender equality (percentage of achievement, 0 - 100) -- Area 1: overarching legal frameworks and public life	100	Bulgaria	BGR	25.23763153	42.75731323	Europe and Northern America	2018	80.0	PT	Percent	G	Global monitoring data	G	Global	Data are derived from an assessment of country's legal frameworks completed by National Statistical Offices and/or National Women’s Machinery, and legal practitioners/researchers on gender equality, using a questionnaire.	2021	10900	SG_LGL_GENEQLFP						False
QV.1	I71213127	Whether or not legal frameworks are in place to promote, enforce and monitor equality and non-discrimination on the basis of sex	Se2c9383f	Legal frameworks that promote, enforce and monitor gender equality (percentage of achievement, 0 - 100) -- Area 1: overarching legal frameworks and public life	100	Bulgaria	BGR	25.23763153	42.75731323	Europe and Northern America	2020	80.0	PT	Percent	G	Global monitoring data	G	Global	Data are derived from an assessment of country's legal frameworks completed by National Statistical Offices and/or National Women’s Machinery, and legal practitioners/researchers on gender equality, using a questionnaire.	2021	10900	SG_LGL_GENEQLFP						True
QV.1	I71213127	Whether or not legal frameworks are in place to promote, enforce and monitor equality and non-discrimination on the basis of sex	Se2c9383f	Legal frameworks that promote, enforce and monitor gender equality (percentage of achievement, 0 - 100) -- Area 1: overarching legal frameworks and public life	112	Belarus	BLR	28.04940161	53.54193075	Europe and Northern America	2018	50.0	PT	Percent	G	Global monitoring data	G	Global	Data are derived from an assessment of country's legal frameworks completed by National Statistical Offices and/or National Women’s Machinery, and legal practitioners/researchers on gender equality, using a questionnaire.	2021	10900	SG_LGL_GENEQLFP						False
QV.1	I71213127	Whether or not legal frameworks are in place to promote, enforce and monitor equality and non-discrimination on the basis of sex	Se2c9383f	Legal frameworks that promote, enforce and monitor gender equality (percentage of achievement, 0 - 100) -- Area 1: overarching legal frameworks and public life	112	Belarus	BLR	28.04940161	53.54193075	Europe and Northern America	2020	50.0	PT	Percent	G	Global monitoring data	G	Global	Data are derived from an assessment of country's legal frameworks completed by National Statistical Offices and/or National Women’s Machinery, and legal practitioners/researchers on gender equality, using a questionnaire.	2021	10900	SG_LGL_GENEQLFP						True
QV.1	I71213127	Whether or not legal frameworks are in place to promote, enforce and monitor equality and non-discrimination on the basis of sex	Se2c9383f	Legal frameworks that promote, enforce and monitor gender equality (percentage of achievement, 0 - 100) -- Area 1: overarching legal frameworks and public life	120	Cameroon	CMR	12.7419827	5.692387031	Sub-Saharan Africa	2018	50.0	PT	Percent	G	Global monitoring data	G	Global	Data are derived from an assessment of country's legal frameworks completed by National Statistical Offices and/or National Women’s Machinery, and legal practitioners/researchers on gender equality, using a questionnaire.	2021	10900	SG_LGL_GENEQLFP						False
QV.1	I71213127	Whether or not legal frameworks are in place to promote, enforce and monitor equality and non-discrimination on the basis of sex	Se2c9383f	Legal frameworks that promote, enforce and monitor gender equality (percentage of achievement, 0 - 100) -- Area 1: overarching legal frameworks and public life	120	Cameroon	CMR	12.7419827	5.692387031	Sub-Saharan Africa	2020	50.0	PT	Percent	G	Global monitoring data	G	Global	Data are derived from an assessment of country's legal frameworks completed by National Statistical Offices and/or National Women’s Machinery, and legal practitioners/researchers on gender equality, using a questionnaire.	2021	10900	SG_LGL_GENEQLFP						True
QV.1	I71213127	Whether or not legal frameworks are in place to promote, enforce and monitor equality and non-discrimination on the basis of sex	Se2c9383f	Legal frameworks that promote, enforce and monitor gender equality (percentage of achievement, 0 - 100) -- Area 1: overarching legal frameworks and public life	132	Cabo Verde	CPV	-23.63544151	15.07791834	Sub-Saharan Africa	2018	60.0	PT	Percent	G	Global monitoring data	G	Global	Data are derived from an assessment of country's legal frameworks completed by National Statistical Offices and/or National Women’s Machinery, and legal practitioners/researchers on gender equality, using a questionnaire.	2021	10900	SG_LGL_GENEQLFP						False
QV.1	I71213127	Whether or not legal frameworks are in place to promote, enforce and monitor equality and non-discrimination on the basis of sex	Se2c9383f	Legal frameworks that promote, enforce and monitor gender equality (percentage of achievement, 0 - 100) -- Area 1: overarching legal frameworks and public life	132	Cabo Verde	CPV	-23.63544151	15.07791834	Sub-Saharan Africa	2020	60.0	PT	Percent	G	Global monitoring data	G	Global	Data are derived from an assessment of country's legal frameworks completed by National Statistical Offices and/or National Women’s Machinery, and legal practitioners/researchers on gender equality, using a questionnaire.	2021	10900	SG_LGL_GENEQLFP						True
QV.1	I71213127	Whether or not legal frameworks are in place to promote, enforce and monitor equality and non-discrimination on the basis of sex	Se2c9383f	Legal frameworks that promote, enforce and monitor gender equality (percentage of achievement, 0 - 100) -- Area 1: overarching legal frameworks and public life	152	Chile	CHL	-71.23029019	-35.2652885	Latin America and the Caribbean	2018	80.0	PT	Percent	G	Global monitoring data	G	Global	Data are derived from an assessment of country's legal frameworks completed by National Statistical Offices and/or National Women’s Machinery, and legal practitioners/researchers on gender equality, using a questionnaire.	2021	10900	SG_LGL_GENEQLFP						False
QV.1	I71213127	Whether or not legal frameworks are in place to promote, enforce and monitor equality and non-discrimination on the basis of sex	Se2c9383f	Legal frameworks that promote, enforce and monitor gender equality (percentage of achievement, 0 - 100) -- Area 1: overarching legal frameworks and public life	152	Chile	CHL	-71.23029019	-35.2652885	Latin America and the Caribbean	2020	80.0	PT	Percent	G	Global monitoring data	G	Global	Data are derived from an assessment of country's legal frameworks completed by National Statistical Offices and/or National Women’s Machinery, and legal practitioners/researchers on gender equality, using a questionnaire.	2021	10900	SG_LGL_GENEQLFP						True
QV.1	I71213127	Whether or not legal frameworks are in place to promote, enforce and monitor equality and non-discrimination on the basis of sex	Se2c9383f	Legal frameworks that promote, enforce and monitor gender equality (percentage of achievement, 0 - 100) -- Area 1: overarching legal frameworks and public life	170	Colombia	COL	-73.07446751	3.888209046	Latin America and the Caribbean	2018	70.0	PT	Percent	G	Global monitoring data	G	Global	Data are derived from an assessment of country's legal frameworks completed by National Statistical Offices and/or National Women’s Machinery, and legal practitioners/researchers on gender equality, using a questionnaire.	2021	10900	SG_LGL_GENEQLFP						False
QV.1	I71213127	Whether or not legal frameworks are in place to promote, enforce and monitor equality and non-discrimination on the basis of sex	Se2c9383f	Legal frameworks that promote, enforce and monitor gender equality (percentage of achievement, 0 - 100) -- Area 1: overarching legal frameworks and public life	170	Colombia	COL	-73.07446751	3.888209046	Latin America and the Caribbean	2020	70.0	PT	Percent	G	Global monitoring data	G	Global	Data are derived from an assessment of country's legal frameworks completed by National Statistical Offices and/or National Women’s Machinery, and legal practitioners/researchers on gender equality, using a questionnaire.	2021	10900	SG_LGL_GENEQLFP						True
QV.1	I71213127	Whether or not legal frameworks are in place to promote, enforce and monitor equality and non-discrimination on the basis of sex	Se2c9383f	Legal frameworks that promote, enforce and monitor gender equality (percentage of achievement, 0 - 100) -- Area 1: overarching legal frameworks and public life	188	Costa Rica	CRI	-84.19712782	9.970998683	Latin America and the Caribbean	2018	70.0	PT	Percent	G	Global monitoring data	G	Global	Data are derived from an assessment of country's legal frameworks completed by National Statistical Offices and/or National Women’s Machinery, and legal practitioners/researchers on gender equality, using a questionnaire.	2021	10900	SG_LGL_GENEQLFP						False
QV.1	I71213127	Whether or not legal frameworks are in place to promote, enforce and monitor equality and non-discrimination on the basis of sex	Se2c9383f	Legal frameworks that promote, enforce and monitor gender equality (percentage of achievement, 0 - 100) -- Area 1: overarching legal frameworks and public life	188	Costa Rica	CRI	-84.19712782	9.970998683	Latin America and the Caribbean	2020	70.0	PT	Percent	G	Global monitoring data	G	Global	Data are derived from an assessment of country's legal frameworks completed by National Statistical Offices and/or National Women’s Machinery, and legal practitioners/researchers on gender equality, using a questionnaire.	2021	10900	SG_LGL_GENEQLFP						True
QV.1	I71213127	Whether or not legal frameworks are in place to promote, enforce and monitor equality and non-discrimination on the basis of sex	Se2c9383f	Legal frameworks that promote, enforce and monitor gender equality (percentage of achievement, 0 - 100) -- Area 1: overarching legal frameworks and public life	191	Croatia	HRV	17.95874553	45.45172212	Europe and Northern America	2018	100.0	PT	Percent	G	Global monitoring data	G	Global	Data are derived from an assessment of country's legal frameworks completed by National Statistical Offices and/or National Women’s Machinery, and legal practitioners/researchers on gender equality, using a questionnaire.	2021	10900	SG_LGL_GENEQLFP						False
QV.1	I71213127	Whether or not legal frameworks are in place to promote, enforce and monitor equality and non-discrimination on the basis of sex	Se2c9383f	Legal frameworks that promote, enforce and monitor gender equality (percentage of achievement, 0 - 100) -- Area 1: overarching legal frameworks and public life	191	Croatia	HRV	17.95874553	45.45172212	Europe and Northern America	2020	100.0	PT	Percent	G	Global monitoring data	G	Global	Data are derived from an assessment of country's legal frameworks completed by National Statistical Offices and/or National Women’s Machinery, and legal practitioners/researchers on gender equality, using a questionnaire.	2021	10900	SG_LGL_GENEQLFP						True
QV.1	I71213127	Whether or not legal frameworks are in place to promote, enforce and monitor equality and non-discrimination on the basis of sex	Se2c9383f	Legal frameworks that promote, enforce and monitor gender equality (percentage of achievement, 0 - 100) -- Area 1: overarching legal frameworks and public life	196	Cyprus	CYP	33.22285964	35.05659437	Northern Africa and Western Asia	2020	70.0	PT	Percent	G	Global monitoring data	G	Global	Data are derived from an assessment of country's legal frameworks completed by National Statistical Offices and/or National Women’s Machinery, and legal practitioners/researchers on gender equality, using a questionnaire.	2021	10900	SG_LGL_GENEQLFP						True
QV.1	I71213127	Whether or not legal frameworks are in place to promote, enforce and monitor equality and non-discrimination on the basis of sex	Se2c9383f	Legal frameworks that promote, enforce and monitor gender equality (percentage of achievement, 0 - 100) -- Area 1: overarching legal frameworks and public life	199	Least Developed Countries (LDCs)					2020	67.33333	PT	Percent	G	Global monitoring data	G	Global	Data are derived from an assessment of country's legal frameworks completed by National Statistical Offices and/or National Women’s Machinery, and legal practitioners/researchers on gender equality, using a questionnaire.	2021	10900	SG_LGL_GENEQLFP						True
QV.1	I71213127	Whether or not legal frameworks are in place to promote, enforce and monitor equality and non-discrimination on the basis of sex	Se2c9383f	Legal frameworks that promote, enforce and monitor gender equality (percentage of achievement, 0 - 100) -- Area 1: overarching legal frameworks and public life	202	Sub-Saharan Africa				Sub-Saharan Africa	2020	65.46402	PT	Percent	G	Global monitoring data	G	Global	Data are derived from an assessment of country's legal frameworks completed by National Statistical Offices and/or National Women’s Machinery, and legal practitioners/researchers on gender equality, using a questionnaire.	2021	10900	SG_LGL_GENEQLFP						True
QV.1	I71213127	Whether or not legal frameworks are in place to promote, enforce and monitor equality and non-discrimination on the basis of sex	Se2c9383f	Legal frameworks that promote, enforce and monitor gender equality (percentage of achievement, 0 - 100) -- Area 1: overarching legal frameworks and public life	203	Czechia	CZE	15.33151382	49.73913871	Europe and Northern America	2020	70.0	PT	Percent	G	Global monitoring data	G	Global	Data are derived from an assessment of country's legal frameworks completed by National Statistical Offices and/or National Women’s Machinery, and legal practitioners/researchers on gender equality, using a questionnaire.	2021	10900	SG_LGL_GENEQLFP						True
QV.1	I71213127	Whether or not legal frameworks are in place to promote, enforce and monitor equality and non-discrimination on the basis of sex	Se2c9383f	Legal frameworks that promote, enforce and monitor gender equality (percentage of achievement, 0 - 100) -- Area 1: overarching legal frameworks and public life	208	Denmark	DNK	9.326571283	56.03829721	Europe and Northern America	2018	80.0	PT	Percent	G	Global monitoring data	G	Global	Data are derived from an assessment of country's legal frameworks completed by National Statistical Offices and/or National Women’s Machinery, and legal practitioners/researchers on gender equality, using a questionnaire.	2021	10900	SG_LGL_GENEQLFP						False
QV.1	I71213127	Whether or not legal frameworks are in place to promote, enforce and monitor equality and non-discrimination on the basis of sex	Se2c9383f	Legal frameworks that promote, enforce and monitor gender equality (percentage of achievement, 0 - 100) -- Area 1: overarching legal frameworks and public life	208	Denmark	DNK	9.326571283	56.03829721	Europe and Northern America	2020	80.0	PT	Percent	G	Global monitoring data	G	Global	Data are derived from an assessment of country's legal frameworks completed by National Statistical Offices and/or National Women’s Machinery, and legal practitioners/researchers on gender equality, using a questionnaire.	2021	10900	SG_LGL_GENEQLFP						True
QV.1	I71213127	Whether or not legal frameworks are in place to promote, enforce and monitor equality and non-discrimination on the basis of sex	Se2c9383f	Legal frameworks that promote, enforce and monitor gender equality (percentage of achievement, 0 - 100) -- Area 1: overarching legal frameworks and public life	214	Dominican Republic	DOM	-70.49847576	18.89832088	Latin America and the Caribbean	2018	70.0	PT	Percent	G	Global monitoring data	G	Global	Data are derived from an assessment of country's legal frameworks completed by National Statistical Offices and/or National Women’s Machinery, and legal practitioners/researchers on gender equality, using a questionnaire.	2021	10900	SG_LGL_GENEQLFP						False
QV.1	I71213127	Whether or not legal frameworks are in place to promote, enforce and monitor equality and non-discrimination on the basis of sex	Se2c9383f	Legal frameworks that promote, enforce and monitor gender equality (percentage of achievement, 0 - 100) -- Area 1: overarching legal frameworks and public life	214	Dominican Republic	DOM	-70.49847576	18.89832088	Latin America and the Caribbean	2020	70.0	PT	Percent	G	Global monitoring data	G	Global	Data are derived from an assessment of country's legal frameworks completed by National Statistical Offices and/or National Women’s Machinery, and legal practitioners/researchers on gender equality, using a questionnaire.	2021	10900	SG_LGL_GENEQLFP						True
QV.1	I71213127	Whether or not legal frameworks are in place to promote, enforce and monitor equality and non-discrimination on the basis of sex	Se2c9383f	Legal frameworks that promote, enforce and monitor gender equality (percentage of achievement, 0 - 100) -- Area 1: overarching legal frameworks and public life	218	Ecuador	ECU	-78.37005241	-1.447785891	Latin America and the Caribbean	2020	90.0	PT	Percent	G	Global monitoring data	G	Global	Data are derived from an assessment of country's legal frameworks completed by National Statistical Offices and/or National Women’s Machinery, and legal practitioners/researchers on gender equality, using a questionnaire.	2021	10900	SG_LGL_GENEQLFP						True
QV.1	I71213127	Whether or not legal frameworks are in place to promote, enforce and monitor equality and non-discrimination on the basis of sex	Se2c9383f	Legal frameworks that promote, enforce and monitor gender equality (percentage of achievement, 0 - 100) -- Area 1: overarching legal frameworks and public life	222	El Salvador	SLV	-88.86862995	13.73603564	Latin America and the Caribbean	2018	100.0	PT	Percent	G	Global monitoring data	G	Global	Data are derived from an assessment of country's legal frameworks completed by National Statistical Offices and/or National Women’s Machinery, and legal practitioners/researchers on gender equality, using a questionnaire.	2021	10900	SG_LGL_GENEQLFP						False
QV.1	I71213127	Whether or not legal frameworks are in place to promote, enforce and monitor equality and non-discrimination on the basis of sex	Se2c9383f	Legal frameworks that promote, enforce and monitor gender equality (percentage of achievement, 0 - 100) -- Area 1: overarching legal frameworks and public life	222	El Salvador	SLV	-88.86862995	13.73603564	Latin America and the Caribbean	2020	100.0	PT	Percent	G	Global monitoring data	G	Global	Data are derived from an assessment of country's legal frameworks completed by National Statistical Offices and/or National Women’s Machinery, and legal practitioners/researchers on gender equality, using a questionnaire.	2021	10900	SG_LGL_GENEQLFP						True
QV.1	I71213127	Whether or not legal frameworks are in place to promote, enforce and monitor equality and non-discrimination on the basis of sex	Se2c9383f	Legal frameworks that promote, enforce and monitor gender equality (percentage of achievement, 0 - 100) -- Area 1: overarching legal frameworks and public life	231	Ethiopia	ETH	39.63505296	8.631223181	Sub-Saharan Africa	2020	75.0	PT	Percent	G	Global monitoring data	G	Global	Data are derived from an assessment of country's legal frameworks completed by National Statistical Offices and/or National Women’s Machinery, and legal practitioners/researchers on gender equality, using a questionnaire.	2021	10900	SG_LGL_GENEQLFP						True
QV.1	I71213127	Whether or not legal frameworks are in place to promote, enforce and monitor equality and non-discrimination on the basis of sex	Se2c9383f	Legal frameworks that promote, enforce and monitor gender equality (percentage of achievement, 0 - 100) -- Area 1: overarching legal frameworks and public life	233	Estonia	EST	25.84093481	58.68487172	Europe and Northern America	2020	70.0	PT	Percent	G	Global monitoring data	G	Global	Data are derived from an assessment of country's legal frameworks completed by National Statistical Offices and/or National Women’s Machinery, and legal practitioners/researchers on gender equality, using a questionnaire.	2021	10900	SG_LGL_GENEQLFP						True
QV.1	I71213127	Whether or not legal frameworks are in place to promote, enforce and monitor equality and non-discrimination on the basis of sex	Se2c9383f	Legal frameworks that promote, enforce and monitor gender equality (percentage of achievement, 0 - 100) -- Area 1: overarching legal frameworks and public life	242	Fiji	FJI	177.9660884	-17.83301566	Oceania, exc. Australia and New Zealand	2018	60.0	PT	Percent	G	Global monitoring data	G	Global	Data are derived from an assessment of country's legal frameworks completed by National Statistical Offices and/or National Women’s Machinery, and legal practitioners/researchers on gender equality, using a questionnaire.	2021	10900	SG_LGL_GENEQLFP						False
