INDICATOR_ID	INDICATOR_NUM	INDICATOR_DESC	MINSET_SERIES	MINSET_SERIES_DESC	REF_AREA	REF_AREA_DESC	ISO3	x	y	SDG_REGION	VALUE_CATEGORY	VALUE_CATEGORY_DESC	OBS_VALUE	UNIT_MEASURE	UNIT_MEASURE_DESC	COMMENT_OBS	SOURCE_YEAR
57	4	Percentage of wages paid during maternity leave	64	Percentage of wages paid during maternity leave	112	Belarus	BLR	28.04940161	53.54193075	Europe and Northern America	15	At least 66.6%	100.0	PT	Percent	Amount: The rate of maternity benefits is 100 per cent of the average salary and not less than 50 per cent of the minimum per capita subsistence wage (1 February - 30 April 2009: 117 190 rubles). Source: The maternity benefits are paid from the budget of the state social insurance. Contributors to the state social insurance are the following: -employed persons; -entrepreneurs; -citizens who perform work under a civic agreement with natural persons (self employed); -persons working in the field of art; -foreign nationals and stateless persons working in the Republic of Belarus.	2017
57	4	Percentage of wages paid during maternity leave	64	Percentage of wages paid during maternity leave	191	Croatia	HRV	17.95874553	45.45172212	Europe and Northern America	15	At least 66.6%		PT	Percent	Amount: Until the end of the mandatory maternity leave (until the child reaches 6 months of age) the salary compensation is paid at an amount of 100 per cent of the base. The maternity benefit for the rest of the maternity leave period (until the child reaches one year of age) the mother shall be paid between 1663 kunas and 2500 kunas a month. Or in the case of multiple births 1663 kunas a month is paid for each child up to the age of 3. A one time lump sum of 2328.20 kunas is paid for newborn child assitance. Source: The salary compensation until the child reaches the age of 6 months is paid at the expense of the Croatian Health Insurance Fund and the rest of the maternity leave period is paid at the expense of the State Budget.	2017
57	4	Percentage of wages paid during maternity leave	64	Percentage of wages paid during maternity leave	196	Cyprus	CYP	33.22285964	35.05659437	Northern Africa and Western Asia	15	At least 66.6%	75.0	PT	Percent	Amount: 75 per cent of the weekly average of the beneficiary’s basic insurable earnings in the previous contributions year. Source: The Social Security Scheme which is financed by contributions payable by employers the insured persons and the State.	2017
57	4	Percentage of wages paid during maternity leave	64	Percentage of wages paid during maternity leave	208	Denmark	DNK	9.326571283	56.03829721	Europe and Northern America	15	At least 66.6%	100.0	PT	Percent	Amount: Maternity benefits for employees may not exceed DKK 3 332 a week and not more per hour than this amount divided by the normal weekly working hours relating to collective agreements. Maternity benefits for an unemployed member of a recognised unemployment fund shall total the same amount as the person could have received in the form of unemployment benefits if the person concerned had not received benefits under this Act. Maternity benefits for self-employed persons may not per week total more than the amount referred to employees in the first paragraph. The maternity benefits shall total at least 2/3 of the amount referred to in paragraph 1. Source: The employer shall pay benefits during absence from work due to ante-natal examinations. In case of Leave in case of illness before the pre-natal leave(four weeks before probable date of confinement)benefits will be paid according to the Act on Sickness benefits. The Local authorities pay benefits for maternity adoption paternity and parental leave but the Government shall pay 100 per cent of the local authority’s expenditure under this Act however the Government shall pay 50 per cent of the local authority’s expenditure on benefits paid in order to care for seriously ill children.	2017
57	4	Percentage of wages paid during maternity leave	64	Percentage of wages paid during maternity leave	233	Estonia	EST	25.84093481	58.68487172	Europe and Northern America	15	At least 66.6%	100.0	PT	Percent	Amount: 100 per cent. Source: Social security (Estonian Health Insurance Fund).	2017
57	4	Percentage of wages paid during maternity leave	64	Percentage of wages paid during maternity leave	246	Finland	FIN	23.308447	61.91586738	Europe and Northern America	15	At least 66.6%	70.0	PT	Percent	Amount: In general: 70 per cent up to a ceiling plus 40% of the additional amount up to a ceiling plus 25% of additional amount. Depends on the claimant’s earnings or if self-employed on insurable annual income but is at least 22.04 Euros a day. Source: Social Insurance system. Kela’s operations are financed by statutory contributions from the insured and employers and with funding from the public sector.	2017
57	4	Percentage of wages paid during maternity leave	64	Percentage of wages paid during maternity leave	250	France	FRA	2.457288129	46.62660861	Europe and Northern America	15	At least 66.6%	100.0	PT	Percent	Amount: For the duration of maternity leave and any extension thereof the worker is entitled to cash maternity benefits. (Normal duration of maternity leave is 6 weeks before and 10 weeks after the expected date of birth (for the third and each subsequent child 8 + 18 weeks for twins 12 + 22 weeks for other multiple births 24 + 22 weeks) and maternity leave may be extended on medical grounds by a maximum of two weeks before and 4 weeks after the birth.) The daily cash benefit is equal to the basic wage up to a ceiling fixed by social security. The basic daily wage is normally calculated on the basis of the three preceding monthly wages (after deduction of social contributions). Benefits are payable even if the child is stillborn. 100 per cent of the daily wages calculated on the basis of the three preceding monthly wages (after deduction of social contributions). Source: Social Security Health Insurance Funds.	2017
57	4	Percentage of wages paid during maternity leave	64	Percentage of wages paid during maternity leave	276	Germany	DEU	10.3806066	51.08862743	Europe and Northern America	15	At least 66.6%	100.0	PT	Percent	Amount: 100% of the average normal net wages over the last 3 months before the prenatal maternity leave period. Source: Statutory health insurance scheme: up to 13 Euro per day State: In case the worker is not entitled to a maternity grant under the provisions of the national insurance regulation (Reichsversicherungsordnung) and is partially or fully unable to work in relation to the employment prohibitions the worker receives a lump sum equal to that prescribed by the national insurance regulation (Reichsversicherungsordnung) but at most 210 Euro. Employer: in case of earnings exceeding 13 Euro per day (or 210 Euro for the calculated reference period) the employer pays the excess. In case the pregnant worker has to stop working due to a danger to the life or health of the mother or child the employer is obliged to pay the whole net average wage.	2017
57	4	Percentage of wages paid during maternity leave	64	Percentage of wages paid during maternity leave	300	Greece	GRC	22.58307827	39.47301873	Europe and Northern America	15	At least 66.6%		PT	Percent	Amount: Maternity benefit: 50% of daily earnings is paid for up to 56 days before and 63 days after childbirth. Dependent’s supplement: 10% of the benefit is paid for each dependent up to 40%. The minimum benefit is 66.7% of the insured’s earnings. (The insured may also receive a maternity supplement of up to 33.3% of earnings.) The maximum daily benefit is Euro 45.19 with no dependents; Euro 63.27 a day with dependents. Birth grant: Euro 928.10 is paid for each child. Source: Pregnancy and confinement benefits: Social security. Supplementary maternity allowance: State (OAED - Manpower Employment Organisation).	2017
57	4	Percentage of wages paid during maternity leave	64	Percentage of wages paid during maternity leave	348	Hungary	HUN	19.41221519	47.1651448	Europe and Northern America	15	At least 66.6%	70.0	PT	Percent	Amount: 70% of the daily average gross earnings of the previous year. Source: Health insurance.	2017
57	4	Percentage of wages paid during maternity leave	64	Percentage of wages paid during maternity leave	352	Iceland	ISL	-19.02116966	64.79134763	Europe and Northern America	15	At least 66.6%	80.0	PT	Percent	Amount: 80 percent of the average wage (employed persons). Source: Maternity is financed by a portion of the payroll(See Social Security Act) plus interests of the Maternity/Paternity Leave Fund. Payroll tax is paid by employers and is a certain percentage of the total cash wages subject. Self-employed parents also pay Social Security tax. The operating expenses of the Fund shall be paid from its revenues. Maternity grant to parents not active in the labour market or attending full-time educational programmes shall be paid by the State Treasury.	2017
57	4	Percentage of wages paid during maternity leave	64	Percentage of wages paid during maternity leave	372	Ireland	IRL	-7.121425272	53.25274054	Europe and Northern America	15	At least 66.6%	80.0	PT	Percent	Amount: 80 per cent of the average amount of weekly earnings or a fixed weekly amount or the amount of disability benefits which the woman would otherwise recieve if she was entitled to the said benefit whichever is the greater. Maternity benefits amount at least to €207.80 up to a maximum of €280.00 per week (80% of reckonable earnings of up to €350). Source: Social Insurance Fund. For the purposes of providing moneys for meeting the expenditure on benefit and making any other payments which are to be made out of the Social Insurance Fund there shall be: (a) contributions in respect of employed contributors each of which shall comprise a contribution by the employed contributor and a contribution by the employer of the employed contributor (b) contributions in respect of self-employed contributors (c) contributions in respect of voluntary contributors and (d) payments out of moneys provided by the Oireachtas (the National Parliament).	2017
57	4	Percentage of wages paid during maternity leave	64	Percentage of wages paid during maternity leave	376	Israel	ISR	34.62277992	31.06164552	Northern Africa and Western Asia	15	At least 66.6%	100.0	PT	Percent	Amount: 100 % of the insured’s average daily net income in the 3 months preceding the day on which the insured woman ceased work because of pregnancy up to a maximum maternity allowance sum of NIS 1206.67 per day (as of 01.01.2007). Source: Social Security.	2017
57	4	Percentage of wages paid during maternity leave	64	Percentage of wages paid during maternity leave	392	Japan	JPN	139.2716103	36.6554539	Eastern and South-Eastern Asia	15	At least 66.6%	66.7	PT	Percent	Amount: Originally the law indicated any period of child care leave taken by the mother was paid at an amount equivalent to 30% of the worker’s wages as received prior taking leave. Upon return to work after child care leave the mother would receive a a further 10% of her pre-leave wage for the duration of the leave taken as a re-engagement benefit for workers returning from child care leave. The amount of the maternity care benefits payable under the National Insurance Act was set by city town or village ordinance. The legal amount has changed in recent years and the currently available allowance (2011) is paid at appoximately 66.67% of the average daily basic wage according to wage class for a period of 42 days before birth and 56 days after the expected date of childbirth. Source: National Treasury shall finance one eigth of the cost of child care leave benefits. The remainder shall be financed by worker and employer payments to the Employment Insurance Fund. The financing of the maternity care benefit payable under the National Health Insurance Law shall be determined by city town or village ordinance.	2017
57	4	Percentage of wages paid during maternity leave	64	Percentage of wages paid during maternity leave	428	Latvia	LVA	26.42461876	56.64196636	Europe and Northern America	15	At least 66.6%	100.0	PT	Percent	Amount: 100% of average insurance contribution wage (incomes from which state social insurance contributions are made). Source: State Social Insurance (from the disability maternity and sickness special budget).	2017
57	4	Percentage of wages paid during maternity leave	64	Percentage of wages paid during maternity leave	440	Lithuania	LTU	23.90517807	55.33680309	Europe and Northern America	15	At least 66.6%	100.0	PT	Percent	Amount: 100 per cent of the insured person`s income. Source: Social insurance which is financed inter alia with contributions of the employers and the insured.	2017
57	4	Percentage of wages paid during maternity leave	64	Percentage of wages paid during maternity leave	442	Luxembourg	LUX	6.092656563	49.77679538	Europe and Northern America	15	At least 66.6%	100.0	PT	Percent	Amount: Cash maternity benefits are identical to cash medical benefits. Employees receive 100% of their earnings calculated on the wage the employee earned before maternity leave. They cannot be less than the minimum wage. The minimum amount is 194 02 per week and 1.552 16 per month. They are payable during the whole duration of prenatal and postnatal leave as well as during leave when it is not possible to transfer the worker to day work when there is a risk for her health or safety or when work can be dangerous. Source: The social security finances the maternity benefits. Social Security is financed through contributions made by employees employers and the State according to further regulations.	2017
57	4	Percentage of wages paid during maternity leave	64	Percentage of wages paid during maternity leave	470	Malta	MLT	14.44617519	35.89194275	Europe and Northern America	15	At least 66.6%	100.0	PT	Percent	Amount: 100 per cent of wages for women who avail themselves of maternity leave from their employers. Maternity benefit is only payable to women who do not avail themselves of maternity leave from their employers. Maternity benefit is paid as a flat-rate of MTL 24.00 per week for 13 weeks either in full after confinement or in two instalments before and after confinement. If for any reason a woman does not avail herself of all or part of the maternity leave she will be entitled for the difference between the thirteen weeks and the maternity leave availed of. In this case the female worker has to produce a letter from the employer confirming the number of weeks which have been availed of as maternity leave. Source: Social Security (overall contributions from employers employees self-employed persons and the State).	2017
57	4	Percentage of wages paid during maternity leave	64	Percentage of wages paid during maternity leave	492	Monaco	MCO	7.424214814	43.73532918	Europe and Northern America	15	At least 66.6%		PT	Percent		2017
57	4	Percentage of wages paid during maternity leave	64	Percentage of wages paid during maternity leave	498	Republic of Moldova	MDA	28.4650624	47.20236795	Europe and Northern America	15	At least 66.6%	100.0	PT	Percent	Amount: 100%. Source: Social security.	2017
57	4	Percentage of wages paid during maternity leave	64	Percentage of wages paid during maternity leave	499	Montenegro	MNE	19.25214024	42.78717043	Europe and Northern America	15	At least 66.6%	100.0	PT	Percent		2017
57	4	Percentage of wages paid during maternity leave	64	Percentage of wages paid during maternity leave	528	Netherlands	NLD	5.331480568	51.86728884	Europe and Northern America	15	At least 66.6%	100.0	PT	Percent	Amount: 100 per cent of the daily wage (up to a ceiling of EUR 174 64); 70% for the period of sick pay. Source: Social security.	2017
57	4	Percentage of wages paid during maternity leave	64	Percentage of wages paid during maternity leave	578	Norway	NOR	11.47846389	61.34311134	Europe and Northern America	15	At least 66.6%		PT	Percent	Amount: 80 per cent or 100 per cent of the salary depending on which model of parental leave has been chosen by the parents. Source: Social Insurance. The National Insurance Scheme is financed by contributions from employees self-employed persons and other members employer’s contributions and contributions from the State.	2017
57	4	Percentage of wages paid during maternity leave	64	Percentage of wages paid during maternity leave	616	Poland	POL	19.40660158	52.1226733	Europe and Northern America	15	At least 66.6%	100.0	PT	Percent	Amount: 100%. Source: Social Insurance Fund.	2017
57	4	Percentage of wages paid during maternity leave	64	Percentage of wages paid during maternity leave	620	Portugal	PRT	-7.961599811	39.68509315	Europe and Northern America	15	At least 66.6%	100.0	PT	Percent	"Amount: The female worker is entitled to a benefit of 100 per cent of the average daily wages (if the parents opted for a leave of 120 days) or 80 % (if the parents opted for a 150-day leave period; see under ""parental leave benefits""). For the period the worker cannot work due to a risk for her own or the foetus` health she receives 100 per cent of the average daily wage. There is a minimum amount of benefits that has to be paid. Source: The below mentioned decree establishes the conditions and procedures for the payment by the social security of the maternity leave (as well as other parental leave) benefits. Pre-Natal Family Benefit: An employee who is pregnant is entitled to a Pre-Natal Family Benefit. Pre-natal benefit is granted from the 13 weeks of pregnancy to the child’s birth upon presentation of a medical certificate stating the time of pregnancy."	2017
57	4	Percentage of wages paid during maternity leave	64	Percentage of wages paid during maternity leave	642	Romania	ROU	24.98481009	45.83893563	Europe and Northern America	15	At least 66.6%	85.0	PT	Percent	Amount: 85 per cent of the average wage during the last 12 months. No ceiling. Source: The benefits are paid from the state health insurance budget.	2017
57	4	Percentage of wages paid during maternity leave	64	Percentage of wages paid during maternity leave	643	Russian Federation	RUS	99.01404926	61.61899849	Europe and Northern America	15	At least 66.6%	100.0	PT	Percent	Amount: The benefit is 100% of the average wage. The maximum amount of maternity benefits for a full calendar month may not exceed 23 400 rubles. Source: Maternity benefits are paid from the Budget of the social insurance of the Russian Federation.	2017
57	4	Percentage of wages paid during maternity leave	64	Percentage of wages paid during maternity leave	674	San Marino	SMR	12.46329038	43.93841766	Europe and Northern America	15	At least 66.6%	100.0	PT	Percent	Amount: 100 per cent. Source: Social security.	2017
57	4	Percentage of wages paid during maternity leave	64	Percentage of wages paid during maternity leave	688	Serbia	SRB	20.805876	44.03145697	Europe and Northern America	15	At least 66.6%		PT	Percent	Amount: Maternity benefit: 100% of earnings are paid when the person was employed for at least 6 months; 60% if the person was employed for at least 3 but less than 6 months; 30% for person employed for less than 3 months. The benefit is paid monthly. Earnings in the last 12 months before the maternity leave period began are used to calculate benefits up to 5 times the national monthly average wage. The national monthly average wage is 46 457 dinars (March 2010). The minimum benefit is the monthly minimum wage. For a self-employed person the benefit is the average covered income in the last 3 months. The leave period for the first and second child begins 28 days before the expected date of childbirth and is paid for 365 days. The leave period for the third and each successive child is paid for 2 years. Maternity grant: The amount of the grant is determined by the Republic Health Insurance Fund. Source: Social security.	2017
57	4	Percentage of wages paid during maternity leave	64	Percentage of wages paid during maternity leave	705	Slovenia	SVN	14.82209486	46.11958061	Europe and Northern America	15	At least 66.6%	100.0	PT	Percent	Amount: 100 per cent of the income basis. The payment of parental benefits may not be higher than two and a half times the average monthly wage in the Republic of Slovenia determined on the grounds of the last official information on monthly wages except in case of maternity benefit. Source: Social security.	2017
57	4	Percentage of wages paid during maternity leave	64	Percentage of wages paid during maternity leave	724	Spain	ESP	-3.554078296	40.39211472	Europe and Northern America	15	At least 66.6%	100.0	PT	Percent	Amount: 100 per cent of the contribution basis for the whole duration of maternity leave. Source: Social Security System which is financed by different sources: contributions from the State the insured the employers interests fines and other income.	2017
57	4	Percentage of wages paid during maternity leave	64	Percentage of wages paid during maternity leave	752	Sweden	SWE	14.3775338	60.60103109	Europe and Northern America	15	At least 66.6%	80.0	PT	Percent	Amount: If the parents have been insured for at least 240 consecutive days 80 per cent of earnings (up to a ceiling) are paid for a total of 390 calendar days for both parents if they have joint custody of the child and 60 SEK per day for the remaining period of 90 calendar days. Otherwise the parents receive the basic level of cash benefits (180 SEK a day in 2006) for 390 calendar days and 60 SEK per day for the remaining period of 90 calendar days. Source: Parental benefits are paid by social insurance funds.	2017
57	4	Percentage of wages paid during maternity leave	64	Percentage of wages paid during maternity leave	756	Switzerland	CHE	8.223158	46.96617097	Europe and Northern America	15	At least 66.6%	80.0	PT	Percent	Amount: Female workers are entitled to a a maternity allowance equal to 80 % of the average income received before the entitlement to the allowance paid for 98 days (14 weeks) after the birth. The payment of the allowance will start on the childbirth regardless of the length of the pregnancy. If a female worker does not meet the qualifying conditions to be entitled to maternity leave allowances her salary will be paid by the employer according to art. 324 of the civil Code. If the child is stilborn or die after birth allowance remains due after 23 weeks of pregnancy. If the child remains hospitalized more than 3 weeks after confinement female workers may request the payment of maternity allowances to start the date the child returns home. Female workers employed by the Confederation are entitled to 4 month paid maternity leave based on 100% of the monthly wage preceeding the leave. If an optional insurance for loss of income arising out of pregnancy and childbirth has been taken out by the employer or the employee the amount of benefit agreed between the insurer and the insured person may not be less than the level of compensation for paid in the event of sickness. Source: Maternity allowance is funded by contributions to the plan allowance for loss of earnings (APG) collected in conjunction with the AVS. Are subject to the obligation to contribute employers employees independent people without gainful employment. The contribution rate is currently for active people 0.3% of gross salary. For employees the employer must pay half the contributions. Those not gainfully required to contribute between 14 and pay 300 francs a year. Governments do not participate in the financing of the maternity allowance.	2017
57	4	Percentage of wages paid during maternity leave	64	Percentage of wages paid during maternity leave	804	Ukraine	UKR	31.40270802	49.00735945	Europe and Northern America	15	At least 66.6%	100.0	PT	Percent	Amount: 100 per cent. Source: Social security.	2017
57	4	Percentage of wages paid during maternity leave	64	Percentage of wages paid during maternity leave	807	North Macedonia	MKD	21.7007909	41.60048068	Europe and Northern America	15	At least 66.6%	100.0	PT	Percent		2017
57	4	Percentage of wages paid during maternity leave	64	Percentage of wages paid during maternity leave	826	United Kingdom of Great Britain and Northern Ireland	GBR	-2.23830539	53.27691757	Europe and Northern America	15	At least 66.6%		PT	Percent	Amount: 90 per cent of the woman’s weekly earnings in respect of the first 6 weeks of maternity pay period and from week 6 to week 39 £123.06 or 90 per cent of the average weekly earnings whichever is lower (since April 2009). Source: Mixed. Employers pays the benefit but are entitled to recover 92% of the Statutory Paternity Pay they have paid.	2017
57	4	Percentage of wages paid during maternity leave	64	Percentage of wages paid during maternity leave	833	Isle of Man	IMN	-4.538190305	54.22880901	Europe and Northern America	15	At least 66.6%	90.0	PT	Percent		2017
57	4	Percentage of wages paid during maternity leave	64	Percentage of wages paid during maternity leave	12	Algeria	DZA	2.678164227	28.15940032	Northern Africa and Western Asia	15	At least 66.6%	100.0	PT	Percent	Amount: The female worker obliged to interrupt work because of the pregnancy has the right to a daily benefit during matertiny leave equal to a 100% of the regular wage she receives. Source: The financing of the social security benefits costs will be assured by a part of the compulsory contribution paid by both employers and employees determined by Title I of this Act.	2017
57	4	Percentage of wages paid during maternity leave	64	Percentage of wages paid during maternity leave	504	Morocco	MAR	-6.281942841	31.8440131	Northern Africa and Western Asia	15	At least 66.6%	66.7	PT	Percent	Amount: The daily benefit conceeded shall be equal to the average daily wage defined in the 2nd paragraph of art. 35. The benefit is due for every working day or not. The daily benefit shall be equal to 2/3 of the average daily wage defined below. It cannot be in any case lower than 2/3 of the legal minimum wage. The average daily wage over which the benefits shall be determined is obtained by dividing the total of salaries submited to contribution (to the social security) and received by the insured during the six months preceding the inital inability to work by the actual number of days worked during these 6 months. The average daily wage serving as basis for the calculation of the benefits due because of posteriors disabilities is obtained by dividing the total of salaries submited to contribution (to the social security) and received by the insured during the 3 or 2 months (or one civil month) preceeding the beginning of the inability to work by the actual number of days worked during this period. For that the highest average daily wage is to be considered. Once the inability to work is due an accident the insured has the right to 3 months of benefits in case of initial inability and less than a month in case of posterior inability. The average daily wage serving as basis for the calculation is obtained in each case by dividing the amount of salaries submited to contribution and received during the period he/she contributed (to the social security) by the actual number of days worked during the mentioned period. If the benefitiary keeps receiving his/her salary during the work interruption  the daily benefit is only due if the sum of the fraction of the maintained daily salary and the daily benefit does not exceed the average daily wage amount defined in art. 35. Source: The insured female worker who has contributed for 54 consecutive or not days during the 10 months preceding the time she stoped working because of the birth has the right to cash benefits from the date of the work stoppage for 14 weeks. From the mentioned period at least 7 weeks should be taken after the birth. The benefits are conditioned to the fact the she stops working during the above mentioned period. Besides that she must reside in Maroc. Subject to forclosure except in cases of force majeure the request of the daily benefits shall be made directly to the National Social Security Fund (Caisse Nationale de Sécurité Sociale) within nine months following the date the insured stopped working. Within the 30 days following the work interruption or the extension of this interruption  the insured shall send to the National Social Security Fund (Caisse Nationale de Sécurité Sociale) except in cases of force majeure a work’s interruption notice signed by a doctor and the employer using as specific form of which the model will be determined by the general director of the social security fund. In case this procedure is not followed the insured shall have his/her benefits suspended.	2017
57	4	Percentage of wages paid during maternity leave	64	Percentage of wages paid during maternity leave	818	Egypt	EGY	29.77468534	26.57438204	Northern Africa and Western Asia	15	At least 66.6%	100.0	PT	Percent	Amount: Compensation shall be equal to the worker’s comprehensive wage. However the employer may deprive her of the compensation for her comprehensive wage during the leave period or recover the amount paid if it is proved that she had worked during the leave for another employer. Source: Responsibility for financing the compensation for wages while on maternity leave is split between social insurance scheme and the employer. The social insurance scheme bears 75% of the cost and the employer bears 25%.	2017
57	4	Percentage of wages paid during maternity leave	64	Percentage of wages paid during maternity leave	242	Fiji	FJI	177.9660884	-17.83301566	Oceania, exc. Australia and New Zealand	15	At least 66.6%	100.0	PT	Percent	Amount: The woman will be entitled to the normal remuneration she would have received as if she had been at work for the first 3 births. For her fourth and subsequent births she will be entitled to only half the normal remuneration she would have received as if she had been at work. Source: The employer is liable for the maternity leave payments.	2017
57	4	Percentage of wages paid during maternity leave	64	Percentage of wages paid during maternity leave	24	Angola	AGO	17.57817062	-12.33724746	Sub-Saharan Africa	15	At least 66.6%	100.0	PT	Percent	Amount: The total amount of the cash benefits shall be of 100% of the average daily wage effectively registered in the last two months before the beginning of the leave but the months where the employee worked less than 20 days shall not be considered (in the calculation). Source: The employer shall pay the cash benefits in advance to the employee completing it until it reaches the total amount due if the female worker was in service. In this case the employer acquires the right to reimbursement before the social security system. The employer shall pay the maternity leave benefits and pre-maternity benefits within 30 days counting from the beginning of the leave.	2017
57	4	Percentage of wages paid during maternity leave	64	Percentage of wages paid during maternity leave	108	Burundi	BDI	29.89080992	-3.366387428	Sub-Saharan Africa	15	At least 66.6%	100.0	PT	Percent	Amount: 100 % of the wage. However the worker on maternity leave is entitled from the employer’s part to half of her monthly salary in cash at the time of the interruption as well as to all the in-kind payment she was entitled to before. The amount of the daily benefit to which the worker is entitled for the maternity leave is calculated on the basis of the worker’s monthly average salary and cannot be less than 2/3 of it for the daily benefit in cases of disease or accident and 50% in case of maternity. Source: The worker on maternity leave is taken care by the social security body to which her employer is affiliated with regards to medical care as well as to other benefits. The act regulating such body shall precise the modalities of application of this paragraph. However the worker on maternity leave is entitled from the employer's part to half of her monthly salary in cash at the time of the interruption as well as to all the in-kind payment she was entitled to before. The maternity leave benefits shall be paid for the duration of the leave and it is only due if the worker's salray has been suspended. The amount of the daily benefit to which the worker is entitled for the maternity leave is calculated on the basis of the worker's monthly average salary and cannot be less than 2/3 of it for the daily benefit in cases of disease or accident and 50% in case of maternity.	2017
57	4	Percentage of wages paid during maternity leave	64	Percentage of wages paid during maternity leave	120	Cameroon	CMR	12.7419827	5.692387031	Sub-Saharan Africa	15	At least 66.6%	100.0	PT	Percent	Amount: Prenantal allowances: two payments of 8.100 Cameroon Francs after each of the medical examinations. Maternity allowance: 100% of the amount of wages received before maternity leave for the period of maternity leave (e.g. 14 weeks). Maternity benefits are paid in one amount after birth or immediately when they are claimed. Source: The National Social Insurance Fund.	2017
