INDICATOR_LABEL	INDICATOR_ID	INDICATOR_DESC	MINSET_SERIES	MINSET_SERIES_DESC	REF_AREA	REF_AREA_DESC	ISO3	X	Y	SDG_REGION	TIME_PERIOD	TIME_DETAIL	SEX	SEX_DESC	OBS_VALUE	UNIT_MEASURE	UNIT_MEASURE_DESC	NATURE	NATURE_DESC	REPORTING_TYPE	REPORTING_TYPE_DESC	COMMENT_OBS	SOURCE_DETAIL	SOURCE_YEAR	sort_order	SDG_SeriesID	ILO_SeriesID	UNESCO_SeriesID	TSK_sub_dims	TSK_sub_id	TSK_sub_desc	isLatestValue
I.18	Ib8e91664	Proportion of individuals who own a mobile telephone, by sex	Sb8e91664	Proportion of individuals who own a mobile telephone, by sex	48	Bahrain	BHR	50.5490754	26.04407747	Northern Africa and Western Asia	2017	2017	_T	Both sexes or no breakdown by sex	100.0	PT	Percent	C	Country Data	G	Global	Population age 15+	Information and E-Government Authority	2021	3000	IT_MOB_OWN			SEX	_T	Both sexes or no breakdown by sex	False
I.18	Ib8e91664	Proportion of individuals who own a mobile telephone, by sex	Sb8e91664	Proportion of individuals who own a mobile telephone, by sex	48	Bahrain	BHR	50.5490754	26.04407747	Northern Africa and Western Asia	2018	2018	_T	Both sexes or no breakdown by sex	100.0	PT	Percent	C	Country Data	G	Global	Population age 15+	Information and E-Government Authority	2021	3000	IT_MOB_OWN			SEX	_T	Both sexes or no breakdown by sex	False
I.18	Ib8e91664	Proportion of individuals who own a mobile telephone, by sex	Sb8e91664	Proportion of individuals who own a mobile telephone, by sex	48	Bahrain	BHR	50.5490754	26.04407747	Northern Africa and Western Asia	2019	2019	_T	Both sexes or no breakdown by sex	100.0	PT	Percent	C	Country Data	G	Global	Population age 15+	Telecommunications Regulatory Authority (TRA)	2021	3000	IT_MOB_OWN			SEX	_T	Both sexes or no breakdown by sex	True
I.18	Ib8e91664	Proportion of individuals who own a mobile telephone, by sex	Sb8e91664	Proportion of individuals who own a mobile telephone, by sex	50	Bangladesh	BGD	89.17660788	22.86961622	Central and Southern Asia	2017	2017	_T	Both sexes or no breakdown by sex	42.51	PT	Percent	C	Country Data	G	Global		Bangladesh Bureau of Statistics	2021	3000	IT_MOB_OWN			SEX	_T	Both sexes or no breakdown by sex	False
I.18	Ib8e91664	Proportion of individuals who own a mobile telephone, by sex	Sb8e91664	Proportion of individuals who own a mobile telephone, by sex	50	Bangladesh	BGD	89.17660788	22.86961622	Central and Southern Asia	2019	2019	_T	Both sexes or no breakdown by sex	71.4	PT	Percent	C	Country Data	G	Global		Bangladesh Bureau of Statistics(BBS)	2021	3000	IT_MOB_OWN			SEX	_T	Both sexes or no breakdown by sex	True
I.18	Ib8e91664	Proportion of individuals who own a mobile telephone, by sex	Sb8e91664	Proportion of individuals who own a mobile telephone, by sex	51	Armenia	ARM	44.93839317	40.29499741	Northern Africa and Western Asia	2017	2017	_T	Both sexes or no breakdown by sex	72.61	PT	Percent	C	Country Data	G	Global		The Statistical Committee of the Republic of Armenia	2021	3000	IT_MOB_OWN			SEX	_T	Both sexes or no breakdown by sex	False
I.18	Ib8e91664	Proportion of individuals who own a mobile telephone, by sex	Sb8e91664	Proportion of individuals who own a mobile telephone, by sex	51	Armenia	ARM	44.93839317	40.29499741	Northern Africa and Western Asia	2018	2018	_T	Both sexes or no breakdown by sex	76.43	PT	Percent	C	Country Data	G	Global		The Statistical Committee of the Republic of Armenia	2021	3000	IT_MOB_OWN			SEX	_T	Both sexes or no breakdown by sex	True
I.18	Ib8e91664	Proportion of individuals who own a mobile telephone, by sex	Sb8e91664	Proportion of individuals who own a mobile telephone, by sex	76	Brazil	BRA	-53.08432878	-10.77668561	Latin America and the Caribbean	2014	2014	_T	Both sexes or no breakdown by sex	84.35	PT	Percent	C	Country Data	G	Global		Brazilian Internet Steering Committee	2021	3000	IT_MOB_OWN			SEX	_T	Both sexes or no breakdown by sex	False
I.18	Ib8e91664	Proportion of individuals who own a mobile telephone, by sex	Sb8e91664	Proportion of individuals who own a mobile telephone, by sex	76	Brazil	BRA	-53.08432878	-10.77668561	Latin America and the Caribbean	2015	2015	_T	Both sexes or no breakdown by sex	83.89	PT	Percent	C	Country Data	G	Global		Brazilian Internet Steering Committee	2021	3000	IT_MOB_OWN			SEX	_T	Both sexes or no breakdown by sex	False
I.18	Ib8e91664	Proportion of individuals who own a mobile telephone, by sex	Sb8e91664	Proportion of individuals who own a mobile telephone, by sex	76	Brazil	BRA	-53.08432878	-10.77668561	Latin America and the Caribbean	2016	2016	_T	Both sexes or no breakdown by sex	82.89	PT	Percent	C	Country Data	G	Global		Brazilian Internet Steering Committee	2021	3000	IT_MOB_OWN			SEX	_T	Both sexes or no breakdown by sex	False
I.18	Ib8e91664	Proportion of individuals who own a mobile telephone, by sex	Sb8e91664	Proportion of individuals who own a mobile telephone, by sex	76	Brazil	BRA	-53.08432878	-10.77668561	Latin America and the Caribbean	2017	2017	_T	Both sexes or no breakdown by sex	83.1	PT	Percent	C	Country Data	G	Global		Brazilian Institute of Geography and Statistics	2021	3000	IT_MOB_OWN			SEX	_T	Both sexes or no breakdown by sex	False
I.18	Ib8e91664	Proportion of individuals who own a mobile telephone, by sex	Sb8e91664	Proportion of individuals who own a mobile telephone, by sex	76	Brazil	BRA	-53.08432878	-10.77668561	Latin America and the Caribbean	2018	2018	_T	Both sexes or no breakdown by sex	83.02	PT	Percent	C	Country Data	G	Global		Brazilian Institute of Geography and Statistics	2021	3000	IT_MOB_OWN			SEX	_T	Both sexes or no breakdown by sex	False
I.18	Ib8e91664	Proportion of individuals who own a mobile telephone, by sex	Sb8e91664	Proportion of individuals who own a mobile telephone, by sex	76	Brazil	BRA	-53.08432878	-10.77668561	Latin America and the Caribbean	2019	2019	_T	Both sexes or no breakdown by sex	84.52	PT	Percent	C	Country Data	G	Global		NIC.br	2021	3000	IT_MOB_OWN			SEX	_T	Both sexes or no breakdown by sex	True
I.18	Ib8e91664	Proportion of individuals who own a mobile telephone, by sex	Sb8e91664	Proportion of individuals who own a mobile telephone, by sex	92	British Virgin Islands	VGB	-64.63294223	18.42256578	Latin America and the Caribbean	2016	2016	_T	Both sexes or no breakdown by sex	76.91	PT	Percent	C	Country Data	G	Global		Telecommunications Regulatory Commission	2021	3000	IT_MOB_OWN			SEX	_T	Both sexes or no breakdown by sex	False
I.18	Ib8e91664	Proportion of individuals who own a mobile telephone, by sex	Sb8e91664	Proportion of individuals who own a mobile telephone, by sex	92	British Virgin Islands	VGB	-64.63294223	18.42256578	Latin America and the Caribbean	2017	2017	_T	Both sexes or no breakdown by sex	76.9	PT	Percent	C	Country Data	G	Global		Telecommunications Regulatory Commission	2021	3000	IT_MOB_OWN			SEX	_T	Both sexes or no breakdown by sex	True
I.18	Ib8e91664	Proportion of individuals who own a mobile telephone, by sex	Sb8e91664	Proportion of individuals who own a mobile telephone, by sex	96	Brunei Darussalam	BRN	114.6288563	4.49736984	Eastern and South-Eastern Asia	2016	2016	_T	Both sexes or no breakdown by sex	99.0	PT	Percent	C	Country Data	G	Global	Population age 15+	Authority for Info-communications Technology Industry of Brunei Darussalam	2021	3000	IT_MOB_OWN			SEX	_T	Both sexes or no breakdown by sex	False
I.18	Ib8e91664	Proportion of individuals who own a mobile telephone, by sex	Sb8e91664	Proportion of individuals who own a mobile telephone, by sex	96	Brunei Darussalam	BRN	114.6288563	4.49736984	Eastern and South-Eastern Asia	2019	2019	_T	Both sexes or no breakdown by sex	94.0	PT	Percent	C	Country Data	G	Global		Authority for Info-communications Technology Industry of Brunei Darussalam	2021	3000	IT_MOB_OWN			SEX	_T	Both sexes or no breakdown by sex	True
I.18	Ib8e91664	Proportion of individuals who own a mobile telephone, by sex	Sb8e91664	Proportion of individuals who own a mobile telephone, by sex	104	Myanmar	MMR	96.51752295	21.19332882	Eastern and South-Eastern Asia	2017	2017	_T	Both sexes or no breakdown by sex	62.29	PT	Percent	C	Country Data	G	Global		Central Statistical Organization	2021	3000	IT_MOB_OWN			SEX	_T	Both sexes or no breakdown by sex	True
I.18	Ib8e91664	Proportion of individuals who own a mobile telephone, by sex	Sb8e91664	Proportion of individuals who own a mobile telephone, by sex	108	Burundi	BDI	29.89080992	-3.366387428	Sub-Saharan Africa	2014	2014	_T	Both sexes or no breakdown by sex	11.43	PT	Percent	C	Country Data	G	Global		Institut de Statistiques et d'tudes Economiques	2021	3000	IT_MOB_OWN			SEX	_T	Both sexes or no breakdown by sex	False
I.18	Ib8e91664	Proportion of individuals who own a mobile telephone, by sex	Sb8e91664	Proportion of individuals who own a mobile telephone, by sex	108	Burundi	BDI	29.89080992	-3.366387428	Sub-Saharan Africa	2017	2017	_T	Both sexes or no breakdown by sex	18.38	PT	Percent	C	Country Data	G	Global		Institut de Statistiques et d'tudes Economiques	2021	3000	IT_MOB_OWN			SEX	_T	Both sexes or no breakdown by sex	True
I.18	Ib8e91664	Proportion of individuals who own a mobile telephone, by sex	Sb8e91664	Proportion of individuals who own a mobile telephone, by sex	112	Belarus	BLR	28.04940161	53.54193075	Europe and Northern America	2017	2017	_T	Both sexes or no breakdown by sex	93.49	PT	Percent	C	Country Data	G	Global		National Statistical Committee of the Republic of Belarus (Belstat)	2021	3000	IT_MOB_OWN			SEX	_T	Both sexes or no breakdown by sex	False
I.18	Ib8e91664	Proportion of individuals who own a mobile telephone, by sex	Sb8e91664	Proportion of individuals who own a mobile telephone, by sex	112	Belarus	BLR	28.04940161	53.54193075	Europe and Northern America	2018	2018	_T	Both sexes or no breakdown by sex	94.84	PT	Percent	C	Country Data	G	Global		National Statistical Committee of the Republic of Belarus (Belstat)	2021	3000	IT_MOB_OWN			SEX	_T	Both sexes or no breakdown by sex	False
I.18	Ib8e91664	Proportion of individuals who own a mobile telephone, by sex	Sb8e91664	Proportion of individuals who own a mobile telephone, by sex	112	Belarus	BLR	28.04940161	53.54193075	Europe and Northern America	2019	2019	_T	Both sexes or no breakdown by sex	95.26	PT	Percent	C	Country Data	G	Global		Национальный статистический комитет Республики Беларусь	2021	3000	IT_MOB_OWN			SEX	_T	Both sexes or no breakdown by sex	True
I.18	Ib8e91664	Proportion of individuals who own a mobile telephone, by sex	Sb8e91664	Proportion of individuals who own a mobile telephone, by sex	116	Cambodia	KHM	104.922836	12.71163737	Eastern and South-Eastern Asia	2017	2017	_T	Both sexes or no breakdown by sex	26.32	PT	Percent	C	Country Data	G	Global		National Institute of Statistics	2021	3000	IT_MOB_OWN			SEX	_T	Both sexes or no breakdown by sex	False
I.18	Ib8e91664	Proportion of individuals who own a mobile telephone, by sex	Sb8e91664	Proportion of individuals who own a mobile telephone, by sex	116	Cambodia	KHM	104.922836	12.71163737	Eastern and South-Eastern Asia	2018	2018	_T	Both sexes or no breakdown by sex	32.68	PT	Percent	C	Country Data	G	Global		National Institute of Statistics	2021	3000	IT_MOB_OWN			SEX	_T	Both sexes or no breakdown by sex	True
I.18	Ib8e91664	Proportion of individuals who own a mobile telephone, by sex	Sb8e91664	Proportion of individuals who own a mobile telephone, by sex	120	Cameroon	CMR	12.7419827	5.692387031	Sub-Saharan Africa	2014	2014	_T	Both sexes or no breakdown by sex	75.37	PT	Percent	C	Country Data	G	Global		Institut National de la Statistique	2021	3000	IT_MOB_OWN			SEX	_T	Both sexes or no breakdown by sex	True
I.18	Ib8e91664	Proportion of individuals who own a mobile telephone, by sex	Sb8e91664	Proportion of individuals who own a mobile telephone, by sex	132	Cabo Verde	CPV	-23.63544151	15.07791834	Sub-Saharan Africa	2015	2015	_T	Both sexes or no breakdown by sex	71.04	PT	Percent	C	Country Data	G	Global		Instituto Nacional de Estatística	2021	3000	IT_MOB_OWN			SEX	_T	Both sexes or no breakdown by sex	False
I.18	Ib8e91664	Proportion of individuals who own a mobile telephone, by sex	Sb8e91664	Proportion of individuals who own a mobile telephone, by sex	132	Cabo Verde	CPV	-23.63544151	15.07791834	Sub-Saharan Africa	2016	2016	_T	Both sexes or no breakdown by sex	72.39	PT	Percent	C	Country Data	G	Global		Instituto Nacional de Estatística	2021	3000	IT_MOB_OWN			SEX	_T	Both sexes or no breakdown by sex	False
I.18	Ib8e91664	Proportion of individuals who own a mobile telephone, by sex	Sb8e91664	Proportion of individuals who own a mobile telephone, by sex	132	Cabo Verde	CPV	-23.63544151	15.07791834	Sub-Saharan Africa	2017	2017	_T	Both sexes or no breakdown by sex	74.21	PT	Percent	C	Country Data	G	Global		Instituto Nacional de Estatística	2021	3000	IT_MOB_OWN			SEX	_T	Both sexes or no breakdown by sex	False
I.18	Ib8e91664	Proportion of individuals who own a mobile telephone, by sex	Sb8e91664	Proportion of individuals who own a mobile telephone, by sex	132	Cabo Verde	CPV	-23.63544151	15.07791834	Sub-Saharan Africa	2019	2019	_T	Both sexes or no breakdown by sex	71.68	PT	Percent	C	Country Data	G	Global		INSTITUTO NACIONAL DE ESTATISTICA	2021	3000	IT_MOB_OWN			SEX	_T	Both sexes or no breakdown by sex	True
I.18	Ib8e91664	Proportion of individuals who own a mobile telephone, by sex	Sb8e91664	Proportion of individuals who own a mobile telephone, by sex	152	Chile	CHL	-71.23029019	-35.2652885	Latin America and the Caribbean	2016	2016	_T	Both sexes or no breakdown by sex	95.32	PT	Percent	C	Country Data	G	Global		Subsecretaría de Telecomunicaciones	2021	3000	IT_MOB_OWN			SEX	_T	Both sexes or no breakdown by sex	False
I.18	Ib8e91664	Proportion of individuals who own a mobile telephone, by sex	Sb8e91664	Proportion of individuals who own a mobile telephone, by sex	152	Chile	CHL	-71.23029019	-35.2652885	Latin America and the Caribbean	2017	2017	_T	Both sexes or no breakdown by sex	92.01	PT	Percent	C	Country Data	G	Global		Subsecretaría de Telecomunicaciones	2021	3000	IT_MOB_OWN			SEX	_T	Both sexes or no breakdown by sex	True
I.18	Ib8e91664	Proportion of individuals who own a mobile telephone, by sex	Sb8e91664	Proportion of individuals who own a mobile telephone, by sex	156	China	CHN	104.1403375	32.30955217	Eastern and South-Eastern Asia	2017	2017	_T	Both sexes or no breakdown by sex	97.55	PT	Percent	C	Country Data	G	Global		National Communications Commission	2021	3000	IT_MOB_OWN			SEX	_T	Both sexes or no breakdown by sex	False
I.18	Ib8e91664	Proportion of individuals who own a mobile telephone, by sex	Sb8e91664	Proportion of individuals who own a mobile telephone, by sex	156	China	CHN	104.1403375	32.30955217	Eastern and South-Eastern Asia	2018	2018	_T	Both sexes or no breakdown by sex	95.6	PT	Percent	C	Country Data	G	Global		National Communications Commission	2021	3000	IT_MOB_OWN			SEX	_T	Both sexes or no breakdown by sex	False
I.18	Ib8e91664	Proportion of individuals who own a mobile telephone, by sex	Sb8e91664	Proportion of individuals who own a mobile telephone, by sex	156	China	CHN	104.1403375	32.30955217	Eastern and South-Eastern Asia	2019	2019	_T	Both sexes or no breakdown by sex	96.14	PT	Percent	C	Country Data	G	Global		National Communications Commission	2021	3000	IT_MOB_OWN			SEX	_T	Both sexes or no breakdown by sex	False
I.18	Ib8e91664	Proportion of individuals who own a mobile telephone, by sex	Sb8e91664	Proportion of individuals who own a mobile telephone, by sex	156	China	CHN	104.1403375	32.30955217	Eastern and South-Eastern Asia	2020	2020	_T	Both sexes or no breakdown by sex	64.07	PT	Percent	C	Country Data	G	Global		National Bureau of Statistics of China	2021	3000	IT_MOB_OWN			SEX	_T	Both sexes or no breakdown by sex	True
I.18	Ib8e91664	Proportion of individuals who own a mobile telephone, by sex	Sb8e91664	Proportion of individuals who own a mobile telephone, by sex	170	Colombia	COL	-73.07446751	3.888209046	Latin America and the Caribbean	2014	2014	_T	Both sexes or no breakdown by sex	69.32	PT	Percent	C	Country Data	G	Global		Departamento Administrativo Nacional de Estadistica (DANE)	2021	3000	IT_MOB_OWN			SEX	_T	Both sexes or no breakdown by sex	False
I.18	Ib8e91664	Proportion of individuals who own a mobile telephone, by sex	Sb8e91664	Proportion of individuals who own a mobile telephone, by sex	170	Colombia	COL	-73.07446751	3.888209046	Latin America and the Caribbean	2015	2015	_T	Both sexes or no breakdown by sex	71.47	PT	Percent	C	Country Data	G	Global		Departamento Administrativo Nacional de Estadistica (DANE)	2021	3000	IT_MOB_OWN			SEX	_T	Both sexes or no breakdown by sex	False
I.18	Ib8e91664	Proportion of individuals who own a mobile telephone, by sex	Sb8e91664	Proportion of individuals who own a mobile telephone, by sex	170	Colombia	COL	-73.07446751	3.888209046	Latin America and the Caribbean	2016	2016	_T	Both sexes or no breakdown by sex	72.06	PT	Percent	C	Country Data	G	Global		Departamento Administrativo Nacional de Estadistica (DANE)	2021	3000	IT_MOB_OWN			SEX	_T	Both sexes or no breakdown by sex	False
I.18	Ib8e91664	Proportion of individuals who own a mobile telephone, by sex	Sb8e91664	Proportion of individuals who own a mobile telephone, by sex	170	Colombia	COL	-73.07446751	3.888209046	Latin America and the Caribbean	2017	2017	_T	Both sexes or no breakdown by sex	73.15	PT	Percent	C	Country Data	G	Global		Departamento Administrativo Nacional de Estadistica (DANE)	2021	3000	IT_MOB_OWN			SEX	_T	Both sexes or no breakdown by sex	False
I.18	Ib8e91664	Proportion of individuals who own a mobile telephone, by sex	Sb8e91664	Proportion of individuals who own a mobile telephone, by sex	170	Colombia	COL	-73.07446751	3.888209046	Latin America and the Caribbean	2018	2018	_T	Both sexes or no breakdown by sex	72.16	PT	Percent	C	Country Data	G	Global		Departamento Administrativo Nacional de Estadistica (DANE)	2021	3000	IT_MOB_OWN			SEX	_T	Both sexes or no breakdown by sex	False
I.18	Ib8e91664	Proportion of individuals who own a mobile telephone, by sex	Sb8e91664	Proportion of individuals who own a mobile telephone, by sex	170	Colombia	COL	-73.07446751	3.888209046	Latin America and the Caribbean	2019	2019	_T	Both sexes or no breakdown by sex	73.06	PT	Percent	C	Country Data	G	Global		Departamento Administrativo Nacional de Estadistica (DANE)	2021	3000	IT_MOB_OWN			SEX	_T	Both sexes or no breakdown by sex	True
I.18	Ib8e91664	Proportion of individuals who own a mobile telephone, by sex	Sb8e91664	Proportion of individuals who own a mobile telephone, by sex	188	Costa Rica	CRI	-84.19712782	9.970998683	Latin America and the Caribbean	2015	2015	_T	Both sexes or no breakdown by sex	86.02	PT	Percent	C	Country Data	G	Global		Instituto Nacional de Estadisticas y Censos	2021	3000	IT_MOB_OWN			SEX	_T	Both sexes or no breakdown by sex	True
I.18	Ib8e91664	Proportion of individuals who own a mobile telephone, by sex	Sb8e91664	Proportion of individuals who own a mobile telephone, by sex	192	Cuba	CUB	-79.54460144	22.10030366	Latin America and the Caribbean	2014	2014	_T	Both sexes or no breakdown by sex	24.13	PT	Percent	C	Country Data	G	Global		Oficina Nacional de Estadisticas e Informacion	2021	3000	IT_MOB_OWN			SEX	_T	Both sexes or no breakdown by sex	False
I.18	Ib8e91664	Proportion of individuals who own a mobile telephone, by sex	Sb8e91664	Proportion of individuals who own a mobile telephone, by sex	192	Cuba	CUB	-79.54460144	22.10030366	Latin America and the Caribbean	2015	2015	_T	Both sexes or no breakdown by sex	31.92	PT	Percent	C	Country Data	G	Global		Oficina Nacional de Estadisticas e Informacion	2021	3000	IT_MOB_OWN			SEX	_T	Both sexes or no breakdown by sex	False
I.18	Ib8e91664	Proportion of individuals who own a mobile telephone, by sex	Sb8e91664	Proportion of individuals who own a mobile telephone, by sex	192	Cuba	CUB	-79.54460144	22.10030366	Latin America and the Caribbean	2016	2016	_T	Both sexes or no breakdown by sex	37.97	PT	Percent	C	Country Data	G	Global		Oficina Nacional de Estadisticas e Informacion	2021	3000	IT_MOB_OWN			SEX	_T	Both sexes or no breakdown by sex	False
I.18	Ib8e91664	Proportion of individuals who own a mobile telephone, by sex	Sb8e91664	Proportion of individuals who own a mobile telephone, by sex	192	Cuba	CUB	-79.54460144	22.10030366	Latin America and the Caribbean	2019	2019	_T	Both sexes or no breakdown by sex	54.95	PT	Percent	C	Country Data	G	Global		Oficina Nacional de Estadisticas e Informacion	2021	3000	IT_MOB_OWN			SEX	_T	Both sexes or no breakdown by sex	True
I.18	Ib8e91664	Proportion of individuals who own a mobile telephone, by sex	Sb8e91664	Proportion of individuals who own a mobile telephone, by sex	196	Cyprus	CYP	33.22285964	35.05659437	Northern Africa and Western Asia	2014	2014	_T	Both sexes or no breakdown by sex	96.65	PT	Percent	C	Country Data	G	Global		Statistical Service of Cyprus	2021	3000	IT_MOB_OWN			SEX	_T	Both sexes or no breakdown by sex	False
I.18	Ib8e91664	Proportion of individuals who own a mobile telephone, by sex	Sb8e91664	Proportion of individuals who own a mobile telephone, by sex	196	Cyprus	CYP	33.22285964	35.05659437	Northern Africa and Western Asia	2015	2015	_T	Both sexes or no breakdown by sex	97.88	PT	Percent	C	Country Data	G	Global		Statistical Service of Cyprus	2021	3000	IT_MOB_OWN			SEX	_T	Both sexes or no breakdown by sex	False
I.18	Ib8e91664	Proportion of individuals who own a mobile telephone, by sex	Sb8e91664	Proportion of individuals who own a mobile telephone, by sex	196	Cyprus	CYP	33.22285964	35.05659437	Northern Africa and Western Asia	2016	2016	_T	Both sexes or no breakdown by sex	94.65	PT	Percent	C	Country Data	G	Global		Statistical Service of Cyprus	2021	3000	IT_MOB_OWN			SEX	_T	Both sexes or no breakdown by sex	False
I.18	Ib8e91664	Proportion of individuals who own a mobile telephone, by sex	Sb8e91664	Proportion of individuals who own a mobile telephone, by sex	196	Cyprus	CYP	33.22285964	35.05659437	Northern Africa and Western Asia	2017	2017	_T	Both sexes or no breakdown by sex	99.4	PT	Percent	C	Country Data	G	Global	Population age 16-74	Statistical Service of Cyprus	2021	3000	IT_MOB_OWN			SEX	_T	Both sexes or no breakdown by sex	False
I.18	Ib8e91664	Proportion of individuals who own a mobile telephone, by sex	Sb8e91664	Proportion of individuals who own a mobile telephone, by sex	196	Cyprus	CYP	33.22285964	35.05659437	Northern Africa and Western Asia	2018	2018	_T	Both sexes or no breakdown by sex	98.64	PT	Percent	C	Country Data	G	Global	Population age 16-74	Statistical Service of Cyprus	2021	3000	IT_MOB_OWN			SEX	_T	Both sexes or no breakdown by sex	True
I.18	Ib8e91664	Proportion of individuals who own a mobile telephone, by sex	Sb8e91664	Proportion of individuals who own a mobile telephone, by sex	203	Czechia	CZE	15.33151382	49.73913871	Europe and Northern America	2014	2014	_T	Both sexes or no breakdown by sex	96.83	PT	Percent	C	Country Data	G	Global		Czech Statistical Office	2021	3000	IT_MOB_OWN			SEX	_T	Both sexes or no breakdown by sex	False
I.18	Ib8e91664	Proportion of individuals who own a mobile telephone, by sex	Sb8e91664	Proportion of individuals who own a mobile telephone, by sex	203	Czechia	CZE	15.33151382	49.73913871	Europe and Northern America	2015	2015	_T	Both sexes or no breakdown by sex	97.01	PT	Percent	C	Country Data	G	Global		Czech Statistical Office	2021	3000	IT_MOB_OWN			SEX	_T	Both sexes or no breakdown by sex	False
