INDICATOR_LABEL	INDICATOR_ID	INDICATOR_DESC	MINSET_SERIES	MINSET_SERIES_DESC	REF_AREA	REF_AREA_DESC	ISO3	X	Y	SDG_REGION	TIME_PERIOD	SEX	SEX_DESC	AGE	AGE_DESC	OBS_VALUE	UNIT_MEASURE	UNIT_MEASURE_DESC	NATURE	NATURE_DESC	REPORTING_TYPE	REPORTING_TYPE_DESC	COMMENT_OBS	SOURCE_DETAIL	SOURCE_YEAR	sort_order	SDG_SeriesID	ILO_SeriesID	UNESCO_SeriesID	TSK_sub_dims	TSK_sub_id	TSK_sub_desc	isLatestValue
I.7	I57821c41	Proportion of youth (aged 15-24 years) not in education, employment or training	S51781c19	Proportion of youth not in education, employment or training, by sex and age	1	World					2018	M	Male	Y15T24	15 to 24 years old	13.7	PT	Percent	M	Modelled	G	Global		ILO modelled estimates, November 2020, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	2021	1000	SL_TLF_NEET			SEX__AGE	M__Y15T24	Male, 15 to 24 years old	False
I.7	I57821c41	Proportion of youth (aged 15-24 years) not in education, employment or training	S51781c19	Proportion of youth not in education, employment or training, by sex and age	1	World					2019	M	Male	Y15T24	15 to 24 years old	14.0	PT	Percent	M	Modelled	G	Global		ILO modelled estimates, November 2020, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	2021	1000	SL_TLF_NEET			SEX__AGE	M__Y15T24	Male, 15 to 24 years old	True
I.7	I57821c41	Proportion of youth (aged 15-24 years) not in education, employment or training	S51781c19	Proportion of youth not in education, employment or training, by sex and age	1	World					2005	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	22.8	PT	Percent	M	Modelled	G	Global		ILO modelled estimates, November 2020, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	2021	1000	SL_TLF_NEET			SEX__AGE	_T__Y15T24	Both sexes or no breakdown by sex, 15 to 24 years old	False
I.7	I57821c41	Proportion of youth (aged 15-24 years) not in education, employment or training	S51781c19	Proportion of youth not in education, employment or training, by sex and age	1	World					2006	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	22.7	PT	Percent	M	Modelled	G	Global		ILO modelled estimates, November 2020, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	2021	1000	SL_TLF_NEET			SEX__AGE	_T__Y15T24	Both sexes or no breakdown by sex, 15 to 24 years old	False
I.7	I57821c41	Proportion of youth (aged 15-24 years) not in education, employment or training	S51781c19	Proportion of youth not in education, employment or training, by sex and age	1	World					2007	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	22.5	PT	Percent	M	Modelled	G	Global		ILO modelled estimates, November 2020, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	2021	1000	SL_TLF_NEET			SEX__AGE	_T__Y15T24	Both sexes or no breakdown by sex, 15 to 24 years old	False
I.7	I57821c41	Proportion of youth (aged 15-24 years) not in education, employment or training	S51781c19	Proportion of youth not in education, employment or training, by sex and age	1	World					2008	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	22.4	PT	Percent	M	Modelled	G	Global		ILO modelled estimates, November 2020, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	2021	1000	SL_TLF_NEET			SEX__AGE	_T__Y15T24	Both sexes or no breakdown by sex, 15 to 24 years old	False
I.7	I57821c41	Proportion of youth (aged 15-24 years) not in education, employment or training	S51781c19	Proportion of youth not in education, employment or training, by sex and age	1	World					2009	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	22.7	PT	Percent	M	Modelled	G	Global		ILO modelled estimates, November 2020, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	2021	1000	SL_TLF_NEET			SEX__AGE	_T__Y15T24	Both sexes or no breakdown by sex, 15 to 24 years old	False
I.7	I57821c41	Proportion of youth (aged 15-24 years) not in education, employment or training	S51781c19	Proportion of youth not in education, employment or training, by sex and age	1	World					2010	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	22.7	PT	Percent	M	Modelled	G	Global		ILO modelled estimates, November 2020, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	2021	1000	SL_TLF_NEET			SEX__AGE	_T__Y15T24	Both sexes or no breakdown by sex, 15 to 24 years old	False
I.7	I57821c41	Proportion of youth (aged 15-24 years) not in education, employment or training	S51781c19	Proportion of youth not in education, employment or training, by sex and age	1	World					2011	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	22.5	PT	Percent	M	Modelled	G	Global		ILO modelled estimates, November 2020, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	2021	1000	SL_TLF_NEET			SEX__AGE	_T__Y15T24	Both sexes or no breakdown by sex, 15 to 24 years old	False
I.7	I57821c41	Proportion of youth (aged 15-24 years) not in education, employment or training	S51781c19	Proportion of youth not in education, employment or training, by sex and age	1	World					2012	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	22.4	PT	Percent	M	Modelled	G	Global		ILO modelled estimates, November 2020, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	2021	1000	SL_TLF_NEET			SEX__AGE	_T__Y15T24	Both sexes or no breakdown by sex, 15 to 24 years old	False
I.7	I57821c41	Proportion of youth (aged 15-24 years) not in education, employment or training	S51781c19	Proportion of youth not in education, employment or training, by sex and age	1	World					2013	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	22.5	PT	Percent	M	Modelled	G	Global		ILO modelled estimates, November 2020, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	2021	1000	SL_TLF_NEET			SEX__AGE	_T__Y15T24	Both sexes or no breakdown by sex, 15 to 24 years old	False
I.7	I57821c41	Proportion of youth (aged 15-24 years) not in education, employment or training	S51781c19	Proportion of youth not in education, employment or training, by sex and age	1	World					2014	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	22.3	PT	Percent	M	Modelled	G	Global		ILO modelled estimates, November 2020, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	2021	1000	SL_TLF_NEET			SEX__AGE	_T__Y15T24	Both sexes or no breakdown by sex, 15 to 24 years old	False
I.7	I57821c41	Proportion of youth (aged 15-24 years) not in education, employment or training	S51781c19	Proportion of youth not in education, employment or training, by sex and age	1	World					2015	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	22.2	PT	Percent	M	Modelled	G	Global		ILO modelled estimates, November 2020, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	2021	1000	SL_TLF_NEET			SEX__AGE	_T__Y15T24	Both sexes or no breakdown by sex, 15 to 24 years old	False
I.7	I57821c41	Proportion of youth (aged 15-24 years) not in education, employment or training	S51781c19	Proportion of youth not in education, employment or training, by sex and age	1	World					2016	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	22.2	PT	Percent	M	Modelled	G	Global		ILO modelled estimates, November 2020, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	2021	1000	SL_TLF_NEET			SEX__AGE	_T__Y15T24	Both sexes or no breakdown by sex, 15 to 24 years old	False
I.7	I57821c41	Proportion of youth (aged 15-24 years) not in education, employment or training	S51781c19	Proportion of youth not in education, employment or training, by sex and age	1	World					2017	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	22.2	PT	Percent	M	Modelled	G	Global		ILO modelled estimates, November 2020, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	2021	1000	SL_TLF_NEET			SEX__AGE	_T__Y15T24	Both sexes or no breakdown by sex, 15 to 24 years old	False
I.7	I57821c41	Proportion of youth (aged 15-24 years) not in education, employment or training	S51781c19	Proportion of youth not in education, employment or training, by sex and age	1	World					2018	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	22.1	PT	Percent	M	Modelled	G	Global		ILO modelled estimates, November 2020, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	2021	1000	SL_TLF_NEET			SEX__AGE	_T__Y15T24	Both sexes or no breakdown by sex, 15 to 24 years old	False
I.7	I57821c41	Proportion of youth (aged 15-24 years) not in education, employment or training	S51781c19	Proportion of youth not in education, employment or training, by sex and age	1	World					2019	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	22.3	PT	Percent	M	Modelled	G	Global		ILO modelled estimates, November 2020, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	2021	1000	SL_TLF_NEET			SEX__AGE	_T__Y15T24	Both sexes or no breakdown by sex, 15 to 24 years old	True
I.7	I57821c41	Proportion of youth (aged 15-24 years) not in education, employment or training	S51781c19	Proportion of youth not in education, employment or training, by sex and age	1	World					2005	F	Female	Y15T24	15 to 24 years old	32.3	PT	Percent	M	Modelled	G	Global		ILO modelled estimates, November 2020, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	2021	1000	SL_TLF_NEET			SEX__AGE	F__Y15T24	Female, 15 to 24 years old	False
I.7	I57821c41	Proportion of youth (aged 15-24 years) not in education, employment or training	S51781c19	Proportion of youth not in education, employment or training, by sex and age	1	World					2006	F	Female	Y15T24	15 to 24 years old	32.4	PT	Percent	M	Modelled	G	Global		ILO modelled estimates, November 2020, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	2021	1000	SL_TLF_NEET			SEX__AGE	F__Y15T24	Female, 15 to 24 years old	False
I.7	I57821c41	Proportion of youth (aged 15-24 years) not in education, employment or training	S51781c19	Proportion of youth not in education, employment or training, by sex and age	1	World					2007	F	Female	Y15T24	15 to 24 years old	32.1	PT	Percent	M	Modelled	G	Global		ILO modelled estimates, November 2020, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	2021	1000	SL_TLF_NEET			SEX__AGE	F__Y15T24	Female, 15 to 24 years old	False
I.7	I57821c41	Proportion of youth (aged 15-24 years) not in education, employment or training	S51781c19	Proportion of youth not in education, employment or training, by sex and age	1	World					2008	F	Female	Y15T24	15 to 24 years old	31.8	PT	Percent	M	Modelled	G	Global		ILO modelled estimates, November 2020, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	2021	1000	SL_TLF_NEET			SEX__AGE	F__Y15T24	Female, 15 to 24 years old	False
I.7	I57821c41	Proportion of youth (aged 15-24 years) not in education, employment or training	S51781c19	Proportion of youth not in education, employment or training, by sex and age	1	World					2009	F	Female	Y15T24	15 to 24 years old	31.9	PT	Percent	M	Modelled	G	Global		ILO modelled estimates, November 2020, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	2021	1000	SL_TLF_NEET			SEX__AGE	F__Y15T24	Female, 15 to 24 years old	False
I.7	I57821c41	Proportion of youth (aged 15-24 years) not in education, employment or training	S51781c19	Proportion of youth not in education, employment or training, by sex and age	1	World					2010	F	Female	Y15T24	15 to 24 years old	32.0	PT	Percent	M	Modelled	G	Global		ILO modelled estimates, November 2020, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	2021	1000	SL_TLF_NEET			SEX__AGE	F__Y15T24	Female, 15 to 24 years old	False
I.7	I57821c41	Proportion of youth (aged 15-24 years) not in education, employment or training	S51781c19	Proportion of youth not in education, employment or training, by sex and age	1	World					2011	F	Female	Y15T24	15 to 24 years old	31.7	PT	Percent	M	Modelled	G	Global		ILO modelled estimates, November 2020, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	2021	1000	SL_TLF_NEET			SEX__AGE	F__Y15T24	Female, 15 to 24 years old	False
I.7	I57821c41	Proportion of youth (aged 15-24 years) not in education, employment or training	S51781c19	Proportion of youth not in education, employment or training, by sex and age	1	World					2012	F	Female	Y15T24	15 to 24 years old	31.6	PT	Percent	M	Modelled	G	Global		ILO modelled estimates, November 2020, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	2021	1000	SL_TLF_NEET			SEX__AGE	F__Y15T24	Female, 15 to 24 years old	False
I.7	I57821c41	Proportion of youth (aged 15-24 years) not in education, employment or training	S51781c19	Proportion of youth not in education, employment or training, by sex and age	1	World					2013	F	Female	Y15T24	15 to 24 years old	31.6	PT	Percent	M	Modelled	G	Global		ILO modelled estimates, November 2020, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	2021	1000	SL_TLF_NEET			SEX__AGE	F__Y15T24	Female, 15 to 24 years old	False
I.7	I57821c41	Proportion of youth (aged 15-24 years) not in education, employment or training	S51781c19	Proportion of youth not in education, employment or training, by sex and age	1	World					2014	F	Female	Y15T24	15 to 24 years old	31.4	PT	Percent	M	Modelled	G	Global		ILO modelled estimates, November 2020, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	2021	1000	SL_TLF_NEET			SEX__AGE	F__Y15T24	Female, 15 to 24 years old	False
I.7	I57821c41	Proportion of youth (aged 15-24 years) not in education, employment or training	S51781c19	Proportion of youth not in education, employment or training, by sex and age	1	World					2015	F	Female	Y15T24	15 to 24 years old	31.3	PT	Percent	M	Modelled	G	Global		ILO modelled estimates, November 2020, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	2021	1000	SL_TLF_NEET			SEX__AGE	F__Y15T24	Female, 15 to 24 years old	False
I.7	I57821c41	Proportion of youth (aged 15-24 years) not in education, employment or training	S51781c19	Proportion of youth not in education, employment or training, by sex and age	1	World					2016	F	Female	Y15T24	15 to 24 years old	31.2	PT	Percent	M	Modelled	G	Global		ILO modelled estimates, November 2020, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	2021	1000	SL_TLF_NEET			SEX__AGE	F__Y15T24	Female, 15 to 24 years old	False
I.7	I57821c41	Proportion of youth (aged 15-24 years) not in education, employment or training	S51781c19	Proportion of youth not in education, employment or training, by sex and age	1	World					2017	F	Female	Y15T24	15 to 24 years old	31.3	PT	Percent	M	Modelled	G	Global		ILO modelled estimates, November 2020, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	2021	1000	SL_TLF_NEET			SEX__AGE	F__Y15T24	Female, 15 to 24 years old	False
I.7	I57821c41	Proportion of youth (aged 15-24 years) not in education, employment or training	S51781c19	Proportion of youth not in education, employment or training, by sex and age	1	World					2018	F	Female	Y15T24	15 to 24 years old	31.1	PT	Percent	M	Modelled	G	Global		ILO modelled estimates, November 2020, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	2021	1000	SL_TLF_NEET			SEX__AGE	F__Y15T24	Female, 15 to 24 years old	False
I.7	I57821c41	Proportion of youth (aged 15-24 years) not in education, employment or training	S51781c19	Proportion of youth not in education, employment or training, by sex and age	1	World					2019	F	Female	Y15T24	15 to 24 years old	31.1	PT	Percent	M	Modelled	G	Global		ILO modelled estimates, November 2020, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	2021	1000	SL_TLF_NEET			SEX__AGE	F__Y15T24	Female, 15 to 24 years old	True
I.7	I57821c41	Proportion of youth (aged 15-24 years) not in education, employment or training	S51781c19	Proportion of youth not in education, employment or training, by sex and age	4	Afghanistan	AFG	66.02688198	33.83160199	Central and Southern Asia	2017	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	42.0	PT	Percent	C	Country data	G	Global	Repository: ILO-STATISTICS - Micro data processing	HIES - Living Condition Survey	2021	1000	SL_TLF_NEET			SEX__AGE	_T__Y15T24	Both sexes or no breakdown by sex, 15 to 24 years old	True
I.7	I57821c41	Proportion of youth (aged 15-24 years) not in education, employment or training	S51781c19	Proportion of youth not in education, employment or training, by sex and age	4	Afghanistan	AFG	66.02688198	33.83160199	Central and Southern Asia	2017	F	Female	Y15T24	15 to 24 years old	65.9	PT	Percent	C	Country data	G	Global	Repository: ILO-STATISTICS - Micro data processing	HIES - Living Condition Survey	2021	1000	SL_TLF_NEET			SEX__AGE	F__Y15T24	Female, 15 to 24 years old	True
I.7	I57821c41	Proportion of youth (aged 15-24 years) not in education, employment or training	S51781c19	Proportion of youth not in education, employment or training, by sex and age	4	Afghanistan	AFG	66.02688198	33.83160199	Central and Southern Asia	2017	M	Male	Y15T24	15 to 24 years old	18.3	PT	Percent	C	Country data	G	Global	Repository: ILO-STATISTICS - Micro data processing	HIES - Living Condition Survey	2021	1000	SL_TLF_NEET			SEX__AGE	M__Y15T24	Male, 15 to 24 years old	True
I.7	I57821c41	Proportion of youth (aged 15-24 years) not in education, employment or training	S51781c19	Proportion of youth not in education, employment or training, by sex and age	8	Albania	ALB	20.06660928	41.13897007	Europe and Northern America	2007	F	Female	Y15T24	15 to 24 years old	36.7	PT	Percent	C	Country data	G	Global	Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised	LFS - Labour Force Survey	2021	1000	SL_TLF_NEET			SEX__AGE	F__Y15T24	Female, 15 to 24 years old	False
I.7	I57821c41	Proportion of youth (aged 15-24 years) not in education, employment or training	S51781c19	Proportion of youth not in education, employment or training, by sex and age	8	Albania	ALB	20.06660928	41.13897007	Europe and Northern America	2008	F	Female	Y15T24	15 to 24 years old	30.8	PT	Percent	C	Country data	G	Global	Repository: ILO-STATISTICS - Micro data processing	LFS - Labour Force Survey	2021	1000	SL_TLF_NEET			SEX__AGE	F__Y15T24	Female, 15 to 24 years old	False
I.7	I57821c41	Proportion of youth (aged 15-24 years) not in education, employment or training	S51781c19	Proportion of youth not in education, employment or training, by sex and age	8	Albania	ALB	20.06660928	41.13897007	Europe and Northern America	2009	F	Female	Y15T24	15 to 24 years old	35.8	PT	Percent	C	Country data	G	Global	Repository: ILO-STATISTICS - Micro data processing	LFS - Labour Force Survey	2021	1000	SL_TLF_NEET			SEX__AGE	F__Y15T24	Female, 15 to 24 years old	False
I.7	I57821c41	Proportion of youth (aged 15-24 years) not in education, employment or training	S51781c19	Proportion of youth not in education, employment or training, by sex and age	8	Albania	ALB	20.06660928	41.13897007	Europe and Northern America	2010	F	Female	Y15T24	15 to 24 years old	33.4	PT	Percent	C	Country data	G	Global	Repository: ILO-STATISTICS - Micro data processing	LFS - Labour Force Survey	2021	1000	SL_TLF_NEET			SEX__AGE	F__Y15T24	Female, 15 to 24 years old	False
I.7	I57821c41	Proportion of youth (aged 15-24 years) not in education, employment or training	S51781c19	Proportion of youth not in education, employment or training, by sex and age	8	Albania	ALB	20.06660928	41.13897007	Europe and Northern America	2011	F	Female	Y15T24	15 to 24 years old	32.5	PT	Percent	C	Country data	G	Global	Repository: ILO-STATISTICS - Micro data processing	LFS - Labour Force Survey	2021	1000	SL_TLF_NEET			SEX__AGE	F__Y15T24	Female, 15 to 24 years old	False
I.7	I57821c41	Proportion of youth (aged 15-24 years) not in education, employment or training	S51781c19	Proportion of youth not in education, employment or training, by sex and age	8	Albania	ALB	20.06660928	41.13897007	Europe and Northern America	2012	F	Female	Y15T24	15 to 24 years old	29.7	PT	Percent	C	Country data	G	Global	Repository: ILO-STATISTICS - Micro data processing	LFS - Labour Force Survey	2021	1000	SL_TLF_NEET			SEX__AGE	F__Y15T24	Female, 15 to 24 years old	False
I.7	I57821c41	Proportion of youth (aged 15-24 years) not in education, employment or training	S51781c19	Proportion of youth not in education, employment or training, by sex and age	8	Albania	ALB	20.06660928	41.13897007	Europe and Northern America	2013	F	Female	Y15T24	15 to 24 years old	32.0	PT	Percent	C	Country data	G	Global	Repository: ILO-STATISTICS - Micro data processing	LFS - Labour Force Survey	2021	1000	SL_TLF_NEET			SEX__AGE	F__Y15T24	Female, 15 to 24 years old	False
I.7	I57821c41	Proportion of youth (aged 15-24 years) not in education, employment or training	S51781c19	Proportion of youth not in education, employment or training, by sex and age	8	Albania	ALB	20.06660928	41.13897007	Europe and Northern America	2014	F	Female	Y15T24	15 to 24 years old	32.7	PT	Percent	C	Country data	G	Global	Repository: ILO-STATISTICS - Micro data processing	LFS - Labour Force Survey	2021	1000	SL_TLF_NEET			SEX__AGE	F__Y15T24	Female, 15 to 24 years old	False
