INDICATOR_LABEL	INDICATOR_ID	INDICATOR_DESC	MINSET_SERIES	MINSET_SERIES_DESC	REF_AREA	REF_AREA_DESC	ISO3	X	Y	SDG_REGION	TIME_PERIOD	SEX	SEX_DESC	OBS_VALUE	UNIT_MEASURE	UNIT_MEASURE_DESC	NATURE	NATURE_DESC	REPORTING_TYPE	REPORTING_TYPE_DESC	COMMENT_OBS	SOURCE_YEAR	TSK_sub_dims	TSK_sub_id	TSK_sub_desc	isLatestValue
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	d4e715ea	Labour force participation rate for persons aged 15-24, by sex	818	Egypt	EGY	30.0	27.0	Northern Africa and Western Asia	1993	_T	Both sexes or no breakdown by sex	32.65	PT	Percent	C	Country Data	G	Global	Data reference period: Annual or annual average | Population coverage: Excluding armed forces and/or conscripts	2017	SEX	_T	Both sexes or no breakdown by sex	False
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	d4e715ea	Labour force participation rate for persons aged 15-24, by sex	818	Egypt	EGY	30.0	27.0	Northern Africa and Western Asia	1994	_T	Both sexes or no breakdown by sex	33.28	PT	Percent	C	Country Data	G	Global	Data reference period: Annual or annual average | Population coverage: Excluding armed forces and/or conscripts	2017	SEX	_T	Both sexes or no breakdown by sex	False
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	d4e715ea	Labour force participation rate for persons aged 15-24, by sex	818	Egypt	EGY	30.0	27.0	Northern Africa and Western Asia	1995	_T	Both sexes or no breakdown by sex	33.54	PT	Percent	C	Country Data	G	Global	Data reference period: Annual or annual average | Population coverage: Excluding armed forces and/or conscripts	2017	SEX	_T	Both sexes or no breakdown by sex	False
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	d4e715ea	Labour force participation rate for persons aged 15-24, by sex	818	Egypt	EGY	30.0	27.0	Northern Africa and Western Asia	1998	_T	Both sexes or no breakdown by sex	30.32	PT	Percent	C	Country Data	G	Global	Data reference period: Annual or annual average | Population coverage: Excluding armed forces and/or conscripts	2017	SEX	_T	Both sexes or no breakdown by sex	False
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	d4e715ea	Labour force participation rate for persons aged 15-24, by sex	818	Egypt	EGY	30.0	27.0	Northern Africa and Western Asia	1999	_T	Both sexes or no breakdown by sex	34.03	PT	Percent	C	Country Data	G	Global	Data reference period: Annual or annual average | Population coverage: Excluding armed forces and/or conscripts	2017	SEX	_T	Both sexes or no breakdown by sex	False
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	d4e715ea	Labour force participation rate for persons aged 15-24, by sex	818	Egypt	EGY	30.0	27.0	Northern Africa and Western Asia	2006	_T	Both sexes or no breakdown by sex	33.76	PT	Percent	C	Country Data	G	Global	Data reference period: Annual or annual average | Population coverage: Excluding armed forces and/or conscripts	2017	SEX	_T	Both sexes or no breakdown by sex	False
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	d4e715ea	Labour force participation rate for persons aged 15-24, by sex	818	Egypt	EGY	30.0	27.0	Northern Africa and Western Asia	2007	_T	Both sexes or no breakdown by sex	33.64	PT	Percent	C	Country Data	G	Global	Data reference period: Annual or annual average | Population coverage: Excluding armed forces and/or conscripts	2017	SEX	_T	Both sexes or no breakdown by sex	False
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	d4e715ea	Labour force participation rate for persons aged 15-24, by sex	818	Egypt	EGY	30.0	27.0	Northern Africa and Western Asia	1990	_T	Both sexes or no breakdown by sex	33.24	PT	Percent	C	Country Data	G	Global	Data reference period: December | Population coverage: Excluding armed forces and/or conscripts	2017	SEX	_T	Both sexes or no breakdown by sex	False
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	d4e715ea	Labour force participation rate for persons aged 15-24, by sex	818	Egypt	EGY	30.0	27.0	Northern Africa and Western Asia	1991	_T	Both sexes or no breakdown by sex	30.43	PT	Percent	C	Country Data	G	Global	Data reference period: December | Population coverage: Excluding armed forces and/or conscripts	2017	SEX	_T	Both sexes or no breakdown by sex	False
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	d4e715ea	Labour force participation rate for persons aged 15-24, by sex	818	Egypt	EGY	30.0	27.0	Northern Africa and Western Asia	1992	_T	Both sexes or no breakdown by sex	31.84	PT	Percent	C	Country Data	G	Global	Data reference period: Incomplete year | Population coverage: Excluding armed forces and/or conscripts	2017	SEX	_T	Both sexes or no breakdown by sex	False
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	d4e715ea	Labour force participation rate for persons aged 15-24, by sex	818	Egypt	EGY	30.0	27.0	Northern Africa and Western Asia	2001	_T	Both sexes or no breakdown by sex	28.21	PT	Percent	C	Country Data	G	Global	Data reference period: Incomplete year | Population coverage: Excluding armed forces and/or conscripts	2017	SEX	_T	Both sexes or no breakdown by sex	False
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	d4e715ea	Labour force participation rate for persons aged 15-24, by sex	818	Egypt	EGY	30.0	27.0	Northern Africa and Western Asia	2002	_T	Both sexes or no breakdown by sex	29.9	PT	Percent	C	Country Data	G	Global	Data reference period: Incomplete year | Population coverage: Excluding armed forces and/or conscripts	2017	SEX	_T	Both sexes or no breakdown by sex	False
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	d4e715ea	Labour force participation rate for persons aged 15-24, by sex	818	Egypt	EGY	30.0	27.0	Northern Africa and Western Asia	2008	_T	Both sexes or no breakdown by sex	35.49	PT	Percent	C	Country Data	G	Global	Repository: ILO-STATISTICS - Micro data processing;	2017	SEX	_T	Both sexes or no breakdown by sex	False
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	d4e715ea	Labour force participation rate for persons aged 15-24, by sex	818	Egypt	EGY	30.0	27.0	Northern Africa and Western Asia	2009	_T	Both sexes or no breakdown by sex	35.35	PT	Percent	C	Country Data	G	Global	Repository: ILO-STATISTICS - Micro data processing;	2017	SEX	_T	Both sexes or no breakdown by sex	False
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	d4e715ea	Labour force participation rate for persons aged 15-24, by sex	818	Egypt	EGY	30.0	27.0	Northern Africa and Western Asia	2010	_T	Both sexes or no breakdown by sex	34.73	PT	Percent	C	Country Data	G	Global	Repository: ILO-STATISTICS - Micro data processing;	2017	SEX	_T	Both sexes or no breakdown by sex	False
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	d4e715ea	Labour force participation rate for persons aged 15-24, by sex	818	Egypt	EGY	30.0	27.0	Northern Africa and Western Asia	2011	_T	Both sexes or no breakdown by sex	33.48	PT	Percent	C	Country Data	G	Global	Repository: ILO-STATISTICS - Micro data processing;	2017	SEX	_T	Both sexes or no breakdown by sex	False
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	d4e715ea	Labour force participation rate for persons aged 15-24, by sex	818	Egypt	EGY	30.0	27.0	Northern Africa and Western Asia	2012	_T	Both sexes or no breakdown by sex	33.57	PT	Percent	C	Country Data	G	Global	Repository: ILO-STATISTICS - Micro data processing;	2017	SEX	_T	Both sexes or no breakdown by sex	False
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	d4e715ea	Labour force participation rate for persons aged 15-24, by sex	818	Egypt	EGY	30.0	27.0	Northern Africa and Western Asia	2013	_T	Both sexes or no breakdown by sex	34.46	PT	Percent	C	Country Data	G	Global	Repository: ILO-STATISTICS - Micro data processing;	2017	SEX	_T	Both sexes or no breakdown by sex	False
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	d4e715ea	Labour force participation rate for persons aged 15-24, by sex	818	Egypt	EGY	30.0	27.0	Northern Africa and Western Asia	2014	_T	Both sexes or no breakdown by sex	33.79	PT	Percent	C	Country Data	G	Global	Repository: ILO-STATISTICS - Micro data processing;	2017	SEX	_T	Both sexes or no breakdown by sex	False
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	d4e715ea	Labour force participation rate for persons aged 15-24, by sex	818	Egypt	EGY	30.0	27.0	Northern Africa and Western Asia	2015	_T	Both sexes or no breakdown by sex	32.03	PT	Percent	C	Country Data	G	Global	Repository: ILO-STATISTICS - Micro data processing;	2017	SEX	_T	Both sexes or no breakdown by sex	False
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	d4e715ea	Labour force participation rate for persons aged 15-24, by sex	818	Egypt	EGY	30.0	27.0	Northern Africa and Western Asia	2016	_T	Both sexes or no breakdown by sex	31.39	PT	Percent	C	Country Data	G	Global	Repository: ILO-STATISTICS - Micro data processing;	2017	SEX	_T	Both sexes or no breakdown by sex	True
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	d4e715ea	Labour force participation rate for persons aged 15-24, by sex	818	Egypt	EGY	30.0	27.0	Northern Africa and Western Asia	2005	F	Female	20.98	PT	Percent	C	Country Data	G	Global	Age coverage - maximum age: 64 years old; Data reference period: Annual or annual average | Population coverage: Excluding armed forces and/or conscripts	2017	SEX	F	Female	False
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	d4e715ea	Labour force participation rate for persons aged 15-24, by sex	818	Egypt	EGY	30.0	27.0	Northern Africa and Western Asia	1993	F	Female	20.23	PT	Percent	C	Country Data	G	Global	Data reference period: Annual or annual average | Population coverage: Excluding armed forces and/or conscripts	2017	SEX	F	Female	False
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	d4e715ea	Labour force participation rate for persons aged 15-24, by sex	818	Egypt	EGY	30.0	27.0	Northern Africa and Western Asia	1994	F	Female	20.85	PT	Percent	C	Country Data	G	Global	Data reference period: Annual or annual average | Population coverage: Excluding armed forces and/or conscripts	2017	SEX	F	Female	False
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	d4e715ea	Labour force participation rate for persons aged 15-24, by sex	818	Egypt	EGY	30.0	27.0	Northern Africa and Western Asia	1995	F	Female	19.89	PT	Percent	C	Country Data	G	Global	Data reference period: Annual or annual average | Population coverage: Excluding armed forces and/or conscripts	2017	SEX	F	Female	False
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	d4e715ea	Labour force participation rate for persons aged 15-24, by sex	818	Egypt	EGY	30.0	27.0	Northern Africa and Western Asia	1998	F	Female	17.16	PT	Percent	C	Country Data	G	Global	Data reference period: Annual or annual average | Population coverage: Excluding armed forces and/or conscripts	2017	SEX	F	Female	False
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	d4e715ea	Labour force participation rate for persons aged 15-24, by sex	818	Egypt	EGY	30.0	27.0	Northern Africa and Western Asia	1999	F	Female	20.32	PT	Percent	C	Country Data	G	Global	Data reference period: Annual or annual average | Population coverage: Excluding armed forces and/or conscripts	2017	SEX	F	Female	False
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	d4e715ea	Labour force participation rate for persons aged 15-24, by sex	818	Egypt	EGY	30.0	27.0	Northern Africa and Western Asia	2001	F	Female	16.37	PT	Percent	C	Country Data	G	Global	Data reference period: Annual or annual average | Population coverage: Excluding armed forces and/or conscripts	2017	SEX	F	Female	False
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	d4e715ea	Labour force participation rate for persons aged 15-24, by sex	818	Egypt	EGY	30.0	27.0	Northern Africa and Western Asia	2002	F	Female	19.57	PT	Percent	C	Country Data	G	Global	Data reference period: Annual or annual average | Population coverage: Excluding armed forces and/or conscripts	2017	SEX	F	Female	False
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	d4e715ea	Labour force participation rate for persons aged 15-24, by sex	818	Egypt	EGY	30.0	27.0	Northern Africa and Western Asia	2006	F	Female	19.48	PT	Percent	C	Country Data	G	Global	Data reference period: Annual or annual average | Population coverage: Excluding armed forces and/or conscripts	2017	SEX	F	Female	False
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	d4e715ea	Labour force participation rate for persons aged 15-24, by sex	818	Egypt	EGY	30.0	27.0	Northern Africa and Western Asia	2007	F	Female	18.33	PT	Percent	C	Country Data	G	Global	Data reference period: Annual or annual average | Population coverage: Excluding armed forces and/or conscripts	2017	SEX	F	Female	False
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	d4e715ea	Labour force participation rate for persons aged 15-24, by sex	818	Egypt	EGY	30.0	27.0	Northern Africa and Western Asia	1990	F	Female	25.02	PT	Percent	C	Country Data	G	Global	Data reference period: December | Population coverage: Excluding armed forces and/or conscripts	2017	SEX	F	Female	False
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	d4e715ea	Labour force participation rate for persons aged 15-24, by sex	818	Egypt	EGY	30.0	27.0	Northern Africa and Western Asia	1991	F	Female	20.85	PT	Percent	C	Country Data	G	Global	Data reference period: December | Population coverage: Excluding armed forces and/or conscripts	2017	SEX	F	Female	False
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	d4e715ea	Labour force participation rate for persons aged 15-24, by sex	818	Egypt	EGY	30.0	27.0	Northern Africa and Western Asia	1992	F	Female	20.29	PT	Percent	C	Country Data	G	Global	Data reference period: Incomplete year | Population coverage: Excluding armed forces and/or conscripts	2017	SEX	F	Female	False
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	d4e715ea	Labour force participation rate for persons aged 15-24, by sex	818	Egypt	EGY	30.0	27.0	Northern Africa and Western Asia	2008	F	Female	18.39	PT	Percent	C	Country Data	G	Global	Repository: ILO-STATISTICS - Micro data processing;	2017	SEX	F	Female	False
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	d4e715ea	Labour force participation rate for persons aged 15-24, by sex	818	Egypt	EGY	30.0	27.0	Northern Africa and Western Asia	2009	F	Female	19.21	PT	Percent	C	Country Data	G	Global	Repository: ILO-STATISTICS - Micro data processing;	2017	SEX	F	Female	False
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	d4e715ea	Labour force participation rate for persons aged 15-24, by sex	818	Egypt	EGY	30.0	27.0	Northern Africa and Western Asia	2010	F	Female	18.62	PT	Percent	C	Country Data	G	Global	Repository: ILO-STATISTICS - Micro data processing;	2017	SEX	F	Female	False
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	d4e715ea	Labour force participation rate for persons aged 15-24, by sex	818	Egypt	EGY	30.0	27.0	Northern Africa and Western Asia	2011	F	Female	16.72	PT	Percent	C	Country Data	G	Global	Repository: ILO-STATISTICS - Micro data processing;	2017	SEX	F	Female	False
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	d4e715ea	Labour force participation rate for persons aged 15-24, by sex	818	Egypt	EGY	30.0	27.0	Northern Africa and Western Asia	2012	F	Female	16.53	PT	Percent	C	Country Data	G	Global	Repository: ILO-STATISTICS - Micro data processing;	2017	SEX	F	Female	False
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	d4e715ea	Labour force participation rate for persons aged 15-24, by sex	818	Egypt	EGY	30.0	27.0	Northern Africa and Western Asia	2013	F	Female	17.88	PT	Percent	C	Country Data	G	Global	Repository: ILO-STATISTICS - Micro data processing;	2017	SEX	F	Female	False
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	d4e715ea	Labour force participation rate for persons aged 15-24, by sex	818	Egypt	EGY	30.0	27.0	Northern Africa and Western Asia	2014	F	Female	18.08	PT	Percent	C	Country Data	G	Global	Repository: ILO-STATISTICS - Micro data processing;	2017	SEX	F	Female	False
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	d4e715ea	Labour force participation rate for persons aged 15-24, by sex	818	Egypt	EGY	30.0	27.0	Northern Africa and Western Asia	2015	F	Female	20.65	PT	Percent	C	Country Data	G	Global	Repository: ILO-STATISTICS - Micro data processing;	2017	SEX	F	Female	False
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	d4e715ea	Labour force participation rate for persons aged 15-24, by sex	818	Egypt	EGY	30.0	27.0	Northern Africa and Western Asia	2016	F	Female	20.33	PT	Percent	C	Country Data	G	Global	Repository: ILO-STATISTICS - Micro data processing;	2017	SEX	F	Female	True
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	d4e715ea	Labour force participation rate for persons aged 15-24, by sex	818	Egypt	EGY	30.0	27.0	Northern Africa and Western Asia	2005	M	Male	50.35	PT	Percent	C	Country Data	G	Global	Age coverage - maximum age: 64 years old; Data reference period: Annual or annual average | Population coverage: Excluding armed forces and/or conscripts	2017	SEX	M	Male	False
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	d4e715ea	Labour force participation rate for persons aged 15-24, by sex	818	Egypt	EGY	30.0	27.0	Northern Africa and Western Asia	1993	M	Male	44.31	PT	Percent	C	Country Data	G	Global	Data reference period: Annual or annual average | Population coverage: Excluding armed forces and/or conscripts	2017	SEX	M	Male	False
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	d4e715ea	Labour force participation rate for persons aged 15-24, by sex	818	Egypt	EGY	30.0	27.0	Northern Africa and Western Asia	1994	M	Male	45.0	PT	Percent	C	Country Data	G	Global	Data reference period: Annual or annual average | Population coverage: Excluding armed forces and/or conscripts	2017	SEX	M	Male	False
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	d4e715ea	Labour force participation rate for persons aged 15-24, by sex	818	Egypt	EGY	30.0	27.0	Northern Africa and Western Asia	1995	M	Male	46.51	PT	Percent	C	Country Data	G	Global	Data reference period: Annual or annual average | Population coverage: Excluding armed forces and/or conscripts	2017	SEX	M	Male	False
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	d4e715ea	Labour force participation rate for persons aged 15-24, by sex	818	Egypt	EGY	30.0	27.0	Northern Africa and Western Asia	1998	M	Male	42.4	PT	Percent	C	Country Data	G	Global	Data reference period: Annual or annual average | Population coverage: Excluding armed forces and/or conscripts	2017	SEX	M	Male	False
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	d4e715ea	Labour force participation rate for persons aged 15-24, by sex	818	Egypt	EGY	30.0	27.0	Northern Africa and Western Asia	1999	M	Male	46.59	PT	Percent	C	Country Data	G	Global	Data reference period: Annual or annual average | Population coverage: Excluding armed forces and/or conscripts	2017	SEX	M	Male	False
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	d4e715ea	Labour force participation rate for persons aged 15-24, by sex	818	Egypt	EGY	30.0	27.0	Northern Africa and Western Asia	2006	M	Male	46.21	PT	Percent	C	Country Data	G	Global	Data reference period: Annual or annual average | Population coverage: Excluding armed forces and/or conscripts	2017	SEX	M	Male	False
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	d4e715ea	Labour force participation rate for persons aged 15-24, by sex	818	Egypt	EGY	30.0	27.0	Northern Africa and Western Asia	2007	M	Male	46.46	PT	Percent	C	Country Data	G	Global	Data reference period: Annual or annual average | Population coverage: Excluding armed forces and/or conscripts	2017	SEX	M	Male	False
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	d4e715ea	Labour force participation rate for persons aged 15-24, by sex	818	Egypt	EGY	30.0	27.0	Northern Africa and Western Asia	1990	M	Male	40.57	PT	Percent	C	Country Data	G	Global	Data reference period: December | Population coverage: Excluding armed forces and/or conscripts	2017	SEX	M	Male	False
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	d4e715ea	Labour force participation rate for persons aged 15-24, by sex	818	Egypt	EGY	30.0	27.0	Northern Africa and Western Asia	1991	M	Male	38.71	PT	Percent	C	Country Data	G	Global	Data reference period: December | Population coverage: Excluding armed forces and/or conscripts	2017	SEX	M	Male	False
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	d4e715ea	Labour force participation rate for persons aged 15-24, by sex	818	Egypt	EGY	30.0	27.0	Northern Africa and Western Asia	1992	M	Male	42.68	PT	Percent	C	Country Data	G	Global	Data reference period: Incomplete year | Population coverage: Excluding armed forces and/or conscripts	2017	SEX	M	Male	False
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	d4e715ea	Labour force participation rate for persons aged 15-24, by sex	818	Egypt	EGY	30.0	27.0	Northern Africa and Western Asia	2001	M	Male	38.33	PT	Percent	C	Country Data	G	Global	Data reference period: Incomplete year | Population coverage: Excluding armed forces and/or conscripts	2017	SEX	M	Male	False
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	d4e715ea	Labour force participation rate for persons aged 15-24, by sex	818	Egypt	EGY	30.0	27.0	Northern Africa and Western Asia	2002	M	Male	39.0	PT	Percent	C	Country Data	G	Global	Data reference period: Incomplete year | Population coverage: Excluding armed forces and/or conscripts	2017	SEX	M	Male	False
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	d4e715ea	Labour force participation rate for persons aged 15-24, by sex	818	Egypt	EGY	30.0	27.0	Northern Africa and Western Asia	2008	M	Male	49.33	PT	Percent	C	Country Data	G	Global	Repository: ILO-STATISTICS - Micro data processing;	2017	SEX	M	Male	False
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	d4e715ea	Labour force participation rate for persons aged 15-24, by sex	818	Egypt	EGY	30.0	27.0	Northern Africa and Western Asia	2009	M	Male	48.26	PT	Percent	C	Country Data	G	Global	Repository: ILO-STATISTICS - Micro data processing;	2017	SEX	M	Male	False
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	d4e715ea	Labour force participation rate for persons aged 15-24, by sex	818	Egypt	EGY	30.0	27.0	Northern Africa and Western Asia	2010	M	Male	49.46	PT	Percent	C	Country Data	G	Global	Repository: ILO-STATISTICS - Micro data processing;	2017	SEX	M	Male	False
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	d4e715ea	Labour force participation rate for persons aged 15-24, by sex	818	Egypt	EGY	30.0	27.0	Northern Africa and Western Asia	2011	M	Male	47.95	PT	Percent	C	Country Data	G	Global	Repository: ILO-STATISTICS - Micro data processing;	2017	SEX	M	Male	False
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	d4e715ea	Labour force participation rate for persons aged 15-24, by sex	818	Egypt	EGY	30.0	27.0	Northern Africa and Western Asia	2012	M	Male	47.98	PT	Percent	C	Country Data	G	Global	Repository: ILO-STATISTICS - Micro data processing;	2017	SEX	M	Male	False
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	d4e715ea	Labour force participation rate for persons aged 15-24, by sex	818	Egypt	EGY	30.0	27.0	Northern Africa and Western Asia	2013	M	Male	48.12	PT	Percent	C	Country Data	G	Global	Repository: ILO-STATISTICS - Micro data processing;	2017	SEX	M	Male	False
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	d4e715ea	Labour force participation rate for persons aged 15-24, by sex	818	Egypt	EGY	30.0	27.0	Northern Africa and Western Asia	2014	M	Male	46.18	PT	Percent	C	Country Data	G	Global	Repository: ILO-STATISTICS - Micro data processing;	2017	SEX	M	Male	False
I.3	a7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	d4e715ea	Labour force participation rate for persons aged 15-24, by sex	818	Egypt	EGY	30.0	27.0	Northern Africa and Western Asia	2015	M	Male	42.92	PT	Percent	C	Country Data	G	Global	Repository: ILO-STATISTICS - Micro data processing;	2017	SEX	M	Male	False
