INDICATOR_LABEL	INDICATOR_ID	INDICATOR_DESC	MINSET_SERIES	MINSET_SERIES_DESC	REF_AREA	REF_AREA_DESC	TSK_sub_dims	TSK_sub_id	TSK_sub_desc	ISO3	X	Y	UNmember	GEOLEVEL	GEOLEVEL_Desc	SDG_REGION	years	min_year	max_year	N_years	N_years_lag5	N_years_lag10
IV.3q	04c00dff	Existence of law on gender statistics	04c00dff	Existence of law on gender statistics	24	Angola				AGO	17.57817062	-12.33724746	1.0	4	Country or Area	Sub-Saharan Africa	[2017]	2017	2017	1	1	1
IV.3q	04c00dff	Existence of law on gender statistics	04c00dff	Existence of law on gender statistics	108	Burundi				BDI	29.89080992	-3.366387428	1.0	4	Country or Area	Sub-Saharan Africa	[2017]	2017	2017	1	1	1
IV.3q	04c00dff	Existence of law on gender statistics	04c00dff	Existence of law on gender statistics	132	Cabo Verde				CPV	-23.63544151	15.07791834	1.0	4	Country or Area	Sub-Saharan Africa	[2017]	2017	2017	1	1	1
IV.3q	04c00dff	Existence of law on gender statistics	04c00dff	Existence of law on gender statistics	174	Comoros				COM	43.34234565	-11.66121732	1.0	4	Country or Area	Sub-Saharan Africa	[2017]	2017	2017	1	1	1
IV.3q	04c00dff	Existence of law on gender statistics	04c00dff	Existence of law on gender statistics	226	Equatorial Guinea				GNQ	10.46535826	1.565792376	1.0	4	Country or Area	Sub-Saharan Africa	[2017]	2017	2017	1	1	1
IV.3q	04c00dff	Existence of law on gender statistics	04c00dff	Existence of law on gender statistics	266	Gabon				GAB	11.78727747	-0.60687619	1.0	4	Country or Area	Sub-Saharan Africa	[2017]	2017	2017	1	1	1
IV.3q	04c00dff	Existence of law on gender statistics	04c00dff	Existence of law on gender statistics	430	Liberia				LBR	-9.311879038	6.448381009	1.0	4	Country or Area	Sub-Saharan Africa	[2017]	2017	2017	1	1	1
IV.3q	04c00dff	Existence of law on gender statistics	04c00dff	Existence of law on gender statistics	450	Madagascar				MDG	46.6982339	-19.38514785	1.0	4	Country or Area	Sub-Saharan Africa	[2017]	2017	2017	1	1	1
IV.3q	04c00dff	Existence of law on gender statistics	04c00dff	Existence of law on gender statistics	454	Malawi				MWI	33.4884625	-13.40819859	1.0	4	Country or Area	Sub-Saharan Africa	[2017]	2017	2017	1	1	1
IV.3q	04c00dff	Existence of law on gender statistics	04c00dff	Existence of law on gender statistics	624	Guinea-Bissau				GNB	-14.40182514	12.11760394	1.0	4	Country or Area	Sub-Saharan Africa	[2017]	2017	2017	1	1	1
IV.3q	04c00dff	Existence of law on gender statistics	04c00dff	Existence of law on gender statistics	678	Sao Tome and Principe				STP	6.609772265	0.241554875	1.0	4	Country or Area	Sub-Saharan Africa	[2017]	2017	2017	1	1	1
IV.3q	04c00dff	Existence of law on gender statistics	04c00dff	Existence of law on gender statistics	748	Eswatini				SWZ	31.50149288	-26.56471011	1.0	4	Country or Area	Sub-Saharan Africa	[2017]	2017	2017	1	1	1
IV.3q	04c00dff	Existence of law on gender statistics	04c00dff	Existence of law on gender statistics	32	Argentina				ARG	-65.14563274	-35.19446255	1.0	4	Country or Area	Latin America and the Caribbean	[2017]	2017	2017	1	1	1
IV.3q	04c00dff	Existence of law on gender statistics	04c00dff	Existence of law on gender statistics	68	Bolivia (Plurinational State of)				BOL	-64.66224284	-16.71273412	1.0	4	Country or Area	Latin America and the Caribbean	[2017]	2017	2017	1	1	1
IV.3q	04c00dff	Existence of law on gender statistics	04c00dff	Existence of law on gender statistics	76	Brazil				BRA	-53.08432878	-10.77668561	1.0	4	Country or Area	Latin America and the Caribbean	[2017]	2017	2017	1	1	1
IV.3q	04c00dff	Existence of law on gender statistics	04c00dff	Existence of law on gender statistics	152	Chile				CHL	-71.23029019	-35.2652885	1.0	4	Country or Area	Latin America and the Caribbean	[2017]	2017	2017	1	1	1
IV.3q	04c00dff	Existence of law on gender statistics	04c00dff	Existence of law on gender statistics	170	Colombia				COL	-73.07446751	3.888209046	1.0	4	Country or Area	Latin America and the Caribbean	[2017]	2017	2017	1	1	1
IV.3q	04c00dff	Existence of law on gender statistics	04c00dff	Existence of law on gender statistics	188	Costa Rica				CRI	-84.19712782	9.970998683	1.0	4	Country or Area	Latin America and the Caribbean	[2017]	2017	2017	1	1	1
IV.3q	04c00dff	Existence of law on gender statistics	04c00dff	Existence of law on gender statistics	192	Cuba				CUB	-79.54460144	22.10030366	1.0	4	Country or Area	Latin America and the Caribbean	[2017]	2017	2017	1	1	1
IV.3q	04c00dff	Existence of law on gender statistics	04c00dff	Existence of law on gender statistics	214	Dominican Republic				DOM	-70.49847576	18.89832088	1.0	4	Country or Area	Latin America and the Caribbean	[2017]	2017	2017	1	1	1
IV.3q	04c00dff	Existence of law on gender statistics	04c00dff	Existence of law on gender statistics	218	Ecuador				ECU	-78.37005241	-1.447785891	1.0	4	Country or Area	Latin America and the Caribbean	[2017]	2017	2017	1	1	1
IV.3q	04c00dff	Existence of law on gender statistics	04c00dff	Existence of law on gender statistics	222	El Salvador				SLV	-88.86862995	13.73603564	1.0	4	Country or Area	Latin America and the Caribbean	[2017]	2017	2017	1	1	1
IV.3q	04c00dff	Existence of law on gender statistics	04c00dff	Existence of law on gender statistics	308	Grenada				GRD	-61.68248568	12.11238395	1.0	4	Country or Area	Latin America and the Caribbean	[2017]	2017	2017	1	1	1
IV.3q	04c00dff	Existence of law on gender statistics	04c00dff	Existence of law on gender statistics	320	Guatemala				GTM	-91.2312746	15.00273719	1.0	4	Country or Area	Latin America and the Caribbean	[2017]	2017	2017	1	1	1
IV.3q	04c00dff	Existence of law on gender statistics	04c00dff	Existence of law on gender statistics	332	Haiti				HTI	-72.33640958	18.40426539	1.0	4	Country or Area	Latin America and the Caribbean	[2017]	2017	2017	1	1	1
IV.3q	04c00dff	Existence of law on gender statistics	04c00dff	Existence of law on gender statistics	340	Honduras				HND	-86.59974381	14.82243161	1.0	4	Country or Area	Latin America and the Caribbean	[2017]	2017	2017	1	1	1
IV.3q	04c00dff	Existence of law on gender statistics	04c00dff	Existence of law on gender statistics	484	Mexico				MEX	-102.5148166	23.93378032	1.0	4	Country or Area	Latin America and the Caribbean	[2017]	2017	2017	1	1	1
IV.3q	04c00dff	Existence of law on gender statistics	04c00dff	Existence of law on gender statistics	558	Nicaragua				NIC	-85.03060315	12.84210839	1.0	4	Country or Area	Latin America and the Caribbean	[2017]	2017	2017	1	1	1
IV.3q	04c00dff	Existence of law on gender statistics	04c00dff	Existence of law on gender statistics	591	Panama				PAN	-81.26616623	8.450965746	1.0	4	Country or Area	Latin America and the Caribbean	[2017]	2017	2017	1	1	1
IV.3q	04c00dff	Existence of law on gender statistics	04c00dff	Existence of law on gender statistics	600	Paraguay				PRY	-60.54854225	-21.70216237	1.0	4	Country or Area	Latin America and the Caribbean	[2017]	2017	2017	1	1	1
IV.3q	04c00dff	Existence of law on gender statistics	04c00dff	Existence of law on gender statistics	604	Peru				PER	-71.82093277	-13.58939705	1.0	4	Country or Area	Latin America and the Caribbean	[2017]	2017	2017	1	1	1
IV.3q	04c00dff	Existence of law on gender statistics	04c00dff	Existence of law on gender statistics	740	Suriname				SUR	-55.90626394	4.132603197	1.0	4	Country or Area	Latin America and the Caribbean	[2017]	2017	2017	1	1	1
IV.3q	04c00dff	Existence of law on gender statistics	04c00dff	Existence of law on gender statistics	780	Trinidad and Tobago				TTO	-61.29389504	10.41877263	1.0	4	Country or Area	Latin America and the Caribbean	[2017]	2017	2017	1	1	1
IV.3q	04c00dff	Existence of law on gender statistics	04c00dff	Existence of law on gender statistics	858	Uruguay				URY	-56.01387025	-32.8002838	1.0	4	Country or Area	Latin America and the Caribbean	[2017]	2017	2017	1	1	1
IV.3q	04c00dff	Existence of law on gender statistics	04c00dff	Existence of law on gender statistics	862	Venezuela (Bolivarian Republic of)				VEN	-66.15642084	7.121324748	1.0	4	Country or Area	Latin America and the Caribbean	[2017]	2017	2017	1	1	1
IV.3q	04c00dff	Existence of law on gender statistics	04c00dff	Existence of law on gender statistics	762	Tajikistan				TJK	69.294998	38.43069666	1.0	4	Country or Area	Central and Southern Asia	[2017]	2017	2017	1	1	1
IV.3q	04c00dff	Existence of law on gender statistics	04c00dff	Existence of law on gender statistics	795	Turkmenistan				TKM	58.9787665	40.0912346	1.0	4	Country or Area	Central and Southern Asia	[2017]	2017	2017	1	1	1
IV.3q	04c00dff	Existence of law on gender statistics	04c00dff	Existence of law on gender statistics	368	Iraq				IRQ	43.76606267	33.05013795	1.0	4	Country or Area	Northern Africa and Western Asia	[2017]	2017	2017	1	1	1
IV.3q	04c00dff	Existence of law on gender statistics	04c00dff	Existence of law on gender statistics	400	Jordan				JOR	37.13024774	30.65365973	1.0	4	Country or Area	Northern Africa and Western Asia	[2017]	2017	2017	1	1	1
IV.3q	04c00dff	Existence of law on gender statistics	04c00dff	Existence of law on gender statistics	414	Kuwait				KWT	47.49305029	29.53949468	1.0	4	Country or Area	Northern Africa and Western Asia	[2017]	2017	2017	1	1	1
IV.3q	04c00dff	Existence of law on gender statistics	04c00dff	Existence of law on gender statistics	760	Syrian Arab Republic				SYR	38.50466565	35.01676176	1.0	4	Country or Area	Northern Africa and Western Asia	[2017]	2017	2017	1	1	1
IV.3q	04c00dff	Existence of law on gender statistics	04c00dff	Existence of law on gender statistics	626	Timor-Leste				TLS	125.9451052	-8.797497247	1.0	4	Country or Area	Eastern and South-Eastern Asia	[2017]	2017	2017	1	1	1
IV.3q	04c00dff	Existence of law on gender statistics	04c00dff	Existence of law on gender statistics	704	Viet Nam				VNM	105.802499	10.09643079	1.0	4	Country or Area	Eastern and South-Eastern Asia	[2017]	2017	2017	1	1	1
IV.3q	04c00dff	Existence of law on gender statistics	04c00dff	Existence of law on gender statistics	50	Bangladesh				BGD	89.17660788	22.86961622	1.0	4	Country or Area	Central and Southern Asia	[2017]	2017	2017	1	1	1
IV.3q	04c00dff	Existence of law on gender statistics	04c00dff	Existence of law on gender statistics	356	India				IND	79.3608464	22.34642074	1.0	4	Country or Area	Central and Southern Asia	[2017]	2017	2017	1	1	1
IV.3q	04c00dff	Existence of law on gender statistics	04c00dff	Existence of law on gender statistics	364	Iran (Islamic Republic of)				IRN	54.19766348	32.74370885	1.0	4	Country or Area	Central and Southern Asia	[2017]	2017	2017	1	1	1
IV.3q	04c00dff	Existence of law on gender statistics	04c00dff	Existence of law on gender statistics	462	Maldives				MDV	73.09672546	-0.614385021	1.0	4	Country or Area	Central and Southern Asia	[2017]	2017	2017	1	1	1
IV.3q	04c00dff	Existence of law on gender statistics	04c00dff	Existence of law on gender statistics	586	Pakistan				PAK	68.80479684	29.36491634	1.0	4	Country or Area	Central and Southern Asia	[2017]	2017	2017	1	1	1
IV.3q	04c00dff	Existence of law on gender statistics	04c00dff	Existence of law on gender statistics	8	Albania				ALB	20.06660928	41.13897007	1.0	4	Country or Area	Europe and Northern America	[2017]	2017	2017	1	1	1
IV.3q	04c00dff	Existence of law on gender statistics	04c00dff	Existence of law on gender statistics	36	Australia				AUS	134.3499412	-25.57717202	1.0	4	Country or Area	Australia and New Zealand	[2017]	2017	2017	1	1	1
IV.3q	04c00dff	Existence of law on gender statistics	04c00dff	Existence of law on gender statistics	40	Austria				AUT	14.14172472	47.58704857	1.0	4	Country or Area	Europe and Northern America	[2017]	2017	2017	1	1	1
IV.3q	04c00dff	Existence of law on gender statistics	04c00dff	Existence of law on gender statistics	70	Bosnia and Herzegovina				BIH	17.78584332	44.16845548	1.0	4	Country or Area	Europe and Northern America	[2017]	2017	2017	1	1	1
IV.3q	04c00dff	Existence of law on gender statistics	04c00dff	Existence of law on gender statistics	100	Bulgaria				BGR	25.23763153	42.75731323	1.0	4	Country or Area	Europe and Northern America	[2017]	2017	2017	1	1	1
IV.3q	04c00dff	Existence of law on gender statistics	04c00dff	Existence of law on gender statistics	112	Belarus				BLR	28.04940161	53.54193075	1.0	4	Country or Area	Europe and Northern America	[2017]	2017	2017	1	1	1
IV.3q	04c00dff	Existence of law on gender statistics	04c00dff	Existence of law on gender statistics	124	Canada				CAN	-101.6575058	57.72360191	1.0	4	Country or Area	Europe and Northern America	[2017]	2017	2017	1	1	1
IV.3q	04c00dff	Existence of law on gender statistics	04c00dff	Existence of law on gender statistics	191	Croatia				HRV	17.95874553	45.45172212	1.0	4	Country or Area	Europe and Northern America	[2017]	2017	2017	1	1	1
IV.3q	04c00dff	Existence of law on gender statistics	04c00dff	Existence of law on gender statistics	196	Cyprus				CYP	33.22285964	35.05659437	1.0	4	Country or Area	Northern Africa and Western Asia	[2017]	2017	2017	1	1	1
IV.3q	04c00dff	Existence of law on gender statistics	04c00dff	Existence of law on gender statistics	208	Denmark				DNK	9.326571283	56.03829721	1.0	4	Country or Area	Europe and Northern America	[2017]	2017	2017	1	1	1
IV.3q	04c00dff	Existence of law on gender statistics	04c00dff	Existence of law on gender statistics	246	Finland				FIN	23.308447	61.91586738	1.0	4	Country or Area	Europe and Northern America	[2017]	2017	2017	1	1	1
IV.3q	04c00dff	Existence of law on gender statistics	04c00dff	Existence of law on gender statistics	250	France				FRA	2.457288129	46.62660861	1.0	4	Country or Area	Europe and Northern America	[2017]	2017	2017	1	1	1
IV.3q	04c00dff	Existence of law on gender statistics	04c00dff	Existence of law on gender statistics	348	Hungary				HUN	19.41221519	47.1651448	1.0	4	Country or Area	Europe and Northern America	[2017]	2017	2017	1	1	1
IV.3q	04c00dff	Existence of law on gender statistics	04c00dff	Existence of law on gender statistics	352	Iceland				ISL	-19.02116966	64.79134763	1.0	4	Country or Area	Europe and Northern America	[2017]	2017	2017	1	1	1
IV.3q	04c00dff	Existence of law on gender statistics	04c00dff	Existence of law on gender statistics	372	Ireland				IRL	-7.121425272	53.25274054	1.0	4	Country or Area	Europe and Northern America	[2017]	2017	2017	1	1	1
IV.3q	04c00dff	Existence of law on gender statistics	04c00dff	Existence of law on gender statistics	376	Israel				ISR	34.62277992	31.06164552	1.0	4	Country or Area	Northern Africa and Western Asia	[2017]	2017	2017	1	1	1
IV.3q	04c00dff	Existence of law on gender statistics	04c00dff	Existence of law on gender statistics	392	Japan				JPN	139.2716103	36.6554539	1.0	4	Country or Area	Eastern and South-Eastern Asia	[2017]	2017	2017	1	1	1
IV.3q	04c00dff	Existence of law on gender statistics	04c00dff	Existence of law on gender statistics	428	Latvia				LVA	26.42461876	56.64196636	1.0	4	Country or Area	Europe and Northern America	[2017]	2017	2017	1	1	1
IV.3q	04c00dff	Existence of law on gender statistics	04c00dff	Existence of law on gender statistics	440	Lithuania				LTU	23.90517807	55.33680309	1.0	4	Country or Area	Europe and Northern America	[2017]	2017	2017	1	1	1
IV.3q	04c00dff	Existence of law on gender statistics	04c00dff	Existence of law on gender statistics	498	Republic of Moldova				MDA	28.4650624	47.20236795	1.0	4	Country or Area	Europe and Northern America	[2017]	2017	2017	1	1	1
IV.3q	04c00dff	Existence of law on gender statistics	04c00dff	Existence of law on gender statistics	499	Montenegro				MNE	19.25214024	42.78717043	1.0	4	Country or Area	Europe and Northern America	[2017]	2017	2017	1	1	1
IV.3q	04c00dff	Existence of law on gender statistics	04c00dff	Existence of law on gender statistics	528	Netherlands				NLD	5.331480568	51.86728884	1.0	4	Country or Area	Europe and Northern America	[2017]	2017	2017	1	1	1
IV.3q	04c00dff	Existence of law on gender statistics	04c00dff	Existence of law on gender statistics	578	Norway				NOR	11.47846389	61.34311134	1.0	4	Country or Area	Europe and Northern America	[2017]	2017	2017	1	1	1
IV.3q	04c00dff	Existence of law on gender statistics	04c00dff	Existence of law on gender statistics	620	Portugal				PRT	-7.961599811	39.68509315	1.0	4	Country or Area	Europe and Northern America	[2017]	2017	2017	1	1	1
IV.3q	04c00dff	Existence of law on gender statistics	04c00dff	Existence of law on gender statistics	642	Romania				ROU	24.98481009	45.83893563	1.0	4	Country or Area	Europe and Northern America	[2017]	2017	2017	1	1	1
IV.3q	04c00dff	Existence of law on gender statistics	04c00dff	Existence of law on gender statistics	688	Serbia				SRB	20.805876	44.03145697	1.0	4	Country or Area	Europe and Northern America	[2017]	2017	2017	1	1	1
IV.3q	04c00dff	Existence of law on gender statistics	04c00dff	Existence of law on gender statistics	756	Switzerland				CHE	8.223158	46.96617097	1.0	4	Country or Area	Europe and Northern America	[2017]	2017	2017	1	1	1
IV.3q	04c00dff	Existence of law on gender statistics	04c00dff	Existence of law on gender statistics	804	Ukraine				UKR	31.40270802	49.00735945	1.0	4	Country or Area	Europe and Northern America	[2017]	2017	2017	1	1	1
IV.3q	04c00dff	Existence of law on gender statistics	04c00dff	Existence of law on gender statistics	807	North Macedonia				MKD	21.7007909	41.60048068	1.0	4	Country or Area	Europe and Northern America	[2017]	2017	2017	1	1	1
IV.3q	04c00dff	Existence of law on gender statistics	04c00dff	Existence of law on gender statistics	12	Algeria				DZA	2.678164227	28.15940032	1.0	4	Country or Area	Northern Africa and Western Asia	[2017]	2017	2017	1	1	1
IV.3q	04c00dff	Existence of law on gender statistics	04c00dff	Existence of law on gender statistics	504	Morocco				MAR	-6.281942841	31.8440131	1.0	4	Country or Area	Northern Africa and Western Asia	[2017]	2017	2017	1	1	1
IV.3q	04c00dff	Existence of law on gender statistics	04c00dff	Existence of law on gender statistics	818	Egypt				EGY	29.77468534	26.57438204	1.0	4	Country or Area	Northern Africa and Western Asia	[2017]	2017	2017	1	1	1
IV.3q	04c00dff	Existence of law on gender statistics	04c00dff	Existence of law on gender statistics	90	Solomon Islands				SLB	160.1584117	-9.622391719	1.0	4	Country or Area	Oceania, exc. Australia and New Zealand	[2017]	2017	2017	1	1	1
IV.3q	04c00dff	Existence of law on gender statistics	04c00dff	Existence of law on gender statistics	242	Fiji				FJI	177.9660884	-17.83301566	1.0	4	Country or Area	Oceania, exc. Australia and New Zealand	[2017]	2017	2017	1	1	1
IV.3q	04c00dff	Existence of law on gender statistics	04c00dff	Existence of law on gender statistics	296	Kiribati				KIR	-157.5643005	1.768837732	1.0	4	Country or Area	Oceania, exc. Australia and New Zealand	[2017]	2017	2017	1	1	1
IV.3q	04c00dff	Existence of law on gender statistics	04c00dff	Existence of law on gender statistics	540	New Caledonia				NCL	165.5067368	-21.41742531		4	Country or Area	Oceania, exc. Australia and New Zealand	[2017]	2017	2017	1	1	1
IV.3q	04c00dff	Existence of law on gender statistics	04c00dff	Existence of law on gender statistics	548	Vanuatu				VUT	167.0679779	-15.34445547	1.0	4	Country or Area	Oceania, exc. Australia and New Zealand	[2017]	2017	2017	1	1	1
IV.3q	04c00dff	Existence of law on gender statistics	04c00dff	Existence of law on gender statistics	583	Micronesia (Federated States of)				FSM	158.225216	6.880670092	1.0	4	Country or Area	Oceania, exc. Australia and New Zealand	[2017]	2017	2017	1	1	1
IV.3q	04c00dff	Existence of law on gender statistics	04c00dff	Existence of law on gender statistics	584	Marshall Islands				MHL	171.0839119	7.110213497	1.0	4	Country or Area	Oceania, exc. Australia and New Zealand	[2017]	2017	2017	1	1	1
IV.3q	04c00dff	Existence of law on gender statistics	04c00dff	Existence of law on gender statistics	598	Papua New Guinea				PNG	145.8587761	-6.756057077	1.0	4	Country or Area	Oceania, exc. Australia and New Zealand	[2017]	2017	2017	1	1	1
IV.3q	04c00dff	Existence of law on gender statistics	04c00dff	Existence of law on gender statistics	776	Tonga				TON	-175.1959991	-21.19511329	1.0	4	Country or Area	Oceania, exc. Australia and New Zealand	[2017]	2017	2017	1	1	1
IV.3q	04c00dff	Existence of law on gender statistics	04c00dff	Existence of law on gender statistics	798	Tuvalu				TUV	178.6679611	-7.460048071	1.0	4	Country or Area	Oceania, exc. Australia and New Zealand	[2017]	2017	2017	1	1	1
IV.3q	04c00dff	Existence of law on gender statistics	04c00dff	Existence of law on gender statistics	72	Botswana				BWA	23.81380223	-22.18810073	1.0	4	Country or Area	Sub-Saharan Africa	[2017]	2017	2017	1	1	1
IV.3q	04c00dff	Existence of law on gender statistics	04c00dff	Existence of law on gender statistics	120	Cameroon				CMR	12.7419827	5.692387031	1.0	4	Country or Area	Sub-Saharan Africa	[2017]	2017	2017	1	1	1
IV.3q	04c00dff	Existence of law on gender statistics	04c00dff	Existence of law on gender statistics	140	Central African Republic				CAF	20.93559492	7.003720791	1.0	4	Country or Area	Sub-Saharan Africa	[2017]	2017	2017	1	1	1
IV.3q	04c00dff	Existence of law on gender statistics	04c00dff	Existence of law on gender statistics	148	Chad				TCD	18.66618401	15.36279341	1.0	4	Country or Area	Sub-Saharan Africa	[2017]	2017	2017	1	1	1
IV.3q	04c00dff	Existence of law on gender statistics	04c00dff	Existence of law on gender statistics	178	Congo				COG	15.22052612	-0.840544119	1.0	4	Country or Area	Sub-Saharan Africa	[2017]	2017	2017	1	1	1
IV.3q	04c00dff	Existence of law on gender statistics	04c00dff	Existence of law on gender statistics	180	Democratic Republic of the Congo				COD	23.65496507	-2.877154732	1.0	4	Country or Area	Sub-Saharan Africa	[2017]	2017	2017	1	1	1
IV.3q	04c00dff	Existence of law on gender statistics	04c00dff	Existence of law on gender statistics	204	Benin				BEN	2.339933594	9.65401646	1.0	4	Country or Area	Sub-Saharan Africa	[2017]	2017	2017	1	1	1
IV.3q	04c00dff	Existence of law on gender statistics	04c00dff	Existence of law on gender statistics	231	Ethiopia				ETH	39.63505296	8.631223181	1.0	4	Country or Area	Sub-Saharan Africa	[2017]	2017	2017	1	1	1
IV.3q	04c00dff	Existence of law on gender statistics	04c00dff	Existence of law on gender statistics	262	Djibouti				DJI	42.18274707	11.56004161	1.0	4	Country or Area	Sub-Saharan Africa	[2017]	2017	2017	1	1	1
IV.3q	04c00dff	Existence of law on gender statistics	04c00dff	Existence of law on gender statistics	288	Ghana				GHA	-1.205623522	7.964825185	1.0	4	Country or Area	Sub-Saharan Africa	[2017]	2017	2017	1	1	1
IV.3q	04c00dff	Existence of law on gender statistics	04c00dff	Existence of law on gender statistics	324	Guinea				GIN	-11.28173419	11.00210343	1.0	4	Country or Area	Sub-Saharan Africa	[2017]	2017	2017	1	1	1
IV.3q	04c00dff	Existence of law on gender statistics	04c00dff	Existence of law on gender statistics	384	Côte d'Ivoire				CIV	-5.552690016	7.62211586	1.0	4	Country or Area	Sub-Saharan Africa	[2017]	2017	2017	1	1	1
IV.3q	04c00dff	Existence of law on gender statistics	04c00dff	Existence of law on gender statistics	404	Kenya				KEN	37.86096816	0.534797278	1.0	4	Country or Area	Sub-Saharan Africa	[2017]	2017	2017	1	1	1
IV.3q	04c00dff	Existence of law on gender statistics	04c00dff	Existence of law on gender statistics	426	Lesotho				LSO	28.25362195	-29.58041814	1.0	4	Country or Area	Sub-Saharan Africa	[2017]	2017	2017	1	1	1
IV.3q	04c00dff	Existence of law on gender statistics	04c00dff	Existence of law on gender statistics	466	Mali				MLI	-3.522016039	17.35311254	1.0	4	Country or Area	Sub-Saharan Africa	[2017]	2017	2017	1	1	1
IV.3q	04c00dff	Existence of law on gender statistics	04c00dff	Existence of law on gender statistics	478	Mauritania				MRT	-10.33187259	20.26089546	1.0	4	Country or Area	Sub-Saharan Africa	[2017]	2017	2017	1	1	1
IV.3q	04c00dff	Existence of law on gender statistics	04c00dff	Existence of law on gender statistics	480	Mauritius				MUS	57.568022	-20.28581998	1.0	4	Country or Area	Sub-Saharan Africa	[2017]	2017	2017	1	1	1
IV.3q	04c00dff	Existence of law on gender statistics	04c00dff	Existence of law on gender statistics	508	Mozambique				MOZ	38.18479941	-14.27963886	1.0	4	Country or Area	Sub-Saharan Africa	[2017]	2017	2017	1	1	1
IV.3q	04c00dff	Existence of law on gender statistics	04c00dff	Existence of law on gender statistics	562	Niger				NER	9.400167877	17.42143036	1.0	4	Country or Area	Sub-Saharan Africa	[2017]	2017	2017	1	1	1
IV.3q	04c00dff	Existence of law on gender statistics	04c00dff	Existence of law on gender statistics	566	Nigeria				NGA	8.097363256	9.585789025	1.0	4	Country or Area	Sub-Saharan Africa	[2017]	2017	2017	1	1	1
