INDICATOR_ID	INDICATOR_DESC	MINSET_SERIES	MINSET_SERIES_DESC	REF_AREA	REF_AREA_DESC	SEX	SEX_DESC	AGE	AGE_DESC	URBANIZATION	URBANIZATION_DESC	X	Y	UNmember	GEOLEVEL	GEOLEVEL_Desc	SDG_REGION	years	min_year	max_year	N_years	N_years_lag5	N_years_lag10
2	Average number of hours spent on total work (total work burden), by sex	73	Average number of hours spent on total work combined (total work burden), by sex	120	Cameroon	M	Male	Y25T44	25 to 44 years old	R	Rural	12.7419827	5.692387031	1.0	4	Country or Area	Sub-Saharan Africa	[2014]	2014	2014	1	0	1
2	Average number of hours spent on total work (total work burden), by sex	73	Average number of hours spent on total work combined (total work burden), by sex	120	Cameroon	F	Female	Y45T54	45 to 54 years old	R	Rural	12.7419827	5.692387031	1.0	4	Country or Area	Sub-Saharan Africa	[2014]	2014	2014	1	0	1
2	Average number of hours spent on total work (total work burden), by sex	73	Average number of hours spent on total work combined (total work burden), by sex	120	Cameroon	M	Male	Y45T54	45 to 54 years old	R	Rural	12.7419827	5.692387031	1.0	4	Country or Area	Sub-Saharan Africa	[2014]	2014	2014	1	0	1
2	Average number of hours spent on total work (total work burden), by sex	73	Average number of hours spent on total work combined (total work burden), by sex	120	Cameroon	F	Female	Y55T64	55 to 64 years old	R	Rural	12.7419827	5.692387031	1.0	4	Country or Area	Sub-Saharan Africa	[2014]	2014	2014	1	0	1
2	Average number of hours spent on total work (total work burden), by sex	73	Average number of hours spent on total work combined (total work burden), by sex	120	Cameroon	M	Male	Y55T64	55 to 64 years old	R	Rural	12.7419827	5.692387031	1.0	4	Country or Area	Sub-Saharan Africa	[2014]	2014	2014	1	0	1
2	Average number of hours spent on total work (total work burden), by sex	73	Average number of hours spent on total work combined (total work burden), by sex	120	Cameroon	F	Female	Y_GE65	65 years old and over	R	Rural	12.7419827	5.692387031	1.0	4	Country or Area	Sub-Saharan Africa	[2014]	2014	2014	1	0	1
2	Average number of hours spent on total work (total work burden), by sex	73	Average number of hours spent on total work combined (total work burden), by sex	120	Cameroon	M	Male	Y_GE65	65 years old and over	R	Rural	12.7419827	5.692387031	1.0	4	Country or Area	Sub-Saharan Africa	[2014]	2014	2014	1	0	1
2	Average number of hours spent on total work (total work burden), by sex	73	Average number of hours spent on total work combined (total work burden), by sex	466	Mali	F	Female	Y15T49	15 to 49 years old	R	Rural	-3.522016039	17.35311254	1.0	4	Country or Area	Sub-Saharan Africa	[2008]	2008	2008	1	0	0
2	Average number of hours spent on total work (total work burden), by sex	73	Average number of hours spent on total work combined (total work burden), by sex	466	Mali	M	Male	Y15T49	15 to 49 years old	R	Rural	-3.522016039	17.35311254	1.0	4	Country or Area	Sub-Saharan Africa	[2008]	2008	2008	1	0	0
2	Average number of hours spent on total work (total work burden), by sex	73	Average number of hours spent on total work combined (total work burden), by sex	450	Madagascar	F	Female	_T	All age ranges or no breakdown by age	R	Rural	46.6982339	-19.38514785	1.0	4	Country or Area	Sub-Saharan Africa	[2001]	2001	2001	1	0	0
2	Average number of hours spent on total work (total work burden), by sex	73	Average number of hours spent on total work combined (total work burden), by sex	450	Madagascar	M	Male	_T	All age ranges or no breakdown by age	R	Rural	46.6982339	-19.38514785	1.0	4	Country or Area	Sub-Saharan Africa	[2001]	2001	2001	1	0	0
2	Average number of hours spent on total work (total work burden), by sex	73	Average number of hours spent on total work combined (total work burden), by sex	188	Costa Rica	F	Female	Y_GE12	12 years old and over	R	Rural	-84.19712782	9.970998683	1.0	4	Country or Area	Latin America and the Caribbean	[2017]	2017	2017	1	1	1
2	Average number of hours spent on total work (total work burden), by sex	73	Average number of hours spent on total work combined (total work burden), by sex	188	Costa Rica	M	Male	Y_GE12	12 years old and over	R	Rural	-84.19712782	9.970998683	1.0	4	Country or Area	Latin America and the Caribbean	[2017]	2017	2017	1	1	1
2	Average number of hours spent on total work (total work burden), by sex	73	Average number of hours spent on total work combined (total work burden), by sex	512	Oman	F	Female	Y_GE15	15 years old and over	R	Rural	57.87743482	21.98805614	1.0	4	Country or Area	Northern Africa and Western Asia	[2008]	2008	2008	1	0	0
2	Average number of hours spent on total work (total work burden), by sex	73	Average number of hours spent on total work combined (total work burden), by sex	512	Oman	M	Male	Y_GE15	15 years old and over	R	Rural	57.87743482	21.98805614	1.0	4	Country or Area	Northern Africa and Western Asia	[2008]	2008	2008	1	0	0
2	Average number of hours spent on total work (total work burden), by sex	73	Average number of hours spent on total work combined (total work burden), by sex	643	Russian Federation	F	Female	Y_GE15	15 years old and over	U	Urban	99.01404926	61.61899849	1.0	4	Country or Area	Europe and Northern America	[2014]	2014	2014	1	0	1
2	Average number of hours spent on total work (total work burden), by sex	73	Average number of hours spent on total work combined (total work burden), by sex	643	Russian Federation	M	Male	Y_GE15	15 years old and over	U	Urban	99.01404926	61.61899849	1.0	4	Country or Area	Europe and Northern America	[2014]	2014	2014	1	0	1
2	Average number of hours spent on total work (total work burden), by sex	73	Average number of hours spent on total work combined (total work burden), by sex	8	Albania	F	Female	Y_GE10	10 years old and over	U	Urban	20.06660928	41.13897007	1.0	4	Country or Area	Europe and Northern America	[2011]	2011	2011	1	0	1
2	Average number of hours spent on total work (total work burden), by sex	73	Average number of hours spent on total work combined (total work burden), by sex	8	Albania	M	Male	Y_GE10	10 years old and over	U	Urban	20.06660928	41.13897007	1.0	4	Country or Area	Europe and Northern America	[2011]	2011	2011	1	0	1
2	Average number of hours spent on total work (total work burden), by sex	73	Average number of hours spent on total work combined (total work burden), by sex	8	Albania	F	Female	Y_GE65	65 years old and over	U	Urban	20.06660928	41.13897007	1.0	4	Country or Area	Europe and Northern America	[2011]	2011	2011	1	0	1
2	Average number of hours spent on total work (total work burden), by sex	73	Average number of hours spent on total work combined (total work burden), by sex	8	Albania	M	Male	Y_GE65	65 years old and over	U	Urban	20.06660928	41.13897007	1.0	4	Country or Area	Europe and Northern America	[2011]	2011	2011	1	0	1
2	Average number of hours spent on total work (total work burden), by sex	73	Average number of hours spent on total work combined (total work burden), by sex	120	Cameroon	F	Female	Y_GE10	10 years old and over	U	Urban	12.7419827	5.692387031	1.0	4	Country or Area	Sub-Saharan Africa	[2014]	2014	2014	1	0	1
2	Average number of hours spent on total work (total work burden), by sex	73	Average number of hours spent on total work combined (total work burden), by sex	120	Cameroon	M	Male	Y_GE10	10 years old and over	U	Urban	12.7419827	5.692387031	1.0	4	Country or Area	Sub-Saharan Africa	[2014]	2014	2014	1	0	1
2	Average number of hours spent on total work (total work burden), by sex	73	Average number of hours spent on total work combined (total work burden), by sex	120	Cameroon	F	Female	Y_GE15	15 years old and over	U	Urban	12.7419827	5.692387031	1.0	4	Country or Area	Sub-Saharan Africa	[2014]	2014	2014	1	0	1
2	Average number of hours spent on total work (total work burden), by sex	73	Average number of hours spent on total work combined (total work burden), by sex	120	Cameroon	M	Male	Y_GE15	15 years old and over	U	Urban	12.7419827	5.692387031	1.0	4	Country or Area	Sub-Saharan Africa	[2014]	2014	2014	1	0	1
2	Average number of hours spent on total work (total work burden), by sex	73	Average number of hours spent on total work combined (total work burden), by sex	120	Cameroon	F	Female	Y15T24	15 to 24 years old	U	Urban	12.7419827	5.692387031	1.0	4	Country or Area	Sub-Saharan Africa	[2014]	2014	2014	1	0	1
2	Average number of hours spent on total work (total work burden), by sex	73	Average number of hours spent on total work combined (total work burden), by sex	120	Cameroon	M	Male	Y15T24	15 to 24 years old	U	Urban	12.7419827	5.692387031	1.0	4	Country or Area	Sub-Saharan Africa	[2014]	2014	2014	1	0	1
2	Average number of hours spent on total work (total work burden), by sex	73	Average number of hours spent on total work combined (total work burden), by sex	120	Cameroon	F	Female	Y25T44	25 to 44 years old	U	Urban	12.7419827	5.692387031	1.0	4	Country or Area	Sub-Saharan Africa	[2014]	2014	2014	1	0	1
2	Average number of hours spent on total work (total work burden), by sex	73	Average number of hours spent on total work combined (total work burden), by sex	120	Cameroon	M	Male	Y25T44	25 to 44 years old	U	Urban	12.7419827	5.692387031	1.0	4	Country or Area	Sub-Saharan Africa	[2014]	2014	2014	1	0	1
2	Average number of hours spent on total work (total work burden), by sex	73	Average number of hours spent on total work combined (total work burden), by sex	120	Cameroon	F	Female	Y45T54	45 to 54 years old	U	Urban	12.7419827	5.692387031	1.0	4	Country or Area	Sub-Saharan Africa	[2014]	2014	2014	1	0	1
2	Average number of hours spent on total work (total work burden), by sex	73	Average number of hours spent on total work combined (total work burden), by sex	120	Cameroon	M	Male	Y45T54	45 to 54 years old	U	Urban	12.7419827	5.692387031	1.0	4	Country or Area	Sub-Saharan Africa	[2014]	2014	2014	1	0	1
2	Average number of hours spent on total work (total work burden), by sex	73	Average number of hours spent on total work combined (total work burden), by sex	120	Cameroon	F	Female	Y55T64	55 to 64 years old	U	Urban	12.7419827	5.692387031	1.0	4	Country or Area	Sub-Saharan Africa	[2014]	2014	2014	1	0	1
2	Average number of hours spent on total work (total work burden), by sex	73	Average number of hours spent on total work combined (total work burden), by sex	120	Cameroon	M	Male	Y55T64	55 to 64 years old	U	Urban	12.7419827	5.692387031	1.0	4	Country or Area	Sub-Saharan Africa	[2014]	2014	2014	1	0	1
2	Average number of hours spent on total work (total work burden), by sex	73	Average number of hours spent on total work combined (total work burden), by sex	120	Cameroon	F	Female	Y_GE65	65 years old and over	U	Urban	12.7419827	5.692387031	1.0	4	Country or Area	Sub-Saharan Africa	[2014]	2014	2014	1	0	1
2	Average number of hours spent on total work (total work burden), by sex	73	Average number of hours spent on total work combined (total work burden), by sex	120	Cameroon	M	Male	Y_GE65	65 years old and over	U	Urban	12.7419827	5.692387031	1.0	4	Country or Area	Sub-Saharan Africa	[2014]	2014	2014	1	0	1
2	Average number of hours spent on total work (total work burden), by sex	73	Average number of hours spent on total work combined (total work burden), by sex	466	Mali	F	Female	Y15T49	15 to 49 years old	U	Urban	-3.522016039	17.35311254	1.0	4	Country or Area	Sub-Saharan Africa	[2008]	2008	2008	1	0	0
2	Average number of hours spent on total work (total work burden), by sex	73	Average number of hours spent on total work combined (total work burden), by sex	466	Mali	M	Male	Y15T49	15 to 49 years old	U	Urban	-3.522016039	17.35311254	1.0	4	Country or Area	Sub-Saharan Africa	[2008]	2008	2008	1	0	0
2	Average number of hours spent on total work (total work burden), by sex	73	Average number of hours spent on total work combined (total work burden), by sex	450	Madagascar	F	Female	_T	All age ranges or no breakdown by age	U	Urban	46.6982339	-19.38514785	1.0	4	Country or Area	Sub-Saharan Africa	[2001]	2001	2001	1	0	0
2	Average number of hours spent on total work (total work burden), by sex	73	Average number of hours spent on total work combined (total work burden), by sex	450	Madagascar	M	Male	_T	All age ranges or no breakdown by age	U	Urban	46.6982339	-19.38514785	1.0	4	Country or Area	Sub-Saharan Africa	[2001]	2001	2001	1	0	0
2	Average number of hours spent on total work (total work burden), by sex	73	Average number of hours spent on total work combined (total work burden), by sex	188	Costa Rica	F	Female	Y_GE12	12 years old and over	U	Urban	-84.19712782	9.970998683	1.0	4	Country or Area	Latin America and the Caribbean	[2017]	2017	2017	1	1	1
2	Average number of hours spent on total work (total work burden), by sex	73	Average number of hours spent on total work combined (total work burden), by sex	188	Costa Rica	M	Male	Y_GE12	12 years old and over	U	Urban	-84.19712782	9.970998683	1.0	4	Country or Area	Latin America and the Caribbean	[2017]	2017	2017	1	1	1
2	Average number of hours spent on total work (total work burden), by sex	73	Average number of hours spent on total work combined (total work burden), by sex	512	Oman	F	Female	Y_GE15	15 years old and over	U	Urban	57.87743482	21.98805614	1.0	4	Country or Area	Northern Africa and Western Asia	[2008]	2008	2008	1	0	0
2	Average number of hours spent on total work (total work burden), by sex	73	Average number of hours spent on total work combined (total work burden), by sex	512	Oman	M	Male	Y_GE15	15 years old and over	U	Urban	57.87743482	21.98805614	1.0	4	Country or Area	Northern Africa and Western Asia	[2008]	2008	2008	1	0	0
2	Average number of hours spent on total work (total work burden), by sex	73	Average number of hours spent on total work combined (total work burden), by sex	36	Australia	F	Female	Y_GE15	15 years old and over	_T	All areas	134.3499412	-25.57717202	1.0	4	Country or Area	Australia and New Zealand	[2006]	2006	2006	1	0	0
2	Average number of hours spent on total work (total work burden), by sex	73	Average number of hours spent on total work combined (total work burden), by sex	36	Australia	M	Male	Y_GE15	15 years old and over	_T	All areas	134.3499412	-25.57717202	1.0	4	Country or Area	Australia and New Zealand	[2006]	2006	2006	1	0	0
2	Average number of hours spent on total work (total work burden), by sex	73	Average number of hours spent on total work combined (total work burden), by sex	100	Bulgaria	F	Female	Y20T74	20 to 74 years old	_T	All areas	25.23763153	42.75731323	1.0	4	Country or Area	Europe and Northern America	[2002, 2010]	2002	2010	2	0	1
2	Average number of hours spent on total work (total work burden), by sex	73	Average number of hours spent on total work combined (total work burden), by sex	100	Bulgaria	M	Male	Y20T74	20 to 74 years old	_T	All areas	25.23763153	42.75731323	1.0	4	Country or Area	Europe and Northern America	[2002, 2010]	2002	2010	2	0	1
2	Average number of hours spent on total work (total work burden), by sex	73	Average number of hours spent on total work combined (total work burden), by sex	638	Réunion	F	Female	Y_GE15	15 years old and over	_T	All areas	55.53171398	-21.13183266		4	Country or Area	Sub-Saharan Africa	[2010]	2010	2010	1	0	1
2	Average number of hours spent on total work (total work burden), by sex	73	Average number of hours spent on total work combined (total work burden), by sex	638	Réunion	M	Male	Y_GE15	15 years old and over	_T	All areas	55.53171398	-21.13183266		4	Country or Area	Sub-Saharan Africa	[2010]	2010	2010	1	0	1
2	Average number of hours spent on total work (total work burden), by sex	73	Average number of hours spent on total work combined (total work burden), by sex	392	Japan	F	Female	Y_GE10	10 years old and over	_T	All areas	139.2716103	36.6554539	1.0	4	Country or Area	Eastern and South-Eastern Asia	[2001, 2006, 2011, 2016]	2001	2016	4	1	2
2	Average number of hours spent on total work (total work burden), by sex	73	Average number of hours spent on total work combined (total work burden), by sex	392	Japan	M	Male	Y_GE10	10 years old and over	_T	All areas	139.2716103	36.6554539	1.0	4	Country or Area	Eastern and South-Eastern Asia	[2001, 2006, 2011, 2016]	2001	2016	4	1	2
2	Average number of hours spent on total work (total work burden), by sex	73	Average number of hours spent on total work combined (total work burden), by sex	643	Russian Federation	F	Female	Y_GE15	15 years old and over	_T	All areas	99.01404926	61.61899849	1.0	4	Country or Area	Europe and Northern America	[2014]	2014	2014	1	0	1
2	Average number of hours spent on total work (total work burden), by sex	73	Average number of hours spent on total work combined (total work burden), by sex	643	Russian Federation	M	Male	Y_GE15	15 years old and over	_T	All areas	99.01404926	61.61899849	1.0	4	Country or Area	Europe and Northern America	[2014]	2014	2014	1	0	1
2	Average number of hours spent on total work (total work burden), by sex	73	Average number of hours spent on total work combined (total work burden), by sex	64	Bhutan	F	Female	Y_GE15	15 years old and over	_T	All areas	90.45098484	27.39598568	1.0	4	Country or Area	Central and Southern Asia	[2015]	2015	2015	1	1	1
2	Average number of hours spent on total work (total work burden), by sex	73	Average number of hours spent on total work combined (total work burden), by sex	64	Bhutan	M	Male	Y_GE15	15 years old and over	_T	All areas	90.45098484	27.39598568	1.0	4	Country or Area	Central and Southern Asia	[2015]	2015	2015	1	1	1
2	Average number of hours spent on total work (total work burden), by sex	73	Average number of hours spent on total work combined (total work burden), by sex	454	Malawi	F	Female	Y_GE15	15 years old and over	_T	All areas	33.4884625	-13.40819859	1.0	4	Country or Area	Sub-Saharan Africa	[2005]	2005	2005	1	0	0
2	Average number of hours spent on total work (total work burden), by sex	73	Average number of hours spent on total work combined (total work burden), by sex	454	Malawi	M	Male	Y_GE15	15 years old and over	_T	All areas	33.4884625	-13.40819859	1.0	4	Country or Area	Sub-Saharan Africa	[2005]	2005	2005	1	0	0
2	Average number of hours spent on total work (total work burden), by sex	73	Average number of hours spent on total work combined (total work burden), by sex	8	Albania	F	Female	Y_GE10	10 years old and over	_T	All areas	20.06660928	41.13897007	1.0	4	Country or Area	Europe and Northern America	[2011]	2011	2011	1	0	1
2	Average number of hours spent on total work (total work burden), by sex	73	Average number of hours spent on total work combined (total work burden), by sex	8	Albania	M	Male	Y_GE10	10 years old and over	_T	All areas	20.06660928	41.13897007	1.0	4	Country or Area	Europe and Northern America	[2011]	2011	2011	1	0	1
2	Average number of hours spent on total work (total work burden), by sex	73	Average number of hours spent on total work combined (total work burden), by sex	8	Albania	F	Female	Y_GE65	65 years old and over	_T	All areas	20.06660928	41.13897007	1.0	4	Country or Area	Europe and Northern America	[2011]	2011	2011	1	0	1
2	Average number of hours spent on total work (total work burden), by sex	73	Average number of hours spent on total work combined (total work burden), by sex	8	Albania	M	Male	Y_GE65	65 years old and over	_T	All areas	20.06660928	41.13897007	1.0	4	Country or Area	Europe and Northern America	[2011]	2011	2011	1	0	1
2	Average number of hours spent on total work (total work burden), by sex	73	Average number of hours spent on total work combined (total work burden), by sex	840	United States of America	F	Female	Y_GE15	15 years old and over	_T	All areas	-99.13830311	39.5277871	1.0	4	Country or Area	Europe and Northern America	[2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]	2003	2016	14	2	7
2	Average number of hours spent on total work (total work burden), by sex	73	Average number of hours spent on total work combined (total work burden), by sex	840	United States of America	M	Male	Y_GE15	15 years old and over	_T	All areas	-99.13830311	39.5277871	1.0	4	Country or Area	Europe and Northern America	[2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]	2003	2016	14	2	7
2	Average number of hours spent on total work (total work burden), by sex	73	Average number of hours spent on total work combined (total work burden), by sex	51	Armenia	F	Female	Y_GE15	15 years old and over	_T	All areas	44.93839317	40.29499741	1.0	4	Country or Area	Northern Africa and Western Asia	[2004, 2008]	2004	2008	2	0	0
2	Average number of hours spent on total work (total work burden), by sex	73	Average number of hours spent on total work combined (total work burden), by sex	51	Armenia	M	Male	Y_GE15	15 years old and over	_T	All areas	44.93839317	40.29499741	1.0	4	Country or Area	Northern Africa and Western Asia	[2004, 2008]	2004	2008	2	0	0
2	Average number of hours spent on total work (total work burden), by sex	73	Average number of hours spent on total work combined (total work burden), by sex	208	Denmark	F	Female	Y20T74	20 to 74 years old	_T	All areas	9.326571283	56.03829721	1.0	4	Country or Area	Europe and Northern America	[2009]	2009	2009	1	0	0
2	Average number of hours spent on total work (total work burden), by sex	73	Average number of hours spent on total work combined (total work burden), by sex	208	Denmark	M	Male	Y20T74	20 to 74 years old	_T	All areas	9.326571283	56.03829721	1.0	4	Country or Area	Europe and Northern America	[2009]	2009	2009	1	0	0
2	Average number of hours spent on total work (total work burden), by sex	73	Average number of hours spent on total work combined (total work burden), by sex	528	Netherlands	F	Female	Y_GE12	12 years old and over	_T	All areas	5.331480568	51.86728884	1.0	4	Country or Area	Europe and Northern America	[2001, 2003]	2001	2003	2	0	0
2	Average number of hours spent on total work (total work burden), by sex	73	Average number of hours spent on total work combined (total work burden), by sex	528	Netherlands	M	Male	Y_GE12	12 years old and over	_T	All areas	5.331480568	51.86728884	1.0	4	Country or Area	Europe and Northern America	[2001, 2003]	2001	2003	2	0	0
2	Average number of hours spent on total work (total work burden), by sex	73	Average number of hours spent on total work combined (total work burden), by sex	528	Netherlands	F	Female	Y20T74	20 to 74 years old	_T	All areas	5.331480568	51.86728884	1.0	4	Country or Area	Europe and Northern America	[2006, 2012]	2006	2012	2	0	1
2	Average number of hours spent on total work (total work burden), by sex	73	Average number of hours spent on total work combined (total work burden), by sex	528	Netherlands	M	Male	Y20T74	20 to 74 years old	_T	All areas	5.331480568	51.86728884	1.0	4	Country or Area	Europe and Northern America	[2006, 2012]	2006	2012	2	0	1
2	Average number of hours spent on total work (total work burden), by sex	73	Average number of hours spent on total work combined (total work burden), by sex	231	Ethiopia	F	Female	Y_GE10	10 years old and over	_T	All areas	39.63505296	8.631223181	1.0	4	Country or Area	Sub-Saharan Africa	[2013]	2013	2013	1	0	1
2	Average number of hours spent on total work (total work burden), by sex	73	Average number of hours spent on total work combined (total work burden), by sex	231	Ethiopia	M	Male	Y_GE10	10 years old and over	_T	All areas	39.63505296	8.631223181	1.0	4	Country or Area	Sub-Saharan Africa	[2013]	2013	2013	1	0	1
2	Average number of hours spent on total work (total work burden), by sex	73	Average number of hours spent on total work combined (total work burden), by sex	120	Cameroon	F	Female	Y_GE10	10 years old and over	_T	All areas	12.7419827	5.692387031	1.0	4	Country or Area	Sub-Saharan Africa	[2014]	2014	2014	1	0	1
2	Average number of hours spent on total work (total work burden), by sex	73	Average number of hours spent on total work combined (total work burden), by sex	120	Cameroon	M	Male	Y_GE10	10 years old and over	_T	All areas	12.7419827	5.692387031	1.0	4	Country or Area	Sub-Saharan Africa	[2014]	2014	2014	1	0	1
2	Average number of hours spent on total work (total work burden), by sex	73	Average number of hours spent on total work combined (total work burden), by sex	120	Cameroon	F	Female	Y_GE15	15 years old and over	_T	All areas	12.7419827	5.692387031	1.0	4	Country or Area	Sub-Saharan Africa	[2014]	2014	2014	1	0	1
2	Average number of hours spent on total work (total work burden), by sex	73	Average number of hours spent on total work combined (total work burden), by sex	120	Cameroon	M	Male	Y_GE15	15 years old and over	_T	All areas	12.7419827	5.692387031	1.0	4	Country or Area	Sub-Saharan Africa	[2014]	2014	2014	1	0	1
2	Average number of hours spent on total work (total work burden), by sex	73	Average number of hours spent on total work combined (total work burden), by sex	120	Cameroon	F	Female	Y15T24	15 to 24 years old	_T	All areas	12.7419827	5.692387031	1.0	4	Country or Area	Sub-Saharan Africa	[2014]	2014	2014	1	0	1
2	Average number of hours spent on total work (total work burden), by sex	73	Average number of hours spent on total work combined (total work burden), by sex	120	Cameroon	M	Male	Y15T24	15 to 24 years old	_T	All areas	12.7419827	5.692387031	1.0	4	Country or Area	Sub-Saharan Africa	[2014]	2014	2014	1	0	1
2	Average number of hours spent on total work (total work burden), by sex	73	Average number of hours spent on total work combined (total work burden), by sex	120	Cameroon	F	Female	Y25T44	25 to 44 years old	_T	All areas	12.7419827	5.692387031	1.0	4	Country or Area	Sub-Saharan Africa	[2014]	2014	2014	1	0	1
2	Average number of hours spent on total work (total work burden), by sex	73	Average number of hours spent on total work combined (total work burden), by sex	120	Cameroon	M	Male	Y25T44	25 to 44 years old	_T	All areas	12.7419827	5.692387031	1.0	4	Country or Area	Sub-Saharan Africa	[2014]	2014	2014	1	0	1
2	Average number of hours spent on total work (total work burden), by sex	73	Average number of hours spent on total work combined (total work burden), by sex	120	Cameroon	F	Female	Y45T54	45 to 54 years old	_T	All areas	12.7419827	5.692387031	1.0	4	Country or Area	Sub-Saharan Africa	[2014]	2014	2014	1	0	1
2	Average number of hours spent on total work (total work burden), by sex	73	Average number of hours spent on total work combined (total work burden), by sex	120	Cameroon	M	Male	Y45T54	45 to 54 years old	_T	All areas	12.7419827	5.692387031	1.0	4	Country or Area	Sub-Saharan Africa	[2014]	2014	2014	1	0	1
2	Average number of hours spent on total work (total work burden), by sex	73	Average number of hours spent on total work combined (total work burden), by sex	120	Cameroon	F	Female	Y55T64	55 to 64 years old	_T	All areas	12.7419827	5.692387031	1.0	4	Country or Area	Sub-Saharan Africa	[2014]	2014	2014	1	0	1
2	Average number of hours spent on total work (total work burden), by sex	73	Average number of hours spent on total work combined (total work burden), by sex	120	Cameroon	M	Male	Y55T64	55 to 64 years old	_T	All areas	12.7419827	5.692387031	1.0	4	Country or Area	Sub-Saharan Africa	[2014]	2014	2014	1	0	1
2	Average number of hours spent on total work (total work burden), by sex	73	Average number of hours spent on total work combined (total work burden), by sex	120	Cameroon	F	Female	Y_GE65	65 years old and over	_T	All areas	12.7419827	5.692387031	1.0	4	Country or Area	Sub-Saharan Africa	[2014]	2014	2014	1	0	1
2	Average number of hours spent on total work (total work burden), by sex	73	Average number of hours spent on total work combined (total work burden), by sex	120	Cameroon	M	Male	Y_GE65	65 years old and over	_T	All areas	12.7419827	5.692387031	1.0	4	Country or Area	Sub-Saharan Africa	[2014]	2014	2014	1	0	1
