INDICATOR_LABEL	INDICATOR_ID	INDICATOR_DESC	MINSET_SERIES	MINSET_SERIES_DESC	REF_AREA	REF_AREA_DESC	SEX	SEX_DESC	HOUSEHOLD_TYPE	HOUSEHOLD_TYPE_DESC	CHILDREN_UNDER6_PRESENCE	CHILDREN_UNDER6_PRESENCE_DESC	TSK_sub_dims	TSK_sub_id	TSK_sub_desc	sort_order	ISO3	X	Y	UNmember	GEOLEVEL	GEOLEVEL_Desc	SDG_REGION	years	min_year	max_year	N_years	N_years_lag5	N_years_lag10
I.15	Ic6982113	Prime-age employment-to-population ratio by sex, household type and presence of children	S6e1d24f4	Prime-age employment-to-population ratio by sex, household type and presence of children under age 6	100	Bulgaria	F	Female	K	Couple with children	CHL_AGET6_NO	No	SEX__HOUSEHOLD_TYPE__CHILDREN_UNDER6_PRESENCE	F__K__CHL_AGET6_NO	Female, couple with children, no	2500	BGR	25.23763153	42.75731323	1.0	4	Country or Area	Europe and Northern America	[2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2010	2019	10	5	10
I.15	Ic6982113	Prime-age employment-to-population ratio by sex, household type and presence of children	S6e1d24f4	Prime-age employment-to-population ratio by sex, household type and presence of children under age 6	70	Bosnia and Herzegovina	F	Female	K	Couple with children	CHL_AGET6_NO	No	SEX__HOUSEHOLD_TYPE__CHILDREN_UNDER6_PRESENCE	F__K__CHL_AGET6_NO	Female, couple with children, no	2500	BIH	17.78584332	44.16845548	1.0	4	Country or Area	Europe and Northern America	[2013, 2014]	2013	2014	2	0	2
I.15	Ic6982113	Prime-age employment-to-population ratio by sex, household type and presence of children	S6e1d24f4	Prime-age employment-to-population ratio by sex, household type and presence of children under age 6	84	Belize	F	Female	K	Couple with children	CHL_AGET6_NO	No	SEX__HOUSEHOLD_TYPE__CHILDREN_UNDER6_PRESENCE	F__K__CHL_AGET6_NO	Female, couple with children, no	2500	BLZ	-88.70199554	17.19965901	1.0	4	Country or Area	Latin America and the Caribbean	[2013, 2014, 2015, 2016, 2017]	2013	2017	5	3	5
I.15	Ic6982113	Prime-age employment-to-population ratio by sex, household type and presence of children	S6e1d24f4	Prime-age employment-to-population ratio by sex, household type and presence of children under age 6	68	Bolivia	F	Female	K	Couple with children	CHL_AGET6_NO	No	SEX__HOUSEHOLD_TYPE__CHILDREN_UNDER6_PRESENCE	F__K__CHL_AGET6_NO	Female, couple with children, no	2500	BOL	-64.66224284	-16.71273412	1.0	4	Country or Area	Latin America and the Caribbean	[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2011	2019	9	5	9
I.15	Ic6982113	Prime-age employment-to-population ratio by sex, household type and presence of children	S6e1d24f4	Prime-age employment-to-population ratio by sex, household type and presence of children under age 6	76	Brazil	F	Female	K	Couple with children	CHL_AGET6_NO	No	SEX__HOUSEHOLD_TYPE__CHILDREN_UNDER6_PRESENCE	F__K__CHL_AGET6_NO	Female, couple with children, no	2500	BRA	-53.08432878	-10.77668561	1.0	4	Country or Area	Latin America and the Caribbean	[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020]	2011	2020	10	6	10
I.15	Ic6982113	Prime-age employment-to-population ratio by sex, household type and presence of children	S6e1d24f4	Prime-age employment-to-population ratio by sex, household type and presence of children under age 6	52	Barbados	F	Female	K	Couple with children	CHL_AGET6_NO	No	SEX__HOUSEHOLD_TYPE__CHILDREN_UNDER6_PRESENCE	F__K__CHL_AGET6_NO	Female, couple with children, no	2500	BRB	-59.5346489	13.13648273	1.0	4	Country or Area	Latin America and the Caribbean	[2016]	2016	2016	1	1	1
I.15	Ic6982113	Prime-age employment-to-population ratio by sex, household type and presence of children	S6e1d24f4	Prime-age employment-to-population ratio by sex, household type and presence of children under age 6	96	Brunei Darussalam	F	Female	K	Couple with children	CHL_AGET6_NO	No	SEX__HOUSEHOLD_TYPE__CHILDREN_UNDER6_PRESENCE	F__K__CHL_AGET6_NO	Female, couple with children, no	2500	BRN	114.6288563	4.49736984	1.0	4	Country or Area	Eastern and South-Eastern Asia	[2017, 2018, 2019]	2017	2019	3	3	3
I.15	Ic6982113	Prime-age employment-to-population ratio by sex, household type and presence of children	S6e1d24f4	Prime-age employment-to-population ratio by sex, household type and presence of children under age 6	152	Chile	F	Female	K	Couple with children	CHL_AGET6_NO	No	SEX__HOUSEHOLD_TYPE__CHILDREN_UNDER6_PRESENCE	F__K__CHL_AGET6_NO	Female, couple with children, no	2500	CHL	-71.23029019	-35.2652885	1.0	4	Country or Area	Latin America and the Caribbean	[2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020]	2010	2020	11	6	11
I.15	Ic6982113	Prime-age employment-to-population ratio by sex, household type and presence of children	S6e1d24f4	Prime-age employment-to-population ratio by sex, household type and presence of children under age 6	384	Côte d'Ivoire	F	Female	K	Couple with children	CHL_AGET6_NO	No	SEX__HOUSEHOLD_TYPE__CHILDREN_UNDER6_PRESENCE	F__K__CHL_AGET6_NO	Female, couple with children, no	2500	CIV	-5.552690016	7.62211586	1.0	4	Country or Area	Sub-Saharan Africa	[2016]	2016	2016	1	1	1
I.15	Ic6982113	Prime-age employment-to-population ratio by sex, household type and presence of children	S6e1d24f4	Prime-age employment-to-population ratio by sex, household type and presence of children under age 6	180	Congo, Democratic Republic of the	F	Female	K	Couple with children	CHL_AGET6_NO	No	SEX__HOUSEHOLD_TYPE__CHILDREN_UNDER6_PRESENCE	F__K__CHL_AGET6_NO	Female, couple with children, no	2500	COD	23.65496507	-2.877154732	1.0	4	Country or Area	Sub-Saharan Africa	[2012]	2012	2012	1	0	1
I.15	Ic6982113	Prime-age employment-to-population ratio by sex, household type and presence of children	S6e1d24f4	Prime-age employment-to-population ratio by sex, household type and presence of children under age 6	184	Cook Islands	F	Female	K	Couple with children	CHL_AGET6_NO	No	SEX__HOUSEHOLD_TYPE__CHILDREN_UNDER6_PRESENCE	F__K__CHL_AGET6_NO	Female, couple with children, no	2500	COK	-159.7711391	-21.22696458		4	Country or Area	Oceania, exc. Australia and New Zealand	[2016]	2016	2016	1	1	1
I.15	Ic6982113	Prime-age employment-to-population ratio by sex, household type and presence of children	S6e1d24f4	Prime-age employment-to-population ratio by sex, household type and presence of children under age 6	170	Colombia	F	Female	K	Couple with children	CHL_AGET6_NO	No	SEX__HOUSEHOLD_TYPE__CHILDREN_UNDER6_PRESENCE	F__K__CHL_AGET6_NO	Female, couple with children, no	2500	COL	-73.07446751	3.888209046	1.0	4	Country or Area	Latin America and the Caribbean	[2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2010	2019	10	5	10
I.15	Ic6982113	Prime-age employment-to-population ratio by sex, household type and presence of children	S6e1d24f4	Prime-age employment-to-population ratio by sex, household type and presence of children under age 6	132	Cape Verde	F	Female	K	Couple with children	CHL_AGET6_NO	No	SEX__HOUSEHOLD_TYPE__CHILDREN_UNDER6_PRESENCE	F__K__CHL_AGET6_NO	Female, couple with children, no	2500	CPV	-23.63544151	15.07791834	1.0	4	Country or Area	Sub-Saharan Africa	[2015]	2015	2015	1	1	1
I.15	Ic6982113	Prime-age employment-to-population ratio by sex, household type and presence of children	S6e1d24f4	Prime-age employment-to-population ratio by sex, household type and presence of children under age 6	188	Costa Rica	F	Female	K	Couple with children	CHL_AGET6_NO	No	SEX__HOUSEHOLD_TYPE__CHILDREN_UNDER6_PRESENCE	F__K__CHL_AGET6_NO	Female, couple with children, no	2500	CRI	-84.19712782	9.970998683	1.0	4	Country or Area	Latin America and the Caribbean	[2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020]	2010	2020	11	6	11
I.15	Ic6982113	Prime-age employment-to-population ratio by sex, household type and presence of children	S6e1d24f4	Prime-age employment-to-population ratio by sex, household type and presence of children under age 6	196	Cyprus	F	Female	K	Couple with children	CHL_AGET6_NO	No	SEX__HOUSEHOLD_TYPE__CHILDREN_UNDER6_PRESENCE	F__K__CHL_AGET6_NO	Female, couple with children, no	2500	CYP	33.22285964	35.05659437	1.0	4	Country or Area	Northern Africa and Western Asia	[2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2010	2019	10	5	10
I.15	Ic6982113	Prime-age employment-to-population ratio by sex, household type and presence of children	S6e1d24f4	Prime-age employment-to-population ratio by sex, household type and presence of children under age 6	203	Czechia	F	Female	K	Couple with children	CHL_AGET6_NO	No	SEX__HOUSEHOLD_TYPE__CHILDREN_UNDER6_PRESENCE	F__K__CHL_AGET6_NO	Female, couple with children, no	2500	CZE	15.33151382	49.73913871	1.0	4	Country or Area	Europe and Northern America	[2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2010	2019	10	5	10
I.15	Ic6982113	Prime-age employment-to-population ratio by sex, household type and presence of children	S6e1d24f4	Prime-age employment-to-population ratio by sex, household type and presence of children under age 6	262	Djibouti	F	Female	K	Couple with children	CHL_AGET6_NO	No	SEX__HOUSEHOLD_TYPE__CHILDREN_UNDER6_PRESENCE	F__K__CHL_AGET6_NO	Female, couple with children, no	2500	DJI	42.18274707	11.56004161	1.0	4	Country or Area	Sub-Saharan Africa	[2017]	2017	2017	1	1	1
I.15	Ic6982113	Prime-age employment-to-population ratio by sex, household type and presence of children	S6e1d24f4	Prime-age employment-to-population ratio by sex, household type and presence of children under age 6	214	Dominican Republic	F	Female	K	Couple with children	CHL_AGET6_NO	No	SEX__HOUSEHOLD_TYPE__CHILDREN_UNDER6_PRESENCE	F__K__CHL_AGET6_NO	Female, couple with children, no	2500	DOM	-70.49847576	18.89832088	1.0	4	Country or Area	Latin America and the Caribbean	[2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2010	2019	10	5	10
I.15	Ic6982113	Prime-age employment-to-population ratio by sex, household type and presence of children	S6e1d24f4	Prime-age employment-to-population ratio by sex, household type and presence of children under age 6	218	Ecuador	F	Female	K	Couple with children	CHL_AGET6_NO	No	SEX__HOUSEHOLD_TYPE__CHILDREN_UNDER6_PRESENCE	F__K__CHL_AGET6_NO	Female, couple with children, no	2500	ECU	-78.37005241	-1.447785891	1.0	4	Country or Area	Latin America and the Caribbean	[2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2019, 2020]	2010	2020	10	5	10
I.15	Ic6982113	Prime-age employment-to-population ratio by sex, household type and presence of children	S6e1d24f4	Prime-age employment-to-population ratio by sex, household type and presence of children under age 6	818	Egypt	F	Female	K	Couple with children	CHL_AGET6_NO	No	SEX__HOUSEHOLD_TYPE__CHILDREN_UNDER6_PRESENCE	F__K__CHL_AGET6_NO	Female, couple with children, no	2500	EGY	29.77468534	26.57438204	1.0	4	Country or Area	Northern Africa and Western Asia	[2010, 2013, 2014, 2015, 2017]	2010	2017	5	2	5
I.15	Ic6982113	Prime-age employment-to-population ratio by sex, household type and presence of children	S6e1d24f4	Prime-age employment-to-population ratio by sex, household type and presence of children under age 6	724	Spain	F	Female	K	Couple with children	CHL_AGET6_NO	No	SEX__HOUSEHOLD_TYPE__CHILDREN_UNDER6_PRESENCE	F__K__CHL_AGET6_NO	Female, couple with children, no	2500	ESP	-3.554078296	40.39211472	1.0	4	Country or Area	Europe and Northern America	[2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2010	2019	10	5	10
I.15	Ic6982113	Prime-age employment-to-population ratio by sex, household type and presence of children	S6e1d24f4	Prime-age employment-to-population ratio by sex, household type and presence of children under age 6	233	Estonia	F	Female	K	Couple with children	CHL_AGET6_NO	No	SEX__HOUSEHOLD_TYPE__CHILDREN_UNDER6_PRESENCE	F__K__CHL_AGET6_NO	Female, couple with children, no	2500	EST	25.84093481	58.68487172	1.0	4	Country or Area	Europe and Northern America	[2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2010	2019	10	5	10
I.15	Ic6982113	Prime-age employment-to-population ratio by sex, household type and presence of children	S6e1d24f4	Prime-age employment-to-population ratio by sex, household type and presence of children under age 6	231	Ethiopia	F	Female	K	Couple with children	CHL_AGET6_NO	No	SEX__HOUSEHOLD_TYPE__CHILDREN_UNDER6_PRESENCE	F__K__CHL_AGET6_NO	Female, couple with children, no	2500	ETH	39.63505296	8.631223181	1.0	4	Country or Area	Sub-Saharan Africa	[2013]	2013	2013	1	0	1
I.15	Ic6982113	Prime-age employment-to-population ratio by sex, household type and presence of children	S6e1d24f4	Prime-age employment-to-population ratio by sex, household type and presence of children under age 6	242	Fiji	F	Female	K	Couple with children	CHL_AGET6_NO	No	SEX__HOUSEHOLD_TYPE__CHILDREN_UNDER6_PRESENCE	F__K__CHL_AGET6_NO	Female, couple with children, no	2500	FJI	177.9660884	-17.83301566	1.0	4	Country or Area	Oceania, exc. Australia and New Zealand	[2011, 2016]	2011	2016	2	1	2
I.15	Ic6982113	Prime-age employment-to-population ratio by sex, household type and presence of children	S6e1d24f4	Prime-age employment-to-population ratio by sex, household type and presence of children under age 6	250	France	F	Female	K	Couple with children	CHL_AGET6_NO	No	SEX__HOUSEHOLD_TYPE__CHILDREN_UNDER6_PRESENCE	F__K__CHL_AGET6_NO	Female, couple with children, no	2500	FRA	2.457288129	46.62660861	1.0	4	Country or Area	Europe and Northern America	[2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2010	2019	10	5	10
I.15	Ic6982113	Prime-age employment-to-population ratio by sex, household type and presence of children	S6e1d24f4	Prime-age employment-to-population ratio by sex, household type and presence of children under age 6	583	Micronesia, Federated States of	F	Female	K	Couple with children	CHL_AGET6_NO	No	SEX__HOUSEHOLD_TYPE__CHILDREN_UNDER6_PRESENCE	F__K__CHL_AGET6_NO	Female, couple with children, no	2500	FSM	158.225216	6.880670092	1.0	4	Country or Area	Oceania, exc. Australia and New Zealand	[2014]	2014	2014	1	0	1
I.15	Ic6982113	Prime-age employment-to-population ratio by sex, household type and presence of children	S6e1d24f4	Prime-age employment-to-population ratio by sex, household type and presence of children under age 6	826	United Kingdom	F	Female	K	Couple with children	CHL_AGET6_NO	No	SEX__HOUSEHOLD_TYPE__CHILDREN_UNDER6_PRESENCE	F__K__CHL_AGET6_NO	Female, couple with children, no	2500	GBR	-2.23830539	53.27691757	1.0	4	Country or Area	Europe and Northern America	[2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2010	2019	10	5	10
I.15	Ic6982113	Prime-age employment-to-population ratio by sex, household type and presence of children	S6e1d24f4	Prime-age employment-to-population ratio by sex, household type and presence of children under age 6	268	Georgia	F	Female	K	Couple with children	CHL_AGET6_NO	No	SEX__HOUSEHOLD_TYPE__CHILDREN_UNDER6_PRESENCE	F__K__CHL_AGET6_NO	Female, couple with children, no	2500	GEO	43.3713615	42.04813028	1.0	4	Country or Area	Northern Africa and Western Asia	[2012, 2013, 2014, 2015, 2016, 2018]	2012	2018	6	3	6
I.15	Ic6982113	Prime-age employment-to-population ratio by sex, household type and presence of children	S6e1d24f4	Prime-age employment-to-population ratio by sex, household type and presence of children under age 6	288	Ghana	F	Female	K	Couple with children	CHL_AGET6_NO	No	SEX__HOUSEHOLD_TYPE__CHILDREN_UNDER6_PRESENCE	F__K__CHL_AGET6_NO	Female, couple with children, no	2500	GHA	-1.205623522	7.964825185	1.0	4	Country or Area	Sub-Saharan Africa	[2010, 2013, 2017]	2010	2017	3	1	3
I.15	Ic6982113	Prime-age employment-to-population ratio by sex, household type and presence of children	S6e1d24f4	Prime-age employment-to-population ratio by sex, household type and presence of children under age 6	270	Gambia	F	Female	K	Couple with children	CHL_AGET6_NO	No	SEX__HOUSEHOLD_TYPE__CHILDREN_UNDER6_PRESENCE	F__K__CHL_AGET6_NO	Female, couple with children, no	2500	GMB	-15.39944785	13.45295927	1.0	4	Country or Area	Sub-Saharan Africa	[2012]	2012	2012	1	0	1
I.15	Ic6982113	Prime-age employment-to-population ratio by sex, household type and presence of children	S6e1d24f4	Prime-age employment-to-population ratio by sex, household type and presence of children under age 6	300	Greece	F	Female	K	Couple with children	CHL_AGET6_NO	No	SEX__HOUSEHOLD_TYPE__CHILDREN_UNDER6_PRESENCE	F__K__CHL_AGET6_NO	Female, couple with children, no	2500	GRC	22.58307827	39.47301873	1.0	4	Country or Area	Europe and Northern America	[2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2010	2019	10	5	10
I.15	Ic6982113	Prime-age employment-to-population ratio by sex, household type and presence of children	S6e1d24f4	Prime-age employment-to-population ratio by sex, household type and presence of children under age 6	320	Guatemala	F	Female	K	Couple with children	CHL_AGET6_NO	No	SEX__HOUSEHOLD_TYPE__CHILDREN_UNDER6_PRESENCE	F__K__CHL_AGET6_NO	Female, couple with children, no	2500	GTM	-91.2312746	15.00273719	1.0	4	Country or Area	Latin America and the Caribbean	[2010, 2011, 2012, 2014, 2015, 2016, 2017, 2018, 2019]	2010	2019	9	5	9
I.15	Ic6982113	Prime-age employment-to-population ratio by sex, household type and presence of children	S6e1d24f4	Prime-age employment-to-population ratio by sex, household type and presence of children under age 6	328	Guyana	F	Female	K	Couple with children	CHL_AGET6_NO	No	SEX__HOUSEHOLD_TYPE__CHILDREN_UNDER6_PRESENCE	F__K__CHL_AGET6_NO	Female, couple with children, no	2500	GUY	-58.97322037	4.788012784	1.0	4	Country or Area	Latin America and the Caribbean	[2018]	2018	2018	1	1	1
I.15	Ic6982113	Prime-age employment-to-population ratio by sex, household type and presence of children	S6e1d24f4	Prime-age employment-to-population ratio by sex, household type and presence of children under age 6	340	Honduras	F	Female	K	Couple with children	CHL_AGET6_NO	No	SEX__HOUSEHOLD_TYPE__CHILDREN_UNDER6_PRESENCE	F__K__CHL_AGET6_NO	Female, couple with children, no	2500	HND	-86.59974381	14.82243161	1.0	4	Country or Area	Latin America and the Caribbean	[2013, 2014, 2015, 2016, 2017, 2018, 2019]	2013	2019	7	5	7
I.15	Ic6982113	Prime-age employment-to-population ratio by sex, household type and presence of children	S6e1d24f4	Prime-age employment-to-population ratio by sex, household type and presence of children under age 6	191	Croatia	F	Female	K	Couple with children	CHL_AGET6_NO	No	SEX__HOUSEHOLD_TYPE__CHILDREN_UNDER6_PRESENCE	F__K__CHL_AGET6_NO	Female, couple with children, no	2500	HRV	17.95874553	45.45172212	1.0	4	Country or Area	Europe and Northern America	[2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2010	2019	10	5	10
I.15	Ic6982113	Prime-age employment-to-population ratio by sex, household type and presence of children	S6e1d24f4	Prime-age employment-to-population ratio by sex, household type and presence of children under age 6	332	Haiti	F	Female	K	Couple with children	CHL_AGET6_NO	No	SEX__HOUSEHOLD_TYPE__CHILDREN_UNDER6_PRESENCE	F__K__CHL_AGET6_NO	Female, couple with children, no	2500	HTI	-72.33640958	18.40426539	1.0	4	Country or Area	Latin America and the Caribbean	[2012]	2012	2012	1	0	1
I.15	Ic6982113	Prime-age employment-to-population ratio by sex, household type and presence of children	S6e1d24f4	Prime-age employment-to-population ratio by sex, household type and presence of children under age 6	348	Hungary	F	Female	K	Couple with children	CHL_AGET6_NO	No	SEX__HOUSEHOLD_TYPE__CHILDREN_UNDER6_PRESENCE	F__K__CHL_AGET6_NO	Female, couple with children, no	2500	HUN	19.41221519	47.1651448	1.0	4	Country or Area	Europe and Northern America	[2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2010	2019	10	5	10
I.15	Ic6982113	Prime-age employment-to-population ratio by sex, household type and presence of children	S6e1d24f4	Prime-age employment-to-population ratio by sex, household type and presence of children under age 6	356	India	F	Female	K	Couple with children	CHL_AGET6_NO	No	SEX__HOUSEHOLD_TYPE__CHILDREN_UNDER6_PRESENCE	F__K__CHL_AGET6_NO	Female, couple with children, no	2500	IND	79.3608464	22.34642074	1.0	4	Country or Area	Central and Southern Asia	[2010, 2012, 2018, 2019]	2010	2019	4	2	4
I.15	Ic6982113	Prime-age employment-to-population ratio by sex, household type and presence of children	S6e1d24f4	Prime-age employment-to-population ratio by sex, household type and presence of children under age 6	372	Ireland	F	Female	K	Couple with children	CHL_AGET6_NO	No	SEX__HOUSEHOLD_TYPE__CHILDREN_UNDER6_PRESENCE	F__K__CHL_AGET6_NO	Female, couple with children, no	2500	IRL	-7.121425272	53.25274054	1.0	4	Country or Area	Europe and Northern America	[2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2010	2019	10	5	10
I.15	Ic6982113	Prime-age employment-to-population ratio by sex, household type and presence of children	S6e1d24f4	Prime-age employment-to-population ratio by sex, household type and presence of children under age 6	368	Iraq	F	Female	K	Couple with children	CHL_AGET6_NO	No	SEX__HOUSEHOLD_TYPE__CHILDREN_UNDER6_PRESENCE	F__K__CHL_AGET6_NO	Female, couple with children, no	2500	IRQ	43.76606267	33.05013795	1.0	4	Country or Area	Northern Africa and Western Asia	[2012]	2012	2012	1	0	1
I.15	Ic6982113	Prime-age employment-to-population ratio by sex, household type and presence of children	S6e1d24f4	Prime-age employment-to-population ratio by sex, household type and presence of children under age 6	380	Italy	F	Female	K	Couple with children	CHL_AGET6_NO	No	SEX__HOUSEHOLD_TYPE__CHILDREN_UNDER6_PRESENCE	F__K__CHL_AGET6_NO	Female, couple with children, no	2500	ITA	12.57022427	42.79917282	1.0	4	Country or Area	Europe and Northern America	[2014, 2015, 2016, 2017, 2018, 2019, 2020]	2014	2020	7	6	7
I.15	Ic6982113	Prime-age employment-to-population ratio by sex, household type and presence of children	S6e1d24f4	Prime-age employment-to-population ratio by sex, household type and presence of children under age 6	388	Jamaica	F	Female	K	Couple with children	CHL_AGET6_NO	No	SEX__HOUSEHOLD_TYPE__CHILDREN_UNDER6_PRESENCE	F__K__CHL_AGET6_NO	Female, couple with children, no	2500	JAM	-77.31068409	18.15616857	1.0	4	Country or Area	Latin America and the Caribbean	[2016]	2016	2016	1	1	1
