INDICATOR_LABEL	INDICATOR_ID	INDICATOR_DESC	MINSET_SERIES	MINSET_SERIES_DESC	REF_AREA	REF_AREA_DESC	TSK_sub_dims	TSK_sub_id	TSK_sub_desc	ISO3	X	Y	UNmember	GEOLEVEL	GEOLEVEL_Desc	SDG_REGION	years	min_year	max_year	N_years	N_years_lag5	N_years_lag10
I.1q	d2261786	Extent of country commitment to gender equality in employment	a9af20cf	Whether or not ratified ILO convention 111 on discrimination in employment and occupation	204	Benin				BEN	2.339933594	9.65401646	1.0	4	Country or Area	Sub-Saharan Africa	[1961]	1961	1961	1	0	0
I.1q	d2261786	Extent of country commitment to gender equality in employment	a9af20cf	Whether or not ratified ILO convention 111 on discrimination in employment and occupation	266	Gabon				GAB	11.78727747	-0.60687619	1.0	4	Country or Area	Sub-Saharan Africa	[1961]	1961	1961	1	0	0
I.1q	d2261786	Extent of country commitment to gender equality in employment	a9af20cf	Whether or not ratified ILO convention 111 on discrimination in employment and occupation	616	Poland				POL	19.40660158	52.1226733	1.0	4	Country or Area	Europe and Northern America	[1961]	1961	1961	1	0	0
I.1q	d2261786	Extent of country commitment to gender equality in employment	a9af20cf	Whether or not ratified ILO convention 111 on discrimination in employment and occupation	434	Libya				LBY	18.0295985	27.04042819	1.0	4	Country or Area	Northern Africa and Western Asia	[1961]	1961	1961	1	0	0
I.1q	d2261786	Extent of country commitment to gender equality in employment	a9af20cf	Whether or not ratified ILO convention 111 on discrimination in employment and occupation	276	Germany				DEU	10.3806066	51.08862743	1.0	4	Country or Area	Europe and Northern America	[1961]	1961	1961	1	0	0
I.1q	d2261786	Extent of country commitment to gender equality in employment	a9af20cf	Whether or not ratified ILO convention 111 on discrimination in employment and occupation	348	Hungary				HUN	19.41221519	47.1651448	1.0	4	Country or Area	Europe and Northern America	[1961]	1961	1961	1	0	0
I.1q	d2261786	Extent of country commitment to gender equality in employment	a9af20cf	Whether or not ratified ILO convention 111 on discrimination in employment and occupation	756	Switzerland				CHE	8.223158	46.96617097	1.0	4	Country or Area	Europe and Northern America	[1961]	1961	1961	1	0	0
I.1q	d2261786	Extent of country commitment to gender equality in employment	a9af20cf	Whether or not ratified ILO convention 111 on discrimination in employment and occupation	112	Belarus				BLR	28.04940161	53.54193075	1.0	4	Country or Area	Europe and Northern America	[1961]	1961	1961	1	0	0
I.1q	d2261786	Extent of country commitment to gender equality in employment	a9af20cf	Whether or not ratified ILO convention 111 on discrimination in employment and occupation	804	Ukraine				UKR	31.40270802	49.00735945	1.0	4	Country or Area	Europe and Northern America	[1961]	1961	1961	1	0	0
I.1q	d2261786	Extent of country commitment to gender equality in employment	a9af20cf	Whether or not ratified ILO convention 111 on discrimination in employment and occupation	450	Madagascar				MDG	46.6982339	-19.38514785	1.0	4	Country or Area	Sub-Saharan Africa	[1961]	1961	1961	1	0	0
I.1q	d2261786	Extent of country commitment to gender equality in employment	a9af20cf	Whether or not ratified ILO convention 111 on discrimination in employment and occupation	484	Mexico				MEX	-102.5148166	23.93378032	1.0	4	Country or Area	Latin America and the Caribbean	[1961]	1961	1961	1	0	0
I.1q	d2261786	Extent of country commitment to gender equality in employment	a9af20cf	Whether or not ratified ILO convention 111 on discrimination in employment and occupation	706	Somalia				SOM	46.20367477	4.406485729	1.0	4	Country or Area	Sub-Saharan Africa	[1961]	1961	1961	1	0	0
I.1q	d2261786	Extent of country commitment to gender equality in employment	a9af20cf	Whether or not ratified ILO convention 111 on discrimination in employment and occupation	188	Costa Rica				CRI	-84.19712782	9.970998683	1.0	4	Country or Area	Latin America and the Caribbean	[1962]	1962	1962	1	0	0
I.1q	d2261786	Extent of country commitment to gender equality in employment	a9af20cf	Whether or not ratified ILO convention 111 on discrimination in employment and occupation	562	Niger				NER	9.400167877	17.42143036	1.0	4	Country or Area	Sub-Saharan Africa	[1962]	1962	1962	1	0	0
I.1q	d2261786	Extent of country commitment to gender equality in employment	a9af20cf	Whether or not ratified ILO convention 111 on discrimination in employment and occupation	854	Burkina Faso				BFA	-1.742843829	12.27491081	1.0	4	Country or Area	Sub-Saharan Africa	[1962]	1962	1962	1	0	0
I.1q	d2261786	Extent of country commitment to gender equality in employment	a9af20cf	Whether or not ratified ILO convention 111 on discrimination in employment and occupation	752	Sweden				SWE	14.3775338	60.60103109	1.0	4	Country or Area	Europe and Northern America	[1962]	1962	1962	1	0	0
I.1q	d2261786	Extent of country commitment to gender equality in employment	a9af20cf	Whether or not ratified ILO convention 111 on discrimination in employment and occupation	218	Ecuador				ECU	-78.37005241	-1.447785891	1.0	4	Country or Area	Latin America and the Caribbean	[1962]	1962	1962	1	0	0
I.1q	d2261786	Extent of country commitment to gender equality in employment	a9af20cf	Whether or not ratified ILO convention 111 on discrimination in employment and occupation	504	Morocco				MAR	-6.281942841	31.8440131	1.0	4	Country or Area	Northern Africa and Western Asia	[1963]	1963	1963	1	0	0
I.1q	d2261786	Extent of country commitment to gender equality in employment	a9af20cf	Whether or not ratified ILO convention 111 on discrimination in employment and occupation	400	Jordan				JOR	37.13024774	30.65365973	1.0	4	Country or Area	Northern Africa and Western Asia	[1963]	1963	1963	1	0	0
I.1q	d2261786	Extent of country commitment to gender equality in employment	a9af20cf	Whether or not ratified ILO convention 111 on discrimination in employment and occupation	352	Iceland				ISL	-19.02116966	64.79134763	1.0	4	Country or Area	Europe and Northern America	[1963]	1963	1963	1	0	0
I.1q	d2261786	Extent of country commitment to gender equality in employment	a9af20cf	Whether or not ratified ILO convention 111 on discrimination in employment and occupation	380	Italy				ITA	12.57022427	42.79917282	1.0	4	Country or Area	Europe and Northern America	[1963]	1963	1963	1	0	0
I.1q	d2261786	Extent of country commitment to gender equality in employment	a9af20cf	Whether or not ratified ILO convention 111 on discrimination in employment and occupation	478	Mauritania				MRT	-10.33187259	20.26089546	1.0	4	Country or Area	Sub-Saharan Africa	[1963]	1963	1963	1	0	0
I.1q	d2261786	Extent of country commitment to gender equality in employment	a9af20cf	Whether or not ratified ILO convention 111 on discrimination in employment and occupation	466	Mali				MLI	-3.522016039	17.35311254	1.0	4	Country or Area	Sub-Saharan Africa	[1964]	1964	1964	1	0	0
I.1q	d2261786	Extent of country commitment to gender equality in employment	a9af20cf	Whether or not ratified ILO convention 111 on discrimination in employment and occupation	140	Central African Republic				CAF	20.93559492	7.003720791	1.0	4	Country or Area	Sub-Saharan Africa	[1964]	1964	1964	1	0	0
I.1q	d2261786	Extent of country commitment to gender equality in employment	a9af20cf	Whether or not ratified ILO convention 111 on discrimination in employment and occupation	364	Iran (Islamic Republic of)				IRN	54.19766348	32.74370885	1.0	4	Country or Area	Central and Southern Asia	[1964]	1964	1964	1	0	0
I.1q	d2261786	Extent of country commitment to gender equality in employment	a9af20cf	Whether or not ratified ILO convention 111 on discrimination in employment and occupation	214	Dominican Republic				DOM	-70.49847576	18.89832088	1.0	4	Country or Area	Latin America and the Caribbean	[1964]	1964	1964	1	0	0
I.1q	d2261786	Extent of country commitment to gender equality in employment	a9af20cf	Whether or not ratified ILO convention 111 on discrimination in employment and occupation	124	Canada				CAN	-101.6575058	57.72360191	1.0	4	Country or Area	Europe and Northern America	[1964]	1964	1964	1	0	0
I.1q	d2261786	Extent of country commitment to gender equality in employment	a9af20cf	Whether or not ratified ILO convention 111 on discrimination in employment and occupation	454	Malawi				MWI	33.4884625	-13.40819859	1.0	4	Country or Area	Sub-Saharan Africa	[1965]	1965	1965	1	0	0
I.1q	d2261786	Extent of country commitment to gender equality in employment	a9af20cf	Whether or not ratified ILO convention 111 on discrimination in employment and occupation	192	Cuba				CUB	-79.54460144	22.10030366	1.0	4	Country or Area	Latin America and the Caribbean	[1965]	1965	1965	1	0	0
I.1q	d2261786	Extent of country commitment to gender equality in employment	a9af20cf	Whether or not ratified ILO convention 111 on discrimination in employment and occupation	76	Brazil				BRA	-53.08432878	-10.77668561	1.0	4	Country or Area	Latin America and the Caribbean	[1965]	1965	1965	1	0	0
I.1q	d2261786	Extent of country commitment to gender equality in employment	a9af20cf	Whether or not ratified ILO convention 111 on discrimination in employment and occupation	148	Chad				TCD	18.66618401	15.36279341	1.0	4	Country or Area	Sub-Saharan Africa	[1966]	1966	1966	1	0	0
I.1q	d2261786	Extent of country commitment to gender equality in employment	a9af20cf	Whether or not ratified ILO convention 111 on discrimination in employment and occupation	591	Panama				PAN	-81.26616623	8.450965746	1.0	4	Country or Area	Latin America and the Caribbean	[1966]	1966	1966	1	0	0
I.1q	d2261786	Extent of country commitment to gender equality in employment	a9af20cf	Whether or not ratified ILO convention 111 on discrimination in employment and occupation	231	Ethiopia				ETH	39.63505296	8.631223181	1.0	4	Country or Area	Sub-Saharan Africa	[1966]	1966	1966	1	0	0
I.1q	d2261786	Extent of country commitment to gender equality in employment	a9af20cf	Whether or not ratified ILO convention 111 on discrimination in employment and occupation	694	Sierra Leone				SLE	-11.78306584	8.568604164	1.0	4	Country or Area	Sub-Saharan Africa	[1966]	1966	1966	1	0	0
I.1q	d2261786	Extent of country commitment to gender equality in employment	a9af20cf	Whether or not ratified ILO convention 111 on discrimination in employment and occupation	414	Kuwait				KWT	47.49305029	29.53949468	1.0	4	Country or Area	Northern Africa and Western Asia	[1966]	1966	1966	1	0	0
I.1q	d2261786	Extent of country commitment to gender equality in employment	a9af20cf	Whether or not ratified ILO convention 111 on discrimination in employment and occupation	600	Paraguay				PRY	-60.54854225	-21.70216237	1.0	4	Country or Area	Latin America and the Caribbean	[1967]	1967	1967	1	0	0
I.1q	d2261786	Extent of country commitment to gender equality in employment	a9af20cf	Whether or not ratified ILO convention 111 on discrimination in employment and occupation	792	Turkey				TUR	35.42890329	38.9899684	1.0	4	Country or Area	Northern Africa and Western Asia	[1967]	1967	1967	1	0	0
I.1q	d2261786	Extent of country commitment to gender equality in employment	a9af20cf	Whether or not ratified ILO convention 111 on discrimination in employment and occupation	558	Nicaragua				NIC	-85.03060315	12.84210839	1.0	4	Country or Area	Latin America and the Caribbean	[1967]	1967	1967	1	0	0
I.1q	d2261786	Extent of country commitment to gender equality in employment	a9af20cf	Whether or not ratified ILO convention 111 on discrimination in employment and occupation	724	Spain				ESP	-3.554078296	40.39211472	1.0	4	Country or Area	Europe and Northern America	[1967]	1967	1967	1	0	0
I.1q	d2261786	Extent of country commitment to gender equality in employment	a9af20cf	Whether or not ratified ILO convention 111 on discrimination in employment and occupation	686	Senegal				SEN	-14.46636926	14.35920905	1.0	4	Country or Area	Sub-Saharan Africa	[1967]	1967	1967	1	0	0
I.1q	d2261786	Extent of country commitment to gender equality in employment	a9af20cf	Whether or not ratified ILO convention 111 on discrimination in employment and occupation	196	Cyprus				CYP	33.22285964	35.05659437	1.0	4	Country or Area	Northern Africa and Western Asia	[1968]	1968	1968	1	0	0
I.1q	d2261786	Extent of country commitment to gender equality in employment	a9af20cf	Whether or not ratified ILO convention 111 on discrimination in employment and occupation	32	Argentina				ARG	-65.14563274	-35.19446255	1.0	4	Country or Area	Latin America and the Caribbean	[1968]	1968	1968	1	0	0
I.1q	d2261786	Extent of country commitment to gender equality in employment	a9af20cf	Whether or not ratified ILO convention 111 on discrimination in employment and occupation	470	Malta				MLT	14.44617519	35.89194275	1.0	4	Country or Area	Europe and Northern America	[1968]	1968	1968	1	0	0
I.1q	d2261786	Extent of country commitment to gender equality in employment	a9af20cf	Whether or not ratified ILO convention 111 on discrimination in employment and occupation	170	Colombia				COL	-73.07446751	3.888209046	1.0	4	Country or Area	Latin America and the Caribbean	[1969]	1969	1969	1	0	0
I.1q	d2261786	Extent of country commitment to gender equality in employment	a9af20cf	Whether or not ratified ILO convention 111 on discrimination in employment and occupation	496	Mongolia				MNG	103.0728057	46.83892054	1.0	4	Country or Area	Eastern and South-Eastern Asia	[1969]	1969	1969	1	0	0
I.1q	d2261786	Extent of country commitment to gender equality in employment	a9af20cf	Whether or not ratified ILO convention 111 on discrimination in employment and occupation	12	Algeria				DZA	2.678164227	28.15940032	1.0	4	Country or Area	Northern Africa and Western Asia	[1969]	1969	1969	1	0	0
I.1q	d2261786	Extent of country commitment to gender equality in employment	a9af20cf	Whether or not ratified ILO convention 111 on discrimination in employment and occupation	887	Yemen				YEM	45.22389143	15.22242099	1.0	4	Country or Area	Northern Africa and Western Asia	[1969]	1969	1969	1	0	0
I.1q	d2261786	Extent of country commitment to gender equality in employment	a9af20cf	Whether or not ratified ILO convention 111 on discrimination in employment and occupation	4	Afghanistan				AFG	66.02688198	33.83160199	1.0	4	Country or Area	Central and Southern Asia	[1969]	1969	1969	1	0	0
I.1q	d2261786	Extent of country commitment to gender equality in employment	a9af20cf	Whether or not ratified ILO convention 111 on discrimination in employment and occupation	246	Finland				FIN	23.308447	61.91586738	1.0	4	Country or Area	Europe and Northern America	[1970]	1970	1970	1	0	0
I.1q	d2261786	Extent of country commitment to gender equality in employment	a9af20cf	Whether or not ratified ILO convention 111 on discrimination in employment and occupation	604	Peru				PER	-71.82093277	-13.58939705	1.0	4	Country or Area	Latin America and the Caribbean	[1970]	1970	1970	1	0	0
I.1q	d2261786	Extent of country commitment to gender equality in employment	a9af20cf	Whether or not ratified ILO convention 111 on discrimination in employment and occupation	729	Sudan				SDN	29.95650159	16.02643066	1.0	4	Country or Area	Northern Africa and Western Asia	[1970]	1970	1970	1	0	0
I.1q	d2261786	Extent of country commitment to gender equality in employment	a9af20cf	Whether or not ratified ILO convention 111 on discrimination in employment and occupation	780	Trinidad and Tobago				TTO	-61.29389504	10.41877263	1.0	4	Country or Area	Latin America and the Caribbean	[1970]	1970	1970	1	0	0
I.1q	d2261786	Extent of country commitment to gender equality in employment	a9af20cf	Whether or not ratified ILO convention 111 on discrimination in employment and occupation	862	Venezuela (Bolivarian Republic of)				VEN	-66.15642084	7.121324748	1.0	4	Country or Area	Latin America and the Caribbean	[1971]	1971	1971	1	0	0
I.1q	d2261786	Extent of country commitment to gender equality in employment	a9af20cf	Whether or not ratified ILO convention 111 on discrimination in employment and occupation	152	Chile				CHL	-71.23029019	-35.2652885	1.0	4	Country or Area	Latin America and the Caribbean	[1971]	1971	1971	1	0	0
I.1q	d2261786	Extent of country commitment to gender equality in employment	a9af20cf	Whether or not ratified ILO convention 111 on discrimination in employment and occupation	50	Bangladesh				BGD	89.17660788	22.86961622	1.0	4	Country or Area	Central and Southern Asia	[1972]	1972	1972	1	0	0
I.1q	d2261786	Extent of country commitment to gender equality in employment	a9af20cf	Whether or not ratified ILO convention 111 on discrimination in employment and occupation	40	Austria				AUT	14.14172472	47.58704857	1.0	4	Country or Area	Europe and Northern America	[1973]	1973	1973	1	0	0
I.1q	d2261786	Extent of country commitment to gender equality in employment	a9af20cf	Whether or not ratified ILO convention 111 on discrimination in employment and occupation	528	Netherlands				NLD	5.331480568	51.86728884	1.0	4	Country or Area	Europe and Northern America	[1973]	1973	1973	1	0	0
I.1q	d2261786	Extent of country commitment to gender equality in employment	a9af20cf	Whether or not ratified ILO convention 111 on discrimination in employment and occupation	642	Romania				ROU	24.98481009	45.83893563	1.0	4	Country or Area	Europe and Northern America	[1973]	1973	1973	1	0	0
I.1q	d2261786	Extent of country commitment to gender equality in employment	a9af20cf	Whether or not ratified ILO convention 111 on discrimination in employment and occupation	36	Australia				AUS	134.3499412	-25.57717202	1.0	4	Country or Area	Australia and New Zealand	[1973]	1973	1973	1	0	0
I.1q	d2261786	Extent of country commitment to gender equality in employment	a9af20cf	Whether or not ratified ILO convention 111 on discrimination in employment and occupation	524	Nepal				NPL	83.94678863	28.25866332	1.0	4	Country or Area	Central and Southern Asia	[1974]	1974	1974	1	0	0
I.1q	d2261786	Extent of country commitment to gender equality in employment	a9af20cf	Whether or not ratified ILO convention 111 on discrimination in employment and occupation	52	Barbados				BRB	-59.5346489	13.13648273	1.0	4	Country or Area	Latin America and the Caribbean	[1974]	1974	1974	1	0	0
I.1q	d2261786	Extent of country commitment to gender equality in employment	a9af20cf	Whether or not ratified ILO convention 111 on discrimination in employment and occupation	388	Jamaica				JAM	-77.31068409	18.15616857	1.0	4	Country or Area	Latin America and the Caribbean	[1975]	1975	1975	1	0	0
I.1q	d2261786	Extent of country commitment to gender equality in employment	a9af20cf	Whether or not ratified ILO convention 111 on discrimination in employment and occupation	328	Guyana				GUY	-58.97322037	4.788012784	1.0	4	Country or Area	Latin America and the Caribbean	[1975]	1975	1975	1	0	0
I.1q	d2261786	Extent of country commitment to gender equality in employment	a9af20cf	Whether or not ratified ILO convention 111 on discrimination in employment and occupation	24	Angola				AGO	17.57817062	-12.33724746	1.0	4	Country or Area	Sub-Saharan Africa	[1976]	1976	1976	1	0	0
I.1q	d2261786	Extent of country commitment to gender equality in employment	a9af20cf	Whether or not ratified ILO convention 111 on discrimination in employment and occupation	634	Qatar				QAT	51.19152467	25.28355379	1.0	4	Country or Area	Northern Africa and Western Asia	[1976]	1976	1976	1	0	0
I.1q	d2261786	Extent of country commitment to gender equality in employment	a9af20cf	Whether or not ratified ILO convention 111 on discrimination in employment and occupation	332	Haiti				HTI	-72.33640958	18.40426539	1.0	4	Country or Area	Latin America and the Caribbean	[1976]	1976	1976	1	0	0
I.1q	d2261786	Extent of country commitment to gender equality in employment	a9af20cf	Whether or not ratified ILO convention 111 on discrimination in employment and occupation	68	Bolivia (Plurinational State of)				BOL	-64.66224284	-16.71273412	1.0	4	Country or Area	Latin America and the Caribbean	[1977]	1977	1977	1	0	0
I.1q	d2261786	Extent of country commitment to gender equality in employment	a9af20cf	Whether or not ratified ILO convention 111 on discrimination in employment and occupation	624	Guinea-Bissau				GNB	-14.40182514	12.11760394	1.0	4	Country or Area	Sub-Saharan Africa	[1977]	1977	1977	1	0	0
I.1q	d2261786	Extent of country commitment to gender equality in employment	a9af20cf	Whether or not ratified ILO convention 111 on discrimination in employment and occupation	56	Belgium				BEL	4.660976456	50.64104975	1.0	4	Country or Area	Europe and Northern America	[1977]	1977	1977	1	0	0
I.1q	d2261786	Extent of country commitment to gender equality in employment	a9af20cf	Whether or not ratified ILO convention 111 on discrimination in employment and occupation	422	Lebanon				LBN	35.89391711	33.92152458	1.0	4	Country or Area	Northern Africa and Western Asia	[1977]	1977	1977	1	0	0
I.1q	d2261786	Extent of country commitment to gender equality in employment	a9af20cf	Whether or not ratified ILO convention 111 on discrimination in employment and occupation	508	Mozambique				MOZ	38.18479941	-14.27963886	1.0	4	Country or Area	Sub-Saharan Africa	[1977]	1977	1977	1	0	0
I.1q	d2261786	Extent of country commitment to gender equality in employment	a9af20cf	Whether or not ratified ILO convention 111 on discrimination in employment and occupation	682	Saudi Arabia				SAU	44.54763347	24.12594211	1.0	4	Country or Area	Northern Africa and Western Asia	[1978]	1978	1978	1	0	0
I.1q	d2261786	Extent of country commitment to gender equality in employment	a9af20cf	Whether or not ratified ILO convention 111 on discrimination in employment and occupation	132	Cabo Verde				CPV	-23.63544151	15.07791834	1.0	4	Country or Area	Sub-Saharan Africa	[1979]	1979	1979	1	0	0
I.1q	d2261786	Extent of country commitment to gender equality in employment	a9af20cf	Whether or not ratified ILO convention 111 on discrimination in employment and occupation	894	Zambia				ZMB	27.850329	-14.59701056	1.0	4	Country or Area	Sub-Saharan Africa	[1979]	1979	1979	1	0	0
I.1q	d2261786	Extent of country commitment to gender equality in employment	a9af20cf	Whether or not ratified ILO convention 111 on discrimination in employment and occupation	646	Rwanda				RWA	29.92310194	-1.999842114	1.0	4	Country or Area	Sub-Saharan Africa	[1981]	1981	1981	1	0	0
I.1q	d2261786	Extent of country commitment to gender equality in employment	a9af20cf	Whether or not ratified ILO convention 111 on discrimination in employment and occupation	250	France				FRA	2.457288129	46.62660861	1.0	4	Country or Area	Europe and Northern America	[1981]	1981	1981	1	0	0
I.1q	d2261786	Extent of country commitment to gender equality in employment	a9af20cf	Whether or not ratified ILO convention 111 on discrimination in employment and occupation	748	Eswatini				SWZ	31.50149288	-26.56471011	1.0	4	Country or Area	Sub-Saharan Africa	[1981]	1981	1981	1	0	0
I.1q	d2261786	Extent of country commitment to gender equality in employment	a9af20cf	Whether or not ratified ILO convention 111 on discrimination in employment and occupation	678	Sao Tome and Principe				STP	6.609772265	0.241554875	1.0	4	Country or Area	Sub-Saharan Africa	[1982]	1982	1982	1	0	0
I.1q	d2261786	Extent of country commitment to gender equality in employment	a9af20cf	Whether or not ratified ILO convention 111 on discrimination in employment and occupation	28	Antigua and Barbuda				ATG	-61.7999755	17.07761471	1.0	4	Country or Area	Latin America and the Caribbean	[1983]	1983	1983	1	0	0
I.1q	d2261786	Extent of country commitment to gender equality in employment	a9af20cf	Whether or not ratified ILO convention 111 on discrimination in employment and occupation	212	Dominica				DMA	-61.3493756	15.43391378	1.0	4	Country or Area	Latin America and the Caribbean	[1983]	1983	1983	1	0	0
I.1q	d2261786	Extent of country commitment to gender equality in employment	a9af20cf	Whether or not ratified ILO convention 111 on discrimination in employment and occupation	554	New Zealand				NZL	170.4755673	-43.98721568	1.0	4	Country or Area	Australia and New Zealand	[1983]	1983	1983	1	0	0
I.1q	d2261786	Extent of country commitment to gender equality in employment	a9af20cf	Whether or not ratified ILO convention 111 on discrimination in employment and occupation	662	Saint Lucia				LCA	-60.96529553	13.89405601	1.0	4	Country or Area	Latin America and the Caribbean	[1983]	1983	1983	1	0	0
I.1q	d2261786	Extent of country commitment to gender equality in employment	a9af20cf	Whether or not ratified ILO convention 111 on discrimination in employment and occupation	768	Togo				TGO	0.97835765	8.532096072	1.0	4	Country or Area	Sub-Saharan Africa	[1983]	1983	1983	1	0	0
I.1q	d2261786	Extent of country commitment to gender equality in employment	a9af20cf	Whether or not ratified ILO convention 111 on discrimination in employment and occupation	300	Greece				GRC	22.58307827	39.47301873	1.0	4	Country or Area	Europe and Northern America	[1984]	1984	1984	1	0	0
I.1q	d2261786	Extent of country commitment to gender equality in employment	a9af20cf	Whether or not ratified ILO convention 111 on discrimination in employment and occupation	674	San Marino				SMR	12.46329038	43.93841766	1.0	4	Country or Area	Europe and Northern America	[1986]	1986	1986	1	0	0
I.1q	d2261786	Extent of country commitment to gender equality in employment	a9af20cf	Whether or not ratified ILO convention 111 on discrimination in employment and occupation	120	Cameroon				CMR	12.7419827	5.692387031	1.0	4	Country or Area	Sub-Saharan Africa	[1988]	1988	1988	1	0	0
I.1q	d2261786	Extent of country commitment to gender equality in employment	a9af20cf	Whether or not ratified ILO convention 111 on discrimination in employment and occupation	858	Uruguay				URY	-56.01387025	-32.8002838	1.0	4	Country or Area	Latin America and the Caribbean	[1989]	1989	1989	1	0	0
