INDICATOR_LABEL	INDICATOR_ID	INDICATOR_DESC	MINSET_SERIES	MINSET_SERIES_DESC	REF_AREA	REF_AREA_DESC	TSK_sub_dims	TSK_sub_id	TSK_sub_desc	X	Y	UNmember	GEOLEVEL	GEOLEVEL_Desc	SDG_REGION	years	min_year	max_year	N_years	N_years_lag5	N_years_lag10
IV.1q	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	68	Bolivia (Plurinational State of)				-64.66224284	-16.71273412	1.0	4	Country or Area	Latin America and the Caribbean	[2019]	2019	2019	1	1	1
IV.1q	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	70	Bosnia and Herzegovina				17.78584332	44.16845548	1.0	4	Country or Area	Europe and Northern America	[2019]	2019	2019	1	1	1
IV.1q	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	72	Botswana				23.81380223	-22.18810073	1.0	4	Country or Area	Sub-Saharan Africa	[2019]	2019	2019	1	1	1
IV.1q	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	76	Brazil				-53.08432878	-10.77668561	1.0	4	Country or Area	Latin America and the Caribbean	[2019]	2019	2019	1	1	1
IV.1q	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	854	Burkina Faso				-1.742843829	12.27491081	1.0	4	Country or Area	Sub-Saharan Africa	[2019]	2019	2019	1	1	1
IV.1q	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	108	Burundi				29.89080992	-3.366387428	1.0	4	Country or Area	Sub-Saharan Africa	[2019]	2019	2019	1	1	1
IV.1q	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	132	Cabo Verde				-23.63544151	15.07791834	1.0	4	Country or Area	Sub-Saharan Africa	[2019]	2019	2019	1	1	1
IV.1q	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	120	Cameroon				12.7419827	5.692387031	1.0	4	Country or Area	Sub-Saharan Africa	[2019]	2019	2019	1	1	1
IV.1q	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	124	Canada				-101.6575058	57.72360191	1.0	4	Country or Area	Europe and Northern America	[2019]	2019	2019	1	1	1
IV.1q	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	152	Chile				-71.23029019	-35.2652885	1.0	4	Country or Area	Latin America and the Caribbean	[2019]	2019	2019	1	1	1
IV.1q	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	156	China				104.1403375	32.30955217	1.0	4	Country or Area	Eastern and South-Eastern Asia	[2019]	2019	2019	1	1	1
IV.1q	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	170	Colombia				-73.07446751	3.888209046	1.0	4	Country or Area	Latin America and the Caribbean	[2019]	2019	2019	1	1	1
IV.1q	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	178	Congo				15.22052612	-0.840544119	1.0	4	Country or Area	Sub-Saharan Africa	[2019]	2019	2019	1	1	1
IV.1q	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	188	Costa Rica				-84.19712782	9.970998683	1.0	4	Country or Area	Latin America and the Caribbean	[2019]	2019	2019	1	1	1
IV.1q	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	384	Côte d'Ivoire				-5.552690016	7.62211586	1.0	4	Country or Area	Sub-Saharan Africa	[2019]	2019	2019	1	1	1
IV.1q	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	191	Croatia				17.95874553	45.45172212	1.0	4	Country or Area	Europe and Northern America	[2019]	2019	2019	1	1	1
IV.1q	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	196	Cyprus				33.22285964	35.05659437	1.0	4	Country or Area	Northern Africa and Western Asia	[2019]	2019	2019	1	1	1
IV.1q	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	203	Czechia				15.33151382	49.73913871	1.0	4	Country or Area	Europe and Northern America	[2019]	2019	2019	1	1	1
IV.1q	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	180	Democratic Republic of the Congo				23.65496507	-2.877154732	1.0	4	Country or Area	Sub-Saharan Africa	[2019]	2019	2019	1	1	1
IV.1q	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	262	Djibouti				42.18274707	11.56004161	1.0	4	Country or Area	Sub-Saharan Africa	[2019]	2019	2019	1	1	1
IV.1q	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	214	Dominican Republic				-70.49847576	18.89832088	1.0	4	Country or Area	Latin America and the Caribbean	[2019]	2019	2019	1	1	1
IV.1q	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	218	Ecuador				-78.37005241	-1.447785891	1.0	4	Country or Area	Latin America and the Caribbean	[2019]	2019	2019	1	1	1
IV.1q	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	818	Egypt				29.77468534	26.57438204	1.0	4	Country or Area	Northern Africa and Western Asia	[2019]	2019	2019	1	1	1
IV.1q	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	222	El Salvador				-88.86862995	13.73603564	1.0	4	Country or Area	Latin America and the Caribbean	[2019]	2019	2019	1	1	1
IV.1q	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	226	Equatorial Guinea				10.46535826	1.565792376	1.0	4	Country or Area	Sub-Saharan Africa	[2019]	2019	2019	1	1	1
IV.1q	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	232	Eritrea				38.11074289	16.12894644	1.0	4	Country or Area	Sub-Saharan Africa	[2019]	2019	2019	1	1	1
IV.1q	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	231	Ethiopia				39.63505296	8.631223181	1.0	4	Country or Area	Sub-Saharan Africa	[2019]	2019	2019	1	1	1
IV.1q	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	250	France				2.457288129	46.62660861	1.0	4	Country or Area	Europe and Northern America	[2019]	2019	2019	1	1	1
IV.1q	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	268	Georgia				43.3713615	42.04813028	1.0	4	Country or Area	Northern Africa and Western Asia	[2019]	2019	2019	1	1	1
IV.1q	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	276	Germany				10.3806066	51.08862743	1.0	4	Country or Area	Europe and Northern America	[2019]	2019	2019	1	1	1
IV.1q	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	300	Greece				22.58307827	39.47301873	1.0	4	Country or Area	Europe and Northern America	[2019]	2019	2019	1	1	1
IV.1q	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	320	Guatemala				-91.2312746	15.00273719	1.0	4	Country or Area	Latin America and the Caribbean	[2019]	2019	2019	1	1	1
IV.1q	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	324	Guinea				-11.28173419	11.00210343	1.0	4	Country or Area	Sub-Saharan Africa	[2019]	2019	2019	1	1	1
IV.1q	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	328	Guyana				-58.97322037	4.788012784	1.0	4	Country or Area	Latin America and the Caribbean	[2019]	2019	2019	1	1	1
IV.1q	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	332	Haiti				-72.33640958	18.40426539	1.0	4	Country or Area	Latin America and the Caribbean	[2019]	2019	2019	1	1	1
IV.1q	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	340	Honduras				-86.59974381	14.82243161	1.0	4	Country or Area	Latin America and the Caribbean	[2019]	2019	2019	1	1	1
IV.1q	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	348	Hungary				19.41221519	47.1651448	1.0	4	Country or Area	Europe and Northern America	[2019]	2019	2019	1	1	1
IV.1q	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	352	Iceland				-19.02116966	64.79134763	1.0	4	Country or Area	Europe and Northern America	[2019]	2019	2019	1	1	1
IV.1q	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	356	India				79.3608464	22.34642074	1.0	4	Country or Area	Central and Southern Asia	[2019]	2019	2019	1	1	1
IV.1q	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	360	Indonesia				113.9174	-0.994582204	1.0	4	Country or Area	Eastern and South-Eastern Asia	[2019]	2019	2019	1	1	1
IV.1q	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	368	Iraq				43.76606267	33.05013795	1.0	4	Country or Area	Northern Africa and Western Asia	[2019]	2019	2019	1	1	1
IV.1q	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	372	Ireland				-7.121425272	53.25274054	1.0	4	Country or Area	Europe and Northern America	[2019]	2019	2019	1	1	1
IV.1q	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	376	Israel				34.62277992	31.06164552	1.0	4	Country or Area	Northern Africa and Western Asia	[2019]	2019	2019	1	1	1
IV.1q	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	380	Italy				12.57022427	42.79917282	1.0	4	Country or Area	Europe and Northern America	[2019]	2019	2019	1	1	1
IV.1q	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	400	Jordan				37.13024774	30.65365973	1.0	4	Country or Area	Northern Africa and Western Asia	[2019]	2019	2019	1	1	1
IV.1q	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	404	Kenya				37.86096816	0.534797278	1.0	4	Country or Area	Sub-Saharan Africa	[2019]	2019	2019	1	1	1
IV.1q	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	417	Kyrgyzstan				74.52324839	41.46204516	1.0	4	Country or Area	Central and Southern Asia	[2019]	2019	2019	1	1	1
IV.1q	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	426	Lesotho				28.25362195	-29.58041814	1.0	4	Country or Area	Sub-Saharan Africa	[2019]	2019	2019	1	1	1
IV.1q	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	430	Liberia				-9.311879038	6.448381009	1.0	4	Country or Area	Sub-Saharan Africa	[2019]	2019	2019	1	1	1
IV.1q	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	434	Libya				18.0295985	27.04042819	1.0	4	Country or Area	Northern Africa and Western Asia	[2019]	2019	2019	1	1	1
IV.1q	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	440	Lithuania				23.90517807	55.33680309	1.0	4	Country or Area	Europe and Northern America	[2019]	2019	2019	1	1	1
IV.1q	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	442	Luxembourg				6.092656563	49.77679538	1.0	4	Country or Area	Europe and Northern America	[2019]	2019	2019	1	1	1
IV.1q	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	454	Malawi				33.4884625	-13.40819859	1.0	4	Country or Area	Sub-Saharan Africa	[2019]	2019	2019	1	1	1
IV.1q	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	466	Mali				-3.522016039	17.35311254	1.0	4	Country or Area	Sub-Saharan Africa	[2019]	2019	2019	1	1	1
IV.1q	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	470	Malta				14.44617519	35.89194275	1.0	4	Country or Area	Europe and Northern America	[2019]	2019	2019	1	1	1
IV.1q	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	478	Mauritania				-10.33187259	20.26089546	1.0	4	Country or Area	Sub-Saharan Africa	[2019]	2019	2019	1	1	1
IV.1q	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	480	Mauritius				57.568022	-20.28581998	1.0	4	Country or Area	Sub-Saharan Africa	[2019]	2019	2019	1	1	1
IV.1q	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	484	Mexico				-102.5148166	23.93378032	1.0	4	Country or Area	Latin America and the Caribbean	[2019]	2019	2019	1	1	1
IV.1q	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	496	Mongolia				103.0728057	46.83892054	1.0	4	Country or Area	Eastern and South-Eastern Asia	[2019]	2019	2019	1	1	1
IV.1q	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	499	Montenegro				19.25214024	42.78717043	1.0	4	Country or Area	Europe and Northern America	[2019]	2019	2019	1	1	1
IV.1q	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	504	Morocco				-6.281942841	31.8440131	1.0	4	Country or Area	Northern Africa and Western Asia	[2019]	2019	2019	1	1	1
IV.1q	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	508	Mozambique				38.18479941	-14.27963886	1.0	4	Country or Area	Sub-Saharan Africa	[2019]	2019	2019	1	1	1
IV.1q	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	516	Namibia				17.21907885	-22.13817068	1.0	4	Country or Area	Sub-Saharan Africa	[2019]	2019	2019	1	1	1
IV.1q	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	524	Nepal				83.94678863	28.25866332	1.0	4	Country or Area	Central and Southern Asia	[2019]	2019	2019	1	1	1
IV.1q	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	528	Netherlands				5.331480568	51.86728884	1.0	4	Country or Area	Europe and Northern America	[2019]	2019	2019	1	1	1
IV.1q	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	554	New Zealand				170.4755673	-43.98721568	1.0	4	Country or Area	Australia and New Zealand	[2019]	2019	2019	1	1	1
IV.1q	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	558	Nicaragua				-85.03060315	12.84210839	1.0	4	Country or Area	Latin America and the Caribbean	[2019]	2019	2019	1	1	1
IV.1q	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	562	Niger				9.400167877	17.42143036	1.0	4	Country or Area	Sub-Saharan Africa	[2019]	2019	2019	1	1	1
IV.1q	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	807	North Macedonia				21.7007909	41.60048068	1.0	4	Country or Area	Europe and Northern America	[2019]	2019	2019	1	1	1
IV.1q	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	578	Norway				11.47846389	61.34311134	1.0	4	Country or Area	Europe and Northern America	[2019]	2019	2019	1	1	1
IV.1q	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	586	Pakistan				68.80479684	29.36491634	1.0	4	Country or Area	Central and Southern Asia	[2019]	2019	2019	1	1	1
IV.1q	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	591	Panama				-81.26616623	8.450965746	1.0	4	Country or Area	Latin America and the Caribbean	[2019]	2019	2019	1	1	1
IV.1q	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	600	Paraguay				-60.54854225	-21.70216237	1.0	4	Country or Area	Latin America and the Caribbean	[2019]	2019	2019	1	1	1
IV.1q	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	604	Peru				-71.82093277	-13.58939705	1.0	4	Country or Area	Latin America and the Caribbean	[2019]	2019	2019	1	1	1
IV.1q	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	608	Philippines				120.8601418	14.16591706	1.0	4	Country or Area	Eastern and South-Eastern Asia	[2019]	2019	2019	1	1	1
IV.1q	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	616	Poland				19.40660158	52.1226733	1.0	4	Country or Area	Europe and Northern America	[2019]	2019	2019	1	1	1
IV.1q	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	620	Portugal				-7.961599811	39.68509315	1.0	4	Country or Area	Europe and Northern America	[2019]	2019	2019	1	1	1
IV.1q	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	410	Republic of Korea				127.8610254	36.45201023	1.0	4	Country or Area	Eastern and South-Eastern Asia	[2019]	2019	2019	1	1	1
IV.1q	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	498	Republic of Moldova				28.4650624	47.20236795	1.0	4	Country or Area	Europe and Northern America	[2019]	2019	2019	1	1	1
IV.1q	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	642	Romania				24.98481009	45.83893563	1.0	4	Country or Area	Europe and Northern America	[2019]	2019	2019	1	1	1
IV.1q	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	646	Rwanda				29.92310194	-1.999842114	1.0	4	Country or Area	Sub-Saharan Africa	[2019]	2019	2019	1	1	1
IV.1q	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	882	Samoa				-172.4430749	-13.61541469	1.0	4	Country or Area	Oceania, exc. Australia and New Zealand	[2019]	2019	2019	1	1	1
IV.1q	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	674	San Marino				12.46329038	43.93841766	1.0	4	Country or Area	Europe and Northern America	[2019]	2019	2019	1	1	1
IV.1q	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	682	Saudi Arabia				44.54763347	24.12594211	1.0	4	Country or Area	Northern Africa and Western Asia	[2019]	2019	2019	1	1	1
IV.1q	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	686	Senegal				-14.46636926	14.35920905	1.0	4	Country or Area	Sub-Saharan Africa	[2019]	2019	2019	1	1	1
IV.1q	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	688	Serbia				20.805876	44.03145697	1.0	4	Country or Area	Europe and Northern America	[2019]	2019	2019	1	1	1
IV.1q	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	694	Sierra Leone				-11.78306584	8.568604164	1.0	4	Country or Area	Sub-Saharan Africa	[2019]	2019	2019	1	1	1
