INDICATOR_ID	INDICATOR_DESC	MINSET_SERIES	MINSET_SERIES_DESC	REF_AREA	REF_AREA_DESC	max_year	min_year	data_points	data_points_lag5	disaggregated_by_age	disaggregated_by_age_n	disaggregated_by_sex	disaggregated_by_sex_n
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	116	Cambodia	2004	2004	2	0	[]	0	[2004]	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	120	Cameroon	2014	2014	42	0	[2014]	1	[2014]	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	124	Canada	2016	2005	40	36	[2016]	1	[2016, 2010, 2005]	3
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	152	Chile	2015	2008	24	12	[2008, 2015]	2	[2008, 2015]	2
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	156	China	2018	2008	24	22	[2018]	1	[2008, 2018]	2
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	344	China, Hong Kong Special Administrative Region	2013	2002	4	0	[]	0	[2002, 2013]	2
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	170	Colombia	2013	2013	42	0	[2013]	1	[2013]	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	188	Costa Rica	2017	2017	42	42	[2017]	1	[2017]	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	192	Cuba	2001	2001	2	0	[]	0	[2001]	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	208	Denmark	2009	2001	4	0	[]	0	[2009, 2001]	2
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	214	Dominican Republic	2016	2016	16	16	[2016]	1	[2016]	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	218	Ecuador	2012	2012	16	0	[2012]	1	[2012]	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	818	Egypt	2015	2015	2	2	[]	0	[2015]	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	222	El Salvador	2010	2010	16	0	[2010]	1	[2010]	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	233	Estonia	2010	2000	20	0	[2000, 2010]	2	[2000, 2010]	2
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	231	Ethiopia	2013	2013	2	0	[]	0	[2013]	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	242	Fiji	2016	2016	36	36	[2016]	1	[2016]	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	246	Finland	2010	2000	84	0	[2000, 2010]	2	[2000, 2010]	2
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	250	France	2010	2010	12	0	[2010]	1	[2010]	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	276	Germany	2013	2002	44	0	[2013]	1	[2002, 2013]	2
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	288	Ghana	2009	2009	4	0	[2009]	1	[2009]	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	300	Greece	2014	2014	42	0	[2014]	1	[2014]	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	320	Guatemala	2014	2014	16	0	[2014]	1	[2014]	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	340	Honduras	2009	2009	16	0	[2009]	1	[2009]	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	348	Hungary	2010	2000	44	0	[2010]	1	[2000, 2010]	2
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	364	Iran (Islamic Republic of)	2009	2009	2	0	[]	0	[2009]	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	368	Iraq	2007	2007	2	0	[]	0	[2007]	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	372	Ireland	2005	2005	2	0	[]	0	[2005]	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	380	Italy	2014	2003	36	0	[2009, 2003, 2014]	3	[2009, 2003, 2014]	3
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	392	Japan	2016	2001	63	16	[2016, 2001, 2011, 2006]	4	[2016, 2001, 2011, 2006]	4
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	398	Kazakhstan	2018	2000	50	42	[2018]	1	[2018, 2000, 2003, 2006, 2012]	5
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	417	Kyrgyzstan	2015	2000	8	2	[]	0	[2000, 2010, 2005, 2015]	4
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	418	Lao People's Democratic Republic	2017	2003	42	36	[2017]	1	[2008, 2017, 2003, 2013]	4
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	428	Latvia	2003	2003	2	0	[]	0	[2003]	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	426	Lesotho	2003	2003	2	0	[]	0	[2003]	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	430	Liberia	2010	2010	6	0	[]	0	[2010]	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	440	Lithuania	2003	2003	12	0	[2003]	1	[2003]	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	442	Luxembourg	2014	2014	2	0	[]	0	[2014]	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	450	Madagascar	2001	2001	4	0	[]	0	[2001]	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	454	Malawi	2005	2005	2	0	[]	0	[2005]	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	458	Malaysia	2003	2003	2	0	[]	0	[2003]	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	466	Mali	2008	2008	4	0	[]	0	[2008]	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	470	Malta	2002	2002	2	0	[]	0	[2002]	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	480	Mauritius	2003	2003	2	0	[]	0	[2003]	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	484	Mexico	2014	2002	86	0	[2009, 2014]	2	[2009, 2002, 2014]	3
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	496	Mongolia	2015	2000	48	42	[2015]	1	[2000, 2007, 2011, 2015]	4
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	504	Morocco	2012	2012	2	0	[]	0	[2012]	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	528	Netherlands	2012	2001	8	0	[]	0	[2001, 2003, 2012, 2006]	4
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	554	New Zealand	2010	2010	2	0	[]	0	[2010]	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	807	North Macedonia	2015	2004	22	16	[2009, 2015]	2	[2009, 2004, 2015]	3
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	578	Norway	2011	2001	40	0	[2011]	1	[2001, 2011]	2
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	512	Oman	2008	2000	10	0	[2008]	1	[2008, 2000]	2
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	586	Pakistan	2007	2007	6	0	[]	0	[2007]	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	591	Panama	2011	2011	12	0	[2011]	1	[2011]	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	600	Paraguay	2016	2016	35	35	[2016]	1	[2016]	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	604	Peru	2010	2010	42	0	[2010]	1	[2010]	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	616	Poland	2013	2004	46	0	[2004, 2013]	2	[2004, 2013]	2
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	620	Portugal	2015	2015	12	12	[2015]	1	[2015]	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	634	Qatar	2013	2013	12	0	[2013]	1	[2013]	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	410	Republic of Korea	2014	2004	46	0	[2014]	1	[2009, 2004, 2014]	3
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	498	Republic of Moldova	2012	2012	42	0	[2012]	1	[2012]	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	638	Réunion	2010	2010	2	0	[]	0	[2010]	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	642	Romania	2012	2000	66	0	[2000, 2012]	2	[2000, 2012]	2
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	643	Russian Federation	2014	2014	6	0	[]	0	[2014]	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	688	Serbia	2015	2011	72	36	[2011, 2015]	2	[2011, 2015]	2
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	705	Slovenia	2001	2001	2	0	[]	0	[2001]	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	710	South Africa	2010	2000	4	0	[]	0	[2000, 2010]	2
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	724	Spain	2010	2003	4	0	[]	0	[2010, 2003]	2
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	275	State of Palestine	2013	2000	84	0	[2000, 2013]	2	[2000, 2013]	2
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	752	Sweden	2011	2001	26	0	[2001, 2011]	2	[2001, 2011]	2
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	756	Switzerland	2016	2000	143	36	[2016, 2000, 2004, 2007, 2010, 2013]	6	[2016, 2000, 2004, 2007, 2010, 2013]	6
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	764	Thailand	2015	2009	4	2	[]	0	[2009, 2015]	2
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	788	Tunisia	2006	2006	2	0	[]	0	[2006]	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	792	Turkey	2015	2006	48	12	[2006, 2015]	2	[2006, 2015]	2
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	826	United Kingdom of Great Britain and Northern Ireland	2015	2001	24	12	[2001, 2015]	2	[2001, 2015]	2
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	834	United Republic of Tanzania	2014	2006	6	0	[2006]	1	[2014, 2006]	2
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	840	United States of America	2017	2003	210	42	[2016, 2017, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015]	15	[2016, 2017, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015]	15
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	858	Uruguay	2013	2007	18	0	[2013, 2007]	2	[2013, 2007]	2
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	87	Average number of hours spent on unpaid domestic chores, by sex, age and location	8	Albania	2011	2011	12	0	[2011]	1	[2011]	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	87	Average number of hours spent on unpaid domestic chores, by sex, age and location	12	Algeria	2012	2012	8	0	[2012]	1	[2012]	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	87	Average number of hours spent on unpaid domestic chores, by sex, age and location	32	Argentina	2013	2005	6	0	[]	0	[2013, 2010, 2005]	3
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	87	Average number of hours spent on unpaid domestic chores, by sex, age and location	51	Armenia	2008	2004	38	0	[2008]	1	[2008, 2004]	2
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	87	Average number of hours spent on unpaid domestic chores, by sex, age and location	36	Australia	2006	2006	2	0	[]	0	[2006]	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	87	Average number of hours spent on unpaid domestic chores, by sex, age and location	40	Austria	2009	2009	42	0	[2009]	1	[2009]	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	87	Average number of hours spent on unpaid domestic chores, by sex, age and location	112	Belarus	2015	2015	2	2	[]	0	[2015]	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	87	Average number of hours spent on unpaid domestic chores, by sex, age and location	56	Belgium	2013	2000	18	0	[2013]	1	[2000, 2005, 2013]	3
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	87	Average number of hours spent on unpaid domestic chores, by sex, age and location	64	Bhutan	2015	2007	4	2	[]	0	[2007, 2015]	2
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	87	Average number of hours spent on unpaid domestic chores, by sex, age and location	76	Brazil	2009	2009	2	0	[]	0	[2009]	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	87	Average number of hours spent on unpaid domestic chores, by sex, age and location	100	Bulgaria	2010	2002	4	0	[]	0	[2010, 2002]	2
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	87	Average number of hours spent on unpaid domestic chores, by sex, age and location	120	Cameroon	2014	2014	42	0	[2014]	1	[2014]	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	87	Average number of hours spent on unpaid domestic chores, by sex, age and location	124	Canada	2016	2005	40	36	[2016]	1	[2016, 2010, 2005]	3
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	87	Average number of hours spent on unpaid domestic chores, by sex, age and location	152	Chile	2015	2008	23	11	[2008, 2015]	2	[2008, 2015]	2
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	87	Average number of hours spent on unpaid domestic chores, by sex, age and location	156	China	2018	2008	24	22	[2018]	1	[2008, 2018]	2
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	87	Average number of hours spent on unpaid domestic chores, by sex, age and location	344	China, Hong Kong Special Administrative Region	2013	2002	4	0	[]	0	[2002, 2013]	2
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	87	Average number of hours spent on unpaid domestic chores, by sex, age and location	170	Colombia	2013	2013	42	0	[2013]	1	[2013]	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	87	Average number of hours spent on unpaid domestic chores, by sex, age and location	188	Costa Rica	2017	2017	42	42	[2017]	1	[2017]	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	87	Average number of hours spent on unpaid domestic chores, by sex, age and location	208	Denmark	2009	2009	2	0	[]	0	[2009]	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	87	Average number of hours spent on unpaid domestic chores, by sex, age and location	214	Dominican Republic	2016	2016	2	2	[]	0	[2016]	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	87	Average number of hours spent on unpaid domestic chores, by sex, age and location	218	Ecuador	2012	2012	2	0	[]	0	[2012]	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	87	Average number of hours spent on unpaid domestic chores, by sex, age and location	818	Egypt	2015	2015	2	2	[]	0	[2015]	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	87	Average number of hours spent on unpaid domestic chores, by sex, age and location	222	El Salvador	2010	2010	2	0	[]	0	[2010]	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	87	Average number of hours spent on unpaid domestic chores, by sex, age and location	233	Estonia	2010	2000	15	0	[2000, 2010]	2	[2000, 2010]	2
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	87	Average number of hours spent on unpaid domestic chores, by sex, age and location	231	Ethiopia	2013	2013	2	0	[]	0	[2013]	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	87	Average number of hours spent on unpaid domestic chores, by sex, age and location	242	Fiji	2016	2016	36	36	[2016]	1	[2016]	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	87	Average number of hours spent on unpaid domestic chores, by sex, age and location	246	Finland	2010	2000	84	0	[2000, 2010]	2	[2000, 2010]	2
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	87	Average number of hours spent on unpaid domestic chores, by sex, age and location	250	France	2010	2010	12	0	[2010]	1	[2010]	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	87	Average number of hours spent on unpaid domestic chores, by sex, age and location	276	Germany	2013	2002	44	0	[2013]	1	[2002, 2013]	2
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	87	Average number of hours spent on unpaid domestic chores, by sex, age and location	288	Ghana	2009	2009	2	0	[]	0	[2009]	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	87	Average number of hours spent on unpaid domestic chores, by sex, age and location	300	Greece	2014	2014	42	0	[2014]	1	[2014]	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	87	Average number of hours spent on unpaid domestic chores, by sex, age and location	320	Guatemala	2014	2014	2	0	[]	0	[2014]	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	87	Average number of hours spent on unpaid domestic chores, by sex, age and location	340	Honduras	2009	2009	2	0	[]	0	[2009]	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	87	Average number of hours spent on unpaid domestic chores, by sex, age and location	348	Hungary	2010	2000	44	0	[2010]	1	[2000, 2010]	2
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	87	Average number of hours spent on unpaid domestic chores, by sex, age and location	364	Iran (Islamic Republic of)	2009	2009	2	0	[]	0	[2009]	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	87	Average number of hours spent on unpaid domestic chores, by sex, age and location	368	Iraq	2007	2007	2	0	[]	0	[2007]	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	87	Average number of hours spent on unpaid domestic chores, by sex, age and location	372	Ireland	2005	2005	2	0	[]	0	[2005]	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	87	Average number of hours spent on unpaid domestic chores, by sex, age and location	380	Italy	2014	2003	36	0	[2009, 2003, 2014]	3	[2009, 2003, 2014]	3
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	87	Average number of hours spent on unpaid domestic chores, by sex, age and location	392	Japan	2016	2001	63	16	[2016, 2001, 2011, 2006]	4	[2016, 2001, 2011, 2006]	4
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	87	Average number of hours spent on unpaid domestic chores, by sex, age and location	398	Kazakhstan	2018	2003	48	42	[2018]	1	[2018, 2003, 2012, 2006]	4
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	87	Average number of hours spent on unpaid domestic chores, by sex, age and location	417	Kyrgyzstan	2015	2000	8	2	[]	0	[2000, 2010, 2005, 2015]	4
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	87	Average number of hours spent on unpaid domestic chores, by sex, age and location	418	Lao People's Democratic Republic	2017	2003	42	36	[2017]	1	[2008, 2017, 2003, 2013]	4
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	87	Average number of hours spent on unpaid domestic chores, by sex, age and location	428	Latvia	2003	2003	2	0	[]	0	[2003]	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	87	Average number of hours spent on unpaid domestic chores, by sex, age and location	430	Liberia	2010	2010	6	0	[]	0	[2010]	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	87	Average number of hours spent on unpaid domestic chores, by sex, age and location	440	Lithuania	2003	2003	12	0	[2003]	1	[2003]	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	87	Average number of hours spent on unpaid domestic chores, by sex, age and location	442	Luxembourg	2014	2014	2	0	[]	0	[2014]	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	87	Average number of hours spent on unpaid domestic chores, by sex, age and location	458	Malaysia	2003	2003	2	0	[]	0	[2003]	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	87	Average number of hours spent on unpaid domestic chores, by sex, age and location	470	Malta	2002	2002	2	0	[]	0	[2002]	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	87	Average number of hours spent on unpaid domestic chores, by sex, age and location	480	Mauritius	2003	2003	2	0	[]	0	[2003]	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	87	Average number of hours spent on unpaid domestic chores, by sex, age and location	484	Mexico	2014	2002	86	0	[2009, 2014]	2	[2009, 2002, 2014]	3
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	87	Average number of hours spent on unpaid domestic chores, by sex, age and location	496	Mongolia	2015	2000	48	42	[2015]	1	[2000, 2007, 2011, 2015]	4
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	87	Average number of hours spent on unpaid domestic chores, by sex, age and location	528	Netherlands	2012	2001	8	0	[]	0	[2001, 2003, 2012, 2006]	4
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	87	Average number of hours spent on unpaid domestic chores, by sex, age and location	554	New Zealand	2010	2010	2	0	[]	0	[2010]	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	87	Average number of hours spent on unpaid domestic chores, by sex, age and location	807	North Macedonia	2015	2004	22	16	[2009, 2015]	2	[2009, 2004, 2015]	3
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	87	Average number of hours spent on unpaid domestic chores, by sex, age and location	578	Norway	2011	2001	40	0	[2011]	1	[2001, 2011]	2
