INDICATOR_ID	INDICATOR_DESC	MINSET_SERIES	MINSET_SERIES_DESC	REF_AREA	REF_AREA_DESC	SEX	SEX_DESC	AGE	AGE_DESC	URBANIZATION	URBANIZATION_DESC	UNmember	GEOLEVEL	GEOLEVEL_Desc	SDG_REGION	years	min_year	max_year	N_years
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	32	Argentina	M	Male	Y25T44	25 to 44 years old	_T	All areas	1.0	4	Country or Area	Latin America and the Caribbean	[2013]	2013	2013	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	32	Argentina	M	Male	Y15T24	15 to 24 years old	_T	All areas	1.0	4	Country or Area	Latin America and the Caribbean	[2013]	2013	2013	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	32	Argentina	F	Female	Y_GE65	65 years old and over	_T	All areas	1.0	4	Country or Area	Latin America and the Caribbean	[2013]	2013	2013	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	32	Argentina	M	Male	Y_GE65	65 years old and over	_T	All areas	1.0	4	Country or Area	Latin America and the Caribbean	[2013]	2013	2013	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	32	Argentina	F	Female	Y_GE15	15 years old and over	_T	All areas	1.0	4	Country or Area	Latin America and the Caribbean	[2005, 2010, 2013]	2005	2013	3
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	32	Argentina	M	Male	Y_GE15	15 years old and over	_T	All areas	1.0	4	Country or Area	Latin America and the Caribbean	[2005, 2010, 2013]	2005	2013	3
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	51	Armenia	F	Female	Y55T64	55 to 64 years old	U	Urban	1.0	4	Country or Area	Northern Africa and Western Asia	[2008]	2008	2008	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	51	Armenia	M	Male	Y55T64	55 to 64 years old	U	Urban	1.0	4	Country or Area	Northern Africa and Western Asia	[2008]	2008	2008	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	51	Armenia	F	Female	Y55T64	55 to 64 years old	R	Rural	1.0	4	Country or Area	Northern Africa and Western Asia	[2008]	2008	2008	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	51	Armenia	M	Male	Y55T64	55 to 64 years old	R	Rural	1.0	4	Country or Area	Northern Africa and Western Asia	[2008]	2008	2008	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	51	Armenia	F	Female	Y55T64	55 to 64 years old	_T	All areas	1.0	4	Country or Area	Northern Africa and Western Asia	[2008]	2008	2008	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	51	Armenia	M	Male	Y55T64	55 to 64 years old	_T	All areas	1.0	4	Country or Area	Northern Africa and Western Asia	[2008]	2008	2008	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	51	Armenia	F	Female	Y45T54	45 to 54 years old	U	Urban	1.0	4	Country or Area	Northern Africa and Western Asia	[2008]	2008	2008	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	51	Armenia	M	Male	Y45T54	45 to 54 years old	U	Urban	1.0	4	Country or Area	Northern Africa and Western Asia	[2008]	2008	2008	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	51	Armenia	F	Female	Y45T54	45 to 54 years old	R	Rural	1.0	4	Country or Area	Northern Africa and Western Asia	[2008]	2008	2008	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	51	Armenia	M	Male	Y45T54	45 to 54 years old	R	Rural	1.0	4	Country or Area	Northern Africa and Western Asia	[2008]	2008	2008	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	51	Armenia	F	Female	Y45T54	45 to 54 years old	_T	All areas	1.0	4	Country or Area	Northern Africa and Western Asia	[2008]	2008	2008	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	51	Armenia	M	Male	Y45T54	45 to 54 years old	_T	All areas	1.0	4	Country or Area	Northern Africa and Western Asia	[2008]	2008	2008	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	51	Armenia	F	Female	Y25T44	25 to 44 years old	U	Urban	1.0	4	Country or Area	Northern Africa and Western Asia	[2008]	2008	2008	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	51	Armenia	M	Male	Y25T44	25 to 44 years old	U	Urban	1.0	4	Country or Area	Northern Africa and Western Asia	[2008]	2008	2008	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	51	Armenia	F	Female	Y25T44	25 to 44 years old	R	Rural	1.0	4	Country or Area	Northern Africa and Western Asia	[2008]	2008	2008	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	51	Armenia	M	Male	Y25T44	25 to 44 years old	R	Rural	1.0	4	Country or Area	Northern Africa and Western Asia	[2008]	2008	2008	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	51	Armenia	F	Female	Y25T44	25 to 44 years old	_T	All areas	1.0	4	Country or Area	Northern Africa and Western Asia	[2008]	2008	2008	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	51	Armenia	M	Male	Y25T44	25 to 44 years old	_T	All areas	1.0	4	Country or Area	Northern Africa and Western Asia	[2008]	2008	2008	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	51	Armenia	F	Female	Y15T24	15 to 24 years old	U	Urban	1.0	4	Country or Area	Northern Africa and Western Asia	[2008]	2008	2008	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	51	Armenia	M	Male	Y15T24	15 to 24 years old	U	Urban	1.0	4	Country or Area	Northern Africa and Western Asia	[2008]	2008	2008	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	51	Armenia	F	Female	Y15T24	15 to 24 years old	R	Rural	1.0	4	Country or Area	Northern Africa and Western Asia	[2008]	2008	2008	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	51	Armenia	M	Male	Y15T24	15 to 24 years old	R	Rural	1.0	4	Country or Area	Northern Africa and Western Asia	[2008]	2008	2008	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	51	Armenia	F	Female	Y15T24	15 to 24 years old	_T	All areas	1.0	4	Country or Area	Northern Africa and Western Asia	[2008]	2008	2008	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	51	Armenia	F	Female	Y_GE65	65 years old and over	U	Urban	1.0	4	Country or Area	Northern Africa and Western Asia	[2008]	2008	2008	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	51	Armenia	M	Male	Y_GE65	65 years old and over	U	Urban	1.0	4	Country or Area	Northern Africa and Western Asia	[2008]	2008	2008	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	51	Armenia	F	Female	Y_GE65	65 years old and over	R	Rural	1.0	4	Country or Area	Northern Africa and Western Asia	[2008]	2008	2008	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	51	Armenia	M	Male	Y_GE65	65 years old and over	R	Rural	1.0	4	Country or Area	Northern Africa and Western Asia	[2008]	2008	2008	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	51	Armenia	F	Female	Y_GE65	65 years old and over	_T	All areas	1.0	4	Country or Area	Northern Africa and Western Asia	[2008]	2008	2008	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	51	Armenia	M	Male	Y_GE65	65 years old and over	_T	All areas	1.0	4	Country or Area	Northern Africa and Western Asia	[2008]	2008	2008	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	51	Armenia	F	Female	Y_GE15	15 years old and over	U	Urban	1.0	4	Country or Area	Northern Africa and Western Asia	[2008]	2008	2008	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	51	Armenia	M	Male	Y_GE15	15 years old and over	U	Urban	1.0	4	Country or Area	Northern Africa and Western Asia	[2008]	2008	2008	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	51	Armenia	F	Female	Y_GE15	15 years old and over	R	Rural	1.0	4	Country or Area	Northern Africa and Western Asia	[2008]	2008	2008	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	51	Armenia	M	Male	Y_GE15	15 years old and over	R	Rural	1.0	4	Country or Area	Northern Africa and Western Asia	[2008]	2008	2008	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	51	Armenia	F	Female	Y_GE15	15 years old and over	_T	All areas	1.0	4	Country or Area	Northern Africa and Western Asia	[2004, 2008]	2004	2008	2
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	51	Armenia	M	Male	Y_GE15	15 years old and over	_T	All areas	1.0	4	Country or Area	Northern Africa and Western Asia	[2004, 2008]	2004	2008	2
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	36	Australia	F	Female	Y_GE15	15 years old and over	_T	All areas	1.0	4	Country or Area	Australia and New Zealand	[2006]	2006	2006	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	36	Australia	M	Male	Y_GE15	15 years old and over	_T	All areas	1.0	4	Country or Area	Australia and New Zealand	[2006]	2006	2006	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	40	Austria	F	Female	Y55T64	55 to 64 years old	U	Urban	1.0	4	Country or Area	Europe and Northern America	[2009]	2009	2009	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	40	Austria	M	Male	Y55T64	55 to 64 years old	U	Urban	1.0	4	Country or Area	Europe and Northern America	[2009]	2009	2009	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	40	Austria	F	Female	Y55T64	55 to 64 years old	R	Rural	1.0	4	Country or Area	Europe and Northern America	[2009]	2009	2009	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	40	Austria	M	Male	Y55T64	55 to 64 years old	R	Rural	1.0	4	Country or Area	Europe and Northern America	[2009]	2009	2009	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	40	Austria	F	Female	Y55T64	55 to 64 years old	_T	All areas	1.0	4	Country or Area	Europe and Northern America	[2009]	2009	2009	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	40	Austria	M	Male	Y55T64	55 to 64 years old	_T	All areas	1.0	4	Country or Area	Europe and Northern America	[2009]	2009	2009	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	40	Austria	F	Female	Y45T54	45 to 54 years old	U	Urban	1.0	4	Country or Area	Europe and Northern America	[2009]	2009	2009	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	40	Austria	M	Male	Y45T54	45 to 54 years old	U	Urban	1.0	4	Country or Area	Europe and Northern America	[2009]	2009	2009	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	40	Austria	F	Female	Y45T54	45 to 54 years old	R	Rural	1.0	4	Country or Area	Europe and Northern America	[2009]	2009	2009	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	40	Austria	M	Male	Y45T54	45 to 54 years old	R	Rural	1.0	4	Country or Area	Europe and Northern America	[2009]	2009	2009	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	40	Austria	F	Female	Y45T54	45 to 54 years old	_T	All areas	1.0	4	Country or Area	Europe and Northern America	[2009]	2009	2009	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	40	Austria	M	Male	Y45T54	45 to 54 years old	_T	All areas	1.0	4	Country or Area	Europe and Northern America	[2009]	2009	2009	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	40	Austria	F	Female	Y25T44	25 to 44 years old	U	Urban	1.0	4	Country or Area	Europe and Northern America	[2009]	2009	2009	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	40	Austria	M	Male	Y25T44	25 to 44 years old	U	Urban	1.0	4	Country or Area	Europe and Northern America	[2009]	2009	2009	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	40	Austria	F	Female	Y25T44	25 to 44 years old	R	Rural	1.0	4	Country or Area	Europe and Northern America	[2009]	2009	2009	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	40	Austria	M	Male	Y25T44	25 to 44 years old	R	Rural	1.0	4	Country or Area	Europe and Northern America	[2009]	2009	2009	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	40	Austria	F	Female	Y25T44	25 to 44 years old	_T	All areas	1.0	4	Country or Area	Europe and Northern America	[2009]	2009	2009	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	40	Austria	M	Male	Y25T44	25 to 44 years old	_T	All areas	1.0	4	Country or Area	Europe and Northern America	[2009]	2009	2009	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	40	Austria	F	Female	Y15T24	15 to 24 years old	U	Urban	1.0	4	Country or Area	Europe and Northern America	[2009]	2009	2009	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	40	Austria	M	Male	Y15T24	15 to 24 years old	U	Urban	1.0	4	Country or Area	Europe and Northern America	[2009]	2009	2009	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	40	Austria	F	Female	Y15T24	15 to 24 years old	R	Rural	1.0	4	Country or Area	Europe and Northern America	[2009]	2009	2009	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	40	Austria	M	Male	Y15T24	15 to 24 years old	R	Rural	1.0	4	Country or Area	Europe and Northern America	[2009]	2009	2009	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	40	Austria	F	Female	Y15T24	15 to 24 years old	_T	All areas	1.0	4	Country or Area	Europe and Northern America	[2009]	2009	2009	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	40	Austria	M	Male	Y15T24	15 to 24 years old	_T	All areas	1.0	4	Country or Area	Europe and Northern America	[2009]	2009	2009	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	40	Austria	F	Female	Y_GE65	65 years old and over	U	Urban	1.0	4	Country or Area	Europe and Northern America	[2009]	2009	2009	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	40	Austria	M	Male	Y_GE65	65 years old and over	U	Urban	1.0	4	Country or Area	Europe and Northern America	[2009]	2009	2009	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	40	Austria	F	Female	Y_GE65	65 years old and over	R	Rural	1.0	4	Country or Area	Europe and Northern America	[2009]	2009	2009	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	40	Austria	M	Male	Y_GE65	65 years old and over	R	Rural	1.0	4	Country or Area	Europe and Northern America	[2009]	2009	2009	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	40	Austria	F	Female	Y_GE65	65 years old and over	_T	All areas	1.0	4	Country or Area	Europe and Northern America	[2009]	2009	2009	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	40	Austria	M	Male	Y_GE65	65 years old and over	_T	All areas	1.0	4	Country or Area	Europe and Northern America	[2009]	2009	2009	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	40	Austria	F	Female	Y_GE15	15 years old and over	U	Urban	1.0	4	Country or Area	Europe and Northern America	[2009]	2009	2009	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	40	Austria	M	Male	Y_GE15	15 years old and over	U	Urban	1.0	4	Country or Area	Europe and Northern America	[2009]	2009	2009	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	40	Austria	F	Female	Y_GE15	15 years old and over	R	Rural	1.0	4	Country or Area	Europe and Northern America	[2009]	2009	2009	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	40	Austria	M	Male	Y_GE15	15 years old and over	R	Rural	1.0	4	Country or Area	Europe and Northern America	[2009]	2009	2009	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	40	Austria	F	Female	Y_GE15	15 years old and over	_T	All areas	1.0	4	Country or Area	Europe and Northern America	[2009]	2009	2009	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	40	Austria	M	Male	Y_GE15	15 years old and over	_T	All areas	1.0	4	Country or Area	Europe and Northern America	[2009]	2009	2009	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	40	Austria	F	Female	Y_GE10	10 years old and over	U	Urban	1.0	4	Country or Area	Europe and Northern America	[2009]	2009	2009	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	40	Austria	M	Male	Y_GE10	10 years old and over	U	Urban	1.0	4	Country or Area	Europe and Northern America	[2009]	2009	2009	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	40	Austria	F	Female	Y_GE10	10 years old and over	R	Rural	1.0	4	Country or Area	Europe and Northern America	[2009]	2009	2009	1
1	Average number of hours spent on unpaid domestic and care work, by sex, age and location	72	Average number of hours spent on domestic chores and care work, by sex, age and location	40	Austria	M	Male	Y_GE10	10 years old and over	R	Rural	1.0	4	Country or Area	Europe and Northern America	[2009]	2009	2009	1
