INDICATOR_LABEL	INDICATOR_ID	INDICATOR_DESC	MINSET_SERIES	MINSET_SERIES_DESC	REF_AREA	REF_AREA_DESC	SEX	SEX_DESC	AGE	AGE_DESC	TSK_sub_dims	TSK_sub_id	TSK_sub_desc	sort_order	ISO3	X	Y	UNmember	GEOLEVEL	GEOLEVEL_Desc	SDG_REGION	years	min_year	max_year	N_years	N_years_lag5	N_years_lag10
V.3	I241a26cf	Proportion of girls and women aged 15-49 years who have undergone female genital mutilation/cutting, by age	S241a26cf	Proportion of girls and women aged 15-49 years who have undergone female genital mutilation/cutting, by age	624	Guinea-Bissau	F	Female	Y15T49	15 to 49 years old	SEX__AGE	F__Y15T49	Female, 15 to 49 years old	8400	GNB	-14.40182514	12.11760394	1.0	4	Country or Area	Sub-Saharan Africa	[2014]	2014	2014	1	0	1
V.3	I241a26cf	Proportion of girls and women aged 15-49 years who have undergone female genital mutilation/cutting, by age	S241a26cf	Proportion of girls and women aged 15-49 years who have undergone female genital mutilation/cutting, by age	729	Sudan	F	Female	Y15T49	15 to 49 years old	SEX__AGE	F__Y15T49	Female, 15 to 49 years old	8400	SDN	29.95650159	16.02643066	1.0	4	Country or Area	Northern Africa and Western Asia	[2014]	2014	2014	1	0	1
V.3	I241a26cf	Proportion of girls and women aged 15-49 years who have undergone female genital mutilation/cutting, by age	S241a26cf	Proportion of girls and women aged 15-49 years who have undergone female genital mutilation/cutting, by age	768	Togo	F	Female	Y15T49	15 to 49 years old	SEX__AGE	F__Y15T49	Female, 15 to 49 years old	8400	TGO	0.97835765	8.532096072	1.0	4	Country or Area	Sub-Saharan Africa	[2014]	2014	2014	1	0	1
V.3	I241a26cf	Proportion of girls and women aged 15-49 years who have undergone female genital mutilation/cutting, by age	S241a26cf	Proportion of girls and women aged 15-49 years who have undergone female genital mutilation/cutting, by age	818	Egypt	F	Female	Y15T49	15 to 49 years old	SEX__AGE	F__Y15T49	Female, 15 to 49 years old	8400	EGY	29.77468534	26.57438204	1.0	4	Country or Area	Northern Africa and Western Asia	[2015]	2015	2015	1	1	1
V.3	I241a26cf	Proportion of girls and women aged 15-49 years who have undergone female genital mutilation/cutting, by age	S241a26cf	Proportion of girls and women aged 15-49 years who have undergone female genital mutilation/cutting, by age	148	Chad	F	Female	Y15T49	15 to 49 years old	SEX__AGE	F__Y15T49	Female, 15 to 49 years old	8400	TCD	18.66618401	15.36279341	1.0	4	Country or Area	Sub-Saharan Africa	[2015]	2015	2015	1	1	1
V.3	I241a26cf	Proportion of girls and women aged 15-49 years who have undergone female genital mutilation/cutting, by age	S241a26cf	Proportion of girls and women aged 15-49 years who have undergone female genital mutilation/cutting, by age	466	Mali	F	Female	Y15T49	15 to 49 years old	SEX__AGE	F__Y15T49	Female, 15 to 49 years old	8400	MLI	-3.522016039	17.35311254	1.0	4	Country or Area	Sub-Saharan Africa	[2015]	2015	2015	1	1	1
V.3	I241a26cf	Proportion of girls and women aged 15-49 years who have undergone female genital mutilation/cutting, by age	S241a26cf	Proportion of girls and women aged 15-49 years who have undergone female genital mutilation/cutting, by age	478	Mauritania	F	Female	Y15T49	15 to 49 years old	SEX__AGE	F__Y15T49	Female, 15 to 49 years old	8400	MRT	-10.33187259	20.26089546	1.0	4	Country or Area	Sub-Saharan Africa	[2015]	2015	2015	1	1	1
V.3	I241a26cf	Proportion of girls and women aged 15-49 years who have undergone female genital mutilation/cutting, by age	S241a26cf	Proportion of girls and women aged 15-49 years who have undergone female genital mutilation/cutting, by age	231	Ethiopia	F	Female	Y15T49	15 to 49 years old	SEX__AGE	F__Y15T49	Female, 15 to 49 years old	8400	ETH	39.63505296	8.631223181	1.0	4	Country or Area	Sub-Saharan Africa	[2016]	2016	2016	1	1	1
V.3	I241a26cf	Proportion of girls and women aged 15-49 years who have undergone female genital mutilation/cutting, by age	S241a26cf	Proportion of girls and women aged 15-49 years who have undergone female genital mutilation/cutting, by age	324	Guinea	F	Female	Y15T49	15 to 49 years old	SEX__AGE	F__Y15T49	Female, 15 to 49 years old	8400	GIN	-11.28173419	11.00210343	1.0	4	Country or Area	Sub-Saharan Africa	[2016]	2016	2016	1	1	1
V.3	I241a26cf	Proportion of girls and women aged 15-49 years who have undergone female genital mutilation/cutting, by age	S241a26cf	Proportion of girls and women aged 15-49 years who have undergone female genital mutilation/cutting, by age	384	Côte d'Ivoire	F	Female	Y15T49	15 to 49 years old	SEX__AGE	F__Y15T49	Female, 15 to 49 years old	8400	CIV	-5.552690016	7.62211586	1.0	4	Country or Area	Sub-Saharan Africa	[2016]	2016	2016	1	1	1
V.3	I241a26cf	Proportion of girls and women aged 15-49 years who have undergone female genital mutilation/cutting, by age	S241a26cf	Proportion of girls and women aged 15-49 years who have undergone female genital mutilation/cutting, by age	800	Uganda	F	Female	Y15T49	15 to 49 years old	SEX__AGE	F__Y15T49	Female, 15 to 49 years old	8400	UGA	32.39100438	1.279557331	1.0	4	Country or Area	Sub-Saharan Africa	[2016]	2016	2016	1	1	1
V.3	I241a26cf	Proportion of girls and women aged 15-49 years who have undergone female genital mutilation/cutting, by age	S241a26cf	Proportion of girls and women aged 15-49 years who have undergone female genital mutilation/cutting, by age	834	United Republic of Tanzania	F	Female	Y15T49	15 to 49 years old	SEX__AGE	F__Y15T49	Female, 15 to 49 years old	8400	TZA	34.80521182	-6.265332606	1.0	4	Country or Area	Sub-Saharan Africa	[2016]	2016	2016	1	1	1
V.3	I241a26cf	Proportion of girls and women aged 15-49 years who have undergone female genital mutilation/cutting, by age	S241a26cf	Proportion of girls and women aged 15-49 years who have undergone female genital mutilation/cutting, by age	566	Nigeria	F	Female	Y15T49	15 to 49 years old	SEX__AGE	F__Y15T49	Female, 15 to 49 years old	8400	NGA	8.097363256	9.585789025	1.0	4	Country or Area	Sub-Saharan Africa	[2017]	2017	2017	1	1	1
V.3	I241a26cf	Proportion of girls and women aged 15-49 years who have undergone female genital mutilation/cutting, by age	S241a26cf	Proportion of girls and women aged 15-49 years who have undergone female genital mutilation/cutting, by age	686	Senegal	F	Female	Y15T49	15 to 49 years old	SEX__AGE	F__Y15T49	Female, 15 to 49 years old	8400	SEN	-14.46636926	14.35920905	1.0	4	Country or Area	Sub-Saharan Africa	[2017]	2017	2017	1	1	1
V.3	I241a26cf	Proportion of girls and women aged 15-49 years who have undergone female genital mutilation/cutting, by age	S241a26cf	Proportion of girls and women aged 15-49 years who have undergone female genital mutilation/cutting, by age	694	Sierra Leone	F	Female	Y15T49	15 to 49 years old	SEX__AGE	F__Y15T49	Female, 15 to 49 years old	8400	SLE	-11.78306584	8.568604164	1.0	4	Country or Area	Sub-Saharan Africa	[2017]	2017	2017	1	1	1
V.3	I241a26cf	Proportion of girls and women aged 15-49 years who have undergone female genital mutilation/cutting, by age	S241a26cf	Proportion of girls and women aged 15-49 years who have undergone female genital mutilation/cutting, by age	368	Iraq	F	Female	Y15T49	15 to 49 years old	SEX__AGE	F__Y15T49	Female, 15 to 49 years old	8400	IRQ	43.76606267	33.05013795	1.0	4	Country or Area	Northern Africa and Western Asia	[2018]	2018	2018	1	1	1
