INDICATOR_LABEL	INDICATOR_ID	INDICATOR_DESC	MINSET_SERIES	MINSET_SERIES_DESC	REF_AREA	REF_AREA_DESC	SEX	SEX_DESC	AGE	AGE_DESC	DISABILITY_STATUS	DISABILITY_STATUS_DESC	TSK_sub_dims	TSK_sub_id	TSK_sub_desc	sort_order	ISO3	X	Y	UNmember	GEOLEVEL	GEOLEVEL_Desc	SDG_REGION	years	min_year	max_year	N_years	N_years_lag5	N_years_lag10
I.10	Ia3981659	Unemployment rate, by sex, age and persons with disabilities	Sd5a60c11	Unemployment rate, by sex and age	12	Algeria	_T	Both sexes or no breakdown by sex	Y_GE25	25 years old and over	_X	Not Available or not specified	SEX__AGE__DISABILITY_STATUS	_T__Y_GE25___X	Both sexes or no breakdown by sex, 25 years old and over, not available or not specified	1700	DZA	2.678164227	28.15940032	1.0	4	Country or Area	Northern Africa and Western Asia	[2001, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2001	2017	14	3	8
I.10	Ia3981659	Unemployment rate, by sex, age and persons with disabilities	Sd5a60c11	Unemployment rate, by sex and age	12	Algeria	M	Male	Y_GE25	25 years old and over	_X	Not Available or not specified	SEX__AGE__DISABILITY_STATUS	M__Y_GE25___X	Male, 25 years old and over, not available or not specified	1700	DZA	2.678164227	28.15940032	1.0	4	Country or Area	Northern Africa and Western Asia	[2009, 2010, 2012, 2013, 2014, 2015, 2016, 2017]	2009	2017	8	3	7
I.10	Ia3981659	Unemployment rate, by sex, age and persons with disabilities	Sd5a60c11	Unemployment rate, by sex and age	12	Algeria	F	Female	Y_GE25	25 years old and over	_X	Not Available or not specified	SEX__AGE__DISABILITY_STATUS	F__Y_GE25___X	Female, 25 years old and over, not available or not specified	1700	DZA	2.678164227	28.15940032	1.0	4	Country or Area	Northern Africa and Western Asia	[2009, 2010, 2012, 2013, 2014, 2015, 2016, 2017]	2009	2017	8	3	7
I.10	Ia3981659	Unemployment rate, by sex, age and persons with disabilities	Sd5a60c11	Unemployment rate, by sex and age	12	Algeria	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	_X	Not Available or not specified	SEX__AGE__DISABILITY_STATUS	_T__Y15T24___X	Both sexes or no breakdown by sex, 15 to 24 years old, not available or not specified	1700	DZA	2.678164227	28.15940032	1.0	4	Country or Area	Northern Africa and Western Asia	[2001, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2001	2017	14	3	8
I.10	Ia3981659	Unemployment rate, by sex, age and persons with disabilities	Sd5a60c11	Unemployment rate, by sex and age	12	Algeria	M	Male	Y15T24	15 to 24 years old	_X	Not Available or not specified	SEX__AGE__DISABILITY_STATUS	M__Y15T24___X	Male, 15 to 24 years old, not available or not specified	1700	DZA	2.678164227	28.15940032	1.0	4	Country or Area	Northern Africa and Western Asia	[2009, 2010, 2012, 2013, 2014, 2015, 2016, 2017]	2009	2017	8	3	7
I.10	Ia3981659	Unemployment rate, by sex, age and persons with disabilities	Sd5a60c11	Unemployment rate, by sex and age	12	Algeria	F	Female	Y15T24	15 to 24 years old	_X	Not Available or not specified	SEX__AGE__DISABILITY_STATUS	F__Y15T24___X	Female, 15 to 24 years old, not available or not specified	1700	DZA	2.678164227	28.15940032	1.0	4	Country or Area	Northern Africa and Western Asia	[2009, 2010, 2012, 2013, 2014, 2015, 2016, 2017]	2009	2017	8	3	7
I.10	Ia3981659	Unemployment rate, by sex, age and persons with disabilities	Sd5a60c11	Unemployment rate, by sex and age	12	Algeria	_T	Both sexes or no breakdown by sex	Y_GE15	15 years old and over	_X	Not Available or not specified	SEX__AGE__DISABILITY_STATUS	_T__Y_GE15___X	Both sexes or no breakdown by sex, 15 years old and over, not available or not specified	1700	DZA	2.678164227	28.15940032	1.0	4	Country or Area	Northern Africa and Western Asia	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	3	8
I.10	Ia3981659	Unemployment rate, by sex, age and persons with disabilities	Sd5a60c11	Unemployment rate, by sex and age	12	Algeria	M	Male	Y_GE15	15 years old and over	_X	Not Available or not specified	SEX__AGE__DISABILITY_STATUS	M__Y_GE15___X	Male, 15 years old and over, not available or not specified	1700	DZA	2.678164227	28.15940032	1.0	4	Country or Area	Northern Africa and Western Asia	[2000, 2003, 2004, 2009, 2010, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	11	3	7
I.10	Ia3981659	Unemployment rate, by sex, age and persons with disabilities	Sd5a60c11	Unemployment rate, by sex and age	12	Algeria	F	Female	Y_GE15	15 years old and over	_X	Not Available or not specified	SEX__AGE__DISABILITY_STATUS	F__Y_GE15___X	Female, 15 years old and over, not available or not specified	1700	DZA	2.678164227	28.15940032	1.0	4	Country or Area	Northern Africa and Western Asia	[2000, 2003, 2004, 2009, 2010, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	11	3	7
I.10	Ia3981659	Unemployment rate, by sex, age and persons with disabilities	Sd5a60c11	Unemployment rate, by sex and age	24	Angola	M	Male	Y_GE25	25 years old and over	_X	Not Available or not specified	SEX__AGE__DISABILITY_STATUS	M__Y_GE25___X	Male, 25 years old and over, not available or not specified	1700	AGO	17.57817062	-12.33724746	1.0	4	Country or Area	Sub-Saharan Africa	[2004, 2011, 2014]	2004	2014	3	0	2
I.10	Ia3981659	Unemployment rate, by sex, age and persons with disabilities	Sd5a60c11	Unemployment rate, by sex and age	24	Angola	_T	Both sexes or no breakdown by sex	Y_GE25	25 years old and over	_X	Not Available or not specified	SEX__AGE__DISABILITY_STATUS	_T__Y_GE25___X	Both sexes or no breakdown by sex, 25 years old and over, not available or not specified	1700	AGO	17.57817062	-12.33724746	1.0	4	Country or Area	Sub-Saharan Africa	[2004, 2011, 2014]	2004	2014	3	0	2
I.10	Ia3981659	Unemployment rate, by sex, age and persons with disabilities	Sd5a60c11	Unemployment rate, by sex and age	24	Angola	F	Female	Y_GE25	25 years old and over	_X	Not Available or not specified	SEX__AGE__DISABILITY_STATUS	F__Y_GE25___X	Female, 25 years old and over, not available or not specified	1700	AGO	17.57817062	-12.33724746	1.0	4	Country or Area	Sub-Saharan Africa	[2004, 2011, 2014]	2004	2014	3	0	2
I.10	Ia3981659	Unemployment rate, by sex, age and persons with disabilities	Sd5a60c11	Unemployment rate, by sex and age	24	Angola	M	Male	Y15T24	15 to 24 years old	_X	Not Available or not specified	SEX__AGE__DISABILITY_STATUS	M__Y15T24___X	Male, 15 to 24 years old, not available or not specified	1700	AGO	17.57817062	-12.33724746	1.0	4	Country or Area	Sub-Saharan Africa	[2004, 2011, 2014]	2004	2014	3	0	2
I.10	Ia3981659	Unemployment rate, by sex, age and persons with disabilities	Sd5a60c11	Unemployment rate, by sex and age	24	Angola	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	_X	Not Available or not specified	SEX__AGE__DISABILITY_STATUS	_T__Y15T24___X	Both sexes or no breakdown by sex, 15 to 24 years old, not available or not specified	1700	AGO	17.57817062	-12.33724746	1.0	4	Country or Area	Sub-Saharan Africa	[2004, 2011, 2014]	2004	2014	3	0	2
I.10	Ia3981659	Unemployment rate, by sex, age and persons with disabilities	Sd5a60c11	Unemployment rate, by sex and age	24	Angola	F	Female	Y15T24	15 to 24 years old	_X	Not Available or not specified	SEX__AGE__DISABILITY_STATUS	F__Y15T24___X	Female, 15 to 24 years old, not available or not specified	1700	AGO	17.57817062	-12.33724746	1.0	4	Country or Area	Sub-Saharan Africa	[2004, 2011, 2014]	2004	2014	3	0	2
I.10	Ia3981659	Unemployment rate, by sex, age and persons with disabilities	Sd5a60c11	Unemployment rate, by sex and age	24	Angola	F	Female	Y_GE15	15 years old and over	_X	Not Available or not specified	SEX__AGE__DISABILITY_STATUS	F__Y_GE15___X	Female, 15 years old and over, not available or not specified	1700	AGO	17.57817062	-12.33724746	1.0	4	Country or Area	Sub-Saharan Africa	[2004, 2011, 2014]	2004	2014	3	0	2
I.10	Ia3981659	Unemployment rate, by sex, age and persons with disabilities	Sd5a60c11	Unemployment rate, by sex and age	24	Angola	M	Male	Y_GE15	15 years old and over	_X	Not Available or not specified	SEX__AGE__DISABILITY_STATUS	M__Y_GE15___X	Male, 15 years old and over, not available or not specified	1700	AGO	17.57817062	-12.33724746	1.0	4	Country or Area	Sub-Saharan Africa	[2004, 2011, 2014]	2004	2014	3	0	2
I.10	Ia3981659	Unemployment rate, by sex, age and persons with disabilities	Sd5a60c11	Unemployment rate, by sex and age	24	Angola	_T	Both sexes or no breakdown by sex	Y_GE15	15 years old and over	_X	Not Available or not specified	SEX__AGE__DISABILITY_STATUS	_T__Y_GE15___X	Both sexes or no breakdown by sex, 15 years old and over, not available or not specified	1700	AGO	17.57817062	-12.33724746	1.0	4	Country or Area	Sub-Saharan Africa	[2004, 2011, 2014]	2004	2014	3	0	2
I.10	Ia3981659	Unemployment rate, by sex, age and persons with disabilities	Sd5a60c11	Unemployment rate, by sex and age	28	Antigua and Barbuda	M	Male	Y_GE25	25 years old and over	_X	Not Available or not specified	SEX__AGE__DISABILITY_STATUS	M__Y_GE25___X	Male, 25 years old and over, not available or not specified	1700	ATG	-61.7999755	17.07761471	1.0	4	Country or Area	Latin America and the Caribbean	[2001]	2001	2001	1	0	0
I.10	Ia3981659	Unemployment rate, by sex, age and persons with disabilities	Sd5a60c11	Unemployment rate, by sex and age	28	Antigua and Barbuda	_T	Both sexes or no breakdown by sex	Y_GE25	25 years old and over	_X	Not Available or not specified	SEX__AGE__DISABILITY_STATUS	_T__Y_GE25___X	Both sexes or no breakdown by sex, 25 years old and over, not available or not specified	1700	ATG	-61.7999755	17.07761471	1.0	4	Country or Area	Latin America and the Caribbean	[2001]	2001	2001	1	0	0
I.10	Ia3981659	Unemployment rate, by sex, age and persons with disabilities	Sd5a60c11	Unemployment rate, by sex and age	28	Antigua and Barbuda	F	Female	Y_GE25	25 years old and over	_X	Not Available or not specified	SEX__AGE__DISABILITY_STATUS	F__Y_GE25___X	Female, 25 years old and over, not available or not specified	1700	ATG	-61.7999755	17.07761471	1.0	4	Country or Area	Latin America and the Caribbean	[2001]	2001	2001	1	0	0
I.10	Ia3981659	Unemployment rate, by sex, age and persons with disabilities	Sd5a60c11	Unemployment rate, by sex and age	28	Antigua and Barbuda	M	Male	Y15T24	15 to 24 years old	_X	Not Available or not specified	SEX__AGE__DISABILITY_STATUS	M__Y15T24___X	Male, 15 to 24 years old, not available or not specified	1700	ATG	-61.7999755	17.07761471	1.0	4	Country or Area	Latin America and the Caribbean	[2001]	2001	2001	1	0	0
I.10	Ia3981659	Unemployment rate, by sex, age and persons with disabilities	Sd5a60c11	Unemployment rate, by sex and age	28	Antigua and Barbuda	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	_X	Not Available or not specified	SEX__AGE__DISABILITY_STATUS	_T__Y15T24___X	Both sexes or no breakdown by sex, 15 to 24 years old, not available or not specified	1700	ATG	-61.7999755	17.07761471	1.0	4	Country or Area	Latin America and the Caribbean	[2001]	2001	2001	1	0	0
I.10	Ia3981659	Unemployment rate, by sex, age and persons with disabilities	Sd5a60c11	Unemployment rate, by sex and age	28	Antigua and Barbuda	F	Female	Y15T24	15 to 24 years old	_X	Not Available or not specified	SEX__AGE__DISABILITY_STATUS	F__Y15T24___X	Female, 15 to 24 years old, not available or not specified	1700	ATG	-61.7999755	17.07761471	1.0	4	Country or Area	Latin America and the Caribbean	[2001]	2001	2001	1	0	0
I.10	Ia3981659	Unemployment rate, by sex, age and persons with disabilities	Sd5a60c11	Unemployment rate, by sex and age	28	Antigua and Barbuda	M	Male	Y_GE15	15 years old and over	_X	Not Available or not specified	SEX__AGE__DISABILITY_STATUS	M__Y_GE15___X	Male, 15 years old and over, not available or not specified	1700	ATG	-61.7999755	17.07761471	1.0	4	Country or Area	Latin America and the Caribbean	[2001]	2001	2001	1	0	0
I.10	Ia3981659	Unemployment rate, by sex, age and persons with disabilities	Sd5a60c11	Unemployment rate, by sex and age	28	Antigua and Barbuda	_T	Both sexes or no breakdown by sex	Y_GE15	15 years old and over	_X	Not Available or not specified	SEX__AGE__DISABILITY_STATUS	_T__Y_GE15___X	Both sexes or no breakdown by sex, 15 years old and over, not available or not specified	1700	ATG	-61.7999755	17.07761471	1.0	4	Country or Area	Latin America and the Caribbean	[2001]	2001	2001	1	0	0
I.10	Ia3981659	Unemployment rate, by sex, age and persons with disabilities	Sd5a60c11	Unemployment rate, by sex and age	28	Antigua and Barbuda	F	Female	Y_GE15	15 years old and over	_X	Not Available or not specified	SEX__AGE__DISABILITY_STATUS	F__Y_GE15___X	Female, 15 years old and over, not available or not specified	1700	ATG	-61.7999755	17.07761471	1.0	4	Country or Area	Latin America and the Caribbean	[2001]	2001	2001	1	0	0
I.10	Ia3981659	Unemployment rate, by sex, age and persons with disabilities	Sd5a60c11	Unemployment rate, by sex and age	32	Argentina	_T	Both sexes or no breakdown by sex	Y_GE25	25 years old and over	_X	Not Available or not specified	SEX__AGE__DISABILITY_STATUS	_T__Y_GE25___X	Both sexes or no breakdown by sex, 25 years old and over, not available or not specified	1700	ARG	-65.14563274	-35.19446255	1.0	4	Country or Area	Latin America and the Caribbean	[2004, 2005, 2006, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2017, 2018, 2019]	2004	2019	13	3	8
I.10	Ia3981659	Unemployment rate, by sex, age and persons with disabilities	Sd5a60c11	Unemployment rate, by sex and age	32	Argentina	M	Male	Y_GE25	25 years old and over	_X	Not Available or not specified	SEX__AGE__DISABILITY_STATUS	M__Y_GE25___X	Male, 25 years old and over, not available or not specified	1700	ARG	-65.14563274	-35.19446255	1.0	4	Country or Area	Latin America and the Caribbean	[2004, 2005, 2006, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2017, 2018, 2019]	2004	2019	13	3	8
I.10	Ia3981659	Unemployment rate, by sex, age and persons with disabilities	Sd5a60c11	Unemployment rate, by sex and age	32	Argentina	F	Female	Y_GE25	25 years old and over	_X	Not Available or not specified	SEX__AGE__DISABILITY_STATUS	F__Y_GE25___X	Female, 25 years old and over, not available or not specified	1700	ARG	-65.14563274	-35.19446255	1.0	4	Country or Area	Latin America and the Caribbean	[2004, 2005, 2006, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2017, 2018, 2019]	2004	2019	13	3	8
I.10	Ia3981659	Unemployment rate, by sex, age and persons with disabilities	Sd5a60c11	Unemployment rate, by sex and age	32	Argentina	M	Male	Y15T24	15 to 24 years old	_X	Not Available or not specified	SEX__AGE__DISABILITY_STATUS	M__Y15T24___X	Male, 15 to 24 years old, not available or not specified	1700	ARG	-65.14563274	-35.19446255	1.0	4	Country or Area	Latin America and the Caribbean	[2004, 2005, 2006, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2017, 2018, 2019]	2004	2019	13	3	8
I.10	Ia3981659	Unemployment rate, by sex, age and persons with disabilities	Sd5a60c11	Unemployment rate, by sex and age	32	Argentina	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	_X	Not Available or not specified	SEX__AGE__DISABILITY_STATUS	_T__Y15T24___X	Both sexes or no breakdown by sex, 15 to 24 years old, not available or not specified	1700	ARG	-65.14563274	-35.19446255	1.0	4	Country or Area	Latin America and the Caribbean	[2004, 2005, 2006, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2017, 2018, 2019]	2004	2019	13	3	8
I.10	Ia3981659	Unemployment rate, by sex, age and persons with disabilities	Sd5a60c11	Unemployment rate, by sex and age	32	Argentina	F	Female	Y15T24	15 to 24 years old	_X	Not Available or not specified	SEX__AGE__DISABILITY_STATUS	F__Y15T24___X	Female, 15 to 24 years old, not available or not specified	1700	ARG	-65.14563274	-35.19446255	1.0	4	Country or Area	Latin America and the Caribbean	[2004, 2005, 2006, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2017, 2018, 2019]	2004	2019	13	3	8
I.10	Ia3981659	Unemployment rate, by sex, age and persons with disabilities	Sd5a60c11	Unemployment rate, by sex and age	32	Argentina	_T	Both sexes or no breakdown by sex	Y_GE15	15 years old and over	_X	Not Available or not specified	SEX__AGE__DISABILITY_STATUS	_T__Y_GE15___X	Both sexes or no breakdown by sex, 15 years old and over, not available or not specified	1700	ARG	-65.14563274	-35.19446255	1.0	4	Country or Area	Latin America and the Caribbean	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2017, 2018, 2019]	2000	2019	18	3	8
I.10	Ia3981659	Unemployment rate, by sex, age and persons with disabilities	Sd5a60c11	Unemployment rate, by sex and age	32	Argentina	F	Female	Y_GE15	15 years old and over	_X	Not Available or not specified	SEX__AGE__DISABILITY_STATUS	F__Y_GE15___X	Female, 15 years old and over, not available or not specified	1700	ARG	-65.14563274	-35.19446255	1.0	4	Country or Area	Latin America and the Caribbean	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2017, 2018, 2019]	2000	2019	17	3	8
I.10	Ia3981659	Unemployment rate, by sex, age and persons with disabilities	Sd5a60c11	Unemployment rate, by sex and age	32	Argentina	M	Male	Y_GE15	15 years old and over	_X	Not Available or not specified	SEX__AGE__DISABILITY_STATUS	M__Y_GE15___X	Male, 15 years old and over, not available or not specified	1700	ARG	-65.14563274	-35.19446255	1.0	4	Country or Area	Latin America and the Caribbean	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2017, 2018, 2019]	2000	2019	17	3	8
I.10	Ia3981659	Unemployment rate, by sex, age and persons with disabilities	Sd5a60c11	Unemployment rate, by sex and age	51	Armenia	F	Female	Y_GE25	25 years old and over	_X	Not Available or not specified	SEX__AGE__DISABILITY_STATUS	F__Y_GE25___X	Female, 25 years old and over, not available or not specified	1700	ARM	44.93839317	40.29499741	1.0	4	Country or Area	Northern Africa and Western Asia	[2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2007	2018	12	4	9
I.10	Ia3981659	Unemployment rate, by sex, age and persons with disabilities	Sd5a60c11	Unemployment rate, by sex and age	51	Armenia	M	Male	Y_GE25	25 years old and over	_X	Not Available or not specified	SEX__AGE__DISABILITY_STATUS	M__Y_GE25___X	Male, 25 years old and over, not available or not specified	1700	ARM	44.93839317	40.29499741	1.0	4	Country or Area	Northern Africa and Western Asia	[2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2007	2018	12	4	9
