INDICATOR_LABEL	INDICATOR_ID	INDICATOR_DESC	MINSET_SERIES	MINSET_SERIES_DESC	REF_AREA	REF_AREA_DESC	SEX	SEX_DESC	TSK_sub_dims	TSK_sub_id	TSK_sub_desc	X	Y	UNmember	GEOLEVEL	GEOLEVEL_Desc	SDG_REGION	years	min_year	max_year	N_years	N_years_lag5	N_years_lag10
III.4	682508c0	Antenatal care coverage	7cdd10b8	Antenatal care coverage, at least four visits	499	Montenegro	F	Female	SEX	F	Female	19.25214024	42.78717043	1.0	4	Country or Area	Europe and Northern America	[2013]	2013	2013	1	0	1
III.4	682508c0	Antenatal care coverage	7cdd10b8	Antenatal care coverage, at least four visits	807	North Macedonia	F	Female	SEX	F	Female	21.7007909	41.60048068	1.0	4	Country or Area	Europe and Northern America	[2011]	2011	2011	1	0	1
III.4	682508c0	Antenatal care coverage	7cdd10b8	Antenatal care coverage, at least four visits	498	Republic of Moldova	F	Female	SEX	F	Female	28.4650624	47.20236795	1.0	4	Country or Area	Europe and Northern America	[1997, 2005, 2012]	1997	2012	3	0	1
III.4	682508c0	Antenatal care coverage	7cdd10b8	Antenatal care coverage, at least four visits	642	Romania	F	Female	SEX	F	Female	24.98481009	45.83893563	1.0	4	Country or Area	Europe and Northern America	[1999, 2004]	1999	2004	2	0	0
III.4	682508c0	Antenatal care coverage	7cdd10b8	Antenatal care coverage, at least four visits	688	Serbia	F	Female	SEX	F	Female	20.805876	44.03145697	1.0	4	Country or Area	Europe and Northern America	[2010, 2014]	2010	2014	2	0	2
III.4	682508c0	Antenatal care coverage	7cdd10b8	Antenatal care coverage, at least four visits	804	Ukraine	F	Female	SEX	F	Female	31.40270802	49.00735945	1.0	4	Country or Area	Europe and Northern America	[2007, 2012]	2007	2012	2	0	1
III.4	682508c0	Antenatal care coverage	7cdd10b8	Antenatal care coverage, at least four visits	840	United States of America	F	Female	SEX	F	Female	-99.13830311	39.5277871	1.0	4	Country or Area	Europe and Northern America	[2011]	2011	2011	1	0	1
III.4	682508c0	Antenatal care coverage	7cdd10b8	Antenatal care coverage, at least four visits	28	Antigua and Barbuda	F	Female	SEX	F	Female	-61.7999755	17.07761471	1.0	4	Country or Area	Latin America and the Caribbean	[2013]	2013	2013	1	0	1
III.4	682508c0	Antenatal care coverage	7cdd10b8	Antenatal care coverage, at least four visits	32	Argentina	F	Female	SEX	F	Female	-65.14563274	-35.19446255	1.0	4	Country or Area	Latin America and the Caribbean	[2005, 2012]	2005	2012	2	0	1
III.4	682508c0	Antenatal care coverage	7cdd10b8	Antenatal care coverage, at least four visits	44	Bahamas	F	Female	SEX	F	Female	-78.05111663	24.69546597	1.0	4	Country or Area	Latin America and the Caribbean	[2013]	2013	2013	1	0	1
III.4	682508c0	Antenatal care coverage	7cdd10b8	Antenatal care coverage, at least four visits	52	Barbados	F	Female	SEX	F	Female	-59.5346489	13.13648273	1.0	4	Country or Area	Latin America and the Caribbean	[2012]	2012	2012	1	0	1
III.4	682508c0	Antenatal care coverage	7cdd10b8	Antenatal care coverage, at least four visits	84	Belize	F	Female	SEX	F	Female	-88.70199554	17.19965901	1.0	4	Country or Area	Latin America and the Caribbean	[2011, 2016]	2011	2016	2	1	2
III.4	682508c0	Antenatal care coverage	7cdd10b8	Antenatal care coverage, at least four visits	68	Bolivia (Plurinational State of)	F	Female	SEX	F	Female	-64.66224284	-16.71273412	1.0	4	Country or Area	Latin America and the Caribbean	[1998, 2003, 2008, 2012]	1998	2012	4	0	1
III.4	682508c0	Antenatal care coverage	7cdd10b8	Antenatal care coverage, at least four visits	76	Brazil	F	Female	SEX	F	Female	-53.08432878	-10.77668561	1.0	4	Country or Area	Latin America and the Caribbean	[1996, 2005, 2006, 2007, 2009, 2011, 2012, 2015]	1996	2015	8	1	3
III.4	682508c0	Antenatal care coverage	7cdd10b8	Antenatal care coverage, at least four visits	170	Colombia	F	Female	SEX	F	Female	-73.07446751	3.888209046	1.0	4	Country or Area	Latin America and the Caribbean	[2000, 2005, 2010, 2015]	2000	2015	4	1	2
III.4	682508c0	Antenatal care coverage	7cdd10b8	Antenatal care coverage, at least four visits	188	Costa Rica	F	Female	SEX	F	Female	-84.19712782	9.970998683	1.0	4	Country or Area	Latin America and the Caribbean	[2008, 2011]	2008	2011	2	0	1
III.4	682508c0	Antenatal care coverage	7cdd10b8	Antenatal care coverage, at least four visits	192	Cuba	F	Female	SEX	F	Female	-79.54460144	22.10030366	1.0	4	Country or Area	Latin America and the Caribbean	[2009, 2010, 2011, 2012, 2014]	2009	2014	5	0	4
III.4	682508c0	Antenatal care coverage	7cdd10b8	Antenatal care coverage, at least four visits	214	Dominican Republic	F	Female	SEX	F	Female	-70.49847576	18.89832088	1.0	4	Country or Area	Latin America and the Caribbean	[1996, 2002, 2007, 2013, 2014]	1996	2014	5	0	2
III.4	682508c0	Antenatal care coverage	7cdd10b8	Antenatal care coverage, at least four visits	218	Ecuador	F	Female	SEX	F	Female	-78.37005241	-1.447785891	1.0	4	Country or Area	Latin America and the Caribbean	[2004]	2004	2004	1	0	0
III.4	682508c0	Antenatal care coverage	7cdd10b8	Antenatal care coverage, at least four visits	222	El Salvador	F	Female	SEX	F	Female	-88.86862995	13.73603564	1.0	4	Country or Area	Latin America and the Caribbean	[2003, 2008, 2014]	2003	2014	3	0	1
III.4	682508c0	Antenatal care coverage	7cdd10b8	Antenatal care coverage, at least four visits	320	Guatemala	F	Female	SEX	F	Female	-91.2312746	15.00273719	1.0	4	Country or Area	Latin America and the Caribbean	[2015]	2015	2015	1	1	1
III.4	682508c0	Antenatal care coverage	7cdd10b8	Antenatal care coverage, at least four visits	328	Guyana	F	Female	SEX	F	Female	-58.97322037	4.788012784	1.0	4	Country or Area	Latin America and the Caribbean	[2009, 2014]	2009	2014	2	0	1
III.4	682508c0	Antenatal care coverage	7cdd10b8	Antenatal care coverage, at least four visits	332	Haiti	F	Female	SEX	F	Female	-72.33640958	18.40426539	1.0	4	Country or Area	Latin America and the Caribbean	[1995, 2000, 2006, 2012, 2017]	1995	2017	5	1	2
III.4	682508c0	Antenatal care coverage	7cdd10b8	Antenatal care coverage, at least four visits	340	Honduras	F	Female	SEX	F	Female	-86.59974381	14.82243161	1.0	4	Country or Area	Latin America and the Caribbean	[2001, 2006, 2012]	2001	2012	3	0	1
III.4	682508c0	Antenatal care coverage	7cdd10b8	Antenatal care coverage, at least four visits	388	Jamaica	F	Female	SEX	F	Female	-77.31068409	18.15616857	1.0	4	Country or Area	Latin America and the Caribbean	[1997, 2008, 2011]	1997	2011	3	0	1
III.4	682508c0	Antenatal care coverage	7cdd10b8	Antenatal care coverage, at least four visits	484	Mexico	F	Female	SEX	F	Female	-102.5148166	23.93378032	1.0	4	Country or Area	Latin America and the Caribbean	[2006, 2009, 2012, 2015]	2006	2015	4	1	2
III.4	682508c0	Antenatal care coverage	7cdd10b8	Antenatal care coverage, at least four visits	558	Nicaragua	F	Female	SEX	F	Female	-85.03060315	12.84210839	1.0	4	Country or Area	Latin America and the Caribbean	[1998, 2001, 2007, 2012]	1998	2012	4	0	1
III.4	682508c0	Antenatal care coverage	7cdd10b8	Antenatal care coverage, at least four visits	591	Panama	F	Female	SEX	F	Female	-81.26616623	8.450965746	1.0	4	Country or Area	Latin America and the Caribbean	[2013]	2013	2013	1	0	1
III.4	682508c0	Antenatal care coverage	7cdd10b8	Antenatal care coverage, at least four visits	600	Paraguay	F	Female	SEX	F	Female	-60.54854225	-21.70216237	1.0	4	Country or Area	Latin America and the Caribbean	[2004, 2008, 2015, 2016]	2004	2016	4	2	2
III.4	682508c0	Antenatal care coverage	7cdd10b8	Antenatal care coverage, at least four visits	604	Peru	F	Female	SEX	F	Female	-71.82093277	-13.58939705	1.0	4	Country or Area	Latin America and the Caribbean	[1996, 2000, 2004, 2006, 2009, 2010, 2011, 2012, 2013, 2014, 2015]	1996	2015	11	1	6
III.4	682508c0	Antenatal care coverage	7cdd10b8	Antenatal care coverage, at least four visits	662	Saint Lucia	F	Female	SEX	F	Female	-60.96529553	13.89405601	1.0	4	Country or Area	Latin America and the Caribbean	[2012]	2012	2012	1	0	1
III.4	682508c0	Antenatal care coverage	7cdd10b8	Antenatal care coverage, at least four visits	670	Saint Vincent and the Grenadines	F	Female	SEX	F	Female	-61.19024321	13.24627968	1.0	4	Country or Area	Latin America and the Caribbean	[2009]	2009	2009	1	0	0
III.4	682508c0	Antenatal care coverage	7cdd10b8	Antenatal care coverage, at least four visits	740	Suriname	F	Female	SEX	F	Female	-55.90626394	4.132603197	1.0	4	Country or Area	Latin America and the Caribbean	[2010]	2010	2010	1	0	1
III.4	682508c0	Antenatal care coverage	7cdd10b8	Antenatal care coverage, at least four visits	780	Trinidad and Tobago	F	Female	SEX	F	Female	-61.29389504	10.41877263	1.0	4	Country or Area	Latin America and the Caribbean	[2011, 2013]	2011	2013	2	0	2
III.4	682508c0	Antenatal care coverage	7cdd10b8	Antenatal care coverage, at least four visits	858	Uruguay	F	Female	SEX	F	Female	-56.01387025	-32.8002838	1.0	4	Country or Area	Latin America and the Caribbean	[2007, 2013]	2007	2013	2	0	1
III.4	682508c0	Antenatal care coverage	7cdd10b8	Antenatal care coverage, at least four visits	862	Venezuela (Bolivarian Republic of)	F	Female	SEX	F	Female	-66.15642084	7.121324748	1.0	4	Country or Area	Latin America and the Caribbean	[2012, 2013]	2012	2013	2	0	2
III.4	682508c0	Antenatal care coverage	7cdd10b8	Antenatal care coverage, at least four visits	12	Algeria	F	Female	SEX	F	Female	2.678164227	28.15940032	1.0	4	Country or Area	Northern Africa and Western Asia	[2013]	2013	2013	1	0	1
III.4	682508c0	Antenatal care coverage	7cdd10b8	Antenatal care coverage, at least four visits	51	Armenia	F	Female	SEX	F	Female	44.93839317	40.29499741	1.0	4	Country or Area	Northern Africa and Western Asia	[2000, 2005, 2010, 2016]	2000	2016	4	1	2
III.4	682508c0	Antenatal care coverage	7cdd10b8	Antenatal care coverage, at least four visits	31	Azerbaijan	F	Female	SEX	F	Female	50.01064725	40.39229544	1.0	4	Country or Area	Northern Africa and Western Asia	[2001, 2006, 2011]	2001	2011	3	0	1
III.4	682508c0	Antenatal care coverage	7cdd10b8	Antenatal care coverage, at least four visits	48	Bahrain	F	Female	SEX	F	Female	50.5490754	26.04407747	1.0	4	Country or Area	Northern Africa and Western Asia	[2013]	2013	2013	1	0	1
III.4	682508c0	Antenatal care coverage	7cdd10b8	Antenatal care coverage, at least four visits	818	Egypt	F	Female	SEX	F	Female	29.77468534	26.57438204	1.0	4	Country or Area	Northern Africa and Western Asia	[1995, 1997, 1998, 2000, 2003, 2005, 2008, 2014]	1995	2014	8	0	1
III.4	682508c0	Antenatal care coverage	7cdd10b8	Antenatal care coverage, at least four visits	268	Georgia	F	Female	SEX	F	Female	43.3713615	42.04813028	1.0	4	Country or Area	Northern Africa and Western Asia	[2005, 2010, 2013, 2014, 2016]	2005	2016	5	1	4
III.4	682508c0	Antenatal care coverage	7cdd10b8	Antenatal care coverage, at least four visits	368	Iraq	F	Female	SEX	F	Female	43.76606267	33.05013795	1.0	4	Country or Area	Northern Africa and Western Asia	[2011]	2011	2011	1	0	1
III.4	682508c0	Antenatal care coverage	7cdd10b8	Antenatal care coverage, at least four visits	400	Jordan	F	Female	SEX	F	Female	37.13024774	30.65365973	1.0	4	Country or Area	Northern Africa and Western Asia	[1997, 2002, 2007, 2012]	1997	2012	4	0	1
III.4	682508c0	Antenatal care coverage	7cdd10b8	Antenatal care coverage, at least four visits	504	Morocco	F	Female	SEX	F	Female	-6.281942841	31.8440131	1.0	4	Country or Area	Northern Africa and Western Asia	[1995, 2004, 2011]	1995	2011	3	0	1
III.4	682508c0	Antenatal care coverage	7cdd10b8	Antenatal care coverage, at least four visits	512	Oman	F	Female	SEX	F	Female	57.87743482	21.98805614	1.0	4	Country or Area	Northern Africa and Western Asia	[2006, 2007, 2008, 2012, 2014]	2006	2014	5	0	2
III.4	682508c0	Antenatal care coverage	7cdd10b8	Antenatal care coverage, at least four visits	634	Qatar	F	Female	SEX	F	Female	51.19152467	25.28355379	1.0	4	Country or Area	Northern Africa and Western Asia	[2012]	2012	2012	1	0	1
III.4	682508c0	Antenatal care coverage	7cdd10b8	Antenatal care coverage, at least four visits	275	State of Palestine	F	Female	SEX	F	Female	35.25694122	31.94347933		4	Country or Area	Northern Africa and Western Asia	[2010, 2014]	2010	2014	2	0	2
III.4	682508c0	Antenatal care coverage	7cdd10b8	Antenatal care coverage, at least four visits	729	Sudan	F	Female	SEX	F	Female	29.95650159	16.02643066	1.0	4	Country or Area	Northern Africa and Western Asia	[2010, 2014]	2010	2014	2	0	2
III.4	682508c0	Antenatal care coverage	7cdd10b8	Antenatal care coverage, at least four visits	760	Syrian Arab Republic	F	Female	SEX	F	Female	38.50466565	35.01676176	1.0	4	Country or Area	Northern Africa and Western Asia	[2009]	2009	2009	1	0	0
III.4	682508c0	Antenatal care coverage	7cdd10b8	Antenatal care coverage, at least four visits	788	Tunisia	F	Female	SEX	F	Female	9.572737411	34.11439971	1.0	4	Country or Area	Northern Africa and Western Asia	[2006, 2012]	2006	2012	2	0	1
III.4	682508c0	Antenatal care coverage	7cdd10b8	Antenatal care coverage, at least four visits	792	Turkey	F	Female	SEX	F	Female	35.42890329	38.9899684	1.0	4	Country or Area	Northern Africa and Western Asia	[1998, 2003, 2008, 2013]	1998	2013	4	0	1
III.4	682508c0	Antenatal care coverage	7cdd10b8	Antenatal care coverage, at least four visits	887	Yemen	F	Female	SEX	F	Female	45.22389143	15.22242099	1.0	4	Country or Area	Northern Africa and Western Asia	[1997, 2003, 2013]	1997	2013	3	0	1
III.4	682508c0	Antenatal care coverage	7cdd10b8	Antenatal care coverage, at least four visits	242	Fiji	F	Female	SEX	F	Female	177.9660884	-17.83301566	1.0	4	Country or Area	Oceania, exc. Australia and New Zealand	[2013]	2013	2013	1	0	1
III.4	682508c0	Antenatal care coverage	7cdd10b8	Antenatal care coverage, at least four visits	296	Kiribati	F	Female	SEX	F	Female	-157.5643005	1.768837732	1.0	4	Country or Area	Oceania, exc. Australia and New Zealand	[2009]	2009	2009	1	0	0
III.4	682508c0	Antenatal care coverage	7cdd10b8	Antenatal care coverage, at least four visits	584	Marshall Islands	F	Female	SEX	F	Female	171.0839119	7.110213497	1.0	4	Country or Area	Oceania, exc. Australia and New Zealand	[2007]	2007	2007	1	0	0
III.4	682508c0	Antenatal care coverage	7cdd10b8	Antenatal care coverage, at least four visits	520	Nauru	F	Female	SEX	F	Female	166.92313	-0.528742623	1.0	4	Country or Area	Oceania, exc. Australia and New Zealand	[2007]	2007	2007	1	0	0
III.4	682508c0	Antenatal care coverage	7cdd10b8	Antenatal care coverage, at least four visits	585	Palau	F	Female	SEX	F	Female	134.5733878	7.502307591	1.0	4	Country or Area	Oceania, exc. Australia and New Zealand	[2007, 2010]	2007	2010	2	0	1
III.4	682508c0	Antenatal care coverage	7cdd10b8	Antenatal care coverage, at least four visits	598	Papua New Guinea	F	Female	SEX	F	Female	145.8587761	-6.756057077	1.0	4	Country or Area	Oceania, exc. Australia and New Zealand	[2006]	2006	2006	1	0	0
III.4	682508c0	Antenatal care coverage	7cdd10b8	Antenatal care coverage, at least four visits	882	Samoa	F	Female	SEX	F	Female	-172.4430749	-13.61541469	1.0	4	Country or Area	Oceania, exc. Australia and New Zealand	[2009, 2014]	2009	2014	2	0	1
III.4	682508c0	Antenatal care coverage	7cdd10b8	Antenatal care coverage, at least four visits	90	Solomon Islands	F	Female	SEX	F	Female	160.1584117	-9.622391719	1.0	4	Country or Area	Oceania, exc. Australia and New Zealand	[2007, 2015]	2007	2015	2	1	1
III.4	682508c0	Antenatal care coverage	7cdd10b8	Antenatal care coverage, at least four visits	776	Tonga	F	Female	SEX	F	Female	-175.1959991	-21.19511329	1.0	4	Country or Area	Oceania, exc. Australia and New Zealand	[2012]	2012	2012	1	0	1
III.4	682508c0	Antenatal care coverage	7cdd10b8	Antenatal care coverage, at least four visits	798	Tuvalu	F	Female	SEX	F	Female	178.6679611	-7.460048071	1.0	4	Country or Area	Oceania, exc. Australia and New Zealand	[2007]	2007	2007	1	0	0
III.4	682508c0	Antenatal care coverage	7cdd10b8	Antenatal care coverage, at least four visits	548	Vanuatu	F	Female	SEX	F	Female	167.0679779	-15.34445547	1.0	4	Country or Area	Oceania, exc. Australia and New Zealand	[2013]	2013	2013	1	0	1
III.4	682508c0	Antenatal care coverage	7cdd10b8	Antenatal care coverage, at least four visits	24	Angola	F	Female	SEX	F	Female	17.57817062	-12.33724746	1.0	4	Country or Area	Sub-Saharan Africa	[1996, 2016]	1996	2016	2	1	1
III.4	682508c0	Antenatal care coverage	7cdd10b8	Antenatal care coverage, at least four visits	204	Benin	F	Female	SEX	F	Female	2.339933594	9.65401646	1.0	4	Country or Area	Sub-Saharan Africa	[1996, 2001, 2006, 2012, 2014, 2018]	1996	2018	6	1	3
III.4	682508c0	Antenatal care coverage	7cdd10b8	Antenatal care coverage, at least four visits	72	Botswana	F	Female	SEX	F	Female	23.81380223	-22.18810073	1.0	4	Country or Area	Sub-Saharan Africa	[2007]	2007	2007	1	0	0
III.4	682508c0	Antenatal care coverage	7cdd10b8	Antenatal care coverage, at least four visits	854	Burkina Faso	F	Female	SEX	F	Female	-1.742843829	12.27491081	1.0	4	Country or Area	Sub-Saharan Africa	[1999, 2003, 2010, 2015]	1999	2015	4	1	2
III.4	682508c0	Antenatal care coverage	7cdd10b8	Antenatal care coverage, at least four visits	108	Burundi	F	Female	SEX	F	Female	29.89080992	-3.366387428	1.0	4	Country or Area	Sub-Saharan Africa	[2010, 2017]	2010	2017	2	1	2
III.4	682508c0	Antenatal care coverage	7cdd10b8	Antenatal care coverage, at least four visits	132	Cabo Verde	F	Female	SEX	F	Female	-23.63544151	15.07791834	1.0	4	Country or Area	Sub-Saharan Africa	[1998, 2005]	1998	2005	2	0	0
