INDICATOR_LABEL	INDICATOR_ID	INDICATOR_DESC	MINSET_SERIES	MINSET_SERIES_DESC	REF_AREA	REF_AREA_DESC	SEX	SEX_DESC	AGE	AGE_DESC	VIOLENCE_TYPE	VIOLENCE_TYPE_DESC	TSK_sub_dims	TSK_sub_id	TSK_sub_desc	sort_order	ISO3	X	Y	UNmember	GEOLEVEL	GEOLEVEL_Desc	SDG_REGION	years	min_year	max_year	N_years	N_years_lag5	N_years_lag10
V.1	Ia8b55125	Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age	S9a5e3c3a	Proportion of ever-partnered women and girls subjected to physical and/or sexual violence by a current or former intimate partner in the previous 12 months, by age	64	Bhutan	F	Female	Y_GE15	15 years old and over	PHY+SEX	Physical and sexual	SEX__AGE__VIOLENCE_TYPE	F__Y_GE15__PHY+SEX	Female, 15 years old and over, physical and sexual	8100	BTN	90.45098484	27.39598568	1.0	4	Country or Area	Central and Southern Asia	[2018]	2018	2018	1	1	1
V.1	Ia8b55125	Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age	S9a5e3c3a	Proportion of ever-partnered women and girls subjected to physical and/or sexual violence by a current or former intimate partner in the previous 12 months, by age	68	Bolivia (Plurinational State of)	F	Female	Y_GE15	15 years old and over	PHY+SEX	Physical and sexual	SEX__AGE__VIOLENCE_TYPE	F__Y_GE15__PHY+SEX	Female, 15 years old and over, physical and sexual	8100	BOL	-64.66224284	-16.71273412	1.0	4	Country or Area	Latin America and the Caribbean	[2018]	2018	2018	1	1	1
V.1	Ia8b55125	Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age	S9a5e3c3a	Proportion of ever-partnered women and girls subjected to physical and/or sexual violence by a current or former intimate partner in the previous 12 months, by age	70	Bosnia and Herzegovina	F	Female	Y_GE15	15 years old and over	PHY+SEX	Physical and sexual	SEX__AGE__VIOLENCE_TYPE	F__Y_GE15__PHY+SEX	Female, 15 years old and over, physical and sexual	8100	BIH	17.78584332	44.16845548	1.0	4	Country or Area	Europe and Northern America	[2018]	2018	2018	1	1	1
V.1	Ia8b55125	Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age	S9a5e3c3a	Proportion of ever-partnered women and girls subjected to physical and/or sexual violence by a current or former intimate partner in the previous 12 months, by age	72	Botswana	F	Female	Y_GE15	15 years old and over	PHY+SEX	Physical and sexual	SEX__AGE__VIOLENCE_TYPE	F__Y_GE15__PHY+SEX	Female, 15 years old and over, physical and sexual	8100	BWA	23.81380223	-22.18810073	1.0	4	Country or Area	Sub-Saharan Africa	[2018]	2018	2018	1	1	1
V.1	Ia8b55125	Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age	S9a5e3c3a	Proportion of ever-partnered women and girls subjected to physical and/or sexual violence by a current or former intimate partner in the previous 12 months, by age	76	Brazil	F	Female	Y_GE15	15 years old and over	PHY+SEX	Physical and sexual	SEX__AGE__VIOLENCE_TYPE	F__Y_GE15__PHY+SEX	Female, 15 years old and over, physical and sexual	8100	BRA	-53.08432878	-10.77668561	1.0	4	Country or Area	Latin America and the Caribbean	[2018]	2018	2018	1	1	1
V.1	Ia8b55125	Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age	S9a5e3c3a	Proportion of ever-partnered women and girls subjected to physical and/or sexual violence by a current or former intimate partner in the previous 12 months, by age	84	Belize	F	Female	Y_GE15	15 years old and over	PHY+SEX	Physical and sexual	SEX__AGE__VIOLENCE_TYPE	F__Y_GE15__PHY+SEX	Female, 15 years old and over, physical and sexual	8100	BLZ	-88.70199554	17.19965901	1.0	4	Country or Area	Latin America and the Caribbean	[2018]	2018	2018	1	1	1
V.1	Ia8b55125	Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age	S9a5e3c3a	Proportion of ever-partnered women and girls subjected to physical and/or sexual violence by a current or former intimate partner in the previous 12 months, by age	90	Solomon Islands	F	Female	Y_GE15	15 years old and over	PHY+SEX	Physical and sexual	SEX__AGE__VIOLENCE_TYPE	F__Y_GE15__PHY+SEX	Female, 15 years old and over, physical and sexual	8100	SLB	160.1584117	-9.622391719	1.0	4	Country or Area	Oceania, exc. Australia and New Zealand	[2018]	2018	2018	1	1	1
V.1	Ia8b55125	Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age	S9a5e3c3a	Proportion of ever-partnered women and girls subjected to physical and/or sexual violence by a current or former intimate partner in the previous 12 months, by age	100	Bulgaria	F	Female	Y_GE15	15 years old and over	PHY+SEX	Physical and sexual	SEX__AGE__VIOLENCE_TYPE	F__Y_GE15__PHY+SEX	Female, 15 years old and over, physical and sexual	8100	BGR	25.23763153	42.75731323	1.0	4	Country or Area	Europe and Northern America	[2018]	2018	2018	1	1	1
V.1	Ia8b55125	Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age	S9a5e3c3a	Proportion of ever-partnered women and girls subjected to physical and/or sexual violence by a current or former intimate partner in the previous 12 months, by age	104	Myanmar	F	Female	Y_GE15	15 years old and over	PHY+SEX	Physical and sexual	SEX__AGE__VIOLENCE_TYPE	F__Y_GE15__PHY+SEX	Female, 15 years old and over, physical and sexual	8100	MMR	96.51752295	21.19332882	1.0	4	Country or Area	Eastern and South-Eastern Asia	[2018]	2018	2018	1	1	1
V.1	Ia8b55125	Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age	S9a5e3c3a	Proportion of ever-partnered women and girls subjected to physical and/or sexual violence by a current or former intimate partner in the previous 12 months, by age	108	Burundi	F	Female	Y_GE15	15 years old and over	PHY+SEX	Physical and sexual	SEX__AGE__VIOLENCE_TYPE	F__Y_GE15__PHY+SEX	Female, 15 years old and over, physical and sexual	8100	BDI	29.89080992	-3.366387428	1.0	4	Country or Area	Sub-Saharan Africa	[2018]	2018	2018	1	1	1
V.1	Ia8b55125	Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age	S9a5e3c3a	Proportion of ever-partnered women and girls subjected to physical and/or sexual violence by a current or former intimate partner in the previous 12 months, by age	112	Belarus	F	Female	Y_GE15	15 years old and over	PHY+SEX	Physical and sexual	SEX__AGE__VIOLENCE_TYPE	F__Y_GE15__PHY+SEX	Female, 15 years old and over, physical and sexual	8100	BLR	28.04940161	53.54193075	1.0	4	Country or Area	Europe and Northern America	[2018]	2018	2018	1	1	1
V.1	Ia8b55125	Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age	S9a5e3c3a	Proportion of ever-partnered women and girls subjected to physical and/or sexual violence by a current or former intimate partner in the previous 12 months, by age	116	Cambodia	F	Female	Y_GE15	15 years old and over	PHY+SEX	Physical and sexual	SEX__AGE__VIOLENCE_TYPE	F__Y_GE15__PHY+SEX	Female, 15 years old and over, physical and sexual	8100	KHM	104.922836	12.71163737	1.0	4	Country or Area	Eastern and South-Eastern Asia	[2018]	2018	2018	1	1	1
V.1	Ia8b55125	Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age	S9a5e3c3a	Proportion of ever-partnered women and girls subjected to physical and/or sexual violence by a current or former intimate partner in the previous 12 months, by age	120	Cameroon	F	Female	Y_GE15	15 years old and over	PHY+SEX	Physical and sexual	SEX__AGE__VIOLENCE_TYPE	F__Y_GE15__PHY+SEX	Female, 15 years old and over, physical and sexual	8100	CMR	12.7419827	5.692387031	1.0	4	Country or Area	Sub-Saharan Africa	[2018]	2018	2018	1	1	1
V.1	Ia8b55125	Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age	S9a5e3c3a	Proportion of ever-partnered women and girls subjected to physical and/or sexual violence by a current or former intimate partner in the previous 12 months, by age	124	Canada	F	Female	Y_GE15	15 years old and over	PHY+SEX	Physical and sexual	SEX__AGE__VIOLENCE_TYPE	F__Y_GE15__PHY+SEX	Female, 15 years old and over, physical and sexual	8100	CAN	-101.6575058	57.72360191	1.0	4	Country or Area	Europe and Northern America	[2018]	2018	2018	1	1	1
V.1	Ia8b55125	Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age	S9a5e3c3a	Proportion of ever-partnered women and girls subjected to physical and/or sexual violence by a current or former intimate partner in the previous 12 months, by age	132	Cabo Verde	F	Female	Y_GE15	15 years old and over	PHY+SEX	Physical and sexual	SEX__AGE__VIOLENCE_TYPE	F__Y_GE15__PHY+SEX	Female, 15 years old and over, physical and sexual	8100	CPV	-23.63544151	15.07791834	1.0	4	Country or Area	Sub-Saharan Africa	[2018]	2018	2018	1	1	1
V.1	Ia8b55125	Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age	S9a5e3c3a	Proportion of ever-partnered women and girls subjected to physical and/or sexual violence by a current or former intimate partner in the previous 12 months, by age	140	Central African Republic	F	Female	Y_GE15	15 years old and over	PHY+SEX	Physical and sexual	SEX__AGE__VIOLENCE_TYPE	F__Y_GE15__PHY+SEX	Female, 15 years old and over, physical and sexual	8100	CAF	20.93559492	7.003720791	1.0	4	Country or Area	Sub-Saharan Africa	[2018]	2018	2018	1	1	1
V.1	Ia8b55125	Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age	S9a5e3c3a	Proportion of ever-partnered women and girls subjected to physical and/or sexual violence by a current or former intimate partner in the previous 12 months, by age	144	Sri Lanka	F	Female	Y_GE15	15 years old and over	PHY+SEX	Physical and sexual	SEX__AGE__VIOLENCE_TYPE	F__Y_GE15__PHY+SEX	Female, 15 years old and over, physical and sexual	8100	LKA	80.70489654	7.614693343	1.0	4	Country or Area	Central and Southern Asia	[2018]	2018	2018	1	1	1
V.1	Ia8b55125	Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age	S9a5e3c3a	Proportion of ever-partnered women and girls subjected to physical and/or sexual violence by a current or former intimate partner in the previous 12 months, by age	148	Chad	F	Female	Y_GE15	15 years old and over	PHY+SEX	Physical and sexual	SEX__AGE__VIOLENCE_TYPE	F__Y_GE15__PHY+SEX	Female, 15 years old and over, physical and sexual	8100	TCD	18.66618401	15.36279341	1.0	4	Country or Area	Sub-Saharan Africa	[2018]	2018	2018	1	1	1
V.1	Ia8b55125	Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age	S9a5e3c3a	Proportion of ever-partnered women and girls subjected to physical and/or sexual violence by a current or former intimate partner in the previous 12 months, by age	152	Chile	F	Female	Y_GE15	15 years old and over	PHY+SEX	Physical and sexual	SEX__AGE__VIOLENCE_TYPE	F__Y_GE15__PHY+SEX	Female, 15 years old and over, physical and sexual	8100	CHL	-71.23029019	-35.2652885	1.0	4	Country or Area	Latin America and the Caribbean	[2018]	2018	2018	1	1	1
V.1	Ia8b55125	Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age	S9a5e3c3a	Proportion of ever-partnered women and girls subjected to physical and/or sexual violence by a current or former intimate partner in the previous 12 months, by age	156	China	F	Female	Y_GE15	15 years old and over	PHY+SEX	Physical and sexual	SEX__AGE__VIOLENCE_TYPE	F__Y_GE15__PHY+SEX	Female, 15 years old and over, physical and sexual	8100	CHN	104.1403375	32.30955217	1.0	4	Country or Area	Eastern and South-Eastern Asia	[2018]	2018	2018	1	1	1
V.1	Ia8b55125	Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age	S9a5e3c3a	Proportion of ever-partnered women and girls subjected to physical and/or sexual violence by a current or former intimate partner in the previous 12 months, by age	170	Colombia	F	Female	Y_GE15	15 years old and over	PHY+SEX	Physical and sexual	SEX__AGE__VIOLENCE_TYPE	F__Y_GE15__PHY+SEX	Female, 15 years old and over, physical and sexual	8100	COL	-73.07446751	3.888209046	1.0	4	Country or Area	Latin America and the Caribbean	[2018]	2018	2018	1	1	1
V.1	Ia8b55125	Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age	S9a5e3c3a	Proportion of ever-partnered women and girls subjected to physical and/or sexual violence by a current or former intimate partner in the previous 12 months, by age	174	Comoros	F	Female	Y_GE15	15 years old and over	PHY+SEX	Physical and sexual	SEX__AGE__VIOLENCE_TYPE	F__Y_GE15__PHY+SEX	Female, 15 years old and over, physical and sexual	8100	COM	43.34234565	-11.66121732	1.0	4	Country or Area	Sub-Saharan Africa	[2018]	2018	2018	1	1	1
V.1	Ia8b55125	Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age	S9a5e3c3a	Proportion of ever-partnered women and girls subjected to physical and/or sexual violence by a current or former intimate partner in the previous 12 months, by age	180	Democratic Republic of the Congo	F	Female	Y_GE15	15 years old and over	PHY+SEX	Physical and sexual	SEX__AGE__VIOLENCE_TYPE	F__Y_GE15__PHY+SEX	Female, 15 years old and over, physical and sexual	8100	COD	23.65496507	-2.877154732	1.0	4	Country or Area	Sub-Saharan Africa	[2018]	2018	2018	1	1	1
V.1	Ia8b55125	Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age	S9a5e3c3a	Proportion of ever-partnered women and girls subjected to physical and/or sexual violence by a current or former intimate partner in the previous 12 months, by age	184	Cook Islands	F	Female	Y_GE15	15 years old and over	PHY+SEX	Physical and sexual	SEX__AGE__VIOLENCE_TYPE	F__Y_GE15__PHY+SEX	Female, 15 years old and over, physical and sexual	8100	COK	-159.7711391	-21.22696458		4	Country or Area	Oceania, exc. Australia and New Zealand	[2018]	2018	2018	1	1	1
V.1	Ia8b55125	Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age	S9a5e3c3a	Proportion of ever-partnered women and girls subjected to physical and/or sexual violence by a current or former intimate partner in the previous 12 months, by age	188	Costa Rica	F	Female	Y_GE15	15 years old and over	PHY+SEX	Physical and sexual	SEX__AGE__VIOLENCE_TYPE	F__Y_GE15__PHY+SEX	Female, 15 years old and over, physical and sexual	8100	CRI	-84.19712782	9.970998683	1.0	4	Country or Area	Latin America and the Caribbean	[2018]	2018	2018	1	1	1
V.1	Ia8b55125	Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age	S9a5e3c3a	Proportion of ever-partnered women and girls subjected to physical and/or sexual violence by a current or former intimate partner in the previous 12 months, by age	191	Croatia	F	Female	Y_GE15	15 years old and over	PHY+SEX	Physical and sexual	SEX__AGE__VIOLENCE_TYPE	F__Y_GE15__PHY+SEX	Female, 15 years old and over, physical and sexual	8100	HRV	17.95874553	45.45172212	1.0	4	Country or Area	Europe and Northern America	[2018]	2018	2018	1	1	1
V.1	Ia8b55125	Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age	S9a5e3c3a	Proportion of ever-partnered women and girls subjected to physical and/or sexual violence by a current or former intimate partner in the previous 12 months, by age	192	Cuba	F	Female	Y_GE15	15 years old and over	PHY+SEX	Physical and sexual	SEX__AGE__VIOLENCE_TYPE	F__Y_GE15__PHY+SEX	Female, 15 years old and over, physical and sexual	8100	CUB	-79.54460144	22.10030366	1.0	4	Country or Area	Latin America and the Caribbean	[2018]	2018	2018	1	1	1
V.1	Ia8b55125	Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age	S9a5e3c3a	Proportion of ever-partnered women and girls subjected to physical and/or sexual violence by a current or former intimate partner in the previous 12 months, by age	196	Cyprus	F	Female	Y_GE15	15 years old and over	PHY+SEX	Physical and sexual	SEX__AGE__VIOLENCE_TYPE	F__Y_GE15__PHY+SEX	Female, 15 years old and over, physical and sexual	8100	CYP	33.22285964	35.05659437	1.0	4	Country or Area	Northern Africa and Western Asia	[2018]	2018	2018	1	1	1
V.1	Ia8b55125	Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age	S9a5e3c3a	Proportion of ever-partnered women and girls subjected to physical and/or sexual violence by a current or former intimate partner in the previous 12 months, by age	203	Czechia	F	Female	Y_GE15	15 years old and over	PHY+SEX	Physical and sexual	SEX__AGE__VIOLENCE_TYPE	F__Y_GE15__PHY+SEX	Female, 15 years old and over, physical and sexual	8100	CZE	15.33151382	49.73913871	1.0	4	Country or Area	Europe and Northern America	[2018]	2018	2018	1	1	1
V.1	Ia8b55125	Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age	S9a5e3c3a	Proportion of ever-partnered women and girls subjected to physical and/or sexual violence by a current or former intimate partner in the previous 12 months, by age	204	Benin	F	Female	Y_GE15	15 years old and over	PHY+SEX	Physical and sexual	SEX__AGE__VIOLENCE_TYPE	F__Y_GE15__PHY+SEX	Female, 15 years old and over, physical and sexual	8100	BEN	2.339933594	9.65401646	1.0	4	Country or Area	Sub-Saharan Africa	[2018]	2018	2018	1	1	1
V.1	Ia8b55125	Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age	S9a5e3c3a	Proportion of ever-partnered women and girls subjected to physical and/or sexual violence by a current or former intimate partner in the previous 12 months, by age	208	Denmark	F	Female	Y_GE15	15 years old and over	PHY+SEX	Physical and sexual	SEX__AGE__VIOLENCE_TYPE	F__Y_GE15__PHY+SEX	Female, 15 years old and over, physical and sexual	8100	DNK	9.326571283	56.03829721	1.0	4	Country or Area	Europe and Northern America	[2018]	2018	2018	1	1	1
V.1	Ia8b55125	Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age	S9a5e3c3a	Proportion of ever-partnered women and girls subjected to physical and/or sexual violence by a current or former intimate partner in the previous 12 months, by age	214	Dominican Republic	F	Female	Y_GE15	15 years old and over	PHY+SEX	Physical and sexual	SEX__AGE__VIOLENCE_TYPE	F__Y_GE15__PHY+SEX	Female, 15 years old and over, physical and sexual	8100	DOM	-70.49847576	18.89832088	1.0	4	Country or Area	Latin America and the Caribbean	[2018]	2018	2018	1	1	1
V.1	Ia8b55125	Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age	S9a5e3c3a	Proportion of ever-partnered women and girls subjected to physical and/or sexual violence by a current or former intimate partner in the previous 12 months, by age	218	Ecuador	F	Female	Y_GE15	15 years old and over	PHY+SEX	Physical and sexual	SEX__AGE__VIOLENCE_TYPE	F__Y_GE15__PHY+SEX	Female, 15 years old and over, physical and sexual	8100	ECU	-78.37005241	-1.447785891	1.0	4	Country or Area	Latin America and the Caribbean	[2018]	2018	2018	1	1	1
V.1	Ia8b55125	Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age	S9a5e3c3a	Proportion of ever-partnered women and girls subjected to physical and/or sexual violence by a current or former intimate partner in the previous 12 months, by age	222	El Salvador	F	Female	Y_GE15	15 years old and over	PHY+SEX	Physical and sexual	SEX__AGE__VIOLENCE_TYPE	F__Y_GE15__PHY+SEX	Female, 15 years old and over, physical and sexual	8100	SLV	-88.86862995	13.73603564	1.0	4	Country or Area	Latin America and the Caribbean	[2018]	2018	2018	1	1	1
V.1	Ia8b55125	Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age	S9a5e3c3a	Proportion of ever-partnered women and girls subjected to physical and/or sexual violence by a current or former intimate partner in the previous 12 months, by age	226	Equatorial Guinea	F	Female	Y_GE15	15 years old and over	PHY+SEX	Physical and sexual	SEX__AGE__VIOLENCE_TYPE	F__Y_GE15__PHY+SEX	Female, 15 years old and over, physical and sexual	8100	GNQ	10.46535826	1.565792376	1.0	4	Country or Area	Sub-Saharan Africa	[2018]	2018	2018	1	1	1
