INDICATOR_LABEL	INDICATOR_ID	INDICATOR_DESC	MINSET_SERIES	MINSET_SERIES_DESC	REF_AREA	REF_AREA_DESC	SEX	SEX_DESC	AGE	AGE_DESC	URBANIZATION	URBANIZATION_DESC	TSK_sub_dims	TSK_sub_id	TSK_sub_desc	X	Y	UNmember	GEOLEVEL	GEOLEVEL_Desc	SDG_REGION	years	min_year	max_year	N_years	N_years_lag5	N_years_lag10
I.1	98ba1fd8	Average number of hours spent on unpaid domestic and care work, by sex, age and location	997d1fdb	Average number of hours spent on domestic chores and care work, by sex, age and location	32	Argentina	M	Male	Y45T54	45 to 54 years old	_T	All areas	SEX__AGE__URBANIZATION	M__Y45T54___T	Male, 45 to 54 years old, all areas	-65.14563274	-35.19446255	1.0	4	Country or Area	Latin America and the Caribbean	[2013]	2013	2013	1	0	1
I.1	98ba1fd8	Average number of hours spent on unpaid domestic and care work, by sex, age and location	997d1fdb	Average number of hours spent on domestic chores and care work, by sex, age and location	32	Argentina	F	Female	Y25T44	25 to 44 years old	_T	All areas	SEX__AGE__URBANIZATION	F__Y25T44___T	Female, 25 to 44 years old, all areas	-65.14563274	-35.19446255	1.0	4	Country or Area	Latin America and the Caribbean	[2013]	2013	2013	1	0	1
I.1	98ba1fd8	Average number of hours spent on unpaid domestic and care work, by sex, age and location	997d1fdb	Average number of hours spent on domestic chores and care work, by sex, age and location	32	Argentina	M	Male	Y25T44	25 to 44 years old	_T	All areas	SEX__AGE__URBANIZATION	M__Y25T44___T	Male, 25 to 44 years old, all areas	-65.14563274	-35.19446255	1.0	4	Country or Area	Latin America and the Caribbean	[2013]	2013	2013	1	0	1
I.1	98ba1fd8	Average number of hours spent on unpaid domestic and care work, by sex, age and location	997d1fdb	Average number of hours spent on domestic chores and care work, by sex, age and location	32	Argentina	M	Male	Y15T24	15 to 24 years old	_T	All areas	SEX__AGE__URBANIZATION	M__Y15T24___T	Male, 15 to 24 years old, all areas	-65.14563274	-35.19446255	1.0	4	Country or Area	Latin America and the Caribbean	[2013]	2013	2013	1	0	1
I.1	98ba1fd8	Average number of hours spent on unpaid domestic and care work, by sex, age and location	997d1fdb	Average number of hours spent on domestic chores and care work, by sex, age and location	32	Argentina	F	Female	Y_GE65	65 years old and over	_T	All areas	SEX__AGE__URBANIZATION	F__Y_GE65___T	Female, 65 years old and over, all areas	-65.14563274	-35.19446255	1.0	4	Country or Area	Latin America and the Caribbean	[2013]	2013	2013	1	0	1
I.1	98ba1fd8	Average number of hours spent on unpaid domestic and care work, by sex, age and location	997d1fdb	Average number of hours spent on domestic chores and care work, by sex, age and location	32	Argentina	M	Male	Y_GE65	65 years old and over	_T	All areas	SEX__AGE__URBANIZATION	M__Y_GE65___T	Male, 65 years old and over, all areas	-65.14563274	-35.19446255	1.0	4	Country or Area	Latin America and the Caribbean	[2013]	2013	2013	1	0	1
I.1	98ba1fd8	Average number of hours spent on unpaid domestic and care work, by sex, age and location	997d1fdb	Average number of hours spent on domestic chores and care work, by sex, age and location	32	Argentina	F	Female	Y_GE15	15 years old and over	_T	All areas	SEX__AGE__URBANIZATION	F__Y_GE15___T	Female, 15 years old and over, all areas	-65.14563274	-35.19446255	1.0	4	Country or Area	Latin America and the Caribbean	[2005, 2010, 2013]	2005	2013	3	0	2
I.1	98ba1fd8	Average number of hours spent on unpaid domestic and care work, by sex, age and location	997d1fdb	Average number of hours spent on domestic chores and care work, by sex, age and location	32	Argentina	M	Male	Y_GE15	15 years old and over	_T	All areas	SEX__AGE__URBANIZATION	M__Y_GE15___T	Male, 15 years old and over, all areas	-65.14563274	-35.19446255	1.0	4	Country or Area	Latin America and the Caribbean	[2005, 2010, 2013]	2005	2013	3	0	2
I.1	98ba1fd8	Average number of hours spent on unpaid domestic and care work, by sex, age and location	997d1fdb	Average number of hours spent on domestic chores and care work, by sex, age and location	51	Armenia	F	Female	Y55T64	55 to 64 years old	U	Urban	SEX__AGE__URBANIZATION	F__Y55T64__U	Female, 55 to 64 years old, urban	44.93839317	40.29499741	1.0	4	Country or Area	Northern Africa and Western Asia	[2008]	2008	2008	1	0	0
I.1	98ba1fd8	Average number of hours spent on unpaid domestic and care work, by sex, age and location	997d1fdb	Average number of hours spent on domestic chores and care work, by sex, age and location	51	Armenia	M	Male	Y55T64	55 to 64 years old	U	Urban	SEX__AGE__URBANIZATION	M__Y55T64__U	Male, 55 to 64 years old, urban	44.93839317	40.29499741	1.0	4	Country or Area	Northern Africa and Western Asia	[2008]	2008	2008	1	0	0
I.1	98ba1fd8	Average number of hours spent on unpaid domestic and care work, by sex, age and location	997d1fdb	Average number of hours spent on domestic chores and care work, by sex, age and location	51	Armenia	F	Female	Y55T64	55 to 64 years old	R	Rural	SEX__AGE__URBANIZATION	F__Y55T64__R	Female, 55 to 64 years old, rural	44.93839317	40.29499741	1.0	4	Country or Area	Northern Africa and Western Asia	[2008]	2008	2008	1	0	0
I.1	98ba1fd8	Average number of hours spent on unpaid domestic and care work, by sex, age and location	997d1fdb	Average number of hours spent on domestic chores and care work, by sex, age and location	51	Armenia	M	Male	Y55T64	55 to 64 years old	R	Rural	SEX__AGE__URBANIZATION	M__Y55T64__R	Male, 55 to 64 years old, rural	44.93839317	40.29499741	1.0	4	Country or Area	Northern Africa and Western Asia	[2008]	2008	2008	1	0	0
I.1	98ba1fd8	Average number of hours spent on unpaid domestic and care work, by sex, age and location	997d1fdb	Average number of hours spent on domestic chores and care work, by sex, age and location	51	Armenia	F	Female	Y55T64	55 to 64 years old	_T	All areas	SEX__AGE__URBANIZATION	F__Y55T64___T	Female, 55 to 64 years old, all areas	44.93839317	40.29499741	1.0	4	Country or Area	Northern Africa and Western Asia	[2008]	2008	2008	1	0	0
I.1	98ba1fd8	Average number of hours spent on unpaid domestic and care work, by sex, age and location	997d1fdb	Average number of hours spent on domestic chores and care work, by sex, age and location	51	Armenia	M	Male	Y55T64	55 to 64 years old	_T	All areas	SEX__AGE__URBANIZATION	M__Y55T64___T	Male, 55 to 64 years old, all areas	44.93839317	40.29499741	1.0	4	Country or Area	Northern Africa and Western Asia	[2008]	2008	2008	1	0	0
I.1	98ba1fd8	Average number of hours spent on unpaid domestic and care work, by sex, age and location	997d1fdb	Average number of hours spent on domestic chores and care work, by sex, age and location	51	Armenia	F	Female	Y45T54	45 to 54 years old	U	Urban	SEX__AGE__URBANIZATION	F__Y45T54__U	Female, 45 to 54 years old, urban	44.93839317	40.29499741	1.0	4	Country or Area	Northern Africa and Western Asia	[2008]	2008	2008	1	0	0
I.1	98ba1fd8	Average number of hours spent on unpaid domestic and care work, by sex, age and location	997d1fdb	Average number of hours spent on domestic chores and care work, by sex, age and location	51	Armenia	M	Male	Y45T54	45 to 54 years old	U	Urban	SEX__AGE__URBANIZATION	M__Y45T54__U	Male, 45 to 54 years old, urban	44.93839317	40.29499741	1.0	4	Country or Area	Northern Africa and Western Asia	[2008]	2008	2008	1	0	0
I.1	98ba1fd8	Average number of hours spent on unpaid domestic and care work, by sex, age and location	997d1fdb	Average number of hours spent on domestic chores and care work, by sex, age and location	51	Armenia	F	Female	Y45T54	45 to 54 years old	R	Rural	SEX__AGE__URBANIZATION	F__Y45T54__R	Female, 45 to 54 years old, rural	44.93839317	40.29499741	1.0	4	Country or Area	Northern Africa and Western Asia	[2008]	2008	2008	1	0	0
I.1	98ba1fd8	Average number of hours spent on unpaid domestic and care work, by sex, age and location	997d1fdb	Average number of hours spent on domestic chores and care work, by sex, age and location	51	Armenia	M	Male	Y45T54	45 to 54 years old	R	Rural	SEX__AGE__URBANIZATION	M__Y45T54__R	Male, 45 to 54 years old, rural	44.93839317	40.29499741	1.0	4	Country or Area	Northern Africa and Western Asia	[2008]	2008	2008	1	0	0
I.1	98ba1fd8	Average number of hours spent on unpaid domestic and care work, by sex, age and location	997d1fdb	Average number of hours spent on domestic chores and care work, by sex, age and location	51	Armenia	F	Female	Y45T54	45 to 54 years old	_T	All areas	SEX__AGE__URBANIZATION	F__Y45T54___T	Female, 45 to 54 years old, all areas	44.93839317	40.29499741	1.0	4	Country or Area	Northern Africa and Western Asia	[2008]	2008	2008	1	0	0
I.1	98ba1fd8	Average number of hours spent on unpaid domestic and care work, by sex, age and location	997d1fdb	Average number of hours spent on domestic chores and care work, by sex, age and location	51	Armenia	M	Male	Y45T54	45 to 54 years old	_T	All areas	SEX__AGE__URBANIZATION	M__Y45T54___T	Male, 45 to 54 years old, all areas	44.93839317	40.29499741	1.0	4	Country or Area	Northern Africa and Western Asia	[2008]	2008	2008	1	0	0
I.1	98ba1fd8	Average number of hours spent on unpaid domestic and care work, by sex, age and location	997d1fdb	Average number of hours spent on domestic chores and care work, by sex, age and location	51	Armenia	F	Female	Y25T44	25 to 44 years old	U	Urban	SEX__AGE__URBANIZATION	F__Y25T44__U	Female, 25 to 44 years old, urban	44.93839317	40.29499741	1.0	4	Country or Area	Northern Africa and Western Asia	[2008]	2008	2008	1	0	0
I.1	98ba1fd8	Average number of hours spent on unpaid domestic and care work, by sex, age and location	997d1fdb	Average number of hours spent on domestic chores and care work, by sex, age and location	51	Armenia	M	Male	Y25T44	25 to 44 years old	U	Urban	SEX__AGE__URBANIZATION	M__Y25T44__U	Male, 25 to 44 years old, urban	44.93839317	40.29499741	1.0	4	Country or Area	Northern Africa and Western Asia	[2008]	2008	2008	1	0	0
I.1	98ba1fd8	Average number of hours spent on unpaid domestic and care work, by sex, age and location	997d1fdb	Average number of hours spent on domestic chores and care work, by sex, age and location	51	Armenia	F	Female	Y25T44	25 to 44 years old	R	Rural	SEX__AGE__URBANIZATION	F__Y25T44__R	Female, 25 to 44 years old, rural	44.93839317	40.29499741	1.0	4	Country or Area	Northern Africa and Western Asia	[2008]	2008	2008	1	0	0
I.1	98ba1fd8	Average number of hours spent on unpaid domestic and care work, by sex, age and location	997d1fdb	Average number of hours spent on domestic chores and care work, by sex, age and location	51	Armenia	M	Male	Y25T44	25 to 44 years old	R	Rural	SEX__AGE__URBANIZATION	M__Y25T44__R	Male, 25 to 44 years old, rural	44.93839317	40.29499741	1.0	4	Country or Area	Northern Africa and Western Asia	[2008]	2008	2008	1	0	0
I.1	98ba1fd8	Average number of hours spent on unpaid domestic and care work, by sex, age and location	997d1fdb	Average number of hours spent on domestic chores and care work, by sex, age and location	51	Armenia	F	Female	Y25T44	25 to 44 years old	_T	All areas	SEX__AGE__URBANIZATION	F__Y25T44___T	Female, 25 to 44 years old, all areas	44.93839317	40.29499741	1.0	4	Country or Area	Northern Africa and Western Asia	[2008]	2008	2008	1	0	0
I.1	98ba1fd8	Average number of hours spent on unpaid domestic and care work, by sex, age and location	997d1fdb	Average number of hours spent on domestic chores and care work, by sex, age and location	51	Armenia	M	Male	Y25T44	25 to 44 years old	_T	All areas	SEX__AGE__URBANIZATION	M__Y25T44___T	Male, 25 to 44 years old, all areas	44.93839317	40.29499741	1.0	4	Country or Area	Northern Africa and Western Asia	[2008]	2008	2008	1	0	0
I.1	98ba1fd8	Average number of hours spent on unpaid domestic and care work, by sex, age and location	997d1fdb	Average number of hours spent on domestic chores and care work, by sex, age and location	51	Armenia	F	Female	Y15T24	15 to 24 years old	U	Urban	SEX__AGE__URBANIZATION	F__Y15T24__U	Female, 15 to 24 years old, urban	44.93839317	40.29499741	1.0	4	Country or Area	Northern Africa and Western Asia	[2008]	2008	2008	1	0	0
I.1	98ba1fd8	Average number of hours spent on unpaid domestic and care work, by sex, age and location	997d1fdb	Average number of hours spent on domestic chores and care work, by sex, age and location	51	Armenia	M	Male	Y15T24	15 to 24 years old	U	Urban	SEX__AGE__URBANIZATION	M__Y15T24__U	Male, 15 to 24 years old, urban	44.93839317	40.29499741	1.0	4	Country or Area	Northern Africa and Western Asia	[2008]	2008	2008	1	0	0
I.1	98ba1fd8	Average number of hours spent on unpaid domestic and care work, by sex, age and location	997d1fdb	Average number of hours spent on domestic chores and care work, by sex, age and location	51	Armenia	F	Female	Y15T24	15 to 24 years old	R	Rural	SEX__AGE__URBANIZATION	F__Y15T24__R	Female, 15 to 24 years old, rural	44.93839317	40.29499741	1.0	4	Country or Area	Northern Africa and Western Asia	[2008]	2008	2008	1	0	0
I.1	98ba1fd8	Average number of hours spent on unpaid domestic and care work, by sex, age and location	997d1fdb	Average number of hours spent on domestic chores and care work, by sex, age and location	51	Armenia	M	Male	Y15T24	15 to 24 years old	R	Rural	SEX__AGE__URBANIZATION	M__Y15T24__R	Male, 15 to 24 years old, rural	44.93839317	40.29499741	1.0	4	Country or Area	Northern Africa and Western Asia	[2008]	2008	2008	1	0	0
I.1	98ba1fd8	Average number of hours spent on unpaid domestic and care work, by sex, age and location	997d1fdb	Average number of hours spent on domestic chores and care work, by sex, age and location	51	Armenia	F	Female	Y15T24	15 to 24 years old	_T	All areas	SEX__AGE__URBANIZATION	F__Y15T24___T	Female, 15 to 24 years old, all areas	44.93839317	40.29499741	1.0	4	Country or Area	Northern Africa and Western Asia	[2008]	2008	2008	1	0	0
I.1	98ba1fd8	Average number of hours spent on unpaid domestic and care work, by sex, age and location	997d1fdb	Average number of hours spent on domestic chores and care work, by sex, age and location	51	Armenia	F	Female	Y_GE65	65 years old and over	U	Urban	SEX__AGE__URBANIZATION	F__Y_GE65__U	Female, 65 years old and over, urban	44.93839317	40.29499741	1.0	4	Country or Area	Northern Africa and Western Asia	[2008]	2008	2008	1	0	0
I.1	98ba1fd8	Average number of hours spent on unpaid domestic and care work, by sex, age and location	997d1fdb	Average number of hours spent on domestic chores and care work, by sex, age and location	51	Armenia	M	Male	Y_GE65	65 years old and over	U	Urban	SEX__AGE__URBANIZATION	M__Y_GE65__U	Male, 65 years old and over, urban	44.93839317	40.29499741	1.0	4	Country or Area	Northern Africa and Western Asia	[2008]	2008	2008	1	0	0
I.1	98ba1fd8	Average number of hours spent on unpaid domestic and care work, by sex, age and location	997d1fdb	Average number of hours spent on domestic chores and care work, by sex, age and location	51	Armenia	F	Female	Y_GE65	65 years old and over	R	Rural	SEX__AGE__URBANIZATION	F__Y_GE65__R	Female, 65 years old and over, rural	44.93839317	40.29499741	1.0	4	Country or Area	Northern Africa and Western Asia	[2008]	2008	2008	1	0	0
I.1	98ba1fd8	Average number of hours spent on unpaid domestic and care work, by sex, age and location	997d1fdb	Average number of hours spent on domestic chores and care work, by sex, age and location	51	Armenia	M	Male	Y_GE65	65 years old and over	R	Rural	SEX__AGE__URBANIZATION	M__Y_GE65__R	Male, 65 years old and over, rural	44.93839317	40.29499741	1.0	4	Country or Area	Northern Africa and Western Asia	[2008]	2008	2008	1	0	0
I.1	98ba1fd8	Average number of hours spent on unpaid domestic and care work, by sex, age and location	997d1fdb	Average number of hours spent on domestic chores and care work, by sex, age and location	51	Armenia	F	Female	Y_GE65	65 years old and over	_T	All areas	SEX__AGE__URBANIZATION	F__Y_GE65___T	Female, 65 years old and over, all areas	44.93839317	40.29499741	1.0	4	Country or Area	Northern Africa and Western Asia	[2008]	2008	2008	1	0	0
I.1	98ba1fd8	Average number of hours spent on unpaid domestic and care work, by sex, age and location	997d1fdb	Average number of hours spent on domestic chores and care work, by sex, age and location	51	Armenia	M	Male	Y_GE65	65 years old and over	_T	All areas	SEX__AGE__URBANIZATION	M__Y_GE65___T	Male, 65 years old and over, all areas	44.93839317	40.29499741	1.0	4	Country or Area	Northern Africa and Western Asia	[2008]	2008	2008	1	0	0
I.1	98ba1fd8	Average number of hours spent on unpaid domestic and care work, by sex, age and location	997d1fdb	Average number of hours spent on domestic chores and care work, by sex, age and location	51	Armenia	F	Female	Y_GE15	15 years old and over	U	Urban	SEX__AGE__URBANIZATION	F__Y_GE15__U	Female, 15 years old and over, urban	44.93839317	40.29499741	1.0	4	Country or Area	Northern Africa and Western Asia	[2008]	2008	2008	1	0	0
I.1	98ba1fd8	Average number of hours spent on unpaid domestic and care work, by sex, age and location	997d1fdb	Average number of hours spent on domestic chores and care work, by sex, age and location	51	Armenia	M	Male	Y_GE15	15 years old and over	U	Urban	SEX__AGE__URBANIZATION	M__Y_GE15__U	Male, 15 years old and over, urban	44.93839317	40.29499741	1.0	4	Country or Area	Northern Africa and Western Asia	[2008]	2008	2008	1	0	0
I.1	98ba1fd8	Average number of hours spent on unpaid domestic and care work, by sex, age and location	997d1fdb	Average number of hours spent on domestic chores and care work, by sex, age and location	51	Armenia	F	Female	Y_GE15	15 years old and over	R	Rural	SEX__AGE__URBANIZATION	F__Y_GE15__R	Female, 15 years old and over, rural	44.93839317	40.29499741	1.0	4	Country or Area	Northern Africa and Western Asia	[2008]	2008	2008	1	0	0
I.1	98ba1fd8	Average number of hours spent on unpaid domestic and care work, by sex, age and location	997d1fdb	Average number of hours spent on domestic chores and care work, by sex, age and location	51	Armenia	M	Male	Y_GE15	15 years old and over	R	Rural	SEX__AGE__URBANIZATION	M__Y_GE15__R	Male, 15 years old and over, rural	44.93839317	40.29499741	1.0	4	Country or Area	Northern Africa and Western Asia	[2008]	2008	2008	1	0	0
I.1	98ba1fd8	Average number of hours spent on unpaid domestic and care work, by sex, age and location	997d1fdb	Average number of hours spent on domestic chores and care work, by sex, age and location	51	Armenia	F	Female	Y_GE15	15 years old and over	_T	All areas	SEX__AGE__URBANIZATION	F__Y_GE15___T	Female, 15 years old and over, all areas	44.93839317	40.29499741	1.0	4	Country or Area	Northern Africa and Western Asia	[2004, 2008]	2004	2008	2	0	0
I.1	98ba1fd8	Average number of hours spent on unpaid domestic and care work, by sex, age and location	997d1fdb	Average number of hours spent on domestic chores and care work, by sex, age and location	51	Armenia	M	Male	Y_GE15	15 years old and over	_T	All areas	SEX__AGE__URBANIZATION	M__Y_GE15___T	Male, 15 years old and over, all areas	44.93839317	40.29499741	1.0	4	Country or Area	Northern Africa and Western Asia	[2004, 2008]	2004	2008	2	0	0
I.1	98ba1fd8	Average number of hours spent on unpaid domestic and care work, by sex, age and location	997d1fdb	Average number of hours spent on domestic chores and care work, by sex, age and location	36	Australia	F	Female	Y_GE15	15 years old and over	_T	All areas	SEX__AGE__URBANIZATION	F__Y_GE15___T	Female, 15 years old and over, all areas	134.3499412	-25.57717202	1.0	4	Country or Area	Australia and New Zealand	[2006]	2006	2006	1	0	0
