INDICATOR_LABEL	INDICATOR_ID	INDICATOR_DESC	MINSET_SERIES	MINSET_SERIES_DESC	REF_AREA	REF_AREA_DESC	SEX	SEX_DESC	AGE	AGE_DESC	URBANIZATION	URBANIZATION_DESC	TSK_sub_dims	TSK_sub_id	TSK_sub_desc	ISO3	X	Y	UNmember	GEOLEVEL	GEOLEVEL_Desc	SDG_REGION	years	min_year	max_year	N_years	N_years_lag5	N_years_lag10
I.2	c62a19e8	Average number of hours spent on total work (total work burden), by sex	ad2e1d29	Average number of hours spent on total work combined (total work burden), by sex	120	Cameroon	F	Female	Y15T24	15 to 24 years old	R	Rural	SEX__AGE__URBANIZATION	F__Y15T24__R	Female, 15 to 24 years old, rural	CMR	12.7419827	5.692387031	1.0	4	Country or Area	Sub-Saharan Africa	[2014]	2014	2014	1	0	1
I.2	c62a19e8	Average number of hours spent on total work (total work burden), by sex	ad2e1d29	Average number of hours spent on total work combined (total work burden), by sex	120	Cameroon	M	Male	Y15T24	15 to 24 years old	R	Rural	SEX__AGE__URBANIZATION	M__Y15T24__R	Male, 15 to 24 years old, rural	CMR	12.7419827	5.692387031	1.0	4	Country or Area	Sub-Saharan Africa	[2014]	2014	2014	1	0	1
I.2	c62a19e8	Average number of hours spent on total work (total work burden), by sex	ad2e1d29	Average number of hours spent on total work combined (total work burden), by sex	120	Cameroon	F	Female	Y25T44	25 to 44 years old	R	Rural	SEX__AGE__URBANIZATION	F__Y25T44__R	Female, 25 to 44 years old, rural	CMR	12.7419827	5.692387031	1.0	4	Country or Area	Sub-Saharan Africa	[2014]	2014	2014	1	0	1
I.2	c62a19e8	Average number of hours spent on total work (total work burden), by sex	ad2e1d29	Average number of hours spent on total work combined (total work burden), by sex	120	Cameroon	M	Male	Y25T44	25 to 44 years old	R	Rural	SEX__AGE__URBANIZATION	M__Y25T44__R	Male, 25 to 44 years old, rural	CMR	12.7419827	5.692387031	1.0	4	Country or Area	Sub-Saharan Africa	[2014]	2014	2014	1	0	1
I.2	c62a19e8	Average number of hours spent on total work (total work burden), by sex	ad2e1d29	Average number of hours spent on total work combined (total work burden), by sex	120	Cameroon	F	Female	Y45T54	45 to 54 years old	R	Rural	SEX__AGE__URBANIZATION	F__Y45T54__R	Female, 45 to 54 years old, rural	CMR	12.7419827	5.692387031	1.0	4	Country or Area	Sub-Saharan Africa	[2014]	2014	2014	1	0	1
I.2	c62a19e8	Average number of hours spent on total work (total work burden), by sex	ad2e1d29	Average number of hours spent on total work combined (total work burden), by sex	120	Cameroon	M	Male	Y45T54	45 to 54 years old	R	Rural	SEX__AGE__URBANIZATION	M__Y45T54__R	Male, 45 to 54 years old, rural	CMR	12.7419827	5.692387031	1.0	4	Country or Area	Sub-Saharan Africa	[2014]	2014	2014	1	0	1
I.2	c62a19e8	Average number of hours spent on total work (total work burden), by sex	ad2e1d29	Average number of hours spent on total work combined (total work burden), by sex	120	Cameroon	F	Female	Y55T64	55 to 64 years old	R	Rural	SEX__AGE__URBANIZATION	F__Y55T64__R	Female, 55 to 64 years old, rural	CMR	12.7419827	5.692387031	1.0	4	Country or Area	Sub-Saharan Africa	[2014]	2014	2014	1	0	1
I.2	c62a19e8	Average number of hours spent on total work (total work burden), by sex	ad2e1d29	Average number of hours spent on total work combined (total work burden), by sex	120	Cameroon	M	Male	Y55T64	55 to 64 years old	R	Rural	SEX__AGE__URBANIZATION	M__Y55T64__R	Male, 55 to 64 years old, rural	CMR	12.7419827	5.692387031	1.0	4	Country or Area	Sub-Saharan Africa	[2014]	2014	2014	1	0	1
I.2	c62a19e8	Average number of hours spent on total work (total work burden), by sex	ad2e1d29	Average number of hours spent on total work combined (total work burden), by sex	120	Cameroon	F	Female	Y_GE65	65 years old and over	R	Rural	SEX__AGE__URBANIZATION	F__Y_GE65__R	Female, 65 years old and over, rural	CMR	12.7419827	5.692387031	1.0	4	Country or Area	Sub-Saharan Africa	[2014]	2014	2014	1	0	1
I.2	c62a19e8	Average number of hours spent on total work (total work burden), by sex	ad2e1d29	Average number of hours spent on total work combined (total work burden), by sex	120	Cameroon	M	Male	Y_GE65	65 years old and over	R	Rural	SEX__AGE__URBANIZATION	M__Y_GE65__R	Male, 65 years old and over, rural	CMR	12.7419827	5.692387031	1.0	4	Country or Area	Sub-Saharan Africa	[2014]	2014	2014	1	0	1
I.2	c62a19e8	Average number of hours spent on total work (total work burden), by sex	ad2e1d29	Average number of hours spent on total work combined (total work burden), by sex	466	Mali	F	Female	Y15T49	15 to 49 years old	R	Rural	SEX__AGE__URBANIZATION	F__Y15T49__R	Female, 15 to 49 years old, rural	MLI	-3.522016039	17.35311254	1.0	4	Country or Area	Sub-Saharan Africa	[2008]	2008	2008	1	0	0
I.2	c62a19e8	Average number of hours spent on total work (total work burden), by sex	ad2e1d29	Average number of hours spent on total work combined (total work burden), by sex	466	Mali	M	Male	Y15T49	15 to 49 years old	R	Rural	SEX__AGE__URBANIZATION	M__Y15T49__R	Male, 15 to 49 years old, rural	MLI	-3.522016039	17.35311254	1.0	4	Country or Area	Sub-Saharan Africa	[2008]	2008	2008	1	0	0
I.2	c62a19e8	Average number of hours spent on total work (total work burden), by sex	ad2e1d29	Average number of hours spent on total work combined (total work burden), by sex	450	Madagascar	F	Female	_T	All age ranges or no breakdown by age	R	Rural	SEX__AGE__URBANIZATION	F___T__R	Female, all age ranges or no breakdown by age, rural	MDG	46.6982339	-19.38514785	1.0	4	Country or Area	Sub-Saharan Africa	[2001]	2001	2001	1	0	0
I.2	c62a19e8	Average number of hours spent on total work (total work burden), by sex	ad2e1d29	Average number of hours spent on total work combined (total work burden), by sex	450	Madagascar	M	Male	_T	All age ranges or no breakdown by age	R	Rural	SEX__AGE__URBANIZATION	M___T__R	Male, all age ranges or no breakdown by age, rural	MDG	46.6982339	-19.38514785	1.0	4	Country or Area	Sub-Saharan Africa	[2001]	2001	2001	1	0	0
I.2	c62a19e8	Average number of hours spent on total work (total work burden), by sex	ad2e1d29	Average number of hours spent on total work combined (total work burden), by sex	188	Costa Rica	F	Female	Y_GE12	12 years old and over	R	Rural	SEX__AGE__URBANIZATION	F__Y_GE12__R	Female, 12 years old and over, rural	CRI	-84.19712782	9.970998683	1.0	4	Country or Area	Latin America and the Caribbean	[2017]	2017	2017	1	1	1
I.2	c62a19e8	Average number of hours spent on total work (total work burden), by sex	ad2e1d29	Average number of hours spent on total work combined (total work burden), by sex	188	Costa Rica	M	Male	Y_GE12	12 years old and over	R	Rural	SEX__AGE__URBANIZATION	M__Y_GE12__R	Male, 12 years old and over, rural	CRI	-84.19712782	9.970998683	1.0	4	Country or Area	Latin America and the Caribbean	[2017]	2017	2017	1	1	1
I.2	c62a19e8	Average number of hours spent on total work (total work burden), by sex	ad2e1d29	Average number of hours spent on total work combined (total work burden), by sex	512	Oman	F	Female	Y_GE15	15 years old and over	R	Rural	SEX__AGE__URBANIZATION	F__Y_GE15__R	Female, 15 years old and over, rural	OMN	57.87743482	21.98805614	1.0	4	Country or Area	Northern Africa and Western Asia	[2008]	2008	2008	1	0	0
I.2	c62a19e8	Average number of hours spent on total work (total work burden), by sex	ad2e1d29	Average number of hours spent on total work combined (total work burden), by sex	512	Oman	M	Male	Y_GE15	15 years old and over	R	Rural	SEX__AGE__URBANIZATION	M__Y_GE15__R	Male, 15 years old and over, rural	OMN	57.87743482	21.98805614	1.0	4	Country or Area	Northern Africa and Western Asia	[2008]	2008	2008	1	0	0
I.2	c62a19e8	Average number of hours spent on total work (total work burden), by sex	ad2e1d29	Average number of hours spent on total work combined (total work burden), by sex	643	Russian Federation	F	Female	Y_GE15	15 years old and over	U	Urban	SEX__AGE__URBANIZATION	F__Y_GE15__U	Female, 15 years old and over, urban	RUS	99.01404926	61.61899849	1.0	4	Country or Area	Europe and Northern America	[2014]	2014	2014	1	0	1
I.2	c62a19e8	Average number of hours spent on total work (total work burden), by sex	ad2e1d29	Average number of hours spent on total work combined (total work burden), by sex	643	Russian Federation	M	Male	Y_GE15	15 years old and over	U	Urban	SEX__AGE__URBANIZATION	M__Y_GE15__U	Male, 15 years old and over, urban	RUS	99.01404926	61.61899849	1.0	4	Country or Area	Europe and Northern America	[2014]	2014	2014	1	0	1
I.2	c62a19e8	Average number of hours spent on total work (total work burden), by sex	ad2e1d29	Average number of hours spent on total work combined (total work burden), by sex	8	Albania	F	Female	Y_GE10	10 years old and over	U	Urban	SEX__AGE__URBANIZATION	F__Y_GE10__U	Female, 10 years old and over, urban	ALB	20.06660928	41.13897007	1.0	4	Country or Area	Europe and Northern America	[2011]	2011	2011	1	0	1
I.2	c62a19e8	Average number of hours spent on total work (total work burden), by sex	ad2e1d29	Average number of hours spent on total work combined (total work burden), by sex	8	Albania	M	Male	Y_GE10	10 years old and over	U	Urban	SEX__AGE__URBANIZATION	M__Y_GE10__U	Male, 10 years old and over, urban	ALB	20.06660928	41.13897007	1.0	4	Country or Area	Europe and Northern America	[2011]	2011	2011	1	0	1
I.2	c62a19e8	Average number of hours spent on total work (total work burden), by sex	ad2e1d29	Average number of hours spent on total work combined (total work burden), by sex	8	Albania	F	Female	Y_GE65	65 years old and over	U	Urban	SEX__AGE__URBANIZATION	F__Y_GE65__U	Female, 65 years old and over, urban	ALB	20.06660928	41.13897007	1.0	4	Country or Area	Europe and Northern America	[2011]	2011	2011	1	0	1
I.2	c62a19e8	Average number of hours spent on total work (total work burden), by sex	ad2e1d29	Average number of hours spent on total work combined (total work burden), by sex	8	Albania	M	Male	Y_GE65	65 years old and over	U	Urban	SEX__AGE__URBANIZATION	M__Y_GE65__U	Male, 65 years old and over, urban	ALB	20.06660928	41.13897007	1.0	4	Country or Area	Europe and Northern America	[2011]	2011	2011	1	0	1
I.2	c62a19e8	Average number of hours spent on total work (total work burden), by sex	ad2e1d29	Average number of hours spent on total work combined (total work burden), by sex	120	Cameroon	F	Female	Y_GE10	10 years old and over	U	Urban	SEX__AGE__URBANIZATION	F__Y_GE10__U	Female, 10 years old and over, urban	CMR	12.7419827	5.692387031	1.0	4	Country or Area	Sub-Saharan Africa	[2014]	2014	2014	1	0	1
I.2	c62a19e8	Average number of hours spent on total work (total work burden), by sex	ad2e1d29	Average number of hours spent on total work combined (total work burden), by sex	120	Cameroon	M	Male	Y_GE10	10 years old and over	U	Urban	SEX__AGE__URBANIZATION	M__Y_GE10__U	Male, 10 years old and over, urban	CMR	12.7419827	5.692387031	1.0	4	Country or Area	Sub-Saharan Africa	[2014]	2014	2014	1	0	1
I.2	c62a19e8	Average number of hours spent on total work (total work burden), by sex	ad2e1d29	Average number of hours spent on total work combined (total work burden), by sex	120	Cameroon	F	Female	Y_GE15	15 years old and over	U	Urban	SEX__AGE__URBANIZATION	F__Y_GE15__U	Female, 15 years old and over, urban	CMR	12.7419827	5.692387031	1.0	4	Country or Area	Sub-Saharan Africa	[2014]	2014	2014	1	0	1
I.2	c62a19e8	Average number of hours spent on total work (total work burden), by sex	ad2e1d29	Average number of hours spent on total work combined (total work burden), by sex	120	Cameroon	M	Male	Y_GE15	15 years old and over	U	Urban	SEX__AGE__URBANIZATION	M__Y_GE15__U	Male, 15 years old and over, urban	CMR	12.7419827	5.692387031	1.0	4	Country or Area	Sub-Saharan Africa	[2014]	2014	2014	1	0	1
I.2	c62a19e8	Average number of hours spent on total work (total work burden), by sex	ad2e1d29	Average number of hours spent on total work combined (total work burden), by sex	120	Cameroon	F	Female	Y15T24	15 to 24 years old	U	Urban	SEX__AGE__URBANIZATION	F__Y15T24__U	Female, 15 to 24 years old, urban	CMR	12.7419827	5.692387031	1.0	4	Country or Area	Sub-Saharan Africa	[2014]	2014	2014	1	0	1
I.2	c62a19e8	Average number of hours spent on total work (total work burden), by sex	ad2e1d29	Average number of hours spent on total work combined (total work burden), by sex	120	Cameroon	M	Male	Y15T24	15 to 24 years old	U	Urban	SEX__AGE__URBANIZATION	M__Y15T24__U	Male, 15 to 24 years old, urban	CMR	12.7419827	5.692387031	1.0	4	Country or Area	Sub-Saharan Africa	[2014]	2014	2014	1	0	1
I.2	c62a19e8	Average number of hours spent on total work (total work burden), by sex	ad2e1d29	Average number of hours spent on total work combined (total work burden), by sex	120	Cameroon	F	Female	Y25T44	25 to 44 years old	U	Urban	SEX__AGE__URBANIZATION	F__Y25T44__U	Female, 25 to 44 years old, urban	CMR	12.7419827	5.692387031	1.0	4	Country or Area	Sub-Saharan Africa	[2014]	2014	2014	1	0	1
I.2	c62a19e8	Average number of hours spent on total work (total work burden), by sex	ad2e1d29	Average number of hours spent on total work combined (total work burden), by sex	120	Cameroon	M	Male	Y25T44	25 to 44 years old	U	Urban	SEX__AGE__URBANIZATION	M__Y25T44__U	Male, 25 to 44 years old, urban	CMR	12.7419827	5.692387031	1.0	4	Country or Area	Sub-Saharan Africa	[2014]	2014	2014	1	0	1
I.2	c62a19e8	Average number of hours spent on total work (total work burden), by sex	ad2e1d29	Average number of hours spent on total work combined (total work burden), by sex	120	Cameroon	F	Female	Y45T54	45 to 54 years old	U	Urban	SEX__AGE__URBANIZATION	F__Y45T54__U	Female, 45 to 54 years old, urban	CMR	12.7419827	5.692387031	1.0	4	Country or Area	Sub-Saharan Africa	[2014]	2014	2014	1	0	1
I.2	c62a19e8	Average number of hours spent on total work (total work burden), by sex	ad2e1d29	Average number of hours spent on total work combined (total work burden), by sex	120	Cameroon	M	Male	Y45T54	45 to 54 years old	U	Urban	SEX__AGE__URBANIZATION	M__Y45T54__U	Male, 45 to 54 years old, urban	CMR	12.7419827	5.692387031	1.0	4	Country or Area	Sub-Saharan Africa	[2014]	2014	2014	1	0	1
I.2	c62a19e8	Average number of hours spent on total work (total work burden), by sex	ad2e1d29	Average number of hours spent on total work combined (total work burden), by sex	120	Cameroon	F	Female	Y55T64	55 to 64 years old	U	Urban	SEX__AGE__URBANIZATION	F__Y55T64__U	Female, 55 to 64 years old, urban	CMR	12.7419827	5.692387031	1.0	4	Country or Area	Sub-Saharan Africa	[2014]	2014	2014	1	0	1
I.2	c62a19e8	Average number of hours spent on total work (total work burden), by sex	ad2e1d29	Average number of hours spent on total work combined (total work burden), by sex	120	Cameroon	M	Male	Y55T64	55 to 64 years old	U	Urban	SEX__AGE__URBANIZATION	M__Y55T64__U	Male, 55 to 64 years old, urban	CMR	12.7419827	5.692387031	1.0	4	Country or Area	Sub-Saharan Africa	[2014]	2014	2014	1	0	1
I.2	c62a19e8	Average number of hours spent on total work (total work burden), by sex	ad2e1d29	Average number of hours spent on total work combined (total work burden), by sex	120	Cameroon	F	Female	Y_GE65	65 years old and over	U	Urban	SEX__AGE__URBANIZATION	F__Y_GE65__U	Female, 65 years old and over, urban	CMR	12.7419827	5.692387031	1.0	4	Country or Area	Sub-Saharan Africa	[2014]	2014	2014	1	0	1
I.2	c62a19e8	Average number of hours spent on total work (total work burden), by sex	ad2e1d29	Average number of hours spent on total work combined (total work burden), by sex	120	Cameroon	M	Male	Y_GE65	65 years old and over	U	Urban	SEX__AGE__URBANIZATION	M__Y_GE65__U	Male, 65 years old and over, urban	CMR	12.7419827	5.692387031	1.0	4	Country or Area	Sub-Saharan Africa	[2014]	2014	2014	1	0	1
I.2	c62a19e8	Average number of hours spent on total work (total work burden), by sex	ad2e1d29	Average number of hours spent on total work combined (total work burden), by sex	466	Mali	F	Female	Y15T49	15 to 49 years old	U	Urban	SEX__AGE__URBANIZATION	F__Y15T49__U	Female, 15 to 49 years old, urban	MLI	-3.522016039	17.35311254	1.0	4	Country or Area	Sub-Saharan Africa	[2008]	2008	2008	1	0	0
I.2	c62a19e8	Average number of hours spent on total work (total work burden), by sex	ad2e1d29	Average number of hours spent on total work combined (total work burden), by sex	466	Mali	M	Male	Y15T49	15 to 49 years old	U	Urban	SEX__AGE__URBANIZATION	M__Y15T49__U	Male, 15 to 49 years old, urban	MLI	-3.522016039	17.35311254	1.0	4	Country or Area	Sub-Saharan Africa	[2008]	2008	2008	1	0	0
I.2	c62a19e8	Average number of hours spent on total work (total work burden), by sex	ad2e1d29	Average number of hours spent on total work combined (total work burden), by sex	450	Madagascar	F	Female	_T	All age ranges or no breakdown by age	U	Urban	SEX__AGE__URBANIZATION	F___T__U	Female, all age ranges or no breakdown by age, urban	MDG	46.6982339	-19.38514785	1.0	4	Country or Area	Sub-Saharan Africa	[2001]	2001	2001	1	0	0
I.2	c62a19e8	Average number of hours spent on total work (total work burden), by sex	ad2e1d29	Average number of hours spent on total work combined (total work burden), by sex	450	Madagascar	M	Male	_T	All age ranges or no breakdown by age	U	Urban	SEX__AGE__URBANIZATION	M___T__U	Male, all age ranges or no breakdown by age, urban	MDG	46.6982339	-19.38514785	1.0	4	Country or Area	Sub-Saharan Africa	[2001]	2001	2001	1	0	0
I.2	c62a19e8	Average number of hours spent on total work (total work burden), by sex	ad2e1d29	Average number of hours spent on total work combined (total work burden), by sex	188	Costa Rica	F	Female	Y_GE12	12 years old and over	U	Urban	SEX__AGE__URBANIZATION	F__Y_GE12__U	Female, 12 years old and over, urban	CRI	-84.19712782	9.970998683	1.0	4	Country or Area	Latin America and the Caribbean	[2017]	2017	2017	1	1	1
I.2	c62a19e8	Average number of hours spent on total work (total work burden), by sex	ad2e1d29	Average number of hours spent on total work combined (total work burden), by sex	188	Costa Rica	M	Male	Y_GE12	12 years old and over	U	Urban	SEX__AGE__URBANIZATION	M__Y_GE12__U	Male, 12 years old and over, urban	CRI	-84.19712782	9.970998683	1.0	4	Country or Area	Latin America and the Caribbean	[2017]	2017	2017	1	1	1
I.2	c62a19e8	Average number of hours spent on total work (total work burden), by sex	ad2e1d29	Average number of hours spent on total work combined (total work burden), by sex	512	Oman	F	Female	Y_GE15	15 years old and over	U	Urban	SEX__AGE__URBANIZATION	F__Y_GE15__U	Female, 15 years old and over, urban	OMN	57.87743482	21.98805614	1.0	4	Country or Area	Northern Africa and Western Asia	[2008]	2008	2008	1	0	0
I.2	c62a19e8	Average number of hours spent on total work (total work burden), by sex	ad2e1d29	Average number of hours spent on total work combined (total work burden), by sex	512	Oman	M	Male	Y_GE15	15 years old and over	U	Urban	SEX__AGE__URBANIZATION	M__Y_GE15__U	Male, 15 years old and over, urban	OMN	57.87743482	21.98805614	1.0	4	Country or Area	Northern Africa and Western Asia	[2008]	2008	2008	1	0	0
I.2	c62a19e8	Average number of hours spent on total work (total work burden), by sex	ad2e1d29	Average number of hours spent on total work combined (total work burden), by sex	36	Australia	F	Female	Y_GE15	15 years old and over	_T	All areas	SEX__AGE__URBANIZATION	F__Y_GE15___T	Female, 15 years old and over, all areas	AUS	134.3499412	-25.57717202	1.0	4	Country or Area	Australia and New Zealand	[2006]	2006	2006	1	0	0
I.2	c62a19e8	Average number of hours spent on total work (total work burden), by sex	ad2e1d29	Average number of hours spent on total work combined (total work burden), by sex	36	Australia	M	Male	Y_GE15	15 years old and over	_T	All areas	SEX__AGE__URBANIZATION	M__Y_GE15___T	Male, 15 years old and over, all areas	AUS	134.3499412	-25.57717202	1.0	4	Country or Area	Australia and New Zealand	[2006]	2006	2006	1	0	0
I.2	c62a19e8	Average number of hours spent on total work (total work burden), by sex	ad2e1d29	Average number of hours spent on total work combined (total work burden), by sex	100	Bulgaria	F	Female	Y20T74	20 to 74 years old	_T	All areas	SEX__AGE__URBANIZATION	F__Y20T74___T	Female, 20 to 74 years old, all areas	BGR	25.23763153	42.75731323	1.0	4	Country or Area	Europe and Northern America	[2002, 2010]	2002	2010	2	0	1
I.2	c62a19e8	Average number of hours spent on total work (total work burden), by sex	ad2e1d29	Average number of hours spent on total work combined (total work burden), by sex	100	Bulgaria	M	Male	Y20T74	20 to 74 years old	_T	All areas	SEX__AGE__URBANIZATION	M__Y20T74___T	Male, 20 to 74 years old, all areas	BGR	25.23763153	42.75731323	1.0	4	Country or Area	Europe and Northern America	[2002, 2010]	2002	2010	2	0	1
I.2	c62a19e8	Average number of hours spent on total work (total work burden), by sex	ad2e1d29	Average number of hours spent on total work combined (total work burden), by sex	638	Réunion	F	Female	Y_GE15	15 years old and over	_T	All areas	SEX__AGE__URBANIZATION	F__Y_GE15___T	Female, 15 years old and over, all areas	REU	55.53171398	-21.13183266		4	Country or Area	Sub-Saharan Africa	[2010]	2010	2010	1	0	1
I.2	c62a19e8	Average number of hours spent on total work (total work burden), by sex	ad2e1d29	Average number of hours spent on total work combined (total work burden), by sex	638	Réunion	M	Male	Y_GE15	15 years old and over	_T	All areas	SEX__AGE__URBANIZATION	M__Y_GE15___T	Male, 15 years old and over, all areas	REU	55.53171398	-21.13183266		4	Country or Area	Sub-Saharan Africa	[2010]	2010	2010	1	0	1
I.2	c62a19e8	Average number of hours spent on total work (total work burden), by sex	ad2e1d29	Average number of hours spent on total work combined (total work burden), by sex	392	Japan	F	Female	Y_GE10	10 years old and over	_T	All areas	SEX__AGE__URBANIZATION	F__Y_GE10___T	Female, 10 years old and over, all areas	JPN	139.2716103	36.6554539	1.0	4	Country or Area	Eastern and South-Eastern Asia	[2001, 2006, 2011, 2016]	2001	2016	4	1	2
I.2	c62a19e8	Average number of hours spent on total work (total work burden), by sex	ad2e1d29	Average number of hours spent on total work combined (total work burden), by sex	392	Japan	M	Male	Y_GE10	10 years old and over	_T	All areas	SEX__AGE__URBANIZATION	M__Y_GE10___T	Male, 10 years old and over, all areas	JPN	139.2716103	36.6554539	1.0	4	Country or Area	Eastern and South-Eastern Asia	[2001, 2006, 2011, 2016]	2001	2016	4	1	2
I.2	c62a19e8	Average number of hours spent on total work (total work burden), by sex	ad2e1d29	Average number of hours spent on total work combined (total work burden), by sex	643	Russian Federation	F	Female	Y_GE15	15 years old and over	_T	All areas	SEX__AGE__URBANIZATION	F__Y_GE15___T	Female, 15 years old and over, all areas	RUS	99.01404926	61.61899849	1.0	4	Country or Area	Europe and Northern America	[2014]	2014	2014	1	0	1
I.2	c62a19e8	Average number of hours spent on total work (total work burden), by sex	ad2e1d29	Average number of hours spent on total work combined (total work burden), by sex	643	Russian Federation	M	Male	Y_GE15	15 years old and over	_T	All areas	SEX__AGE__URBANIZATION	M__Y_GE15___T	Male, 15 years old and over, all areas	RUS	99.01404926	61.61899849	1.0	4	Country or Area	Europe and Northern America	[2014]	2014	2014	1	0	1
I.2	c62a19e8	Average number of hours spent on total work (total work burden), by sex	ad2e1d29	Average number of hours spent on total work combined (total work burden), by sex	64	Bhutan	F	Female	Y_GE15	15 years old and over	_T	All areas	SEX__AGE__URBANIZATION	F__Y_GE15___T	Female, 15 years old and over, all areas	BTN	90.45098484	27.39598568	1.0	4	Country or Area	Central and Southern Asia	[2015]	2015	2015	1	1	1
I.2	c62a19e8	Average number of hours spent on total work (total work burden), by sex	ad2e1d29	Average number of hours spent on total work combined (total work burden), by sex	64	Bhutan	M	Male	Y_GE15	15 years old and over	_T	All areas	SEX__AGE__URBANIZATION	M__Y_GE15___T	Male, 15 years old and over, all areas	BTN	90.45098484	27.39598568	1.0	4	Country or Area	Central and Southern Asia	[2015]	2015	2015	1	1	1
I.2	c62a19e8	Average number of hours spent on total work (total work burden), by sex	ad2e1d29	Average number of hours spent on total work combined (total work burden), by sex	454	Malawi	F	Female	Y_GE15	15 years old and over	_T	All areas	SEX__AGE__URBANIZATION	F__Y_GE15___T	Female, 15 years old and over, all areas	MWI	33.4884625	-13.40819859	1.0	4	Country or Area	Sub-Saharan Africa	[2005]	2005	2005	1	0	0
