INDICATOR_LABEL	INDICATOR_ID	INDICATOR_DESC	MINSET_SERIES	MINSET_SERIES_DESC	REF_AREA	REF_AREA_DESC	SEX	SEX_DESC	AGE	AGE_DESC	VIOLENCE_TYPE	VIOLENCE_TYPE_DESC	TSK_sub_dims	TSK_sub_id	TSK_sub_desc	ISO3	X	Y	UNmember	GEOLEVEL	GEOLEVEL_Desc	SDG_REGION	years	min_year	max_year	N_years	N_years_lag5	N_years_lag10
V.1	a8b55125	Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age	a8b55125	Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age	50	Bangladesh	F	Female	Y40T44	40 to 44 years old	PHY+SEX	Physical and sexual	SEX__AGE__VIOLENCE_TYPE	F__Y40T44__PHY+SEX	Female, 40 to 44 years old, physical and sexual	BGD	89.17660788	22.86961622	1.0	4	Country or Area	Central and Southern Asia	[2015]	2015	2015	1	1	1
V.1	a8b55125	Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age	a8b55125	Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age	50	Bangladesh	F	Female	Y20T24	20 to 24 years old	PHY+SEX	Physical and sexual	SEX__AGE__VIOLENCE_TYPE	F__Y20T24__PHY+SEX	Female, 20 to 24 years old, physical and sexual	BGD	89.17660788	22.86961622	1.0	4	Country or Area	Central and Southern Asia	[2015]	2015	2015	1	1	1
V.1	a8b55125	Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age	a8b55125	Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age	50	Bangladesh	F	Female	Y45T49	45 to 49 years old	PHY+SEX	Physical and sexual	SEX__AGE__VIOLENCE_TYPE	F__Y45T49__PHY+SEX	Female, 45 to 49 years old, physical and sexual	BGD	89.17660788	22.86961622	1.0	4	Country or Area	Central and Southern Asia	[2015]	2015	2015	1	1	1
V.1	a8b55125	Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age	a8b55125	Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age	50	Bangladesh	F	Female	Y15T19	15 to 19 years old	PHY+SEX	Physical and sexual	SEX__AGE__VIOLENCE_TYPE	F__Y15T19__PHY+SEX	Female, 15 to 19 years old, physical and sexual	BGD	89.17660788	22.86961622	1.0	4	Country or Area	Central and Southern Asia	[2015]	2015	2015	1	1	1
V.1	a8b55125	Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age	a8b55125	Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age	50	Bangladesh	F	Female	Y25T29	25 to 29 years old	PHY+SEX	Physical and sexual	SEX__AGE__VIOLENCE_TYPE	F__Y25T29__PHY+SEX	Female, 25 to 29 years old, physical and sexual	BGD	89.17660788	22.86961622	1.0	4	Country or Area	Central and Southern Asia	[2015]	2015	2015	1	1	1
V.1	a8b55125	Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age	a8b55125	Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age	356	India	F	Female	Y15T49	15 to 49 years old	PHY+SEX	Physical and sexual	SEX__AGE__VIOLENCE_TYPE	F__Y15T49__PHY+SEX	Female, 15 to 49 years old, physical and sexual	IND	79.3608464	22.34642074	1.0	4	Country or Area	Central and Southern Asia	[2016]	2016	2016	1	1	1
V.1	a8b55125	Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age	a8b55125	Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age	356	India	F	Female	Y30T34	30 to 34 years old	PHY+SEX	Physical and sexual	SEX__AGE__VIOLENCE_TYPE	F__Y30T34__PHY+SEX	Female, 30 to 34 years old, physical and sexual	IND	79.3608464	22.34642074	1.0	4	Country or Area	Central and Southern Asia	[2016]	2016	2016	1	1	1
V.1	a8b55125	Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age	a8b55125	Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age	356	India	F	Female	Y35T39	35 to 39 years old	PHY+SEX	Physical and sexual	SEX__AGE__VIOLENCE_TYPE	F__Y35T39__PHY+SEX	Female, 35 to 39 years old, physical and sexual	IND	79.3608464	22.34642074	1.0	4	Country or Area	Central and Southern Asia	[2016]	2016	2016	1	1	1
V.1	a8b55125	Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age	a8b55125	Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age	356	India	F	Female	Y40T44	40 to 44 years old	PHY+SEX	Physical and sexual	SEX__AGE__VIOLENCE_TYPE	F__Y40T44__PHY+SEX	Female, 40 to 44 years old, physical and sexual	IND	79.3608464	22.34642074	1.0	4	Country or Area	Central and Southern Asia	[2016]	2016	2016	1	1	1
V.1	a8b55125	Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age	a8b55125	Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age	356	India	F	Female	Y20T24	20 to 24 years old	PHY+SEX	Physical and sexual	SEX__AGE__VIOLENCE_TYPE	F__Y20T24__PHY+SEX	Female, 20 to 24 years old, physical and sexual	IND	79.3608464	22.34642074	1.0	4	Country or Area	Central and Southern Asia	[2016]	2016	2016	1	1	1
V.1	a8b55125	Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age	a8b55125	Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age	356	India	F	Female	Y45T49	45 to 49 years old	PHY+SEX	Physical and sexual	SEX__AGE__VIOLENCE_TYPE	F__Y45T49__PHY+SEX	Female, 45 to 49 years old, physical and sexual	IND	79.3608464	22.34642074	1.0	4	Country or Area	Central and Southern Asia	[2016]	2016	2016	1	1	1
V.1	a8b55125	Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age	a8b55125	Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age	356	India	F	Female	Y15T19	15 to 19 years old	PHY+SEX	Physical and sexual	SEX__AGE__VIOLENCE_TYPE	F__Y15T19__PHY+SEX	Female, 15 to 19 years old, physical and sexual	IND	79.3608464	22.34642074	1.0	4	Country or Area	Central and Southern Asia	[2016]	2016	2016	1	1	1
V.1	a8b55125	Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age	a8b55125	Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age	356	India	F	Female	Y25T29	25 to 29 years old	PHY+SEX	Physical and sexual	SEX__AGE__VIOLENCE_TYPE	F__Y25T29__PHY+SEX	Female, 25 to 29 years old, physical and sexual	IND	79.3608464	22.34642074	1.0	4	Country or Area	Central and Southern Asia	[2016]	2016	2016	1	1	1
V.1	a8b55125	Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age	a8b55125	Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age	462	Maldives	F	Female	Y30T34	30 to 34 years old	PHY+SEX	Physical and sexual	SEX__AGE__VIOLENCE_TYPE	F__Y30T34__PHY+SEX	Female, 30 to 34 years old, physical and sexual	MDV	73.09672546	-0.614385021	1.0	4	Country or Area	Central and Southern Asia	[2006]	2006	2006	1	0	0
V.1	a8b55125	Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age	a8b55125	Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age	462	Maldives	F	Female	Y35T39	35 to 39 years old	PHY+SEX	Physical and sexual	SEX__AGE__VIOLENCE_TYPE	F__Y35T39__PHY+SEX	Female, 35 to 39 years old, physical and sexual	MDV	73.09672546	-0.614385021	1.0	4	Country or Area	Central and Southern Asia	[2006]	2006	2006	1	0	0
V.1	a8b55125	Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age	a8b55125	Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age	462	Maldives	F	Female	Y40T44	40 to 44 years old	PHY+SEX	Physical and sexual	SEX__AGE__VIOLENCE_TYPE	F__Y40T44__PHY+SEX	Female, 40 to 44 years old, physical and sexual	MDV	73.09672546	-0.614385021	1.0	4	Country or Area	Central and Southern Asia	[2006]	2006	2006	1	0	0
V.1	a8b55125	Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age	a8b55125	Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age	462	Maldives	F	Female	Y20T24	20 to 24 years old	PHY+SEX	Physical and sexual	SEX__AGE__VIOLENCE_TYPE	F__Y20T24__PHY+SEX	Female, 20 to 24 years old, physical and sexual	MDV	73.09672546	-0.614385021	1.0	4	Country or Area	Central and Southern Asia	[2006]	2006	2006	1	0	0
V.1	a8b55125	Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age	a8b55125	Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age	462	Maldives	F	Female	Y45T49	45 to 49 years old	PHY+SEX	Physical and sexual	SEX__AGE__VIOLENCE_TYPE	F__Y45T49__PHY+SEX	Female, 45 to 49 years old, physical and sexual	MDV	73.09672546	-0.614385021	1.0	4	Country or Area	Central and Southern Asia	[2006]	2006	2006	1	0	0
V.1	a8b55125	Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age	a8b55125	Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age	462	Maldives	F	Female	Y15T19	15 to 19 years old	PHY+SEX	Physical and sexual	SEX__AGE__VIOLENCE_TYPE	F__Y15T19__PHY+SEX	Female, 15 to 19 years old, physical and sexual	MDV	73.09672546	-0.614385021	1.0	4	Country or Area	Central and Southern Asia	[2006]	2006	2006	1	0	0
V.1	a8b55125	Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age	a8b55125	Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age	462	Maldives	F	Female	Y25T29	25 to 29 years old	PHY+SEX	Physical and sexual	SEX__AGE__VIOLENCE_TYPE	F__Y25T29__PHY+SEX	Female, 25 to 29 years old, physical and sexual	MDV	73.09672546	-0.614385021	1.0	4	Country or Area	Central and Southern Asia	[2006]	2006	2006	1	0	0
V.1	a8b55125	Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age	a8b55125	Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age	524	Nepal	F	Female	Y15T49	15 to 49 years old	PHY+SEX	Physical and sexual	SEX__AGE__VIOLENCE_TYPE	F__Y15T49__PHY+SEX	Female, 15 to 49 years old, physical and sexual	NPL	83.94678863	28.25866332	1.0	4	Country or Area	Central and Southern Asia	[2016]	2016	2016	1	1	1
V.1	a8b55125	Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age	a8b55125	Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age	524	Nepal	F	Female	Y30T34	30 to 34 years old	PHY+SEX	Physical and sexual	SEX__AGE__VIOLENCE_TYPE	F__Y30T34__PHY+SEX	Female, 30 to 34 years old, physical and sexual	NPL	83.94678863	28.25866332	1.0	4	Country or Area	Central and Southern Asia	[2016]	2016	2016	1	1	1
V.1	a8b55125	Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age	a8b55125	Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age	524	Nepal	F	Female	Y35T39	35 to 39 years old	PHY+SEX	Physical and sexual	SEX__AGE__VIOLENCE_TYPE	F__Y35T39__PHY+SEX	Female, 35 to 39 years old, physical and sexual	NPL	83.94678863	28.25866332	1.0	4	Country or Area	Central and Southern Asia	[2016]	2016	2016	1	1	1
V.1	a8b55125	Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age	a8b55125	Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age	524	Nepal	F	Female	Y40T44	40 to 44 years old	PHY+SEX	Physical and sexual	SEX__AGE__VIOLENCE_TYPE	F__Y40T44__PHY+SEX	Female, 40 to 44 years old, physical and sexual	NPL	83.94678863	28.25866332	1.0	4	Country or Area	Central and Southern Asia	[2016]	2016	2016	1	1	1
V.1	a8b55125	Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age	a8b55125	Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age	524	Nepal	F	Female	Y20T24	20 to 24 years old	PHY+SEX	Physical and sexual	SEX__AGE__VIOLENCE_TYPE	F__Y20T24__PHY+SEX	Female, 20 to 24 years old, physical and sexual	NPL	83.94678863	28.25866332	1.0	4	Country or Area	Central and Southern Asia	[2016]	2016	2016	1	1	1
V.1	a8b55125	Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age	a8b55125	Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age	524	Nepal	F	Female	Y45T49	45 to 49 years old	PHY+SEX	Physical and sexual	SEX__AGE__VIOLENCE_TYPE	F__Y45T49__PHY+SEX	Female, 45 to 49 years old, physical and sexual	NPL	83.94678863	28.25866332	1.0	4	Country or Area	Central and Southern Asia	[2016]	2016	2016	1	1	1
V.1	a8b55125	Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age	a8b55125	Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age	524	Nepal	F	Female	Y15T19	15 to 19 years old	PHY+SEX	Physical and sexual	SEX__AGE__VIOLENCE_TYPE	F__Y15T19__PHY+SEX	Female, 15 to 19 years old, physical and sexual	NPL	83.94678863	28.25866332	1.0	4	Country or Area	Central and Southern Asia	[2016]	2016	2016	1	1	1
V.1	a8b55125	Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age	a8b55125	Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age	524	Nepal	F	Female	Y25T29	25 to 29 years old	PHY+SEX	Physical and sexual	SEX__AGE__VIOLENCE_TYPE	F__Y25T29__PHY+SEX	Female, 25 to 29 years old, physical and sexual	NPL	83.94678863	28.25866332	1.0	4	Country or Area	Central and Southern Asia	[2016]	2016	2016	1	1	1
V.1	a8b55125	Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age	a8b55125	Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age	498	Republic of Moldova	F	Female	Y15T49	15 to 49 years old	PHY+SEX	Physical and sexual	SEX__AGE__VIOLENCE_TYPE	F__Y15T49__PHY+SEX	Female, 15 to 49 years old, physical and sexual	MDA	28.4650624	47.20236795	1.0	4	Country or Area	Europe and Northern America	[2005]	2005	2005	1	0	0
V.1	a8b55125	Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age	a8b55125	Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age	498	Republic of Moldova	F	Female	Y30T34	30 to 34 years old	PHY+SEX	Physical and sexual	SEX__AGE__VIOLENCE_TYPE	F__Y30T34__PHY+SEX	Female, 30 to 34 years old, physical and sexual	MDA	28.4650624	47.20236795	1.0	4	Country or Area	Europe and Northern America	[2005]	2005	2005	1	0	0
V.1	a8b55125	Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age	a8b55125	Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age	498	Republic of Moldova	F	Female	Y35T39	35 to 39 years old	PHY+SEX	Physical and sexual	SEX__AGE__VIOLENCE_TYPE	F__Y35T39__PHY+SEX	Female, 35 to 39 years old, physical and sexual	MDA	28.4650624	47.20236795	1.0	4	Country or Area	Europe and Northern America	[2005]	2005	2005	1	0	0
V.1	a8b55125	Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age	a8b55125	Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age	498	Republic of Moldova	F	Female	Y40T44	40 to 44 years old	PHY+SEX	Physical and sexual	SEX__AGE__VIOLENCE_TYPE	F__Y40T44__PHY+SEX	Female, 40 to 44 years old, physical and sexual	MDA	28.4650624	47.20236795	1.0	4	Country or Area	Europe and Northern America	[2005]	2005	2005	1	0	0
V.1	a8b55125	Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age	a8b55125	Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age	498	Republic of Moldova	F	Female	Y20T24	20 to 24 years old	PHY+SEX	Physical and sexual	SEX__AGE__VIOLENCE_TYPE	F__Y20T24__PHY+SEX	Female, 20 to 24 years old, physical and sexual	MDA	28.4650624	47.20236795	1.0	4	Country or Area	Europe and Northern America	[2005]	2005	2005	1	0	0
V.1	a8b55125	Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age	a8b55125	Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age	498	Republic of Moldova	F	Female	Y45T49	45 to 49 years old	PHY+SEX	Physical and sexual	SEX__AGE__VIOLENCE_TYPE	F__Y45T49__PHY+SEX	Female, 45 to 49 years old, physical and sexual	MDA	28.4650624	47.20236795	1.0	4	Country or Area	Europe and Northern America	[2005]	2005	2005	1	0	0
