INDICATOR_ID	INDICATOR_DESC	MINSET_SERIES	MINSET_SERIES_DESC	REF_AREA	REF_AREA_DESC	SEX	SEX_DESC	AGE	AGE_DESC	X	Y	UNmember	GEOLEVEL	GEOLEVEL_Desc	SDG_REGION	years	min_year	max_year	N_years	N_years_lag5	N_years_lag10
52	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	41	Adolescent birth rate (aged 15-19 years) per 1 000 women in that age group	520	Nauru	F	Female	Y15T19	15 to 19 years old	166.92313	-0.528742623	1.0	4	Country or Area	Oceania, exc. Australia and New Zealand	[2000, 2001, 2002, 2006, 2009, 2010, 2011, 2014, 2015]	2000	2015	9	1	4
52	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	41	Adolescent birth rate (aged 15-19 years) per 1 000 women in that age group	540	New Caledonia	F	Female	Y15T19	15 to 19 years old	165.5067368	-21.41742531		4	Country or Area	Oceania, exc. Australia and New Zealand	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	16	3	8
52	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	41	Adolescent birth rate (aged 15-19 years) per 1 000 women in that age group	583	Micronesia (Federated States of)	F	Female	Y15T19	15 to 19 years old	158.225216	6.880670092	1.0	4	Country or Area	Oceania, exc. Australia and New Zealand	[2000, 2001, 2003, 2009]	2000	2009	4	0	0
52	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	41	Adolescent birth rate (aged 15-19 years) per 1 000 women in that age group	776	Tonga	F	Female	Y15T19	15 to 19 years old	-175.1959991	-21.19511329	1.0	4	Country or Area	Oceania, exc. Australia and New Zealand	[2000, 2002, 2003, 2006, 2010, 2011]	2000	2011	6	0	2
52	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	41	Adolescent birth rate (aged 15-19 years) per 1 000 women in that age group	480	Mauritius	F	Female	Y15T19	15 to 19 years old	57.568022	-20.28581998	1.0	4	Country or Area	Sub-Saharan Africa	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	3	8
52	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	41	Adolescent birth rate (aged 15-19 years) per 1 000 women in that age group	638	Réunion	F	Female	Y15T19	15 to 19 years old	55.53171398	-21.13183266		4	Country or Area	Sub-Saharan Africa	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007]	2000	2007	8	0	0
52	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	41	Adolescent birth rate (aged 15-19 years) per 1 000 women in that age group	690	Seychelles	F	Female	Y15T19	15 to 19 years old	55.46561591	-4.678053059	1.0	4	Country or Area	Sub-Saharan Africa	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2013, 2014, 2015]	2000	2015	15	1	5
52	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	41	Adolescent birth rate (aged 15-19 years) per 1 000 women in that age group	32	Argentina	F	Female	Y15T19	15 to 19 years old	-65.14563274	-35.19446255	1.0	4	Country or Area	Latin America and the Caribbean	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015]	2000	2015	16	1	6
52	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	41	Adolescent birth rate (aged 15-19 years) per 1 000 women in that age group	52	Barbados	F	Female	Y15T19	15 to 19 years old	-59.5346489	13.13648273	1.0	4	Country or Area	Latin America and the Caribbean	[2000, 2001, 2002, 2003, 2005, 2006, 2007]	2000	2007	7	0	0
52	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	41	Adolescent birth rate (aged 15-19 years) per 1 000 women in that age group	192	Cuba	F	Female	Y15T19	15 to 19 years old	-79.54460144	22.10030366	1.0	4	Country or Area	Latin America and the Caribbean	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2016, 2017]	2000	2017	17	2	7
52	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	41	Adolescent birth rate (aged 15-19 years) per 1 000 women in that age group	222	El Salvador	F	Female	Y15T19	15 to 19 years old	-88.86862995	13.73603564	1.0	4	Country or Area	Latin America and the Caribbean	[2000, 2001, 2002, 2003, 2005, 2006, 2010, 2011, 2012]	2000	2012	9	0	3
52	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	41	Adolescent birth rate (aged 15-19 years) per 1 000 women in that age group	254	French Guiana	F	Female	Y15T19	15 to 19 years old	-53.23619089	3.922673437		4	Country or Area	Latin America and the Caribbean	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007]	2000	2007	8	0	0
52	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	41	Adolescent birth rate (aged 15-19 years) per 1 000 women in that age group	308	Grenada	F	Female	Y15T19	15 to 19 years old	-61.68248568	12.11238395	1.0	4	Country or Area	Latin America and the Caribbean	[2000, 2013, 2014]	2000	2014	3	0	2
52	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	41	Adolescent birth rate (aged 15-19 years) per 1 000 women in that age group	312	Guadeloupe	F	Female	Y15T19	15 to 19 years old	-61.64762115	16.14416917		4	Country or Area	Latin America and the Caribbean	[2000, 2001, 2002, 2003, 2004]	2000	2004	5	0	0
52	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	41	Adolescent birth rate (aged 15-19 years) per 1 000 women in that age group	320	Guatemala	F	Female	Y15T19	15 to 19 years old	-91.2312746	15.00273719	1.0	4	Country or Area	Latin America and the Caribbean	[2000, 2001, 2003, 2004, 2006, 2007, 2010, 2011, 2013]	2000	2013	9	0	3
52	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	41	Adolescent birth rate (aged 15-19 years) per 1 000 women in that age group	388	Jamaica	F	Female	Y15T19	15 to 19 years old	-77.31068409	18.15616857	1.0	4	Country or Area	Latin America and the Caribbean	[2000, 2001, 2002, 2003, 2004, 2006, 2007, 2010, 2011]	2000	2011	9	0	2
52	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	41	Adolescent birth rate (aged 15-19 years) per 1 000 women in that age group	474	Martinique	F	Female	Y15T19	15 to 19 years old	-60.91544135	14.56086108		4	Country or Area	Latin America and the Caribbean	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007]	2000	2007	8	0	0
52	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	41	Adolescent birth rate (aged 15-19 years) per 1 000 women in that age group	484	Mexico	F	Female	Y15T19	15 to 19 years old	-102.5148166	23.93378032	1.0	4	Country or Area	Latin America and the Caribbean	[2000, 2001, 2002, 2003, 2004, 2007, 2008, 2009, 2012, 2013, 2014, 2015, 2018]	2000	2018	13	2	5
52	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	41	Adolescent birth rate (aged 15-19 years) per 1 000 women in that age group	533	Aruba	F	Female	Y15T19	15 to 19 years old	-69.97050586	12.50878756		4	Country or Area	Latin America and the Caribbean	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2017]	2000	2017	16	1	6
52	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	41	Adolescent birth rate (aged 15-19 years) per 1 000 women in that age group	591	Panama	F	Female	Y15T19	15 to 19 years old	-81.26616623	8.450965746	1.0	4	Country or Area	Latin America and the Caribbean	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]	2000	2016	17	2	7
52	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	41	Adolescent birth rate (aged 15-19 years) per 1 000 women in that age group	630	Puerto Rico	F	Female	Y15T19	15 to 19 years old	-66.47591017	18.22753799		4	Country or Area	Latin America and the Caribbean	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	3	8
52	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	41	Adolescent birth rate (aged 15-19 years) per 1 000 women in that age group	662	Saint Lucia	F	Female	Y15T19	15 to 19 years old	-60.96529553	13.89405601	1.0	4	Country or Area	Latin America and the Caribbean	[2000, 2001, 2002, 2004, 2005]	2000	2005	5	0	0
52	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	41	Adolescent birth rate (aged 15-19 years) per 1 000 women in that age group	670	Saint Vincent and the Grenadines	F	Female	Y15T19	15 to 19 years old	-61.19024321	13.24627968	1.0	4	Country or Area	Latin America and the Caribbean	[2000, 2001, 2002, 2003, 2004, 2005, 2008, 2009, 2013, 2014]	2000	2014	10	0	2
52	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	41	Adolescent birth rate (aged 15-19 years) per 1 000 women in that age group	740	Suriname	F	Female	Y15T19	15 to 19 years old	-55.90626394	4.132603197	1.0	4	Country or Area	Latin America and the Caribbean	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2012, 2013, 2014, 2016]	2000	2016	12	1	4
52	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	41	Adolescent birth rate (aged 15-19 years) per 1 000 women in that age group	780	Trinidad and Tobago	F	Female	Y15T19	15 to 19 years old	-61.29389504	10.41877263	1.0	4	Country or Area	Latin America and the Caribbean	[2000, 2001, 2002, 2003, 2004, 2005, 2007, 2008, 2009]	2000	2009	9	0	0
52	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	41	Adolescent birth rate (aged 15-19 years) per 1 000 women in that age group	51	Armenia	F	Female	Y15T19	15 to 19 years old	44.93839317	40.29499741	1.0	4	Country or Area	Northern Africa and Western Asia	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]	2000	2016	17	2	7
52	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	41	Adolescent birth rate (aged 15-19 years) per 1 000 women in that age group	48	Bahrain	F	Female	Y15T19	15 to 19 years old	50.5490754	26.04407747	1.0	4	Country or Area	Northern Africa and Western Asia	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014]	2000	2014	15	0	5
52	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	41	Adolescent birth rate (aged 15-19 years) per 1 000 women in that age group	414	Kuwait	F	Female	Y15T19	15 to 19 years old	47.49305029	29.53949468	1.0	4	Country or Area	Northern Africa and Western Asia	[2000, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015]	2000	2015	15	1	6
52	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	41	Adolescent birth rate (aged 15-19 years) per 1 000 women in that age group	634	Qatar	F	Female	Y15T19	15 to 19 years old	51.19152467	25.28355379	1.0	4	Country or Area	Northern Africa and Western Asia	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2012, 2013, 2014, 2015, 2016]	2000	2016	16	2	6
52	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	41	Adolescent birth rate (aged 15-19 years) per 1 000 women in that age group	682	Saudi Arabia	F	Female	Y15T19	15 to 19 years old	44.54763347	24.12594211	1.0	4	Country or Area	Northern Africa and Western Asia	[2000, 2004, 2005, 2006, 2007]	2000	2007	5	0	0
52	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	41	Adolescent birth rate (aged 15-19 years) per 1 000 women in that age group	792	Turkey	F	Female	Y15T19	15 to 19 years old	35.42890329	38.9899684	1.0	4	Country or Area	Northern Africa and Western Asia	[2001, 2002, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]	2001	2016	13	2	7
52	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	41	Adolescent birth rate (aged 15-19 years) per 1 000 women in that age group	96	Brunei Darussalam	F	Female	Y15T19	15 to 19 years old	114.6288563	4.49736984	1.0	4	Country or Area	Eastern and South-Eastern Asia	[2000, 2001, 2002, 2006, 2007, 2008, 2011, 2012, 2013, 2014, 2015]	2000	2015	11	1	5
52	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	41	Adolescent birth rate (aged 15-19 years) per 1 000 women in that age group	458	Malaysia	F	Female	Y15T19	15 to 19 years old	116.8346314	5.452415309	1.0	4	Country or Area	Eastern and South-Eastern Asia	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2011, 2012, 2013, 2014, 2015, 2016]	2000	2016	16	2	6
52	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	41	Adolescent birth rate (aged 15-19 years) per 1 000 women in that age group	702	Singapore	F	Female	Y15T19	15 to 19 years old	103.8107883	1.361009155	1.0	4	Country or Area	Eastern and South-Eastern Asia	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015]	2000	2015	16	1	6
52	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	41	Adolescent birth rate (aged 15-19 years) per 1 000 women in that age group	234	Faroe Islands	F	Female	Y15T19	15 to 19 years old	-7.122044325	62.21228119		4	Country or Area	Europe and Northern America	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	3	8
52	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	41	Adolescent birth rate (aged 15-19 years) per 1 000 women in that age group	4	Afghanistan	F	Female	Y15T19	15 to 19 years old	66.02688198	33.83160199	1.0	4	Country or Area	Central and Southern Asia	[2000, 2003, 2005, 2006, 2007, 2008, 2009, 2011, 2013, 2014]	2000	2014	10	0	3
52	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	41	Adolescent birth rate (aged 15-19 years) per 1 000 women in that age group	50	Bangladesh	F	Female	Y15T19	15 to 19 years old	89.17660788	22.86961622	1.0	4	Country or Area	Central and Southern Asia	[2000, 2001, 2002, 2004, 2005, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]	2000	2016	13	2	7
52	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	41	Adolescent birth rate (aged 15-19 years) per 1 000 women in that age group	64	Bhutan	F	Female	Y15T19	15 to 19 years old	90.45098484	27.39598568	1.0	4	Country or Area	Central and Southern Asia	[2000, 2004, 2006, 2009, 2011, 2012]	2000	2012	6	0	2
52	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	41	Adolescent birth rate (aged 15-19 years) per 1 000 women in that age group	144	Sri Lanka	F	Female	Y15T19	15 to 19 years old	80.70489654	7.614693343	1.0	4	Country or Area	Central and Southern Asia	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2014, 2015]	2000	2015	12	1	2
52	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	41	Adolescent birth rate (aged 15-19 years) per 1 000 women in that age group	356	India	F	Female	Y15T19	15 to 19 years old	79.3608464	22.34642074	1.0	4	Country or Area	Central and Southern Asia	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]	2000	2016	17	2	7
52	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	41	Adolescent birth rate (aged 15-19 years) per 1 000 women in that age group	524	Nepal	F	Female	Y15T19	15 to 19 years old	83.94678863	28.25866332	1.0	4	Country or Area	Central and Southern Asia	[2000, 2003, 2004, 2008, 2009, 2010, 2012, 2013, 2015]	2000	2015	9	1	4
52	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	41	Adolescent birth rate (aged 15-19 years) per 1 000 women in that age group	586	Pakistan	F	Female	Y15T19	15 to 19 years old	68.80479684	29.36491634	1.0	4	Country or Area	Central and Southern Asia	[2000, 2002, 2004, 2005, 2009, 2010, 2011, 2015, 2016]	2000	2016	9	2	4
