INDICATOR_LABEL	INDICATOR_ID	INDICATOR_DESC	MINSET_SERIES	MINSET_SERIES_DESC	TSK_sub_dims	TSK_sub_id	TSK_sub_desc	sort_order	main_statistics_field
I.1	I98ba1fd8	Average number of hours spent on unpaid domestic and care work, by sex, age and location	S997d1fdb	Average number of hours spent on domestic chores and care work, by sex, age and location	SEX__AGE__URBANIZATION	F__Y_GE15__R	Female, 15 years old and over, rural	100	
I.1	I98ba1fd8	Average number of hours spent on unpaid domestic and care work, by sex, age and location	S997d1fdb	Average number of hours spent on domestic chores and care work, by sex, age and location	SEX__AGE__URBANIZATION	F__Y_GE15__U	Female, 15 years old and over, urban	100	
I.1	I98ba1fd8	Average number of hours spent on unpaid domestic and care work, by sex, age and location	S997d1fdb	Average number of hours spent on domestic chores and care work, by sex, age and location	SEX__AGE__URBANIZATION	F__Y_GE16___T	Female, 16 years old and over, all areas	100	
I.1	I98ba1fd8	Average number of hours spent on unpaid domestic and care work, by sex, age and location	S997d1fdb	Average number of hours spent on domestic chores and care work, by sex, age and location	SEX__AGE__URBANIZATION	F__Y_GE18___T	Female, 18 years old and over, all areas	100	
I.1	I98ba1fd8	Average number of hours spent on unpaid domestic and care work, by sex, age and location	S997d1fdb	Average number of hours spent on domestic chores and care work, by sex, age and location	SEX__AGE__URBANIZATION	F__Y_GE20___T	Female, 20 years old and over, all areas	100	
I.1	I98ba1fd8	Average number of hours spent on unpaid domestic and care work, by sex, age and location	S997d1fdb	Average number of hours spent on domestic chores and care work, by sex, age and location	SEX__AGE__URBANIZATION	F__Y_GE65___T	Female, 65 years old and over, all areas	100	
I.1	I98ba1fd8	Average number of hours spent on unpaid domestic and care work, by sex, age and location	S997d1fdb	Average number of hours spent on domestic chores and care work, by sex, age and location	SEX__AGE__URBANIZATION	F__Y_GE65__R	Female, 65 years old and over, rural	100	
I.1	I98ba1fd8	Average number of hours spent on unpaid domestic and care work, by sex, age and location	S997d1fdb	Average number of hours spent on domestic chores and care work, by sex, age and location	SEX__AGE__URBANIZATION	F__Y_GE65__U	Female, 65 years old and over, urban	100	
I.1	I98ba1fd8	Average number of hours spent on unpaid domestic and care work, by sex, age and location	S997d1fdb	Average number of hours spent on domestic chores and care work, by sex, age and location	SEX__AGE__URBANIZATION	F__Y_GE85___T	Female, 85 years old and over, all areas	100	
I.1	I98ba1fd8	Average number of hours spent on unpaid domestic and care work, by sex, age and location	S997d1fdb	Average number of hours spent on domestic chores and care work, by sex, age and location	SEX__AGE__URBANIZATION	F__Y06T65__R	Female, 6 to 65 years old, rural	100	
I.1	I98ba1fd8	Average number of hours spent on unpaid domestic and care work, by sex, age and location	S997d1fdb	Average number of hours spent on domestic chores and care work, by sex, age and location	SEX__AGE__URBANIZATION	F__Y06T65__U	Female, 6 to 65 years old, urban	100	
I.1	I98ba1fd8	Average number of hours spent on unpaid domestic and care work, by sex, age and location	S997d1fdb	Average number of hours spent on domestic chores and care work, by sex, age and location	SEX__AGE__URBANIZATION	F__Y10T14___T	Female, 10 to 14 years old, all areas	100	
I.1	I98ba1fd8	Average number of hours spent on unpaid domestic and care work, by sex, age and location	S997d1fdb	Average number of hours spent on domestic chores and care work, by sex, age and location	SEX__AGE__URBANIZATION	F__Y12T14___T	Female, 12 to 14 years old, all areas	100	
I.1	I98ba1fd8	Average number of hours spent on unpaid domestic and care work, by sex, age and location	S997d1fdb	Average number of hours spent on domestic chores and care work, by sex, age and location	SEX__AGE__URBANIZATION	F__Y12T14__R	Female, 12 to 14 years old, rural	100	
I.1	I98ba1fd8	Average number of hours spent on unpaid domestic and care work, by sex, age and location	S997d1fdb	Average number of hours spent on domestic chores and care work, by sex, age and location	SEX__AGE__URBANIZATION	F__Y12T14__U	Female, 12 to 14 years old, urban	100	
I.1	I98ba1fd8	Average number of hours spent on unpaid domestic and care work, by sex, age and location	S997d1fdb	Average number of hours spent on domestic chores and care work, by sex, age and location	SEX__AGE__URBANIZATION	F__Y12T24___T	Female, 12 to 24 years old, all areas	100	
I.1	I98ba1fd8	Average number of hours spent on unpaid domestic and care work, by sex, age and location	S997d1fdb	Average number of hours spent on domestic chores and care work, by sex, age and location	SEX__AGE__URBANIZATION	F__Y15T24___T	Female, 15 to 24 years old, all areas	100	
I.1	I98ba1fd8	Average number of hours spent on unpaid domestic and care work, by sex, age and location	S997d1fdb	Average number of hours spent on domestic chores and care work, by sex, age and location	SEX__AGE__URBANIZATION	F__Y15T24__R	Female, 15 to 24 years old, rural	100	
I.1	I98ba1fd8	Average number of hours spent on unpaid domestic and care work, by sex, age and location	S997d1fdb	Average number of hours spent on domestic chores and care work, by sex, age and location	SEX__AGE__URBANIZATION	F__Y15T24__U	Female, 15 to 24 years old, urban	100	
I.1	I98ba1fd8	Average number of hours spent on unpaid domestic and care work, by sex, age and location	S997d1fdb	Average number of hours spent on domestic chores and care work, by sex, age and location	SEX__AGE__URBANIZATION	F__Y15T49__R	Female, 15 to 49 years old, rural	100	
I.1	I98ba1fd8	Average number of hours spent on unpaid domestic and care work, by sex, age and location	S997d1fdb	Average number of hours spent on domestic chores and care work, by sex, age and location	SEX__AGE__URBANIZATION	F__Y15T49__U	Female, 15 to 49 years old, urban	100	
I.1	I98ba1fd8	Average number of hours spent on unpaid domestic and care work, by sex, age and location	S997d1fdb	Average number of hours spent on domestic chores and care work, by sex, age and location	SEX__AGE__URBANIZATION	F__Y15T64___T	Female, 15 to 64 years old, all areas	100	
I.1	I98ba1fd8	Average number of hours spent on unpaid domestic and care work, by sex, age and location	S997d1fdb	Average number of hours spent on domestic chores and care work, by sex, age and location	SEX__AGE__URBANIZATION	F__Y20T24___T	Female, 20 to 24 years old, all areas	100	
I.1	I98ba1fd8	Average number of hours spent on unpaid domestic and care work, by sex, age and location	S997d1fdb	Average number of hours spent on domestic chores and care work, by sex, age and location	SEX__AGE__URBANIZATION	F__Y20T64___T	Female, 20 to 64 years old, all areas	100	
I.1	I98ba1fd8	Average number of hours spent on unpaid domestic and care work, by sex, age and location	S997d1fdb	Average number of hours spent on domestic chores and care work, by sex, age and location	SEX__AGE__URBANIZATION	F__Y20T74___T	Female, 20 to 74 years old, all areas	100	
I.1	I98ba1fd8	Average number of hours spent on unpaid domestic and care work, by sex, age and location	S997d1fdb	Average number of hours spent on domestic chores and care work, by sex, age and location	SEX__AGE__URBANIZATION	F__Y25T34___T	Female, 25 to 34 years old, all areas	100	
I.1	I98ba1fd8	Average number of hours spent on unpaid domestic and care work, by sex, age and location	S997d1fdb	Average number of hours spent on domestic chores and care work, by sex, age and location	SEX__AGE__URBANIZATION	F__Y25T44___T	Female, 25 to 44 years old, all areas	100	
I.1	I98ba1fd8	Average number of hours spent on unpaid domestic and care work, by sex, age and location	S997d1fdb	Average number of hours spent on domestic chores and care work, by sex, age and location	SEX__AGE__URBANIZATION	F__Y25T44__R	Female, 25 to 44 years old, rural	100	
I.1	I98ba1fd8	Average number of hours spent on unpaid domestic and care work, by sex, age and location	S997d1fdb	Average number of hours spent on domestic chores and care work, by sex, age and location	SEX__AGE__URBANIZATION	F__Y25T44__U	Female, 25 to 44 years old, urban	100	
I.1	I98ba1fd8	Average number of hours spent on unpaid domestic and care work, by sex, age and location	S997d1fdb	Average number of hours spent on domestic chores and care work, by sex, age and location	SEX__AGE__URBANIZATION	F__Y35T44___T	Female, 35 to 44 years old, all areas	100	
I.1	I98ba1fd8	Average number of hours spent on unpaid domestic and care work, by sex, age and location	S997d1fdb	Average number of hours spent on domestic chores and care work, by sex, age and location	SEX__AGE__URBANIZATION	F__Y45T54___T	Female, 45 to 54 years old, all areas	100	
I.1	I98ba1fd8	Average number of hours spent on unpaid domestic and care work, by sex, age and location	S997d1fdb	Average number of hours spent on domestic chores and care work, by sex, age and location	SEX__AGE__URBANIZATION	F__Y45T54__R	Female, 45 to 54 years old, rural	100	
I.1	I98ba1fd8	Average number of hours spent on unpaid domestic and care work, by sex, age and location	S997d1fdb	Average number of hours spent on domestic chores and care work, by sex, age and location	SEX__AGE__URBANIZATION	F__Y45T54__U	Female, 45 to 54 years old, urban	100	
I.1	I98ba1fd8	Average number of hours spent on unpaid domestic and care work, by sex, age and location	S997d1fdb	Average number of hours spent on domestic chores and care work, by sex, age and location	SEX__AGE__URBANIZATION	F__Y45T64___T	Female, 45 to 64 years old, all areas	100	
I.1	I98ba1fd8	Average number of hours spent on unpaid domestic and care work, by sex, age and location	S997d1fdb	Average number of hours spent on domestic chores and care work, by sex, age and location	SEX__AGE__URBANIZATION	F__Y45T64__R	Female, 45 to 64 years old, rural	100	
I.1	I98ba1fd8	Average number of hours spent on unpaid domestic and care work, by sex, age and location	S997d1fdb	Average number of hours spent on domestic chores and care work, by sex, age and location	SEX__AGE__URBANIZATION	F__Y45T64__U	Female, 45 to 64 years old, urban	100	
I.1	I98ba1fd8	Average number of hours spent on unpaid domestic and care work, by sex, age and location	S997d1fdb	Average number of hours spent on domestic chores and care work, by sex, age and location	SEX__AGE__URBANIZATION	F__Y55T64___T	Female, 55 to 64 years old, all areas	100	
I.1	I98ba1fd8	Average number of hours spent on unpaid domestic and care work, by sex, age and location	S997d1fdb	Average number of hours spent on domestic chores and care work, by sex, age and location	SEX__AGE__URBANIZATION	F__Y55T64__R	Female, 55 to 64 years old, rural	100	
I.1	I98ba1fd8	Average number of hours spent on unpaid domestic and care work, by sex, age and location	S997d1fdb	Average number of hours spent on domestic chores and care work, by sex, age and location	SEX__AGE__URBANIZATION	F__Y55T64__U	Female, 55 to 64 years old, urban	100	
I.1	I98ba1fd8	Average number of hours spent on unpaid domestic and care work, by sex, age and location	S997d1fdb	Average number of hours spent on domestic chores and care work, by sex, age and location	SEX__AGE__URBANIZATION	F__Y65T74___T	Female, 65 to 74 years old, all areas	100	
I.1	I98ba1fd8	Average number of hours spent on unpaid domestic and care work, by sex, age and location	S997d1fdb	Average number of hours spent on domestic chores and care work, by sex, age and location	SEX__AGE__URBANIZATION	F__Y75T84___T	Female, 75 to 84 years old, all areas	100	
I.1	I98ba1fd8	Average number of hours spent on unpaid domestic and care work, by sex, age and location	S997d1fdb	Average number of hours spent on domestic chores and care work, by sex, age and location	SEX__AGE__URBANIZATION	M___T___T	Male, all age ranges or no breakdown by age, all areas	100	
I.1	I98ba1fd8	Average number of hours spent on unpaid domestic and care work, by sex, age and location	S997d1fdb	Average number of hours spent on domestic chores and care work, by sex, age and location	SEX__AGE__URBANIZATION	M__Y_GE05___T	Male, 5 years old and over, all areas	100	
I.1	I98ba1fd8	Average number of hours spent on unpaid domestic and care work, by sex, age and location	S997d1fdb	Average number of hours spent on domestic chores and care work, by sex, age and location	SEX__AGE__URBANIZATION	M__Y_GE06___T	Male, 6 years old and over, all areas	100	
I.1	I98ba1fd8	Average number of hours spent on unpaid domestic and care work, by sex, age and location	S997d1fdb	Average number of hours spent on domestic chores and care work, by sex, age and location	SEX__AGE__URBANIZATION	M__Y_GE10___T	Male, 10 years old and over, all areas	100	
I.1	I98ba1fd8	Average number of hours spent on unpaid domestic and care work, by sex, age and location	S997d1fdb	Average number of hours spent on domestic chores and care work, by sex, age and location	SEX__AGE__URBANIZATION	M__Y_GE10__R	Male, 10 years old and over, rural	100	
I.1	I98ba1fd8	Average number of hours spent on unpaid domestic and care work, by sex, age and location	S997d1fdb	Average number of hours spent on domestic chores and care work, by sex, age and location	SEX__AGE__URBANIZATION	M__Y_GE10__U	Male, 10 years old and over, urban	100	
I.1	I98ba1fd8	Average number of hours spent on unpaid domestic and care work, by sex, age and location	S997d1fdb	Average number of hours spent on domestic chores and care work, by sex, age and location	SEX__AGE__URBANIZATION	M__Y_GE12___T	Male, 12 years old and over, all areas	100	
I.1	I98ba1fd8	Average number of hours spent on unpaid domestic and care work, by sex, age and location	S997d1fdb	Average number of hours spent on domestic chores and care work, by sex, age and location	SEX__AGE__URBANIZATION	M__Y_GE12__R	Male, 12 years old and over, rural	100	
I.1	I98ba1fd8	Average number of hours spent on unpaid domestic and care work, by sex, age and location	S997d1fdb	Average number of hours spent on domestic chores and care work, by sex, age and location	SEX__AGE__URBANIZATION	M__Y_GE12__U	Male, 12 years old and over, urban	100	
I.1	I98ba1fd8	Average number of hours spent on unpaid domestic and care work, by sex, age and location	S997d1fdb	Average number of hours spent on domestic chores and care work, by sex, age and location	SEX__AGE__URBANIZATION	M__Y_GE14___T	Male, 14 years old and over, all areas	100	
I.1	I98ba1fd8	Average number of hours spent on unpaid domestic and care work, by sex, age and location	S997d1fdb	Average number of hours spent on domestic chores and care work, by sex, age and location	SEX__AGE__URBANIZATION	M__Y_GE15___T	Male, 15 years old and over, all areas	100	
I.1	I98ba1fd8	Average number of hours spent on unpaid domestic and care work, by sex, age and location	S997d1fdb	Average number of hours spent on domestic chores and care work, by sex, age and location	SEX__AGE__URBANIZATION	M__Y_GE15__R	Male, 15 years old and over, rural	100	
I.1	I98ba1fd8	Average number of hours spent on unpaid domestic and care work, by sex, age and location	S997d1fdb	Average number of hours spent on domestic chores and care work, by sex, age and location	SEX__AGE__URBANIZATION	M__Y_GE15__U	Male, 15 years old and over, urban	100	
I.1	I98ba1fd8	Average number of hours spent on unpaid domestic and care work, by sex, age and location	S997d1fdb	Average number of hours spent on domestic chores and care work, by sex, age and location	SEX__AGE__URBANIZATION	M__Y_GE16___T	Male, 16 years old and over, all areas	100	
I.1	I98ba1fd8	Average number of hours spent on unpaid domestic and care work, by sex, age and location	S997d1fdb	Average number of hours spent on domestic chores and care work, by sex, age and location	SEX__AGE__URBANIZATION	M__Y_GE18___T	Male, 18 years old and over, all areas	100	
I.1	I98ba1fd8	Average number of hours spent on unpaid domestic and care work, by sex, age and location	S997d1fdb	Average number of hours spent on domestic chores and care work, by sex, age and location	SEX__AGE__URBANIZATION	M__Y_GE20___T	Male, 20 years old and over, all areas	100	
I.1	I98ba1fd8	Average number of hours spent on unpaid domestic and care work, by sex, age and location	S997d1fdb	Average number of hours spent on domestic chores and care work, by sex, age and location	SEX__AGE__URBANIZATION	M__Y_GE65___T	Male, 65 years old and over, all areas	100	
I.1	I98ba1fd8	Average number of hours spent on unpaid domestic and care work, by sex, age and location	S997d1fdb	Average number of hours spent on domestic chores and care work, by sex, age and location	SEX__AGE__URBANIZATION	M__Y_GE65__R	Male, 65 years old and over, rural	100	
I.1	I98ba1fd8	Average number of hours spent on unpaid domestic and care work, by sex, age and location	S997d1fdb	Average number of hours spent on domestic chores and care work, by sex, age and location	SEX__AGE__URBANIZATION	M__Y_GE65__U	Male, 65 years old and over, urban	100	
I.1	I98ba1fd8	Average number of hours spent on unpaid domestic and care work, by sex, age and location	S997d1fdb	Average number of hours spent on domestic chores and care work, by sex, age and location	SEX__AGE__URBANIZATION	M__Y_GE85___T	Male, 85 years old and over, all areas	100	
I.1	I98ba1fd8	Average number of hours spent on unpaid domestic and care work, by sex, age and location	S997d1fdb	Average number of hours spent on domestic chores and care work, by sex, age and location	SEX__AGE__URBANIZATION	M__Y06T65__R	Male, 6 to 65 years old, rural	100	
I.1	I98ba1fd8	Average number of hours spent on unpaid domestic and care work, by sex, age and location	S997d1fdb	Average number of hours spent on domestic chores and care work, by sex, age and location	SEX__AGE__URBANIZATION	M__Y06T65__U	Male, 6 to 65 years old, urban	100	
I.1	I98ba1fd8	Average number of hours spent on unpaid domestic and care work, by sex, age and location	S997d1fdb	Average number of hours spent on domestic chores and care work, by sex, age and location	SEX__AGE__URBANIZATION	M__Y10T14___T	Male, 10 to 14 years old, all areas	100	
I.1	I98ba1fd8	Average number of hours spent on unpaid domestic and care work, by sex, age and location	S997d1fdb	Average number of hours spent on domestic chores and care work, by sex, age and location	SEX__AGE__URBANIZATION	M__Y12T14___T	Male, 12 to 14 years old, all areas	100	
I.1	I98ba1fd8	Average number of hours spent on unpaid domestic and care work, by sex, age and location	S997d1fdb	Average number of hours spent on domestic chores and care work, by sex, age and location	SEX__AGE__URBANIZATION	M__Y12T14__R	Male, 12 to 14 years old, rural	100	
I.1	I98ba1fd8	Average number of hours spent on unpaid domestic and care work, by sex, age and location	S997d1fdb	Average number of hours spent on domestic chores and care work, by sex, age and location	SEX__AGE__URBANIZATION	M__Y12T14__U	Male, 12 to 14 years old, urban	100	
I.1	I98ba1fd8	Average number of hours spent on unpaid domestic and care work, by sex, age and location	S997d1fdb	Average number of hours spent on domestic chores and care work, by sex, age and location	SEX__AGE__URBANIZATION	M__Y12T24___T	Male, 12 to 24 years old, all areas	100	
I.1	I98ba1fd8	Average number of hours spent on unpaid domestic and care work, by sex, age and location	S997d1fdb	Average number of hours spent on domestic chores and care work, by sex, age and location	SEX__AGE__URBANIZATION	M__Y15T24___T	Male, 15 to 24 years old, all areas	100	
I.1	I98ba1fd8	Average number of hours spent on unpaid domestic and care work, by sex, age and location	S997d1fdb	Average number of hours spent on domestic chores and care work, by sex, age and location	SEX__AGE__URBANIZATION	M__Y15T24__R	Male, 15 to 24 years old, rural	100	
I.1	I98ba1fd8	Average number of hours spent on unpaid domestic and care work, by sex, age and location	S997d1fdb	Average number of hours spent on domestic chores and care work, by sex, age and location	SEX__AGE__URBANIZATION	M__Y15T24__U	Male, 15 to 24 years old, urban	100	
I.1	I98ba1fd8	Average number of hours spent on unpaid domestic and care work, by sex, age and location	S997d1fdb	Average number of hours spent on domestic chores and care work, by sex, age and location	SEX__AGE__URBANIZATION	M__Y15T49__R	Male, 15 to 49 years old, rural	100	
I.1	I98ba1fd8	Average number of hours spent on unpaid domestic and care work, by sex, age and location	S997d1fdb	Average number of hours spent on domestic chores and care work, by sex, age and location	SEX__AGE__URBANIZATION	M__Y15T49__U	Male, 15 to 49 years old, urban	100	
I.1	I98ba1fd8	Average number of hours spent on unpaid domestic and care work, by sex, age and location	S997d1fdb	Average number of hours spent on domestic chores and care work, by sex, age and location	SEX__AGE__URBANIZATION	M__Y15T64___T	Male, 15 to 64 years old, all areas	100	
I.1	I98ba1fd8	Average number of hours spent on unpaid domestic and care work, by sex, age and location	S997d1fdb	Average number of hours spent on domestic chores and care work, by sex, age and location	SEX__AGE__URBANIZATION	M__Y20T24___T	Male, 20 to 24 years old, all areas	100	
I.1	I98ba1fd8	Average number of hours spent on unpaid domestic and care work, by sex, age and location	S997d1fdb	Average number of hours spent on domestic chores and care work, by sex, age and location	SEX__AGE__URBANIZATION	M__Y20T64___T	Male, 20 to 64 years old, all areas	100	
I.1	I98ba1fd8	Average number of hours spent on unpaid domestic and care work, by sex, age and location	S997d1fdb	Average number of hours spent on domestic chores and care work, by sex, age and location	SEX__AGE__URBANIZATION	M__Y20T74___T	Male, 20 to 74 years old, all areas	100	
I.1	I98ba1fd8	Average number of hours spent on unpaid domestic and care work, by sex, age and location	S997d1fdb	Average number of hours spent on domestic chores and care work, by sex, age and location	SEX__AGE__URBANIZATION	M__Y25T34___T	Male, 25 to 34 years old, all areas	100	
I.1	I98ba1fd8	Average number of hours spent on unpaid domestic and care work, by sex, age and location	S997d1fdb	Average number of hours spent on domestic chores and care work, by sex, age and location	SEX__AGE__URBANIZATION	M__Y25T44___T	Male, 25 to 44 years old, all areas	100	
I.1	I98ba1fd8	Average number of hours spent on unpaid domestic and care work, by sex, age and location	S997d1fdb	Average number of hours spent on domestic chores and care work, by sex, age and location	SEX__AGE__URBANIZATION	M__Y25T44__R	Male, 25 to 44 years old, rural	100	
I.1	I98ba1fd8	Average number of hours spent on unpaid domestic and care work, by sex, age and location	S997d1fdb	Average number of hours spent on domestic chores and care work, by sex, age and location	SEX__AGE__URBANIZATION	M__Y25T44__U	Male, 25 to 44 years old, urban	100	
I.1	I98ba1fd8	Average number of hours spent on unpaid domestic and care work, by sex, age and location	S997d1fdb	Average number of hours spent on domestic chores and care work, by sex, age and location	SEX__AGE__URBANIZATION	M__Y35T44___T	Male, 35 to 44 years old, all areas	100	
I.1	I98ba1fd8	Average number of hours spent on unpaid domestic and care work, by sex, age and location	S997d1fdb	Average number of hours spent on domestic chores and care work, by sex, age and location	SEX__AGE__URBANIZATION	M__Y45T54___T	Male, 45 to 54 years old, all areas	100	
I.1	I98ba1fd8	Average number of hours spent on unpaid domestic and care work, by sex, age and location	S997d1fdb	Average number of hours spent on domestic chores and care work, by sex, age and location	SEX__AGE__URBANIZATION	M__Y45T54__R	Male, 45 to 54 years old, rural	100	
I.1	I98ba1fd8	Average number of hours spent on unpaid domestic and care work, by sex, age and location	S997d1fdb	Average number of hours spent on domestic chores and care work, by sex, age and location	SEX__AGE__URBANIZATION	M__Y45T54__U	Male, 45 to 54 years old, urban	100	
I.1	I98ba1fd8	Average number of hours spent on unpaid domestic and care work, by sex, age and location	S997d1fdb	Average number of hours spent on domestic chores and care work, by sex, age and location	SEX__AGE__URBANIZATION	M__Y45T64___T	Male, 45 to 64 years old, all areas	100	
I.1	I98ba1fd8	Average number of hours spent on unpaid domestic and care work, by sex, age and location	S997d1fdb	Average number of hours spent on domestic chores and care work, by sex, age and location	SEX__AGE__URBANIZATION	M__Y45T64__R	Male, 45 to 64 years old, rural	100	
I.1	I98ba1fd8	Average number of hours spent on unpaid domestic and care work, by sex, age and location	S997d1fdb	Average number of hours spent on domestic chores and care work, by sex, age and location	SEX__AGE__URBANIZATION	M__Y45T64__U	Male, 45 to 64 years old, urban	100	
I.1	I98ba1fd8	Average number of hours spent on unpaid domestic and care work, by sex, age and location	S997d1fdb	Average number of hours spent on domestic chores and care work, by sex, age and location	SEX__AGE__URBANIZATION	M__Y55T64___T	Male, 55 to 64 years old, all areas	100	
I.1	I98ba1fd8	Average number of hours spent on unpaid domestic and care work, by sex, age and location	S997d1fdb	Average number of hours spent on domestic chores and care work, by sex, age and location	SEX__AGE__URBANIZATION	M__Y55T64__R	Male, 55 to 64 years old, rural	100	
I.1	I98ba1fd8	Average number of hours spent on unpaid domestic and care work, by sex, age and location	S997d1fdb	Average number of hours spent on domestic chores and care work, by sex, age and location	SEX__AGE__URBANIZATION	M__Y55T64__U	Male, 55 to 64 years old, urban	100	
I.1	I98ba1fd8	Average number of hours spent on unpaid domestic and care work, by sex, age and location	S997d1fdb	Average number of hours spent on domestic chores and care work, by sex, age and location	SEX__AGE__URBANIZATION	M__Y65T74___T	Male, 65 to 74 years old, all areas	100	
I.1	I98ba1fd8	Average number of hours spent on unpaid domestic and care work, by sex, age and location	S997d1fdb	Average number of hours spent on domestic chores and care work, by sex, age and location	SEX__AGE__URBANIZATION	M__Y75T84___T	Male, 75 to 84 years old, all areas	100	
I.1	I98ba1fd8	Average number of hours spent on unpaid domestic and care work, by sex, age and location	Sc59d1d8b	Average number of hours spent on unpaid domestic chores, by sex, age and location	SEX__AGE__URBANIZATION	F___T___T	Female, all age ranges or no breakdown by age, all areas	200	
I.1	I98ba1fd8	Average number of hours spent on unpaid domestic and care work, by sex, age and location	Sc59d1d8b	Average number of hours spent on unpaid domestic chores, by sex, age and location	SEX__AGE__URBANIZATION	F__Y_GE05___T	Female, 5 years old and over, all areas	200	
I.1	I98ba1fd8	Average number of hours spent on unpaid domestic and care work, by sex, age and location	Sc59d1d8b	Average number of hours spent on unpaid domestic chores, by sex, age and location	SEX__AGE__URBANIZATION	F__Y_GE06___T	Female, 6 years old and over, all areas	200	
I.1	I98ba1fd8	Average number of hours spent on unpaid domestic and care work, by sex, age and location	Sc59d1d8b	Average number of hours spent on unpaid domestic chores, by sex, age and location	SEX__AGE__URBANIZATION	F__Y_GE10___T	Female, 10 years old and over, all areas	200	
I.1	I98ba1fd8	Average number of hours spent on unpaid domestic and care work, by sex, age and location	Sc59d1d8b	Average number of hours spent on unpaid domestic chores, by sex, age and location	SEX__AGE__URBANIZATION	F__Y_GE10__R	Female, 10 years old and over, rural	200	
I.1	I98ba1fd8	Average number of hours spent on unpaid domestic and care work, by sex, age and location	Sc59d1d8b	Average number of hours spent on unpaid domestic chores, by sex, age and location	SEX__AGE__URBANIZATION	F__Y_GE10__U	Female, 10 years old and over, urban	200	
I.1	I98ba1fd8	Average number of hours spent on unpaid domestic and care work, by sex, age and location	Sc59d1d8b	Average number of hours spent on unpaid domestic chores, by sex, age and location	SEX__AGE__URBANIZATION	F__Y_GE12___T	Female, 12 years old and over, all areas	200	1
I.1	I98ba1fd8	Average number of hours spent on unpaid domestic and care work, by sex, age and location	Sc59d1d8b	Average number of hours spent on unpaid domestic chores, by sex, age and location	SEX__AGE__URBANIZATION	F__Y_GE12__R	Female, 12 years old and over, rural	200	
I.1	I98ba1fd8	Average number of hours spent on unpaid domestic and care work, by sex, age and location	Sc59d1d8b	Average number of hours spent on unpaid domestic chores, by sex, age and location	SEX__AGE__URBANIZATION	F__Y_GE12__U	Female, 12 years old and over, urban	200	
I.1	I98ba1fd8	Average number of hours spent on unpaid domestic and care work, by sex, age and location	Sc59d1d8b	Average number of hours spent on unpaid domestic chores, by sex, age and location	SEX__AGE__URBANIZATION	F__Y_GE14___T	Female, 14 years old and over, all areas	200	
