INDICATOR_LABEL,INDICATOR_ID,INDICATOR_DESC,MINSET_SERIES,MINSET_SERIES_DESC,REF_AREA,REF_AREA_DESC,ISO3,X,Y,SDG_REGION,REPORTING_TYPE,REPORTING_TYPE_DESC,SOURCE_YEAR,UNIT_MEASURE,UNIT_MEASURE_DESC,TIME_PERIOD,OBS_VALUE___T__Y_GE25__AGG_5T8,OBS_VALUE__F__Y_GE25__AGG_5T8,OBS_VALUE__M__Y_GE25__AGG_5T8,NATURE___T__Y_GE25__AGG_5T8,NATURE__F__Y_GE25__AGG_5T8,NATURE__M__Y_GE25__AGG_5T8,isLatestValue___T__Y_GE25__AGG_5T8,isLatestValue__F__Y_GE25__AGG_5T8,isLatestValue__M__Y_GE25__AGG_5T8
II.12,229b17ac,Educational attainment of the population aged 25 and older by sex,56e81ed9,"Educational attainment (minimum tertiary) of the population aged 25 and older, by sex",100,Bulgaria,BGR,25.0,43.0,Europe and Northern America,G,Global,2017,PT,Percent,2015,18.81,96.62,100.0,C,C,C,True,True,True
II.12,229b17ac,Educational attainment of the population aged 25 and older by sex,56e81ed9,"Educational attainment (minimum tertiary) of the population aged 25 and older, by sex",108,Burundi,BDI,30.0,-3.5,Sub-Saharan Africa,G,Global,2017,PT,Percent,2014,67.3,56.87,44.02,C,C,C,True,True,True
II.12,229b17ac,Educational attainment of the population aged 25 and older by sex,56e81ed9,"Educational attainment (minimum tertiary) of the population aged 25 and older, by sex",112,Belarus,BLR,28.0,53.0,Europe and Northern America,G,Global,2017,PT,Percent,2009,6.8,35.04,97.33,C,C,C,True,True,True
II.12,229b17ac,Educational attainment of the population aged 25 and older by sex,56e81ed9,"Educational attainment (minimum tertiary) of the population aged 25 and older, by sex",116,Cambodia,KHM,105.0,13.0,Eastern and South-Eastern Asia,G,Global,2017,PT,Percent,2007,21.72,88.44,68.16,C,C,C,True,True,True
II.12,229b17ac,Educational attainment of the population aged 25 and older by sex,56e81ed9,"Educational attainment (minimum tertiary) of the population aged 25 and older, by sex",12,Algeria,DZA,3.0,28.0,Northern Africa and Western Asia,G,Global,2017,PT,Percent,2008,38.54,31.2,91.22,C,C,C,True,True,True
II.12,229b17ac,Educational attainment of the population aged 25 and older by sex,56e81ed9,"Educational attainment (minimum tertiary) of the population aged 25 and older, by sex",120,Cameroon,CMR,12.0,6.0,Sub-Saharan Africa,G,Global,2017,PT,Percent,2010,70.87,93.77,34.12,C,C,C,True,True,True
II.12,229b17ac,Educational attainment of the population aged 25 and older by sex,56e81ed9,"Educational attainment (minimum tertiary) of the population aged 25 and older, by sex",124,Canada,CAN,-95.0,60.0,Europe and Northern America,G,Global,2017,PT,Percent,2001,3.55,21.33,28.59,C,C,C,False,False,False
II.12,229b17ac,Educational attainment of the population aged 25 and older by sex,56e81ed9,"Educational attainment (minimum tertiary) of the population aged 25 and older, by sex",124,Canada,CAN,-95.0,60.0,Europe and Northern America,G,Global,2017,PT,Percent,2006,0.37,19.59,27.33,C,C,C,False,False,False
II.12,229b17ac,Educational attainment of the population aged 25 and older by sex,56e81ed9,"Educational attainment (minimum tertiary) of the population aged 25 and older, by sex",124,Canada,CAN,-95.0,60.0,Europe and Northern America,G,Global,2017,PT,Percent,2011,2.06,18.9,100.0,C,C,C,True,True,True
II.12,229b17ac,Educational attainment of the population aged 25 and older by sex,56e81ed9,"Educational attainment (minimum tertiary) of the population aged 25 and older, by sex",132,Cabo Verde,CPV,-24.0,16.0,Sub-Saharan Africa,G,Global,2017,PT,Percent,2015,70.22,85.71,38.31,C,C,C,True,True,True
II.12,229b17ac,Educational attainment of the population aged 25 and older by sex,56e81ed9,"Educational attainment (minimum tertiary) of the population aged 25 and older, by sex",136,Cayman Islands,CYM,-80.5,19.5,Latin America and the Caribbean,G,Global,2017,PT,Percent,2004,62.8,88.41,98.93,C,C,C,False,False,False
II.12,229b17ac,Educational attainment of the population aged 25 and older by sex,56e81ed9,"Educational attainment (minimum tertiary) of the population aged 25 and older, by sex",136,Cayman Islands,CYM,-80.5,19.5,Latin America and the Caribbean,G,Global,2017,PT,Percent,2005,62.8,85.03,99.11,C,C,C,False,False,False
II.12,229b17ac,Educational attainment of the population aged 25 and older by sex,56e81ed9,"Educational attainment (minimum tertiary) of the population aged 25 and older, by sex",136,Cayman Islands,CYM,-80.5,19.5,Latin America and the Caribbean,G,Global,2017,PT,Percent,2006,59.82,80.57,99.06,C,C,C,False,False,False
II.12,229b17ac,Educational attainment of the population aged 25 and older by sex,56e81ed9,"Educational attainment (minimum tertiary) of the population aged 25 and older, by sex",136,Cayman Islands,CYM,-80.5,19.5,Latin America and the Caribbean,G,Global,2017,PT,Percent,2007,57.95,30.41,99.18,C,C,C,False,False,False
II.12,229b17ac,Educational attainment of the population aged 25 and older by sex,56e81ed9,"Educational attainment (minimum tertiary) of the population aged 25 and older, by sex",136,Cayman Islands,CYM,-80.5,19.5,Latin America and the Caribbean,G,Global,2017,PT,Percent,2008,56.05,39.49,99.12,C,C,C,False,False,False
II.12,229b17ac,Educational attainment of the population aged 25 and older by sex,56e81ed9,"Educational attainment (minimum tertiary) of the population aged 25 and older, by sex",136,Cayman Islands,CYM,-80.5,19.5,Latin America and the Caribbean,G,Global,2017,PT,Percent,2014,55.28,7.62,99.11,C,C,C,False,False,False
II.12,229b17ac,Educational attainment of the population aged 25 and older by sex,56e81ed9,"Educational attainment (minimum tertiary) of the population aged 25 and older, by sex",136,Cayman Islands,CYM,-80.5,19.5,Latin America and the Caribbean,G,Global,2017,PT,Percent,2015,51.65,80.86,98.84,C,C,C,True,True,True
II.12,229b17ac,Educational attainment of the population aged 25 and older by sex,56e81ed9,"Educational attainment (minimum tertiary) of the population aged 25 and older, by sex",144,Sri Lanka,LKA,81.0,7.0,Central and Southern Asia,G,Global,2017,PT,Percent,2001,30.45,75.53,72.33,C,C,C,False,False,False
II.12,229b17ac,Educational attainment of the population aged 25 and older by sex,56e81ed9,"Educational attainment (minimum tertiary) of the population aged 25 and older, by sex",144,Sri Lanka,LKA,81.0,7.0,Central and Southern Asia,G,Global,2017,PT,Percent,2008,28.54,75.48,72.99,C,C,C,False,False,False
II.12,229b17ac,Educational attainment of the population aged 25 and older by sex,56e81ed9,"Educational attainment (minimum tertiary) of the population aged 25 and older, by sex",144,Sri Lanka,LKA,81.0,7.0,Central and Southern Asia,G,Global,2017,PT,Percent,2009,27.12,76.75,30.31,C,C,C,True,True,True
II.12,229b17ac,Educational attainment of the population aged 25 and older by sex,56e81ed9,"Educational attainment (minimum tertiary) of the population aged 25 and older, by sex",148,Chad,TCD,19.0,15.0,Sub-Saharan Africa,G,Global,2017,PT,Percent,2004,18.03,0.0,85.51,C,N,C,True,True,True
II.12,229b17ac,Educational attainment of the population aged 25 and older by sex,56e81ed9,"Educational attainment (minimum tertiary) of the population aged 25 and older, by sex",152,Chile,CHL,-71.0,-30.0,Latin America and the Caribbean,G,Global,2017,PT,Percent,2004,0.38,97.32,23.9,C,C,C,False,False,False
II.12,229b17ac,Educational attainment of the population aged 25 and older by sex,56e81ed9,"Educational attainment (minimum tertiary) of the population aged 25 and older, by sex",152,Chile,CHL,-71.0,-30.0,Latin America and the Caribbean,G,Global,2017,PT,Percent,2007,10.85,96.89,21.66,C,C,C,False,False,False
II.12,229b17ac,Educational attainment of the population aged 25 and older by sex,56e81ed9,"Educational attainment (minimum tertiary) of the population aged 25 and older, by sex",152,Chile,CHL,-71.0,-30.0,Latin America and the Caribbean,G,Global,2017,PT,Percent,2008,2.5,9.23,21.54,C,C,C,False,False,False
II.12,229b17ac,Educational attainment of the population aged 25 and older by sex,56e81ed9,"Educational attainment (minimum tertiary) of the population aged 25 and older, by sex",152,Chile,CHL,-71.0,-30.0,Latin America and the Caribbean,G,Global,2017,PT,Percent,2009,53.72,11.71,98.52,C,C,C,False,False,False
II.12,229b17ac,Educational attainment of the population aged 25 and older by sex,56e81ed9,"Educational attainment (minimum tertiary) of the population aged 25 and older, by sex",152,Chile,CHL,-71.0,-30.0,Latin America and the Caribbean,G,Global,2017,PT,Percent,2010,7.55,12.52,98.81,C,C,C,False,False,False
II.12,229b17ac,Educational attainment of the population aged 25 and older by sex,56e81ed9,"Educational attainment (minimum tertiary) of the population aged 25 and older, by sex",152,Chile,CHL,-71.0,-30.0,Latin America and the Caribbean,G,Global,2017,PT,Percent,2011,26.54,13.46,98.77,C,C,C,False,False,False
II.12,229b17ac,Educational attainment of the population aged 25 and older by sex,56e81ed9,"Educational attainment (minimum tertiary) of the population aged 25 and older, by sex",152,Chile,CHL,-71.0,-30.0,Latin America and the Caribbean,G,Global,2017,PT,Percent,2013,16.13,89.43,23.77,C,C,C,True,True,True
II.12,229b17ac,Educational attainment of the population aged 25 and older by sex,56e81ed9,"Educational attainment (minimum tertiary) of the population aged 25 and older, by sex",156,China,CHN,105.0,35.0,Eastern and South-Eastern Asia,G,Global,2017,PT,Percent,2010,23.58,54.64,67.46,C,C,C,True,True,True
II.12,229b17ac,Educational attainment of the population aged 25 and older by sex,56e81ed9,"Educational attainment (minimum tertiary) of the population aged 25 and older, by sex",170,Colombia,COL,-72.0,4.0,Latin America and the Caribbean,G,Global,2017,PT,Percent,2004,0.96,48.43,86.2,C,C,C,False,False,False
II.12,229b17ac,Educational attainment of the population aged 25 and older by sex,56e81ed9,"Educational attainment (minimum tertiary) of the population aged 25 and older, by sex",170,Colombia,COL,-72.0,4.0,Latin America and the Caribbean,G,Global,2017,PT,Percent,2005,17.81,46.15,0.0,C,C,N,False,False,False
II.12,229b17ac,Educational attainment of the population aged 25 and older by sex,56e81ed9,"Educational attainment (minimum tertiary) of the population aged 25 and older, by sex",170,Colombia,COL,-72.0,4.0,Latin America and the Caribbean,G,Global,2017,PT,Percent,2006,36.65,9.23,0.0,C,C,N,False,False,False
II.12,229b17ac,Educational attainment of the population aged 25 and older by sex,56e81ed9,"Educational attainment (minimum tertiary) of the population aged 25 and older, by sex",170,Colombia,COL,-72.0,4.0,Latin America and the Caribbean,G,Global,2017,PT,Percent,2007,1.39,11.71,25.74,C,C,C,False,False,False
II.12,229b17ac,Educational attainment of the population aged 25 and older by sex,56e81ed9,"Educational attainment (minimum tertiary) of the population aged 25 and older, by sex",170,Colombia,COL,-72.0,4.0,Latin America and the Caribbean,G,Global,2017,PT,Percent,2008,1.53,1.41,25.25,C,C,C,False,False,False
II.12,229b17ac,Educational attainment of the population aged 25 and older by sex,56e81ed9,"Educational attainment (minimum tertiary) of the population aged 25 and older, by sex",170,Colombia,COL,-72.0,4.0,Latin America and the Caribbean,G,Global,2017,PT,Percent,2009,1.21,13.46,25.44,C,C,C,False,False,False
II.12,229b17ac,Educational attainment of the population aged 25 and older by sex,56e81ed9,"Educational attainment (minimum tertiary) of the population aged 25 and older, by sex",170,Colombia,COL,-72.0,4.0,Latin America and the Caribbean,G,Global,2017,PT,Percent,2010,0.0,94.85,24.22,C,C,C,False,False,False
II.12,229b17ac,Educational attainment of the population aged 25 and older by sex,56e81ed9,"Educational attainment (minimum tertiary) of the population aged 25 and older, by sex",170,Colombia,COL,-72.0,4.0,Latin America and the Caribbean,G,Global,2017,PT,Percent,2011,8.21,94.96,23.65,C,C,C,True,True,True
II.12,229b17ac,Educational attainment of the population aged 25 and older by sex,56e81ed9,"Educational attainment (minimum tertiary) of the population aged 25 and older, by sex",180,Democratic Republic of the Congo,COD,25.0,0.0,Sub-Saharan Africa,G,Global,2017,PT,Percent,2013,21.07,98.7,84.97,C,C,C,False,False,False
II.12,229b17ac,Educational attainment of the population aged 25 and older by sex,56e81ed9,"Educational attainment (minimum tertiary) of the population aged 25 and older, by sex",180,Democratic Republic of the Congo,COD,25.0,0.0,Sub-Saharan Africa,G,Global,2017,PT,Percent,2016,19.41,8.15,86.94,C,C,C,True,True,True
II.12,229b17ac,Educational attainment of the population aged 25 and older by sex,56e81ed9,"Educational attainment (minimum tertiary) of the population aged 25 and older, by sex",184,Cook Islands,COK,-159.7666667,-21.23333333,"Oceania, exc. Australia and New Zealand",G,Global,2017,PT,Percent,1971,6.59,21.83,27.29,C,C,C,True,True,True
II.12,229b17ac,Educational attainment of the population aged 25 and older by sex,56e81ed9,"Educational attainment (minimum tertiary) of the population aged 25 and older, by sex",188,Costa Rica,CRI,-84.0,10.0,Latin America and the Caribbean,G,Global,2017,PT,Percent,2007,16.93,73.33,78.69,C,C,C,False,False,False
II.12,229b17ac,Educational attainment of the population aged 25 and older by sex,56e81ed9,"Educational attainment (minimum tertiary) of the population aged 25 and older, by sex",188,Costa Rica,CRI,-84.0,10.0,Latin America and the Caribbean,G,Global,2017,PT,Percent,2008,22.92,73.66,81.38,C,C,C,False,False,False
II.12,229b17ac,Educational attainment of the population aged 25 and older by sex,56e81ed9,"Educational attainment (minimum tertiary) of the population aged 25 and older, by sex",188,Costa Rica,CRI,-84.0,10.0,Latin America and the Caribbean,G,Global,2017,PT,Percent,2009,23.23,49.66,82.47,C,C,C,False,False,False
II.12,229b17ac,Educational attainment of the population aged 25 and older by sex,56e81ed9,"Educational attainment (minimum tertiary) of the population aged 25 and older, by sex",188,Costa Rica,CRI,-84.0,10.0,Latin America and the Caribbean,G,Global,2017,PT,Percent,2010,7.1,43.86,83.59,C,C,C,False,False,False
II.12,229b17ac,Educational attainment of the population aged 25 and older by sex,56e81ed9,"Educational attainment (minimum tertiary) of the population aged 25 and older, by sex",188,Costa Rica,CRI,-84.0,10.0,Latin America and the Caribbean,G,Global,2017,PT,Percent,2011,6.22,51.46,84.87,C,C,C,False,False,False
II.12,229b17ac,Educational attainment of the population aged 25 and older by sex,56e81ed9,"Educational attainment (minimum tertiary) of the population aged 25 and older, by sex",188,Costa Rica,CRI,-84.0,10.0,Latin America and the Caribbean,G,Global,2017,PT,Percent,2012,3.04,41.8,84.55,C,C,C,False,False,False
II.12,229b17ac,Educational attainment of the population aged 25 and older by sex,56e81ed9,"Educational attainment (minimum tertiary) of the population aged 25 and older, by sex",188,Costa Rica,CRI,-84.0,10.0,Latin America and the Caribbean,G,Global,2017,PT,Percent,2014,3.31,42.07,85.12,C,C,C,False,False,False
II.12,229b17ac,Educational attainment of the population aged 25 and older by sex,56e81ed9,"Educational attainment (minimum tertiary) of the population aged 25 and older, by sex",188,Costa Rica,CRI,-84.0,10.0,Latin America and the Caribbean,G,Global,2017,PT,Percent,2015,0.1,44.99,85.69,C,C,C,True,True,True
II.12,229b17ac,Educational attainment of the population aged 25 and older by sex,56e81ed9,"Educational attainment (minimum tertiary) of the population aged 25 and older, by sex",191,Croatia,HRV,15.5,45.16666666,Europe and Northern America,G,Global,2017,PT,Percent,2001,5.13,24.67,29.63,C,C,C,False,False,False
II.12,229b17ac,Educational attainment of the population aged 25 and older by sex,56e81ed9,"Educational attainment (minimum tertiary) of the population aged 25 and older, by sex",191,Croatia,HRV,15.5,45.16666666,Europe and Northern America,G,Global,2017,PT,Percent,2011,0.77,23.33,29.49,C,C,C,True,True,True
II.12,229b17ac,Educational attainment of the population aged 25 and older by sex,56e81ed9,"Educational attainment (minimum tertiary) of the population aged 25 and older, by sex",192,Cuba,CUB,-80.0,21.5,Latin America and the Caribbean,G,Global,2017,PT,Percent,2002,6.41,31.97,77.64,C,C,C,False,False,False
II.12,229b17ac,Educational attainment of the population aged 25 and older by sex,56e81ed9,"Educational attainment (minimum tertiary) of the population aged 25 and older, by sex",192,Cuba,CUB,-80.0,21.5,Latin America and the Caribbean,G,Global,2017,PT,Percent,2012,6.97,32.17,77.18,C,C,C,True,True,True
II.12,229b17ac,Educational attainment of the population aged 25 and older by sex,56e81ed9,"Educational attainment (minimum tertiary) of the population aged 25 and older, by sex",196,Cyprus,CYP,33.0,35.0,Northern Africa and Western Asia,G,Global,2017,PT,Percent,2004,30.99,27.27,98.63,C,C,C,False,False,False
II.12,229b17ac,Educational attainment of the population aged 25 and older by sex,56e81ed9,"Educational attainment (minimum tertiary) of the population aged 25 and older, by sex",196,Cyprus,CYP,33.0,35.0,Northern Africa and Western Asia,G,Global,2017,PT,Percent,2005,32.3,32.99,98.29,C,C,C,False,False,False
II.12,229b17ac,Educational attainment of the population aged 25 and older by sex,56e81ed9,"Educational attainment (minimum tertiary) of the population aged 25 and older, by sex",196,Cyprus,CYP,33.0,35.0,Northern Africa and Western Asia,G,Global,2017,PT,Percent,2006,32.86,99.5,98.37,C,C,C,False,False,False
II.12,229b17ac,Educational attainment of the population aged 25 and older by sex,56e81ed9,"Educational attainment (minimum tertiary) of the population aged 25 and older, by sex",196,Cyprus,CYP,33.0,35.0,Northern Africa and Western Asia,G,Global,2017,PT,Percent,2007,33.91,8.61,98.4,C,C,C,False,False,False
II.12,229b17ac,Educational attainment of the population aged 25 and older by sex,56e81ed9,"Educational attainment (minimum tertiary) of the population aged 25 and older, by sex",196,Cyprus,CYP,33.0,35.0,Northern Africa and Western Asia,G,Global,2017,PT,Percent,2008,35.83,19.26,98.39,C,C,C,False,False,False
II.12,229b17ac,Educational attainment of the population aged 25 and older by sex,56e81ed9,"Educational attainment (minimum tertiary) of the population aged 25 and older, by sex",196,Cyprus,CYP,33.0,35.0,Northern Africa and Western Asia,G,Global,2017,PT,Percent,2009,37.26,51.24,98.45,C,C,C,False,False,False
II.12,229b17ac,Educational attainment of the population aged 25 and older by sex,56e81ed9,"Educational attainment (minimum tertiary) of the population aged 25 and older, by sex",196,Cyprus,CYP,33.0,35.0,Northern Africa and Western Asia,G,Global,2017,PT,Percent,2010,38.46,47.3,98.76,C,C,C,False,False,False
II.12,229b17ac,Educational attainment of the population aged 25 and older by sex,56e81ed9,"Educational attainment (minimum tertiary) of the population aged 25 and older, by sex",196,Cyprus,CYP,33.0,35.0,Northern Africa and Western Asia,G,Global,2017,PT,Percent,2011,38.77,91.33,98.72,C,C,C,False,False,False
II.12,229b17ac,Educational attainment of the population aged 25 and older by sex,56e81ed9,"Educational attainment (minimum tertiary) of the population aged 25 and older, by sex",196,Cyprus,CYP,33.0,35.0,Northern Africa and Western Asia,G,Global,2017,PT,Percent,2012,42.8,79.96,98.64,C,C,C,False,False,False
II.12,229b17ac,Educational attainment of the population aged 25 and older by sex,56e81ed9,"Educational attainment (minimum tertiary) of the population aged 25 and older, by sex",196,Cyprus,CYP,33.0,35.0,Northern Africa and Western Asia,G,Global,2017,PT,Percent,2013,37.46,51.18,33.33,C,C,C,False,False,False
II.12,229b17ac,Educational attainment of the population aged 25 and older by sex,56e81ed9,"Educational attainment (minimum tertiary) of the population aged 25 and older, by sex",196,Cyprus,CYP,33.0,35.0,Northern Africa and Western Asia,G,Global,2017,PT,Percent,2014,35.61,17.43,32.91,C,C,C,False,False,False
II.12,229b17ac,Educational attainment of the population aged 25 and older by sex,56e81ed9,"Educational attainment (minimum tertiary) of the population aged 25 and older, by sex",196,Cyprus,CYP,33.0,35.0,Northern Africa and Western Asia,G,Global,2017,PT,Percent,2015,41.29,60.17,33.04,C,C,C,True,True,True
II.12,229b17ac,Educational attainment of the population aged 25 and older by sex,56e81ed9,"Educational attainment (minimum tertiary) of the population aged 25 and older, by sex",20,Andorra,AND,1.5,42.5,Europe and Northern America,G,Global,2017,PT,Percent,2003,87.73,10.0,60.71,C,C,C,False,False,False
II.12,229b17ac,Educational attainment of the population aged 25 and older by sex,56e81ed9,"Educational attainment (minimum tertiary) of the population aged 25 and older, by sex",20,Andorra,AND,1.5,42.5,Europe and Northern America,G,Global,2017,PT,Percent,2004,37.9,72.38,63.18,C,C,C,False,False,False
II.12,229b17ac,Educational attainment of the population aged 25 and older by sex,56e81ed9,"Educational attainment (minimum tertiary) of the population aged 25 and older, by sex",20,Andorra,AND,1.5,42.5,Europe and Northern America,G,Global,2017,PT,Percent,2005,98.45,1.48,63.91,C,C,C,False,False,False
II.12,229b17ac,Educational attainment of the population aged 25 and older by sex,56e81ed9,"Educational attainment (minimum tertiary) of the population aged 25 and older, by sex",20,Andorra,AND,1.5,42.5,Europe and Northern America,G,Global,2017,PT,Percent,2006,41.51,5.4,64.62,C,C,C,False,False,False
II.12,229b17ac,Educational attainment of the population aged 25 and older by sex,56e81ed9,"Educational attainment (minimum tertiary) of the population aged 25 and older, by sex",20,Andorra,AND,1.5,42.5,Europe and Northern America,G,Global,2017,PT,Percent,2014,37.9,8.92,72.44,C,C,C,False,False,False
II.12,229b17ac,Educational attainment of the population aged 25 and older by sex,56e81ed9,"Educational attainment (minimum tertiary) of the population aged 25 and older, by sex",20,Andorra,AND,1.5,42.5,Europe and Northern America,G,Global,2017,PT,Percent,2015,29.53,25.37,59.8,C,C,C,True,True,True
II.12,229b17ac,Educational attainment of the population aged 25 and older by sex,56e81ed9,"Educational attainment (minimum tertiary) of the population aged 25 and older, by sex",203,Czechia,CZE,15.5,49.75,Europe and Northern America,G,Global,2017,PT,Percent,2006,47.26,84.52,28.61,C,C,C,False,False,False
II.12,229b17ac,Educational attainment of the population aged 25 and older by sex,56e81ed9,"Educational attainment (minimum tertiary) of the population aged 25 and older, by sex",203,Czechia,CZE,15.5,49.75,Europe and Northern America,G,Global,2017,PT,Percent,2007,1.01,81.95,27.71,C,C,C,False,False,False
II.12,229b17ac,Educational attainment of the population aged 25 and older by sex,56e81ed9,"Educational attainment (minimum tertiary) of the population aged 25 and older, by sex",203,Czechia,CZE,15.5,49.75,Europe and Northern America,G,Global,2017,PT,Percent,2008,38.0,77.09,26.49,C,C,C,False,False,False
II.12,229b17ac,Educational attainment of the population aged 25 and older by sex,56e81ed9,"Educational attainment (minimum tertiary) of the population aged 25 and older, by sex",203,Czechia,CZE,15.5,49.75,Europe and Northern America,G,Global,2017,PT,Percent,2009,0.0,79.47,25.84,N,C,C,False,False,False
II.12,229b17ac,Educational attainment of the population aged 25 and older by sex,56e81ed9,"Educational attainment (minimum tertiary) of the population aged 25 and older, by sex",203,Czechia,CZE,15.5,49.75,Europe and Northern America,G,Global,2017,PT,Percent,2010,90.34,80.8,25.29,C,C,C,False,False,False
II.12,229b17ac,Educational attainment of the population aged 25 and older by sex,56e81ed9,"Educational attainment (minimum tertiary) of the population aged 25 and older, by sex",203,Czechia,CZE,15.5,49.75,Europe and Northern America,G,Global,2017,PT,Percent,2011,0.51,76.44,25.03,C,C,C,False,False,False
II.12,229b17ac,Educational attainment of the population aged 25 and older by sex,56e81ed9,"Educational attainment (minimum tertiary) of the population aged 25 and older, by sex",203,Czechia,CZE,15.5,49.75,Europe and Northern America,G,Global,2017,PT,Percent,2012,22.17,76.14,16.96,C,C,C,False,False,False
II.12,229b17ac,Educational attainment of the population aged 25 and older by sex,56e81ed9,"Educational attainment (minimum tertiary) of the population aged 25 and older, by sex",203,Czechia,CZE,15.5,49.75,Europe and Northern America,G,Global,2017,PT,Percent,2013,1.88,76.47,11.6,C,C,C,False,False,False
II.12,229b17ac,Educational attainment of the population aged 25 and older by sex,56e81ed9,"Educational attainment (minimum tertiary) of the population aged 25 and older, by sex",203,Czechia,CZE,15.5,49.75,Europe and Northern America,G,Global,2017,PT,Percent,2014,59.38,69.52,53.44,C,C,C,False,False,False
II.12,229b17ac,Educational attainment of the population aged 25 and older by sex,56e81ed9,"Educational attainment (minimum tertiary) of the population aged 25 and older, by sex",203,Czechia,CZE,15.5,49.75,Europe and Northern America,G,Global,2017,PT,Percent,2015,8.12,77.34,52.22,C,C,C,True,True,True
II.12,229b17ac,Educational attainment of the population aged 25 and older by sex,56e81ed9,"Educational attainment (minimum tertiary) of the population aged 25 and older, by sex",204,Benin,BEN,2.25,9.5,Sub-Saharan Africa,G,Global,2017,PT,Percent,2002,34.15,79.71,75.43,C,C,C,True,True,True
II.12,229b17ac,Educational attainment of the population aged 25 and older by sex,56e81ed9,"Educational attainment (minimum tertiary) of the population aged 25 and older, by sex",208,Denmark,DNK,10.0,56.0,Europe and Northern America,G,Global,2017,PT,Percent,2003,2.3,61.37,87.84,C,C,C,False,False,False
II.12,229b17ac,Educational attainment of the population aged 25 and older by sex,56e81ed9,"Educational attainment (minimum tertiary) of the population aged 25 and older, by sex",208,Denmark,DNK,10.0,56.0,Europe and Northern America,G,Global,2017,PT,Percent,2004,0.99,63.19,88.39,C,C,C,False,False,False
