INDICATOR_LABEL,INDICATOR_ID,INDICATOR_DESC,MINSET_SERIES,MINSET_SERIES_DESC,REF_AREA,REF_AREA_DESC,ISO3,X,Y,SDG_REGION,REPORTING_TYPE,REPORTING_TYPE_DESC,SOURCE_YEAR,UNIT_MEASURE,UNIT_MEASURE_DESC,TIME_PERIOD,OBS_VALUE__F,NATURE__F,isLatestValue__F
IV.5,5aac0815,Share of female judges,5aac0815,Share of female judges,12,Algeria,DZA,2.678164227,28.15940032,Northern Africa and Western Asia,G,Global,2019,PT,Percent,2015,43,C,True
IV.5,5aac0815,Share of female judges,5aac0815,Share of female judges,120,Cameroon,CMR,12.7419827,5.692387031,Sub-Saharan Africa,G,Global,2019,PT,Percent,2010,23,C,False
IV.5,5aac0815,Share of female judges,5aac0815,Share of female judges,120,Cameroon,CMR,12.7419827,5.692387031,Sub-Saharan Africa,G,Global,2019,PT,Percent,2011,23,C,False
IV.5,5aac0815,Share of female judges,5aac0815,Share of female judges,120,Cameroon,CMR,12.7419827,5.692387031,Sub-Saharan Africa,G,Global,2019,PT,Percent,2013,23,C,True
IV.5,5aac0815,Share of female judges,5aac0815,Share of female judges,132,Cabo Verde,CPV,-23.63544151,15.07791834,Sub-Saharan Africa,G,Global,2019,PT,Percent,2010,36,C,False
IV.5,5aac0815,Share of female judges,5aac0815,Share of female judges,132,Cabo Verde,CPV,-23.63544151,15.07791834,Sub-Saharan Africa,G,Global,2019,PT,Percent,2011,35,C,False
IV.5,5aac0815,Share of female judges,5aac0815,Share of female judges,132,Cabo Verde,CPV,-23.63544151,15.07791834,Sub-Saharan Africa,G,Global,2019,PT,Percent,2012,36,C,False
IV.5,5aac0815,Share of female judges,5aac0815,Share of female judges,132,Cabo Verde,CPV,-23.63544151,15.07791834,Sub-Saharan Africa,G,Global,2019,PT,Percent,2013,35,C,False
IV.5,5aac0815,Share of female judges,5aac0815,Share of female judges,132,Cabo Verde,CPV,-23.63544151,15.07791834,Sub-Saharan Africa,G,Global,2019,PT,Percent,2014,35,C,False
IV.5,5aac0815,Share of female judges,5aac0815,Share of female judges,132,Cabo Verde,CPV,-23.63544151,15.07791834,Sub-Saharan Africa,G,Global,2019,PT,Percent,2015,36,C,True
IV.5,5aac0815,Share of female judges,5aac0815,Share of female judges,152,Chile,CHL,-71.23029019,-35.2652885,Latin America and the Caribbean,G,Global,2019,PT,Percent,2011,59,C,False
IV.5,5aac0815,Share of female judges,5aac0815,Share of female judges,152,Chile,CHL,-71.23029019,-35.2652885,Latin America and the Caribbean,G,Global,2019,PT,Percent,2012,59,C,False
IV.5,5aac0815,Share of female judges,5aac0815,Share of female judges,152,Chile,CHL,-71.23029019,-35.2652885,Latin America and the Caribbean,G,Global,2019,PT,Percent,2013,59,C,False
IV.5,5aac0815,Share of female judges,5aac0815,Share of female judges,152,Chile,CHL,-71.23029019,-35.2652885,Latin America and the Caribbean,G,Global,2019,PT,Percent,2014,50,C,False
IV.5,5aac0815,Share of female judges,5aac0815,Share of female judges,152,Chile,CHL,-71.23029019,-35.2652885,Latin America and the Caribbean,G,Global,2019,PT,Percent,2015,51,C,False
IV.5,5aac0815,Share of female judges,5aac0815,Share of female judges,152,Chile,CHL,-71.23029019,-35.2652885,Latin America and the Caribbean,G,Global,2019,PT,Percent,2016,51,C,False
IV.5,5aac0815,Share of female judges,5aac0815,Share of female judges,152,Chile,CHL,-71.23029019,-35.2652885,Latin America and the Caribbean,G,Global,2019,PT,Percent,2017,51,C,True
IV.5,5aac0815,Share of female judges,5aac0815,Share of female judges,156,China,CHN,104.1403375,32.30955217,Eastern and South-Eastern Asia,G,Global,2019,PT,Percent,2010,26,C,False
IV.5,5aac0815,Share of female judges,5aac0815,Share of female judges,156,China,CHN,104.1403375,32.30955217,Eastern and South-Eastern Asia,G,Global,2019,PT,Percent,2012,28,C,False
IV.5,5aac0815,Share of female judges,5aac0815,Share of female judges,156,China,CHN,104.1403375,32.30955217,Eastern and South-Eastern Asia,G,Global,2019,PT,Percent,2013,29,C,False
IV.5,5aac0815,Share of female judges,5aac0815,Share of female judges,156,China,CHN,104.1403375,32.30955217,Eastern and South-Eastern Asia,G,Global,2019,PT,Percent,2014,31,C,False
IV.5,5aac0815,Share of female judges,5aac0815,Share of female judges,156,China,CHN,104.1403375,32.30955217,Eastern and South-Eastern Asia,G,Global,2019,PT,Percent,2015,31,C,False
IV.5,5aac0815,Share of female judges,5aac0815,Share of female judges,156,China,CHN,104.1403375,32.30955217,Eastern and South-Eastern Asia,G,Global,2019,PT,Percent,2016,34,C,False
IV.5,5aac0815,Share of female judges,5aac0815,Share of female judges,156,China,CHN,104.1403375,32.30955217,Eastern and South-Eastern Asia,G,Global,2019,PT,Percent,2017,33,C,True
IV.5,5aac0815,Share of female judges,5aac0815,Share of female judges,170,Colombia,COL,-73.07446751,3.888209046,Latin America and the Caribbean,G,Global,2019,PT,Percent,2017,44,C,True
IV.5,5aac0815,Share of female judges,5aac0815,Share of female judges,188,Costa Rica,CRI,-84.19712782,9.970998683,Latin America and the Caribbean,G,Global,2019,PT,Percent,2006,49,C,False
IV.5,5aac0815,Share of female judges,5aac0815,Share of female judges,188,Costa Rica,CRI,-84.19712782,9.970998683,Latin America and the Caribbean,G,Global,2019,PT,Percent,2007,49,C,False
IV.5,5aac0815,Share of female judges,5aac0815,Share of female judges,188,Costa Rica,CRI,-84.19712782,9.970998683,Latin America and the Caribbean,G,Global,2019,PT,Percent,2008,51,C,False
IV.5,5aac0815,Share of female judges,5aac0815,Share of female judges,188,Costa Rica,CRI,-84.19712782,9.970998683,Latin America and the Caribbean,G,Global,2019,PT,Percent,2009,50,C,False
IV.5,5aac0815,Share of female judges,5aac0815,Share of female judges,188,Costa Rica,CRI,-84.19712782,9.970998683,Latin America and the Caribbean,G,Global,2019,PT,Percent,2010,51,C,False
IV.5,5aac0815,Share of female judges,5aac0815,Share of female judges,188,Costa Rica,CRI,-84.19712782,9.970998683,Latin America and the Caribbean,G,Global,2019,PT,Percent,2011,50,C,False
IV.5,5aac0815,Share of female judges,5aac0815,Share of female judges,188,Costa Rica,CRI,-84.19712782,9.970998683,Latin America and the Caribbean,G,Global,2019,PT,Percent,2012,52,C,False
IV.5,5aac0815,Share of female judges,5aac0815,Share of female judges,188,Costa Rica,CRI,-84.19712782,9.970998683,Latin America and the Caribbean,G,Global,2019,PT,Percent,2013,53,C,False
IV.5,5aac0815,Share of female judges,5aac0815,Share of female judges,188,Costa Rica,CRI,-84.19712782,9.970998683,Latin America and the Caribbean,G,Global,2019,PT,Percent,2014,52,C,True
IV.5,5aac0815,Share of female judges,5aac0815,Share of female judges,191,Croatia,HRV,17.95874553,45.45172212,Europe and Northern America,G,Global,2019,PT,Percent,2004,63,C,False
IV.5,5aac0815,Share of female judges,5aac0815,Share of female judges,191,Croatia,HRV,17.95874553,45.45172212,Europe and Northern America,G,Global,2019,PT,Percent,2005,63,C,False
IV.5,5aac0815,Share of female judges,5aac0815,Share of female judges,191,Croatia,HRV,17.95874553,45.45172212,Europe and Northern America,G,Global,2019,PT,Percent,2006,65,C,False
IV.5,5aac0815,Share of female judges,5aac0815,Share of female judges,191,Croatia,HRV,17.95874553,45.45172212,Europe and Northern America,G,Global,2019,PT,Percent,2007,66,C,False
IV.5,5aac0815,Share of female judges,5aac0815,Share of female judges,191,Croatia,HRV,17.95874553,45.45172212,Europe and Northern America,G,Global,2019,PT,Percent,2008,66,C,False
IV.5,5aac0815,Share of female judges,5aac0815,Share of female judges,191,Croatia,HRV,17.95874553,45.45172212,Europe and Northern America,G,Global,2019,PT,Percent,2009,66,C,False
IV.5,5aac0815,Share of female judges,5aac0815,Share of female judges,191,Croatia,HRV,17.95874553,45.45172212,Europe and Northern America,G,Global,2019,PT,Percent,2010,67,C,False
IV.5,5aac0815,Share of female judges,5aac0815,Share of female judges,191,Croatia,HRV,17.95874553,45.45172212,Europe and Northern America,G,Global,2019,PT,Percent,2011,68,C,False
IV.5,5aac0815,Share of female judges,5aac0815,Share of female judges,191,Croatia,HRV,17.95874553,45.45172212,Europe and Northern America,G,Global,2019,PT,Percent,2012,69,C,False
IV.5,5aac0815,Share of female judges,5aac0815,Share of female judges,191,Croatia,HRV,17.95874553,45.45172212,Europe and Northern America,G,Global,2019,PT,Percent,2013,69,C,False
IV.5,5aac0815,Share of female judges,5aac0815,Share of female judges,191,Croatia,HRV,17.95874553,45.45172212,Europe and Northern America,G,Global,2019,PT,Percent,2014,69,C,False
IV.5,5aac0815,Share of female judges,5aac0815,Share of female judges,191,Croatia,HRV,17.95874553,45.45172212,Europe and Northern America,G,Global,2019,PT,Percent,2015,70,C,False
IV.5,5aac0815,Share of female judges,5aac0815,Share of female judges,191,Croatia,HRV,17.95874553,45.45172212,Europe and Northern America,G,Global,2019,PT,Percent,2017,71,C,True
IV.5,5aac0815,Share of female judges,5aac0815,Share of female judges,196,Cyprus,CYP,33.22285964,35.05659437,Northern Africa and Western Asia,G,Global,2019,PT,Percent,2008,35,C,False
IV.5,5aac0815,Share of female judges,5aac0815,Share of female judges,196,Cyprus,CYP,33.22285964,35.05659437,Northern Africa and Western Asia,G,Global,2019,PT,Percent,2009,40,C,False
IV.5,5aac0815,Share of female judges,5aac0815,Share of female judges,196,Cyprus,CYP,33.22285964,35.05659437,Northern Africa and Western Asia,G,Global,2019,PT,Percent,2010,42,C,False
IV.5,5aac0815,Share of female judges,5aac0815,Share of female judges,196,Cyprus,CYP,33.22285964,35.05659437,Northern Africa and Western Asia,G,Global,2019,PT,Percent,2011,41,C,False
IV.5,5aac0815,Share of female judges,5aac0815,Share of female judges,196,Cyprus,CYP,33.22285964,35.05659437,Northern Africa and Western Asia,G,Global,2019,PT,Percent,2012,45,C,False
IV.5,5aac0815,Share of female judges,5aac0815,Share of female judges,196,Cyprus,CYP,33.22285964,35.05659437,Northern Africa and Western Asia,G,Global,2019,PT,Percent,2013,46,C,False
IV.5,5aac0815,Share of female judges,5aac0815,Share of female judges,196,Cyprus,CYP,33.22285964,35.05659437,Northern Africa and Western Asia,G,Global,2019,PT,Percent,2014,47,C,False
IV.5,5aac0815,Share of female judges,5aac0815,Share of female judges,196,Cyprus,CYP,33.22285964,35.05659437,Northern Africa and Western Asia,G,Global,2019,PT,Percent,2015,47,C,False
IV.5,5aac0815,Share of female judges,5aac0815,Share of female judges,196,Cyprus,CYP,33.22285964,35.05659437,Northern Africa and Western Asia,G,Global,2019,PT,Percent,2016,47,C,False
IV.5,5aac0815,Share of female judges,5aac0815,Share of female judges,196,Cyprus,CYP,33.22285964,35.05659437,Northern Africa and Western Asia,G,Global,2019,PT,Percent,2017,50,C,True
IV.5,5aac0815,Share of female judges,5aac0815,Share of female judges,20,Andorra,AND,1.576257417,42.54548611,Europe and Northern America,G,Global,2019,PT,Percent,2008,40,C,False
IV.5,5aac0815,Share of female judges,5aac0815,Share of female judges,20,Andorra,AND,1.576257417,42.54548611,Europe and Northern America,G,Global,2019,PT,Percent,2009,36,C,False
IV.5,5aac0815,Share of female judges,5aac0815,Share of female judges,20,Andorra,AND,1.576257417,42.54548611,Europe and Northern America,G,Global,2019,PT,Percent,2010,38,C,False
IV.5,5aac0815,Share of female judges,5aac0815,Share of female judges,20,Andorra,AND,1.576257417,42.54548611,Europe and Northern America,G,Global,2019,PT,Percent,2011,38,C,False
IV.5,5aac0815,Share of female judges,5aac0815,Share of female judges,20,Andorra,AND,1.576257417,42.54548611,Europe and Northern America,G,Global,2019,PT,Percent,2012,46,C,False
IV.5,5aac0815,Share of female judges,5aac0815,Share of female judges,20,Andorra,AND,1.576257417,42.54548611,Europe and Northern America,G,Global,2019,PT,Percent,2013,46,C,False
IV.5,5aac0815,Share of female judges,5aac0815,Share of female judges,20,Andorra,AND,1.576257417,42.54548611,Europe and Northern America,G,Global,2019,PT,Percent,2014,48,C,False
IV.5,5aac0815,Share of female judges,5aac0815,Share of female judges,20,Andorra,AND,1.576257417,42.54548611,Europe and Northern America,G,Global,2019,PT,Percent,2015,50,C,True
IV.5,5aac0815,Share of female judges,5aac0815,Share of female judges,203,Czechia,CZE,15.33151382,49.73913871,Europe and Northern America,G,Global,2019,PT,Percent,2009,62,C,False
IV.5,5aac0815,Share of female judges,5aac0815,Share of female judges,203,Czechia,CZE,15.33151382,49.73913871,Europe and Northern America,G,Global,2019,PT,Percent,2010,61,C,False
IV.5,5aac0815,Share of female judges,5aac0815,Share of female judges,203,Czechia,CZE,15.33151382,49.73913871,Europe and Northern America,G,Global,2019,PT,Percent,2011,61,C,False
IV.5,5aac0815,Share of female judges,5aac0815,Share of female judges,203,Czechia,CZE,15.33151382,49.73913871,Europe and Northern America,G,Global,2019,PT,Percent,2012,61,C,False
IV.5,5aac0815,Share of female judges,5aac0815,Share of female judges,203,Czechia,CZE,15.33151382,49.73913871,Europe and Northern America,G,Global,2019,PT,Percent,2013,61,C,True
IV.5,5aac0815,Share of female judges,5aac0815,Share of female judges,208,Denmark,DNK,9.326571283,56.03829721,Europe and Northern America,G,Global,2019,PT,Percent,2008,58,C,False
IV.5,5aac0815,Share of female judges,5aac0815,Share of female judges,208,Denmark,DNK,9.326571283,56.03829721,Europe and Northern America,G,Global,2019,PT,Percent,2009,59,C,False
IV.5,5aac0815,Share of female judges,5aac0815,Share of female judges,208,Denmark,DNK,9.326571283,56.03829721,Europe and Northern America,G,Global,2019,PT,Percent,2010,58,C,False
IV.5,5aac0815,Share of female judges,5aac0815,Share of female judges,208,Denmark,DNK,9.326571283,56.03829721,Europe and Northern America,G,Global,2019,PT,Percent,2011,57,C,False
IV.5,5aac0815,Share of female judges,5aac0815,Share of female judges,208,Denmark,DNK,9.326571283,56.03829721,Europe and Northern America,G,Global,2019,PT,Percent,2012,59,C,False
IV.5,5aac0815,Share of female judges,5aac0815,Share of female judges,208,Denmark,DNK,9.326571283,56.03829721,Europe and Northern America,G,Global,2019,PT,Percent,2013,58,C,False
IV.5,5aac0815,Share of female judges,5aac0815,Share of female judges,208,Denmark,DNK,9.326571283,56.03829721,Europe and Northern America,G,Global,2019,PT,Percent,2014,58,C,False
IV.5,5aac0815,Share of female judges,5aac0815,Share of female judges,208,Denmark,DNK,9.326571283,56.03829721,Europe and Northern America,G,Global,2019,PT,Percent,2015,56,C,False
IV.5,5aac0815,Share of female judges,5aac0815,Share of female judges,208,Denmark,DNK,9.326571283,56.03829721,Europe and Northern America,G,Global,2019,PT,Percent,2016,58,C,False
IV.5,5aac0815,Share of female judges,5aac0815,Share of female judges,208,Denmark,DNK,9.326571283,56.03829721,Europe and Northern America,G,Global,2019,PT,Percent,2017,59,C,True
IV.5,5aac0815,Share of female judges,5aac0815,Share of female judges,212,Dominica,DMA,-61.3493756,15.43391378,Latin America and the Caribbean,G,Global,2019,PT,Percent,2014,50,C,False
IV.5,5aac0815,Share of female judges,5aac0815,Share of female judges,212,Dominica,DMA,-61.3493756,15.43391378,Latin America and the Caribbean,G,Global,2019,PT,Percent,2015,50,C,False
IV.5,5aac0815,Share of female judges,5aac0815,Share of female judges,212,Dominica,DMA,-61.3493756,15.43391378,Latin America and the Caribbean,G,Global,2019,PT,Percent,2016,100,C,False
IV.5,5aac0815,Share of female judges,5aac0815,Share of female judges,212,Dominica,DMA,-61.3493756,15.43391378,Latin America and the Caribbean,G,Global,2019,PT,Percent,2017,100,C,True
IV.5,5aac0815,Share of female judges,5aac0815,Share of female judges,214,Dominican Republic,DOM,-70.49847576,18.89832088,Latin America and the Caribbean,G,Global,2019,PT,Percent,2006,45,C,False
IV.5,5aac0815,Share of female judges,5aac0815,Share of female judges,214,Dominican Republic,DOM,-70.49847576,18.89832088,Latin America and the Caribbean,G,Global,2019,PT,Percent,2007,45,C,False
IV.5,5aac0815,Share of female judges,5aac0815,Share of female judges,214,Dominican Republic,DOM,-70.49847576,18.89832088,Latin America and the Caribbean,G,Global,2019,PT,Percent,2008,47,C,False
IV.5,5aac0815,Share of female judges,5aac0815,Share of female judges,214,Dominican Republic,DOM,-70.49847576,18.89832088,Latin America and the Caribbean,G,Global,2019,PT,Percent,2009,49,C,False
IV.5,5aac0815,Share of female judges,5aac0815,Share of female judges,214,Dominican Republic,DOM,-70.49847576,18.89832088,Latin America and the Caribbean,G,Global,2019,PT,Percent,2010,50,C,False
IV.5,5aac0815,Share of female judges,5aac0815,Share of female judges,214,Dominican Republic,DOM,-70.49847576,18.89832088,Latin America and the Caribbean,G,Global,2019,PT,Percent,2011,51,C,True
IV.5,5aac0815,Share of female judges,5aac0815,Share of female judges,222,El Salvador,SLV,-88.86862995,13.73603564,Latin America and the Caribbean,G,Global,2019,PT,Percent,2006,45,C,False
IV.5,5aac0815,Share of female judges,5aac0815,Share of female judges,222,El Salvador,SLV,-88.86862995,13.73603564,Latin America and the Caribbean,G,Global,2019,PT,Percent,2007,45,C,False
IV.5,5aac0815,Share of female judges,5aac0815,Share of female judges,222,El Salvador,SLV,-88.86862995,13.73603564,Latin America and the Caribbean,G,Global,2019,PT,Percent,2008,45,C,False
IV.5,5aac0815,Share of female judges,5aac0815,Share of female judges,222,El Salvador,SLV,-88.86862995,13.73603564,Latin America and the Caribbean,G,Global,2019,PT,Percent,2009,46,C,False
IV.5,5aac0815,Share of female judges,5aac0815,Share of female judges,222,El Salvador,SLV,-88.86862995,13.73603564,Latin America and the Caribbean,G,Global,2019,PT,Percent,2010,47,C,False
IV.5,5aac0815,Share of female judges,5aac0815,Share of female judges,222,El Salvador,SLV,-88.86862995,13.73603564,Latin America and the Caribbean,G,Global,2019,PT,Percent,2011,46,C,False
IV.5,5aac0815,Share of female judges,5aac0815,Share of female judges,222,El Salvador,SLV,-88.86862995,13.73603564,Latin America and the Caribbean,G,Global,2019,PT,Percent,2012,46,C,False
IV.5,5aac0815,Share of female judges,5aac0815,Share of female judges,222,El Salvador,SLV,-88.86862995,13.73603564,Latin America and the Caribbean,G,Global,2019,PT,Percent,2013,46,C,False
IV.5,5aac0815,Share of female judges,5aac0815,Share of female judges,222,El Salvador,SLV,-88.86862995,13.73603564,Latin America and the Caribbean,G,Global,2019,PT,Percent,2014,46,C,False
IV.5,5aac0815,Share of female judges,5aac0815,Share of female judges,222,El Salvador,SLV,-88.86862995,13.73603564,Latin America and the Caribbean,G,Global,2019,PT,Percent,2015,47,C,True
IV.5,5aac0815,Share of female judges,5aac0815,Share of female judges,234,Faroe Islands,FRO,-7.122044325,62.21228119,Europe and Northern America,G,Global,2019,PT,Percent,2014,50,C,True
IV.5,5aac0815,Share of female judges,5aac0815,Share of female judges,246,Finland,FIN,23.308447,61.91586738,Europe and Northern America,G,Global,2019,PT,Percent,2005,40,C,False
IV.5,5aac0815,Share of female judges,5aac0815,Share of female judges,246,Finland,FIN,23.308447,61.91586738,Europe and Northern America,G,Global,2019,PT,Percent,2006,41,C,False
IV.5,5aac0815,Share of female judges,5aac0815,Share of female judges,246,Finland,FIN,23.308447,61.91586738,Europe and Northern America,G,Global,2019,PT,Percent,2007,43,C,False
IV.5,5aac0815,Share of female judges,5aac0815,Share of female judges,246,Finland,FIN,23.308447,61.91586738,Europe and Northern America,G,Global,2019,PT,Percent,2008,44,C,False
IV.5,5aac0815,Share of female judges,5aac0815,Share of female judges,246,Finland,FIN,23.308447,61.91586738,Europe and Northern America,G,Global,2019,PT,Percent,2009,47,C,False
IV.5,5aac0815,Share of female judges,5aac0815,Share of female judges,246,Finland,FIN,23.308447,61.91586738,Europe and Northern America,G,Global,2019,PT,Percent,2010,47,C,False
IV.5,5aac0815,Share of female judges,5aac0815,Share of female judges,246,Finland,FIN,23.308447,61.91586738,Europe and Northern America,G,Global,2019,PT,Percent,2011,51,C,False
IV.5,5aac0815,Share of female judges,5aac0815,Share of female judges,246,Finland,FIN,23.308447,61.91586738,Europe and Northern America,G,Global,2019,PT,Percent,2012,50,C,False
IV.5,5aac0815,Share of female judges,5aac0815,Share of female judges,246,Finland,FIN,23.308447,61.91586738,Europe and Northern America,G,Global,2019,PT,Percent,2013,51,C,False
IV.5,5aac0815,Share of female judges,5aac0815,Share of female judges,246,Finland,FIN,23.308447,61.91586738,Europe and Northern America,G,Global,2019,PT,Percent,2014,52,C,False
IV.5,5aac0815,Share of female judges,5aac0815,Share of female judges,246,Finland,FIN,23.308447,61.91586738,Europe and Northern America,G,Global,2019,PT,Percent,2015,54,C,False
IV.5,5aac0815,Share of female judges,5aac0815,Share of female judges,246,Finland,FIN,23.308447,61.91586738,Europe and Northern America,G,Global,2019,PT,Percent,2016,55,C,False
IV.5,5aac0815,Share of female judges,5aac0815,Share of female judges,246,Finland,FIN,23.308447,61.91586738,Europe and Northern America,G,Global,2019,PT,Percent,2017,56,C,True
IV.5,5aac0815,Share of female judges,5aac0815,Share of female judges,250,France,FRA,2.457288129,46.62660861,Europe and Northern America,G,Global,2019,PT,Percent,2012,65,C,False
IV.5,5aac0815,Share of female judges,5aac0815,Share of female judges,250,France,FRA,2.457288129,46.62660861,Europe and Northern America,G,Global,2019,PT,Percent,2013,66,C,False
IV.5,5aac0815,Share of female judges,5aac0815,Share of female judges,250,France,FRA,2.457288129,46.62660861,Europe and Northern America,G,Global,2019,PT,Percent,2014,67,C,False
IV.5,5aac0815,Share of female judges,5aac0815,Share of female judges,250,France,FRA,2.457288129,46.62660861,Europe and Northern America,G,Global,2019,PT,Percent,2015,68,C,True
IV.5,5aac0815,Share of female judges,5aac0815,Share of female judges,268,Georgia,GEO,43.3713615,42.04813028,Northern Africa and Western Asia,G,Global,2019,PT,Percent,2007,49,C,False
IV.5,5aac0815,Share of female judges,5aac0815,Share of female judges,268,Georgia,GEO,43.3713615,42.04813028,Northern Africa and Western Asia,G,Global,2019,PT,Percent,2008,46,C,False
IV.5,5aac0815,Share of female judges,5aac0815,Share of female judges,268,Georgia,GEO,43.3713615,42.04813028,Northern Africa and Western Asia,G,Global,2019,PT,Percent,2009,53,C,False
IV.5,5aac0815,Share of female judges,5aac0815,Share of female judges,268,Georgia,GEO,43.3713615,42.04813028,Northern Africa and Western Asia,G,Global,2019,PT,Percent,2010,51,C,False
IV.5,5aac0815,Share of female judges,5aac0815,Share of female judges,268,Georgia,GEO,43.3713615,42.04813028,Northern Africa and Western Asia,G,Global,2019,PT,Percent,2011,49,C,False
IV.5,5aac0815,Share of female judges,5aac0815,Share of female judges,268,Georgia,GEO,43.3713615,42.04813028,Northern Africa and Western Asia,G,Global,2019,PT,Percent,2012,50,C,False
IV.5,5aac0815,Share of female judges,5aac0815,Share of female judges,268,Georgia,GEO,43.3713615,42.04813028,Northern Africa and Western Asia,G,Global,2019,PT,Percent,2014,48,C,False
IV.5,5aac0815,Share of female judges,5aac0815,Share of female judges,268,Georgia,GEO,43.3713615,42.04813028,Northern Africa and Western Asia,G,Global,2019,PT,Percent,2015,52,C,False
IV.5,5aac0815,Share of female judges,5aac0815,Share of female judges,268,Georgia,GEO,43.3713615,42.04813028,Northern Africa and Western Asia,G,Global,2019,PT,Percent,2016,50,C,False
IV.5,5aac0815,Share of female judges,5aac0815,Share of female judges,268,Georgia,GEO,43.3713615,42.04813028,Northern Africa and Western Asia,G,Global,2019,PT,Percent,2017,51,C,True
IV.5,5aac0815,Share of female judges,5aac0815,Share of female judges,276,Germany,DEU,10.3806066,51.08862743,Europe and Northern America,G,Global,2019,PT,Percent,2004,31,C,False
IV.5,5aac0815,Share of female judges,5aac0815,Share of female judges,276,Germany,DEU,10.3806066,51.08862743,Europe and Northern America,G,Global,2019,PT,Percent,2006,33,C,False
IV.5,5aac0815,Share of female judges,5aac0815,Share of female judges,276,Germany,DEU,10.3806066,51.08862743,Europe and Northern America,G,Global,2019,PT,Percent,2008,36,C,False
IV.5,5aac0815,Share of female judges,5aac0815,Share of female judges,276,Germany,DEU,10.3806066,51.08862743,Europe and Northern America,G,Global,2019,PT,Percent,2010,38,C,False
IV.5,5aac0815,Share of female judges,5aac0815,Share of female judges,276,Germany,DEU,10.3806066,51.08862743,Europe and Northern America,G,Global,2019,PT,Percent,2012,40,C,False
IV.5,5aac0815,Share of female judges,5aac0815,Share of female judges,276,Germany,DEU,10.3806066,51.08862743,Europe and Northern America,G,Global,2019,PT,Percent,2014,42,C,False
IV.5,5aac0815,Share of female judges,5aac0815,Share of female judges,276,Germany,DEU,10.3806066,51.08862743,Europe and Northern America,G,Global,2019,PT,Percent,2016,44,C,True
IV.5,5aac0815,Share of female judges,5aac0815,Share of female judges,300,Greece,GRC,22.58307827,39.47301873,Europe and Northern America,G,Global,2019,PT,Percent,2010,65,C,True
IV.5,5aac0815,Share of female judges,5aac0815,Share of female judges,31,Azerbaijan,AZE,50.01064725,40.39229544,Northern Africa and Western Asia,G,Global,2019,PT,Percent,2008,12,C,False
