INDICATOR_LABEL,INDICATOR_ID,INDICATOR_DESC,MINSET_SERIES,MINSET_SERIES_DESC,REF_AREA,REF_AREA_DESC,ISO3,X,Y,SDG_REGION,REPORTING_TYPE,REPORTING_TYPE_DESC,SOURCE_YEAR,UNIT_MEASURE,UNIT_MEASURE_DESC,TIME_PERIOD,OBS_VALUE___T__ISCO08_1,OBS_VALUE___T__ISCO08_9,OBS_VALUE___T__ISCO08_X,OBS_VALUE___T__ISCO08_6,OBS_VALUE___T__ISCO08_2,OBS_VALUE___T__ISCO08_5,OBS_VALUE___T__ISCO08_7,OBS_VALUE___T__ISCO08_8,OBS_VALUE___T__ISCO08_3,OBS_VALUE___T__ISCO08_0,OBS_VALUE___T__ISCO08_4,OBS_VALUE___T__ISCO08,OBS_VALUE___T__ISCO88_9,OBS_VALUE___T__ISCO88_6,OBS_VALUE___T__ISCO88_5,OBS_VALUE___T__ISCO88_2,OBS_VALUE___T__ISCO88_3,OBS_VALUE___T__ISCO88_4,OBS_VALUE___T__ISCO88,OBS_VALUE___T__ISCO88_8,OBS_VALUE___T__ISCO88_7,OBS_VALUE___T__ISCO88_1,OBS_VALUE___T__ISCO88_X,NATURE___T__ISCO08_1,NATURE___T__ISCO08_9,NATURE___T__ISCO08_X,NATURE___T__ISCO08_6,NATURE___T__ISCO08_2,NATURE___T__ISCO08_5,NATURE___T__ISCO08_7,NATURE___T__ISCO08_8,NATURE___T__ISCO08_3,NATURE___T__ISCO08_0,NATURE___T__ISCO08_4,NATURE___T__ISCO08,NATURE___T__ISCO88_9,NATURE___T__ISCO88_6,NATURE___T__ISCO88_5,NATURE___T__ISCO88_2,NATURE___T__ISCO88_3,NATURE___T__ISCO88_4,NATURE___T__ISCO88,NATURE___T__ISCO88_8,NATURE___T__ISCO88_7,NATURE___T__ISCO88_1,NATURE___T__ISCO88_X,COMMENT_OBS___T__ISCO08_1,COMMENT_OBS___T__ISCO08_9,COMMENT_OBS___T__ISCO08_X,COMMENT_OBS___T__ISCO08_6,COMMENT_OBS___T__ISCO08_2,COMMENT_OBS___T__ISCO08_5,COMMENT_OBS___T__ISCO08_7,COMMENT_OBS___T__ISCO08_8,COMMENT_OBS___T__ISCO08_3,COMMENT_OBS___T__ISCO08_0,COMMENT_OBS___T__ISCO08_4,COMMENT_OBS___T__ISCO08,COMMENT_OBS___T__ISCO88_9,COMMENT_OBS___T__ISCO88_6,COMMENT_OBS___T__ISCO88_5,COMMENT_OBS___T__ISCO88_2,COMMENT_OBS___T__ISCO88_3,COMMENT_OBS___T__ISCO88_4,COMMENT_OBS___T__ISCO88,COMMENT_OBS___T__ISCO88_8,COMMENT_OBS___T__ISCO88_7,COMMENT_OBS___T__ISCO88_1,COMMENT_OBS___T__ISCO88_X,isLatestValue___T__ISCO08_1,isLatestValue___T__ISCO08_9,isLatestValue___T__ISCO08_X,isLatestValue___T__ISCO08_6,isLatestValue___T__ISCO08_2,isLatestValue___T__ISCO08_5,isLatestValue___T__ISCO08_7,isLatestValue___T__ISCO08_8,isLatestValue___T__ISCO08_3,isLatestValue___T__ISCO08_0,isLatestValue___T__ISCO08_4,isLatestValue___T__ISCO08,isLatestValue___T__ISCO88_9,isLatestValue___T__ISCO88_6,isLatestValue___T__ISCO88_5,isLatestValue___T__ISCO88_2,isLatestValue___T__ISCO88_3,isLatestValue___T__ISCO88_4,isLatestValue___T__ISCO88,isLatestValue___T__ISCO88_8,isLatestValue___T__ISCO88_7,isLatestValue___T__ISCO88_1,isLatestValue___T__ISCO88_X
I.13,I5bf21940,"Gender gap in wages, by occupation, age and persons with disabilities",Sd1cf0c58,"Gender gap in wages, by occupation",144,Sri Lanka,LKA,80.70489654,7.614693343,Central and Southern Asia,G,Global,2021,RO,Ratio,2013,1.0107326178254783,0.7528735632183908,,0.8820598006644518,0.7505860290670416,0.8416565164433617,0.599780701754386,0.8398268398268397,0.8344827586206897,0.6724821570182395,0.919869174161897,0.9235412474849094,,,,,,,,,,,,C,C,,C,C,C,C,C,C,C,C,C,,,,,,,,,,,,Calculated by UNSD as the ratio of women's wage and men's wage.,Calculated by UNSD as the ratio of women's wage and men's wage.,,Calculated by UNSD as the ratio of women's wage and men's wage.,Calculated by UNSD as the ratio of women's wage and men's wage.,Calculated by UNSD as the ratio of women's wage and men's wage.,Calculated by UNSD as the ratio of women's wage and men's wage.,Calculated by UNSD as the ratio of women's wage and men's wage.,Calculated by UNSD as the ratio of women's wage and men's wage.,Calculated by UNSD as the ratio of women's wage and men's wage.,Calculated by UNSD as the ratio of women's wage and men's wage.,Calculated by UNSD as the ratio of women's wage and men's wage.,,,,,,,,,,,,False,False,,False,False,False,False,False,False,False,False,False,,,,,,,,,,,
I.13,I5bf21940,"Gender gap in wages, by occupation, age and persons with disabilities",Sd1cf0c58,"Gender gap in wages, by occupation",144,Sri Lanka,LKA,80.70489654,7.614693343,Central and Southern Asia,G,Global,2021,RO,Ratio,2014,0.8632921482662415,0.7643142476697736,,0.8016997167138811,0.841540711847879,0.728448275862069,0.6463288521199586,0.7544596012591817,0.8812664907651715,,0.9935897435897436,0.9530516431924884,,,,,,,,,,,,C,C,,C,C,C,C,C,C,,C,C,,,,,,,,,,,,Calculated by UNSD as the ratio of women's wage and men's wage.,Calculated by UNSD as the ratio of women's wage and men's wage.,,Calculated by UNSD as the ratio of women's wage and men's wage.,Calculated by UNSD as the ratio of women's wage and men's wage.,Calculated by UNSD as the ratio of women's wage and men's wage.,Calculated by UNSD as the ratio of women's wage and men's wage.,Calculated by UNSD as the ratio of women's wage and men's wage.,Calculated by UNSD as the ratio of women's wage and men's wage.,,Calculated by UNSD as the ratio of women's wage and men's wage.,Calculated by UNSD as the ratio of women's wage and men's wage.,,,,,,,,,,,,False,False,,False,False,False,False,False,False,,False,False,,,,,,,,,,,
I.13,I5bf21940,"Gender gap in wages, by occupation, age and persons with disabilities",Sd1cf0c58,"Gender gap in wages, by occupation",144,Sri Lanka,LKA,80.70489654,7.614693343,Central and Southern Asia,G,Global,2021,RO,Ratio,2015,1.0985238585650532,0.737094837935174,,0.6964705882352942,0.8320811419984974,0.806706114398422,0.6183712121212122,0.7225866916588566,0.868788386376326,0.6638023630504833,0.899400399733511,0.9827727645611156,,,,,,,,,,,,C,C,,C,C,C,C,C,C,C,C,C,,,,,,,,,,,,Calculated by UNSD as the ratio of women's wage and men's wage.,Calculated by UNSD as the ratio of women's wage and men's wage.,,Calculated by UNSD as the ratio of women's wage and men's wage.,Calculated by UNSD as the ratio of women's wage and men's wage.,Calculated by UNSD as the ratio of women's wage and men's wage.,Calculated by UNSD as the ratio of women's wage and men's wage.,Calculated by UNSD as the ratio of women's wage and men's wage.,Calculated by UNSD as the ratio of women's wage and men's wage.,Calculated by UNSD as the ratio of women's wage and men's wage.,Calculated by UNSD as the ratio of women's wage and men's wage.,Calculated by UNSD as the ratio of women's wage and men's wage.,,,,,,,,,,,,False,False,,False,False,False,False,False,False,False,False,False,,,,,,,,,,,
I.13,I5bf21940,"Gender gap in wages, by occupation, age and persons with disabilities",Sd1cf0c58,"Gender gap in wages, by occupation",144,Sri Lanka,LKA,80.70489654,7.614693343,Central and Southern Asia,G,Global,2021,RO,Ratio,2016,0.8367844092570037,0.7037037037037037,,0.6468085106382978,0.7460518003790271,0.7818028643639426,0.5489566613162119,0.6585557299843015,0.9085684430512015,0.8110766045548654,0.9064009661835748,0.9212996389891696,,,,,,,,,,,,C,C,,C,C,C,C,C,C,C,C,C,,,,,,,,,,,,Calculated by UNSD as the ratio of women's wage and men's wage.,Calculated by UNSD as the ratio of women's wage and men's wage.,,Calculated by UNSD as the ratio of women's wage and men's wage.,Calculated by UNSD as the ratio of women's wage and men's wage.,Calculated by UNSD as the ratio of women's wage and men's wage.,Calculated by UNSD as the ratio of women's wage and men's wage.,Calculated by UNSD as the ratio of women's wage and men's wage.,Calculated by UNSD as the ratio of women's wage and men's wage.,Calculated by UNSD as the ratio of women's wage and men's wage.,Calculated by UNSD as the ratio of women's wage and men's wage.,Calculated by UNSD as the ratio of women's wage and men's wage.,,,,,,,,,,,,False,False,,False,False,False,False,False,False,False,False,False,,,,,,,,,,,
I.13,I5bf21940,"Gender gap in wages, by occupation, age and persons with disabilities",Sd1cf0c58,"Gender gap in wages, by occupation",144,Sri Lanka,LKA,80.70489654,7.614693343,Central and Southern Asia,G,Global,2021,RO,Ratio,2017,0.9657320872274144,0.7191574724172518,,0.8887627695800228,0.7717990275526743,0.8923444976076556,0.5829662261380324,0.6777358490566038,0.91347588264545,0.8635223281485197,0.8986834573554666,0.9161716171617162,,,,,,,,,,,,C,C,,C,C,C,C,C,C,C,C,C,,,,,,,,,,,,Calculated by UNSD as the ratio of women's wage and men's wage.,Calculated by UNSD as the ratio of women's wage and men's wage.,,Calculated by UNSD as the ratio of women's wage and men's wage.,Calculated by UNSD as the ratio of women's wage and men's wage.,Calculated by UNSD as the ratio of women's wage and men's wage.,Calculated by UNSD as the ratio of women's wage and men's wage.,Calculated by UNSD as the ratio of women's wage and men's wage.,Calculated by UNSD as the ratio of women's wage and men's wage.,Calculated by UNSD as the ratio of women's wage and men's wage.,Calculated by UNSD as the ratio of women's wage and men's wage.,Calculated by UNSD as the ratio of women's wage and men's wage.,,,,,,,,,,,,False,False,,False,False,False,False,False,False,False,False,False,,,,,,,,,,,
I.13,I5bf21940,"Gender gap in wages, by occupation, age and persons with disabilities",Sd1cf0c58,"Gender gap in wages, by occupation",144,Sri Lanka,LKA,80.70489654,7.614693343,Central and Southern Asia,G,Global,2021,RO,Ratio,2018,0.8889847569744033,0.7289048473967684,,0.6066606660666067,0.842157511581734,0.8339324227174695,0.607552258934592,0.7812713602187286,0.9114799446749652,0.814121037463977,0.9328358208955224,0.9355638166047088,,,,,,,,,,,,C,C,,C,C,C,C,C,C,C,C,C,,,,,,,,,,,,Calculated by UNSD as the ratio of women's wage and men's wage.,Calculated by UNSD as the ratio of women's wage and men's wage.,,Calculated by UNSD as the ratio of women's wage and men's wage.,Calculated by UNSD as the ratio of women's wage and men's wage.,Calculated by UNSD as the ratio of women's wage and men's wage.,Calculated by UNSD as the ratio of women's wage and men's wage.,Calculated by UNSD as the ratio of women's wage and men's wage.,Calculated by UNSD as the ratio of women's wage and men's wage.,Calculated by UNSD as the ratio of women's wage and men's wage.,Calculated by UNSD as the ratio of women's wage and men's wage.,Calculated by UNSD as the ratio of women's wage and men's wage.,,,,,,,,,,,,True,True,,True,True,True,True,True,True,True,True,True,,,,,,,,,,,
I.13,I5bf21940,"Gender gap in wages, by occupation, age and persons with disabilities",Sd1cf0c58,"Gender gap in wages, by occupation",148,Chad,TCD,18.66618401,15.36279341,Sub-Saharan Africa,G,Global,2021,RO,Ratio,2018,,0.3923076923076923,1.8088651050080773,0.4799353622407756,0.8995406430996604,0.9627304030787928,,,0.4581512136148051,1.502856476623528,1.374235214140041,1.0795465019817494,,,,,,,,,,,,,C,C,C,C,C,,,C,C,C,C,,,,,,,,,,,,,Calculated by UNSD as the ratio of women's wage and men's wage.,Calculated by UNSD as the ratio of women's wage and men's wage.,Calculated by UNSD as the ratio of women's wage and men's wage.,Calculated by UNSD as the ratio of women's wage and men's wage.,Calculated by UNSD as the ratio of women's wage and men's wage.,,,Calculated by UNSD as the ratio of women's wage and men's wage.,Calculated by UNSD as the ratio of women's wage and men's wage.,Calculated by UNSD as the ratio of women's wage and men's wage.,Calculated by UNSD as the ratio of women's wage and men's wage.,,,,,,,,,,,,,True,True,True,True,True,,,True,True,True,True,,,,,,,,,,,
I.13,I5bf21940,"Gender gap in wages, by occupation, age and persons with disabilities",Sd1cf0c58,"Gender gap in wages, by occupation",152,Chile,CHL,-71.23029019,-35.2652885,Latin America and the Caribbean,G,Global,2021,RO,Ratio,2000,,,,,,,,,,,,0.7410112359550561,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,Calculated by UNSD as the ratio of women's wage and men's wage.,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,
I.13,I5bf21940,"Gender gap in wages, by occupation, age and persons with disabilities",Sd1cf0c58,"Gender gap in wages, by occupation",152,Chile,CHL,-71.23029019,-35.2652885,Latin America and the Caribbean,G,Global,2021,RO,Ratio,2003,,,,,,,,,,,,0.7949852507374632,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,Calculated by UNSD as the ratio of women's wage and men's wage.,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,
I.13,I5bf21940,"Gender gap in wages, by occupation, age and persons with disabilities",Sd1cf0c58,"Gender gap in wages, by occupation",152,Chile,CHL,-71.23029019,-35.2652885,Latin America and the Caribbean,G,Global,2021,RO,Ratio,2006,,,,,,,,,,,,0.855864342910975,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,Calculated by UNSD as the ratio of women's wage and men's wage.,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,
