INDICATOR_LABEL,INDICATOR_ID,INDICATOR_DESC,MINSET_SERIES,MINSET_SERIES_DESC,REF_AREA,REF_AREA_DESC,ISO3,X,Y,SDG_REGION,REPORTING_TYPE,REPORTING_TYPE_DESC,SOURCE_YEAR,UNIT_MEASURE,UNIT_MEASURE_DESC,TIME_PERIOD,OBS_VALUE__F__Y_GE15__PHY+SEX,OBS_VALUE__F__Y15T49__PHY+SEX,TIME_DETAIL__F__Y_GE15__PHY+SEX,TIME_DETAIL__F__Y15T49__PHY+SEX,NATURE__F__Y_GE15__PHY+SEX,NATURE__F__Y15T49__PHY+SEX,COMMENT_OBS__F__Y_GE15__PHY+SEX,COMMENT_OBS__F__Y15T49__PHY+SEX,isLatestValue__F__Y_GE15__PHY+SEX,isLatestValue__F__Y15T49__PHY+SEX
V.1,Ia8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",S9a5e3c3a,"Proportion of ever-partnered women and girls subjected to physical and/or sexual violence by a current or former intimate partner in the previous 12 months, by age",156,China,CHN,104.1403375,32.30955217,Eastern and South-Eastern Asia,G,Global,2021,PT,Percent,2018,5.9,7.6,2000-2018,2000-2018,E,E,"All Surveys and studies that are population-based, representative at the national or sub-national level, conducted between 2000 and 2018 and measured IPV using act-specific questions.","All Surveys and studies that are population-based, representative at the national or sub-national level, conducted between 2000 and 2018 and measured IPV using act-specific questions.",True,True
V.1,Ia8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",S9a5e3c3a,"Proportion of ever-partnered women and girls subjected to physical and/or sexual violence by a current or former intimate partner in the previous 12 months, by age",170,Colombia,COL,-73.07446751,3.888209046,Latin America and the Caribbean,G,Global,2021,PT,Percent,2018,10.0,11.9,2000-2018,2000-2018,E,E,"All Surveys and studies that are population-based, representative at the national or sub-national level, conducted between 2000 and 2018 and measured IPV using act-specific questions.","All Surveys and studies that are population-based, representative at the national or sub-national level, conducted between 2000 and 2018 and measured IPV using act-specific questions.",True,True
V.1,Ia8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",S9a5e3c3a,"Proportion of ever-partnered women and girls subjected to physical and/or sexual violence by a current or former intimate partner in the previous 12 months, by age",174,Comoros,COM,43.34234565,-11.66121732,Sub-Saharan Africa,G,Global,2021,PT,Percent,2018,7.3,8.2,2000-2018,2000-2018,E,E,"All Surveys and studies that are population-based, representative at the national or sub-national level, conducted between 2000 and 2018 and measured IPV using act-specific questions.","All Surveys and studies that are population-based, representative at the national or sub-national level, conducted between 2000 and 2018 and measured IPV using act-specific questions.",True,True
V.1,Ia8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",S9a5e3c3a,"Proportion of ever-partnered women and girls subjected to physical and/or sexual violence by a current or former intimate partner in the previous 12 months, by age",180,Democratic Republic of the Congo,COD,23.65496507,-2.877154732,Sub-Saharan Africa,G,Global,2021,PT,Percent,2018,31.9,35.6,2000-2018,2000-2018,E,E,"All Surveys and studies that are population-based, representative at the national or sub-national level, conducted between 2000 and 2018 and measured IPV using act-specific questions.","All Surveys and studies that are population-based, representative at the national or sub-national level, conducted between 2000 and 2018 and measured IPV using act-specific questions.",True,True
V.1,Ia8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",S9a5e3c3a,"Proportion of ever-partnered women and girls subjected to physical and/or sexual violence by a current or former intimate partner in the previous 12 months, by age",184,Cook Islands,COK,-159.7711391,-21.22696458,"Oceania, exc. Australia and New Zealand",G,Global,2021,PT,Percent,2018,10.7,13.7,2000-2018,2000-2018,E,E,"All Surveys and studies that are population-based, representative at the national or sub-national level, conducted between 2000 and 2018 and measured IPV using act-specific questions.","All Surveys and studies that are population-based, representative at the national or sub-national level, conducted between 2000 and 2018 and measured IPV using act-specific questions.",True,True
V.1,Ia8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",S9a5e3c3a,"Proportion of ever-partnered women and girls subjected to physical and/or sexual violence by a current or former intimate partner in the previous 12 months, by age",188,Costa Rica,CRI,-84.19712782,9.970998683,Latin America and the Caribbean,G,Global,2021,PT,Percent,2018,5.8,7.2,2000-2018,2000-2018,E,E,"All Surveys and studies that are population-based, representative at the national or sub-national level, conducted between 2000 and 2018 and measured IPV using act-specific questions.","All Surveys and studies that are population-based, representative at the national or sub-national level, conducted between 2000 and 2018 and measured IPV using act-specific questions.",True,True
V.1,Ia8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",S9a5e3c3a,"Proportion of ever-partnered women and girls subjected to physical and/or sexual violence by a current or former intimate partner in the previous 12 months, by age",191,Croatia,HRV,17.95874553,45.45172212,Europe and Northern America,G,Global,2021,PT,Percent,2018,2.8,4.0,2000-2018,2000-2018,E,E,"All Surveys and studies that are population-based, representative at the national or sub-national level, conducted between 2000 and 2018 and measured IPV using act-specific questions.","All Surveys and studies that are population-based, representative at the national or sub-national level, conducted between 2000 and 2018 and measured IPV using act-specific questions.",True,True
V.1,Ia8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",S9a5e3c3a,"Proportion of ever-partnered women and girls subjected to physical and/or sexual violence by a current or former intimate partner in the previous 12 months, by age",192,Cuba,CUB,-79.54460144,22.10030366,Latin America and the Caribbean,G,Global,2021,PT,Percent,2018,3.4,4.6,2000-2018,2000-2018,E,E,"All Surveys and studies that are population-based, representative at the national or sub-national level, conducted between 2000 and 2018 and measured IPV using act-specific questions.","All Surveys and studies that are population-based, representative at the national or sub-national level, conducted between 2000 and 2018 and measured IPV using act-specific questions.",True,True
V.1,Ia8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",S9a5e3c3a,"Proportion of ever-partnered women and girls subjected to physical and/or sexual violence by a current or former intimate partner in the previous 12 months, by age",196,Cyprus,CYP,33.22285964,35.05659437,Northern Africa and Western Asia,G,Global,2021,PT,Percent,2018,3.0,3.1,2000-2018,2000-2018,E,E,"All Surveys and studies that are population-based, representative at the national or sub-national level, conducted between 2000 and 2018 and measured IPV using act-specific questions.","All Surveys and studies that are population-based, representative at the national or sub-national level, conducted between 2000 and 2018 and measured IPV using act-specific questions.",True,True
V.1,Ia8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",S9a5e3c3a,"Proportion of ever-partnered women and girls subjected to physical and/or sexual violence by a current or former intimate partner in the previous 12 months, by age",203,Czechia,CZE,15.33151382,49.73913871,Europe and Northern America,G,Global,2021,PT,Percent,2018,2.9,4.1,2000-2018,2000-2018,E,E,"All Surveys and studies that are population-based, representative at the national or sub-national level, conducted between 2000 and 2018 and measured IPV using act-specific questions.","All Surveys and studies that are population-based, representative at the national or sub-national level, conducted between 2000 and 2018 and measured IPV using act-specific questions.",True,True
V.1,Ia8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",S9a5e3c3a,"Proportion of ever-partnered women and girls subjected to physical and/or sexual violence by a current or former intimate partner in the previous 12 months, by age",204,Benin,BEN,2.339933594,9.65401646,Sub-Saharan Africa,G,Global,2021,PT,Percent,2018,13.2,14.6,2000-2018,2000-2018,E,E,"All Surveys and studies that are population-based, representative at the national or sub-national level, conducted between 2000 and 2018 and measured IPV using act-specific questions.","All Surveys and studies that are population-based, representative at the national or sub-national level, conducted between 2000 and 2018 and measured IPV using act-specific questions.",True,True
V.1,Ia8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",S9a5e3c3a,"Proportion of ever-partnered women and girls subjected to physical and/or sexual violence by a current or former intimate partner in the previous 12 months, by age",208,Denmark,DNK,9.326571283,56.03829721,Europe and Northern America,G,Global,2021,PT,Percent,2018,2.0,3.3,2000-2018,2000-2018,E,E,"All Surveys and studies that are population-based, representative at the national or sub-national level, conducted between 2000 and 2018 and measured IPV using act-specific questions.","All Surveys and studies that are population-based, representative at the national or sub-national level, conducted between 2000 and 2018 and measured IPV using act-specific questions.",True,True
V.1,Ia8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",S9a5e3c3a,"Proportion of ever-partnered women and girls subjected to physical and/or sexual violence by a current or former intimate partner in the previous 12 months, by age",214,Dominican Republic,DOM,-70.49847576,18.89832088,Latin America and the Caribbean,G,Global,2021,PT,Percent,2018,7.8,9.6,2000-2018,2000-2018,E,E,"All Surveys and studies that are population-based, representative at the national or sub-national level, conducted between 2000 and 2018 and measured IPV using act-specific questions.","All Surveys and studies that are population-based, representative at the national or sub-national level, conducted between 2000 and 2018 and measured IPV using act-specific questions.",True,True
V.1,Ia8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",S9a5e3c3a,"Proportion of ever-partnered women and girls subjected to physical and/or sexual violence by a current or former intimate partner in the previous 12 months, by age",218,Ecuador,ECU,-78.37005241,-1.447785891,Latin America and the Caribbean,G,Global,2021,PT,Percent,2018,6.6,8.1,2000-2018,2000-2018,E,E,"All Surveys and studies that are population-based, representative at the national or sub-national level, conducted between 2000 and 2018 and measured IPV using act-specific questions.","All Surveys and studies that are population-based, representative at the national or sub-national level, conducted between 2000 and 2018 and measured IPV using act-specific questions.",True,True
V.1,Ia8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",S9a5e3c3a,"Proportion of ever-partnered women and girls subjected to physical and/or sexual violence by a current or former intimate partner in the previous 12 months, by age",222,El Salvador,SLV,-88.86862995,13.73603564,Latin America and the Caribbean,G,Global,2021,PT,Percent,2018,4.8,5.7,2000-2018,2000-2018,E,E,"All Surveys and studies that are population-based, representative at the national or sub-national level, conducted between 2000 and 2018 and measured IPV using act-specific questions.","All Surveys and studies that are population-based, representative at the national or sub-national level, conducted between 2000 and 2018 and measured IPV using act-specific questions.",True,True
V.1,Ia8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",S9a5e3c3a,"Proportion of ever-partnered women and girls subjected to physical and/or sexual violence by a current or former intimate partner in the previous 12 months, by age",226,Equatorial Guinea,GNQ,10.46535826,1.565792376,Sub-Saharan Africa,G,Global,2021,PT,Percent,2018,25.6,28.7,2000-2018,2000-2018,E,E,"All Surveys and studies that are population-based, representative at the national or sub-national level, conducted between 2000 and 2018 and measured IPV using act-specific questions.","All Surveys and studies that are population-based, representative at the national or sub-national level, conducted between 2000 and 2018 and measured IPV using act-specific questions.",True,True
V.1,Ia8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",S9a5e3c3a,"Proportion of ever-partnered women and girls subjected to physical and/or sexual violence by a current or former intimate partner in the previous 12 months, by age",231,Ethiopia,ETH,39.63505296,8.631223181,Sub-Saharan Africa,G,Global,2021,PT,Percent,2018,22.8,26.5,2000-2018,2000-2018,E,E,"All Surveys and studies that are population-based, representative at the national or sub-national level, conducted between 2000 and 2018 and measured IPV using act-specific questions.","All Surveys and studies that are population-based, representative at the national or sub-national level, conducted between 2000 and 2018 and measured IPV using act-specific questions.",True,True
V.1,Ia8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",S9a5e3c3a,"Proportion of ever-partnered women and girls subjected to physical and/or sexual violence by a current or former intimate partner in the previous 12 months, by age",233,Estonia,EST,25.84093481,58.68487172,Europe and Northern America,G,Global,2021,PT,Percent,2018,2.7,4.2,2000-2018,2000-2018,E,E,"All Surveys and studies that are population-based, representative at the national or sub-national level, conducted between 2000 and 2018 and measured IPV using act-specific questions.","All Surveys and studies that are population-based, representative at the national or sub-national level, conducted between 2000 and 2018 and measured IPV using act-specific questions.",True,True
V.1,Ia8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",S9a5e3c3a,"Proportion of ever-partnered women and girls subjected to physical and/or sexual violence by a current or former intimate partner in the previous 12 months, by age",24,Angola,AGO,17.57817062,-12.33724746,Sub-Saharan Africa,G,Global,2021,PT,Percent,2018,22.1,24.7,2000-2018,2000-2018,E,E,"All Surveys and studies that are population-based, representative at the national or sub-national level, conducted between 2000 and 2018 and measured IPV using act-specific questions.","All Surveys and studies that are population-based, representative at the national or sub-national level, conducted between 2000 and 2018 and measured IPV using act-specific questions.",True,True
V.1,Ia8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",S9a5e3c3a,"Proportion of ever-partnered women and girls subjected to physical and/or sexual violence by a current or former intimate partner in the previous 12 months, by age",242,Fiji,FJI,177.9660884,-17.83301566,"Oceania, exc. Australia and New Zealand",G,Global,2021,PT,Percent,2018,16.4,23.2,2000-2018,2000-2018,E,E,"All Surveys and studies that are population-based, representative at the national or sub-national level, conducted between 2000 and 2018 and measured IPV using act-specific questions.","All Surveys and studies that are population-based, representative at the national or sub-national level, conducted between 2000 and 2018 and measured IPV using act-specific questions.",True,True
V.1,Ia8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",S9a5e3c3a,"Proportion of ever-partnered women and girls subjected to physical and/or sexual violence by a current or former intimate partner in the previous 12 months, by age",246,Finland,FIN,23.308447,61.91586738,Europe and Northern America,G,Global,2021,PT,Percent,2018,5.6,8.1,2000-2018,2000-2018,E,E,"All Surveys and studies that are population-based, representative at the national or sub-national level, conducted between 2000 and 2018 and measured IPV using act-specific questions.","All Surveys and studies that are population-based, representative at the national or sub-national level, conducted between 2000 and 2018 and measured IPV using act-specific questions.",True,True
V.1,Ia8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",S9a5e3c3a,"Proportion of ever-partnered women and girls subjected to physical and/or sexual violence by a current or former intimate partner in the previous 12 months, by age",250,France,FRA,2.457288129,46.62660861,Europe and Northern America,G,Global,2021,PT,Percent,2018,3.5,5.0,2000-2018,2000-2018,E,E,"All Surveys and studies that are population-based, representative at the national or sub-national level, conducted between 2000 and 2018 and measured IPV using act-specific questions.","All Surveys and studies that are population-based, representative at the national or sub-national level, conducted between 2000 and 2018 and measured IPV using act-specific questions.",True,True
V.1,Ia8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",S9a5e3c3a,"Proportion of ever-partnered women and girls subjected to physical and/or sexual violence by a current or former intimate partner in the previous 12 months, by age",266,Gabon,GAB,11.78727747,-0.60687619,Sub-Saharan Africa,G,Global,2021,PT,Percent,2018,20.9,22.0,2000-2018,2000-2018,E,E,"All Surveys and studies that are population-based, representative at the national or sub-national level, conducted between 2000 and 2018 and measured IPV using act-specific questions.","All Surveys and studies that are population-based, representative at the national or sub-national level, conducted between 2000 and 2018 and measured IPV using act-specific questions.",True,True
V.1,Ia8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",S9a5e3c3a,"Proportion of ever-partnered women and girls subjected to physical and/or sexual violence by a current or former intimate partner in the previous 12 months, by age",268,Georgia,GEO,43.3713615,42.04813028,Northern Africa and Western Asia,G,Global,2021,PT,Percent,2018,2.2,2.9,2000-2018,2000-2018,E,E,"All Surveys and studies that are population-based, representative at the national or sub-national level, conducted between 2000 and 2018 and measured IPV using act-specific questions.","All Surveys and studies that are population-based, representative at the national or sub-national level, conducted between 2000 and 2018 and measured IPV using act-specific questions.",True,True
V.1,Ia8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",S9a5e3c3a,"Proportion of ever-partnered women and girls subjected to physical and/or sexual violence by a current or former intimate partner in the previous 12 months, by age",270,Gambia,GMB,-15.39944785,13.45295927,Sub-Saharan Africa,G,Global,2021,PT,Percent,2018,9.0,10.0,2000-2018,2000-2018,E,E,"All Surveys and studies that are population-based, representative at the national or sub-national level, conducted between 2000 and 2018 and measured IPV using act-specific questions.","All Surveys and studies that are population-based, representative at the national or sub-national level, conducted between 2000 and 2018 and measured IPV using act-specific questions.",True,True
V.1,Ia8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",S9a5e3c3a,"Proportion of ever-partnered women and girls subjected to physical and/or sexual violence by a current or former intimate partner in the previous 12 months, by age",275,State of Palestine,PSE,35.25694122,31.94347933,Northern Africa and Western Asia,G,Global,2021,PT,Percent,2018,17.1,19.1,2000-2018,2000-2018,E,E,"All Surveys and studies that are population-based, representative at the national or sub-national level, conducted between 2000 and 2018 and measured IPV using act-specific questions.","All Surveys and studies that are population-based, representative at the national or sub-national level, conducted between 2000 and 2018 and measured IPV using act-specific questions.",True,True
V.1,Ia8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",S9a5e3c3a,"Proportion of ever-partnered women and girls subjected to physical and/or sexual violence by a current or former intimate partner in the previous 12 months, by age",288,Ghana,GHA,-1.205623522,7.964825185,Sub-Saharan Africa,G,Global,2021,PT,Percent,2018,9.5,10.2,2000-2018,2000-2018,E,E,"All Surveys and studies that are population-based, representative at the national or sub-national level, conducted between 2000 and 2018 and measured IPV using act-specific questions.","All Surveys and studies that are population-based, representative at the national or sub-national level, conducted between 2000 and 2018 and measured IPV using act-specific questions.",True,True
