INDICATOR_LABEL,INDICATOR_ID,INDICATOR_DESC,MINSET_SERIES,MINSET_SERIES_DESC,REF_AREA,REF_AREA_DESC,ISO3,X,Y,SDG_REGION,REPORTING_TYPE,REPORTING_TYPE_DESC,SOURCE_YEAR,UNIT_MEASURE,UNIT_MEASURE_DESC,TIME_PERIOD,OBS_VALUE___T__AGG_3T8,OBS_VALUE__F__AGG_3T8,OBS_VALUE__M__AGG_3T8,NATURE___T__AGG_3T8,NATURE__F__AGG_3T8,NATURE__M__AGG_3T8,isLatestValue___T__AGG_3T8,isLatestValue__F__AGG_3T8,isLatestValue__M__AGG_3T8
II.11,I229b17ac,Educational attainment of the population aged 25 and older by sex,S42da2179,"Educational attainment (minimum upper secondary) of the population aged 25 and older, by sex",100,Bulgaria,BGR,25.23763153,42.75731323,Europe and Northern America,G,Global,2021,PT,Percent,2017,76.44854,75.33677,77.67054,C,C,C,True,True,True
II.11,I229b17ac,Educational attainment of the population aged 25 and older by sex,S42da2179,"Educational attainment (minimum upper secondary) of the population aged 25 and older, by sex",108,Burundi,BDI,29.89080992,-3.366387428,Sub-Saharan Africa,G,Global,2021,PT,Percent,2014,3.32538,2.27556,4.52406,C,C,C,False,False,False
II.11,I229b17ac,Educational attainment of the population aged 25 and older by sex,S42da2179,"Educational attainment (minimum upper secondary) of the population aged 25 and older, by sex",108,Burundi,BDI,29.89080992,-3.366387428,Sub-Saharan Africa,G,Global,2021,PT,Percent,2017,5.59582,3.83777,7.57016,C,C,C,True,True,True
II.11,I229b17ac,Educational attainment of the population aged 25 and older by sex,S42da2179,"Educational attainment (minimum upper secondary) of the population aged 25 and older, by sex",112,Belarus,BLR,28.04940161,53.54193075,Europe and Northern America,G,Global,2021,PT,Percent,2009,84.8541,82.46679,87.84234,C,C,C,True,True,True
II.11,I229b17ac,Educational attainment of the population aged 25 and older by sex,S42da2179,"Educational attainment (minimum upper secondary) of the population aged 25 and older, by sex",116,Cambodia,KHM,104.922836,12.71163737,Eastern and South-Eastern Asia,G,Global,2021,PT,Percent,2007,6.42406,3.34419,10.06922,C,C,C,False,False,False
II.11,I229b17ac,Educational attainment of the population aged 25 and older by sex,S42da2179,"Educational attainment (minimum upper secondary) of the population aged 25 and older, by sex",116,Cambodia,KHM,104.922836,12.71163737,Eastern and South-Eastern Asia,G,Global,2021,PT,Percent,2008,3.00848,1.59098,4.68517,C,C,C,False,False,False
II.11,I229b17ac,Educational attainment of the population aged 25 and older by sex,S42da2179,"Educational attainment (minimum upper secondary) of the population aged 25 and older, by sex",116,Cambodia,KHM,104.922836,12.71163737,Eastern and South-Eastern Asia,G,Global,2021,PT,Percent,2009,6.26352,3.31557,9.76788,C,C,C,False,False,False
II.11,I229b17ac,Educational attainment of the population aged 25 and older by sex,S42da2179,"Educational attainment (minimum upper secondary) of the population aged 25 and older, by sex",116,Cambodia,KHM,104.922836,12.71163737,Eastern and South-Eastern Asia,G,Global,2021,PT,Percent,2014,10.07106,6.19069,15.35908,C,C,C,False,False,False
II.11,I229b17ac,Educational attainment of the population aged 25 and older by sex,S42da2179,"Educational attainment (minimum upper secondary) of the population aged 25 and older, by sex",116,Cambodia,KHM,104.922836,12.71163737,Eastern and South-Eastern Asia,G,Global,2021,PT,Percent,2015,9.29681,4.65724,15.38647,C,C,C,True,True,True
II.11,I229b17ac,Educational attainment of the population aged 25 and older by sex,S42da2179,"Educational attainment (minimum upper secondary) of the population aged 25 and older, by sex",12,Algeria,DZA,2.678164227,28.15940032,Northern Africa and Western Asia,G,Global,2021,PT,Percent,2006,7.65762,6.65209,8.655,C,C,C,False,False,False
II.11,I229b17ac,Educational attainment of the population aged 25 and older by sex,S42da2179,"Educational attainment (minimum upper secondary) of the population aged 25 and older, by sex",12,Algeria,DZA,2.678164227,28.15940032,Northern Africa and Western Asia,G,Global,2021,PT,Percent,2008,25.41652,22.74524,28.0634,C,C,C,True,True,True
II.11,I229b17ac,Educational attainment of the population aged 25 and older by sex,S42da2179,"Educational attainment (minimum upper secondary) of the population aged 25 and older, by sex",120,Cameroon,CMR,12.7419827,5.692387031,Sub-Saharan Africa,G,Global,2021,PT,Percent,2010,18.17227,11.47701,25.39947,C,C,C,True,True,True
II.11,I229b17ac,Educational attainment of the population aged 25 and older by sex,S42da2179,"Educational attainment (minimum upper secondary) of the population aged 25 and older, by sex",124,Canada,CAN,-101.6575058,57.72360191,Europe and Northern America,G,Global,2021,PT,Percent,1991,49.35452,47.70251,51.15077,C,C,C,False,False,False
II.11,I229b17ac,Educational attainment of the population aged 25 and older by sex,S42da2179,"Educational attainment (minimum upper secondary) of the population aged 25 and older, by sex",124,Canada,CAN,-101.6575058,57.72360191,Europe and Northern America,G,Global,2021,PT,Percent,2001,67.74513,63.45178,71.4653,C,C,C,False,False,False
II.11,I229b17ac,Educational attainment of the population aged 25 and older by sex,S42da2179,"Educational attainment (minimum upper secondary) of the population aged 25 and older, by sex",124,Canada,CAN,-101.6575058,57.72360191,Europe and Northern America,G,Global,2021,PT,Percent,2006,79.40339,79.12208,79.70666,C,C,C,False,False,False
II.11,I229b17ac,Educational attainment of the population aged 25 and older by sex,S42da2179,"Educational attainment (minimum upper secondary) of the population aged 25 and older, by sex",124,Canada,CAN,-101.6575058,57.72360191,Europe and Northern America,G,Global,2021,PT,Percent,2011,82.74899,82.74051,82.75808,C,C,C,False,False,False
II.11,I229b17ac,Educational attainment of the population aged 25 and older by sex,S42da2179,"Educational attainment (minimum upper secondary) of the population aged 25 and older, by sex",124,Canada,CAN,-101.6575058,57.72360191,Europe and Northern America,G,Global,2021,PT,Percent,2016,84.46919,84.88738,84.02371,C,C,C,True,True,True
II.11,I229b17ac,Educational attainment of the population aged 25 and older by sex,S42da2179,"Educational attainment (minimum upper secondary) of the population aged 25 and older, by sex",132,Cabo Verde,CPV,-23.63544151,15.07791834,Sub-Saharan Africa,G,Global,2021,PT,Percent,2015,20.03713,19.80815,20.28752,C,C,C,True,True,True
II.11,I229b17ac,Educational attainment of the population aged 25 and older by sex,S42da2179,"Educational attainment (minimum upper secondary) of the population aged 25 and older, by sex",136,Cayman Islands,CYM,-81.16740559,19.32266656,Latin America and the Caribbean,G,Global,2021,PT,Percent,2007,73.56458,72.59692,74.49239,C,C,C,False,False,False
II.11,I229b17ac,Educational attainment of the population aged 25 and older by sex,S42da2179,"Educational attainment (minimum upper secondary) of the population aged 25 and older, by sex",136,Cayman Islands,CYM,-81.16740559,19.32266656,Latin America and the Caribbean,G,Global,2021,PT,Percent,2008,77.28767,78.79336,75.74468,C,C,C,False,False,False
II.11,I229b17ac,Educational attainment of the population aged 25 and older by sex,S42da2179,"Educational attainment (minimum upper secondary) of the population aged 25 and older, by sex",136,Cayman Islands,CYM,-81.16740559,19.32266656,Latin America and the Caribbean,G,Global,2021,PT,Percent,2014,88.1058,87.70027,88.55781,C,C,C,False,False,False
II.11,I229b17ac,Educational attainment of the population aged 25 and older by sex,S42da2179,"Educational attainment (minimum upper secondary) of the population aged 25 and older, by sex",136,Cayman Islands,CYM,-81.16740559,19.32266656,Latin America and the Caribbean,G,Global,2021,PT,Percent,2015,90.19632,90.72097,89.66024,C,C,C,True,True,True
II.11,I229b17ac,Educational attainment of the population aged 25 and older by sex,S42da2179,"Educational attainment (minimum upper secondary) of the population aged 25 and older, by sex",144,Sri Lanka,LKA,80.70489654,7.614693343,Central and Southern Asia,G,Global,2021,PT,Percent,2001,56.10404,55.60683,56.62371,C,C,C,False,False,False
II.11,I229b17ac,Educational attainment of the population aged 25 and older by sex,S42da2179,"Educational attainment (minimum upper secondary) of the population aged 25 and older, by sex",144,Sri Lanka,LKA,80.70489654,7.614693343,Central and Southern Asia,G,Global,2021,PT,Percent,2016,61.67864,63.01839,60.09544,C,C,C,False,False,False
II.11,I229b17ac,Educational attainment of the population aged 25 and older by sex,S42da2179,"Educational attainment (minimum upper secondary) of the population aged 25 and older, by sex",144,Sri Lanka,LKA,80.70489654,7.614693343,Central and Southern Asia,G,Global,2021,PT,Percent,2017,62.50391,63.64191,61.1702,C,C,C,False,False,False
II.11,I229b17ac,Educational attainment of the population aged 25 and older by sex,S42da2179,"Educational attainment (minimum upper secondary) of the population aged 25 and older, by sex",144,Sri Lanka,LKA,80.70489654,7.614693343,Central and Southern Asia,G,Global,2021,PT,Percent,2018,63.03447,64.32255,61.52945,C,C,C,True,True,True
II.11,I229b17ac,Educational attainment of the population aged 25 and older by sex,S42da2179,"Educational attainment (minimum upper secondary) of the population aged 25 and older, by sex",148,Chad,TCD,18.66618401,15.36279341,Sub-Saharan Africa,G,Global,2021,PT,Percent,2004,5.51998,1.66286,9.88933,C,C,C,False,False,False
II.11,I229b17ac,Educational attainment of the population aged 25 and older by sex,S42da2179,"Educational attainment (minimum upper secondary) of the population aged 25 and older, by sex",148,Chad,TCD,18.66618401,15.36279341,Sub-Saharan Africa,G,Global,2021,PT,Percent,2009,5.10442,1.84319,8.53508,C,C,C,True,True,True
II.11,I229b17ac,Educational attainment of the population aged 25 and older by sex,S42da2179,"Educational attainment (minimum upper secondary) of the population aged 25 and older, by sex",152,Chile,CHL,-71.23029019,-35.2652885,Latin America and the Caribbean,G,Global,2021,PT,Percent,2004,50.02242,49.94647,50.10164,C,C,C,False,False,False
II.11,I229b17ac,Educational attainment of the population aged 25 and older by sex,S42da2179,"Educational attainment (minimum upper secondary) of the population aged 25 and older, by sex",152,Chile,CHL,-71.23029019,-35.2652885,Latin America and the Caribbean,G,Global,2021,PT,Percent,2007,50.56865,50.07991,51.1079,C,C,C,False,False,False
II.11,I229b17ac,Educational attainment of the population aged 25 and older by sex,S42da2179,"Educational attainment (minimum upper secondary) of the population aged 25 and older, by sex",152,Chile,CHL,-71.23029019,-35.2652885,Latin America and the Caribbean,G,Global,2021,PT,Percent,2008,51.86136,51.00054,52.76566,C,C,C,False,False,False
II.11,I229b17ac,Educational attainment of the population aged 25 and older by sex,S42da2179,"Educational attainment (minimum upper secondary) of the population aged 25 and older, by sex",152,Chile,CHL,-71.23029019,-35.2652885,Latin America and the Caribbean,G,Global,2021,PT,Percent,2010,52.86015,51.98444,53.80666,C,C,C,False,False,False
II.11,I229b17ac,Educational attainment of the population aged 25 and older by sex,S42da2179,"Educational attainment (minimum upper secondary) of the population aged 25 and older, by sex",152,Chile,CHL,-71.23029019,-35.2652885,Latin America and the Caribbean,G,Global,2021,PT,Percent,2011,50.80614,49.68199,52.14506,C,C,C,False,False,False
II.11,I229b17ac,Educational attainment of the population aged 25 and older by sex,S42da2179,"Educational attainment (minimum upper secondary) of the population aged 25 and older, by sex",152,Chile,CHL,-71.23029019,-35.2652885,Latin America and the Caribbean,G,Global,2021,PT,Percent,2013,54.06187,53.07377,55.24495,C,C,C,False,False,False
II.11,I229b17ac,Educational attainment of the population aged 25 and older by sex,S42da2179,"Educational attainment (minimum upper secondary) of the population aged 25 and older, by sex",152,Chile,CHL,-71.23029019,-35.2652885,Latin America and the Caribbean,G,Global,2021,PT,Percent,2015,56.96367,55.97417,58.1536,C,C,C,False,False,False
II.11,I229b17ac,Educational attainment of the population aged 25 and older by sex,S42da2179,"Educational attainment (minimum upper secondary) of the population aged 25 and older, by sex",152,Chile,CHL,-71.23029019,-35.2652885,Latin America and the Caribbean,G,Global,2021,PT,Percent,2017,59.23115,58.36588,60.26116,C,C,C,True,True,True
II.11,I229b17ac,Educational attainment of the population aged 25 and older by sex,S42da2179,"Educational attainment (minimum upper secondary) of the population aged 25 and older, by sex",156,China,CHN,104.1403375,32.30955217,Eastern and South-Eastern Asia,G,Global,2021,PT,Percent,2010,22.316,19.19593,25.37281,C,C,C,True,True,True
II.11,I229b17ac,Educational attainment of the population aged 25 and older by sex,S42da2179,"Educational attainment (minimum upper secondary) of the population aged 25 and older, by sex",170,Colombia,COL,-73.07446751,3.888209046,Latin America and the Caribbean,G,Global,2021,PT,Percent,1993,27.67818,,,C,,,False,,
II.11,I229b17ac,Educational attainment of the population aged 25 and older by sex,S42da2179,"Educational attainment (minimum upper secondary) of the population aged 25 and older, by sex",170,Colombia,COL,-73.07446751,3.888209046,Latin America and the Caribbean,G,Global,2021,PT,Percent,2004,34.94966,34.89477,35.00967,C,C,C,False,False,False
II.11,I229b17ac,Educational attainment of the population aged 25 and older by sex,S42da2179,"Educational attainment (minimum upper secondary) of the population aged 25 and older, by sex",170,Colombia,COL,-73.07446751,3.888209046,Latin America and the Caribbean,G,Global,2021,PT,Percent,2005,33.70995,33.62414,33.8038,C,C,C,False,False,False
II.11,I229b17ac,Educational attainment of the population aged 25 and older by sex,S42da2179,"Educational attainment (minimum upper secondary) of the population aged 25 and older, by sex",170,Colombia,COL,-73.07446751,3.888209046,Latin America and the Caribbean,G,Global,2021,PT,Percent,2006,32.26968,32.26994,32.26939,C,C,C,False,False,False
II.11,I229b17ac,Educational attainment of the population aged 25 and older by sex,S42da2179,"Educational attainment (minimum upper secondary) of the population aged 25 and older, by sex",170,Colombia,COL,-73.07446751,3.888209046,Latin America and the Caribbean,G,Global,2021,PT,Percent,2007,36.51919,36.56527,36.4689,C,C,C,False,False,False
II.11,I229b17ac,Educational attainment of the population aged 25 and older by sex,S42da2179,"Educational attainment (minimum upper secondary) of the population aged 25 and older, by sex",170,Colombia,COL,-73.07446751,3.888209046,Latin America and the Caribbean,G,Global,2021,PT,Percent,2008,38.06184,38.08587,38.03555,C,C,C,False,False,False
II.11,I229b17ac,Educational attainment of the population aged 25 and older by sex,S42da2179,"Educational attainment (minimum upper secondary) of the population aged 25 and older, by sex",170,Colombia,COL,-73.07446751,3.888209046,Latin America and the Caribbean,G,Global,2021,PT,Percent,2009,37.65163,38.06419,37.20102,C,C,C,False,False,False
II.11,I229b17ac,Educational attainment of the population aged 25 and older by sex,S42da2179,"Educational attainment (minimum upper secondary) of the population aged 25 and older, by sex",170,Colombia,COL,-73.07446751,3.888209046,Latin America and the Caribbean,G,Global,2021,PT,Percent,2010,39.13526,39.43362,38.80944,C,C,C,False,False,False
II.11,I229b17ac,Educational attainment of the population aged 25 and older by sex,S42da2179,"Educational attainment (minimum upper secondary) of the population aged 25 and older, by sex",170,Colombia,COL,-73.07446751,3.888209046,Latin America and the Caribbean,G,Global,2021,PT,Percent,2011,40.26528,40.66207,39.83192,C,C,C,False,False,False
II.11,I229b17ac,Educational attainment of the population aged 25 and older by sex,S42da2179,"Educational attainment (minimum upper secondary) of the population aged 25 and older, by sex",170,Colombia,COL,-73.07446751,3.888209046,Latin America and the Caribbean,G,Global,2021,PT,Percent,2012,41.40263,41.8009,40.96829,C,C,C,False,False,False
II.11,I229b17ac,Educational attainment of the population aged 25 and older by sex,S42da2179,"Educational attainment (minimum upper secondary) of the population aged 25 and older, by sex",170,Colombia,COL,-73.07446751,3.888209046,Latin America and the Caribbean,G,Global,2021,PT,Percent,2013,43.28975,43.94371,42.57691,C,C,C,False,False,False
II.11,I229b17ac,Educational attainment of the population aged 25 and older by sex,S42da2179,"Educational attainment (minimum upper secondary) of the population aged 25 and older, by sex",170,Colombia,COL,-73.07446751,3.888209046,Latin America and the Caribbean,G,Global,2021,PT,Percent,2014,44.59131,45.30956,43.8089,C,C,C,False,False,False
II.11,I229b17ac,Educational attainment of the population aged 25 and older by sex,S42da2179,"Educational attainment (minimum upper secondary) of the population aged 25 and older, by sex",170,Colombia,COL,-73.07446751,3.888209046,Latin America and the Caribbean,G,Global,2021,PT,Percent,2015,45.40466,46.13774,44.60783,C,C,C,False,False,False
II.11,I229b17ac,Educational attainment of the population aged 25 and older by sex,S42da2179,"Educational attainment (minimum upper secondary) of the population aged 25 and older, by sex",170,Colombia,COL,-73.07446751,3.888209046,Latin America and the Caribbean,G,Global,2021,PT,Percent,2016,47.26855,48.19701,46.26018,C,C,C,False,False,False
II.11,I229b17ac,Educational attainment of the population aged 25 and older by sex,S42da2179,"Educational attainment (minimum upper secondary) of the population aged 25 and older, by sex",170,Colombia,COL,-73.07446751,3.888209046,Latin America and the Caribbean,G,Global,2021,PT,Percent,2018,49.77448,50.97835,48.47088,C,C,C,True,True,True
II.11,I229b17ac,Educational attainment of the population aged 25 and older by sex,S42da2179,"Educational attainment (minimum upper secondary) of the population aged 25 and older, by sex",180,Democratic Republic of the Congo,COD,23.65496507,-2.877154732,Sub-Saharan Africa,G,Global,2021,PT,Percent,2013,19.84704,10.2602,30.56529,C,C,C,False,False,False
II.11,I229b17ac,Educational attainment of the population aged 25 and older by sex,S42da2179,"Educational attainment (minimum upper secondary) of the population aged 25 and older, by sex",180,Democratic Republic of the Congo,COD,23.65496507,-2.877154732,Sub-Saharan Africa,G,Global,2021,PT,Percent,2016,27.26408,16.83823,38.59873,C,C,C,True,True,True
II.11,I229b17ac,Educational attainment of the population aged 25 and older by sex,S42da2179,"Educational attainment (minimum upper secondary) of the population aged 25 and older, by sex",184,Cook Islands,COK,-159.7711391,-21.22696458,"Oceania, exc. Australia and New Zealand",G,Global,2021,PT,Percent,2006,50.43135,49.85915,51.01079,C,C,C,True,True,True
II.11,I229b17ac,Educational attainment of the population aged 25 and older by sex,S42da2179,"Educational attainment (minimum upper secondary) of the population aged 25 and older, by sex",188,Costa Rica,CRI,-84.19712782,9.970998683,Latin America and the Caribbean,G,Global,2021,PT,Percent,2007,33.45751,33.79106,33.08887,C,C,C,False,False,False
II.11,I229b17ac,Educational attainment of the population aged 25 and older by sex,S42da2179,"Educational attainment (minimum upper secondary) of the population aged 25 and older, by sex",188,Costa Rica,CRI,-84.19712782,9.970998683,Latin America and the Caribbean,G,Global,2021,PT,Percent,2008,35.73051,36.39152,34.99061,C,C,C,False,False,False
II.11,I229b17ac,Educational attainment of the population aged 25 and older by sex,S42da2179,"Educational attainment (minimum upper secondary) of the population aged 25 and older, by sex",188,Costa Rica,CRI,-84.19712782,9.970998683,Latin America and the Caribbean,G,Global,2021,PT,Percent,2009,36.54697,36.94819,36.10349,C,C,C,False,False,False
II.11,I229b17ac,Educational attainment of the population aged 25 and older by sex,S42da2179,"Educational attainment (minimum upper secondary) of the population aged 25 and older, by sex",188,Costa Rica,CRI,-84.19712782,9.970998683,Latin America and the Caribbean,G,Global,2021,PT,Percent,2010,35.50172,36.02391,34.92328,C,C,C,False,False,False
II.11,I229b17ac,Educational attainment of the population aged 25 and older by sex,S42da2179,"Educational attainment (minimum upper secondary) of the population aged 25 and older, by sex",188,Costa Rica,CRI,-84.19712782,9.970998683,Latin America and the Caribbean,G,Global,2021,PT,Percent,2011,36.54348,37.03173,35.99719,C,C,C,False,False,False
II.11,I229b17ac,Educational attainment of the population aged 25 and older by sex,S42da2179,"Educational attainment (minimum upper secondary) of the population aged 25 and older, by sex",188,Costa Rica,CRI,-84.19712782,9.970998683,Latin America and the Caribbean,G,Global,2021,PT,Percent,2012,37.38465,38.08474,36.60544,C,C,C,False,False,False
II.11,I229b17ac,Educational attainment of the population aged 25 and older by sex,S42da2179,"Educational attainment (minimum upper secondary) of the population aged 25 and older, by sex",188,Costa Rica,CRI,-84.19712782,9.970998683,Latin America and the Caribbean,G,Global,2021,PT,Percent,2014,40.21864,40.52894,39.86695,C,C,C,False,False,False
II.11,I229b17ac,Educational attainment of the population aged 25 and older by sex,S42da2179,"Educational attainment (minimum upper secondary) of the population aged 25 and older, by sex",188,Costa Rica,CRI,-84.19712782,9.970998683,Latin America and the Caribbean,G,Global,2021,PT,Percent,2015,37.99146,38.90165,36.98492,C,C,C,False,False,False
II.11,I229b17ac,Educational attainment of the population aged 25 and older by sex,S42da2179,"Educational attainment (minimum upper secondary) of the population aged 25 and older, by sex",188,Costa Rica,CRI,-84.19712782,9.970998683,Latin America and the Caribbean,G,Global,2021,PT,Percent,2016,38.29614,39.21972,37.26393,C,C,C,False,False,False
II.11,I229b17ac,Educational attainment of the population aged 25 and older by sex,S42da2179,"Educational attainment (minimum upper secondary) of the population aged 25 and older, by sex",188,Costa Rica,CRI,-84.19712782,9.970998683,Latin America and the Caribbean,G,Global,2021,PT,Percent,2018,39.65673,40.76063,38.40536,C,C,C,True,True,True
II.11,I229b17ac,Educational attainment of the population aged 25 and older by sex,S42da2179,"Educational attainment (minimum upper secondary) of the population aged 25 and older, by sex",191,Croatia,HRV,17.95874553,45.45172212,Europe and Northern America,G,Global,2021,PT,Percent,2001,59.60198,50.45653,69.99107,C,C,C,False,False,False
II.11,I229b17ac,Educational attainment of the population aged 25 and older by sex,S42da2179,"Educational attainment (minimum upper secondary) of the population aged 25 and older, by sex",191,Croatia,HRV,17.95874553,45.45172212,Europe and Northern America,G,Global,2021,PT,Percent,2011,70.70597,63.19986,79.12711,C,C,C,True,True,True
II.11,I229b17ac,Educational attainment of the population aged 25 and older by sex,S42da2179,"Educational attainment (minimum upper secondary) of the population aged 25 and older, by sex",192,Cuba,CUB,-79.54460144,22.10030366,Latin America and the Caribbean,G,Global,2021,PT,Percent,2002,40.35344,40.16478,40.54679,C,C,C,False,False,False
II.11,I229b17ac,Educational attainment of the population aged 25 and older by sex,S42da2179,"Educational attainment (minimum upper secondary) of the population aged 25 and older, by sex",192,Cuba,CUB,-79.54460144,22.10030366,Latin America and the Caribbean,G,Global,2021,PT,Percent,2012,57.40553,57.14484,57.67536,C,C,C,True,True,True
II.11,I229b17ac,Educational attainment of the population aged 25 and older by sex,S42da2179,"Educational attainment (minimum upper secondary) of the population aged 25 and older, by sex",196,Cyprus,CYP,33.22285964,35.05659437,Northern Africa and Western Asia,G,Global,2021,PT,Percent,2004,57.13891,53.52261,61.06864,C,C,C,False,False,False
II.11,I229b17ac,Educational attainment of the population aged 25 and older by sex,S42da2179,"Educational attainment (minimum upper secondary) of the population aged 25 and older, by sex",196,Cyprus,CYP,33.22285964,35.05659437,Northern Africa and Western Asia,G,Global,2021,PT,Percent,2005,58.66734,55.28178,62.30967,C,C,C,False,False,False
II.11,I229b17ac,Educational attainment of the population aged 25 and older by sex,S42da2179,"Educational attainment (minimum upper secondary) of the population aged 25 and older, by sex",196,Cyprus,CYP,33.22285964,35.05659437,Northern Africa and Western Asia,G,Global,2021,PT,Percent,2006,61.20075,58.43369,64.16582,C,C,C,False,False,False
II.11,I229b17ac,Educational attainment of the population aged 25 and older by sex,S42da2179,"Educational attainment (minimum upper secondary) of the population aged 25 and older, by sex",196,Cyprus,CYP,33.22285964,35.05659437,Northern Africa and Western Asia,G,Global,2021,PT,Percent,2007,63.52534,60.69011,66.53566,C,C,C,False,False,False
II.11,I229b17ac,Educational attainment of the population aged 25 and older by sex,S42da2179,"Educational attainment (minimum upper secondary) of the population aged 25 and older, by sex",196,Cyprus,CYP,33.22285964,35.05659437,Northern Africa and Western Asia,G,Global,2021,PT,Percent,2008,64.49926,61.36969,67.78179,C,C,C,False,False,False
II.11,I229b17ac,Educational attainment of the population aged 25 and older by sex,S42da2179,"Educational attainment (minimum upper secondary) of the population aged 25 and older, by sex",196,Cyprus,CYP,33.22285964,35.05659437,Northern Africa and Western Asia,G,Global,2021,PT,Percent,2009,63.82221,60.74027,67.00696,C,C,C,False,False,False
II.11,I229b17ac,Educational attainment of the population aged 25 and older by sex,S42da2179,"Educational attainment (minimum upper secondary) of the population aged 25 and older, by sex",196,Cyprus,CYP,33.22285964,35.05659437,Northern Africa and Western Asia,G,Global,2021,PT,Percent,2010,65.45372,62.33678,68.6781,C,C,C,False,False,False
II.11,I229b17ac,Educational attainment of the population aged 25 and older by sex,S42da2179,"Educational attainment (minimum upper secondary) of the population aged 25 and older, by sex",196,Cyprus,CYP,33.22285964,35.05659437,Northern Africa and Western Asia,G,Global,2021,PT,Percent,2011,67.7841,65.1448,70.72269,C,C,C,False,False,False
