INDICATOR_LABEL,INDICATOR_ID,INDICATOR_DESC,MINSET_SERIES,MINSET_SERIES_DESC,REF_AREA,REF_AREA_DESC,ISO3,X,Y,SDG_REGION,REPORTING_TYPE,REPORTING_TYPE_DESC,SOURCE_YEAR,UNIT_MEASURE,UNIT_MEASURE_DESC,TIME_PERIOD,OBS_VALUE___T__ISCED11_1,OBS_VALUE__F__ISCED11_1,OBS_VALUE__M__ISCED11_1,NATURE___T__ISCED11_1,NATURE__F__ISCED11_1,NATURE__M__ISCED11_1,isLatestValue___T__ISCED11_1,isLatestValue__F__ISCED11_1,isLatestValue__M__ISCED11_1
II.8,c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",100,Bulgaria,BGR,25.0,43.0,Europe and Northern America,G,Global,2017,PT,Percent,2009,98.3,98.91,97.72,C,C,C,False,False,False
II.8,c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",100,Bulgaria,BGR,25.0,43.0,Europe and Northern America,G,Global,2017,PT,Percent,2010,98.41,98.09,98.71,C,C,C,False,False,False
II.8,c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",100,Bulgaria,BGR,25.0,43.0,Europe and Northern America,G,Global,2017,PT,Percent,2011,95.81,96.53,95.13,C,C,C,False,False,False
II.8,c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",100,Bulgaria,BGR,25.0,43.0,Europe and Northern America,G,Global,2017,PT,Percent,2012,96.26,96.64,95.89,C,C,C,False,False,False
II.8,c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",100,Bulgaria,BGR,25.0,43.0,Europe and Northern America,G,Global,2017,PT,Percent,2013,95.22,95.48,94.97,C,C,C,False,False,False
II.8,c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",100,Bulgaria,BGR,25.0,43.0,Europe and Northern America,G,Global,2017,PT,Percent,2014,95.04,95.13,94.96,C,C,C,False,False,False
II.8,c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",100,Bulgaria,BGR,25.0,43.0,Europe and Northern America,G,Global,2017,PT,Percent,2015,93.16,92.75,93.55,C,C,C,False,False,False
II.8,c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",100,Bulgaria,BGR,25.0,43.0,Europe and Northern America,G,Global,2017,PT,Percent,2016,92.3,92.36,92.25,C,C,C,True,True,True
II.8,c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",104,Myanmar,MMR,98.0,22.0,Eastern and South-Eastern Asia,G,Global,2017,PT,Percent,1971,45.16,43.73,46.64,C,C,C,False,False,False
II.8,c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",104,Myanmar,MMR,98.0,22.0,Eastern and South-Eastern Asia,G,Global,2017,PT,Percent,1973,55.8,35.04,76.95,C,C,C,False,False,False
II.8,c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",104,Myanmar,MMR,98.0,22.0,Eastern and South-Eastern Asia,G,Global,2017,PT,Percent,1974,46.81,44.81,48.84,C,C,C,False,False,False
II.8,c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",104,Myanmar,MMR,98.0,22.0,Eastern and South-Eastern Asia,G,Global,2017,PT,Percent,1978,53.07,52.44,53.7,C,C,C,False,False,False
II.8,c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",104,Myanmar,MMR,98.0,22.0,Eastern and South-Eastern Asia,G,Global,2017,PT,Percent,2000,92.38,93.26,91.5,C,C,C,False,False,False
II.8,c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",104,Myanmar,MMR,98.0,22.0,Eastern and South-Eastern Asia,G,Global,2017,PT,Percent,2001,99.0,98.0,100.0,C,C,C,False,False,False
II.8,c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",104,Myanmar,MMR,98.0,22.0,Eastern and South-Eastern Asia,G,Global,2017,PT,Percent,2002,99.69,99.37,100.0,C,C,C,False,False,False
II.8,c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",104,Myanmar,MMR,98.0,22.0,Eastern and South-Eastern Asia,G,Global,2017,PT,Percent,2003,99.72,99.44,100.0,C,C,C,True,True,True
II.8,c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",108,Burundi,BDI,30.0,-3.5,Sub-Saharan Africa,G,Global,2017,PT,Percent,1973,16.73,13.85,19.64,C,C,C,False,False,False
II.8,c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",108,Burundi,BDI,30.0,-3.5,Sub-Saharan Africa,G,Global,2017,PT,Percent,1978,15.02,12.13,17.93,C,C,C,False,False,False
II.8,c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",108,Burundi,BDI,30.0,-3.5,Sub-Saharan Africa,G,Global,2017,PT,Percent,1980,20.34,16.64,24.09,C,C,C,False,False,False
II.8,c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",108,Burundi,BDI,30.0,-3.5,Sub-Saharan Africa,G,Global,2017,PT,Percent,1981,20.27,16.54,24.06,C,C,C,False,False,False
II.8,c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",108,Burundi,BDI,30.0,-3.5,Sub-Saharan Africa,G,Global,2017,PT,Percent,1982,23.81,19.22,28.5,C,C,C,False,False,False
II.8,c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",108,Burundi,BDI,30.0,-3.5,Sub-Saharan Africa,G,Global,2017,PT,Percent,1983,34.77,29.08,40.58,C,C,C,False,False,False
II.8,c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",108,Burundi,BDI,30.0,-3.5,Sub-Saharan Africa,G,Global,2017,PT,Percent,1984,35.67,30.29,41.16,C,C,C,False,False,False
II.8,c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",108,Burundi,BDI,30.0,-3.5,Sub-Saharan Africa,G,Global,2017,PT,Percent,1985,38.0,33.77,42.32,C,C,C,False,False,False
II.8,c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",108,Burundi,BDI,30.0,-3.5,Sub-Saharan Africa,G,Global,2017,PT,Percent,1986,39.94,35.91,44.03,C,C,C,False,False,False
II.8,c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",108,Burundi,BDI,30.0,-3.5,Sub-Saharan Africa,G,Global,2017,PT,Percent,1987,41.97,38.29,45.7,C,C,C,False,False,False
II.8,c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",108,Burundi,BDI,30.0,-3.5,Sub-Saharan Africa,G,Global,2017,PT,Percent,1988,34.2,32.08,36.34,C,C,C,False,False,False
II.8,c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",108,Burundi,BDI,30.0,-3.5,Sub-Saharan Africa,G,Global,2017,PT,Percent,1993,41.38,38.12,44.64,C,C,C,False,False,False
II.8,c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",108,Burundi,BDI,30.0,-3.5,Sub-Saharan Africa,G,Global,2017,PT,Percent,2000,36.82,33.37,40.31,C,C,C,False,False,False
II.8,c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",108,Burundi,BDI,30.0,-3.5,Sub-Saharan Africa,G,Global,2017,PT,Percent,2001,40.06,36.68,43.49,C,C,C,False,False,False
II.8,c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",108,Burundi,BDI,30.0,-3.5,Sub-Saharan Africa,G,Global,2017,PT,Percent,2002,43.2,39.63,46.81,C,C,C,False,False,False
II.8,c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",108,Burundi,BDI,30.0,-3.5,Sub-Saharan Africa,G,Global,2017,PT,Percent,2003,51.3,50.19,52.42,C,C,C,False,False,False
II.8,c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",108,Burundi,BDI,30.0,-3.5,Sub-Saharan Africa,G,Global,2017,PT,Percent,2004,49.07,47.4,50.76,C,C,C,False,False,False
II.8,c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",108,Burundi,BDI,30.0,-3.5,Sub-Saharan Africa,G,Global,2017,PT,Percent,2005,51.46,49.83,53.1,C,C,C,False,False,False
II.8,c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",108,Burundi,BDI,30.0,-3.5,Sub-Saharan Africa,G,Global,2017,PT,Percent,2006,74.94,75.26,74.61,C,C,C,False,False,False
II.8,c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",108,Burundi,BDI,30.0,-3.5,Sub-Saharan Africa,G,Global,2017,PT,Percent,2007,84.28,83.9,84.66,C,C,C,False,False,False
II.8,c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",108,Burundi,BDI,30.0,-3.5,Sub-Saharan Africa,G,Global,2017,PT,Percent,2008,95.91,93.1,98.76,C,C,C,False,False,False
II.8,c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",108,Burundi,BDI,30.0,-3.5,Sub-Saharan Africa,G,Global,2017,PT,Percent,2009,85.22,85.2,85.25,C,C,C,False,False,False
II.8,c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",108,Burundi,BDI,30.0,-3.5,Sub-Saharan Africa,G,Global,2017,PT,Percent,2010,99.67,99.79,99.54,C,C,C,True,True,True
II.8,c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",112,Belarus,BLR,28.0,53.0,Europe and Northern America,G,Global,2017,PT,Percent,1995,48.73,47.1,50.28,C,C,C,False,False,False
II.8,c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",112,Belarus,BLR,28.0,53.0,Europe and Northern America,G,Global,2017,PT,Percent,2003,76.15,,,C,,,False,,
II.8,c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",112,Belarus,BLR,28.0,53.0,Europe and Northern America,G,Global,2017,PT,Percent,2012,78.18,78.23,78.12,C,E,E,False,False,False
II.8,c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",112,Belarus,BLR,28.0,53.0,Europe and Northern America,G,Global,2017,PT,Percent,2013,79.62,83.37,76.08,C,C,C,False,False,False
II.8,c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",112,Belarus,BLR,28.0,53.0,Europe and Northern America,G,Global,2017,PT,Percent,2014,81.25,81.46,81.05,C,C,C,False,False,False
II.8,c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",112,Belarus,BLR,28.0,53.0,Europe and Northern America,G,Global,2017,PT,Percent,2015,82.76,86.38,79.35,C,C,C,False,False,False
II.8,c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",112,Belarus,BLR,28.0,53.0,Europe and Northern America,G,Global,2017,PT,Percent,2016,85.58,85.0,86.13,C,C,C,True,True,True
II.8,c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",116,Cambodia,KHM,105.0,13.0,Eastern and South-Eastern Asia,G,Global,2017,PT,Percent,1997,74.11,70.96,77.19,C,C,C,False,False,False
II.8,c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",116,Cambodia,KHM,105.0,13.0,Eastern and South-Eastern Asia,G,Global,2017,PT,Percent,1998,68.32,65.69,70.88,C,C,C,False,False,False
II.8,c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",116,Cambodia,KHM,105.0,13.0,Eastern and South-Eastern Asia,G,Global,2017,PT,Percent,1999,72.32,70.75,73.85,C,C,C,False,False,False
II.8,c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",116,Cambodia,KHM,105.0,13.0,Eastern and South-Eastern Asia,G,Global,2017,PT,Percent,2000,80.84,78.35,83.24,C,C,C,False,False,False
II.8,c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",116,Cambodia,KHM,105.0,13.0,Eastern and South-Eastern Asia,G,Global,2017,PT,Percent,2003,89.22,87.13,91.23,C,C,C,False,False,False
II.8,c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",116,Cambodia,KHM,105.0,13.0,Eastern and South-Eastern Asia,G,Global,2017,PT,Percent,2006,88.92,88.78,89.06,C,C,C,False,False,False
II.8,c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",116,Cambodia,KHM,105.0,13.0,Eastern and South-Eastern Asia,G,Global,2017,PT,Percent,2007,92.13,90.86,93.34,C,C,C,False,False,False
II.8,c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",116,Cambodia,KHM,105.0,13.0,Eastern and South-Eastern Asia,G,Global,2017,PT,Percent,2008,82.92,81.62,84.18,C,C,C,False,False,False
II.8,c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",116,Cambodia,KHM,105.0,13.0,Eastern and South-Eastern Asia,G,Global,2017,PT,Percent,2010,87.69,87.09,88.29,C,C,C,False,False,False
II.8,c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",116,Cambodia,KHM,105.0,13.0,Eastern and South-Eastern Asia,G,Global,2017,PT,Percent,2011,96.54,94.48,98.57,C,C,C,False,False,False
II.8,c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",116,Cambodia,KHM,105.0,13.0,Eastern and South-Eastern Asia,G,Global,2017,PT,Percent,2012,94.37,92.15,96.55,C,C,C,False,False,False
II.8,c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",116,Cambodia,KHM,105.0,13.0,Eastern and South-Eastern Asia,G,Global,2017,PT,Percent,2014,86.67,86.4,86.94,C,C,C,False,False,False
II.8,c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",116,Cambodia,KHM,105.0,13.0,Eastern and South-Eastern Asia,G,Global,2017,PT,Percent,2015,85.83,87.83,83.92,E,E,E,False,False,False
II.8,c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",116,Cambodia,KHM,105.0,13.0,Eastern and South-Eastern Asia,G,Global,2017,PT,Percent,2016,82.23,82.03,82.41,C,C,C,True,True,True
II.8,c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",12,Algeria,DZA,3.0,28.0,Northern Africa and Western Asia,G,Global,2017,PT,Percent,1973,72.39,61.66,82.66,C,C,C,False,False,False
II.8,c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",12,Algeria,DZA,3.0,28.0,Northern Africa and Western Asia,G,Global,2017,PT,Percent,1974,72.22,62.02,81.97,C,C,C,False,False,False
II.8,c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",12,Algeria,DZA,3.0,28.0,Northern Africa and Western Asia,G,Global,2017,PT,Percent,1975,71.52,61.81,80.81,C,C,C,False,False,False
II.8,c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",12,Algeria,DZA,3.0,28.0,Northern Africa and Western Asia,G,Global,2017,PT,Percent,1976,78.49,68.97,87.59,C,C,C,False,False,False
II.8,c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",12,Algeria,DZA,3.0,28.0,Northern Africa and Western Asia,G,Global,2017,PT,Percent,1977,81.04,70.76,90.89,C,C,C,False,False,False
II.8,c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",12,Algeria,DZA,3.0,28.0,Northern Africa and Western Asia,G,Global,2017,PT,Percent,1978,78.83,68.89,88.36,C,C,C,False,False,False
II.8,c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",12,Algeria,DZA,3.0,28.0,Northern Africa and Western Asia,G,Global,2017,PT,Percent,1979,80.62,69.96,90.85,C,C,C,False,False,False
II.8,c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",12,Algeria,DZA,3.0,28.0,Northern Africa and Western Asia,G,Global,2017,PT,Percent,1980,81.24,71.63,90.46,C,C,C,False,False,False
II.8,c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",12,Algeria,DZA,3.0,28.0,Northern Africa and Western Asia,G,Global,2017,PT,Percent,1981,81.89,72.71,90.68,C,C,C,False,False,False
II.8,c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",12,Algeria,DZA,3.0,28.0,Northern Africa and Western Asia,G,Global,2017,PT,Percent,1982,79.14,70.63,87.3,C,C,C,False,False,False
II.8,c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",12,Algeria,DZA,3.0,28.0,Northern Africa and Western Asia,G,Global,2017,PT,Percent,1983,78.02,70.5,85.24,C,C,C,False,False,False
II.8,c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",12,Algeria,DZA,3.0,28.0,Northern Africa and Western Asia,G,Global,2017,PT,Percent,1984,84.17,76.15,91.86,C,C,C,False,False,False
II.8,c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",12,Algeria,DZA,3.0,28.0,Northern Africa and Western Asia,G,Global,2017,PT,Percent,1985,81.42,74.31,88.25,C,C,C,False,False,False
II.8,c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",12,Algeria,DZA,3.0,28.0,Northern Africa and Western Asia,G,Global,2017,PT,Percent,1986,84.55,78.36,90.48,C,C,C,False,False,False
II.8,c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",12,Algeria,DZA,3.0,28.0,Northern Africa and Western Asia,G,Global,2017,PT,Percent,1987,87.22,80.46,93.7,C,C,C,False,False,False
II.8,c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",12,Algeria,DZA,3.0,28.0,Northern Africa and Western Asia,G,Global,2017,PT,Percent,1988,87.85,81.61,93.84,C,C,C,False,False,False
II.8,c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",12,Algeria,DZA,3.0,28.0,Northern Africa and Western Asia,G,Global,2017,PT,Percent,1989,88.73,82.67,94.55,C,C,C,False,False,False
II.8,c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",12,Algeria,DZA,3.0,28.0,Northern Africa and Western Asia,G,Global,2017,PT,Percent,1990,88.64,83.03,94.03,C,C,C,False,False,False
II.8,c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",12,Algeria,DZA,3.0,28.0,Northern Africa and Western Asia,G,Global,2017,PT,Percent,1991,92.13,86.41,97.62,C,C,C,False,False,False
II.8,c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",c4bf1a5f,"Adjusted net intake rate to the first grade of primary education, by sex",12,Algeria,DZA,3.0,28.0,Northern Africa and Western Asia,G,Global,2017,PT,Percent,1992,91.84,87.12,96.37,C,C,C,False,False,False
