INDICATOR_LABEL,INDICATOR_ID,INDICATOR_DESC,MINSET_SERIES,MINSET_SERIES_DESC,REF_AREA,REF_AREA_DESC,ISO3,X,Y,SDG_REGION,REPORTING_TYPE,REPORTING_TYPE_DESC,SOURCE_YEAR,UNIT_MEASURE,UNIT_MEASURE_DESC,TIME_PERIOD,OBS_VALUE__M,OBS_VALUE__F,OBS_VALUE___T,NATURE__M,NATURE__F,NATURE___T,COMMENT_OBS__M,COMMENT_OBS__F,COMMENT_OBS___T,isLatestValue__M,isLatestValue__F,isLatestValue___T
I.18,b8e91664,"Proportion of individuals who own a mobile telephone, by sex",b8e91664,"Proportion of individuals who own a mobile telephone, by sex",192,Cuba,CUB,-79.54460144,22.10030366,Latin America and the Caribbean,G,Global,2019,PT,Percent,2016,,,37.97,,,C,,,,,,True
I.18,b8e91664,"Proportion of individuals who own a mobile telephone, by sex",b8e91664,"Proportion of individuals who own a mobile telephone, by sex",196,Cyprus,CYP,33.22285964,35.05659437,Northern Africa and Western Asia,G,Global,2019,PT,Percent,2014,98.31,95.13,96.65,C,C,C,,,,False,False,False
I.18,b8e91664,"Proportion of individuals who own a mobile telephone, by sex",b8e91664,"Proportion of individuals who own a mobile telephone, by sex",196,Cyprus,CYP,33.22285964,35.05659437,Northern Africa and Western Asia,G,Global,2019,PT,Percent,2015,99.33,96.53,97.88,C,C,C,,,,False,False,False
I.18,b8e91664,"Proportion of individuals who own a mobile telephone, by sex",b8e91664,"Proportion of individuals who own a mobile telephone, by sex",196,Cyprus,CYP,33.22285964,35.05659437,Northern Africa and Western Asia,G,Global,2019,PT,Percent,2016,96.51,92.94,94.65,C,C,C,,,,False,False,False
I.18,b8e91664,"Proportion of individuals who own a mobile telephone, by sex",b8e91664,"Proportion of individuals who own a mobile telephone, by sex",196,Cyprus,CYP,33.22285964,35.05659437,Northern Africa and Western Asia,G,Global,2019,PT,Percent,2017,100.19,98.67,99.4,C,C,C,,,,True,True,True
I.18,b8e91664,"Proportion of individuals who own a mobile telephone, by sex",b8e91664,"Proportion of individuals who own a mobile telephone, by sex",203,Czechia,CZE,15.33151382,49.73913871,Europe and Northern America,G,Global,2019,PT,Percent,2014,97.38,96.3,96.83,C,C,C,,,,False,False,False
I.18,b8e91664,"Proportion of individuals who own a mobile telephone, by sex",b8e91664,"Proportion of individuals who own a mobile telephone, by sex",203,Czechia,CZE,15.33151382,49.73913871,Europe and Northern America,G,Global,2019,PT,Percent,2015,97.18,96.86,97.01,C,C,C,,,,True,True,True
I.18,b8e91664,"Proportion of individuals who own a mobile telephone, by sex",b8e91664,"Proportion of individuals who own a mobile telephone, by sex",208,Denmark,DNK,9.326571283,56.03829721,Europe and Northern America,G,Global,2019,PT,Percent,2016,82.47,83.16,82.82,C,C,C,,,,True,True,True
I.18,b8e91664,"Proportion of individuals who own a mobile telephone, by sex",b8e91664,"Proportion of individuals who own a mobile telephone, by sex",214,Dominican Republic,DOM,-70.49847576,18.89832088,Latin America and the Caribbean,G,Global,2019,PT,Percent,2015,,,91.9,,,C,,,,,,False
I.18,b8e91664,"Proportion of individuals who own a mobile telephone, by sex",b8e91664,"Proportion of individuals who own a mobile telephone, by sex",214,Dominican Republic,DOM,-70.49847576,18.89832088,Latin America and the Caribbean,G,Global,2019,PT,Percent,2016,83.92,83.95,83.93,C,C,C,,,,False,False,False
I.18,b8e91664,"Proportion of individuals who own a mobile telephone, by sex",b8e91664,"Proportion of individuals who own a mobile telephone, by sex",214,Dominican Republic,DOM,-70.49847576,18.89832088,Latin America and the Caribbean,G,Global,2019,PT,Percent,2017,69.63,69.06,69.34,C,C,C,,,,True,True,True
I.18,b8e91664,"Proportion of individuals who own a mobile telephone, by sex",b8e91664,"Proportion of individuals who own a mobile telephone, by sex",218,Ecuador,ECU,-78.37005241,-1.447785891,Latin America and the Caribbean,G,Global,2019,PT,Percent,2014,54.92,52.99,53.94,C,C,C,,,,False,False,False
I.18,b8e91664,"Proportion of individuals who own a mobile telephone, by sex",b8e91664,"Proportion of individuals who own a mobile telephone, by sex",218,Ecuador,ECU,-78.37005241,-1.447785891,Latin America and the Caribbean,G,Global,2019,PT,Percent,2015,56.5,54.41,55.43,C,C,C,,,,False,False,False
I.18,b8e91664,"Proportion of individuals who own a mobile telephone, by sex",b8e91664,"Proportion of individuals who own a mobile telephone, by sex",218,Ecuador,ECU,-78.37005241,-1.447785891,Latin America and the Caribbean,G,Global,2019,PT,Percent,2016,56.95,55.31,56.12,C,C,C,,,,False,False,False
I.18,b8e91664,"Proportion of individuals who own a mobile telephone, by sex",b8e91664,"Proportion of individuals who own a mobile telephone, by sex",218,Ecuador,ECU,-78.37005241,-1.447785891,Latin America and the Caribbean,G,Global,2019,PT,Percent,2017,59.08,57.96,58.51,C,C,C,,,,True,True,True
I.18,b8e91664,"Proportion of individuals who own a mobile telephone, by sex",b8e91664,"Proportion of individuals who own a mobile telephone, by sex",222,El Salvador,SLV,-88.86862995,13.73603564,Latin America and the Caribbean,G,Global,2019,PT,Percent,2014,80.43,77.98,79.12,C,C,C,,,,False,False,False
I.18,b8e91664,"Proportion of individuals who own a mobile telephone, by sex",b8e91664,"Proportion of individuals who own a mobile telephone, by sex",222,El Salvador,SLV,-88.86862995,13.73603564,Latin America and the Caribbean,G,Global,2019,PT,Percent,2015,81.01,78.45,79.65,C,C,C,,,,True,True,True
I.18,b8e91664,"Proportion of individuals who own a mobile telephone, by sex",b8e91664,"Proportion of individuals who own a mobile telephone, by sex",231,Ethiopia,ETH,39.63505296,8.631223181,Sub-Saharan Africa,G,Global,2019,PT,Percent,2015,,,50.0,,,C,,,,,,False
I.18,b8e91664,"Proportion of individuals who own a mobile telephone, by sex",b8e91664,"Proportion of individuals who own a mobile telephone, by sex",231,Ethiopia,ETH,39.63505296,8.631223181,Sub-Saharan Africa,G,Global,2019,PT,Percent,2016,,,58.29,,,C,,,,,,True
I.18,b8e91664,"Proportion of individuals who own a mobile telephone, by sex",b8e91664,"Proportion of individuals who own a mobile telephone, by sex",24,Angola,AGO,17.57817062,-12.33724746,Sub-Saharan Africa,G,Global,2019,PT,Percent,2014,77.61,79.8,78.64,C,C,C,,,,True,True,True
I.18,b8e91664,"Proportion of individuals who own a mobile telephone, by sex",b8e91664,"Proportion of individuals who own a mobile telephone, by sex",246,Finland,FIN,23.308447,61.91586738,Europe and Northern America,G,Global,2019,PT,Percent,2014,98.66,98.37,98.51,C,C,C,,,,False,False,False
I.18,b8e91664,"Proportion of individuals who own a mobile telephone, by sex",b8e91664,"Proportion of individuals who own a mobile telephone, by sex",246,Finland,FIN,23.308447,61.91586738,Europe and Northern America,G,Global,2019,PT,Percent,2015,99.08,97.7,98.38,C,C,C,,,,False,False,False
I.18,b8e91664,"Proportion of individuals who own a mobile telephone, by sex",b8e91664,"Proportion of individuals who own a mobile telephone, by sex",246,Finland,FIN,23.308447,61.91586738,Europe and Northern America,G,Global,2019,PT,Percent,2016,98.78,98.12,98.45,C,C,C,,,,False,False,False
I.18,b8e91664,"Proportion of individuals who own a mobile telephone, by sex",b8e91664,"Proportion of individuals who own a mobile telephone, by sex",246,Finland,FIN,23.308447,61.91586738,Europe and Northern America,G,Global,2019,PT,Percent,2017,95.24,102.63,98.86,C,C,C,,,,True,True,True
I.18,b8e91664,"Proportion of individuals who own a mobile telephone, by sex",b8e91664,"Proportion of individuals who own a mobile telephone, by sex",262,Djibouti,DJI,42.18274707,11.56004161,Sub-Saharan Africa,G,Global,2019,PT,Percent,2017,61.32,51.57,56.34,C,C,C,,,,True,True,True
I.18,b8e91664,"Proportion of individuals who own a mobile telephone, by sex",b8e91664,"Proportion of individuals who own a mobile telephone, by sex",268,Georgia,GEO,43.3713615,42.04813028,Northern Africa and Western Asia,G,Global,2019,PT,Percent,2016,81.16,76.76,78.84,C,C,C,,,,False,False,False
I.18,b8e91664,"Proportion of individuals who own a mobile telephone, by sex",b8e91664,"Proportion of individuals who own a mobile telephone, by sex",268,Georgia,GEO,43.3713615,42.04813028,Northern Africa and Western Asia,G,Global,2019,PT,Percent,2017,88.85,81.49,84.9,C,C,C,,,,True,True,True
I.18,b8e91664,"Proportion of individuals who own a mobile telephone, by sex",b8e91664,"Proportion of individuals who own a mobile telephone, by sex",275,State of Palestine,PSE,35.25694122,31.94347933,Northern Africa and Western Asia,G,Global,2019,PT,Percent,2014,81.82,65.29,73.67,C,C,C,,,,True,True,True
I.18,b8e91664,"Proportion of individuals who own a mobile telephone, by sex",b8e91664,"Proportion of individuals who own a mobile telephone, by sex",31,Azerbaijan,AZE,50.01064725,40.39229544,Northern Africa and Western Asia,G,Global,2019,PT,Percent,2014,77.21,70.66,73.92,C,C,C,,,,False,False,False
I.18,b8e91664,"Proportion of individuals who own a mobile telephone, by sex",b8e91664,"Proportion of individuals who own a mobile telephone, by sex",31,Azerbaijan,AZE,50.01064725,40.39229544,Northern Africa and Western Asia,G,Global,2019,PT,Percent,2015,77.81,70.47,74.12,C,C,C,,,,False,False,False
I.18,b8e91664,"Proportion of individuals who own a mobile telephone, by sex",b8e91664,"Proportion of individuals who own a mobile telephone, by sex",31,Azerbaijan,AZE,50.01064725,40.39229544,Northern Africa and Western Asia,G,Global,2019,PT,Percent,2016,77.01,69.84,73.42,C,C,C,,,,False,False,False
I.18,b8e91664,"Proportion of individuals who own a mobile telephone, by sex",b8e91664,"Proportion of individuals who own a mobile telephone, by sex",31,Azerbaijan,AZE,50.01064725,40.39229544,Northern Africa and Western Asia,G,Global,2019,PT,Percent,2017,88.38,79.72,84.0,C,C,C,,,,True,True,True
I.18,b8e91664,"Proportion of individuals who own a mobile telephone, by sex",b8e91664,"Proportion of individuals who own a mobile telephone, by sex",344,"China, Hong Kong Special Administrative Region",HKG,114.0266445,22.41749934,Eastern and South-Eastern Asia,G,Global,2019,PT,Percent,2014,95.53,94.15,94.81,C,C,C,,,,False,False,False
I.18,b8e91664,"Proportion of individuals who own a mobile telephone, by sex",b8e91664,"Proportion of individuals who own a mobile telephone, by sex",344,"China, Hong Kong Special Administrative Region",HKG,114.0266445,22.41749934,Eastern and South-Eastern Asia,G,Global,2019,PT,Percent,2015,96.8,95.37,96.05,C,C,C,,,,False,False,False
I.18,b8e91664,"Proportion of individuals who own a mobile telephone, by sex",b8e91664,"Proportion of individuals who own a mobile telephone, by sex",344,"China, Hong Kong Special Administrative Region",HKG,114.0266445,22.41749934,Eastern and South-Eastern Asia,G,Global,2019,PT,Percent,2016,96.93,95.38,96.12,C,C,C,,,,False,False,False
I.18,b8e91664,"Proportion of individuals who own a mobile telephone, by sex",b8e91664,"Proportion of individuals who own a mobile telephone, by sex",344,"China, Hong Kong Special Administrative Region",HKG,114.0266445,22.41749934,Eastern and South-Eastern Asia,G,Global,2019,PT,Percent,2017,97.36,96.33,96.82,C,C,C,,,,True,True,True
I.18,b8e91664,"Proportion of individuals who own a mobile telephone, by sex",b8e91664,"Proportion of individuals who own a mobile telephone, by sex",360,Indonesia,IDN,113.9174,-0.994582204,Eastern and South-Eastern Asia,G,Global,2019,PT,Percent,2014,,,51.49,,,C,,,,,,False
I.18,b8e91664,"Proportion of individuals who own a mobile telephone, by sex",b8e91664,"Proportion of individuals who own a mobile telephone, by sex",360,Indonesia,IDN,113.9174,-0.994582204,Eastern and South-Eastern Asia,G,Global,2019,PT,Percent,2015,63.67,50.57,57.14,C,C,C,,,,False,False,False
I.18,b8e91664,"Proportion of individuals who own a mobile telephone, by sex",b8e91664,"Proportion of individuals who own a mobile telephone, by sex",360,Indonesia,IDN,113.9174,-0.994582204,Eastern and South-Eastern Asia,G,Global,2019,PT,Percent,2016,64.65,52.28,58.49,C,C,C,,,,False,False,False
I.18,b8e91664,"Proportion of individuals who own a mobile telephone, by sex",b8e91664,"Proportion of individuals who own a mobile telephone, by sex",360,Indonesia,IDN,113.9174,-0.994582204,Eastern and South-Eastern Asia,G,Global,2019,PT,Percent,2017,65.34,53.8,59.59,C,C,C,,,,True,True,True
I.18,b8e91664,"Proportion of individuals who own a mobile telephone, by sex",b8e91664,"Proportion of individuals who own a mobile telephone, by sex",364,Iran (Islamic Republic of),IRN,54.19766348,32.74370885,Central and Southern Asia,G,Global,2019,PT,Percent,2015,76.04,63.22,69.7,C,C,C,,,,False,False,False
I.18,b8e91664,"Proportion of individuals who own a mobile telephone, by sex",b8e91664,"Proportion of individuals who own a mobile telephone, by sex",364,Iran (Islamic Republic of),IRN,54.19766348,32.74370885,Central and Southern Asia,G,Global,2019,PT,Percent,2016,78.35,65.14,71.82,C,C,C,,,,False,False,False
I.18,b8e91664,"Proportion of individuals who own a mobile telephone, by sex",b8e91664,"Proportion of individuals who own a mobile telephone, by sex",364,Iran (Islamic Republic of),IRN,54.19766348,32.74370885,Central and Southern Asia,G,Global,2019,PT,Percent,2017,77.24,54.58,66.04,C,C,C,,,,True,True,True
I.18,b8e91664,"Proportion of individuals who own a mobile telephone, by sex",b8e91664,"Proportion of individuals who own a mobile telephone, by sex",368,Iraq,IRQ,43.76606267,33.05013795,Northern Africa and Western Asia,G,Global,2019,PT,Percent,2014,63.05,43.44,53.43,C,C,C,,,,False,False,False
I.18,b8e91664,"Proportion of individuals who own a mobile telephone, by sex",b8e91664,"Proportion of individuals who own a mobile telephone, by sex",368,Iraq,IRQ,43.76606267,33.05013795,Northern Africa and Western Asia,G,Global,2019,PT,Percent,2017,83.1,56.73,70.1,C,C,C,,,,True,True,True
I.18,b8e91664,"Proportion of individuals who own a mobile telephone, by sex",b8e91664,"Proportion of individuals who own a mobile telephone, by sex",372,Ireland,IRL,-7.121425272,53.25274054,Europe and Northern America,G,Global,2019,PT,Percent,2016,83.0,83.0,83.0,C,C,C,,,,True,True,True
I.18,b8e91664,"Proportion of individuals who own a mobile telephone, by sex",b8e91664,"Proportion of individuals who own a mobile telephone, by sex",380,Italy,ITA,12.57022427,42.79917282,Europe and Northern America,G,Global,2019,PT,Percent,2014,91.52,88.27,89.84,C,C,C,,,,False,False,False
I.18,b8e91664,"Proportion of individuals who own a mobile telephone, by sex",b8e91664,"Proportion of individuals who own a mobile telephone, by sex",380,Italy,ITA,12.57022427,42.79917282,Europe and Northern America,G,Global,2019,PT,Percent,2015,91.37,88.71,90.0,C,C,C,,,,False,False,False
I.18,b8e91664,"Proportion of individuals who own a mobile telephone, by sex",b8e91664,"Proportion of individuals who own a mobile telephone, by sex",380,Italy,ITA,12.57022427,42.79917282,Europe and Northern America,G,Global,2019,PT,Percent,2016,92.69,90.42,91.52,C,C,C,,,,True,True,True
I.18,b8e91664,"Proportion of individuals who own a mobile telephone, by sex",b8e91664,"Proportion of individuals who own a mobile telephone, by sex",384,Côte d'Ivoire,CIV,-5.552690016,7.62211586,Sub-Saharan Africa,G,Global,2019,PT,Percent,2015,,,54.59,,,C,,,,,,False
I.18,b8e91664,"Proportion of individuals who own a mobile telephone, by sex",b8e91664,"Proportion of individuals who own a mobile telephone, by sex",384,Côte d'Ivoire,CIV,-5.552690016,7.62211586,Sub-Saharan Africa,G,Global,2019,PT,Percent,2016,,,59.84,,,C,,,,,,False
I.18,b8e91664,"Proportion of individuals who own a mobile telephone, by sex",b8e91664,"Proportion of individuals who own a mobile telephone, by sex",384,Côte d'Ivoire,CIV,-5.552690016,7.62211586,Sub-Saharan Africa,G,Global,2019,PT,Percent,2017,81.38,47.19,64.83,C,C,C,,,,True,True,True
I.18,b8e91664,"Proportion of individuals who own a mobile telephone, by sex",b8e91664,"Proportion of individuals who own a mobile telephone, by sex",388,Jamaica,JAM,-77.31068409,18.15616857,Latin America and the Caribbean,G,Global,2019,PT,Percent,2016,95.59,97.18,96.39,C,C,C,,,,True,True,True
I.18,b8e91664,"Proportion of individuals who own a mobile telephone, by sex",b8e91664,"Proportion of individuals who own a mobile telephone, by sex",392,Japan,JPN,139.2716103,36.6554539,Eastern and South-Eastern Asia,G,Global,2019,PT,Percent,2015,81.55,80.28,80.9,C,C,C,,,,False,False,False
I.18,b8e91664,"Proportion of individuals who own a mobile telephone, by sex",b8e91664,"Proportion of individuals who own a mobile telephone, by sex",392,Japan,JPN,139.2716103,36.6554539,Eastern and South-Eastern Asia,G,Global,2019,PT,Percent,2016,85.29,82.0,83.6,C,C,C,,,,False,False,False
I.18,b8e91664,"Proportion of individuals who own a mobile telephone, by sex",b8e91664,"Proportion of individuals who own a mobile telephone, by sex",392,Japan,JPN,139.2716103,36.6554539,Eastern and South-Eastern Asia,G,Global,2019,PT,Percent,2017,89.7,87.03,88.31,C,C,C,,,,True,True,True
I.18,b8e91664,"Proportion of individuals who own a mobile telephone, by sex",b8e91664,"Proportion of individuals who own a mobile telephone, by sex",398,Kazakhstan,KAZ,66.65359159,48.01963494,Central and Southern Asia,G,Global,2019,PT,Percent,2016,86.02,84.82,85.39,C,C,C,,,,False,False,False
I.18,b8e91664,"Proportion of individuals who own a mobile telephone, by sex",b8e91664,"Proportion of individuals who own a mobile telephone, by sex",398,Kazakhstan,KAZ,66.65359159,48.01963494,Central and Southern Asia,G,Global,2019,PT,Percent,2017,87.14,86.5,86.81,C,C,C,,,,True,True,True
I.18,b8e91664,"Proportion of individuals who own a mobile telephone, by sex",b8e91664,"Proportion of individuals who own a mobile telephone, by sex",404,Kenya,KEN,37.86096816,0.534797278,Sub-Saharan Africa,G,Global,2019,PT,Percent,2015,45.97,43.71,44.82,C,C,C,,,,True,True,False
I.18,b8e91664,"Proportion of individuals who own a mobile telephone, by sex",b8e91664,"Proportion of individuals who own a mobile telephone, by sex",404,Kenya,KEN,37.86096816,0.534797278,Sub-Saharan Africa,G,Global,2019,PT,Percent,2016,,,44.8,,,C,,,,,,True
I.18,b8e91664,"Proportion of individuals who own a mobile telephone, by sex",b8e91664,"Proportion of individuals who own a mobile telephone, by sex",410,Republic of Korea,KOR,127.8610254,36.45201023,Eastern and South-Eastern Asia,G,Global,2019,PT,Percent,2014,87.72,81.58,84.67,C,C,C,,,,False,False,False
I.18,b8e91664,"Proportion of individuals who own a mobile telephone, by sex",b8e91664,"Proportion of individuals who own a mobile telephone, by sex",410,Republic of Korea,KOR,127.8610254,36.45201023,Eastern and South-Eastern Asia,G,Global,2019,PT,Percent,2015,96.94,94.53,95.74,C,C,C,,,,False,False,False
I.18,b8e91664,"Proportion of individuals who own a mobile telephone, by sex",b8e91664,"Proportion of individuals who own a mobile telephone, by sex",410,Republic of Korea,KOR,127.8610254,36.45201023,Eastern and South-Eastern Asia,G,Global,2019,PT,Percent,2016,92.41,87.64,90.04,C,C,C,,,,False,False,False
I.18,b8e91664,"Proportion of individuals who own a mobile telephone, by sex",b8e91664,"Proportion of individuals who own a mobile telephone, by sex",410,Republic of Korea,KOR,127.8610254,36.45201023,Eastern and South-Eastern Asia,G,Global,2019,PT,Percent,2017,95.62,93.05,94.35,C,C,C,,,,True,True,True
I.18,b8e91664,"Proportion of individuals who own a mobile telephone, by sex",b8e91664,"Proportion of individuals who own a mobile telephone, by sex",414,Kuwait,KWT,47.49305029,29.53949468,Northern Africa and Western Asia,G,Global,2019,PT,Percent,2017,,,93.0,,,C,,,,,,True
I.18,b8e91664,"Proportion of individuals who own a mobile telephone, by sex",b8e91664,"Proportion of individuals who own a mobile telephone, by sex",440,Lithuania,LTU,23.90517807,55.33680309,Europe and Northern America,G,Global,2019,PT,Percent,2014,96.4,96.99,96.71,C,C,C,,,,False,False,False
I.18,b8e91664,"Proportion of individuals who own a mobile telephone, by sex",b8e91664,"Proportion of individuals who own a mobile telephone, by sex",440,Lithuania,LTU,23.90517807,55.33680309,Europe and Northern America,G,Global,2019,PT,Percent,2015,95.5,95.88,95.7,C,C,C,,,,False,False,False
I.18,b8e91664,"Proportion of individuals who own a mobile telephone, by sex",b8e91664,"Proportion of individuals who own a mobile telephone, by sex",440,Lithuania,LTU,23.90517807,55.33680309,Europe and Northern America,G,Global,2019,PT,Percent,2016,96.94,97.15,97.05,C,C,C,,,,True,True,True
I.18,b8e91664,"Proportion of individuals who own a mobile telephone, by sex",b8e91664,"Proportion of individuals who own a mobile telephone, by sex",446,"China, Macao Special Administrative Region",MAC,113.5665388,22.1237259,Eastern and South-Eastern Asia,G,Global,2019,PT,Percent,2014,92.75,91.76,92.25,C,C,C,,,,False,False,False
I.18,b8e91664,"Proportion of individuals who own a mobile telephone, by sex",b8e91664,"Proportion of individuals who own a mobile telephone, by sex",446,"China, Macao Special Administrative Region",MAC,113.5665388,22.1237259,Eastern and South-Eastern Asia,G,Global,2019,PT,Percent,2015,92.6,91.83,92.22,C,C,C,,,,False,False,False
I.18,b8e91664,"Proportion of individuals who own a mobile telephone, by sex",b8e91664,"Proportion of individuals who own a mobile telephone, by sex",446,"China, Macao Special Administrative Region",MAC,113.5665388,22.1237259,Eastern and South-Eastern Asia,G,Global,2019,PT,Percent,2016,91.78,91.6,91.69,C,C,C,,,,True,True,True
I.18,b8e91664,"Proportion of individuals who own a mobile telephone, by sex",b8e91664,"Proportion of individuals who own a mobile telephone, by sex",454,Malawi,MWI,33.4884625,-13.40819859,Sub-Saharan Africa,G,Global,2019,PT,Percent,2016,52.1,32.8,42.4,C,C,C,,,,True,True,True
I.18,b8e91664,"Proportion of individuals who own a mobile telephone, by sex",b8e91664,"Proportion of individuals who own a mobile telephone, by sex",458,Malaysia,MYS,116.8346314,5.452415309,Eastern and South-Eastern Asia,G,Global,2019,PT,Percent,2015,96.43,92.47,94.51,C,C,C,,,,False,False,False
I.18,b8e91664,"Proportion of individuals who own a mobile telephone, by sex",b8e91664,"Proportion of individuals who own a mobile telephone, by sex",458,Malaysia,MYS,116.8346314,5.452415309,Eastern and South-Eastern Asia,G,Global,2019,PT,Percent,2017,96.56,94.45,95.54,C,C,C,,,,True,True,True
I.18,b8e91664,"Proportion of individuals who own a mobile telephone, by sex",b8e91664,"Proportion of individuals who own a mobile telephone, by sex",48,Bahrain,BHR,50.5490754,26.04407747,Northern Africa and Western Asia,G,Global,2019,PT,Percent,2015,100.0,100.0,100.0,C,C,C,,,,False,False,False
I.18,b8e91664,"Proportion of individuals who own a mobile telephone, by sex",b8e91664,"Proportion of individuals who own a mobile telephone, by sex",48,Bahrain,BHR,50.5490754,26.04407747,Northern Africa and Western Asia,G,Global,2019,PT,Percent,2016,100.0,100.0,100.0,C,C,C,,,,False,False,False
I.18,b8e91664,"Proportion of individuals who own a mobile telephone, by sex",b8e91664,"Proportion of individuals who own a mobile telephone, by sex",48,Bahrain,BHR,50.5490754,26.04407747,Northern Africa and Western Asia,G,Global,2019,PT,Percent,2017,100.0,100.0,100.0,C,C,C,,,,True,True,True
