INDICATOR_LABEL,INDICATOR_ID,INDICATOR_DESC,MINSET_SERIES,MINSET_SERIES_DESC,REF_AREA,REF_AREA_DESC,ISO3,X,Y,SDG_REGION,REPORTING_TYPE,REPORTING_TYPE_DESC,SOURCE_YEAR,UNIT_MEASURE,UNIT_MEASURE_DESC,TIME_PERIOD,OBS_VALUE___T__Y_GE15,OBS_VALUE__F__Y_GE15,OBS_VALUE__M__Y_GE15,NATURE___T__Y_GE15,NATURE__F__Y_GE15,NATURE__M__Y_GE15,COMMENT_OBS___T__Y_GE15,COMMENT_OBS__F__Y_GE15,COMMENT_OBS__M__Y_GE15,isLatestValue___T__Y_GE15,isLatestValue__F__Y_GE15,isLatestValue__M__Y_GE15
I.11,I0d5c350a,"Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex",S0d5c350a,"Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex",12,Algeria,DZA,2.678164227,28.15940032,Northern Africa and Western Asia,G,Global,2021,PT,Percent,2017,42.78,29.27,56.25,G,G,G,"Global Findex data exclude sparsely populated areas in the far South, representing about 10 percent of the population.","Global Findex data exclude sparsely populated areas in the far South, representing about 10 percent of the population.","Global Findex data exclude sparsely populated areas in the far South, representing about 10 percent of the population.",True,True,True
I.11,I0d5c350a,"Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex",S0d5c350a,"Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex",120,Cameroon,CMR,12.7419827,5.692387031,Sub-Saharan Africa,G,Global,2021,PT,Percent,2011,14.81,10.88,18.81,G,G,G,,,,False,False,False
I.11,I0d5c350a,"Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex",S0d5c350a,"Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex",120,Cameroon,CMR,12.7419827,5.692387031,Sub-Saharan Africa,G,Global,2021,PT,Percent,2014,12.18,10.18,14.18,G,G,G,,,,False,False,False
I.11,I0d5c350a,"Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex",S0d5c350a,"Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex",120,Cameroon,CMR,12.7419827,5.692387031,Sub-Saharan Africa,G,Global,2021,PT,Percent,2017,34.59,30.03,39.24,G,G,G,"Global Findex data exclude some localities because of security concerns: Blangoua, Bourrha, Darak, Fotokol, Goulfey, Hile-Alifa, Kolofata, Koza, Mayo Moskota, Mogode, Mora, Tokombere, Waza, and Zina. The excluded areas represent about 10 percent of the population.","Global Findex data exclude some localities because of security concerns: Blangoua, Bourrha, Darak, Fotokol, Goulfey, Hile-Alifa, Kolofata, Koza, Mayo Moskota, Mogode, Mora, Tokombere, Waza, and Zina. The excluded areas represent about 10 percent of the population.","Global Findex data exclude some localities because of security concerns: Blangoua, Bourrha, Darak, Fotokol, Goulfey, Hile-Alifa, Kolofata, Koza, Mayo Moskota, Mogode, Mora, Tokombere, Waza, and Zina. The excluded areas represent about 10 percent of the population.",True,True,True
I.11,I0d5c350a,"Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex",S0d5c350a,"Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex",124,Canada,CAN,-101.6575058,57.72360191,Europe and Northern America,G,Global,2021,PT,Percent,2011,95.8,97.23,94.28,G,G,G,"The sample excludes Yukon, Northwest Territories, and Nunavut. The excluded area represents approximately 0.3% of the total adult population.","The sample excludes Yukon, Northwest Territories, and Nunavut. The excluded area represents approximately 0.3% of the total adult population.","The sample excludes Yukon, Northwest Territories, and Nunavut. The excluded area represents approximately 0.3% of the total adult population.",False,False,False
I.11,I0d5c350a,"Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex",S0d5c350a,"Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex",124,Canada,CAN,-101.6575058,57.72360191,Europe and Northern America,G,Global,2021,PT,Percent,2014,99.1,99.2,99.0,G,G,G,"The sample excludes Northwest Territories, Yukon and Nunavut. The excluded area represents approximately 0.3% of the Canadian population.","The sample excludes Northwest Territories, Yukon and Nunavut. The excluded area represents approximately 0.3% of the Canadian population.","The sample excludes Northwest Territories, Yukon and Nunavut. The excluded area represents approximately 0.3% of the Canadian population.",False,False,False
I.11,I0d5c350a,"Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex",S0d5c350a,"Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex",124,Canada,CAN,-101.6575058,57.72360191,Europe and Northern America,G,Global,2021,PT,Percent,2017,99.73,99.85,99.59,G,G,G,,,,True,True,True
I.11,I0d5c350a,"Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex",S0d5c350a,"Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex",140,Central African Republic,CAF,20.93559492,7.003720791,Sub-Saharan Africa,G,Global,2021,PT,Percent,2011,3.3,3.41,3.19,G,G,G,The sample excludes areas bordering Sudan and Chad because of insecurity. The excluded area represents approximately 35% of the total adult population.,The sample excludes areas bordering Sudan and Chad because of insecurity. The excluded area represents approximately 35% of the total adult population.,The sample excludes areas bordering Sudan and Chad because of insecurity. The excluded area represents approximately 35% of the total adult population.,False,False,False
I.11,I0d5c350a,"Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex",S0d5c350a,"Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex",140,Central African Republic,CAF,20.93559492,7.003720791,Sub-Saharan Africa,G,Global,2021,PT,Percent,2017,13.75,9.72,18.08,G,G,G,"Global Findex data exclude some prefectures because of security concerns: Bamingui-Bangoran, Basse-Kotto, Haute-Kotto, Haut-Mbomou, Mbomou, Nana-Grébizi, Ouham, Ouham-Pende, and Vakaga. The excluded areas represent about 40 percent of the estimated population.","Global Findex data exclude some prefectures because of security concerns: Bamingui-Bangoran, Basse-Kotto, Haute-Kotto, Haut-Mbomou, Mbomou, Nana-Grébizi, Ouham, Ouham-Pende, and Vakaga. The excluded areas represent about 40 percent of the estimated population.","Global Findex data exclude some prefectures because of security concerns: Bamingui-Bangoran, Basse-Kotto, Haute-Kotto, Haut-Mbomou, Mbomou, Nana-Grébizi, Ouham, Ouham-Pende, and Vakaga. The excluded areas represent about 40 percent of the estimated population.",True,True,True
I.11,I0d5c350a,"Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex",S0d5c350a,"Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex",143,Central Asia,,,,Central and Southern Asia,G,Global,2021,PT,Percent,2017,44.37,43.29,45.56,G,G,G,,,,True,True,True
I.11,I0d5c350a,"Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex",S0d5c350a,"Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex",144,Sri Lanka,LKA,80.70489654,7.614693343,Central and Southern Asia,G,Global,2021,PT,Percent,2011,68.53,67.24,69.99,G,G,G,,,,False,False,False
I.11,I0d5c350a,"Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex",S0d5c350a,"Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex",144,Sri Lanka,LKA,80.70489654,7.614693343,Central and Southern Asia,G,Global,2021,PT,Percent,2014,82.69,83.11,82.23,G,G,G,,,,False,False,False
I.11,I0d5c350a,"Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex",S0d5c350a,"Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex",144,Sri Lanka,LKA,80.70489654,7.614693343,Central and Southern Asia,G,Global,2021,PT,Percent,2017,73.65,73.44,73.89,G,G,G,,,,True,True,True
I.11,I0d5c350a,"Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex",S0d5c350a,"Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex",145,Western Asia,,,,Northern Africa and Western Asia,G,Global,2021,PT,Percent,2017,59.85,48.5,69.86,G,G,G,,,,True,True,True
I.11,I0d5c350a,"Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex",S0d5c350a,"Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex",148,Chad,TCD,18.66618401,15.36279341,Sub-Saharan Africa,G,Global,2021,PT,Percent,2011,8.96,6.77,11.46,G,G,G,The eastern part of the country was not covered because of conflict on the border with Sudan. The excluded area represents approximately 20% of the total population.,The eastern part of the country was not covered because of conflict on the border with Sudan. The excluded area represents approximately 20% of the total population.,The eastern part of the country was not covered because of conflict on the border with Sudan. The excluded area represents approximately 20% of the total population.,False,False,False
I.11,I0d5c350a,"Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex",S0d5c350a,"Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex",148,Chad,TCD,18.66618401,15.36279341,Sub-Saharan Africa,G,Global,2021,PT,Percent,2014,12.43,7.83,17.46,G,G,G,"The population estimates are from 2009 General Population and Housing. Because of security and wilderness, seven regions were excluded from the sampling: Ouaddaï, Wadi Fira, Bourkou, Ennedi, Tibesti, Salamat and Sila. The excluded area represents approximately 20% of the total population.","The population estimates are from 2009 General Population and Housing. Because of security and wilderness, seven regions were excluded from the sampling: Ouaddaï, Wadi Fira, Bourkou, Ennedi, Tibesti, Salamat and Sila. The excluded area represents approximately 20% of the total population.","The population estimates are from 2009 General Population and Housing. Because of security and wilderness, seven regions were excluded from the sampling: Ouaddaï, Wadi Fira, Bourkou, Ennedi, Tibesti, Salamat and Sila. The excluded area represents approximately 20% of the total population.",False,False,False
I.11,I0d5c350a,"Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex",S0d5c350a,"Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex",148,Chad,TCD,18.66618401,15.36279341,Sub-Saharan Africa,G,Global,2021,PT,Percent,2017,21.76,14.85,29.03,G,G,G,"Global Findex data exclude seven regions because of security concerns and wilderness (Bourkou, Ennedi, Ouaddai, Salamat, Sila, Tibesti, and Wadi Fira) as well as quartiers or villages with less than 50 inhabitants. The excluded areas represent about 20 percent of the population.","Global Findex data exclude seven regions because of security concerns and wilderness (Bourkou, Ennedi, Ouaddai, Salamat, Sila, Tibesti, and Wadi Fira) as well as quartiers or villages with less than 50 inhabitants. The excluded areas represent about 20 percent of the population.","Global Findex data exclude seven regions because of security concerns and wilderness (Bourkou, Ennedi, Ouaddai, Salamat, Sila, Tibesti, and Wadi Fira) as well as quartiers or villages with less than 50 inhabitants. The excluded areas represent about 20 percent of the population.",True,True,True
I.11,I0d5c350a,"Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex",S0d5c350a,"Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex",15,Northern Africa,,,,Northern Africa and Western Asia,G,Global,2021,PT,Percent,2017,32.51,22.16,43.33,G,G,G,,,,True,True,True
I.11,I0d5c350a,"Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex",S0d5c350a,"Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex",150,Europe,,,,Europe and Northern America,G,Global,2021,PT,Percent,2017,86.54,85.4,87.81,G,G,G,,,,True,True,True
I.11,I0d5c350a,"Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex",S0d5c350a,"Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex",152,Chile,CHL,-71.23029019,-35.2652885,Latin America and the Caribbean,G,Global,2021,PT,Percent,2011,42.18,40.97,43.44,G,G,G,,,,False,False,False
I.11,I0d5c350a,"Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex",S0d5c350a,"Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex",152,Chile,CHL,-71.23029019,-35.2652885,Latin America and the Caribbean,G,Global,2021,PT,Percent,2014,63.26,59.16,67.82,G,G,G,,,,False,False,False
I.11,I0d5c350a,"Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex",S0d5c350a,"Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex",152,Chile,CHL,-71.23029019,-35.2652885,Latin America and the Caribbean,G,Global,2021,PT,Percent,2017,74.35,71.27,77.75,G,G,G,"Global Findex data exclude the remote areas Antarctica, Easter Island, and Juan Fernández Island, representing about 0.04 percent of the population.","Global Findex data exclude the remote areas Antarctica, Easter Island, and Juan Fernández Island, representing about 0.04 percent of the population.","Global Findex data exclude the remote areas Antarctica, Easter Island, and Juan Fernández Island, representing about 0.04 percent of the population.",True,True,True
I.11,I0d5c350a,"Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex",S0d5c350a,"Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex",156,China,CHN,104.1403375,32.30955217,Eastern and South-Eastern Asia,G,Global,2021,PT,Percent,2011,63.82,60.01,67.58,G,G,G,,,,False,False,False
I.11,I0d5c350a,"Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex",S0d5c350a,"Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex",156,China,CHN,104.1403375,32.30955217,Eastern and South-Eastern Asia,G,Global,2021,PT,Percent,2014,78.85,76.25,81.37,G,G,G,,,,False,False,False
I.11,I0d5c350a,"Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex",S0d5c350a,"Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex",156,China,CHN,104.1403375,32.30955217,Eastern and South-Eastern Asia,G,Global,2021,PT,Percent,2017,80.23,76.36,83.97,G,G,G,"Global Findex data exclude Tibet and Xinjiang, representing less than 5 percent of the population. Unless otherwise noted, data for China do not include data for Hong Kong SAR, China; Macao SAR, China; or Taiwan, China.","Global Findex data exclude Tibet and Xinjiang, representing less than 5 percent of the population. Unless otherwise noted, data for China do not include data for Hong Kong SAR, China; Macao SAR, China; or Taiwan, China.","Global Findex data exclude Tibet and Xinjiang, representing less than 5 percent of the population. Unless otherwise noted, data for China do not include data for Hong Kong SAR, China; Macao SAR, China; or Taiwan, China.",True,True,True
I.11,I0d5c350a,"Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex",S0d5c350a,"Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex",170,Colombia,COL,-73.07446751,3.888209046,Latin America and the Caribbean,G,Global,2021,PT,Percent,2011,30.43,25.35,35.94,G,G,G,,,,False,False,False
I.11,I0d5c350a,"Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex",S0d5c350a,"Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex",170,Colombia,COL,-73.07446751,3.888209046,Latin America and the Caribbean,G,Global,2021,PT,Percent,2014,39.0,33.95,44.42,G,G,G,,,,False,False,False
I.11,I0d5c350a,"Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex",S0d5c350a,"Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex",170,Colombia,COL,-73.07446751,3.888209046,Latin America and the Caribbean,G,Global,2021,PT,Percent,2017,45.76,42.47,49.45,G,G,G,,,,True,True,True
I.11,I0d5c350a,"Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex",S0d5c350a,"Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex",174,Comoros,COM,43.34234565,-11.66121732,Sub-Saharan Africa,G,Global,2021,PT,Percent,2011,21.69,17.89,25.7,G,G,G,,,,True,True,True
I.11,I0d5c350a,"Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex",S0d5c350a,"Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex",178,Congo,COG,15.22052612,-0.840544119,Sub-Saharan Africa,G,Global,2021,PT,Percent,2011,10.05,7.56,12.51,G,G,G,,,,False,False,False
I.11,I0d5c350a,"Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex",S0d5c350a,"Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex",178,Congo,COG,15.22052612,-0.840544119,Sub-Saharan Africa,G,Global,2021,PT,Percent,2014,17.07,14.96,19.16,G,G,G,,,,False,False,False
I.11,I0d5c350a,"Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex",S0d5c350a,"Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex",178,Congo,COG,15.22052612,-0.840544119,Sub-Saharan Africa,G,Global,2021,PT,Percent,2017,26.09,20.99,31.22,G,G,G,,,,True,True,True
I.11,I0d5c350a,"Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex",S0d5c350a,"Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex",180,Democratic Republic of the Congo,COD,23.65496507,-2.877154732,Sub-Saharan Africa,G,Global,2021,PT,Percent,2011,3.7,2.75,4.66,G,G,G,,,,False,False,False
I.11,I0d5c350a,"Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex",S0d5c350a,"Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex",180,Democratic Republic of the Congo,COD,23.65496507,-2.877154732,Sub-Saharan Africa,G,Global,2021,PT,Percent,2014,17.48,14.32,20.67,G,G,G,,,,False,False,False
I.11,I0d5c350a,"Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex",S0d5c350a,"Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex",180,Democratic Republic of the Congo,COD,23.65496507,-2.877154732,Sub-Saharan Africa,G,Global,2021,PT,Percent,2017,25.83,24.22,27.39,G,G,G,"Global Findex data exclude parts of several provinces (Eastern Kasai, Equateur, Katanga, North Kivu, Orientale, and South Kivu) and all of Western Kasai province for security reasons. The excluded areas represent about 34 percent of the estimated population.","Global Findex data exclude parts of several provinces (Eastern Kasai, Equateur, Katanga, North Kivu, Orientale, and South Kivu) and all of Western Kasai province for security reasons. The excluded areas represent about 34 percent of the estimated population.","Global Findex data exclude parts of several provinces (Eastern Kasai, Equateur, Katanga, North Kivu, Orientale, and South Kivu) and all of Western Kasai province for security reasons. The excluded areas represent about 34 percent of the estimated population.",True,True,True
