INDICATOR_LABEL,INDICATOR_ID,INDICATOR_DESC,MINSET_SERIES,MINSET_SERIES_DESC,REF_AREA,REF_AREA_DESC,ISO3,X,Y,SDG_REGION,SOURCE_YEAR,UNIT_MEASURE,UNIT_MEASURE_DESC,TIME_PERIOD,OBS_VALUE__F,NATURE__F,COMMENT_OBS__F,isLatestValue__F
IV.3,6b4d10a8,Proportion of women in managerial positions,ca981746,Proportion of women in senior and middle management positions,104,Myanmar,MMR,96.51752295,21.19332882,Eastern and South-Eastern Asia,2019,PT,Percent,2015,28.3,C,Repository: ILO-STATISTICS - Micro data processing; Employment definition: Excluding own-use production workers;Break in series: Methodology revised,False
IV.3,6b4d10a8,Proportion of women in managerial positions,ca981746,Proportion of women in senior and middle management positions,104,Myanmar,MMR,96.51752295,21.19332882,Eastern and South-Eastern Asia,2019,PT,Percent,2017,31.5,C,Repository: ILO-STATISTICS - Micro data processing; Employment definition: Excluding own-use production workers;Break in series: Methodology revised,True
IV.3,6b4d10a8,Proportion of women in managerial positions,ca981746,Proportion of women in senior and middle management positions,116,Cambodia,KHM,104.922836,12.71163737,Eastern and South-Eastern Asia,2019,PT,Percent,2012,16.7,C,Repository: ILO-STATISTICS - Micro data processing;Break in series: Methodology revised,True
IV.3,6b4d10a8,Proportion of women in managerial positions,ca981746,Proportion of women in senior and middle management positions,180,Democratic Republic of the Congo,COD,23.65496507,-2.877154732,Sub-Saharan Africa,2019,PT,Percent,2005,5.7,C,Repository: ILO-STATISTICS - Micro data processing;,True
IV.3,6b4d10a8,Proportion of women in managerial positions,ca981746,Proportion of women in senior and middle management positions,191,Croatia,HRV,17.95874553,45.45172212,Europe and Northern America,2019,PT,Percent,2002,26.8,C,Repository: Eurostat special tabulation;,False
IV.3,6b4d10a8,Proportion of women in managerial positions,ca981746,Proportion of women in senior and middle management positions,191,Croatia,HRV,17.95874553,45.45172212,Europe and Northern America,2019,PT,Percent,2003,28.3,C,Repository: Eurostat special tabulation;Break in series: Methodology revised,False
IV.3,6b4d10a8,Proportion of women in managerial positions,ca981746,Proportion of women in senior and middle management positions,191,Croatia,HRV,17.95874553,45.45172212,Europe and Northern America,2019,PT,Percent,2004,17.5,C,Repository: Eurostat special tabulation;,False
IV.3,6b4d10a8,Proportion of women in managerial positions,ca981746,Proportion of women in senior and middle management positions,191,Croatia,HRV,17.95874553,45.45172212,Europe and Northern America,2019,PT,Percent,2005,28.2,C,Repository: Eurostat special tabulation;Break in series: Methodology revised,False
IV.3,6b4d10a8,Proportion of women in managerial positions,ca981746,Proportion of women in senior and middle management positions,191,Croatia,HRV,17.95874553,45.45172212,Europe and Northern America,2019,PT,Percent,2006,27.5,C,Repository: Eurostat special tabulation;Break in series: Methodology revised,False
IV.3,6b4d10a8,Proportion of women in managerial positions,ca981746,Proportion of women in senior and middle management positions,191,Croatia,HRV,17.95874553,45.45172212,Europe and Northern America,2019,PT,Percent,2007,22.7,C,Repository: Eurostat special tabulation;,False
IV.3,6b4d10a8,Proportion of women in managerial positions,ca981746,Proportion of women in senior and middle management positions,191,Croatia,HRV,17.95874553,45.45172212,Europe and Northern America,2019,PT,Percent,2008,32.1,C,Repository: Eurostat special tabulation;,False
IV.3,6b4d10a8,Proportion of women in managerial positions,ca981746,Proportion of women in senior and middle management positions,191,Croatia,HRV,17.95874553,45.45172212,Europe and Northern America,2019,PT,Percent,2009,37.2,C,Repository: Eurostat special tabulation;,False
IV.3,6b4d10a8,Proportion of women in managerial positions,ca981746,Proportion of women in senior and middle management positions,191,Croatia,HRV,17.95874553,45.45172212,Europe and Northern America,2019,PT,Percent,2010,27.4,C,Repository: Eurostat special tabulation;,False
IV.3,6b4d10a8,Proportion of women in managerial positions,ca981746,Proportion of women in senior and middle management positions,191,Croatia,HRV,17.95874553,45.45172212,Europe and Northern America,2019,PT,Percent,2011,23.6,C,Repository: Eurostat special tabulation;Break in series: Methodology revised,False
IV.3,6b4d10a8,Proportion of women in managerial positions,ca981746,Proportion of women in senior and middle management positions,191,Croatia,HRV,17.95874553,45.45172212,Europe and Northern America,2019,PT,Percent,2012,25.8,C,Repository: Eurostat special tabulation;,False
IV.3,6b4d10a8,Proportion of women in managerial positions,ca981746,Proportion of women in senior and middle management positions,191,Croatia,HRV,17.95874553,45.45172212,Europe and Northern America,2019,PT,Percent,2013,23.9,C,Repository: Eurostat special tabulation;,False
IV.3,6b4d10a8,Proportion of women in managerial positions,ca981746,Proportion of women in senior and middle management positions,191,Croatia,HRV,17.95874553,45.45172212,Europe and Northern America,2019,PT,Percent,2014,24.4,C,Repository: Eurostat special tabulation;Break in series: Methodology revised,False
IV.3,6b4d10a8,Proportion of women in managerial positions,ca981746,Proportion of women in senior and middle management positions,191,Croatia,HRV,17.95874553,45.45172212,Europe and Northern America,2019,PT,Percent,2015,26.1,C,Repository: Eurostat special tabulation;,False
IV.3,6b4d10a8,Proportion of women in managerial positions,ca981746,Proportion of women in senior and middle management positions,191,Croatia,HRV,17.95874553,45.45172212,Europe and Northern America,2019,PT,Percent,2016,29.5,C,Repository: Eurostat special tabulation;,False
IV.3,6b4d10a8,Proportion of women in managerial positions,ca981746,Proportion of women in senior and middle management positions,191,Croatia,HRV,17.95874553,45.45172212,Europe and Northern America,2019,PT,Percent,2017,27.9,C,Repository: Eurostat special tabulation;,True
IV.3,6b4d10a8,Proportion of women in managerial positions,ca981746,Proportion of women in senior and middle management positions,196,Cyprus,CYP,33.22285964,35.05659437,Northern Africa and Western Asia,2019,PT,Percent,2000,18.5,C,Repository: Eurostat special tabulation;,False
IV.3,6b4d10a8,Proportion of women in managerial positions,ca981746,Proportion of women in senior and middle management positions,196,Cyprus,CYP,33.22285964,35.05659437,Northern Africa and Western Asia,2019,PT,Percent,2001,18.6,C,Repository: Eurostat special tabulation;,False
IV.3,6b4d10a8,Proportion of women in managerial positions,ca981746,Proportion of women in senior and middle management positions,196,Cyprus,CYP,33.22285964,35.05659437,Northern Africa and Western Asia,2019,PT,Percent,2002,17.3,C,Repository: Eurostat special tabulation;,False
IV.3,6b4d10a8,Proportion of women in managerial positions,ca981746,Proportion of women in senior and middle management positions,196,Cyprus,CYP,33.22285964,35.05659437,Northern Africa and Western Asia,2019,PT,Percent,2004,17.0,C,Repository: Eurostat special tabulation;,False
IV.3,6b4d10a8,Proportion of women in managerial positions,ca981746,Proportion of women in senior and middle management positions,196,Cyprus,CYP,33.22285964,35.05659437,Northern Africa and Western Asia,2019,PT,Percent,2005,17.1,C,Repository: Eurostat special tabulation;Break in series: Methodology revised,False
IV.3,6b4d10a8,Proportion of women in managerial positions,ca981746,Proportion of women in senior and middle management positions,196,Cyprus,CYP,33.22285964,35.05659437,Northern Africa and Western Asia,2019,PT,Percent,2006,17.2,C,Repository: Eurostat special tabulation;,False
IV.3,6b4d10a8,Proportion of women in managerial positions,ca981746,Proportion of women in senior and middle management positions,196,Cyprus,CYP,33.22285964,35.05659437,Northern Africa and Western Asia,2019,PT,Percent,2007,17.7,C,Repository: Eurostat special tabulation;,False
IV.3,6b4d10a8,Proportion of women in managerial positions,ca981746,Proportion of women in senior and middle management positions,196,Cyprus,CYP,33.22285964,35.05659437,Northern Africa and Western Asia,2019,PT,Percent,2008,20.4,C,Repository: Eurostat special tabulation;,False
IV.3,6b4d10a8,Proportion of women in managerial positions,ca981746,Proportion of women in senior and middle management positions,196,Cyprus,CYP,33.22285964,35.05659437,Northern Africa and Western Asia,2019,PT,Percent,2009,13.8,C,Repository: Eurostat special tabulation;Break in series: Methodology revised,False
IV.3,6b4d10a8,Proportion of women in managerial positions,ca981746,Proportion of women in senior and middle management positions,196,Cyprus,CYP,33.22285964,35.05659437,Northern Africa and Western Asia,2019,PT,Percent,2010,14.3,C,Repository: Eurostat special tabulation;,False
IV.3,6b4d10a8,Proportion of women in managerial positions,ca981746,Proportion of women in senior and middle management positions,196,Cyprus,CYP,33.22285964,35.05659437,Northern Africa and Western Asia,2019,PT,Percent,2011,14.7,C,Repository: Eurostat special tabulation;Break in series: Methodology revised,False
IV.3,6b4d10a8,Proportion of women in managerial positions,ca981746,Proportion of women in senior and middle management positions,196,Cyprus,CYP,33.22285964,35.05659437,Northern Africa and Western Asia,2019,PT,Percent,2012,16.4,C,Repository: Eurostat special tabulation;,False
IV.3,6b4d10a8,Proportion of women in managerial positions,ca981746,Proportion of women in senior and middle management positions,196,Cyprus,CYP,33.22285964,35.05659437,Northern Africa and Western Asia,2019,PT,Percent,2013,18.7,C,Repository: Eurostat special tabulation;,False
IV.3,6b4d10a8,Proportion of women in managerial positions,ca981746,Proportion of women in senior and middle management positions,196,Cyprus,CYP,33.22285964,35.05659437,Northern Africa and Western Asia,2019,PT,Percent,2014,18.1,C,Repository: Eurostat special tabulation;,False
IV.3,6b4d10a8,Proportion of women in managerial positions,ca981746,Proportion of women in senior and middle management positions,196,Cyprus,CYP,33.22285964,35.05659437,Northern Africa and Western Asia,2019,PT,Percent,2015,25.2,C,Repository: Eurostat special tabulation;,False
IV.3,6b4d10a8,Proportion of women in managerial positions,ca981746,Proportion of women in senior and middle management positions,196,Cyprus,CYP,33.22285964,35.05659437,Northern Africa and Western Asia,2019,PT,Percent,2016,27.0,C,Repository: Eurostat special tabulation;,False
IV.3,6b4d10a8,Proportion of women in managerial positions,ca981746,Proportion of women in senior and middle management positions,196,Cyprus,CYP,33.22285964,35.05659437,Northern Africa and Western Asia,2019,PT,Percent,2017,22.4,C,Repository: Eurostat special tabulation;,True
IV.3,6b4d10a8,Proportion of women in managerial positions,ca981746,Proportion of women in senior and middle management positions,203,Czechia,CZE,15.33151382,49.73913871,Europe and Northern America,2019,PT,Percent,2000,26.8,C,Repository: Eurostat special tabulation;,False
IV.3,6b4d10a8,Proportion of women in managerial positions,ca981746,Proportion of women in senior and middle management positions,203,Czechia,CZE,15.33151382,49.73913871,Europe and Northern America,2019,PT,Percent,2001,29.3,C,Repository: Eurostat special tabulation;,False
IV.3,6b4d10a8,Proportion of women in managerial positions,ca981746,Proportion of women in senior and middle management positions,203,Czechia,CZE,15.33151382,49.73913871,Europe and Northern America,2019,PT,Percent,2002,28.5,C,Repository: Eurostat special tabulation;,False
IV.3,6b4d10a8,Proportion of women in managerial positions,ca981746,Proportion of women in senior and middle management positions,203,Czechia,CZE,15.33151382,49.73913871,Europe and Northern America,2019,PT,Percent,2003,31.7,C,Repository: Eurostat special tabulation;,False
IV.3,6b4d10a8,Proportion of women in managerial positions,ca981746,Proportion of women in senior and middle management positions,203,Czechia,CZE,15.33151382,49.73913871,Europe and Northern America,2019,PT,Percent,2004,30.2,C,Repository: Eurostat special tabulation;,False
IV.3,6b4d10a8,Proportion of women in managerial positions,ca981746,Proportion of women in senior and middle management positions,203,Czechia,CZE,15.33151382,49.73913871,Europe and Northern America,2019,PT,Percent,2005,31.6,C,Repository: Eurostat special tabulation;Break in series: Methodology revised,False
IV.3,6b4d10a8,Proportion of women in managerial positions,ca981746,Proportion of women in senior and middle management positions,203,Czechia,CZE,15.33151382,49.73913871,Europe and Northern America,2019,PT,Percent,2006,30.7,C,Repository: Eurostat special tabulation;,False
IV.3,6b4d10a8,Proportion of women in managerial positions,ca981746,Proportion of women in senior and middle management positions,203,Czechia,CZE,15.33151382,49.73913871,Europe and Northern America,2019,PT,Percent,2007,29.5,C,Repository: Eurostat special tabulation;,False
IV.3,6b4d10a8,Proportion of women in managerial positions,ca981746,Proportion of women in senior and middle management positions,203,Czechia,CZE,15.33151382,49.73913871,Europe and Northern America,2019,PT,Percent,2008,29.3,C,Repository: Eurostat special tabulation;,False
IV.3,6b4d10a8,Proportion of women in managerial positions,ca981746,Proportion of women in senior and middle management positions,203,Czechia,CZE,15.33151382,49.73913871,Europe and Northern America,2019,PT,Percent,2009,28.9,C,Repository: Eurostat special tabulation;,False
IV.3,6b4d10a8,Proportion of women in managerial positions,ca981746,Proportion of women in senior and middle management positions,203,Czechia,CZE,15.33151382,49.73913871,Europe and Northern America,2019,PT,Percent,2010,27.8,C,Repository: Eurostat special tabulation;Break in series: Methodology revised,False
IV.3,6b4d10a8,Proportion of women in managerial positions,ca981746,Proportion of women in senior and middle management positions,203,Czechia,CZE,15.33151382,49.73913871,Europe and Northern America,2019,PT,Percent,2011,24.0,C,Repository: Eurostat special tabulation;Break in series: Methodology revised,False
IV.3,6b4d10a8,Proportion of women in managerial positions,ca981746,Proportion of women in senior and middle management positions,203,Czechia,CZE,15.33151382,49.73913871,Europe and Northern America,2019,PT,Percent,2012,23.1,C,Repository: Eurostat special tabulation;,False
IV.3,6b4d10a8,Proportion of women in managerial positions,ca981746,Proportion of women in senior and middle management positions,203,Czechia,CZE,15.33151382,49.73913871,Europe and Northern America,2019,PT,Percent,2013,24.5,C,Repository: Eurostat special tabulation;,False
IV.3,6b4d10a8,Proportion of women in managerial positions,ca981746,Proportion of women in senior and middle management positions,203,Czechia,CZE,15.33151382,49.73913871,Europe and Northern America,2019,PT,Percent,2014,26.6,C,Repository: Eurostat special tabulation;,False
IV.3,6b4d10a8,Proportion of women in managerial positions,ca981746,Proportion of women in senior and middle management positions,203,Czechia,CZE,15.33151382,49.73913871,Europe and Northern America,2019,PT,Percent,2015,27.8,C,Repository: Eurostat special tabulation;,False
IV.3,6b4d10a8,Proportion of women in managerial positions,ca981746,Proportion of women in senior and middle management positions,203,Czechia,CZE,15.33151382,49.73913871,Europe and Northern America,2019,PT,Percent,2016,23.1,C,Repository: Eurostat special tabulation;,False
IV.3,6b4d10a8,Proportion of women in managerial positions,ca981746,Proportion of women in senior and middle management positions,203,Czechia,CZE,15.33151382,49.73913871,Europe and Northern America,2019,PT,Percent,2017,24.1,C,Repository: Eurostat special tabulation;,True
IV.3,6b4d10a8,Proportion of women in managerial positions,ca981746,Proportion of women in senior and middle management positions,208,Denmark,DNK,9.326571283,56.03829721,Europe and Northern America,2019,PT,Percent,2000,19.7,C,Repository: Eurostat special tabulation;,False
IV.3,6b4d10a8,Proportion of women in managerial positions,ca981746,Proportion of women in senior and middle management positions,208,Denmark,DNK,9.326571283,56.03829721,Europe and Northern America,2019,PT,Percent,2001,17.6,C,Repository: Eurostat special tabulation;,False
IV.3,6b4d10a8,Proportion of women in managerial positions,ca981746,Proportion of women in senior and middle management positions,208,Denmark,DNK,9.326571283,56.03829721,Europe and Northern America,2019,PT,Percent,2002,17.9,C,Repository: Eurostat special tabulation;,False
IV.3,6b4d10a8,Proportion of women in managerial positions,ca981746,Proportion of women in senior and middle management positions,208,Denmark,DNK,9.326571283,56.03829721,Europe and Northern America,2019,PT,Percent,2003,20.5,C,Repository: Eurostat special tabulation;,False
IV.3,6b4d10a8,Proportion of women in managerial positions,ca981746,Proportion of women in senior and middle management positions,208,Denmark,DNK,9.326571283,56.03829721,Europe and Northern America,2019,PT,Percent,2004,20.6,C,Repository: Eurostat special tabulation;,False
IV.3,6b4d10a8,Proportion of women in managerial positions,ca981746,Proportion of women in senior and middle management positions,208,Denmark,DNK,9.326571283,56.03829721,Europe and Northern America,2019,PT,Percent,2005,21.4,C,Repository: Eurostat special tabulation;Break in series: Methodology revised,False
IV.3,6b4d10a8,Proportion of women in managerial positions,ca981746,Proportion of women in senior and middle management positions,208,Denmark,DNK,9.326571283,56.03829721,Europe and Northern America,2019,PT,Percent,2006,20.4,C,Repository: Eurostat special tabulation;,False
IV.3,6b4d10a8,Proportion of women in managerial positions,ca981746,Proportion of women in senior and middle management positions,208,Denmark,DNK,9.326571283,56.03829721,Europe and Northern America,2019,PT,Percent,2007,25.3,C,Repository: Eurostat special tabulation;,False
IV.3,6b4d10a8,Proportion of women in managerial positions,ca981746,Proportion of women in senior and middle management positions,208,Denmark,DNK,9.326571283,56.03829721,Europe and Northern America,2019,PT,Percent,2008,19.9,C,Repository: Eurostat special tabulation;,False
IV.3,6b4d10a8,Proportion of women in managerial positions,ca981746,Proportion of women in senior and middle management positions,208,Denmark,DNK,9.326571283,56.03829721,Europe and Northern America,2019,PT,Percent,2009,20.4,C,Repository: Eurostat special tabulation;,False
IV.3,6b4d10a8,Proportion of women in managerial positions,ca981746,Proportion of women in senior and middle management positions,208,Denmark,DNK,9.326571283,56.03829721,Europe and Northern America,2019,PT,Percent,2010,19.5,C,Repository: Eurostat special tabulation;,False
IV.3,6b4d10a8,Proportion of women in managerial positions,ca981746,Proportion of women in senior and middle management positions,208,Denmark,DNK,9.326571283,56.03829721,Europe and Northern America,2019,PT,Percent,2011,28.6,C,Repository: Eurostat special tabulation;Break in series: Methodology revised,False
IV.3,6b4d10a8,Proportion of women in managerial positions,ca981746,Proportion of women in senior and middle management positions,208,Denmark,DNK,9.326571283,56.03829721,Europe and Northern America,2019,PT,Percent,2012,28.8,C,Repository: Eurostat special tabulation;,False
IV.3,6b4d10a8,Proportion of women in managerial positions,ca981746,Proportion of women in senior and middle management positions,208,Denmark,DNK,9.326571283,56.03829721,Europe and Northern America,2019,PT,Percent,2013,27.5,C,Repository: Eurostat special tabulation;,False
IV.3,6b4d10a8,Proportion of women in managerial positions,ca981746,Proportion of women in senior and middle management positions,208,Denmark,DNK,9.326571283,56.03829721,Europe and Northern America,2019,PT,Percent,2014,26.2,C,Repository: Eurostat special tabulation;,False
IV.3,6b4d10a8,Proportion of women in managerial positions,ca981746,Proportion of women in senior and middle management positions,208,Denmark,DNK,9.326571283,56.03829721,Europe and Northern America,2019,PT,Percent,2015,26.9,C,Repository: Eurostat special tabulation;,False
IV.3,6b4d10a8,Proportion of women in managerial positions,ca981746,Proportion of women in senior and middle management positions,208,Denmark,DNK,9.326571283,56.03829721,Europe and Northern America,2019,PT,Percent,2016,28.6,C,Repository: Eurostat special tabulation;,False
IV.3,6b4d10a8,Proportion of women in managerial positions,ca981746,Proportion of women in senior and middle management positions,208,Denmark,DNK,9.326571283,56.03829721,Europe and Northern America,2019,PT,Percent,2017,27.6,C,Repository: Eurostat special tabulation;,True
IV.3,6b4d10a8,Proportion of women in managerial positions,ca981746,Proportion of women in senior and middle management positions,214,Dominican Republic,DOM,-70.49847576,18.89832088,Latin America and the Caribbean,2019,PT,Percent,2000,36.9,C,Repository: ILO-STATISTICS - Micro data processing;Break in series: Methodology revised,False
IV.3,6b4d10a8,Proportion of women in managerial positions,ca981746,Proportion of women in senior and middle management positions,214,Dominican Republic,DOM,-70.49847576,18.89832088,Latin America and the Caribbean,2019,PT,Percent,2001,40.0,C,Repository: ILO-STATISTICS - Micro data processing;,False
IV.3,6b4d10a8,Proportion of women in managerial positions,ca981746,Proportion of women in senior and middle management positions,214,Dominican Republic,DOM,-70.49847576,18.89832088,Latin America and the Caribbean,2019,PT,Percent,2002,31.5,C,Repository: ILO-STATISTICS - Micro data processing;,False
IV.3,6b4d10a8,Proportion of women in managerial positions,ca981746,Proportion of women in senior and middle management positions,214,Dominican Republic,DOM,-70.49847576,18.89832088,Latin America and the Caribbean,2019,PT,Percent,2003,39.1,C,Repository: ILO-STATISTICS - Micro data processing;,False
IV.3,6b4d10a8,Proportion of women in managerial positions,ca981746,Proportion of women in senior and middle management positions,214,Dominican Republic,DOM,-70.49847576,18.89832088,Latin America and the Caribbean,2019,PT,Percent,2004,40.3,C,Repository: ILO-STATISTICS - Micro data processing;,False
IV.3,6b4d10a8,Proportion of women in managerial positions,ca981746,Proportion of women in senior and middle management positions,214,Dominican Republic,DOM,-70.49847576,18.89832088,Latin America and the Caribbean,2019,PT,Percent,2005,45.1,C,Repository: ILO-STATISTICS - Micro data processing;,False
IV.3,6b4d10a8,Proportion of women in managerial positions,ca981746,Proportion of women in senior and middle management positions,214,Dominican Republic,DOM,-70.49847576,18.89832088,Latin America and the Caribbean,2019,PT,Percent,2006,45.0,C,Repository: ILO-STATISTICS - Micro data processing;,False
IV.3,6b4d10a8,Proportion of women in managerial positions,ca981746,Proportion of women in senior and middle management positions,214,Dominican Republic,DOM,-70.49847576,18.89832088,Latin America and the Caribbean,2019,PT,Percent,2007,38.6,C,Repository: ILO-STATISTICS - Micro data processing;,False
IV.3,6b4d10a8,Proportion of women in managerial positions,ca981746,Proportion of women in senior and middle management positions,214,Dominican Republic,DOM,-70.49847576,18.89832088,Latin America and the Caribbean,2019,PT,Percent,2008,37.5,C,Repository: ILO-STATISTICS - Micro data processing;,False
IV.3,6b4d10a8,Proportion of women in managerial positions,ca981746,Proportion of women in senior and middle management positions,214,Dominican Republic,DOM,-70.49847576,18.89832088,Latin America and the Caribbean,2019,PT,Percent,2009,45.4,C,Repository: ILO-STATISTICS - Micro data processing;,False
IV.3,6b4d10a8,Proportion of women in managerial positions,ca981746,Proportion of women in senior and middle management positions,214,Dominican Republic,DOM,-70.49847576,18.89832088,Latin America and the Caribbean,2019,PT,Percent,2010,46.2,C,Repository: ILO-STATISTICS - Micro data processing;,False
IV.3,6b4d10a8,Proportion of women in managerial positions,ca981746,Proportion of women in senior and middle management positions,214,Dominican Republic,DOM,-70.49847576,18.89832088,Latin America and the Caribbean,2019,PT,Percent,2011,51.8,C,Repository: ILO-STATISTICS - Micro data processing;,False
IV.3,6b4d10a8,Proportion of women in managerial positions,ca981746,Proportion of women in senior and middle management positions,214,Dominican Republic,DOM,-70.49847576,18.89832088,Latin America and the Caribbean,2019,PT,Percent,2012,58.0,C,Repository: ILO-STATISTICS - Micro data processing;,False
IV.3,6b4d10a8,Proportion of women in managerial positions,ca981746,Proportion of women in senior and middle management positions,214,Dominican Republic,DOM,-70.49847576,18.89832088,Latin America and the Caribbean,2019,PT,Percent,2013,46.6,C,Repository: ILO-STATISTICS - Micro data processing;,False
IV.3,6b4d10a8,Proportion of women in managerial positions,ca981746,Proportion of women in senior and middle management positions,214,Dominican Republic,DOM,-70.49847576,18.89832088,Latin America and the Caribbean,2019,PT,Percent,2014,46.7,C,Repository: ILO-STATISTICS - Micro data processing;,False
IV.3,6b4d10a8,Proportion of women in managerial positions,ca981746,Proportion of women in senior and middle management positions,214,Dominican Republic,DOM,-70.49847576,18.89832088,Latin America and the Caribbean,2019,PT,Percent,2015,48.9,C,Repository: ILO-STATISTICS - Micro data processing;,False
IV.3,6b4d10a8,Proportion of women in managerial positions,ca981746,Proportion of women in senior and middle management positions,214,Dominican Republic,DOM,-70.49847576,18.89832088,Latin America and the Caribbean,2019,PT,Percent,2016,47.4,C,Repository: ILO-STATISTICS - Micro data processing;,False
IV.3,6b4d10a8,Proportion of women in managerial positions,ca981746,Proportion of women in senior and middle management positions,214,Dominican Republic,DOM,-70.49847576,18.89832088,Latin America and the Caribbean,2019,PT,Percent,2017,50.5,C,Repository: ILO-STATISTICS - Micro data processing;,True
IV.3,6b4d10a8,Proportion of women in managerial positions,ca981746,Proportion of women in senior and middle management positions,218,Ecuador,ECU,-78.37005241,-1.447785891,Latin America and the Caribbean,2019,PT,Percent,2003,34.4,C,Repository: ILO-STATISTICS - Micro data processing; Data reference period: December;,False
IV.3,6b4d10a8,Proportion of women in managerial positions,ca981746,Proportion of women in senior and middle management positions,218,Ecuador,ECU,-78.37005241,-1.447785891,Latin America and the Caribbean,2019,PT,Percent,2004,32.9,C,Repository: ILO-STATISTICS - Micro data processing;,False
