INDICATOR_LABEL,INDICATOR_ID,INDICATOR_DESC,MINSET_SERIES,MINSET_SERIES_DESC,REF_AREA,REF_AREA_DESC,ISO3,X,Y,SDG_REGION,REPORTING_TYPE,REPORTING_TYPE_DESC,SOURCE_YEAR,UNIT_MEASURE,UNIT_MEASURE_DESC,TIME_PERIOD,OBS_VALUE__M,OBS_VALUE__F,OBS_VALUE___T,NATURE__M,NATURE__F,NATURE___T,COMMENT_OBS__M,COMMENT_OBS__F,COMMENT_OBS___T,isLatestValue__M,isLatestValue__F,isLatestValue___T
I.8,0cfd2d68,"Percentage distribution of employed population by sector, each sex (Sectors here refer to Agriculture; Industry; Services)",8d681d8b,"Percentage distribution of employed population in agricultural sector, by sex",100,Bulgaria,BGR,25.0,43.0,Europe and Northern America,G,Global,2017,PT,Percent,2011,8.54,4.81,6.78,C,C,C,Repository: Eurostat special tabulationData reference period: Annual or annual average,Repository: ILO-STATISTICS - Micro data processing,Unemployment definition: Two criteria (not in employment and seeking); Repository: Eurostat special tabulation: Data reference period: Annual or annual average,False,False,False
I.8,0cfd2d68,"Percentage distribution of employed population by sector, each sex (Sectors here refer to Agriculture; Industry; Services)",8d681d8b,"Percentage distribution of employed population in agricultural sector, by sex",100,Bulgaria,BGR,25.0,43.0,Europe and Northern America,G,Global,2017,PT,Percent,2012,8.38,4.29,6.44,C,C,C,Repository: Eurostat special tabulationData reference period: Annual or annual average,Repository: ILO-STATISTICS - Micro data processing,Unemployment definition: Two criteria (not in employment and seeking); Repository: Eurostat special tabulation: Data reference period: Annual or annual average,False,False,False
I.8,0cfd2d68,"Percentage distribution of employed population by sector, each sex (Sectors here refer to Agriculture; Industry; Services)",8d681d8b,"Percentage distribution of employed population in agricultural sector, by sex",100,Bulgaria,BGR,25.0,43.0,Europe and Northern America,G,Global,2017,PT,Percent,2013,8.65,4.44,6.66,C,C,C,Repository: Eurostat special tabulationData reference period: Annual or annual average,Repository: ILO-STATISTICS - Micro data processing,Unemployment definition: Two criteria (not in employment and seeking); Repository: Eurostat special tabulation: Data reference period: Annual or annual average,False,False,False
I.8,0cfd2d68,"Percentage distribution of employed population by sector, each sex (Sectors here refer to Agriculture; Industry; Services)",8d681d8b,"Percentage distribution of employed population in agricultural sector, by sex",100,Bulgaria,BGR,25.0,43.0,Europe and Northern America,G,Global,2017,PT,Percent,2014,9.19,4.56,7.01,C,C,C,Repository: Eurostat special tabulationData reference period: Annual or annual average,Repository: ILO-STATISTICS - Micro data processing; Break in series: Methodology revised:,Unemployment definition: Two criteria (not in employment and seeking); Repository: Eurostat special tabulation: Data reference period: Annual or annual average,False,False,False
I.8,0cfd2d68,"Percentage distribution of employed population by sector, each sex (Sectors here refer to Agriculture; Industry; Services)",8d681d8b,"Percentage distribution of employed population in agricultural sector, by sex",100,Bulgaria,BGR,25.0,43.0,Europe and Northern America,G,Global,2017,PT,Percent,2015,9.09,4.33,6.86,C,C,C,Repository: Eurostat special tabulationData reference period: Annual or annual average,Repository: ILO-STATISTICS - Micro data processing,Unemployment definition: Two criteria (not in employment and seeking); Repository: Eurostat special tabulation: Data reference period: Annual or annual average,False,False,False
I.8,0cfd2d68,"Percentage distribution of employed population by sector, each sex (Sectors here refer to Agriculture; Industry; Services)",8d681d8b,"Percentage distribution of employed population in agricultural sector, by sex",100,Bulgaria,BGR,25.0,43.0,Europe and Northern America,G,Global,2017,PT,Percent,2016,8.95,4.25,6.75,C,C,C,Repository: Eurostat special tabulationData reference period: Annual or annual average,Repository: ILO-STATISTICS - Micro data processing,Unemployment definition: Two criteria (not in employment and seeking); Repository: Eurostat special tabulation: Data reference period: Annual or annual average,False,False,False
I.8,0cfd2d68,"Percentage distribution of employed population by sector, each sex (Sectors here refer to Agriculture; Industry; Services)",8d681d8b,"Percentage distribution of employed population in agricultural sector, by sex",100,Bulgaria,BGR,25.0,43.0,Europe and Northern America,G,Global,2017,PT,Percent,2017,9.18,4.54,7.01,C,C,C,Repository: Eurostat special tabulationData reference period: Annual or annual average,Repository: ILO-STATISTICS - Micro data processing,Unemployment definition: Two criteria (not in employment and seeking); Repository: Eurostat special tabulation: Data reference period: Annual or annual average,True,True,True
I.8,0cfd2d68,"Percentage distribution of employed population by sector, each sex (Sectors here refer to Agriculture; Industry; Services)",8d681d8b,"Percentage distribution of employed population in agricultural sector, by sex",104,Myanmar,MMR,98.0,22.0,Eastern and South-Eastern Asia,G,Global,2017,PT,Percent,2015,52.62,49.97,51.47,C,C,C,Repository: Eurostat special tabulationData reference period: Annual or annual average,Repository: ILO-STATISTICS - Micro data processing,Unemployment definition: Two criteria (not in employment and seeking); Repository: Eurostat special tabulation; Break in series: Methodology revised; Data reference period: Annual or annual average,False,False,False
I.8,0cfd2d68,"Percentage distribution of employed population by sector, each sex (Sectors here refer to Agriculture; Industry; Services)",8d681d8b,"Percentage distribution of employed population in agricultural sector, by sex",104,Myanmar,MMR,98.0,22.0,Eastern and South-Eastern Asia,G,Global,2017,PT,Percent,2017,54.15,45.69,50.58,C,C,C,Repository: Eurostat special tabulationData reference period: Annual or annual average,Repository: ILO-STATISTICS - Micro data processing,Unemployment definition: Two criteria (not in employment and seeking); Repository: Eurostat special tabulation; Break in series: Methodology revised; Data reference period: Annual or annual average,True,True,True
I.8,0cfd2d68,"Percentage distribution of employed population by sector, each sex (Sectors here refer to Agriculture; Industry; Services)",8d681d8b,"Percentage distribution of employed population in agricultural sector, by sex",116,Cambodia,KHM,105.0,13.0,Eastern and South-Eastern Asia,G,Global,2017,PT,Percent,2012,33.75,32.69,33.25,C,C,C,Repository: Eurostat special tabulationData reference period: Annual or annual average,Repository: ILO-STATISTICS - Micro data processing,Unemployment definition: Two criteria (not in employment and seeking); Repository: Eurostat special tabulation: Data reference period: Annual or annual average,True,True,True
I.8,0cfd2d68,"Percentage distribution of employed population by sector, each sex (Sectors here refer to Agriculture; Industry; Services)",8d681d8b,"Percentage distribution of employed population in agricultural sector, by sex",12,Algeria,DZA,3.0,28.0,Northern Africa and Western Asia,G,Global,2017,PT,Percent,2013,11.9,4.41,10.58,C,C,C,Repository: Eurostat special tabulation; Break in series: Methodology revised: Data reference period: Annual or annual average,Repository: ILO-STATISTICS - Micro data processing,Unemployment definition: Two criteria (not in employment and seeking); Repository: Eurostat special tabulation: Data reference period: Annual or annual average,False,False,False
I.8,0cfd2d68,"Percentage distribution of employed population by sector, each sex (Sectors here refer to Agriculture; Industry; Services)",8d681d8b,"Percentage distribution of employed population in agricultural sector, by sex",12,Algeria,DZA,3.0,28.0,Northern Africa and Western Asia,G,Global,2017,PT,Percent,2015,10.0,2.69,8.66,C,C,C,Repository: Eurostat special tabulationData reference period: Annual or annual average,Repository: ILO-STATISTICS - Micro data processing,Unemployment definition: Two criteria (not in employment and seeking); Repository: Eurostat special tabulation: Data reference period: Annual or annual average,False,False,False
I.8,0cfd2d68,"Percentage distribution of employed population by sector, each sex (Sectors here refer to Agriculture; Industry; Services)",8d681d8b,"Percentage distribution of employed population in agricultural sector, by sex",12,Algeria,DZA,3.0,28.0,Northern Africa and Western Asia,G,Global,2017,PT,Percent,2016,9.61,2.72,8.34,C,C,C,Repository: Eurostat special tabulation; Break in series: Methodology revised: Data reference period: Annual or annual average,Repository: ILO-STATISTICS - Micro data processing; Break in series: Methodology revised:,Unemployment definition: Two criteria (not in employment and seeking); Repository: Eurostat special tabulation; Break in series: Methodology revised; Data reference period: Annual or annual average,False,False,False
I.8,0cfd2d68,"Percentage distribution of employed population by sector, each sex (Sectors here refer to Agriculture; Industry; Services)",8d681d8b,"Percentage distribution of employed population in agricultural sector, by sex",12,Algeria,DZA,3.0,28.0,Northern Africa and Western Asia,G,Global,2017,PT,Percent,2017,10.77,3.22,9.39,C,C,C,Repository: Eurostat special tabulation; Break in series: Methodology revised: Data reference period: Annual or annual average,Repository: ILO-STATISTICS - Micro data processing,Unemployment definition: Two criteria (not in employment and seeking); Repository: Eurostat special tabulation; Break in series: Methodology revised; Data reference period: Annual or annual average,True,True,True
I.8,0cfd2d68,"Percentage distribution of employed population by sector, each sex (Sectors here refer to Agriculture; Industry; Services)",8d681d8b,"Percentage distribution of employed population in agricultural sector, by sex",120,Cameroon,CMR,12.0,6.0,Sub-Saharan Africa,G,Global,2017,PT,Percent,2007,52.45,65.08,58.7,C,C,C,Repository: Eurostat special tabulationData reference period: Annual or annual average,Repository: ILO-STATISTICS - Micro data processing,Unemployment definition: Two criteria (not in employment and seeking); Repository: Eurostat special tabulation: Data reference period: Annual or annual average,False,False,False
I.8,0cfd2d68,"Percentage distribution of employed population by sector, each sex (Sectors here refer to Agriculture; Industry; Services)",8d681d8b,"Percentage distribution of employed population in agricultural sector, by sex",120,Cameroon,CMR,12.0,6.0,Sub-Saharan Africa,G,Global,2017,PT,Percent,2014,42.33,53.07,47.55,C,C,C,Repository: Eurostat special tabulation; Break in series: Methodology revised: Data reference period: Annual or annual average,Repository: ILO-STATISTICS - Micro data processing,Unemployment definition: Two criteria (not in employment and seeking); Repository: Eurostat special tabulation; Break in series: Methodology revised; Data reference period: Annual or annual average,True,True,True
I.8,0cfd2d68,"Percentage distribution of employed population by sector, each sex (Sectors here refer to Agriculture; Industry; Services)",8d681d8b,"Percentage distribution of employed population in agricultural sector, by sex",124,Canada,CAN,-95.0,60.0,Europe and Northern America,G,Global,2017,PT,Percent,1990,4.2,2.3,3.35,C,C,C,Repository: Eurostat special tabulationData reference period: Annual or annual average,Repository: ILO-STATISTICS - Micro data processing,Unemployment definition: Two criteria (not in employment and seeking); Repository: Eurostat special tabulation: Data reference period: Annual or annual average,False,False,False
I.8,0cfd2d68,"Percentage distribution of employed population by sector, each sex (Sectors here refer to Agriculture; Industry; Services)",8d681d8b,"Percentage distribution of employed population in agricultural sector, by sex",124,Canada,CAN,-95.0,60.0,Europe and Northern America,G,Global,2017,PT,Percent,1991,4.39,2.39,3.49,C,C,C,Repository: Eurostat special tabulationData reference period: Annual or annual average,Repository: ILO-STATISTICS - Micro data processing,Unemployment definition: Two criteria (not in employment and seeking); Repository: Eurostat special tabulation: Data reference period: Annual or annual average,False,False,False
I.8,0cfd2d68,"Percentage distribution of employed population by sector, each sex (Sectors here refer to Agriculture; Industry; Services)",8d681d8b,"Percentage distribution of employed population in agricultural sector, by sex",124,Canada,CAN,-95.0,60.0,Europe and Northern America,G,Global,2017,PT,Percent,1992,4.41,2.3,3.45,C,C,C,Repository: Eurostat special tabulation; Break in series: Methodology revised: Data reference period: Annual or annual average,Repository: ILO-STATISTICS - Micro data processing,Unemployment definition: Two criteria (not in employment and seeking); Repository: Eurostat special tabulation: Data reference period: Annual or annual average,False,False,False
I.8,0cfd2d68,"Percentage distribution of employed population by sector, each sex (Sectors here refer to Agriculture; Industry; Services)",8d681d8b,"Percentage distribution of employed population in agricultural sector, by sex",124,Canada,CAN,-95.0,60.0,Europe and Northern America,G,Global,2017,PT,Percent,1993,4.4,2.38,3.48,C,C,C,Repository: Eurostat special tabulationData reference period: Annual or annual average,Repository: ILO-STATISTICS - Micro data processing,Unemployment definition: Two criteria (not in employment and seeking); Repository: Eurostat special tabulation: Data reference period: Annual or annual average,False,False,False
I.8,0cfd2d68,"Percentage distribution of employed population by sector, each sex (Sectors here refer to Agriculture; Industry; Services)",8d681d8b,"Percentage distribution of employed population in agricultural sector, by sex",124,Canada,CAN,-95.0,60.0,Europe and Northern America,G,Global,2017,PT,Percent,1994,4.21,2.3,3.35,C,C,C,Repository: Eurostat special tabulation; Break in series: Methodology revised: Data reference period: Annual or annual average,Repository: ILO-STATISTICS - Micro data processing,Unemployment definition: Two criteria (not in employment and seeking); Repository: Eurostat special tabulation: Data reference period: Annual or annual average,False,False,False
I.8,0cfd2d68,"Percentage distribution of employed population by sector, each sex (Sectors here refer to Agriculture; Industry; Services)",8d681d8b,"Percentage distribution of employed population in agricultural sector, by sex",124,Canada,CAN,-95.0,60.0,Europe and Northern America,G,Global,2017,PT,Percent,1995,4.01,2.12,3.15,C,C,C,Repository: Eurostat special tabulation; Break in series: Methodology revised: Data reference period: Annual or annual average,Repository: ILO-STATISTICS - Micro data processing,Unemployment definition: Two criteria (not in employment and seeking); Repository: Eurostat special tabulation: Data reference period: Annual or annual average,False,False,False
I.8,0cfd2d68,"Percentage distribution of employed population by sector, each sex (Sectors here refer to Agriculture; Industry; Services)",8d681d8b,"Percentage distribution of employed population in agricultural sector, by sex",124,Canada,CAN,-95.0,60.0,Europe and Northern America,G,Global,2017,PT,Percent,1996,3.96,2.1,3.11,C,C,C,Repository: Eurostat special tabulationData reference period: Annual or annual average,Repository: ILO-STATISTICS - Micro data processing,Unemployment definition: Two criteria (not in employment and seeking); Repository: Eurostat special tabulation: Data reference period: Annual or annual average,False,False,False
I.8,0cfd2d68,"Percentage distribution of employed population by sector, each sex (Sectors here refer to Agriculture; Industry; Services)",8d681d8b,"Percentage distribution of employed population in agricultural sector, by sex",124,Canada,CAN,-95.0,60.0,Europe and Northern America,G,Global,2017,PT,Percent,1997,3.81,2.04,3.01,C,C,C,Repository: Eurostat special tabulationData reference period: Annual or annual average,Repository: ILO-STATISTICS - Micro data processing,Unemployment definition: Two criteria (not in employment and seeking); Repository: Eurostat special tabulation: Data reference period: Annual or annual average,False,False,False
I.8,0cfd2d68,"Percentage distribution of employed population by sector, each sex (Sectors here refer to Agriculture; Industry; Services)",8d681d8b,"Percentage distribution of employed population in agricultural sector, by sex",124,Canada,CAN,-95.0,60.0,Europe and Northern America,G,Global,2017,PT,Percent,1998,3.77,2.07,2.99,C,C,C,Repository: Eurostat special tabulationData reference period: Annual or annual average,Repository: ILO-STATISTICS - Micro data processing; Break in series: Methodology revised:,Unemployment definition: Two criteria (not in employment and seeking); Repository: Eurostat special tabulation: Data reference period: Annual or annual average,False,False,False
I.8,0cfd2d68,"Percentage distribution of employed population by sector, each sex (Sectors here refer to Agriculture; Industry; Services)",8d681d8b,"Percentage distribution of employed population in agricultural sector, by sex",124,Canada,CAN,-95.0,60.0,Europe and Northern America,G,Global,2017,PT,Percent,1999,3.54,1.94,2.81,C,C,C,Repository: Eurostat special tabulationData reference period: Annual or annual average,Repository: ILO-STATISTICS - Micro data processing,Unemployment definition: Two criteria (not in employment and seeking); Repository: Eurostat special tabulation; Break in series: Methodology revised; Data reference period: Annual or annual average,False,False,False
I.8,0cfd2d68,"Percentage distribution of employed population by sector, each sex (Sectors here refer to Agriculture; Industry; Services)",8d681d8b,"Percentage distribution of employed population in agricultural sector, by sex",124,Canada,CAN,-95.0,60.0,Europe and Northern America,G,Global,2017,PT,Percent,2000,3.25,1.66,2.52,C,C,C,Repository: Eurostat special tabulationData reference period: Annual or annual average,Repository: ILO-STATISTICS - Micro data processing,Unemployment definition: Two criteria (not in employment and seeking); Repository: Eurostat special tabulation: Data reference period: Annual or annual average,False,False,False
I.8,0cfd2d68,"Percentage distribution of employed population by sector, each sex (Sectors here refer to Agriculture; Industry; Services)",8d681d8b,"Percentage distribution of employed population in agricultural sector, by sex",124,Canada,CAN,-95.0,60.0,Europe and Northern America,G,Global,2017,PT,Percent,2001,2.86,1.35,2.16,C,C,C,Repository: Eurostat special tabulationData reference period: Annual or annual average,Repository: ILO-STATISTICS - Micro data processing,Unemployment definition: Two criteria (not in employment and seeking); Repository: Eurostat special tabulation: Data reference period: Annual or annual average,False,False,False
I.8,0cfd2d68,"Percentage distribution of employed population by sector, each sex (Sectors here refer to Agriculture; Industry; Services)",8d681d8b,"Percentage distribution of employed population in agricultural sector, by sex",124,Canada,CAN,-95.0,60.0,Europe and Northern America,G,Global,2017,PT,Percent,2002,2.77,1.36,2.12,C,C,C,Repository: Eurostat special tabulationData reference period: Annual or annual average,Repository: ILO-STATISTICS - Micro data processing,Unemployment definition: Two criteria (not in employment and seeking); Repository: Eurostat special tabulation: Data reference period: Annual or annual average,False,False,False
I.8,0cfd2d68,"Percentage distribution of employed population by sector, each sex (Sectors here refer to Agriculture; Industry; Services)",8d681d8b,"Percentage distribution of employed population in agricultural sector, by sex",124,Canada,CAN,-95.0,60.0,Europe and Northern America,G,Global,2017,PT,Percent,2003,2.79,1.33,2.11,C,C,C,Repository: Eurostat special tabulationData reference period: Annual or annual average,Repository: ILO-STATISTICS - Micro data processing,Unemployment definition: Two criteria (not in employment and seeking); Repository: Eurostat special tabulation: Data reference period: Annual or annual average,False,False,False
I.8,0cfd2d68,"Percentage distribution of employed population by sector, each sex (Sectors here refer to Agriculture; Industry; Services)",8d681d8b,"Percentage distribution of employed population in agricultural sector, by sex",124,Canada,CAN,-95.0,60.0,Europe and Northern America,G,Global,2017,PT,Percent,2004,2.67,1.29,2.02,C,C,C,Repository: Eurostat special tabulationData reference period: Annual or annual average,Repository: ILO-STATISTICS - Micro data processing,Unemployment definition: Two criteria (not in employment and seeking); Repository: Eurostat special tabulation: Data reference period: Annual or annual average,False,False,False
I.8,0cfd2d68,"Percentage distribution of employed population by sector, each sex (Sectors here refer to Agriculture; Industry; Services)",8d681d8b,"Percentage distribution of employed population in agricultural sector, by sex",124,Canada,CAN,-95.0,60.0,Europe and Northern America,G,Global,2017,PT,Percent,2005,2.79,1.36,2.12,C,C,C,Repository: Eurostat special tabulationData reference period: Annual or annual average,Repository: ILO-STATISTICS - Micro data processing,Unemployment definition: Two criteria (not in employment and seeking); Repository: Eurostat special tabulation: Data reference period: Annual or annual average,False,False,False
I.8,0cfd2d68,"Percentage distribution of employed population by sector, each sex (Sectors here refer to Agriculture; Industry; Services)",8d681d8b,"Percentage distribution of employed population in agricultural sector, by sex",124,Canada,CAN,-95.0,60.0,Europe and Northern America,G,Global,2017,PT,Percent,2006,2.75,1.39,2.11,C,C,C,Repository: Eurostat special tabulationData reference period: Annual or annual average,Repository: ILO-STATISTICS - Micro data processing,Unemployment definition: Two criteria (not in employment and seeking); Repository: Eurostat special tabulation: Data reference period: Annual or annual average,False,False,False
I.8,0cfd2d68,"Percentage distribution of employed population by sector, each sex (Sectors here refer to Agriculture; Industry; Services)",8d681d8b,"Percentage distribution of employed population in agricultural sector, by sex",124,Canada,CAN,-95.0,60.0,Europe and Northern America,G,Global,2017,PT,Percent,2007,2.62,1.31,2.0,C,C,C,Repository: Eurostat special tabulationData reference period: Annual or annual average,Repository: ILO-STATISTICS - Micro data processing,Unemployment definition: Two criteria (not in employment and seeking); Repository: Eurostat special tabulation: Data reference period: Annual or annual average,False,False,False
I.8,0cfd2d68,"Percentage distribution of employed population by sector, each sex (Sectors here refer to Agriculture; Industry; Services)",8d681d8b,"Percentage distribution of employed population in agricultural sector, by sex",124,Canada,CAN,-95.0,60.0,Europe and Northern America,G,Global,2017,PT,Percent,2008,2.6,1.21,1.94,C,C,C,Repository: Eurostat special tabulation; Break in series: Methodology revised: Data reference period: Annual or annual average,Repository: ILO-STATISTICS - Micro data processing; Break in series: Methodology revised:,Unemployment definition: Two criteria (not in employment and seeking); Repository: Eurostat special tabulation: Data reference period: Annual or annual average,False,False,False
I.8,0cfd2d68,"Percentage distribution of employed population by sector, each sex (Sectors here refer to Agriculture; Industry; Services)",8d681d8b,"Percentage distribution of employed population in agricultural sector, by sex",124,Canada,CAN,-95.0,60.0,Europe and Northern America,G,Global,2017,PT,Percent,2009,2.65,1.2,1.95,C,C,C,Repository: Eurostat special tabulationData reference period: Annual or annual average,Repository: ILO-STATISTICS - Micro data processing,Unemployment definition: Two criteria (not in employment and seeking); Repository: Eurostat special tabulation: Data reference period: Annual or annual average,False,False,False
I.8,0cfd2d68,"Percentage distribution of employed population by sector, each sex (Sectors here refer to Agriculture; Industry; Services)",8d681d8b,"Percentage distribution of employed population in agricultural sector, by sex",124,Canada,CAN,-95.0,60.0,Europe and Northern America,G,Global,2017,PT,Percent,2010,2.44,1.11,1.81,C,C,C,Repository: Eurostat special tabulationData reference period: Annual or annual average,Repository: ILO-STATISTICS - Micro data processing,Unemployment definition: Two criteria (not in employment and seeking); Repository: Eurostat special tabulation: Data reference period: Annual or annual average,False,False,False
I.8,0cfd2d68,"Percentage distribution of employed population by sector, each sex (Sectors here refer to Agriculture; Industry; Services)",8d681d8b,"Percentage distribution of employed population in agricultural sector, by sex",124,Canada,CAN,-95.0,60.0,Europe and Northern America,G,Global,2017,PT,Percent,2011,2.41,1.1,1.79,C,C,C,Repository: Eurostat special tabulation; Break in series: Methodology revised: Data reference period: Annual or annual average,Repository: ILO-STATISTICS - Micro data processing,Unemployment definition: Two criteria (not in employment and seeking); Repository: Eurostat special tabulation; Break in series: Methodology revised; Data reference period: Annual or annual average,False,False,False
I.8,0cfd2d68,"Percentage distribution of employed population by sector, each sex (Sectors here refer to Agriculture; Industry; Services)",8d681d8b,"Percentage distribution of employed population in agricultural sector, by sex",124,Canada,CAN,-95.0,60.0,Europe and Northern America,G,Global,2017,PT,Percent,2012,2.33,1.11,1.75,C,C,C,Repository: Eurostat special tabulationData reference period: Annual or annual average,Repository: ILO-STATISTICS - Micro data processing,Unemployment definition: Two criteria (not in employment and seeking); Repository: Eurostat special tabulation; Break in series: Methodology revised; Data reference period: Annual or annual average,False,False,False
