INDICATOR_LABEL,INDICATOR_ID,INDICATOR_DESC,MINSET_SERIES,MINSET_SERIES_DESC,REF_AREA,REF_AREA_DESC,ISO3,X,Y,SDG_REGION,REPORTING_TYPE,REPORTING_TYPE_DESC,SOURCE_YEAR,UNIT_MEASURE,UNIT_MEASURE_DESC,TIME_PERIOD,OBS_VALUE___T__Y15T24,OBS_VALUE__F__Y15T24,OBS_VALUE__M__Y15T24,NATURE___T__Y15T24,NATURE__F__Y15T24,NATURE__M__Y15T24,isLatestValue___T__Y15T24,isLatestValue__F__Y15T24,isLatestValue__M__Y15T24
II.1,2e391327,"Youth literacy rate of persons aged 15-24 years, by sex",ed7f11c7,"Youth literacy rate of persons (15-24 years), by sex",116,Cambodia,KHM,105.0,13.0,Eastern and South-Eastern Asia,G,Global,2017,PT,Percent,2009,87.13,85.87,88.36,C,C,C,True,True,True
II.1,2e391327,"Youth literacy rate of persons aged 15-24 years, by sex",ed7f11c7,"Youth literacy rate of persons (15-24 years), by sex",12,Algeria,DZA,3.0,28.0,Northern Africa and Western Asia,G,Global,2017,PT,Percent,1987,74.33,62.21,86.23,C,C,C,False,False,False
II.1,2e391327,"Youth literacy rate of persons aged 15-24 years, by sex",ed7f11c7,"Youth literacy rate of persons (15-24 years), by sex",12,Algeria,DZA,3.0,28.0,Northern Africa and Western Asia,G,Global,2017,PT,Percent,2002,90.14,86.13,94.06,C,C,C,False,False,False
II.1,2e391327,"Youth literacy rate of persons aged 15-24 years, by sex",ed7f11c7,"Youth literacy rate of persons (15-24 years), by sex",12,Algeria,DZA,3.0,28.0,Northern Africa and Western Asia,G,Global,2017,PT,Percent,2006,91.78,89.14,94.38,C,C,C,False,False,False
II.1,2e391327,"Youth literacy rate of persons aged 15-24 years, by sex",ed7f11c7,"Youth literacy rate of persons (15-24 years), by sex",12,Algeria,DZA,3.0,28.0,Northern Africa and Western Asia,G,Global,2017,PT,Percent,2008,93.77,91.74,95.75,C,C,C,True,True,True
II.1,2e391327,"Youth literacy rate of persons aged 15-24 years, by sex",ed7f11c7,"Youth literacy rate of persons (15-24 years), by sex",120,Cameroon,CMR,12.0,6.0,Sub-Saharan Africa,G,Global,2017,PT,Percent,1976,68.82,59.06,79.59,C,C,C,False,False,False
II.1,2e391327,"Youth literacy rate of persons aged 15-24 years, by sex",ed7f11c7,"Youth literacy rate of persons (15-24 years), by sex",120,Cameroon,CMR,12.0,6.0,Sub-Saharan Africa,G,Global,2017,PT,Percent,2000,83.1,77.96,88.42,C,C,C,False,False,False
II.1,2e391327,"Youth literacy rate of persons aged 15-24 years, by sex",ed7f11c7,"Youth literacy rate of persons (15-24 years), by sex",120,Cameroon,CMR,12.0,6.0,Sub-Saharan Africa,G,Global,2017,PT,Percent,2007,83.14,77.48,89.42,C,C,C,False,False,False
II.1,2e391327,"Youth literacy rate of persons aged 15-24 years, by sex",ed7f11c7,"Youth literacy rate of persons (15-24 years), by sex",120,Cameroon,CMR,12.0,6.0,Sub-Saharan Africa,G,Global,2017,PT,Percent,2010,80.57,76.42,85.4,C,C,C,True,True,True
II.1,2e391327,"Youth literacy rate of persons aged 15-24 years, by sex",ed7f11c7,"Youth literacy rate of persons (15-24 years), by sex",132,Cabo Verde,CPV,-24.0,16.0,Sub-Saharan Africa,G,Global,2017,PT,Percent,1990,88.17,86.42,89.95,C,C,C,False,False,False
II.1,2e391327,"Youth literacy rate of persons aged 15-24 years, by sex",ed7f11c7,"Youth literacy rate of persons (15-24 years), by sex",132,Cabo Verde,CPV,-24.0,16.0,Sub-Saharan Africa,G,Global,2017,PT,Percent,2012,98.13,98.4,97.87,C,C,C,False,False,False
II.1,2e391327,"Youth literacy rate of persons aged 15-24 years, by sex",ed7f11c7,"Youth literacy rate of persons (15-24 years), by sex",132,Cabo Verde,CPV,-24.0,16.0,Sub-Saharan Africa,G,Global,2017,PT,Percent,2015,98.11,98.73,97.59,C,C,C,True,True,True
II.1,2e391327,"Youth literacy rate of persons aged 15-24 years, by sex",ed7f11c7,"Youth literacy rate of persons (15-24 years), by sex",136,Cayman Islands,CYM,-80.5,19.5,Latin America and the Caribbean,G,Global,2017,PT,Percent,2007,98.91,98.62,99.14,C,C,C,True,True,True
II.1,2e391327,"Youth literacy rate of persons aged 15-24 years, by sex",ed7f11c7,"Youth literacy rate of persons (15-24 years), by sex",140,Central African Republic,CAF,21.0,7.0,Sub-Saharan Africa,G,Global,2017,PT,Percent,1975,37.04,20.34,56.26,C,C,C,False,False,False
II.1,2e391327,"Youth literacy rate of persons aged 15-24 years, by sex",ed7f11c7,"Youth literacy rate of persons (15-24 years), by sex",140,Central African Republic,CAF,21.0,7.0,Sub-Saharan Africa,G,Global,2017,PT,Percent,1988,48.2,34.85,62.56,C,C,C,False,False,False
II.1,2e391327,"Youth literacy rate of persons aged 15-24 years, by sex",ed7f11c7,"Youth literacy rate of persons (15-24 years), by sex",140,Central African Republic,CAF,21.0,7.0,Sub-Saharan Africa,G,Global,2017,PT,Percent,2000,60.81,49.02,72.59,C,C,C,False,False,False
II.1,2e391327,"Youth literacy rate of persons aged 15-24 years, by sex",ed7f11c7,"Youth literacy rate of persons (15-24 years), by sex",140,Central African Republic,CAF,21.0,7.0,Sub-Saharan Africa,G,Global,2017,PT,Percent,2010,36.36,26.97,48.86,E,E,E,True,True,True
II.1,2e391327,"Youth literacy rate of persons aged 15-24 years, by sex",ed7f11c7,"Youth literacy rate of persons (15-24 years), by sex",144,Sri Lanka,LKA,81.0,7.0,Central and Southern Asia,G,Global,2017,PT,Percent,1981,91.04,90.19,91.88,C,C,C,False,False,False
II.1,2e391327,"Youth literacy rate of persons aged 15-24 years, by sex",ed7f11c7,"Youth literacy rate of persons (15-24 years), by sex",144,Sri Lanka,LKA,81.0,7.0,Central and Southern Asia,G,Global,2017,PT,Percent,2001,95.59,96.12,95.07,C,C,C,False,False,False
II.1,2e391327,"Youth literacy rate of persons aged 15-24 years, by sex",ed7f11c7,"Youth literacy rate of persons (15-24 years), by sex",144,Sri Lanka,LKA,81.0,7.0,Central and Southern Asia,G,Global,2017,PT,Percent,2006,97.48,97.94,97.03,C,C,C,False,False,False
II.1,2e391327,"Youth literacy rate of persons aged 15-24 years, by sex",ed7f11c7,"Youth literacy rate of persons (15-24 years), by sex",144,Sri Lanka,LKA,81.0,7.0,Central and Southern Asia,G,Global,2017,PT,Percent,2008,97.98,98.59,97.33,C,C,C,False,False,False
II.1,2e391327,"Youth literacy rate of persons aged 15-24 years, by sex",ed7f11c7,"Youth literacy rate of persons (15-24 years), by sex",144,Sri Lanka,LKA,81.0,7.0,Central and Southern Asia,G,Global,2017,PT,Percent,2010,98.16,98.59,97.69,C,C,C,True,True,True
II.1,2e391327,"Youth literacy rate of persons aged 15-24 years, by sex",ed7f11c7,"Youth literacy rate of persons (15-24 years), by sex",148,Chad,TCD,19.0,15.0,Sub-Saharan Africa,G,Global,2017,PT,Percent,1993,17.35,8.95,26.25,C,C,C,False,False,False
II.1,2e391327,"Youth literacy rate of persons aged 15-24 years, by sex",ed7f11c7,"Youth literacy rate of persons (15-24 years), by sex",148,Chad,TCD,19.0,15.0,Sub-Saharan Africa,G,Global,2017,PT,Percent,2000,37.56,23.24,55.69,C,C,C,False,False,False
II.1,2e391327,"Youth literacy rate of persons aged 15-24 years, by sex",ed7f11c7,"Youth literacy rate of persons (15-24 years), by sex",148,Chad,TCD,19.0,15.0,Sub-Saharan Africa,G,Global,2017,PT,Percent,2004,41.67,30.77,53.71,C,C,C,False,False,False
II.1,2e391327,"Youth literacy rate of persons aged 15-24 years, by sex",ed7f11c7,"Youth literacy rate of persons (15-24 years), by sex",148,Chad,TCD,19.0,15.0,Sub-Saharan Africa,G,Global,2017,PT,Percent,2015,38.77,25.99,51.84,E,E,E,False,False,False
II.1,2e391327,"Youth literacy rate of persons aged 15-24 years, by sex",ed7f11c7,"Youth literacy rate of persons (15-24 years), by sex",148,Chad,TCD,19.0,15.0,Sub-Saharan Africa,G,Global,2017,PT,Percent,2016,30.79,22.39,40.69,C,C,C,True,True,True
II.1,2e391327,"Youth literacy rate of persons aged 15-24 years, by sex",ed7f11c7,"Youth literacy rate of persons (15-24 years), by sex",152,Chile,CHL,-71.0,-30.0,Latin America and the Caribbean,G,Global,2017,PT,Percent,1982,96.65,97.12,96.18,C,C,C,False,False,False
II.1,2e391327,"Youth literacy rate of persons aged 15-24 years, by sex",ed7f11c7,"Youth literacy rate of persons (15-24 years), by sex",152,Chile,CHL,-71.0,-30.0,Latin America and the Caribbean,G,Global,2017,PT,Percent,1992,98.43,98.7,98.16,C,C,C,False,False,False
II.1,2e391327,"Youth literacy rate of persons aged 15-24 years, by sex",ed7f11c7,"Youth literacy rate of persons (15-24 years), by sex",152,Chile,CHL,-71.0,-30.0,Latin America and the Caribbean,G,Global,2017,PT,Percent,2002,98.99,99.18,98.8,C,C,C,False,False,False
II.1,2e391327,"Youth literacy rate of persons aged 15-24 years, by sex",ed7f11c7,"Youth literacy rate of persons (15-24 years), by sex",152,Chile,CHL,-71.0,-30.0,Latin America and the Caribbean,G,Global,2017,PT,Percent,2008,99.15,99.2,99.11,C,C,C,False,False,False
II.1,2e391327,"Youth literacy rate of persons aged 15-24 years, by sex",ed7f11c7,"Youth literacy rate of persons (15-24 years), by sex",152,Chile,CHL,-71.0,-30.0,Latin America and the Caribbean,G,Global,2017,PT,Percent,2009,98.87,98.89,98.86,C,C,C,False,False,False
II.1,2e391327,"Youth literacy rate of persons aged 15-24 years, by sex",ed7f11c7,"Youth literacy rate of persons (15-24 years), by sex",152,Chile,CHL,-71.0,-30.0,Latin America and the Caribbean,G,Global,2017,PT,Percent,2011,99.41,99.61,99.21,C,C,C,False,False,False
II.1,2e391327,"Youth literacy rate of persons aged 15-24 years, by sex",ed7f11c7,"Youth literacy rate of persons (15-24 years), by sex",152,Chile,CHL,-71.0,-30.0,Latin America and the Caribbean,G,Global,2017,PT,Percent,2013,99.05,99.09,99.01,C,C,C,True,True,True
II.1,2e391327,"Youth literacy rate of persons aged 15-24 years, by sex",ed7f11c7,"Youth literacy rate of persons (15-24 years), by sex",156,China,CHN,105.0,35.0,Eastern and South-Eastern Asia,G,Global,2017,PT,Percent,1982,88.77,82.1,95.21,C,C,C,False,False,False
II.1,2e391327,"Youth literacy rate of persons aged 15-24 years, by sex",ed7f11c7,"Youth literacy rate of persons (15-24 years), by sex",156,China,CHN,105.0,35.0,Eastern and South-Eastern Asia,G,Global,2017,PT,Percent,1990,94.28,91.45,96.98,C,C,C,False,False,False
II.1,2e391327,"Youth literacy rate of persons aged 15-24 years, by sex",ed7f11c7,"Youth literacy rate of persons (15-24 years), by sex",156,China,CHN,105.0,35.0,Eastern and South-Eastern Asia,G,Global,2017,PT,Percent,2000,98.86,98.5,99.2,C,C,C,False,False,False
II.1,2e391327,"Youth literacy rate of persons aged 15-24 years, by sex",ed7f11c7,"Youth literacy rate of persons (15-24 years), by sex",156,China,CHN,105.0,35.0,Eastern and South-Eastern Asia,G,Global,2017,PT,Percent,2010,99.64,99.59,99.69,C,C,C,True,True,True
II.1,2e391327,"Youth literacy rate of persons aged 15-24 years, by sex",ed7f11c7,"Youth literacy rate of persons (15-24 years), by sex",170,Colombia,COL,-72.0,4.0,Latin America and the Caribbean,G,Global,2017,PT,Percent,1993,95.48,96.28,94.64,C,C,C,False,False,False
II.1,2e391327,"Youth literacy rate of persons aged 15-24 years, by sex",ed7f11c7,"Youth literacy rate of persons (15-24 years), by sex",170,Colombia,COL,-72.0,4.0,Latin America and the Caribbean,G,Global,2017,PT,Percent,1996,97.0,97.57,96.39,C,C,C,False,False,False
II.1,2e391327,"Youth literacy rate of persons aged 15-24 years, by sex",ed7f11c7,"Youth literacy rate of persons (15-24 years), by sex",170,Colombia,COL,-72.0,4.0,Latin America and the Caribbean,G,Global,2017,PT,Percent,2004,97.99,98.41,97.55,C,C,C,False,False,False
II.1,2e391327,"Youth literacy rate of persons aged 15-24 years, by sex",ed7f11c7,"Youth literacy rate of persons (15-24 years), by sex",170,Colombia,COL,-72.0,4.0,Latin America and the Caribbean,G,Global,2017,PT,Percent,2005,97.96,98.37,97.52,C,C,C,False,False,False
II.1,2e391327,"Youth literacy rate of persons aged 15-24 years, by sex",ed7f11c7,"Youth literacy rate of persons (15-24 years), by sex",170,Colombia,COL,-72.0,4.0,Latin America and the Caribbean,G,Global,2017,PT,Percent,2006,97.88,98.19,97.53,C,C,C,False,False,False
II.1,2e391327,"Youth literacy rate of persons aged 15-24 years, by sex",ed7f11c7,"Youth literacy rate of persons (15-24 years), by sex",170,Colombia,COL,-72.0,4.0,Latin America and the Caribbean,G,Global,2017,PT,Percent,2007,97.97,98.42,97.48,C,C,C,False,False,False
II.1,2e391327,"Youth literacy rate of persons aged 15-24 years, by sex",ed7f11c7,"Youth literacy rate of persons (15-24 years), by sex",170,Colombia,COL,-72.0,4.0,Latin America and the Caribbean,G,Global,2017,PT,Percent,2008,97.99,98.43,97.55,C,C,C,False,False,False
II.1,2e391327,"Youth literacy rate of persons aged 15-24 years, by sex",ed7f11c7,"Youth literacy rate of persons (15-24 years), by sex",170,Colombia,COL,-72.0,4.0,Latin America and the Caribbean,G,Global,2017,PT,Percent,2009,97.94,98.43,97.44,C,C,C,False,False,False
II.1,2e391327,"Youth literacy rate of persons aged 15-24 years, by sex",ed7f11c7,"Youth literacy rate of persons (15-24 years), by sex",170,Colombia,COL,-72.0,4.0,Latin America and the Caribbean,G,Global,2017,PT,Percent,2010,98.1,98.52,97.68,C,C,C,False,False,False
II.1,2e391327,"Youth literacy rate of persons aged 15-24 years, by sex",ed7f11c7,"Youth literacy rate of persons (15-24 years), by sex",170,Colombia,COL,-72.0,4.0,Latin America and the Caribbean,G,Global,2017,PT,Percent,2011,98.24,98.72,97.76,C,C,C,False,False,False
II.1,2e391327,"Youth literacy rate of persons aged 15-24 years, by sex",ed7f11c7,"Youth literacy rate of persons (15-24 years), by sex",170,Colombia,COL,-72.0,4.0,Latin America and the Caribbean,G,Global,2017,PT,Percent,2014,98.54,98.97,98.11,C,C,C,False,False,False
II.1,2e391327,"Youth literacy rate of persons aged 15-24 years, by sex",ed7f11c7,"Youth literacy rate of persons (15-24 years), by sex",170,Colombia,COL,-72.0,4.0,Latin America and the Caribbean,G,Global,2017,PT,Percent,2015,98.53,98.92,98.16,C,C,C,True,True,True
II.1,2e391327,"Youth literacy rate of persons aged 15-24 years, by sex",ed7f11c7,"Youth literacy rate of persons (15-24 years), by sex",174,Comoros,COM,44.25,-12.16666666,Sub-Saharan Africa,G,Global,2017,PT,Percent,1980,61.71,54.9,69.36,C,C,C,False,False,False
II.1,2e391327,"Youth literacy rate of persons aged 15-24 years, by sex",ed7f11c7,"Youth literacy rate of persons (15-24 years), by sex",174,Comoros,COM,44.25,-12.16666666,Sub-Saharan Africa,G,Global,2017,PT,Percent,2000,80.19,77.56,83.95,C,C,C,False,False,False
II.1,2e391327,"Youth literacy rate of persons aged 15-24 years, by sex",ed7f11c7,"Youth literacy rate of persons (15-24 years), by sex",174,Comoros,COM,44.25,-12.16666666,Sub-Saharan Africa,G,Global,2017,PT,Percent,2012,71.58,69.6,73.81,E,E,E,True,True,True
II.1,2e391327,"Youth literacy rate of persons aged 15-24 years, by sex",ed7f11c7,"Youth literacy rate of persons (15-24 years), by sex",178,Congo,COG,15.0,-1.0,Sub-Saharan Africa,G,Global,2017,PT,Percent,2011,80.91,76.95,85.68,E,E,E,True,True,True
II.1,2e391327,"Youth literacy rate of persons aged 15-24 years, by sex",ed7f11c7,"Youth literacy rate of persons (15-24 years), by sex",180,Democratic Republic of the Congo,COD,25.0,0.0,Sub-Saharan Africa,G,Global,2017,PT,Percent,2001,70.42,63.09,77.98,C,C,C,False,False,False
II.1,2e391327,"Youth literacy rate of persons aged 15-24 years, by sex",ed7f11c7,"Youth literacy rate of persons (15-24 years), by sex",180,Democratic Republic of the Congo,COD,25.0,0.0,Sub-Saharan Africa,G,Global,2017,PT,Percent,2007,65.78,53.25,78.94,E,E,E,False,False,False
II.1,2e391327,"Youth literacy rate of persons aged 15-24 years, by sex",ed7f11c7,"Youth literacy rate of persons (15-24 years), by sex",180,Democratic Republic of the Congo,COD,25.0,0.0,Sub-Saharan Africa,G,Global,2017,PT,Percent,2012,83.6,76.66,91.05,C,C,C,False,False,False
II.1,2e391327,"Youth literacy rate of persons aged 15-24 years, by sex",ed7f11c7,"Youth literacy rate of persons (15-24 years), by sex",180,Democratic Republic of the Congo,COD,25.0,0.0,Sub-Saharan Africa,G,Global,2017,PT,Percent,2016,84.99,79.71,90.96,C,C,C,True,True,True
II.1,2e391327,"Youth literacy rate of persons aged 15-24 years, by sex",ed7f11c7,"Youth literacy rate of persons (15-24 years), by sex",188,Costa Rica,CRI,-84.0,10.0,Latin America and the Caribbean,G,Global,2017,PT,Percent,1984,97.15,97.54,96.75,C,C,C,False,False,False
II.1,2e391327,"Youth literacy rate of persons aged 15-24 years, by sex",ed7f11c7,"Youth literacy rate of persons (15-24 years), by sex",188,Costa Rica,CRI,-84.0,10.0,Latin America and the Caribbean,G,Global,2017,PT,Percent,2000,97.61,98.04,97.2,C,C,C,False,False,False
II.1,2e391327,"Youth literacy rate of persons aged 15-24 years, by sex",ed7f11c7,"Youth literacy rate of persons (15-24 years), by sex",188,Costa Rica,CRI,-84.0,10.0,Latin America and the Caribbean,G,Global,2017,PT,Percent,2011,99.13,99.26,99.01,C,C,C,True,True,True
II.1,2e391327,"Youth literacy rate of persons aged 15-24 years, by sex",ed7f11c7,"Youth literacy rate of persons (15-24 years), by sex",191,Croatia,HRV,15.5,45.16666666,Europe and Northern America,G,Global,2017,PT,Percent,1991,99.64,99.6,99.67,C,C,C,False,False,False
II.1,2e391327,"Youth literacy rate of persons aged 15-24 years, by sex",ed7f11c7,"Youth literacy rate of persons (15-24 years), by sex",191,Croatia,HRV,15.5,45.16666666,Europe and Northern America,G,Global,2017,PT,Percent,2001,99.65,99.65,99.64,C,C,C,False,False,False
II.1,2e391327,"Youth literacy rate of persons aged 15-24 years, by sex",ed7f11c7,"Youth literacy rate of persons (15-24 years), by sex",191,Croatia,HRV,15.5,45.16666666,Europe and Northern America,G,Global,2017,PT,Percent,2011,99.72,99.74,99.71,C,C,C,True,True,True
II.1,2e391327,"Youth literacy rate of persons aged 15-24 years, by sex",ed7f11c7,"Youth literacy rate of persons (15-24 years), by sex",192,Cuba,CUB,-80.0,21.5,Latin America and the Caribbean,G,Global,2017,PT,Percent,1981,99.57,,,C,,,False,,
II.1,2e391327,"Youth literacy rate of persons aged 15-24 years, by sex",ed7f11c7,"Youth literacy rate of persons (15-24 years), by sex",192,Cuba,CUB,-80.0,21.5,Latin America and the Caribbean,G,Global,2017,PT,Percent,2002,99.96,99.95,99.96,C,C,C,False,False,False
II.1,2e391327,"Youth literacy rate of persons aged 15-24 years, by sex",ed7f11c7,"Youth literacy rate of persons (15-24 years), by sex",192,Cuba,CUB,-80.0,21.5,Latin America and the Caribbean,G,Global,2017,PT,Percent,2012,99.87,99.9,99.86,C,C,C,True,True,True
II.1,2e391327,"Youth literacy rate of persons aged 15-24 years, by sex",ed7f11c7,"Youth literacy rate of persons (15-24 years), by sex",196,Cyprus,CYP,33.0,35.0,Northern Africa and Western Asia,G,Global,2017,PT,Percent,1992,99.62,99.66,99.58,C,C,C,False,False,False
II.1,2e391327,"Youth literacy rate of persons aged 15-24 years, by sex",ed7f11c7,"Youth literacy rate of persons (15-24 years), by sex",196,Cyprus,CYP,33.0,35.0,Northern Africa and Western Asia,G,Global,2017,PT,Percent,2001,99.77,99.82,99.74,C,C,C,False,False,False
II.1,2e391327,"Youth literacy rate of persons aged 15-24 years, by sex",ed7f11c7,"Youth literacy rate of persons (15-24 years), by sex",196,Cyprus,CYP,33.0,35.0,Northern Africa and Western Asia,G,Global,2017,PT,Percent,2011,99.82,99.84,99.8,C,C,C,True,True,True
II.1,2e391327,"Youth literacy rate of persons aged 15-24 years, by sex",ed7f11c7,"Youth literacy rate of persons (15-24 years), by sex",20,Andorra,AND,1.5,42.5,Europe and Northern America,G,Global,2017,PT,Percent,2015,100.0,100.0,100.0,C,C,C,False,False,False
II.1,2e391327,"Youth literacy rate of persons aged 15-24 years, by sex",ed7f11c7,"Youth literacy rate of persons (15-24 years), by sex",20,Andorra,AND,1.5,42.5,Europe and Northern America,G,Global,2017,PT,Percent,2016,100.0,100.0,100.0,C,C,C,True,True,True
II.1,2e391327,"Youth literacy rate of persons aged 15-24 years, by sex",ed7f11c7,"Youth literacy rate of persons (15-24 years), by sex",204,Benin,BEN,2.25,9.5,Sub-Saharan Africa,G,Global,2017,PT,Percent,1979,29.79,18.26,45.71,C,C,C,False,False,False
II.1,2e391327,"Youth literacy rate of persons aged 15-24 years, by sex",ed7f11c7,"Youth literacy rate of persons (15-24 years), by sex",204,Benin,BEN,2.25,9.5,Sub-Saharan Africa,G,Global,2017,PT,Percent,1992,39.88,26.69,55.13,C,C,C,False,False,False
II.1,2e391327,"Youth literacy rate of persons aged 15-24 years, by sex",ed7f11c7,"Youth literacy rate of persons (15-24 years), by sex",204,Benin,BEN,2.25,9.5,Sub-Saharan Africa,G,Global,2017,PT,Percent,2002,45.31,33.24,59.21,C,C,C,False,False,False
II.1,2e391327,"Youth literacy rate of persons aged 15-24 years, by sex",ed7f11c7,"Youth literacy rate of persons (15-24 years), by sex",204,Benin,BEN,2.25,9.5,Sub-Saharan Africa,G,Global,2017,PT,Percent,2006,42.36,30.79,54.87,E,E,E,False,False,False
II.1,2e391327,"Youth literacy rate of persons aged 15-24 years, by sex",ed7f11c7,"Youth literacy rate of persons (15-24 years), by sex",204,Benin,BEN,2.25,9.5,Sub-Saharan Africa,G,Global,2017,PT,Percent,2012,52.49,40.94,63.94,E,E,E,True,True,True
II.1,2e391327,"Youth literacy rate of persons aged 15-24 years, by sex",ed7f11c7,"Youth literacy rate of persons (15-24 years), by sex",214,Dominican Republic,DOM,-70.66666666,19.0,Latin America and the Caribbean,G,Global,2017,PT,Percent,1981,82.62,83.94,81.26,C,C,C,False,False,False
II.1,2e391327,"Youth literacy rate of persons aged 15-24 years, by sex",ed7f11c7,"Youth literacy rate of persons (15-24 years), by sex",214,Dominican Republic,DOM,-70.66666666,19.0,Latin America and the Caribbean,G,Global,2017,PT,Percent,2002,94.22,95.42,93.0,C,C,C,False,False,False
II.1,2e391327,"Youth literacy rate of persons aged 15-24 years, by sex",ed7f11c7,"Youth literacy rate of persons (15-24 years), by sex",214,Dominican Republic,DOM,-70.66666666,19.0,Latin America and the Caribbean,G,Global,2017,PT,Percent,2007,95.79,96.93,94.63,C,C,C,False,False,False
