INDICATOR_LABEL,INDICATOR_ID,INDICATOR_DESC,MINSET_SERIES,MINSET_SERIES_DESC,REF_AREA,REF_AREA_DESC,ISO3,X,Y,SDG_REGION,REPORTING_TYPE,REPORTING_TYPE_DESC,SOURCE_YEAR,UNIT_MEASURE,UNIT_MEASURE_DESC,TIME_PERIOD,OBS_VALUE__F,NATURE__F,isLatestValue__F
IV.4,b3320b80,Share of female police officers,b3320b80,Share of female police officers,170,Colombia,COL,-73.07446751,3.888209046,Latin America and the Caribbean,G,Global,2019,PT,Percent,2006,6.0,C,False
IV.4,b3320b80,Share of female police officers,b3320b80,Share of female police officers,170,Colombia,COL,-73.07446751,3.888209046,Latin America and the Caribbean,G,Global,2019,PT,Percent,2007,6.0,C,False
IV.4,b3320b80,Share of female police officers,b3320b80,Share of female police officers,170,Colombia,COL,-73.07446751,3.888209046,Latin America and the Caribbean,G,Global,2019,PT,Percent,2008,7.0,C,False
IV.4,b3320b80,Share of female police officers,b3320b80,Share of female police officers,170,Colombia,COL,-73.07446751,3.888209046,Latin America and the Caribbean,G,Global,2019,PT,Percent,2009,4.0,C,False
IV.4,b3320b80,Share of female police officers,b3320b80,Share of female police officers,170,Colombia,COL,-73.07446751,3.888209046,Latin America and the Caribbean,G,Global,2019,PT,Percent,2010,5.0,C,False
IV.4,b3320b80,Share of female police officers,b3320b80,Share of female police officers,170,Colombia,COL,-73.07446751,3.888209046,Latin America and the Caribbean,G,Global,2019,PT,Percent,2011,6.0,C,False
IV.4,b3320b80,Share of female police officers,b3320b80,Share of female police officers,170,Colombia,COL,-73.07446751,3.888209046,Latin America and the Caribbean,G,Global,2019,PT,Percent,2012,6.0,C,False
IV.4,b3320b80,Share of female police officers,b3320b80,Share of female police officers,170,Colombia,COL,-73.07446751,3.888209046,Latin America and the Caribbean,G,Global,2019,PT,Percent,2013,6.0,C,False
IV.4,b3320b80,Share of female police officers,b3320b80,Share of female police officers,170,Colombia,COL,-73.07446751,3.888209046,Latin America and the Caribbean,G,Global,2019,PT,Percent,2014,8.0,C,False
IV.4,b3320b80,Share of female police officers,b3320b80,Share of female police officers,170,Colombia,COL,-73.07446751,3.888209046,Latin America and the Caribbean,G,Global,2019,PT,Percent,2015,9.0,C,False
IV.4,b3320b80,Share of female police officers,b3320b80,Share of female police officers,170,Colombia,COL,-73.07446751,3.888209046,Latin America and the Caribbean,G,Global,2019,PT,Percent,2016,9.0,C,False
IV.4,b3320b80,Share of female police officers,b3320b80,Share of female police officers,170,Colombia,COL,-73.07446751,3.888209046,Latin America and the Caribbean,G,Global,2019,PT,Percent,2017,9.0,C,True
IV.4,b3320b80,Share of female police officers,b3320b80,Share of female police officers,188,Costa Rica,CRI,-84.19712782,9.970998683,Latin America and the Caribbean,G,Global,2019,PT,Percent,2006,8.0,C,False
IV.4,b3320b80,Share of female police officers,b3320b80,Share of female police officers,188,Costa Rica,CRI,-84.19712782,9.970998683,Latin America and the Caribbean,G,Global,2019,PT,Percent,2007,10.0,C,False
IV.4,b3320b80,Share of female police officers,b3320b80,Share of female police officers,188,Costa Rica,CRI,-84.19712782,9.970998683,Latin America and the Caribbean,G,Global,2019,PT,Percent,2008,12.0,C,False
IV.4,b3320b80,Share of female police officers,b3320b80,Share of female police officers,188,Costa Rica,CRI,-84.19712782,9.970998683,Latin America and the Caribbean,G,Global,2019,PT,Percent,2009,13.0,C,False
IV.4,b3320b80,Share of female police officers,b3320b80,Share of female police officers,188,Costa Rica,CRI,-84.19712782,9.970998683,Latin America and the Caribbean,G,Global,2019,PT,Percent,2010,13.0,C,False
IV.4,b3320b80,Share of female police officers,b3320b80,Share of female police officers,188,Costa Rica,CRI,-84.19712782,9.970998683,Latin America and the Caribbean,G,Global,2019,PT,Percent,2011,14.0,C,False
IV.4,b3320b80,Share of female police officers,b3320b80,Share of female police officers,188,Costa Rica,CRI,-84.19712782,9.970998683,Latin America and the Caribbean,G,Global,2019,PT,Percent,2012,14.0,C,False
IV.4,b3320b80,Share of female police officers,b3320b80,Share of female police officers,188,Costa Rica,CRI,-84.19712782,9.970998683,Latin America and the Caribbean,G,Global,2019,PT,Percent,2013,14.0,C,False
IV.4,b3320b80,Share of female police officers,b3320b80,Share of female police officers,188,Costa Rica,CRI,-84.19712782,9.970998683,Latin America and the Caribbean,G,Global,2019,PT,Percent,2015,16.0,C,True
IV.4,b3320b80,Share of female police officers,b3320b80,Share of female police officers,191,Croatia,HRV,17.95874553,45.45172212,Europe and Northern America,G,Global,2019,PT,Percent,2009,15.0,C,False
IV.4,b3320b80,Share of female police officers,b3320b80,Share of female police officers,191,Croatia,HRV,17.95874553,45.45172212,Europe and Northern America,G,Global,2019,PT,Percent,2010,16.0,C,False
IV.4,b3320b80,Share of female police officers,b3320b80,Share of female police officers,191,Croatia,HRV,17.95874553,45.45172212,Europe and Northern America,G,Global,2019,PT,Percent,2011,16.0,C,False
IV.4,b3320b80,Share of female police officers,b3320b80,Share of female police officers,191,Croatia,HRV,17.95874553,45.45172212,Europe and Northern America,G,Global,2019,PT,Percent,2012,17.0,C,False
IV.4,b3320b80,Share of female police officers,b3320b80,Share of female police officers,191,Croatia,HRV,17.95874553,45.45172212,Europe and Northern America,G,Global,2019,PT,Percent,2013,17.0,C,False
IV.4,b3320b80,Share of female police officers,b3320b80,Share of female police officers,191,Croatia,HRV,17.95874553,45.45172212,Europe and Northern America,G,Global,2019,PT,Percent,2014,17.0,C,False
IV.4,b3320b80,Share of female police officers,b3320b80,Share of female police officers,191,Croatia,HRV,17.95874553,45.45172212,Europe and Northern America,G,Global,2019,PT,Percent,2015,18.0,C,False
IV.4,b3320b80,Share of female police officers,b3320b80,Share of female police officers,191,Croatia,HRV,17.95874553,45.45172212,Europe and Northern America,G,Global,2019,PT,Percent,2016,18.0,C,False
IV.4,b3320b80,Share of female police officers,b3320b80,Share of female police officers,191,Croatia,HRV,17.95874553,45.45172212,Europe and Northern America,G,Global,2019,PT,Percent,2017,18.0,C,True
IV.4,b3320b80,Share of female police officers,b3320b80,Share of female police officers,196,Cyprus,CYP,33.22285964,35.05659437,Northern Africa and Western Asia,G,Global,2019,PT,Percent,2009,22.0,C,False
IV.4,b3320b80,Share of female police officers,b3320b80,Share of female police officers,196,Cyprus,CYP,33.22285964,35.05659437,Northern Africa and Western Asia,G,Global,2019,PT,Percent,2010,22.0,C,False
IV.4,b3320b80,Share of female police officers,b3320b80,Share of female police officers,196,Cyprus,CYP,33.22285964,35.05659437,Northern Africa and Western Asia,G,Global,2019,PT,Percent,2011,23.0,C,False
IV.4,b3320b80,Share of female police officers,b3320b80,Share of female police officers,196,Cyprus,CYP,33.22285964,35.05659437,Northern Africa and Western Asia,G,Global,2019,PT,Percent,2012,24.0,C,False
IV.4,b3320b80,Share of female police officers,b3320b80,Share of female police officers,196,Cyprus,CYP,33.22285964,35.05659437,Northern Africa and Western Asia,G,Global,2019,PT,Percent,2013,25.0,C,False
IV.4,b3320b80,Share of female police officers,b3320b80,Share of female police officers,196,Cyprus,CYP,33.22285964,35.05659437,Northern Africa and Western Asia,G,Global,2019,PT,Percent,2014,25.0,C,False
IV.4,b3320b80,Share of female police officers,b3320b80,Share of female police officers,196,Cyprus,CYP,33.22285964,35.05659437,Northern Africa and Western Asia,G,Global,2019,PT,Percent,2015,25.0,C,False
IV.4,b3320b80,Share of female police officers,b3320b80,Share of female police officers,196,Cyprus,CYP,33.22285964,35.05659437,Northern Africa and Western Asia,G,Global,2019,PT,Percent,2016,25.0,C,False
IV.4,b3320b80,Share of female police officers,b3320b80,Share of female police officers,196,Cyprus,CYP,33.22285964,35.05659437,Northern Africa and Western Asia,G,Global,2019,PT,Percent,2017,25.0,C,True
IV.4,b3320b80,Share of female police officers,b3320b80,Share of female police officers,20,Andorra,AND,1.576257417,42.54548611,Europe and Northern America,G,Global,2019,PT,Percent,2007,9.0,C,False
IV.4,b3320b80,Share of female police officers,b3320b80,Share of female police officers,20,Andorra,AND,1.576257417,42.54548611,Europe and Northern America,G,Global,2019,PT,Percent,2008,9.0,C,False
IV.4,b3320b80,Share of female police officers,b3320b80,Share of female police officers,20,Andorra,AND,1.576257417,42.54548611,Europe and Northern America,G,Global,2019,PT,Percent,2009,9.0,C,False
IV.4,b3320b80,Share of female police officers,b3320b80,Share of female police officers,20,Andorra,AND,1.576257417,42.54548611,Europe and Northern America,G,Global,2019,PT,Percent,2010,9.0,C,False
IV.4,b3320b80,Share of female police officers,b3320b80,Share of female police officers,20,Andorra,AND,1.576257417,42.54548611,Europe and Northern America,G,Global,2019,PT,Percent,2011,9.0,C,False
IV.4,b3320b80,Share of female police officers,b3320b80,Share of female police officers,20,Andorra,AND,1.576257417,42.54548611,Europe and Northern America,G,Global,2019,PT,Percent,2012,9.0,C,False
IV.4,b3320b80,Share of female police officers,b3320b80,Share of female police officers,20,Andorra,AND,1.576257417,42.54548611,Europe and Northern America,G,Global,2019,PT,Percent,2013,9.0,C,False
IV.4,b3320b80,Share of female police officers,b3320b80,Share of female police officers,20,Andorra,AND,1.576257417,42.54548611,Europe and Northern America,G,Global,2019,PT,Percent,2014,11.0,C,False
IV.4,b3320b80,Share of female police officers,b3320b80,Share of female police officers,20,Andorra,AND,1.576257417,42.54548611,Europe and Northern America,G,Global,2019,PT,Percent,2015,10.0,C,True
IV.4,b3320b80,Share of female police officers,b3320b80,Share of female police officers,203,Czechia,CZE,15.33151382,49.73913871,Europe and Northern America,G,Global,2019,PT,Percent,2004,13.0,C,False
IV.4,b3320b80,Share of female police officers,b3320b80,Share of female police officers,203,Czechia,CZE,15.33151382,49.73913871,Europe and Northern America,G,Global,2019,PT,Percent,2005,13.0,C,False
IV.4,b3320b80,Share of female police officers,b3320b80,Share of female police officers,203,Czechia,CZE,15.33151382,49.73913871,Europe and Northern America,G,Global,2019,PT,Percent,2006,14.0,C,False
IV.4,b3320b80,Share of female police officers,b3320b80,Share of female police officers,203,Czechia,CZE,15.33151382,49.73913871,Europe and Northern America,G,Global,2019,PT,Percent,2007,13.0,C,False
IV.4,b3320b80,Share of female police officers,b3320b80,Share of female police officers,203,Czechia,CZE,15.33151382,49.73913871,Europe and Northern America,G,Global,2019,PT,Percent,2008,14.0,C,False
IV.4,b3320b80,Share of female police officers,b3320b80,Share of female police officers,203,Czechia,CZE,15.33151382,49.73913871,Europe and Northern America,G,Global,2019,PT,Percent,2009,15.0,C,False
IV.4,b3320b80,Share of female police officers,b3320b80,Share of female police officers,203,Czechia,CZE,15.33151382,49.73913871,Europe and Northern America,G,Global,2019,PT,Percent,2010,15.0,C,False
IV.4,b3320b80,Share of female police officers,b3320b80,Share of female police officers,203,Czechia,CZE,15.33151382,49.73913871,Europe and Northern America,G,Global,2019,PT,Percent,2011,15.0,C,False
IV.4,b3320b80,Share of female police officers,b3320b80,Share of female police officers,203,Czechia,CZE,15.33151382,49.73913871,Europe and Northern America,G,Global,2019,PT,Percent,2012,15.0,C,False
IV.4,b3320b80,Share of female police officers,b3320b80,Share of female police officers,203,Czechia,CZE,15.33151382,49.73913871,Europe and Northern America,G,Global,2019,PT,Percent,2013,15.0,C,False
IV.4,b3320b80,Share of female police officers,b3320b80,Share of female police officers,203,Czechia,CZE,15.33151382,49.73913871,Europe and Northern America,G,Global,2019,PT,Percent,2014,15.0,C,False
IV.4,b3320b80,Share of female police officers,b3320b80,Share of female police officers,203,Czechia,CZE,15.33151382,49.73913871,Europe and Northern America,G,Global,2019,PT,Percent,2015,15.0,C,True
IV.4,b3320b80,Share of female police officers,b3320b80,Share of female police officers,208,Denmark,DNK,9.326571283,56.03829721,Europe and Northern America,G,Global,2019,PT,Percent,2006,10.0,C,False
IV.4,b3320b80,Share of female police officers,b3320b80,Share of female police officers,208,Denmark,DNK,9.326571283,56.03829721,Europe and Northern America,G,Global,2019,PT,Percent,2007,11.0,C,False
IV.4,b3320b80,Share of female police officers,b3320b80,Share of female police officers,208,Denmark,DNK,9.326571283,56.03829721,Europe and Northern America,G,Global,2019,PT,Percent,2008,11.0,C,False
IV.4,b3320b80,Share of female police officers,b3320b80,Share of female police officers,208,Denmark,DNK,9.326571283,56.03829721,Europe and Northern America,G,Global,2019,PT,Percent,2009,12.0,C,False
IV.4,b3320b80,Share of female police officers,b3320b80,Share of female police officers,208,Denmark,DNK,9.326571283,56.03829721,Europe and Northern America,G,Global,2019,PT,Percent,2010,12.0,C,False
IV.4,b3320b80,Share of female police officers,b3320b80,Share of female police officers,208,Denmark,DNK,9.326571283,56.03829721,Europe and Northern America,G,Global,2019,PT,Percent,2011,13.0,C,False
IV.4,b3320b80,Share of female police officers,b3320b80,Share of female police officers,208,Denmark,DNK,9.326571283,56.03829721,Europe and Northern America,G,Global,2019,PT,Percent,2012,13.0,C,False
IV.4,b3320b80,Share of female police officers,b3320b80,Share of female police officers,208,Denmark,DNK,9.326571283,56.03829721,Europe and Northern America,G,Global,2019,PT,Percent,2013,13.0,C,False
IV.4,b3320b80,Share of female police officers,b3320b80,Share of female police officers,208,Denmark,DNK,9.326571283,56.03829721,Europe and Northern America,G,Global,2019,PT,Percent,2014,14.0,C,False
IV.4,b3320b80,Share of female police officers,b3320b80,Share of female police officers,208,Denmark,DNK,9.326571283,56.03829721,Europe and Northern America,G,Global,2019,PT,Percent,2015,14.0,C,False
IV.4,b3320b80,Share of female police officers,b3320b80,Share of female police officers,208,Denmark,DNK,9.326571283,56.03829721,Europe and Northern America,G,Global,2019,PT,Percent,2016,15.0,C,False
IV.4,b3320b80,Share of female police officers,b3320b80,Share of female police officers,208,Denmark,DNK,9.326571283,56.03829721,Europe and Northern America,G,Global,2019,PT,Percent,2017,16.0,C,True
IV.4,b3320b80,Share of female police officers,b3320b80,Share of female police officers,212,Dominica,DMA,-61.3493756,15.43391378,Latin America and the Caribbean,G,Global,2019,PT,Percent,2014,14.0,C,False
IV.4,b3320b80,Share of female police officers,b3320b80,Share of female police officers,212,Dominica,DMA,-61.3493756,15.43391378,Latin America and the Caribbean,G,Global,2019,PT,Percent,2015,12.0,C,False
IV.4,b3320b80,Share of female police officers,b3320b80,Share of female police officers,212,Dominica,DMA,-61.3493756,15.43391378,Latin America and the Caribbean,G,Global,2019,PT,Percent,2016,12.0,C,False
IV.4,b3320b80,Share of female police officers,b3320b80,Share of female police officers,212,Dominica,DMA,-61.3493756,15.43391378,Latin America and the Caribbean,G,Global,2019,PT,Percent,2017,11.0,C,True
IV.4,b3320b80,Share of female police officers,b3320b80,Share of female police officers,214,Dominican Republic,DOM,-70.49847576,18.89832088,Latin America and the Caribbean,G,Global,2019,PT,Percent,2012,13.0,C,False
IV.4,b3320b80,Share of female police officers,b3320b80,Share of female police officers,214,Dominican Republic,DOM,-70.49847576,18.89832088,Latin America and the Caribbean,G,Global,2019,PT,Percent,2014,13.0,C,True
IV.4,b3320b80,Share of female police officers,b3320b80,Share of female police officers,218,Ecuador,ECU,-78.37005241,-1.447785891,Latin America and the Caribbean,G,Global,2019,PT,Percent,2009,8.0,C,False
IV.4,b3320b80,Share of female police officers,b3320b80,Share of female police officers,218,Ecuador,ECU,-78.37005241,-1.447785891,Latin America and the Caribbean,G,Global,2019,PT,Percent,2010,9.0,C,False
IV.4,b3320b80,Share of female police officers,b3320b80,Share of female police officers,218,Ecuador,ECU,-78.37005241,-1.447785891,Latin America and the Caribbean,G,Global,2019,PT,Percent,2011,9.0,C,False
IV.4,b3320b80,Share of female police officers,b3320b80,Share of female police officers,218,Ecuador,ECU,-78.37005241,-1.447785891,Latin America and the Caribbean,G,Global,2019,PT,Percent,2012,9.0,C,False
IV.4,b3320b80,Share of female police officers,b3320b80,Share of female police officers,218,Ecuador,ECU,-78.37005241,-1.447785891,Latin America and the Caribbean,G,Global,2019,PT,Percent,2013,9.0,C,False
IV.4,b3320b80,Share of female police officers,b3320b80,Share of female police officers,218,Ecuador,ECU,-78.37005241,-1.447785891,Latin America and the Caribbean,G,Global,2019,PT,Percent,2014,10.0,C,True
IV.4,b3320b80,Share of female police officers,b3320b80,Share of female police officers,222,El Salvador,SLV,-88.86862995,13.73603564,Latin America and the Caribbean,G,Global,2019,PT,Percent,2006,7.0,C,False
IV.4,b3320b80,Share of female police officers,b3320b80,Share of female police officers,222,El Salvador,SLV,-88.86862995,13.73603564,Latin America and the Caribbean,G,Global,2019,PT,Percent,2007,7.0,C,False
IV.4,b3320b80,Share of female police officers,b3320b80,Share of female police officers,222,El Salvador,SLV,-88.86862995,13.73603564,Latin America and the Caribbean,G,Global,2019,PT,Percent,2008,8.0,C,False
IV.4,b3320b80,Share of female police officers,b3320b80,Share of female police officers,222,El Salvador,SLV,-88.86862995,13.73603564,Latin America and the Caribbean,G,Global,2019,PT,Percent,2009,8.0,C,False
IV.4,b3320b80,Share of female police officers,b3320b80,Share of female police officers,222,El Salvador,SLV,-88.86862995,13.73603564,Latin America and the Caribbean,G,Global,2019,PT,Percent,2010,9.0,C,False
IV.4,b3320b80,Share of female police officers,b3320b80,Share of female police officers,222,El Salvador,SLV,-88.86862995,13.73603564,Latin America and the Caribbean,G,Global,2019,PT,Percent,2011,9.0,C,False
IV.4,b3320b80,Share of female police officers,b3320b80,Share of female police officers,222,El Salvador,SLV,-88.86862995,13.73603564,Latin America and the Caribbean,G,Global,2019,PT,Percent,2012,10.0,C,False
IV.4,b3320b80,Share of female police officers,b3320b80,Share of female police officers,222,El Salvador,SLV,-88.86862995,13.73603564,Latin America and the Caribbean,G,Global,2019,PT,Percent,2013,11.0,C,False
IV.4,b3320b80,Share of female police officers,b3320b80,Share of female police officers,222,El Salvador,SLV,-88.86862995,13.73603564,Latin America and the Caribbean,G,Global,2019,PT,Percent,2014,11.0,C,False
