INDICATOR_LABEL,INDICATOR_ID,INDICATOR_DESC,MINSET_SERIES,MINSET_SERIES_DESC,REF_AREA,REF_AREA_DESC,ISO3,X,Y,SDG_REGION,REPORTING_TYPE,REPORTING_TYPE_DESC,SOURCE_YEAR,UNIT_MEASURE,UNIT_MEASURE_DESC,TIME_PERIOD,OBS_VALUE__F__Y20T24,NATURE__F__Y20T24,COMMENT_OBS__F__Y20T24,isLatestValue__F__Y20T24
V.4,Ic36721ab,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,S93ff1bef,Proportion of women aged 20-24 years who were married or in a union before age 15,15,Northern Africa,,,,Northern Africa and Western Asia,G,Global,2019,PT,Percent,2008,4.2,E,Based on 5 countries covering 95 per cent of the regional population of women aged 20-24 years,False
V.4,Ic36721ab,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,S93ff1bef,Proportion of women aged 20-24 years who were married or in a union before age 15,15,Northern Africa,,,,Northern Africa and Western Asia,G,Global,2019,PT,Percent,2013,4.1,E,Based on 5 countries covering 95 per cent of the regional population of women aged 20-24 years,False
V.4,Ic36721ab,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,S93ff1bef,Proportion of women aged 20-24 years who were married or in a union before age 15,15,Northern Africa,,,,Northern Africa and Western Asia,G,Global,2019,PT,Percent,2018,3.5,E,Based on 5 countries covering 95 per cent of the regional population of women aged 20-24 years,True
V.4,Ic36721ab,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,S93ff1bef,Proportion of women aged 20-24 years who were married or in a union before age 15,170,Colombia,COL,-73.07446751,3.888209046,Latin America and the Caribbean,G,Global,2019,PT,Percent,2015,4.9,C,,True
V.4,Ic36721ab,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,S93ff1bef,Proportion of women aged 20-24 years who were married or in a union before age 15,174,Comoros,COM,43.34234565,-11.66121732,Sub-Saharan Africa,G,Global,2019,PT,Percent,2012,10.0,C,,True
V.4,Ic36721ab,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,S93ff1bef,Proportion of women aged 20-24 years who were married or in a union before age 15,178,Congo,COG,15.22052612,-0.840544119,Sub-Saharan Africa,G,Global,2019,PT,Percent,2015,6.9,C,,True
V.4,Ic36721ab,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,S93ff1bef,Proportion of women aged 20-24 years who were married or in a union before age 15,180,Democratic Republic of the Congo,COD,23.65496507,-2.877154732,Sub-Saharan Africa,G,Global,2019,PT,Percent,2014,10.0,C,,True
V.4,Ic36721ab,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,S93ff1bef,Proportion of women aged 20-24 years who were married or in a union before age 15,188,Costa Rica,CRI,-84.19712782,9.970998683,Latin America and the Caribbean,G,Global,2019,PT,Percent,2011,6.8,C,,True
V.4,Ic36721ab,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,S93ff1bef,Proportion of women aged 20-24 years who were married or in a union before age 15,192,Cuba,CUB,-79.54460144,22.10030366,Latin America and the Caribbean,G,Global,2019,PT,Percent,2014,4.7,C,,True
V.4,Ic36721ab,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,S93ff1bef,Proportion of women aged 20-24 years who were married or in a union before age 15,199,Least Developed Countries (LDCs),,,,,G,Global,2019,PT,Percent,2003,19.6,E,Based on 38 countries covering 94 per cent of the regional population of women aged 20-24 years,False
V.4,Ic36721ab,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,S93ff1bef,Proportion of women aged 20-24 years who were married or in a union before age 15,199,Least Developed Countries (LDCs),,,,,G,Global,2019,PT,Percent,2008,18.2,E,Based on 38 countries covering 94 per cent of the regional population of women aged 20-24 years,False
V.4,Ic36721ab,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,S93ff1bef,Proportion of women aged 20-24 years who were married or in a union before age 15,199,Least Developed Countries (LDCs),,,,,G,Global,2019,PT,Percent,2013,16.1,E,Based on 38 countries covering 94 per cent of the regional population of women aged 20-24 years,False
V.4,Ic36721ab,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,S93ff1bef,Proportion of women aged 20-24 years who were married or in a union before age 15,199,Least Developed Countries (LDCs),,,,,G,Global,2019,PT,Percent,2018,12.2,E,Based on 38 countries covering 94 per cent of the regional population of women aged 20-24 years,True
V.4,Ic36721ab,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,S93ff1bef,Proportion of women aged 20-24 years who were married or in a union before age 15,202,Sub-Saharan Africa,,,,Sub-Saharan Africa,G,Global,2019,PT,Percent,2003,14.9,E,Based on 37 countries covering 88 per cent of the regional population of women aged 20-24 years,False
V.4,Ic36721ab,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,S93ff1bef,Proportion of women aged 20-24 years who were married or in a union before age 15,202,Sub-Saharan Africa,,,,Sub-Saharan Africa,G,Global,2019,PT,Percent,2008,15.1,E,Based on 37 countries covering 88 per cent of the regional population of women aged 20-24 years,False
V.4,Ic36721ab,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,S93ff1bef,Proportion of women aged 20-24 years who were married or in a union before age 15,202,Sub-Saharan Africa,,,,Sub-Saharan Africa,G,Global,2019,PT,Percent,2013,14.2,E,Based on 37 countries covering 88 per cent of the regional population of women aged 20-24 years,False
V.4,Ic36721ab,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,S93ff1bef,Proportion of women aged 20-24 years who were married or in a union before age 15,202,Sub-Saharan Africa,,,,Sub-Saharan Africa,G,Global,2019,PT,Percent,2018,11.8,E,Based on 37 countries covering 88 per cent of the regional population of women aged 20-24 years,True
V.4,Ic36721ab,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,S93ff1bef,Proportion of women aged 20-24 years who were married or in a union before age 15,204,Benin,BEN,2.339933594,9.65401646,Sub-Saharan Africa,G,Global,2019,PT,Percent,2014,7.0,C,,True
V.4,Ic36721ab,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,S93ff1bef,Proportion of women aged 20-24 years who were married or in a union before age 15,214,Dominican Republic,DOM,-70.49847576,18.89832088,Latin America and the Caribbean,G,Global,2019,PT,Percent,2014,12.3,C,,True
V.4,Ic36721ab,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,S93ff1bef,Proportion of women aged 20-24 years who were married or in a union before age 15,218,Ecuador,ECU,-78.37005241,-1.447785891,Latin America and the Caribbean,G,Global,2019,PT,Percent,2012,2.5,C,,True
V.4,Ic36721ab,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,S93ff1bef,Proportion of women aged 20-24 years who were married or in a union before age 15,222,El Salvador,SLV,-88.86862995,13.73603564,Latin America and the Caribbean,G,Global,2019,PT,Percent,2014,5.8,C,,True
V.4,Ic36721ab,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,S93ff1bef,Proportion of women aged 20-24 years who were married or in a union before age 15,226,Equatorial Guinea,GNQ,10.46535826,1.565792376,Sub-Saharan Africa,G,Global,2019,PT,Percent,2011,8.6,C,,True
V.4,Ic36721ab,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,S93ff1bef,Proportion of women aged 20-24 years who were married or in a union before age 15,231,Ethiopia,ETH,39.63505296,8.631223181,Sub-Saharan Africa,G,Global,2019,PT,Percent,2016,14.1,C,,True
V.4,Ic36721ab,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,S93ff1bef,Proportion of women aged 20-24 years who were married or in a union before age 15,232,Eritrea,ERI,38.11074289,16.12894644,Sub-Saharan Africa,G,Global,2019,PT,Percent,2010,12.9,C,,True
V.4,Ic36721ab,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,S93ff1bef,Proportion of women aged 20-24 years who were married or in a union before age 15,24,Angola,AGO,17.57817062,-12.33724746,Sub-Saharan Africa,G,Global,2019,PT,Percent,2016,7.9,C,,True
V.4,Ic36721ab,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,S93ff1bef,Proportion of women aged 20-24 years who were married or in a union before age 15,262,Djibouti,DJI,42.18274707,11.56004161,Sub-Saharan Africa,G,Global,2019,PT,Percent,2006,1.8,C,,True
V.4,Ic36721ab,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,S93ff1bef,Proportion of women aged 20-24 years who were married or in a union before age 15,266,Gabon,GAB,11.78727747,-0.60687619,Sub-Saharan Africa,G,Global,2019,PT,Percent,2012,5.6,C,,True
V.4,Ic36721ab,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,S93ff1bef,Proportion of women aged 20-24 years who were married or in a union before age 15,268,Georgia,GEO,43.3713615,42.04813028,Northern Africa and Western Asia,G,Global,2019,PT,Percent,2010,1.1,C,,True
V.4,Ic36721ab,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,S93ff1bef,Proportion of women aged 20-24 years who were married or in a union before age 15,270,Gambia,GMB,-15.39944785,13.45295927,Sub-Saharan Africa,G,Global,2019,PT,Percent,2013,9.3,C,,True
V.4,Ic36721ab,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,S93ff1bef,Proportion of women aged 20-24 years who were married or in a union before age 15,275,State of Palestine,PSE,35.25694122,31.94347933,Northern Africa and Western Asia,G,Global,2019,PT,Percent,2014,1.0,C,,True
V.4,Ic36721ab,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,S93ff1bef,Proportion of women aged 20-24 years who were married or in a union before age 15,288,Ghana,GHA,-1.205623522,7.964825185,Sub-Saharan Africa,G,Global,2019,PT,Percent,2014,4.9,C,,True
V.4,Ic36721ab,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,S93ff1bef,Proportion of women aged 20-24 years who were married or in a union before age 15,296,Kiribati,KIR,-157.5643005,1.768837732,"Oceania, exc. Australia and New Zealand",G,Global,2019,PT,Percent,2009,2.8,C,,True
V.4,Ic36721ab,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,S93ff1bef,Proportion of women aged 20-24 years who were married or in a union before age 15,31,Azerbaijan,AZE,50.01064725,40.39229544,Northern Africa and Western Asia,G,Global,2019,PT,Percent,2011,1.9,C,,True
V.4,Ic36721ab,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,S93ff1bef,Proportion of women aged 20-24 years who were married or in a union before age 15,320,Guatemala,GTM,-91.2312746,15.00273719,Latin America and the Caribbean,G,Global,2019,PT,Percent,2015,6.2,C,,True
V.4,Ic36721ab,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,S93ff1bef,Proportion of women aged 20-24 years who were married or in a union before age 15,324,Guinea,GIN,-11.28173419,11.00210343,Sub-Saharan Africa,G,Global,2019,PT,Percent,2016,19.2,C,,True
V.4,Ic36721ab,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,S93ff1bef,Proportion of women aged 20-24 years who were married or in a union before age 15,328,Guyana,GUY,-58.97322037,4.788012784,Latin America and the Caribbean,G,Global,2019,PT,Percent,2014,3.6,C,,True
V.4,Ic36721ab,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,S93ff1bef,Proportion of women aged 20-24 years who were married or in a union before age 15,332,Haiti,HTI,-72.33640958,18.40426539,Latin America and the Caribbean,G,Global,2019,PT,Percent,2017,2.1,C,,True
V.4,Ic36721ab,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,S93ff1bef,Proportion of women aged 20-24 years who were married or in a union before age 15,34,Southern Asia,,,,Central and Southern Asia,G,Global,2019,PT,Percent,2003,19.3,E,Based on 6 countries covering 96 per cent of the regional population of women aged 20-24 years,False
V.4,Ic36721ab,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,S93ff1bef,Proportion of women aged 20-24 years who were married or in a union before age 15,34,Southern Asia,,,,Central and Southern Asia,G,Global,2019,PT,Percent,2008,17.2,E,Based on 6 countries covering 96 per cent of the regional population of women aged 20-24 years,False
V.4,Ic36721ab,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,S93ff1bef,Proportion of women aged 20-24 years who were married or in a union before age 15,34,Southern Asia,,,,Central and Southern Asia,G,Global,2019,PT,Percent,2013,13.2,E,Based on 6 countries covering 96 per cent of the regional population of women aged 20-24 years,False
V.4,Ic36721ab,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,S93ff1bef,Proportion of women aged 20-24 years who were married or in a union before age 15,34,Southern Asia,,,,Central and Southern Asia,G,Global,2019,PT,Percent,2018,7.7,E,Based on 6 countries covering 96 per cent of the regional population of women aged 20-24 years,True
V.4,Ic36721ab,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,S93ff1bef,Proportion of women aged 20-24 years who were married or in a union before age 15,340,Honduras,HND,-86.59974381,14.82243161,Latin America and the Caribbean,G,Global,2019,PT,Percent,2012,7.6,C,,True
V.4,Ic36721ab,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,S93ff1bef,Proportion of women aged 20-24 years who were married or in a union before age 15,35,South-Eastern Asia,,,,Eastern and South-Eastern Asia,G,Global,2019,PT,Percent,2003,2.8,E,Based on 8 countries covering 94 per cent of the regional population of women aged 20-24 years,False
V.4,Ic36721ab,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,S93ff1bef,Proportion of women aged 20-24 years who were married or in a union before age 15,35,South-Eastern Asia,,,,Eastern and South-Eastern Asia,G,Global,2019,PT,Percent,2008,2.5,E,Based on 8 countries covering 94 per cent of the regional population of women aged 20-24 years,False
V.4,Ic36721ab,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,S93ff1bef,Proportion of women aged 20-24 years who were married or in a union before age 15,35,South-Eastern Asia,,,,Eastern and South-Eastern Asia,G,Global,2019,PT,Percent,2013,2.1,E,Based on 8 countries covering 94 per cent of the regional population of women aged 20-24 years,False
V.4,Ic36721ab,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,S93ff1bef,Proportion of women aged 20-24 years who were married or in a union before age 15,35,South-Eastern Asia,,,,Eastern and South-Eastern Asia,G,Global,2019,PT,Percent,2018,1.8,E,Based on 8 countries covering 94 per cent of the regional population of women aged 20-24 years,True
V.4,Ic36721ab,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,S93ff1bef,Proportion of women aged 20-24 years who were married or in a union before age 15,356,India,IND,79.3608464,22.34642074,Central and Southern Asia,G,Global,2019,PT,Percent,2016,6.6,C,,True
V.4,Ic36721ab,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,S93ff1bef,Proportion of women aged 20-24 years who were married or in a union before age 15,360,Indonesia,IDN,113.9174,-0.994582204,Eastern and South-Eastern Asia,G,Global,2019,PT,Percent,2018,0.6,C,Data collection method differs from international standard as age at marriage is reported by a household respondent rather than the woman herself.,True
V.4,Ic36721ab,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,S93ff1bef,Proportion of women aged 20-24 years who were married or in a union before age 15,364,Iran (Islamic Republic of),IRN,54.19766348,32.74370885,Central and Southern Asia,G,Global,2019,PT,Percent,2010,2.7,C,,True
V.4,Ic36721ab,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,S93ff1bef,Proportion of women aged 20-24 years who were married or in a union before age 15,368,Iraq,IRQ,43.76606267,33.05013795,Northern Africa and Western Asia,G,Global,2019,PT,Percent,2018,7.2,C,,True
V.4,Ic36721ab,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,S93ff1bef,Proportion of women aged 20-24 years who were married or in a union before age 15,384,Côte d'Ivoire,CIV,-5.552690016,7.62211586,Sub-Saharan Africa,G,Global,2019,PT,Percent,2016,7.0,C,,True
V.4,Ic36721ab,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,S93ff1bef,Proportion of women aged 20-24 years who were married or in a union before age 15,388,Jamaica,JAM,-77.31068409,18.15616857,Latin America and the Caribbean,G,Global,2019,PT,Percent,2011,1.4,C,,True
V.4,Ic36721ab,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,S93ff1bef,Proportion of women aged 20-24 years who were married or in a union before age 15,398,Kazakhstan,KAZ,66.65359159,48.01963494,Central and Southern Asia,G,Global,2019,PT,Percent,2015,0.2,C,,True
V.4,Ic36721ab,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,S93ff1bef,Proportion of women aged 20-24 years who were married or in a union before age 15,4,Afghanistan,AFG,66.02688198,33.83160199,Central and Southern Asia,G,Global,2019,PT,Percent,2015,8.8,C,,True
V.4,Ic36721ab,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,S93ff1bef,Proportion of women aged 20-24 years who were married or in a union before age 15,400,Jordan,JOR,37.13024774,30.65365973,Northern Africa and Western Asia,G,Global,2019,PT,Percent,2012,0.3,C,,True
V.4,Ic36721ab,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,S93ff1bef,Proportion of women aged 20-24 years who were married or in a union before age 15,404,Kenya,KEN,37.86096816,0.534797278,Sub-Saharan Africa,G,Global,2019,PT,Percent,2014,4.4,C,,True
V.4,Ic36721ab,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,S93ff1bef,Proportion of women aged 20-24 years who were married or in a union before age 15,417,Kyrgyzstan,KGZ,74.52324839,41.46204516,Central and Southern Asia,G,Global,2019,PT,Percent,2014,0.9,C,,True
V.4,Ic36721ab,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,S93ff1bef,Proportion of women aged 20-24 years who were married or in a union before age 15,418,Lao People's Democratic Republic,LAO,101.9901968,20.27482773,Eastern and South-Eastern Asia,G,Global,2019,PT,Percent,2017,7.1,C,,True
V.4,Ic36721ab,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,S93ff1bef,Proportion of women aged 20-24 years who were married or in a union before age 15,419,Latin America and the Caribbean,,,,Latin America and the Caribbean,G,Global,2019,PT,Percent,2003,5.4,E,Based on 22 countries covering 54 per cent of the regional population of women aged 20-24 years,False
V.4,Ic36721ab,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,S93ff1bef,Proportion of women aged 20-24 years who were married or in a union before age 15,419,Latin America and the Caribbean,,,,Latin America and the Caribbean,G,Global,2019,PT,Percent,2008,5.2,E,Based on 22 countries covering 54 per cent of the regional population of women aged 20-24 years,False
V.4,Ic36721ab,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,S93ff1bef,Proportion of women aged 20-24 years who were married or in a union before age 15,419,Latin America and the Caribbean,,,,Latin America and the Caribbean,G,Global,2019,PT,Percent,2013,5.1,E,Based on 22 countries covering 54 per cent of the regional population of women aged 20-24 years,False
V.4,Ic36721ab,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,S93ff1bef,Proportion of women aged 20-24 years who were married or in a union before age 15,419,Latin America and the Caribbean,,,,Latin America and the Caribbean,G,Global,2019,PT,Percent,2018,4.4,E,Based on 22 countries covering 54 per cent of the regional population of women aged 20-24 years,True
V.4,Ic36721ab,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,S93ff1bef,Proportion of women aged 20-24 years who were married or in a union before age 15,422,Lebanon,LBN,35.89391711,33.92152458,Northern Africa and Western Asia,G,Global,2019,PT,Percent,2009,1.2,C,,True
V.4,Ic36721ab,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,S93ff1bef,Proportion of women aged 20-24 years who were married or in a union before age 15,426,Lesotho,LSO,28.25362195,-29.58041814,Sub-Saharan Africa,G,Global,2019,PT,Percent,2014,1.0,C,,True
V.4,Ic36721ab,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,S93ff1bef,Proportion of women aged 20-24 years who were married or in a union before age 15,430,Liberia,LBR,-9.311879038,6.448381009,Sub-Saharan Africa,G,Global,2019,PT,Percent,2013,8.8,C,,True
V.4,Ic36721ab,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,S93ff1bef,Proportion of women aged 20-24 years who were married or in a union before age 15,432,Landlocked developing countries (LLDCs),,,,,G,Global,2019,PT,Percent,2003,13.8,E,Based on 26 countries covering 86 per cent of the regional population of women aged 20-24 years,False
V.4,Ic36721ab,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,S93ff1bef,Proportion of women aged 20-24 years who were married or in a union before age 15,432,Landlocked developing countries (LLDCs),,,,,G,Global,2019,PT,Percent,2008,13.8,E,Based on 26 countries covering 86 per cent of the regional population of women aged 20-24 years,False
