INDICATOR_LABEL,INDICATOR_ID,INDICATOR_DESC,MINSET_SERIES,MINSET_SERIES_DESC,REF_AREA,REF_AREA_DESC,ISO3,X,Y,SDG_REGION,REPORTING_TYPE,REPORTING_TYPE_DESC,SOURCE_YEAR,UNIT_MEASURE,UNIT_MEASURE_DESC,TIME_PERIOD,OBS_VALUE___T__Y30T70,OBS_VALUE__F__Y30T70,OBS_VALUE__M__Y30T70,NATURE___T__Y30T70,NATURE__F__Y30T70,NATURE__M__Y30T70,isLatestValue___T__Y30T70,isLatestValue__F__Y30T70,isLatestValue__M__Y30T70
III.11,Ibdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",Sbdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",112,Belarus,BLR,28.04940161,53.54193075,Europe and Northern America,G,Global,2021,PT,Percent,2016,23.7,13.8,35.2,E,E,E,True,True,True
III.11,Ibdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",Sbdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",116,Cambodia,KHM,104.922836,12.71163737,Eastern and South-Eastern Asia,G,Global,2021,PT,Percent,2000,25.5,23.7,27.7,M,M,M,False,False,False
III.11,Ibdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",Sbdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",116,Cambodia,KHM,104.922836,12.71163737,Eastern and South-Eastern Asia,G,Global,2021,PT,Percent,2005,24.0,21.7,26.9,M,M,M,False,False,False
III.11,Ibdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",Sbdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",116,Cambodia,KHM,104.922836,12.71163737,Eastern and South-Eastern Asia,G,Global,2021,PT,Percent,2010,22.2,20.3,24.9,M,M,M,False,False,False
III.11,Ibdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",Sbdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",116,Cambodia,KHM,104.922836,12.71163737,Eastern and South-Eastern Asia,G,Global,2021,PT,Percent,2015,21.3,19.4,24.0,M,M,M,False,False,False
III.11,Ibdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",Sbdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",116,Cambodia,KHM,104.922836,12.71163737,Eastern and South-Eastern Asia,G,Global,2021,PT,Percent,2016,21.1,19.1,23.9,M,M,M,True,True,True
III.11,Ibdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",Sbdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",12,Algeria,DZA,2.678164227,28.15940032,Northern Africa and Western Asia,G,Global,2021,PT,Percent,2000,21.1,19.1,23.1,M,M,M,False,False,False
III.11,Ibdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",Sbdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",12,Algeria,DZA,2.678164227,28.15940032,Northern Africa and Western Asia,G,Global,2021,PT,Percent,2005,17.6,16.2,18.9,M,M,M,False,False,False
III.11,Ibdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",Sbdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",12,Algeria,DZA,2.678164227,28.15940032,Northern Africa and Western Asia,G,Global,2021,PT,Percent,2010,15.4,14.4,16.4,M,M,M,False,False,False
III.11,Ibdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",Sbdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",12,Algeria,DZA,2.678164227,28.15940032,Northern Africa and Western Asia,G,Global,2021,PT,Percent,2015,14.4,13.3,15.4,M,M,M,False,False,False
III.11,Ibdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",Sbdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",12,Algeria,DZA,2.678164227,28.15940032,Northern Africa and Western Asia,G,Global,2021,PT,Percent,2016,14.2,13.2,15.2,M,M,M,True,True,True
III.11,Ibdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",Sbdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",120,Cameroon,CMR,12.7419827,5.692387031,Sub-Saharan Africa,G,Global,2021,PT,Percent,2000,24.5,24.5,24.6,M,M,M,False,False,False
III.11,Ibdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",Sbdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",120,Cameroon,CMR,12.7419827,5.692387031,Sub-Saharan Africa,G,Global,2021,PT,Percent,2005,22.8,22.5,23.2,M,M,M,False,False,False
III.11,Ibdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",Sbdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",120,Cameroon,CMR,12.7419827,5.692387031,Sub-Saharan Africa,G,Global,2021,PT,Percent,2010,21.8,21.1,22.6,M,M,M,False,False,False
III.11,Ibdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",Sbdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",120,Cameroon,CMR,12.7419827,5.692387031,Sub-Saharan Africa,G,Global,2021,PT,Percent,2015,21.8,21.0,22.6,M,M,M,False,False,False
III.11,Ibdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",Sbdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",120,Cameroon,CMR,12.7419827,5.692387031,Sub-Saharan Africa,G,Global,2021,PT,Percent,2016,21.6,20.9,22.3,M,M,M,True,True,True
III.11,Ibdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",Sbdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",124,Canada,CAN,-101.6575058,57.72360191,Europe and Northern America,G,Global,2021,PT,Percent,2000,14.4,11.2,17.6,CA,CA,CA,False,False,False
III.11,Ibdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",Sbdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",124,Canada,CAN,-101.6575058,57.72360191,Europe and Northern America,G,Global,2021,PT,Percent,2005,12.6,10.1,15.2,CA,CA,CA,False,False,False
III.11,Ibdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",Sbdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",124,Canada,CAN,-101.6575058,57.72360191,Europe and Northern America,G,Global,2021,PT,Percent,2010,11.1,9.1,13.2,CA,CA,CA,False,False,False
III.11,Ibdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",Sbdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",124,Canada,CAN,-101.6575058,57.72360191,Europe and Northern America,G,Global,2021,PT,Percent,2015,10.0,8.3,11.8,CA,CA,CA,False,False,False
III.11,Ibdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",Sbdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",124,Canada,CAN,-101.6575058,57.72360191,Europe and Northern America,G,Global,2021,PT,Percent,2016,9.8,8.1,11.5,CA,CA,CA,True,True,True
III.11,Ibdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",Sbdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",132,Cabo Verde,CPV,-23.63544151,15.07791834,Sub-Saharan Africa,G,Global,2021,PT,Percent,2000,20.9,20.3,21.9,E,E,E,False,False,False
III.11,Ibdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",Sbdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",132,Cabo Verde,CPV,-23.63544151,15.07791834,Sub-Saharan Africa,G,Global,2021,PT,Percent,2005,19.4,18.3,20.9,E,E,E,False,False,False
III.11,Ibdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",Sbdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",132,Cabo Verde,CPV,-23.63544151,15.07791834,Sub-Saharan Africa,G,Global,2021,PT,Percent,2010,18.3,17.2,20.0,E,E,E,False,False,False
III.11,Ibdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",Sbdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",132,Cabo Verde,CPV,-23.63544151,15.07791834,Sub-Saharan Africa,G,Global,2021,PT,Percent,2015,17.4,16.1,19.1,E,E,E,False,False,False
III.11,Ibdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",Sbdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",132,Cabo Verde,CPV,-23.63544151,15.07791834,Sub-Saharan Africa,G,Global,2021,PT,Percent,2016,17.2,15.9,19.0,E,E,E,True,True,True
III.11,Ibdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",Sbdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",140,Central African Republic,CAF,20.93559492,7.003720791,Sub-Saharan Africa,G,Global,2021,PT,Percent,2000,24.9,24.5,25.3,M,M,M,False,False,False
III.11,Ibdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",Sbdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",140,Central African Republic,CAF,20.93559492,7.003720791,Sub-Saharan Africa,G,Global,2021,PT,Percent,2005,24.3,23.8,25.0,M,M,M,False,False,False
III.11,Ibdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",Sbdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",140,Central African Republic,CAF,20.93559492,7.003720791,Sub-Saharan Africa,G,Global,2021,PT,Percent,2010,24.9,24.2,25.7,M,M,M,False,False,False
III.11,Ibdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",Sbdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",140,Central African Republic,CAF,20.93559492,7.003720791,Sub-Saharan Africa,G,Global,2021,PT,Percent,2015,23.7,23.1,24.5,M,M,M,False,False,False
III.11,Ibdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",Sbdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",140,Central African Republic,CAF,20.93559492,7.003720791,Sub-Saharan Africa,G,Global,2021,PT,Percent,2016,23.1,22.4,23.9,M,M,M,True,True,True
III.11,Ibdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",Sbdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",143,Central Asia,,,,Central and Southern Asia,G,Global,2021,PT,Percent,2000,33.3,25.8,41.2,_X,_X,_X,False,False,False
III.11,Ibdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",Sbdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",143,Central Asia,,,,Central and Southern Asia,G,Global,2021,PT,Percent,2005,33.6,25.8,41.8,_X,_X,_X,False,False,False
III.11,Ibdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",Sbdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",143,Central Asia,,,,Central and Southern Asia,G,Global,2021,PT,Percent,2010,29.0,22.2,36.3,_X,_X,_X,False,False,False
III.11,Ibdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",Sbdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",143,Central Asia,,,,Central and Southern Asia,G,Global,2021,PT,Percent,2015,26.7,20.3,33.8,_X,_X,_X,False,False,False
III.11,Ibdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",Sbdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",143,Central Asia,,,,Central and Southern Asia,G,Global,2021,PT,Percent,2016,25.7,19.5,32.7,_X,_X,_X,True,True,True
III.11,Ibdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",Sbdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",144,Sri Lanka,LKA,80.70489654,7.614693343,Central and Southern Asia,G,Global,2021,PT,Percent,2000,21.5,16.8,26.3,E,E,E,False,False,False
III.11,Ibdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",Sbdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",144,Sri Lanka,LKA,80.70489654,7.614693343,Central and Southern Asia,G,Global,2021,PT,Percent,2005,17.9,12.7,23.3,E,E,E,False,False,False
III.11,Ibdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",Sbdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",144,Sri Lanka,LKA,80.70489654,7.614693343,Central and Southern Asia,G,Global,2021,PT,Percent,2010,17.6,12.9,22.6,E,E,E,False,False,False
III.11,Ibdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",Sbdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",144,Sri Lanka,LKA,80.70489654,7.614693343,Central and Southern Asia,G,Global,2021,PT,Percent,2015,17.6,13.4,22.3,E,E,E,False,False,False
III.11,Ibdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",Sbdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",144,Sri Lanka,LKA,80.70489654,7.614693343,Central and Southern Asia,G,Global,2021,PT,Percent,2016,17.4,13.2,22.1,E,E,E,True,True,True
III.11,Ibdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",Sbdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",145,Western Asia,,,,Northern Africa and Western Asia,G,Global,2021,PT,Percent,2000,23.2,18.3,27.9,_X,_X,_X,False,False,False
III.11,Ibdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",Sbdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",145,Western Asia,,,,Northern Africa and Western Asia,G,Global,2021,PT,Percent,2005,21.6,17.0,26.0,_X,_X,_X,False,False,False
III.11,Ibdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",Sbdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",145,Western Asia,,,,Northern Africa and Western Asia,G,Global,2021,PT,Percent,2010,20.0,15.7,24.2,_X,_X,_X,False,False,False
III.11,Ibdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",Sbdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",145,Western Asia,,,,Northern Africa and Western Asia,G,Global,2021,PT,Percent,2015,18.5,14.6,22.4,_X,_X,_X,False,False,False
III.11,Ibdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",Sbdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",145,Western Asia,,,,Northern Africa and Western Asia,G,Global,2021,PT,Percent,2016,18.3,14.4,22.1,_X,_X,_X,True,True,True
III.11,Ibdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",Sbdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",148,Chad,TCD,18.66618401,15.36279341,Sub-Saharan Africa,G,Global,2021,PT,Percent,2000,24.3,23.4,25.4,M,M,M,False,False,False
III.11,Ibdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",Sbdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",148,Chad,TCD,18.66618401,15.36279341,Sub-Saharan Africa,G,Global,2021,PT,Percent,2005,24.5,24.1,25.0,M,M,M,False,False,False
III.11,Ibdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",Sbdc928a3,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex",148,Chad,TCD,18.66618401,15.36279341,Sub-Saharan Africa,G,Global,2021,PT,Percent,2010,24.5,24.2,24.7,M,M,M,False,False,False
